50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0c6f36e1-b544-46cd-9106-23c748e966cc,1,,,,3901736,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Australia Women's,1205,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,76eb54de-17ef-4514-af4b-224a1dc376a3,2,,,,3901736,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 276442, 'name': 'Lene Christensen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 87185, 'name': 'Stine Ballisager Pedersen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10111, 'name': 'Simone Boye-Sørensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 32230, 'name': 'Karen Holmgaard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 276443, 'name': 'Kathrine Møller Kühl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 87195, 'name': 'Janni Thomsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 87191, 'name': 'Rikke Marie Madsen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 224831, 'name': 'Amalie Jørgensen Vangsgaard'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Denmark Women's,853,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,642c6ca5-ed89-4a8e-a729-87eee50b0d21,3,,,,3901736,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,['d589ace2-7494-4e54-bbe0-4ccdc593abef'],0,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d589ace2-7494-4e54-bbe0-4ccdc593abef,4,,,,3901736,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,['642c6ca5-ed89-4a8e-a729-87eee50b0d21'],0,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,aad5b85d-0bb0-430c-8926-3a0d1ab570d3,1840,,,,3901736,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Australia Women's,1205,['42af6bc4-c4b3-4c87-9ba3-2ad05c317584'],0,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,42af6bc4-c4b3-4c87-9ba3-2ad05c317584,1841,,,,3901736,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Australia Women's,1205,['aad5b85d-0bb0-430c-8926-3a0d1ab570d3'],0,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.002855,,,,,,,,,,,eb56498e-d799-4e39-b78e-b2bded1e0616,5,,,"[61.0, 40.1]",3901736,0,,,,-3.1161203,,Right Foot,,"[45.3, 39.7]",,Ground Pass,,15.705094,,,Karen Holmgaard,32230.0,,,,,Kick Off,1,From Kick Off,Kathrine Møller Kühl,276443.0,Left Defensive Midfield,2,Denmark Women's,853,['4b92fbf8-a3cd-4ec5-8552-e744fdfbc9e4'],0,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:00.524,Pass,
,,,,,,,,,,,,,,,,6.059964,,,,,,,,,,,c439cc92-8c68-4cda-8785-2752ccc03ed3,7,,,"[44.0, 39.5]",3901736,0,,,,0.5030518,,Head,,"[117.6, 80.0]",,High Pass,,84.0072,,Out,Amalie Jørgensen Vangsgaard,224831.0,,True,,,,1,From Kick Off,Karen Holmgaard,32230.0,Right Defensive Midfield,2,Denmark Women's,853,['a78fd26c-484a-45ae-935f-05568a7bdc03'],2,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:02.874,Pass,
,,,,,,,,,,,,,,,,0.851899,,,,,,,,,,,503618ed-bc20-43ae-8a5a-df42763c2791,9,,,"[10.4, 0.1]",3901736,0,,,,1.0000831,,,,"[15.6, 8.2]",,Low Pass,,9.625487,,,Kyra Lillee Cooney-Cross,131586.0,,,,,Throw-in,1,From Throw In,Stephanie-Elise Catley,5000.0,Left Back,3,Australia Women's,1205,['6f96af6c-753b-4748-939d-459a30e828d2'],19,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:19.582,Pass,
,,,,,,,,,,,,,,,,0.456909,,,,,,,,,,,33643553-bf97-4b26-8fea-6b5a3f804293,13,,,"[14.2, 6.7]",3901736,0,,,,-2.0940747,,Right Foot,,"[11.2, 1.5]",,Low Pass,,6.0033326,,,Stephanie-Elise Catley,5000.0,,,,,,1,From Throw In,Kyra Lillee Cooney-Cross,131586.0,Left Defensive Midfield,3,Australia Women's,1205,"['374a1002-1654-4346-a42d-c60eb943753a', 'be8c0b5e-a7c9-4e11-8068-2685add5dbe1']",20,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:20.502,Pass,True
