50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d290ea98-1073-4e62-99e7-b159d26606e5,1,,,,3901733,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland Women's,860,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10400, 'name': 'Gaëlle Thalmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10407, 'name': 'Eseosa Aigbogun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 32101, 'name': 'Julia Stierli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 276579, 'name': 'Nadine Riesen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 31630, 'name': 'Coumba Sow'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 10419, 'name': 'Géraldine Reuteler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 32105, 'name': 'Seraina Piubel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Switzerland Women's,860,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ac13aed4-c158-456d-9bc7-5d8329280523,2,,,,3901733,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland Women's,860,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 45295, 'name': 'Catalina Thomas Coll Lluch'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 49889, 'name': 'Oihane Hernández Zurbano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 32694, 'name': 'Laia Codina Panedas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 49835, 'name': 'Teresa Abelleira Dueñas'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 15284, 'name': 'Aitana Bonmati Conca'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 10151, 'name': 'Jennifer Hermoso Fuentes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 50151, 'name': 'Alba María Redondo Ferrer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 222682, 'name': 'Salma Paralluelo Ayingono'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 50146, 'name': 'Esther Gonzalez Rodríguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Spain Women's,863,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8b46d64f-d4ae-4f8c-ac26-6542bd1b610e,3,,,,3901733,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland Women's,860,['fd4deec3-728c-4252-8151-a88729b94d68'],0,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fd4deec3-728c-4252-8151-a88729b94d68,4,,,,3901733,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland Women's,860,['8b46d64f-d4ae-4f8c-ac26-6542bd1b610e'],0,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,73287023-5e6f-463e-88eb-c6bcd51373fc,1996,,,,3901733,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Spain Women's,863,['1cf4865c-28fc-440d-beae-ec582b3e9b8b'],0,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1cf4865c-28fc-440d-beae-ec582b3e9b8b,1997,,,,3901733,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Spain Women's,863,['73287023-5e6f-463e-88eb-c6bcd51373fc'],0,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.983852,,,,,,,,,,,,c22b0ec0-da7b-47c7-b94c-ff6f85badb7a,5,,,"[61.0, 40.1]",3901733,0,,,,3.0890095,,Right Foot,,,,"[51.5, 40.6]",,Ground Pass,,9.513149,,,,Coumba Sow,31630.0,,,,,,Kick Off,1,From Kick Off,Ramona Bachmann,4659.0,Center Forward,2,Switzerland Women's,860,['f1191b9f-a9dd-4b0d-b1f7-c9d5cc09045c'],0,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:00.372,Pass,
,,,,,,,,,,,,,,,,2.819006,,,,,,,,,,,,aa553f90-76b0-4aa1-a810-25d828599ea8,8,,,"[54.1, 41.8]",3901733,0,,,,-0.60863644,,Right Foot,,,,"[92.7, 14.9]",,High Pass,,47.04859,,Incomplete,,Ana-Maria Crnogorčević,10408.0,,,,,,,1,From Kick Off,Coumba Sow,31630.0,Right Center Midfield,2,Switzerland Women's,860,"['01adaaeb-65e4-4e14-ada0-015ea2b384af', '568951cb-6992-43a3-9c94-944eef9a9f05']",1,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:01.550,Pass,
,,,,,,,,,,,,,,,,3.689897,,,,,,,,,,,,568951cb-6992-43a3-9c94-944eef9a9f05,10,,,"[27.4, 65.2]",3901733,0,,,,0.4147176,,Right Foot,,,,"[59.2, 79.2]",,Low Pass,,34.745358,,Incomplete,,Alba María Redondo Ferrer,50151.0,,,,,,Recovery,1,From Kick Off,Oihane Hernández Zurbano,49889.0,Right Back,2,Switzerland Women's,860,"['41ec2286-84b2-413a-9482-8433227c8196', '715d4f25-e416-4309-9d93-18a896443fe5', 'aa553f90-76b0-4aa1-a810-25d828599ea8']",4,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:04.369,Pass,
,,,,,,,,,,,,,,,,0.711507,,,,,,,,,,,,ab7bb15f-8bd6-4856-be75-9730c07aad46,15,,,"[51.0, 5.4]",3901733,0,,,,1.2812927,,Right Foot,,,,"[53.8, 14.8]",,Ground Pass,,9.80816,,,,Lia Wälti,10405.0,,,,,,,1,From Kick Off,Géraldine Reuteler,10419.0,Left Center Midfield,2,Switzerland Women's,860,"['608f6aeb-b5a2-4a8a-9beb-5d333a4e3276', 'b94aeb39-450f-4add-b05d-4eb7ddd89656']",9,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:09.847,Pass,True
,,,,,,,,,,,,,,,,0.913031,,,,,,,,,,,,52f74f99-08ff-4a01-8de5-0d36601c92c7,18,,,"[54.6, 14.8]",3901733,0,,,,-0.498225,,Left Foot,,,,"[67.1, 8.0]",,Ground Pass,,14.229898,,,,Nadine Riesen,276579.0,,,,,,,1,From Kick Off,Lia Wälti,10405.0,Center Defensive Midfield,2,Switzerland Women's,860,['e14fa279-ac58-4c4d-a2a0-b23a21c5839b'],11,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:11.291,Pass,
,,,,,,,,,,,,,,,,1.354722,,,,,,,,,,,,df8224f3-5b0d-414d-be08-7ca8e66a12e4,23,,,"[73.9, 12.9]",3901733,0,,,,2.307845,,Left Foot,,,,"[68.0, 19.4]",,Ground Pass,,8.778382,,,,Lia Wälti,10405.0,,,,,,,1,From Kick Off,Nadine Riesen,276579.0,Left Back,2,Switzerland Women's,860,"['80f3d771-76b7-4ce8-b248-ebdb88ab90ef', 'da2e4d01-de6d-41de-9be2-8e06ba77bde7']",14,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:14.325,Pass,True
,,,,,,,,,,,,,,,,0.84967,,,,,,,,,,,,95123ca1-6fab-4c67-8442-34f72ecdcbe4,27,,,"[76.7, 13.7]",3901733,0,,,,-2.223643,,Right Foot,,,,"[72.8, 8.6]",,Ground Pass,,6.4202805,,,,Géraldine Reuteler,10419.0,,,,,,,1,From Kick Off,Lia Wälti,10405.0,Center Defensive Midfield,2,Switzerland Women's,860,['92bbd35c-eef8-49bf-ba4d-74e2643ee355'],18,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:18.968,Pass,
,,,,,,,,,,,,,,,,2.222727,,,,,,,,,,,,4f454327-3e16-4c1f-bb42-5e2a9cd593d2,30,,,"[70.3, 9.8]",3901733,0,,,,2.733961,,Right Foot,,,,"[52.7, 17.4]",,Ground Pass,,19.17081,,,,Julia Stierli,32101.0,,,,,,,1,From Kick Off,Géraldine Reuteler,10419.0,Left Center Midfield,2,Switzerland Women's,860,['0f453f10-32a9-451b-9657-904dd1690a24'],20,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:20.535,Pass,
,,,,,,,,,,,,,,,,1.213847,,,,,,,,,,,,f668f82e-036f-4dc5-8d7a-e5205c63c700,33,,,"[46.2, 22.8]",3901733,0,,,,1.75176,,Left Foot,,,,"[40.4, 54.5]",,Ground Pass,,32.22623,,,,Noelle Maritz,10404.0,,,,,,,1,From Kick Off,Julia Stierli,32101.0,Left Center Back,2,Switzerland Women's,860,['049bbccc-39ee-4bd3-9967-a298663e95f6'],24,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:24.066,Pass,
