50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.515756,,,,,,,,,,,,43b80127-9073-4dbb-9e7a-20528026694e,36,,,"[37.3, 53.9]",3901733,0,,,,-2.6200135,,Right Foot,,,,"[15.2, 41.2]",,Ground Pass,,25.489214,,,,Gaëlle Thalmann,10400.0,,,,,,,1,From Kick Off,Noelle Maritz,10404.0,Right Center Back,2,Switzerland Women's,860,['f9266def-8fff-4949-a957-10b0e54c8e7d'],25,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:25.729,Pass,
,,,,,,,,,,,,,,,,2.580939,,,,,,,,,,,,fd7b2513-b616-4893-8416-b3d7b503d590,39,,,"[17.8, 43.2]",3901733,0,,,,0.37364247,,Right Foot,,,,"[58.1, 59.0]",,High Pass,,43.286602,,,,Coumba Sow,31630.0,,,,,,,1,From Kick Off,Gaëlle Thalmann,10400.0,Goalkeeper,2,Switzerland Women's,860,['7c2ccca9-96ee-48c1-a9ba-1aa4e0bbd0a6'],32,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:32.761,Pass,
,,,,,,,,,,,,,,,,3.450219,,,,,,,,,,,,349afb90-e46d-4cf0-a27b-e8f265a36572,41,,,"[57.4, 60.2]",3901733,0,,,True,0.55729556,,,,,,"[85.0, 77.4]",,Low Pass,,32.520763,,Incomplete,,Seraina Piubel,32105.0,,,,,,,1,From Kick Off,Coumba Sow,31630.0,Right Center Midfield,2,Switzerland Women's,860,"['3730abcc-9aea-419f-bb54-7a81d8be05f3', '3a68bdf3-6af5-4a5a-9bdd-9e01c7dc2071', '4dea9601-0061-4994-9e0e-7299d7dccf27']",35,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:35.528,Pass,True
,,,,,,,,,,,,,,,,2.366797,,,,,,,,,,,,4dea9601-0061-4994-9e0e-7299d7dccf27,44,,,"[35.1, 2.7]",3901733,0,,,,2.3071268,,Right Foot,,,,"[13.8, 26.2]",,Ground Pass,,31.716557,,,,Catalina Thomas Coll Lluch,45295.0,,,,,,Recovery,1,Regular Play,Ona Batlle Pascual,46639.0,Left Back,3,Spain Women's,863,"['349afb90-e46d-4cf0-a27b-e8f265a36572', '8aea83d8-a6e6-4dc8-b45d-2f7f70c68a72']",38,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:38.979,Pass,
,,,,,,,,,,,,,,,,1.668914,,,,,,,,,,,,b1e5b316-c0bc-4d95-9f1e-ee1f7accd39d,47,,,"[15.9, 31.8]",3901733,0,,,,1.2093555,,Right Foot,,,,"[22.1, 48.2]",,Ground Pass,,17.532825,,,,Oihane Hernández Zurbano,49889.0,,,,,,,1,Regular Play,Catalina Thomas Coll Lluch,45295.0,Goalkeeper,3,Spain Women's,863,['c1bc7944-db08-4850-9ac6-edff29a70597'],43,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:43.677,Pass,
,,,,,,,,,,,,,,,,0.7625,,,,,,,,,,,,4dede0df-236f-4798-9874-687d741d231e,50,,,"[30.6, 57.9]",3901733,0,,,,-1.0093026,,Right Foot,,,,"[34.5, 51.7]",,Ground Pass,,7.324616,,,,Aitana Bonmati Conca,15284.0,,,,,,,1,Regular Play,Oihane Hernández Zurbano,49889.0,Right Back,3,Spain Women's,863,['6e32a2a9-d55b-4e92-8983-1b8ef1e3120f'],47,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:47.168,Pass,
,,,,,,,,,,,,,,,,3.128616,,,,,,,,,,,,3ab4ce24-c6d8-41e0-9ee8-e49791955cff,53,,,"[34.6, 50.9]",3901733,0,,,,-1.1350839,,Right Foot,,,,"[56.9, 3.0]",,High Pass,,52.83654,,,,Salma Paralluelo Ayingono,222682.0,,,True,,,,1,Regular Play,Aitana Bonmati Conca,15284.0,Right Center Midfield,3,Spain Women's,863,['77ae7439-07be-4086-87dd-d8087bcb7102'],51,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:51.130,Pass,
,,,,,,,,,,,,,,,,2.060194,,,,,,,,,,,,4b59c609-d8b4-4061-a87b-b645c72c0d73,57,,,"[69.7, 80.0]",3901733,1,True,,,-1.5912017,,,,,,"[69.4, 65.3]",,High Pass,,14.703061,,,,Lia Wälti,10405.0,,,,,,Throw-in,1,From Throw In,Eseosa Aigbogun,10407.0,Right Back,4,Switzerland Women's,860,['89660a2e-c94f-4484-a8a3-327292eba47c'],6,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:06.508,Pass,
,,,,,,,,,,,,,,,,1.552421,,,,,,,,,,,,67c2ede4-30e8-4fe6-b335-d1c0f74df8eb,63,,,"[51.6, 67.8]",3901733,1,,,,2.785373,,Right Foot,,,,"[43.0, 71.0]",,Ground Pass,,9.176056,,,,Noelle Maritz,10404.0,,,,,,,1,From Throw In,Lia Wälti,10405.0,Center Defensive Midfield,4,Switzerland Women's,860,['d9e7f6af-372f-4254-97c1-b00bf56ed0b4'],14,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:14.119,Pass,
,,,,,,,,,,,,,,,,2.09634,,,,,,,,,,,,ba86ff72-fe55-42c9-9c6d-4ceed3f82e6e,67,,,"[43.9, 73.0]",3901733,1,,,,-0.030680906,,Right Foot,,,,"[83.0, 71.8]",,High Pass,,39.11841,,Incomplete,,Seraina Piubel,32105.0,,,,,,,1,From Throw In,Noelle Maritz,10404.0,Right Center Back,4,Switzerland Women's,860,"['7bfc6a47-81d1-405e-976f-5d4285d4d2da', 'bdaae187-ee19-4b6c-9374-2bd3da1dae14']",16,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:16.470,Pass,
,,,,,,,,,,,,,,,,1.962356,,,,,,,,,,,,7bfc6a47-81d1-405e-976f-5d4285d4d2da,69,,,"[37.1, 8.3]",3901733,1,,,,0.31290123,,Head,,,,"[43.9, 10.5]",,High Pass,,7.1470275,,,,Teresa Abelleira Dueñas,49835.0,,,,,,Recovery,1,From Throw In,Ona Batlle Pascual,46639.0,Left Back,4,Switzerland Women's,860,"['2019bfef-2a48-443d-9011-f1ce88250b02', 'ba86ff72-fe55-42c9-9c6d-4ceed3f82e6e']",18,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:18.566,Pass,
,,,,,,,,,,,,,,,,1.187041,,,,,,,,,,,,fa859530-8031-479f-ac28-f17cf77aa528,71,,,"[44.1, 9.8]",3901733,1,,,,1.3385073,,Right Foot,,,,"[48.5, 28.4]",,Low Pass,,19.113346,,Incomplete,,Aitana Bonmati Conca,15284.0,,,,,,,1,From Throw In,Teresa Abelleira Dueñas,49835.0,Center Defensive Midfield,4,Switzerland Women's,860,"['37527ff4-25a0-4b66-ab00-8fd145d7ec7c', '40a1c77e-3db8-4e37-8705-2bc78e32d2bd']",20,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:20.528,Pass,
,,,,,,,,,,,,,,,,2.101174,,,,,,,,,,,,8757ac11-0350-4fd2-9e19-77e7fcd2f4ac,76,,,"[82.7, 53.1]",3901733,1,,,,0.17879306,,Right Foot,,,,"[107.6, 57.6]",,Ground Pass,,25.30336,,,,Ramona Bachmann,4659.0,,,,Through Ball,True,,1,From Throw In,Ana-Maria Crnogorčević,10408.0,Left Wing,4,Switzerland Women's,860,['25dc2c14-21da-458f-8495-ecbb73496044'],24,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:24.509,Pass,
,,,,,,,,,,,,,,,,0.311035,,,,,,,,,,,,24dde289-f503-4b85-98c1-3364798ea333,80,,,"[110.7, 56.8]",3901733,1,,,,-1.4977558,,Right Foot,True,,,"[111.6, 44.5]",,Low Pass,,12.332883,,Incomplete,,Seraina Piubel,32105.0,,,,,,,1,From Throw In,Ramona Bachmann,4659.0,Center Forward,4,Switzerland Women's,860,"['d4fb85c4-82ae-404a-849a-c7a6de57597c', 'e767fda7-7fb7-4d69-8d01-06881d13ed73']",26,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:26.898,Pass,
,,,,,,,,,,,,,,,,1.5671,,,,,,,,,,,,81a86030-5308-491f-849e-59834f04431d,84,,,"[7.4, 26.5]",3901733,1,True,,,-0.11804698,,Keeper Arm,,,,"[44.5, 22.1]",,Ground Pass,,37.360004,,,,Teresa Abelleira Dueñas,49835.0,,,,,,,1,Regular Play,Catalina Thomas Coll Lluch,45295.0,Goalkeeper,5,Spain Women's,863,['d3470824-a335-448d-b551-20b126c17b33'],43,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:43.508,Pass,
,,,,,,,,,,,,,,,,1.525751,,,,,,,,,,,,a6a0f393-e191-499a-9216-a1bf3836fed4,86,,,"[40.7, 23.1]",3901733,1,,,,-0.40670797,,Right Foot,,,,"[73.9, 8.8]",,Low Pass,,36.14872,,Incomplete,,Salma Paralluelo Ayingono,222682.0,,,,,,,1,Regular Play,Teresa Abelleira Dueñas,49835.0,Center Defensive Midfield,5,Spain Women's,863,"['6db229c2-fe50-4155-9508-1855dd4da153', '7e400f07-c41e-41bb-a482-4b5c2cb6771e']",45,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:45.474,Pass,
,,,,,,,,,,,,,,,,1.428713,,,,,,,,,,,,3881aff7-70e8-4075-b69c-e54302c5bcd7,91,,,"[99.2, 14.8]",3901733,1,,,,1.3856308,,Left Foot,True,,,"[105.4, 47.9]",,Low Pass,,33.67566,,Incomplete,,Oihane Hernández Zurbano,49889.0,,,,,,,1,Regular Play,Salma Paralluelo Ayingono,222682.0,Left Wing,5,Spain Women's,863,"['67a84ea3-386f-4af5-a5b8-b5f46a4806c0', 'f081bc3a-d2a2-4dd4-a3e3-528e6b4093bf']",51,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:51.941,Pass,
,,,,,,,,,,,,,,,,0.593184,,,,,,,,,,,,e45e49be-259e-425e-ada4-748f073059b7,97,,,"[92.6, 31.8]",3901733,1,,,,1.2225368,,Right Foot,,,,"[98.3, 47.5]",,Ground Pass,,16.702694,,,,Aitana Bonmati Conca,15284.0,,,,,,,1,Regular Play,Teresa Abelleira Dueñas,49835.0,Center Defensive Midfield,5,Spain Women's,863,['116e26c4-5c1b-439e-acbd-53afbfaca084'],56,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:56.982,Pass,
,,,,,,,,,,,,,,,,1.09903,,,,,,,,,,,,27da91e3-d05d-4fa8-b0ff-a9c0b621a904,100,,,"[98.4, 47.7]",3901733,1,,,,0.65137494,,Right Foot,,,,"[108.5, 55.4]",,Ground Pass,,12.700394,,,,Alba María Redondo Ferrer,50151.0,,,,,,,1,Regular Play,Aitana Bonmati Conca,15284.0,Right Center Midfield,5,Spain Women's,863,['62294c12-084c-4f1f-949a-86ee6d81ecb1'],58,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:58.269,Pass,
,,,,,,,,,,,,,,,,1.552921,,,,,,,,,,,,3c8e0afa-26e5-4cdb-814a-ff7456ab14c3,103,,,"[105.9, 54.0]",3901733,2,,,,-1.383476,,Left Foot,,,,"[111.7, 23.4]",,High Pass,,31.144823,,,,Salma Paralluelo Ayingono,222682.0,,,,,,,1,Regular Play,Alba María Redondo Ferrer,50151.0,Right Wing,5,Spain Women's,863,['fa033808-4119-4384-b8ac-d731561101fa'],0,,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:00.951,Pass,
,,,,,,,,,,,,,,,,1.181514,,,,,,,,,,,,51f655e0-987a-4d8f-9990-c7251f09187f,105,,,"[111.1, 23.4]",3901733,2,,,,1.6492066,e849ec0d-81c4-45b2-a843-011b7cbc6a21,Head,True,,,"[110.0, 37.4]",,Low Pass,,14.043148,,,,Esther Gonzalez Rodríguez,50146.0,True,,,,,,1,Regular Play,Salma Paralluelo Ayingono,222682.0,Left Wing,5,Spain Women's,863,['c9e2f314-31e4-4ba4-a750-8dc1c04bd4b5'],2,,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:02.691,Pass,
,,,,,,,,,,,,,,,,1.733811,,,,,,,,,,,,083a5f9f-9192-4d16-941e-4bcfb3021d22,117,,,"[116.0, 71.5]",3901733,2,,,,-2.9197416,,Left Foot,,,,"[102.7, 68.5]",,Ground Pass,,13.634149,,Incomplete,,Oihane Hernández Zurbano,49889.0,,,,,,,1,Regular Play,Alba María Redondo Ferrer,50151.0,Right Wing,5,Spain Women's,863,"['110a83f2-fc5d-4aed-a276-d5c967cfb1f9', 'c56a95ec-64f4-44e7-99c3-b85f17eb8100']",11,,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:11.743,Pass,
,,,,,,,,,,,,,,,,1.701589,,,,,,,,,,,,dc1a0f35-d78c-4c04-8199-3a2ef64a10ee,124,,,"[93.6, 71.8]",3901733,2,,,,-2.0579998,,Left Foot,,,,"[85.6, 56.7]",,Ground Pass,,17.0883,,Incomplete,,Teresa Abelleira Dueñas,49835.0,,,,,,,1,Regular Play,Oihane Hernández Zurbano,49889.0,Right Back,5,Spain Women's,863,"['842fb3e0-d52f-4404-8a19-bbfa410d6b7e', 'ea876fe6-556a-426a-8e16-27b7d32db563']",15,,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:15.513,Pass,
,,,,,,,,,,,,,,,,1.877027,,,,,,,,,,,,842fb3e0-d52f-4404-8a19-bbfa410d6b7e,127,,,"[34.5, 23.4]",3901733,2,,,,2.789284,,Right Foot,,,,"[20.9, 28.4]",,Ground Pass,,14.489997,,,,Lia Wälti,10405.0,,,,,,Recovery,1,Regular Play,Seraina Piubel,32105.0,Right Wing,6,Switzerland Women's,860,"['2dad7dc2-0fe8-44e0-9b06-4575c5d0d736', '4fca4e26-422d-4603-bcc9-733c3bd69bc1', 'dc1a0f35-d78c-4c04-8199-3a2ef64a10ee']",17,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:17.215,Pass,True
,,,,,,,,,,,,,,,,1.161758,,,,,,,,,,,,7bfbe1dd-f1d4-4546-af05-168db850bf29,131,,,"[29.1, 24.7]",3901733,2,,,,-0.71883,,Right Foot,,,,"[37.1, 17.7]",,Ground Pass,,10.630146,,,,Géraldine Reuteler,10419.0,,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,6,Switzerland Women's,860,['f7dedcc4-707f-4a9e-8d28-68fc99df8f40'],22,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:22.303,Pass,
,,,,,,,,,,,,,,,,0.291055,,,,,,,,,,,,5fa7d24a-f0a8-4237-8739-b00889c10d09,134,,,"[42.5, 16.3]",3901733,2,,,,0.0,,Right Foot,,,,"[49.3, 16.3]",,Low Pass,,6.8,,Incomplete,,,,,,,,,,1,Regular Play,Géraldine Reuteler,10419.0,Left Center Midfield,6,Switzerland Women's,860,['03ea3b0e-ab15-41f9-8091-2d764807aa3b'],24,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:24.742,Pass,
