50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.520632,,,,,,,,,57d3a712-d389-4dbc-90bb-e0f65a076615,21,,"[113.8, 54.4]",3893795,0,,,,True,-1.3275876,,,True,,,"[117.1, 41.1]",,High Pass,,13.703284,Incomplete,Nicoline Sørensen,10274.0,,,,,,1,From Throw In,Karen Holmgaard,32230.0,Center Defensive Midfield,3,Denmark Women's,853,"['6e5238b9-11ae-4f65-a0b3-d70fa7eb4e48', 'b0283c2e-c544-4ce6-90c7-af4df9740cb3', 'f1042e97-0a02-4e83-b827-b0b7da7b6d33']",33,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:33.204,Pass,True
,,,,,,,,,,,,,,,,,,2.792443,,,,,,,,,0d2596ab-1c68-4db9-a8a1-bb832e061eed,25,,"[28.9, 37.4]",3893795,0,,,,,-0.1796739,,Right Foot,,,,"[77.9, 28.5]",,High Pass,,49.80171,Incomplete,,,,,,,,1,From Keeper,Huan Xu,402016.0,Goalkeeper,4,China PR Women's,1207,['b425b44b-d8aa-4bb4-952d-c0c14d6539ef'],54,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:54.930,Pass,
,,,,,,,,,,,,,,,,,,2.160887,,,,,,,,,39771d85-404d-4dad-b8bd-b9ceacd669ae,29,,"[40.5, 68.2]",3893795,1,,,,,-0.5040474,,Right Foot,,,,"[62.8, 55.9]",,High Pass,,25.467234,Incomplete,Kathrine Møller Kühl,276443.0,,,,,Recovery,1,From Keeper,Stine Ballisager Pedersen,87185.0,Right Center Back,4,China PR Women's,1207,"['2bfcf663-f67e-4227-8298-b83d4fe90715', '4f71af1b-4473-4087-a5a9-04c8a761f913']",3,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:03.918,Pass,
,,,,,,,,,,,,,,,,,,0.964275,,,,,,,,,2bfcf663-f67e-4227-8298-b83d4fe90715,32,,"[57.3, 24.2]",3893795,1,,,,True,-0.56475097,,,,,,"[70.4, 15.9]",,Low Pass,,15.508062,,Linyan Zhang,402025.0,,,,,Recovery,1,From Keeper,Rui Zhang,25490.0,Right Defensive Midfield,4,China PR Women's,1207,"['007b7898-5fb0-4d84-b2cd-928c21442338', '39771d85-404d-4dad-b8bd-b9ceacd669ae', '608cf892-7bfe-4bac-bf16-e2bbcf792d7d']",6,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:06.079,Pass,True
,,,,,,,,,,,,,,,,,,1.274588,,,,,,,,,a6bcb569-79d0-4c02-ad75-9c3d68cb53ec,36,,"[73.2, 17.2]",3893795,1,,,,,0.35454905,,Right Foot,,,,"[94.0, 24.9]",,Ground Pass,,22.179495,,Chengshu Wu,402019.0,,,,,,1,From Keeper,Linyan Zhang,402025.0,Left Midfield,4,China PR Women's,1207,"['5a512a19-f3f8-4fe8-8095-e41bc46b4ab7', '6b6fb6ba-638d-4557-b625-e853ee88ab0b']",8,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:08.360,Pass,True
,,,,,,,,,,,,,,,,,,1.329471,,,,,,,,,24286db5-c5b7-480b-8db9-ae817d49d32a,42,,"[11.6, 43.4]",3893795,1,,,,,0.24084646,,Keeper Arm,,,,"[23.0, 46.2]",,Ground Pass,,11.738825,,Karen Holmgaard,32230.0,,,,,,1,Regular Play,Lene Christensen,276442.0,Goalkeeper,5,Denmark Women's,853,['28e39916-7768-4cad-a77d-9fd85afe90aa'],16,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:16.169,Pass,
,,,,,,,,,,,,,,,,,,1.676824,,,,,,,,,13375aba-d1f6-4f7f-9bbf-4a1b1a09bef5,45,,"[27.9, 40.2]",3893795,1,,,,,-1.2954341,,Right Foot,,,,"[36.8, 8.7]",,Ground Pass,,32.733162,,Katrine Veje,10088.0,,,,,,1,Regular Play,Karen Holmgaard,32230.0,Center Defensive Midfield,5,Denmark Women's,853,['c0ee4fd1-6727-42f3-86b5-79f89a205270'],19,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:19.915,Pass,
,,,,,,,,,,,,,,,,,,1.083177,,,,,,,,,99c0688b-099a-4721-876d-7d1efbb94ea4,48,,"[38.4, 9.6]",3893795,1,,,,,2.0568283,,Left Foot,,,,"[32.8, 20.2]",,Ground Pass,,11.988328,,Simone Boye-Sørensen,10111.0,,,,,,1,Regular Play,Katrine Veje,10088.0,Left Back,5,Denmark Women's,853,['5fd0f51b-d04e-461d-a8ef-aac3445d1d38'],23,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:23.095,Pass,
,,,,,,,,,,,,,,,,,,1.339535,,,,,,,,,86d17083-444c-441f-b0e5-fe4897148dc8,51,,"[32.3, 21.9]",3893795,1,,,,,1.4756488,,Right Foot,,,,"[34.6, 46.0]",,Ground Pass,,24.209503,,Stine Ballisager Pedersen,87185.0,,,,,,1,Regular Play,Simone Boye-Sørensen,10111.0,Left Center Back,5,Denmark Women's,853,['7b62d350-4f20-42d6-8a12-920c7f475e60'],25,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:25.758,Pass,
,,,,,,,,,,,,,,,,,,1.200519,,,,,,,,,732bb0a3-7247-46bb-9f30-b98f279cfadc,54,,"[38.9, 46.0]",3893795,1,,,,,-1.6618482,,Right Foot,,,,"[36.8, 23.0]",,Ground Pass,,23.09567,,Simone Boye-Sørensen,10111.0,,,,,,1,Regular Play,Stine Ballisager Pedersen,87185.0,Right Center Back,5,Denmark Women's,853,['681486be-1461-46a9-913f-74163f315067'],29,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:29.039,Pass,
,,,,,,,,,,,,,,,,,,1.259915,,,,,,,,,37c1aece-761e-4f89-b2d1-16372d47cbf8,57,,"[40.9, 24.4]",3893795,1,,,,,1.5808462,,Right Foot,,,,"[40.7, 44.3]",,Ground Pass,,19.901005,,Stine Ballisager Pedersen,87185.0,,,,,,1,Regular Play,Simone Boye-Sørensen,10111.0,Left Center Back,5,Denmark Women's,853,['09c114ef-21a0-4fb6-a601-f47129062fe2'],32,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:32.858,Pass,
,,,,,,,,,,,,,,,,,,1.418496,,,,,,,,,b207e5f4-2855-40a3-8b6b-c5dded967bcb,60,,"[42.3, 51.6]",3893795,1,,,,,1.0230563,,Left Foot,,,,"[54.5, 71.6]",,Ground Pass,,23.427334,,Rikke Læntver Sevecke,15789.0,,,,,,1,Regular Play,Stine Ballisager Pedersen,87185.0,Right Center Back,5,Denmark Women's,853,['78bd0a8b-5df0-43ac-a26e-be7f78f1440b'],35,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:35.173,Pass,
,,,,,,,,,,,,,,,,,,1.120132,,,,,,,,,b05b8669-11bd-40b2-9515-a722925a76bc,63,,"[56.4, 73.6]",3893795,1,,,,,-0.39323977,,Right Foot,,,,"[79.3, 64.1]",,Low Pass,,24.792337,,Josefine Hasbo,32699.0,,,,,,1,Regular Play,Rikke Læntver Sevecke,15789.0,Right Back,5,Denmark Women's,853,['c670cecb-b4e6-4ca9-a1fb-85b0af7a3343'],37,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:37.434,Pass,
,,,,,,,,,,,,,,,,,,1.530945,,,,,,,,,fc942f37-53f7-4e23-aa9f-c8593326eee8,66,,"[79.3, 64.1]",3893795,1,,,,,-0.9556101,,Right Foot,,,,"[89.9, 49.1]",,Ground Pass,,18.367363,Incomplete,Pernille Mosegaard Harder,10108.0,,,,,,1,Regular Play,Josefine Hasbo,32699.0,Right Center Midfield,5,Denmark Women's,853,"['4467b05a-17f0-4ecf-98fd-4d0f8f30e7b2', 'ccf6dcb3-e47e-46c3-8a57-4327d2a76c5d']",38,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:38.589,Pass,
,,,,,,,,,,,,,,,,,,1.158726,,,,,,,,,cda65c73-f267-4395-b5cf-24035da1a68d,70,,"[30.9, 32.6]",3893795,1,,,,,0.89213383,,Right Foot,,,,"[43.4, 48.1]",,Ground Pass,,19.912308,,Xin Zhang,131580.0,,,,,,1,Regular Play,Shanshan Wang,25485.0,Right Center Back,5,Denmark Women's,853,['d8b5924b-05b5-417e-a65c-4774fc2ab678'],41,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:41.467,Pass,
,,,,,,,,,,,,,,,,,,3.611576,,,,,,,,,064a4525-03a8-4bcc-9a90-8e3a32e6e3d4,74,,"[52.0, 45.6]",3893795,1,,,,,-0.39839616,,Right Foot,,,,"[87.4, 30.7]",,Ground Pass,,38.407944,Incomplete,,,,,,,,1,Regular Play,Xin Zhang,131580.0,Right Midfield,5,Denmark Women's,853,['959d843c-a504-4920-b84a-71ebce94c49c'],44,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:44.152,Pass,
,,,,,,,,,,,,,,,,,,1.54895,,,,,,,,,d6d8cc19-dc7d-470e-9388-a07348208264,77,,"[33.1, 49.8]",3893795,1,,,,,-1.5222515,,Right Foot,,,,"[34.3, 25.1]",,Ground Pass,,24.729132,,Simone Boye-Sørensen,10111.0,,,,,,1,Regular Play,Stine Ballisager Pedersen,87185.0,Right Center Back,5,Denmark Women's,853,['b02a9c62-58cd-4eae-8c4e-adc21b035486'],49,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:49.896,Pass,
,,,,,,,,,,,,,,,,,,1.178999,,,,,,,,,5ad9fee2-5972-419e-a643-206475c87778,80,,"[34.9, 21.7]",3893795,1,,,,,-1.0528543,,Right Foot,,,,"[45.1, 3.8]",,Ground Pass,,20.602184,,Katrine Veje,10088.0,,,,,,1,Regular Play,Simone Boye-Sørensen,10111.0,Left Center Back,5,Denmark Women's,853,['d9e5864a-bd0b-465b-b79f-ae18a564c48e'],53,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:53.030,Pass,
,,,,,,,,,,,,,,,,,,1.290204,,,,,,,,,a48957de-e6dc-4a66-a417-d5ee8926694c,83,,"[45.9, 4.8]",3893795,1,,,,,2.3561945,,Left Foot,,,,"[37.7, 13.0]",,Ground Pass,,11.596551,,Simone Boye-Sørensen,10111.0,,,,,,1,Regular Play,Katrine Veje,10088.0,Left Back,5,Denmark Women's,853,['0f1ad6b1-1213-46f2-a68f-990ced0f3390'],57,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:57.435,Pass,
,,,,,,,,,,,,,,,,,,1.202585,,,,,,,,,d99a5d20-0838-4d6e-8f1d-cc391e4b335c,86,,"[39.7, 12.8]",3893795,1,,,,,-0.5465244,,Right Foot,,,,"[51.7, 5.5]",,Ground Pass,,14.045996,,Katrine Veje,10088.0,,,,,,1,Regular Play,Simone Boye-Sørensen,10111.0,Left Center Back,5,Denmark Women's,853,['78c0c6b6-7f06-4bcc-88c1-0d5256db90e8'],59,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:59.591,Pass,
,,,,,,,,,,,,,,,,,,0.776871,,,,,,,,,3a6957e2-fcf0-4747-8a6a-80c7e3219473,90,,"[58.6, 2.5]",3893795,2,,,,,-0.08620557,,Left Foot,,,,"[74.8, 1.1]",,Ground Pass,,16.260382,,Nicoline Sørensen,10274.0,,,,,,1,Regular Play,Katrine Veje,10088.0,Left Back,5,Denmark Women's,853,"['0c993e07-f719-4dab-a57f-a0782a219973', '95e191e0-5ea2-4b83-88d7-3f5160be70b5']",2,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:02.088,Pass,True
,,,,,,,,,,,,,,,,,,1.619309,,,,,,,,,5a103645-f361-4886-8731-a4c97c6bf5c2,94,,"[27.6, 74.9]",3893795,2,,,,,0.012269323,,Right Foot,,,,"[60.2, 75.3]",,High Pass,,32.602455,Incomplete,Chengshu Wu,402019.0,,,,,Recovery,1,Regular Play,Shanshan Wang,25485.0,Right Center Back,5,Denmark Women's,853,"['04b2ce2c-47a3-4cef-a1ed-38f89f007acc', 'c4ecd5a3-d2e3-4f7b-a783-bd8a72f90613']",6,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:06.046,Pass,
,,,,,,,,,,,,,,,,,,0.829258,,,,,,,,,806e912a-6133-49cc-ab8d-d20dfa8e9823,97,,"[49.9, 80.0]",3893795,2,,True,,,-0.6156199,,,,,,"[58.1, 74.2]",,Low Pass,,10.043903,,Xin Zhang,131580.0,,,,,Throw-in,1,From Throw In,Mengwen Li,131575.0,Right Back,6,China PR Women's,1207,['3b6d4e58-321f-4dcc-a105-fe712f40a6ac'],22,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:22.795,Pass,
,,,,,,,,,,,,,,,,,,3.049036,,,,,,,,,afc8f1b7-c7b6-4c6d-b3d4-d2b7a358598a,99,,"[58.1, 74.2]",3893795,2,,,,,2.9266257,,Right Foot,,,,"[35.2, 79.2]",,Low Pass,,23.439497,,Shanshan Wang,25485.0,,,,,,1,From Throw In,Xin Zhang,131580.0,Right Midfield,6,China PR Women's,1207,['24a8f6c7-f291-46e4-b1f9-8e22827cd18d'],23,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:23.696,Pass,
,,,,,,,,,,,,,,,,,,2.752259,,,,,,,,,a0279085-d1f0-4d4d-9fff-e02e07a90fe1,103,,"[36.0, 78.4]",3893795,2,,,,,-0.34500217,,Right Foot,,,,"[74.4, 64.6]",,High Pass,,40.804413,Incomplete,Jiahui Lou,25482.0,,,,,,1,From Throw In,Shanshan Wang,25485.0,Right Center Back,6,China PR Women's,1207,"['8b153323-6b4b-4574-8a1c-b74e12ce078c', '90e54374-d299-4372-b03b-7300b5cfa4c6']",26,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:26.865,Pass,
,,,,,,,,,,,,,,,,,,1.911396,,,,,,,,,2c724195-7463-41ff-9ee8-018c1270bdf5,110,,"[45.7, 14.0]",3893795,2,,,,,-0.9403949,,Right Foot,,,,"[53.8, 2.9]",,High Pass,,13.7411785,,Nicoline Sørensen,10274.0,,,,,,1,From Throw In,Simone Boye-Sørensen,10111.0,Left Center Back,6,China PR Women's,1207,['e25b0ce8-5d4a-41cf-a180-30312c646442'],31,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:31.784,Pass,
,,,,,,,,,,,,,,,,,,1.727421,,,,,,,,,3e9d496c-ba33-4c0e-b93b-7b6dbbb08fb0,114,,"[52.3, 1.1]",3893795,2,,,,,3.0128129,,Right Foot,,,,"[38.4, 2.9]",,Ground Pass,,14.016062,Incomplete,,,,,,,,1,From Throw In,Nicoline Sørensen,10274.0,Left Wing,6,China PR Women's,1207,"['45ff2bd1-8ef8-46bb-87e0-e9791c4978b0', '9ac58b77-5318-4635-9ae6-14bee043b02f']",34,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:34.422,Pass,True
,,,,,,,,,,,,,,,,,,0.323119,,,,,,,,,45ff2bd1-8ef8-46bb-87e0-e9791c4978b0,115,,"[81.7, 77.2]",3893795,2,,,,,-2.4416997,,Left Foot,,,,"[79.8, 75.6]",,Ground Pass,,2.4839485,,Jiahui Lou,25482.0,,,,,Recovery,1,From Throw In,Chengshu Wu,402019.0,Right Center Forward,6,China PR Women's,1207,"['3e9d496c-ba33-4c0e-b93b-7b6dbbb08fb0', 'b798f5b6-05d4-458d-bc22-711b626aa927']",36,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:36.149,Pass,
,,,,,,,,,,,,,,,,,,1.33508,,,,,,,,,c65e8cbd-5186-4e18-b507-6e4b1a089652,121,,"[38.9, 14.5]",3893795,2,,,,,3.0110266,,Right Foot,,,,"[29.0, 15.8]",,Ground Pass,,9.984989,,Simone Boye-Sørensen,10111.0,,,,,Recovery,1,Regular Play,Josefine Hasbo,32699.0,Right Center Midfield,7,Denmark Women's,853,['f05ef84b-4437-4067-9af4-decf8ef8d3c9'],39,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:39.206,Pass,
,,,,,,,,,,,,,,,,,,1.799839,,,,,,,,,816ada8b-1207-4974-96da-755ccba5721c,124,,"[31.2, 17.1]",3893795,2,,,,,1.7689067,,Left Foot,,,,"[25.8, 44.0]",,Ground Pass,,27.436655,,Stine Ballisager Pedersen,87185.0,,,,,,1,Regular Play,Simone Boye-Sørensen,10111.0,Left Center Back,7,Denmark Women's,853,['ad003d0f-2783-4a53-aabb-0f41bf3b0632'],41,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:41.398,Pass,
,,,,,,,,,,,,,,,,,,1.248587,,,,,,,,,e8bfee55-d0c7-412a-8a36-c77dee4c1120,127,,"[30.2, 49.8]",3893795,2,,,,,1.1961151,,Left Foot,,,,"[37.2, 67.6]",,Ground Pass,,19.126944,,Rikke Læntver Sevecke,15789.0,,,,,,1,Regular Play,Stine Ballisager Pedersen,87185.0,Right Center Back,7,Denmark Women's,853,['1aca8bfb-5b54-47a4-8dfa-9f39fbffd397'],45,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:45.208,Pass,
,,,,,,,,,,,,,,,,,,1.183132,,,,,,,,,8fd41484-db0f-4863-9960-e7fff57b8f81,130,,"[37.2, 67.8]",3893795,2,,,,,-2.3119755,,Left Foot,,,,"[26.4, 56.0]",,Ground Pass,,15.996249,,Stine Ballisager Pedersen,87185.0,,,,,,1,Regular Play,Rikke Læntver Sevecke,15789.0,Right Back,7,Denmark Women's,853,['e00780b4-992f-4038-8386-5a85d7766f2a'],46,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:46.674,Pass,
,,,,,,,,,,,,,,,,,,1.209204,,,,,,,,,d95e58f0-a16a-4c83-83c2-04ea9da6e7fe,133,,"[32.8, 54.5]",3893795,2,,,,,-1.526757,,Right Foot,,,,"[34.1, 25.0]",,Ground Pass,,29.52863,,Simone Boye-Sørensen,10111.0,,,,,,1,Regular Play,Stine Ballisager Pedersen,87185.0,Right Center Back,7,Denmark Women's,853,['ac3332b6-90dc-4633-a49a-b4d09f04ad7d'],51,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:51.820,Pass,
