bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.568424,,,,,,,,,,249d769b-552b-4b4f-8bde-b8db098fbd5d,23,,,"[42.5, 53.7]",3893810,0,,,,1.5616223,,Right Foot,,,,"[42.6, 64.6]",,Ground Pass,,10.900458,,,Lúcia Catarina Sousa Alves,142944.0,,,,,,,1,Regular Play,Francisca Ramos Ribeiro Nazareth Sousa,62913.0,Center Attacking Midfield,3,Portugal Women's,864,['14167ce3-c13b-4292-8659-f8f3f96fa590'],12,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:12.106,Pass,
,,,,,,,,,,,,,,,,,,0.181129,,,,,,,,,,71cf8310-c38c-48b1-9ab8-142ea22d3a28,27,,,"[43.6, 74.4]",3893810,0,,,,-0.2551824,,Right Foot,,,,"[45.9, 73.8]",,Ground Pass,,2.376973,,Incomplete,Francisca Ramos Ribeiro Nazareth Sousa,62913.0,,,,,,,1,Regular Play,Lúcia Catarina Sousa Alves,142944.0,Right Wing Back,3,Portugal Women's,864,"['3258672a-daa0-4dc0-8971-039dbe51fb0f', '58fa0358-7b8c-433f-bbc6-8a3a1c24ccde', '65001228-7f56-4a5e-b8b5-2667e232714f']",14,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:14.334,Pass,True
,,,,,,,,,,,,,,,,,,0.842526,,,,,,,,,,76689d0b-3443-492e-83ef-1ca0ca2ce5ad,31,,,"[63.1, 6.3]",3893810,0,,,,0.9978302,,Right Foot,,,,"[65.1, 9.4]",,Ground Pass,,3.6891735,,,Thị Thanh Nhã Nguyễn,401885.0,,,,,,Recovery,1,Regular Play,Thị Thảo Thái,401879.0,Left Defensive Midfield,4,Vietnam Women's,16769,"['4e93a287-984a-47cf-b056-2997e1d6c33a', '911e3eb9-3e44-45a2-8782-0a52fdbd7cb7']",15,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:00:15.894,Pass,True
,,,,,,,,,,,,,,,,,,0.803115,,,,,,,,,,5548918e-0811-430f-8be1-dabc48baf661,35,,,"[64.9, 8.3]",3893810,0,,,,-1.1174576,,Right Foot,,,,"[66.8, 4.4]",,Ground Pass,,4.3382025,,,Thị Thảo Thái,401879.0,,,,,,,1,Regular Play,Thị Thanh Nhã Nguyễn,401885.0,Left Wing,4,Vietnam Women's,16769,"['2d821200-30db-4ec6-bb75-9ee7e44256c1', 'ec7d4a4f-bf15-442b-bac3-e0bde36b3a07']",17,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:00:17.542,Pass,True
,,,,,,,,,,,,,,,,,,1.622262,,,,,,,,,,fd1288aa-8b83-4603-9116-195798577375,39,,,"[68.3, 3.4]",3893810,0,,,,0.10308161,,Right Foot,,,,"[79.9, 4.6]",,Ground Pass,,11.661903,,,Như Huỳnh,401889.0,,,,,,,1,Regular Play,Thị Thảo Thái,401879.0,Left Defensive Midfield,4,Vietnam Women's,16769,"['71af3477-aabe-4d82-8ccd-5fce94e69569', 'ab5fabfd-d66f-47b3-9aed-9d634582e015']",18,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:00:18.930,Pass,True
,,,,,,,,,,,,,,,,,,1.028087,,,,,,,,,,6e08349d-c3f0-48a4-9772-336030520e51,43,,,"[80.7, 4.4]",3893810,0,,,,0.08391463,,Right Foot,,,,"[91.4, 5.3]",,Ground Pass,,10.737783,,,Loan Hoàng Thị,401883.0,,,,,,,1,Regular Play,Như Huỳnh,401889.0,Center Forward,4,Vietnam Women's,16769,"['8237bd29-3be0-46a6-af49-61a1089b1f5b', '96f15be6-0fc3-47b3-8efb-819e2e4350a3']",21,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:00:21.040,Pass,True
,,,,,,,,,,,,,,,,,,0.55245,,,,,,,,,,1fcf7196-a5bb-4767-9320-41cdaa394cd7,49,,,"[103.1, 12.4]",3893810,1,,,,1.1719044,,Right Foot,,,,"[108.2, 24.5]",,Low Pass,,13.130879,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Bích Thùy Nguyễn Thị,401878.0,Right Wing,5,Vietnam Women's,16769,['c712cb67-a835-4200-9a02-4ec642a5aed6'],42,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:01:42.601,Pass,
,,,,,,,,,,,,,,,,,,0.225743,,,,,,,,,,c64003a3-07a7-4464-8770-4a664d6b055a,57,,,"[113.8, 21.5]",3893810,1,,,,1.3473197,,Left Foot,,,,"[114.3, 23.7]",,Low Pass,,2.2561028,,Incomplete,,,,,,,,,1,From Free Kick,Bích Thùy Nguyễn Thị,401878.0,Right Wing,5,Vietnam Women's,16769,"['37b7077f-50c7-47e2-94b3-70f1ebc0f68a', 'da22470a-dba5-446d-b7ce-6ecd5ed92d02']",47,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:01:47.434,Pass,True
,,,,,,,,,,,,,,,,,,0.967489,,,,,,,,,,3319af98-8413-44c0-9374-e43a999d8dc1,59,,,"[120.0, 0.1]",3893810,2,,,,2.5280366,,Right Foot,,,,"[112.9, 5.1]",,Ground Pass,,8.683893,,,Như Huỳnh,401889.0,,,,,,Corner,1,From Corner,Bích Thùy Nguyễn Thị,401878.0,Right Wing,6,Vietnam Women's,16769,['aa13cdf6-fec1-4cc1-aa61-f4a16605418b'],18,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:02:18.176,Pass,
,,,,,,,,,,,,,,,,,,1.329416,,,,,,,,,,e9ea2184-5758-4a43-bdac-6f28e4978b0a,62,,,"[112.8, 4.8]",3893810,2,,,,1.4350247,,Right Foot,,,,"[115.3, 23.1]",,Low Pass,,18.469976,,,Thị Vân Dương,401884.0,,,,,,,1,From Corner,Như Huỳnh,401889.0,Center Forward,6,Vietnam Women's,16769,['d2252253-e5ac-4bde-862e-df505ee2fe66'],20,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:02:20.208,Pass,
,,,,,,,,,,,,,,,,,,1.322027,,,,,,,,,,7577393b-6b09-4df6-a09c-46c19d0bb911,65,,,"[114.8, 22.2]",3893810,2,,,,1.7830213,,Left Foot,True,True,,"[110.9, 40.3]",,Low Pass,,18.5154,,,Thu Thương Lương Thị,401875.0,,,,,,,1,From Corner,Thị Vân Dương,401884.0,Right Defensive Midfield,6,Vietnam Women's,16769,['1f8eb7f1-3193-4b57-8e93-1571645585fc'],22,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:02:22.571,Pass,
,,,,,,,,,,,,,,,,,,1.224525,,,,,,,,,,1f559439-b8b0-46c6-9ac3-e4c7d95a9033,75,,,"[6.0, 36.0]",3893810,2,True,,,0.55186313,,Right Foot,,,,"[32.8, 52.5]",,Ground Pass,,31.472052,,,Carole da Silva Costa,10162.0,,,,,,Goal Kick,1,From Goal Kick,Patricia Isabel Sousa Barros Morais,10145.0,Goalkeeper,7,Portugal Women's,864,['e1525a5b-0ad7-49eb-803e-1db2f52a207a'],47,,,,,,,,,,,,,,,,,Portugal Women's,864,00:02:47.253,Pass,
,,,,,,,,,,,,,,,,,,1.908724,,,,,,,,,,933c5bee-6eb4-45b4-aa5a-dcf012e4e5c9,77,,,"[32.4, 52.5]",3893810,2,,,,-1.6601104,,Right Foot,,,,"[30.0, 25.7]",,Ground Pass,,26.907248,,,Ana Rita Silva Seiça,62910.0,,,,,,,1,From Goal Kick,Carole da Silva Costa,10162.0,Center Back,7,Portugal Women's,864,['43c7c996-6cb1-4e25-adc0-bfe68ba5da81'],50,,,,,,,,,,,,,,,,,Portugal Women's,864,00:02:50.054,Pass,
,,,,,,,,,,,,,,,,,,1.605012,,,,,,,,,,d3e108ef-7020-4d5e-a34b-8ee4171ce017,80,,,"[56.9, 22.4]",3893810,2,,,,-0.8237425,,Right Foot,,,,"[75.7, 2.1]",,Ground Pass,,27.668213,,,Joana Filipa Gaspar Silva Marchão,45144.0,,,,,,,1,From Goal Kick,Ana Rita Silva Seiça,62910.0,Left Center Back,7,Portugal Women's,864,['99e86085-78d0-4771-aea2-e74040e2d17d'],56,,,,,,,,,,,,,,,,,Portugal Women's,864,00:02:56.538,Pass,
,,,,,,,,,,,,,,,,,,2.548242,,,,,,,,,,1b3806a4-4e8c-4527-bc8b-eec6555ba51c,83,,,"[75.7, 2.1]",3893810,2,,,,0.34433398,,Left Foot,,,,"[104.7, 12.5]",,Ground Pass,,30.808441,,,Telma Raquel Velosa Encarnação,276577.0,,,,,,,1,From Goal Kick,Joana Filipa Gaspar Silva Marchão,45144.0,Left Wing Back,7,Portugal Women's,864,['d9a4253b-f6fd-4b22-bb5e-9f4a14416021'],59,,,,,,,,,,,,,,,,,Portugal Women's,864,00:02:59.370,Pass,
,,,,,,,,,,,,,,,,,,1.459355,,,,,,,,,,296c82e2-9826-4b81-a300-ff50e7585d6d,87,,,"[99.9, 3.9]",3893810,3,,,,2.567536,,Right Foot,,,,"[83.2, 14.7]",,Ground Pass,,19.887936,,,Tatiana Vanessa Ferreira Pinto,10167.0,,,,,,,1,From Goal Kick,Telma Raquel Velosa Encarnação,276577.0,Left Center Forward,7,Portugal Women's,864,['0ca75ab8-3395-4091-ad8b-45de15eb1926'],3,,,,,,,,,,,,,,,,,Portugal Women's,864,00:03:03.575,Pass,
,,,,,,,,,,,,,,,,,,4.16538,,,,,,,,,,86a25a7b-4ca6-4cf4-b1a2-673d1e591f84,90,,,"[82.5, 25.7]",3893810,3,,,,0.76074564,,Right Foot,,,,"[119.9, 61.3]",,High Pass,,51.634483,,Out,Lúcia Catarina Sousa Alves,142944.0,,,,,,,1,From Goal Kick,Tatiana Vanessa Ferreira Pinto,10167.0,Left Defensive Midfield,7,Portugal Women's,864,['ca30b4db-8dde-4ac7-b983-a88747558cfb'],6,,,,,,,,,,,,,,,,,Portugal Women's,864,00:03:06.604,Pass,
,,,,,,,,,,,,,,,,,,2.351028,,,,,,,,,,ebff15cb-931c-4fea-95af-fd3c0abf9e26,92,,,"[7.0, 36.1]",3893810,3,,,,-0.19515842,,Right Foot,,,,"[50.0, 27.6]",,High Pass,,43.832066,,,Thị Thảo Thái,401879.0,,,,,,Goal Kick,1,From Goal Kick,Kim Thanh Trần Thị,401880.0,Goalkeeper,8,Vietnam Women's,16769,['4087ecd1-401f-441b-bb99-a5d83340bfb0'],34,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:03:34.020,Pass,
,,,,,,,,,,,,,,,,,,2.306191,,,,,,,,,,9df10389-125f-4d53-8552-c5c522f6f69b,94,,,"[50.0, 29.2]",3893810,3,,,True,-1.2977877,,,,,,"[52.8, 19.2]",,High Pass,,10.384604,,Incomplete,,,,,,,,,1,From Goal Kick,Thị Thảo Thái,401879.0,Left Defensive Midfield,8,Vietnam Women's,16769,"['7fdf91c3-c56d-4a23-9aa2-d83568b94f43', 'a0b359e2-58c1-4d08-a987-1f4a6d4673c4']",36,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:03:36.424,Pass,True
,,,,,,,,,,,,,,,,,,1.389675,,,,,,,,,,a0b359e2-58c1-4d08-a987-1f4a6d4673c4,96,,,"[67.3, 60.9]",3893810,3,,,,-0.24053425,,Head,,,,"[77.9, 58.3]",,High Pass,,10.914211,,,Francisca Ramos Ribeiro Nazareth Sousa,62913.0,,,,,,Recovery,1,From Counter,Lúcia Catarina Sousa Alves,142944.0,Right Wing Back,9,Portugal Women's,864,"['9df10389-125f-4d53-8552-c5c522f6f69b', 'aa556120-3f64-45f8-ac2d-c4df38f8653e']",38,,,,,,,,,,,,,,,,,Portugal Women's,864,00:03:38.730,Pass,
,,,,,,,,,,,,,,,,,,1.333691,,,,,,,,,,5ed3a2b6-8999-4720-9dfc-83401304d1ac,99,,,"[77.9, 58.3]",3893810,3,,,True,0.049958397,,,,,,"[83.9, 58.6]",,High Pass,,6.0074954,,,Jéssica da Silva,32054.0,,,,,,,1,From Counter,Francisca Ramos Ribeiro Nazareth Sousa,62913.0,Center Attacking Midfield,9,Portugal Women's,864,"['2a3ebe2c-35c7-4f5e-b57e-fc7f1a0898e6', 'c587584a-eecd-4ba2-8194-7871cb1567cf']",40,,,,,,,,,,,,,,,,,Portugal Women's,864,00:03:40.120,Pass,True
,,,,,,,,,,,,,,,,,,1.279741,,,,,,,,,,962a0d84-ce91-415b-a04d-c459ac53bbd8,103,,,"[83.9, 58.6]",3893810,3,,,,-0.9272952,,Right Foot,,,,"[86.9, 54.6]",,Ground Pass,,5.0,,,Andreia de Jesus Jacinto,327442.0,,,,,,,1,From Counter,Jéssica da Silva,32054.0,Right Center Forward,9,Portugal Women's,864,['d7e44713-b790-46b1-8b5c-136ebeae1991'],41,,,,,,,,,,,,,,,,,Portugal Women's,864,00:03:41.469,Pass,
,,,,,,,,,,,,,,,,,,0.84154,,,,,,,,,,54b80e99-13f8-4405-85c5-f15282a57b30,107,,,"[92.9, 51.3]",3893810,3,,,,0.4636476,7226f9f7-ab09-4dd7-bf3a-eab5b3135eb9,Right Foot,,,,"[100.7, 55.2]",,Ground Pass,,8.720665,,,Jéssica da Silva,32054.0,True,,,,,,1,From Counter,Andreia de Jesus Jacinto,327442.0,Right Defensive Midfield,9,Portugal Women's,864,"['10ae1fc1-027a-4cc9-840a-61d1e3266287', '59f56e84-f4b8-422f-ad97-2a8ac784c659']",43,,,,,,,,,,,,,,,,,Portugal Women's,864,00:03:43.535,Pass,True
,,,,,,,,,,,,,,,,,,3.961174,,,,,,,,,,4a49196c-cb73-44fa-b3aa-daf043c0383c,113,,,"[7.0, 36.1]",3893810,4,True,,,0.6177557,,Right Foot,,,,"[41.2, 60.4]",,High Pass,,41.953903,,,Bích Thùy Nguyễn Thị,401878.0,,,,,,Goal Kick,1,From Goal Kick,Kim Thanh Trần Thị,401880.0,Goalkeeper,10,Vietnam Women's,16769,['c86c9827-711b-4f56-abd8-fcba499f4233'],10,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:04:10.359,Pass,
,,,,,,,,,,,,,,,,,,0.936948,,,,,,,,,,7ceec975-94a7-4f72-9131-02c14bffabd5,116,,,"[43.1, 59.4]",3893810,4,,,,-1.9154437,,Right Foot,,,,"[38.9, 47.7]",,Ground Pass,,12.431009,,,Thị Thảo Thái,401879.0,,,,,,,1,From Goal Kick,Bích Thùy Nguyễn Thị,401878.0,Right Wing,10,Vietnam Women's,16769,"['1e4435e6-bebf-4c71-a2ab-3ac0bcb93754', '5ce56113-6ace-4f63-a4f1-cd5d94d04322']",15,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:04:15.112,Pass,True
,,,,,,,,,,,,,,,,,,1.898958,,,,,,,,,,fbfcadce-33fc-4e0e-93aa-638dbd5273bb,121,,,"[45.3, 38.6]",3893810,4,,,,-1.6681883,,Right Foot,,,,"[43.6, 21.2]",,Ground Pass,,17.48285,,,Loan Hoàng Thị,401883.0,,,,,,,1,From Goal Kick,Thị Thảo Thái,401879.0,Left Defensive Midfield,10,Vietnam Women's,16769,"['1f49bb0a-c662-4bda-ad01-36034f3b506c', '470aaf94-21f1-4610-9260-cba61f59ce19', '4af14d37-ce28-43f4-bb36-e9b12de8fbbe']",17,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:04:17.279,Pass,True
,,,,,,,,,,,,,,,,,,0.904545,,,,,,,,,,992846f4-02de-48cb-9ac6-25a8272f2d63,125,,,"[61.7, 9.7]",3893810,4,,,,2.8562632,,Right Foot,,,,"[46.7, 14.1]",,Ground Pass,,15.632018,,,Thu Trần Thị,401874.0,,,,,,,1,From Goal Kick,Loan Hoàng Thị,401883.0,Left Wing Back,10,Vietnam Women's,16769,['81d35e47-1e20-437f-9755-b573925e6785'],24,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:04:24.036,Pass,
,,,,,,,,,,,,,,,,,,0.830462,,,,,,,,,,abf18d25-8c2e-41e6-968d-e61802de4243,128,,,"[50.0, 9.7]",3893810,4,,,,-0.860258,,Left Foot,,,,"[53.7, 5.4]",,Ground Pass,,5.672742,,Incomplete,,,,,,,,,1,From Goal Kick,Thu Trần Thị,401874.0,Left Center Back,10,Vietnam Women's,16769,['687082bd-f7cb-45b4-9ae8-102c5efa9999'],26,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:04:26.126,Pass,
,,,,,,,,,,,,,,,,,,2.792305,,,,,,,,,,75dacd58-6650-4128-b833-186dd64fe3c2,132,,,"[51.8, 3.6]",3893810,4,,,,0.6059685,,Left Foot,,,,"[88.6, 29.1]",,Ground Pass,,44.77153,,Incomplete,Bích Thùy Nguyễn Thị,401878.0,,,,,,,1,From Goal Kick,Loan Hoàng Thị,401883.0,Left Wing Back,10,Vietnam Women's,16769,"['50e3432e-54ec-4f1d-8dc1-ec62669be942', '62522335-650a-462a-9d04-8cdd08757e74']",29,,,,,,,,,,,,,,,,,Vietnam Women's,16769,00:04:29.352,Pass,
,,,,,,,,,,,,,,,,,,1.659848,,,,,,,,,,62522335-650a-462a-9d04-8cdd08757e74,134,,,"[31.5, 51.0]",3893810,4,,,,-2.6911023,,Right Foot,,,,"[16.2, 43.6]",,Ground Pass,,16.995588,,,Patricia Isabel Sousa Barros Morais,10145.0,,,,,,Recovery,1,Regular Play,Ana Rita Silva Seiça,62910.0,Left Center Back,11,Portugal Women's,864,"['4a33dabb-af50-4196-ac91-ac72dd7a55aa', '75dacd58-6650-4128-b833-186dd64fe3c2']",32,,,,,,,,,,,,,,,,,Portugal Women's,864,00:04:32.144,Pass,
