50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,4.129356,,,,,,,,,,,,,,,0149e743-bbe0-4bf8-b355-7fb9829b3966,3083,,,"[22.7, 33.5]",3893830,94,,,,,0.123876065,,Right Foot,,,"[74.1, 39.9]",,High Pass,,51.79691,Incomplete,Hanna Ulrika Bennison,34499.0,,,,,,2,Regular Play,Jennifer Miley Falk,62667.0,Goalkeeper,202,Sweden Women's,858,"['14ec7412-b512-4fa1-bca4-120751979014', '22dc83ce-154e-45c1-b4f6-e05f42e1e01c', 'd7b41bd1-546f-4373-bc1b-c8276914c6db']",14,,,,,,,,,,,,,,,Sweden Women's,858,00:49:14.534,Pass,True
,,,,,,,,,,,,,,,,,,3.032251,,,,,,,,,,,,,,,d7b41bd1-546f-4373-bc1b-c8276914c6db,3086,,,"[46.0, 40.2]",3893830,94,,,,True,-0.45368117,,,,,"[82.3, 22.5]",,High Pass,,40.385395,Unknown,,,,,,,Recovery,2,Regular Play,Aldana Cometti,25634.0,Left Center Back,202,Sweden Women's,858,"['0149e743-bbe0-4bf8-b355-7fb9829b3966', 'fa99c3f4-4a27-43b0-bb60-85bc35df1d91']",18,,,,,,,,,,,,,,,Argentina Women's,1204,00:49:18.664,Pass,True
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,bea0cf96-a0b2-4779-9709-22d8f67c5660,3094,,,"[68.0, 26.3]",3893830,95,,,,,-1.6120101,,Right Foot,,,"[67.2, 6.9]",,Ground Pass,,19.416489,,Eliana Noemí Stábile,25633.0,,,,,,2,Other,Sophie Wais Braun,370851.0,Right Defensive Midfield,204,Argentina Women's,1204,['de454c07-a9cd-4393-a84b-faf113b1bfa6'],30,,,,,,,,,,,,,,,Argentina Women's,1204,00:50:30.471,Pass,
,,,,,,,,,,,,,,,,,,3.994676,,,,,,,,,,,,,,,852e3b64-57d9-4b7b-a7b2-73755288ad0b,3097,,,"[71.4, 5.6]",3893830,95,,,,,0.7579209,,Left Foot,,,"[120.0, 51.6]",,High Pass,,66.917564,Out,Yamila Tamara Rodríguez,387290.0,,True,,,,2,Other,Eliana Noemí Stábile,25633.0,Left Back,204,Argentina Women's,1204,['f24ca701-34f7-4ea0-a473-8a02ee9a1fa9'],33,,,,,,,,,,,,,,,Argentina Women's,1204,00:50:33.271,Pass,
,,,,,,,,,,,,,,,,,,3.927777,,,,,,,,,,,,,,,371be75f-5792-4b96-bfcc-b5c2601e94ca,3100,,,"[6.0, 36.0]",3893830,96,,,,,-0.6701476,,Right Foot,,,"[51.3, 0.1]",,High Pass,,57.800518,Out,Johanna Rytting-Kaneryd,62710.0,,,,,Goal Kick,2,From Goal Kick,Jennifer Miley Falk,62667.0,Goalkeeper,205,Sweden Women's,858,,6,,,,,,,,,,,,,,,Sweden Women's,858,00:51:06.885,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44f1c4cf-4f49-4930-92c6-2fab158f3201,6,,,"[42.6, 43.9]",3893830,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Amanda Ilestedt,26092.0,Right Center Back,2,Sweden Women's,858,['b0b466d5-111e-49e8-8f5b-7ae3a3b48055'],1,,,,,,,,,,,,,,,Sweden Women's,858,00:00:01.783,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7b6f235-8694-4742-859f-078dd8975ee0,9,,,"[86.9, 26.2]",3893830,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Olivia Alma Charlotta Schough,10205.0,Left Wing,2,Sweden Women's,858,['8f0e9bda-406a-40ad-9896-cdd930796a92'],5,,,,,,,,,,,,,,,Sweden Women's,858,00:00:05.766,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120c1415-171e-421e-a140-ba11be80ceac,11,,,"[21.4, 48.0]",3893830,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adriana María Sachs,25768.0,Right Center Back,3,Argentina Women's,1204,['313308a5-4eea-479e-aad1-27ca4f181044'],7,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:07.176,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f005cafb-d2e2-4239-ba09-00c3806d7c1f,13,,,"[31.5, 49.6]",3893830,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sophie Wais Braun,370851.0,Center Defensive Midfield,3,Argentina Women's,1204,['411450ef-681b-46ce-98b5-8801bf6e27eb'],8,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:08.048,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdfb1b4d-571f-4ba8-9273-435fcb8e08dc,16,,,"[40.5, 58.0]",3893830,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Camila Gómez Ares,402466.0,Right Center Midfield,3,Argentina Women's,1204,['7ac60fd9-0ea7-4351-ba12-e7ba2550580b'],9,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:09.417,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb7ffd66-df55-4c5b-91fe-6522f0b3e421,18,,,"[80.0, 28.3]",3893830,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hanna Ulrika Bennison,34499.0,Right Defensive Midfield,4,Sweden Women's,858,['97963666-b901-488d-9544-e73c0f1ee665'],9,,,,,,,,,,,,,,,Sweden Women's,858,00:00:09.739,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9762856-ba0b-4166-9be4-44128050dca6,22,,,"[63.0, 47.4]",3893830,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stina Olivia Lennartsson,224842.0,Right Back,4,Sweden Women's,858,['6b92c9fa-3577-4478-bff2-95d62bdd7733'],12,,,,,,,,,,,,,,,Sweden Women's,858,00:00:12.970,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653fb76f-28cb-4a28-b799-68f4c6302f10,24,,,"[52.9, 41.4]",3893830,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Amanda Ilestedt,26092.0,Right Center Back,4,Sweden Women's,858,['cc191572-c542-424b-8d32-49b4d365d775'],14,,,,,,,,,,,,,,,Sweden Women's,858,00:00:14.752,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd3e2da4-9ac2-42d7-8951-15601f017b71,27,,,"[75.0, 6.8]",3893830,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anna Sandberg,225182.0,Left Back,4,Sweden Women's,858,['6f2edef1-72dc-4b93-9f31-80b8f2c6d5ff'],18,,,,,,,,,,,,,,,Sweden Women's,858,00:00:18.199,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7f74a12-72d0-4181-ae88-c74e2e14a6e1,30,,,"[61.6, 10.8]",3893830,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,4,Sweden Women's,858,['d8efde42-102a-4134-ae33-b30b28641b83'],20,,,,,,,,,,,,,,,Sweden Women's,858,00:00:20.076,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f548b527-8b16-4a24-9955-c1f5912c38ef,33,,,"[104.7, 8.4]",3893830,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rebecka Blomqvist,32405.0,Center Forward,4,Sweden Women's,858,"['7ac315b5-7190-424f-b834-c0dc0e298080', 'cae52447-03b6-40e5-8f12-211edef8e4c8']",23,,,,,,,,,,,,,,,Sweden Women's,858,00:00:23.783,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754ff2b2-00f7-4f2c-aaf6-c55a8b427828,39,,,"[109.8, 15.1]",3893830,0,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rebecka Blomqvist,32405.0,Center Forward,5,Sweden Women's,858,['4c198146-3abf-4e54-9d7f-ef49d4f85d55'],37,,,,,,,,,,,,,,,Sweden Women's,858,00:00:37.040,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbe4b96-fd3a-455c-b98a-232bc42d4c6e,42,,,"[106.6, 5.2]",3893830,0,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Anna Sandberg,225182.0,Left Back,5,Sweden Women's,858,['b476aaee-884a-4b6c-9dbe-048daeb4e183'],37,,,,,,,,,,,,,,,Sweden Women's,858,00:00:37.757,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60775059-a84f-43d7-bf4e-dec8541db879,54,,,"[110.5, 14.0]",3893830,0,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Madelen Fatimma Maria Janogy,25696.0,Center Attacking Midfield,6,Sweden Women's,858,"['3ae0a1c9-d634-4f45-8cde-700e1264e386', '4944ddbc-50d4-4bd5-88e5-3accfc2b12ca']",53,,,,,,,,,,,,,,,Sweden Women's,858,00:00:53.345,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9908012-8a74-4003-9985-c43295ae2cf0,60,,,"[114.4, 36.3]",3893830,1,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rebecka Blomqvist,32405.0,Center Forward,6,Sweden Women's,858,['62a5a3b2-21f2-453b-b860-a31a30ec414a'],0,,,,,,,,,,,,,,,Sweden Women's,858,00:01:00.230,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89a75739-13a5-453c-9581-611c2b6df8f7,64,,,"[13.1, 21.4]",3893830,1,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Aldana Cometti,25634.0,Left Center Back,7,Argentina Women's,1204,['5b96ad78-4f7d-4675-be0e-9834f0292b36'],9,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:09.222,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28dc6281-d7aa-4e49-8411-9f8ee972b64e,67,,,"[26.5, 1.3]",3893830,1,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Eliana Noemí Stábile,25633.0,Left Back,7,Argentina Women's,1204,['750abceb-f944-4975-91ff-c3a7b2a8bf12'],12,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:12.876,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f722d2b-11b3-4bb8-ba70-f182a6af4ad2,71,,,"[35.4, 14.7]",3893830,1,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Sophie Wais Braun,370851.0,Center Defensive Midfield,7,Argentina Women's,1204,['06e383a5-7c92-44f2-86b1-222e3e197fe3'],16,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:16.378,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff7a51e2-a434-42ee-85d2-41531e9373de,74,,,"[26.5, 15.7]",3893830,1,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Aldana Cometti,25634.0,Left Center Back,7,Argentina Women's,1204,['cc7b984f-757d-4055-91c6-f8c907ade99f'],18,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:18.569,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4fac6c73-5caf-4d8e-83c1-85c024eb5d92,77,,,"[38.3, 14.9]",3893830,1,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Sophie Wais Braun,370851.0,Center Defensive Midfield,7,Argentina Women's,1204,['e46b0dbe-ffe1-4cfc-b8e1-7fb909ec5bab'],20,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:20.784,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916328a8-14f2-4b3f-a422-2e8612a8d4a3,80,,,"[26.5, 15.3]",3893830,1,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Aldana Cometti,25634.0,Left Center Back,7,Argentina Women's,1204,['4dc25940-1411-4208-ab5c-f29e90200211'],22,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:22.850,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58ac3299-7814-40dd-9556-59287c1f41e0,83,,,"[32.2, 10.9]",3893830,1,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Sophie Wais Braun,370851.0,Center Defensive Midfield,7,Argentina Women's,1204,['cb06b006-bfd8-407b-8186-219716d5b56d'],25,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:25.459,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17a53142-5369-49a1-88e3-b7c4fcb23e10,89,,,"[72.9, 55.3]",3893830,1,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Romina Stefania Núñez,402467.0,Right Midfield,8,Argentina Women's,1204,['312fb4f2-16a0-43ed-bbe5-4326e0e3327e'],41,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:41.830,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b563462-9222-48c3-9ab7-3c84f08c3811,92,,,"[83.4, 46.4]",3893830,1,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mariana Valeria Larroquette,25602.0,Center Forward,8,Argentina Women's,1204,['ed9966de-2514-4585-ab90-7fc699cbbd41'],43,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:43.224,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601a7532-be25-4be0-958c-692c92325184,97,,,"[58.6, 9.5]",3893830,2,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Anna Sandberg,225182.0,Left Back,9,Sweden Women's,858,['06a18e4c-99dc-439f-a37f-63889fbe40a6'],28,,,,,,,,,,,,,,,Sweden Women's,858,00:02:28.027,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97e26d75-f15e-45f2-a83d-03672dc0aeb2,100,,,"[70.9, 71.4]",3893830,2,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Romina Stefania Núñez,402467.0,Right Midfield,9,Sweden Women's,858,['4b371df7-f55a-4bb5-aced-3c21e990ba51'],28,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:28.943,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427715d8-639b-4328-8f82-0f45d9e630a2,102,,,"[74.0, 9.0]",3893830,2,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Olivia Alma Charlotta Schough,10205.0,Left Wing,10,Sweden Women's,858,['d0445cb3-3081-430f-9315-1b7f0c8559a3'],42,,,,,,,,,,,,,,,Sweden Women's,858,00:02:42.531,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbce75ff-92e5-4afa-809a-c5f76fc40352,105,,,"[49.8, 76.2]",3893830,2,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Romina Stefania Núñez,402467.0,Right Midfield,10,Sweden Women's,858,['f2220f3e-bcff-4abc-b87f-1f4edb9aadc6'],43,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:43.837,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f27db9c3-7ed4-4a16-9194-751feb037c12,109,,,"[92.0, 60.6]",3893830,3,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mariana Valeria Larroquette,25602.0,Center Forward,11,Argentina Women's,1204,['53cadc23-dca1-4ca1-81b5-511fc795090b'],6,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:06.714,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a6256aa-0fa0-4feb-b86b-cbf0bff377a2,113,,,"[103.7, 55.1]",3893830,3,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Estefanía Romina Banini Ruiz,4944.0,Left Center Midfield,11,Argentina Women's,1204,['692e0070-f4a5-4c68-aa42-d26ca8bb460c'],8,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:08.234,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322e80d2-6228-46de-b787-9c8609ac172e,117,,,"[109.2, 69.6]",3893830,3,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Romina Stefania Núñez,402467.0,Right Midfield,12,Argentina Women's,1204,"['4fb2de5f-66f7-4976-8d95-18d389a94c41', '9b69aba7-e63c-4aa2-a18a-c4de74148e51']",25,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:25.662,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5937870a-ec78-401a-8526-f31a8e3ffb17,120,,,"[103.7, 76.2]",3893830,3,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Julieta Micaela Cruz Navarrete,402465.0,Right Back,12,Argentina Women's,1204,['64d9b7cd-0db3-4356-b43a-e9a2a3f0b709'],26,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:26.683,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62ff5728-6afa-426e-a4b4-28223078c2f5,124,,,"[105.0, 66.9]",3893830,3,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Camila Gómez Ares,402466.0,Right Center Midfield,12,Argentina Women's,1204,['82542b46-0c10-485c-8a98-93112a9503f2'],28,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:28.816,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3be448dc-2e6a-4750-bdad-aadbf12fe225,128,,,"[14.4, 15.6]",3893830,3,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sara Caroline Seger,10224.0,Left Defensive Midfield,13,Sweden Women's,858,['b36979d5-f433-4cba-986a-e12fe0ab335f'],30,,,,,,,,,,,,,,,Sweden Women's,858,00:03:30.136,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b0c05aa-a144-4399-9e6e-cd4cdcb78821,133,,,"[26.4, 4.7]",3893830,3,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anna Sandberg,225182.0,Left Back,13,Sweden Women's,858,"['85681d07-6aa1-4af7-bb73-9696998f9ee1', 'c90661af-edc4-4658-87d3-e75268757a8a']",33,,,,,,,,,,,,,,,Sweden Women's,858,00:03:33.281,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a34f60ae-01ed-4f81-8448-ee748f6d1549,135,,,"[33.1, 5.7]",3893830,3,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Madelen Fatimma Maria Janogy,25696.0,Center Attacking Midfield,13,Sweden Women's,858,['d2fee405-e4bb-4c9e-aa76-b8e7b75fb2a4'],33,,,,,,,,,,,,,,,Sweden Women's,858,00:03:33.886,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a8b6869-7bf5-4070-b2e6-21ae04a97a09,138,,,"[26.1, 51.2]",3893830,3,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Amanda Ilestedt,26092.0,Right Center Back,14,Sweden Women's,858,['4910a5d7-4a4a-4da3-bcfd-a7de1d399841'],56,,,,,,,,,,,,,,,Sweden Women's,858,00:03:56.781,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a77aaa01-f82a-43e4-8cb3-2bd32de5e520,140,,,"[38.3, 24.3]",3893830,4,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,14,Sweden Women's,858,['0d6d0a10-228c-460d-9876-9de3b2096414'],2,,,,,,,,,,,,,,,Sweden Women's,858,00:04:02.210,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3be1cf4a-a1a4-4523-9e22-2ae0752f32f7,143,,,"[69.9, 5.4]",3893830,4,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Anna Sandberg,225182.0,Left Back,14,Sweden Women's,858,['0b480d43-19de-4e2d-a312-5006fcf4eca8'],5,,,,,,,,,,,,,,,Sweden Women's,858,00:04:05.543,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3243743-48b6-4f8d-a6e9-f94b19ddfd10,146,,,"[67.8, 22.2]",3893830,4,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sara Caroline Seger,10224.0,Left Defensive Midfield,14,Sweden Women's,858,['880e45ae-2eb9-4f27-bcc1-2e56e56600d6'],8,,,,,,,,,,,,,,,Sweden Women's,858,00:04:08.362,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d13b8a0-cc0d-4ed3-8969-8934861bf3f6,149,,,"[47.2, 16.7]",3893830,4,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,14,Sweden Women's,858,['d272357b-16be-4e6e-a30d-6f6a3ebc7157'],10,,,,,,,,,,,,,,,Sweden Women's,858,00:04:10.950,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d39163a4-1dd6-424a-8181-c4497b9b8f78,152,,,"[57.0, 47.6]",3893830,4,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Hanna Ulrika Bennison,34499.0,Right Defensive Midfield,14,Sweden Women's,858,['a2682b0b-0928-4681-b37c-4a81a9956aaf'],15,,,,,,,,,,,,,,,Sweden Women's,858,00:04:15.134,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b194755-35cc-4fd1-9064-99e0e6e66349,155,,,"[53.0, 29.7]",3893830,4,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,14,Sweden Women's,858,['980c4efc-09c6-40a9-96e1-3666db576f5a'],24,,,,,,,,,,,,,,,Sweden Women's,858,00:04:24.503,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e34c696-b669-4ced-b642-9e6bc0233cec,158,,,"[87.4, 74.0]",3893830,4,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Stina Olivia Lennartsson,224842.0,Right Back,14,Sweden Women's,858,['ca297d32-f105-475b-a004-b50e3afe7fc0'],28,,,,,,,,,,,,,,,Sweden Women's,858,00:04:28.633,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d90a1cc-9107-4443-9b9c-2d49023641fd,163,,,"[104.7, 74.0]",3893830,4,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Madelen Fatimma Maria Janogy,25696.0,Center Attacking Midfield,14,Sweden Women's,858,['e694b08b-5744-43c3-b26e-5d6643407e6b'],32,,,,,,,,,,,,,,,Sweden Women's,858,00:04:32.341,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215e9726-e276-49a6-a5bf-fc3960f66f92,167,,,"[5.3, 24.9]",3893830,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Aldana Cometti,25634.0,Left Center Back,15,Argentina Women's,1204,['0dc24f12-41ab-46a5-8f1f-a3ae50d10b89'],54,,,,,,,,,,,,,,,Argentina Women's,1204,00:04:54.526,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d72bbbf-d1d8-4533-9029-4c3493d9ddff,170,,,"[67.4, 2.6]",3893830,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,María Florencia Bonsegundo,25640.0,Left Midfield,15,Argentina Women's,1204,['b9161b90-86fb-4961-aea4-7aa9bff88a0c'],59,,,,,,,,,,,,,,,Argentina Women's,1204,00:04:59.411,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9507b15-c41a-474a-a3ad-58e1b29203e8,174,,,"[68.1, 2.3]",3893830,5,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,María Florencia Bonsegundo,25640.0,Left Midfield,15,Argentina Women's,1204,['20f53592-a8d6-47b5-b9c5-c47e293c5845'],1,,,,,,,,,,,,,,,Argentina Women's,1204,00:05:01.800,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324a532d-ef12-4e3d-a5de-2cfc81fc90ad,180,,,"[71.7, 2.1]",3893830,5,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Estefanía Romina Banini Ruiz,4944.0,Left Center Midfield,16,Argentina Women's,1204,['f6a7f245-9ec1-4c01-81ea-e9036049113b'],39,,,,,,,,,,,,,,,Argentina Women's,1204,00:05:39.903,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb86abf6-9888-4406-840f-b6b01dcc1451,183,,,"[87.0, 3.1]",3893830,5,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,María Florencia Bonsegundo,25640.0,Left Midfield,16,Argentina Women's,1204,['6fe4a32a-74ab-4289-8b76-a10f095c5abe'],41,,,,,,,,,,,,,,,Argentina Women's,1204,00:05:41.659,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88d4f9ff-d223-466c-bf06-cbf563e46f2e,185,,,"[45.2, 72.7]",3893830,5,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Madelen Fatimma Maria Janogy,25696.0,Center Attacking Midfield,17,Sweden Women's,858,['498f52b0-7cb8-481e-8d17-85cb3893ad87'],55,,,,,,,,,,,,,,,Sweden Women's,858,00:05:55.173,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dda4652b-6170-4740-9265-8a7088283360,189,,,"[77.5, 5.3]",3893830,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,María Florencia Bonsegundo,25640.0,Left Midfield,18,Argentina Women's,1204,['4351bc08-18d2-4579-980a-b515a66e661f'],55,,,,,,,,,,,,,,,Argentina Women's,1204,00:05:55.930,Ball Receipt*,
