50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,04d6c74d-8d6e-47ac-b853-26050ca1dc25,1,,,,3893825,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Haiti Women's,2355,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 402008, 'name': 'Kerly Théus'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 53406, 'name': 'Chelsea Ariane Surpris'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 402002, 'name': 'Betina Petit-Frère'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 402001, 'name': 'Dougenie Tabita Kerbie Joseph'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 46847, 'name': 'Kethna Louis'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 402012, 'name': 'Sherly Jeudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 9}, {'player': {'id': 402006, 'name': 'Dayana Pierre-Louis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 402013, 'name': 'Roseline Éloissaint'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 142735, 'name': 'Melchie Daëlle Dumornay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 46830, 'name': 'Batcheba Louis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 30970, 'name': 'Nérilia Mondesir'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Haiti Women's,2355,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a578c693-933d-4080-8c3f-b7515f0c90ae,2,,,,3893825,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Haiti Women's,2355,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 276442, 'name': 'Lene Christensen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 87195, 'name': 'Janni Thomsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10111, 'name': 'Simone Boye-Sørensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 276443, 'name': 'Kathrine Møller Kühl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 32230, 'name': 'Karen Holmgaard'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 87191, 'name': 'Rikke Marie Madsen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 224831, 'name': 'Amalie Jørgensen Vangsgaard'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Denmark Women's,853,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8f78cda0-b0e1-4cba-a9ec-57ec0f5a17ab,3,,,,3893825,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Haiti Women's,2355,['bf653f3a-6f95-4040-8a18-dd3cae19f6d4'],0,,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bf653f3a-6f95-4040-8a18-dd3cae19f6d4,4,,,,3893825,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Haiti Women's,2355,['8f78cda0-b0e1-4cba-a9ec-57ec0f5a17ab'],0,,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f5592b3f-fb72-4faf-96ac-19463e458433,1749,,,,3893825,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,102,Denmark Women's,853,['9eaf2e59-fab8-4aca-bade-76cb4ad32dc4'],0,,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9eaf2e59-fab8-4aca-bade-76cb4ad32dc4,1750,,,,3893825,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,102,Denmark Women's,853,['f5592b3f-fb72-4faf-96ac-19463e458433'],0,,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.101533,,,,,,,,,,,,,,b22e6367-d64e-4cbc-b713-4f92ab9a125f,5,,,"[61.0, 40.1]",3893825,0,,,,,3.129398,,Right Foot,,,,"[44.6, 40.3]",,Ground Pass,,16.40122,,,Karen Holmgaard,32230.0,,,,,,Kick Off,1,From Kick Off,Rikke Marie Madsen,87191.0,Left Wing,2,Denmark Women's,853,['64c3a474-ce6d-4f8e-b9bf-70d612ce70fd'],0,,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:00.926,Pass,
,,,,,,,,,,,,,,,,,,2.755382,,,,,,,,,,,,,,0258d7fd-5272-4d96-a173-6f4f04e5d2df,8,,,"[46.4, 45.8]",3893825,0,,,,,0.50010306,,Right Foot,,,,"[92.7, 71.1]",,High Pass,,52.76154,Incomplete,,Nicoline Sørensen,10274.0,,,,,,,1,From Kick Off,Karen Holmgaard,32230.0,Left Defensive Midfield,2,Denmark Women's,853,"['164214af-f31d-4fc6-9615-4705bc817c6f', '48a323bd-60ea-4e92-bb3e-df2f8c24f204']",3,,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:03.419,Pass,
,,,,,,,,,,,,,,,,,,1.831631,,,,,,,,,,,,,,164214af-f31d-4fc6-9615-4705bc817c6f,10,,,"[27.4, 9.0]",3893825,0,,,,,-0.24762067,,Head,,,,"[45.2, 4.5]",,High Pass,,18.36001,Incomplete,,Batcheba Louis,46830.0,,,,,,Recovery,1,From Kick Off,Kethna Louis,46847.0,Left Back,2,Denmark Women's,853,"['0258d7fd-5272-4d96-a173-6f4f04e5d2df', '5d8c83c0-549d-4e7a-9f0a-15efa04334ee', 'a6ab3fba-e6cc-48ad-ab07-9d599b69ebca']",6,,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:00:06.174,Pass,
,,,,,,,,,,,,,,,,,,1.383746,,,,,,,,,,,,,,5d8c83c0-549d-4e7a-9f0a-15efa04334ee,12,,,"[74.9, 75.6]",3893825,0,,,,,0.01738955,,Right Foot,,,,"[86.4, 75.8]",,Low Pass,,11.501739,Incomplete,,Nicoline Sørensen,10274.0,,,,,,Recovery,1,From Kick Off,Janni Thomsen,87195.0,Right Back,2,Denmark Women's,853,"['164214af-f31d-4fc6-9615-4705bc817c6f', 'bf220884-a301-4d8d-aa63-6a61dc4647cd', 'f3083489-1b27-4d7e-8d58-c18666071aed']",8,,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:08.006,Pass,
