50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ce021cda-15db-405f-8bd9-cf033cdc787c,1,,,,3893803,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,New Zealand Women's,1215,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 214481, 'name': 'Victoria Esson'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 401642, 'name': 'Malia Grace Steinmetz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 2}, {'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 66217, 'name': 'Indiah-Paige Janita Riley'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 392266, 'name': 'Jacqueline Anne Hand'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 25658, 'name': 'Hannah Wilkinson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",New Zealand Women's,1215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2403435e-b49a-45f2-a825-1264d5f608ad,2,,,,3893803,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,New Zealand Women's,1215,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 401735, 'name': 'Olivia Alexandra Davies Isip McDaniel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 401741, 'name': 'Alicia Balicoco Barker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 401737, 'name': 'Hali Moriah Candido Long'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 401731, 'name': 'Angela Beard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 324160, 'name': 'Sofia Nicole Dador Harrison'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 401732, 'name': 'Jaclyn Katrina Demis Sawicki'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 389446, 'name': 'Jessika Rebecca Macayan Cowart'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 401745, 'name': 'Quinley Mirielle Campomanes Quezada-Keča'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 401748, 'name': 'Sara Kristine Bantan Eggesvik'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 401733, 'name': 'Sarina Isabel Calpo Bolden'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 225115, 'name': 'Katrina Jacqueline Rivera Guillou'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Philippines Women's,1106,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ec1bf12b-d8f3-4bdd-80ca-82f7c466b48d,3,,,,3893803,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,New Zealand Women's,1215,['aedb48e9-6630-434c-80c3-3beaa12cb4fb'],0,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,aedb48e9-6630-434c-80c3-3beaa12cb4fb,4,,,,3893803,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,New Zealand Women's,1215,['ec1bf12b-d8f3-4bdd-80ca-82f7c466b48d'],0,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,658bf923-86f2-4d6b-9f22-d84501689987,1690,,,,3893803,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,98,Philippines Women's,1106,['138d56c7-ad05-4ff2-9992-34b82b8dc5f2'],0,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,138d56c7-ad05-4ff2-9992-34b82b8dc5f2,1691,,,,3893803,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,98,Philippines Women's,1106,['658bf923-86f2-4d6b-9f22-d84501689987'],0,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.185966,,,,,,,,,,,,,28194f1b-e018-44b0-a034-f25a7feb478b,5,,,"[61.0, 40.1]",3893803,0,,,,2.8049178,,Right Foot,,,,"[47.0, 45.0]",,Ground Pass,,14.832734,,Jaclyn Katrina Demis Sawicki,401732.0,,,,,,Kick Off,1,From Kick Off,Sarina Isabel Calpo Bolden,401733.0,Right Center Forward,2,Philippines Women's,1106,['e9fc58af-bc58-4f95-a5c9-664e4262df74'],0,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:00:00.842,Pass,
,,,,,,,,,,,,,,1.484608,,,,,,,,,,,,,f3391279-998b-48b7-a162-908b885f12cf,8,,,"[51.1, 51.6]",3893803,0,,,,1.2213451,,Right Foot,,,,"[59.7, 75.2]",,Ground Pass,,25.11812,,Alicia Balicoco Barker,401741.0,,,,,,,1,From Kick Off,Jaclyn Katrina Demis Sawicki,401732.0,Right Defensive Midfield,2,Philippines Women's,1106,['73e0719b-8885-46e9-ae8d-b1af369350d0'],4,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:00:04.211,Pass,
,,,,,,,,,,,,,,1.255573,,,,,,,,,,,,,79e4f63e-7cd2-435c-9b92-eed0189bd0e4,11,,,"[63.5, 77.0]",3893803,0,,,,-0.05416384,,Right Foot,,,,"[80.1, 76.1]",,Ground Pass,,16.62438,,Quinley Mirielle Campomanes Quezada-Keča,401745.0,,,,,,,1,From Kick Off,Alicia Balicoco Barker,401741.0,Right Back,2,Philippines Women's,1106,['fa8fe939-c9b9-406d-9fe7-d95c2b275fd1'],7,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:00:07.058,Pass,
,,,,,,,,,,,,,,1.165616,,,,,,,,,,,,,2f21f8df-febc-4049-8e1f-61f0c19e1022,15,,,"[81.0, 75.7]",3893803,0,,,,3.0951145,,Right Foot,,,,"[76.7, 75.9]",,Ground Pass,,4.304649,Incomplete,Alicia Balicoco Barker,401741.0,,,,,,,1,From Kick Off,Quinley Mirielle Campomanes Quezada-Keča,401745.0,Right Midfield,2,Philippines Women's,1106,"['78952aa5-6cab-484f-817c-89c114b82ed8', '93bd28b0-8d45-4c7c-b3f1-1cecadc4fa8f', '9f6b55e8-94a0-4230-a1fb-abe8569265bb']",8,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:00:08.393,Pass,True
