50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8b9a8a25-9c40-4dfd-bd2d-f4e1249a34bd,1,,,3904629,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Australia Women's,1205,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,01616711-c83c-4cf9-8dbc-3e3d27d0bcdd,2,,,3904629,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 9}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 47521, 'name': 'Alessia Russo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",England Women's,865,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1b493e33-7308-4c64-bd37-cc9340a7bce2,3,,,3904629,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,['24712415-7c9d-4458-859a-76689017ef5c'],0,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,24712415-7c9d-4458-859a-76689017ef5c,4,,,3904629,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,['1b493e33-7308-4c64-bd37-cc9340a7bce2'],0,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0d90ea73-4879-4250-878b-ccfa6a97f0dd,1655,,,3904629,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,78,Australia Women's,1205,['2a041ac5-0abf-4b7c-aa34-4778e1b67ce3'],0,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2a041ac5-0abf-4b7c-aa34-4778e1b67ce3,1656,,,3904629,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,78,Australia Women's,1205,['0d90ea73-4879-4250-878b-ccfa6a97f0dd'],0,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.852707,,,,,,,,,,,,53b22deb-dd5b-4da4-b947-39849842adcb,5,,"[61.0, 40.1]",3904629,0,,,,-2.9747374,,Right Foot,,"[51.5, 38.5]",,Ground Pass,,9.633795,,,Keira Walsh,4658.0,,,,,,Kick Off,1,From Kick Off,Ella Toone,31534.0,Center Attacking Midfield,2,England Women's,865,['82cda67d-7f9a-4478-aa1b-203a291ff046'],0,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.080,Pass,
,,,,,,,,,,,,,,,,2.007509,,,,,,,,,,,,1f05edf6-cb89-467b-bce3-c40acf39cb47,8,,"[50.6, 38.5]",3904629,0,,,,2.7610862,,Left Foot,,"[31.1, 46.3]",,Ground Pass,,21.002142,,,Millie Bright,4642.0,,,,,,,1,From Kick Off,Keira Walsh,4658.0,Left Defensive Midfield,2,England Women's,865,['b9e20760-d64e-4abd-bdc4-a1a51568400e'],1,,,,,,,,,,,,,,,,,England Women's,865,00:00:01.402,Pass,
,,,,,,,,,,,,,,,,2.87135,,,,,,,,,,,,7cb846aa-124a-401b-8148-98d911970fcd,11,,"[34.8, 54.0]",3904629,0,,,,0.08943926,,Right Foot,,"[93.9, 59.3]",,High Pass,,59.337173,Incomplete,,Ella Toone,31534.0,,,,,,,1,From Kick Off,Millie Bright,4642.0,Center Back,2,England Women's,865,"['0f02d842-1123-475e-9d65-0aaa3a888a1b', 'a061feb1-95d4-4013-af5b-ebf35e4f72a2']",5,,,,,,,,,,,,,,,,,England Women's,865,00:00:05.007,Pass,
,,,,,,,,,,,,,,,,1.099805,,,,,,,,,,,,a061feb1-95d4-4013-af5b-ebf35e4f72a2,13,,"[26.2, 20.8]",3904629,0,,,,-0.061460957,,Head,,"[39.2, 20.0]",,High Pass,,13.024592,Incomplete,,Ellie Madison Carpenter,5095.0,,,,,,Recovery,1,From Kick Off,Clare Elizabeth Polkinghorne,8382.0,Left Center Back,2,England Women's,865,"['11a58574-6557-48c6-9a5b-9f164929a180', '7cb846aa-124a-401b-8148-98d911970fcd', 'bf975e23-eb03-4034-bac1-d8f10842dcae']",7,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:07.878,Pass,
