50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.763932,,,,,,,,,,e2d7695b-7c76-4d4e-8c58-cdf4e7121e1a,18,,"[94.8, 6.6]",3893796,0,,,,-2.0509713,,Left Foot,,,,"[92.3, 1.8]",,Ground Pass,,5.4120235,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,From Throw In,Kosovare Asllani,10220.0,Right Attacking Midfield,3,Sweden Women's,858,"['2d47d956-08c0-4ff2-baad-9c429f12e119', 'f0d8c0ec-7ac1-4071-b5ed-1a63a8073257']",17,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:17.305,Pass,True
,,,,,,,,,,,,,,,,,0.920272,,,,,,,,,,83a0d633-039b-4e2d-9141-cb1294b58716,21,,"[92.3, 1.8]",3893796,0,,,,2.925951,,Left Foot,,,,"[81.8, 4.1]",,Ground Pass,,10.748954,,Elin Ingrid Johanna Rubensson,10221.0,,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Wing Back,3,Sweden Women's,858,['67080649-14cc-4390-b0d5-99e0d75edd8c'],18,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:18.936,Pass,
,,,,,,,,,,,,,,,,,2.549763,,,,,,,,,,1d02c909-848c-4543-afa0-5f7f149d9673,24,,"[79.0, 4.8]",3893796,0,,,,2.2758594,,Right Foot,,,,"[57.3, 30.3]",,Ground Pass,,33.48343,,Amanda Ilestedt,26092.0,,,,,,,1,From Throw In,Elin Ingrid Johanna Rubensson,10221.0,Left Defensive Midfield,3,Sweden Women's,858,['5459f582-48d0-41bc-a051-4653cfd6975b'],21,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:21.587,Pass,
,,,,,,,,,,,,,,,,,1.274851,,,,,,,,,,77cdd4e6-05dd-45a7-9d46-47aa876b3895,27,,"[56.6, 33.5]",3893796,0,,,,-1.0504868,,Right Foot,,,,"[67.2, 15.0]",,Ground Pass,,21.321585,,Elin Ingrid Johanna Rubensson,10221.0,,,,,,,1,From Throw In,Amanda Ilestedt,26092.0,Center Back,3,Sweden Women's,858,['a4f07d56-3f20-4eff-996b-464aece8cff3'],27,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:27.048,Pass,
,,,,,,,,,,,,,,,,,1.513945,,,,,,,,,,0b3a3e9a-bb54-4018-8b7e-ea1d00505ca5,30,,"[65.1, 18.0]",3893796,0,,,,2.0048542,,Right Foot,,,,"[56.2, 37.2]",,Ground Pass,,21.162466,,Amanda Ilestedt,26092.0,,,,,,,1,From Throw In,Elin Ingrid Johanna Rubensson,10221.0,Left Defensive Midfield,3,Sweden Women's,858,['1e15f414-5c94-4b32-82c1-dda93996277d'],29,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:29.391,Pass,
,,,,,,,,,,,,,,,,,1.540004,,,,,,,,,,8c91a30d-bfc7-4a72-b898-80bba8ee0d05,33,,"[56.2, 42.9]",3893796,0,,,,1.5462915,,Left Foot,,,,"[56.7, 63.3]",,Ground Pass,,20.406126,,Gun Nathalie Björn,26093.0,,,,,,,1,From Throw In,Amanda Ilestedt,26092.0,Center Back,3,Sweden Women's,858,['ee19ff43-7a38-4114-835c-86491f7b71d8'],32,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:32.004,Pass,
,,,,,,,,,,,,,,,,,0.86247,,,,,,,,,,ccc79c64-6abd-4f09-be4d-31bf1fd4f95a,36,,"[58.0, 69.9]",3893796,0,,,,-0.5191461,,Right Foot,,,,"[69.2, 63.5]",,Ground Pass,,12.899612,,Ingrid Filippa Angeldal,62666.0,,,,,,,1,From Throw In,Gun Nathalie Björn,26093.0,Right Center Back,3,Sweden Women's,858,['b9ffc365-1f3d-4321-8268-07fca3aa4777'],34,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:34.672,Pass,
,,,,,,,,,,,,,,,,,1.253221,,,,,,,,,,e72693f5-8da9-41c3-b85e-04218d32f51e,39,,"[79.8, 68.1]",3893796,0,,,,0.6421084,,Left Foot,,,,"[91.3, 76.7]",,Ground Pass,,14.360014,,Johanna Rytting-Kaneryd,62710.0,,,,,,,1,From Throw In,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,3,Sweden Women's,858,['3278c64f-6755-41eb-912a-e9fd28a53f2e'],37,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:37.634,Pass,
,,,,,,,,,,,,,,,,,2.413861,,,,,,,,,,32d75ee1-f1a3-403c-a639-cfa1281e5792,42,,"[92.8, 77.0]",3893796,0,,,,0.07878396,,Right Foot,,,,"[104.2, 77.9]",,Ground Pass,,11.435472,,Kosovare Asllani,10220.0,,,,,,,1,From Throw In,Johanna Rytting-Kaneryd,62710.0,Right Wing Back,3,Sweden Women's,858,['95933e97-6340-4831-bd8b-1158d01178e7'],39,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:39.477,Pass,
,,,,,,,,,,,,,,,,,1.37017,,,,,,,,,,58c0eb3a-b76b-4200-8aac-b94c500273bf,48,,"[15.0, 0.1]",3893796,0,True,,,0.27094686,,,,,,"[27.6, 3.6]",,High Pass,,13.077079,,Kholosa Biyana,25521.0,,,,,,Throw-in,1,From Throw In,Sibulele Cecilia Holweni,25745.0,Left Back,4,South Africa Women's,1216,['d0a3ec42-ee9a-4e88-b963-2b10c20ebc60'],57,,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:57.980,Pass,
,,,,,,,,,,,,,,,,,0.701283,,,,,,,,,,f6590f4e-25b1-49f2-8a6f-3e3d3a3445c3,51,,"[28.2, 3.2]",3893796,0,,,,1.5707964,,Right Foot,,,,"[28.2, 5.9]",,Ground Pass,,2.7,Incomplete,Linda Maserame Motlhalo,5053.0,,,,,,,1,From Throw In,Kholosa Biyana,25521.0,Left Defensive Midfield,4,South Africa Women's,1216,"['27080561-9d14-4c75-a98f-697d548abb23', '402ea931-79e6-46c1-a70c-e0b39744b78f', 'f4645174-9824-4741-b2d9-46188b42e7f3']",59,,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:59.350,Pass,True
,,,,,,,,,,,,,,,,,1.378146,,,,,,,,,,f4645174-9824-4741-b2d9-46188b42e7f3,53,,"[91.9, 74.2]",3893796,1,,,,2.863293,,Left Foot,,,,"[80.7, 77.4]",,Ground Pass,,11.648176,,Gun Nathalie Björn,26093.0,,,,,,Recovery,1,Regular Play,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,5,Sweden Women's,858,"['90c979ff-fca4-46c7-a3e4-deafb147996b', 'f6590f4e-25b1-49f2-8a6f-3e3d3a3445c3']",0,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:00.051,Pass,
,,,,,,,,,,,,,,,,,1.67643,,,,,,,,,,36b77178-1c5c-4419-9c52-20a5f15cd5f8,56,,"[80.6, 76.7]",3893796,1,,,,-2.8275938,,Right Foot,,,,"[61.2, 70.4]",,Ground Pass,,20.397305,,Amanda Ilestedt,26092.0,,,,,,,1,Regular Play,Gun Nathalie Björn,26093.0,Right Center Back,5,Sweden Women's,858,['6615bb2e-117f-43f1-8f8e-e11e83a67178'],2,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:02.540,Pass,
,,,,,,,,,,,,,,,,,1.588016,,,,,,,,,,53496dda-bfb7-4a57-82e4-387f642ce1d2,59,,"[57.6, 55.0]",3893796,1,,,,-1.541819,,Right Foot,,,,"[58.2, 34.3]",,Ground Pass,,20.708694,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,Amanda Ilestedt,26092.0,Center Back,5,Sweden Women's,858,['f7d8c197-9d62-4bff-a044-1b66a9f1b5ca'],6,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:06.614,Pass,
,,,,,,,,,,,,,,,,,2.598151,,,,,,,,,,46eee91e-198b-4d87-92b8-2d3d5fd98ade,62,,"[63.5, 33.5]",3893796,1,,,,0.6575517,,Left Foot,,,,"[97.3, 59.6]",,High Pass,,42.704216,Incomplete,Johanna Rytting-Kaneryd,62710.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,5,Sweden Women's,858,"['ae844085-a08a-406c-aef6-38e36459abf5', 'c27db252-2db2-42eb-abf1-358e6e0983b7']",9,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:09.772,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,c27db252-2db2-42eb-abf1-358e6e0983b7,64,,"[22.8, 20.5]",3893796,1,,,,-0.84110254,,Head,,,,"[35.5, 6.3]",,Low Pass,,19.050722,,Hildah Tholakele Magaia,402126.0,,,,,,Recovery,1,Regular Play,Sibulele Cecilia Holweni,25745.0,Left Back,5,Sweden Women's,858,"['46eee91e-198b-4d87-92b8-2d3d5fd98ade', 'feb8bac9-3996-47de-8030-25f2ef170951']",12,,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:12.370,Pass,
,,,,,,,,,,,,,,,,,1.686932,,,,,,,,,,5a38a5b7-9816-408b-a0e6-7ec6bb7802b8,72,,"[80.9, 75.2]",3893796,1,,,,0.06559917,,Left Foot,,,,"[94.6, 76.1]",,Ground Pass,,13.72953,,Johanna Rytting-Kaneryd,62710.0,,,,,,,1,Regular Play,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,5,Sweden Women's,858,"['cdb57c7f-e217-4957-9475-98a6212f4fda', 'f6e3419d-4c4d-44cb-a5af-e6a3dbb7b861']",16,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:16.637,Pass,True
,,,,,,,,,,,,,,,,,6.002339,,,,,,,,,,c0ac9b8f-ed49-442a-a332-88454732debc,75,,"[117.6, 56.2]",3893796,1,,,,-1.694932,,Right Foot,True,,,"[110.6, 0.1]",,High Pass,,56.535034,Out,,,,,True,,,,1,Regular Play,Johanna Rytting-Kaneryd,62710.0,Right Wing Back,5,Sweden Women's,858,,21,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:21.470,Pass,
,,,,,,,,,,,,,,,,,0.777609,,,,,,,,,,edcef37d-bbd7-4a3f-b616-e6121fa7f07e,76,,"[14.8, 80.0]",3893796,1,True,,,-0.0874056,,,,,,"[34.2, 78.3]",,High Pass,,19.474342,,Jermaine Seoposenwe,25511.0,,,,,,Throw-in,1,From Throw In,Lebogang Ramalepe,25520.0,Right Back,6,South Africa Women's,1216,['efef6341-27a2-4b25-8a02-fd4b83d53977'],41,,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:41.221,Pass,
,,,,,,,,,,,,,,,,,3.971398,,,,,,,,,,893e0345-35a7-417b-81ff-78300ac2f46d,78,,"[34.2, 78.3]",3893796,1,,,,0.0,,Right Foot,,,,"[69.2, 78.3]",,High Pass,,35.0,Incomplete,Thembi Kgatlana,5052.0,,,,,,,1,From Throw In,Jermaine Seoposenwe,25511.0,Right Midfield,6,South Africa Women's,1216,"['496b8d01-bba7-49f6-bd28-34c08e19469a', '8d4f2572-c856-4cef-a99e-d3239034902c']",41,,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:41.999,Pass,
,,,,,,,,,,,,,,,,,1.34876,,,,,,,,,,96fa04e0-2f34-4706-89ee-ee050fad318d,83,,"[48.2, 1.5]",3893796,1,,,,0.35507154,,Left Foot,,,,"[57.1, 4.8]",,Ground Pass,,9.492102,,Elin Ingrid Johanna Rubensson,10221.0,,,,,,,1,Regular Play,Amanda Ilestedt,26092.0,Center Back,7,Sweden Women's,858,['bf200b19-fca7-4969-aafa-ac99c55d8959'],46,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:46.821,Pass,
,,,,,,,,,,,,,,,,,4.937931,,,,,,,,,,3d095464-f156-4de1-a133-e064edac06a1,87,,"[51.8, 2.9]",3893796,1,,,,2.1666305,,Right Foot,,,,"[20.0, 49.8]",,High Pass,,56.664364,,Zecira Musovic,62713.0,,,True,,,,1,Regular Play,Elin Ingrid Johanna Rubensson,10221.0,Left Defensive Midfield,7,Sweden Women's,858,"['04b9d2af-9cf9-462a-b6bf-ba5aefd2166e', '0dd1c81b-5ad5-497c-9f11-b02ebaeb7918']",50,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:50.097,Pass,True
,,,,,,,,,,,,,,,,,1.937829,,,,,,,,,,9e743488-7ca3-4454-b46f-5e5dada36335,90,,"[20.0, 51.1]",3893796,1,,,,0.85614604,,Right Foot,,,,"[37.7, 71.5]",,Ground Pass,,27.008331,,Gun Nathalie Björn,26093.0,,,,,,,1,Regular Play,Zecira Musovic,62713.0,Goalkeeper,7,Sweden Women's,858,['52861dca-9fa6-4bd2-aa92-61bf009b1796'],55,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:55.748,Pass,
,,,,,,,,,,,,,,,,,1.19862,,,,,,,,,,7002b79d-61ee-45a1-8470-13a0107183e9,93,,"[37.7, 71.5]",3893796,1,,,,-0.9795043,,Left Foot,,,,"[47.1, 57.5]",,Ground Pass,,16.862978,,Ingrid Filippa Angeldal,62666.0,,,,,,,1,Regular Play,Gun Nathalie Björn,26093.0,Right Center Back,7,Sweden Women's,858,['ec71f1cf-606a-4b49-a753-ed6b13f854fe'],58,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:58.524,Pass,
,,,,,,,,,,,,,,,,,3.524178,,,,,,,,,,9ac1260f-d505-4064-9a13-1b15fa3d1ee0,96,,"[50.3, 60.7]",3893796,2,,,,-0.09113525,,Right Foot,,,,"[107.2, 55.5]",,High Pass,,57.137115,Incomplete,Emma Stina Blackstenius,10229.0,,,,Through Ball,True,,1,Regular Play,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,7,Sweden Women's,858,"['4399feac-3cbf-4977-80b4-caa3989b4666', '8b5b5742-d6ef-471d-89a4-d4ecaed639ba']",1,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:01.213,Pass,
,,,,,,,,,,,,,,,,,2.555687,,,,,,,,,,d899c1ff-4545-4e55-9598-d02e9005d7f0,100,,"[17.3, 29.2]",3893796,2,,,,0.4985172,,Right Foot,,,,"[68.0, 56.8]",,High Pass,,57.725643,Incomplete,Jermaine Seoposenwe,25511.0,,,,,,,1,From Keeper,Kaylin Swart,25746.0,Goalkeeper,8,South Africa Women's,1216,"['a77c984d-c502-4bd2-8ee2-cebc39b27e75', 'faa79253-18d9-4e32-b958-592860f522f2']",15,,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:02:15.544,Pass,
,,,,,,,,,,,,,,,,,1.731715,,,,,,,,,,ad55b60a-b1ac-4646-b06a-7e76f7709906,104,,"[51.0, 24.7]",3893796,2,,,,3.0965104,,Left Foot,,,,"[37.7, 25.3]",,Ground Pass,,13.313527,,Magdalena Lilly Eriksson,4633.0,,,,,,Recovery,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Wing Back,9,Sweden Women's,858,['8e8ddb1a-ee8f-4ca8-80c9-fb0bbf040495'],19,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:19.511,Pass,
,,,,,,,,,,,,,,,,,1.782479,,,,,,,,,,9dda2346-6f28-4584-9364-0f1c863f67bc,107,,"[38.8, 27.0]",3893796,2,,,,1.5411754,,Left Foot,,,,"[40.0, 67.5]",,Ground Pass,,40.517773,,Gun Nathalie Björn,26093.0,,,True,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,9,Sweden Women's,858,['682848d0-c46f-4efc-a316-30eca6682960'],22,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:22.637,Pass,
,,,,,,,,,,,,,,,,,2.017784,,,,,,,,,,ae7e909c-f43e-472b-8dc1-aed56909d432,110,,"[48.0, 64.8]",3893796,2,,,,-2.1242263,,Right Foot,,,,"[38.3, 49.1]",,Ground Pass,,18.45481,,Amanda Ilestedt,26092.0,,,,,,,1,Regular Play,Gun Nathalie Björn,26093.0,Right Center Back,9,Sweden Women's,858,['182c391e-a5f9-4568-b7b1-0d5590153e94'],27,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:27.072,Pass,
,,,,,,,,,,,,,,,,,1.910568,,,,,,,,,,b3e26d74-4a44-49ae-92c6-d1836823e562,113,,"[42.1, 39.9]",3893796,2,,,,-0.9333768,,Right Foot,,,,"[55.8, 21.4]",,Ground Pass,,23.020426,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,Amanda Ilestedt,26092.0,Center Back,9,Sweden Women's,858,['7e4d7fed-2b15-4b3b-a435-61fda40b9374'],30,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:30.304,Pass,
,,,,,,,,,,,,,,,,,1.181324,,,,,,,,,,9d9d1bf1-e5e3-474b-a690-cb702b066cff,116,,"[62.3, 17.6]",3893796,2,,,,-0.14382756,,Left Foot,,,,"[76.8, 15.5]",,Ground Pass,,14.651279,,Fridolina Rolfö,10215.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,9,Sweden Women's,858,['91194393-2e2b-4fb0-ac2b-72d45cab0dd6'],33,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:33.796,Pass,
,,,,,,,,,,,,,,,,,0.988069,,,,,,,,,,6490bf6c-6de5-44af-91e6-02a44d2e7582,120,,"[74.4, 0.8]",3893796,2,,,,3.1002939,,Right Foot,,,,"[62.3, 1.3]",,Ground Pass,,12.110326,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,Fridolina Rolfö,10215.0,Left Attacking Midfield,9,Sweden Women's,858,['99929c12-abbd-4787-8628-22afddf42b23'],36,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:36.998,Pass,
