50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.330112,,,,,,,,,,,,7f91b2a8-d244-43c1-bc22-4fdc03c85402,15,,,"[82.8, 20.3]",3904628,0,,,,-0.84322834,,Head,,,"[100.7, 0.2]",,High Pass,,26.915052,,,Out,Fridolina Rolfö,10215.0,,,,,,Recovery,1,From Kick Off,Kosovare Asllani,10220.0,Center Attacking Midfield,2,Sweden Women's,858,"['6e63189c-5b9f-4004-93ce-ee47be4d008d', '9906d783-db4c-485f-8575-a3ee20336f0a']",9,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:09.849,Pass,
,,,,,,,,,,,,,,,,,1.123325,,,,,,,,,,,,e66d5861-c0f9-4b34-b477-afe2b377a8b7,17,,,"[20.5, 80.0]",3904628,0,,,,-0.40187064,,,,,"[32.5, 74.9]",,High Pass,,13.038788,,,,Alba María Redondo Ferrer,50151.0,,,,,,Throw-in,1,From Throw In,Ona Batlle Pascual,46639.0,Right Back,3,Spain Women's,863,['9ebdd9f8-175b-4278-9b00-a9c1f2f6a886'],33,,,,,,,,,,,,,,,,Spain Women's,863,00:00:33.238,Pass,
,,,,,,,,,,,,,,,,,0.770735,,,,,,,,,,,,7ea0e862-9923-4845-87f0-d54edd6d12a0,19,,,"[32.5, 74.9]",3904628,0,,,True,-0.037020117,,,,,"[40.6, 74.6]",,High Pass,,8.105554,,,Incomplete,Jennifer Hermoso Fuentes,10151.0,,,,,,,1,From Throw In,Alba María Redondo Ferrer,50151.0,Right Wing,3,Spain Women's,863,"['076136fa-fb0f-4a7e-95a3-1886bb52be08', '168075f9-96e8-4fc5-876e-2e162635eda2', 'ea57e1fd-0e41-47b3-94f2-4f17c8394a32']",34,,,,,,,,,,,,,,,,Spain Women's,863,00:00:34.361,Pass,True
,,,,,,,,,,,,,,,,,0.831815,,,,,,,,,,,,1ac44a5e-dcb9-4fd0-ae34-ed99bfd3b01c,25,,,"[75.0, 5.2]",3904628,0,,,,1.6694846,,Right Foot,,,"[74.0, 15.3]",,Ground Pass,,10.1493845,,,,Ingrid Filippa Angeldal,62666.0,,,,,,,1,Regular Play,Elin Ingrid Johanna Rubensson,10221.0,Left Defensive Midfield,4,Sweden Women's,858,"['a4ef8a9a-c183-41a3-8151-c8d5103d69dd', 'ca0e234c-559b-47b3-88a3-f913c6fe5725']",36,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:36.198,Pass,True
,,,,,,,,,,,,,,,,,1.35499,,,,,,,,,,,,87ccde6a-a8ba-4b70-97b0-15f5dc796d4a,28,,,"[72.8, 14.7]",3904628,0,,,,0.10179744,,Right Foot,,,"[91.4, 16.6]",,Ground Pass,,18.69679,,,Incomplete,Emma Stina Blackstenius,10229.0,,,,,,,1,Regular Play,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,4,Sweden Women's,858,"['8d289e1d-9561-4f61-85d2-5ee6ad2dd9b8', '97114207-febf-42fe-ab16-13c5d8349bab']",37,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:37.070,Pass,
,,,,,,,,,,,,,,,,,0.827,,,,,,,,,,,,445c8271-3d60-4184-a7c8-ac7eaa7d37c7,33,,,"[48.8, 16.0]",3904628,0,,,,-1.7811222,,Left Foot,,,"[46.9, 7.1]",,Ground Pass,,9.10055,,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,Amanda Ilestedt,26092.0,Right Center Back,4,Sweden Women's,858,['8bd4c99b-01f1-475a-b8f6-3d00f8368603'],42,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:42.933,Pass,
,,,,,,,,,,,,,,,,,2.299143,,,,,,,,,,,,d9074b85-7a77-49cf-ab4f-88d531ff914c,36,,,"[45.3, 7.6]",3904628,0,,,,2.3332977,,Left Foot,,,"[32.5, 21.0]",,Ground Pass,,18.531055,,,,Amanda Ilestedt,26092.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,4,Sweden Women's,858,['76ea04f3-2bc0-4920-92f5-f8d9f549b52e'],43,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:43.781,Pass,
,,,,,,,,,,,,,,,,,3.196269,,,,,,,,,,,,afab4f02-bdd9-4d52-905f-5af4a034e23d,39,,,"[29.4, 22.6]",3904628,0,,,,2.344262,,Right Foot,,,"[8.7, 43.8]",,Ground Pass,,29.629883,,,,Zecira Musovic,62713.0,,,,,,,1,Regular Play,Amanda Ilestedt,26092.0,Right Center Back,4,Sweden Women's,858,['3a42febe-03bb-4c6e-8b81-95a714ab9518'],46,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:46.649,Pass,
,,,,,,,,,,,,,,,,,3.099491,,,,,,,,,,,,0249c4c2-81d2-4f15-80dd-4c97ea4ab2ec,43,,,"[10.7, 50.6]",3904628,0,,,,0.023485614,,Right Foot,,,"[70.3, 52.0]",,High Pass,,59.61644,,,Incomplete,Emma Stina Blackstenius,10229.0,,,,,,,1,Regular Play,Zecira Musovic,62713.0,Goalkeeper,4,Sweden Women's,858,"['1374f21f-d16b-4e49-b1b4-8dacb911a981', '4663b0e1-3c2a-4fa2-9f87-4c4ada435048', '9f7cebd3-4072-4d5e-bd79-148083d103f9']",53,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:53.433,Pass,True
,,,,,,,,,,,,,,,,,2.058235,,,,,,,,,,,,4663b0e1-3c2a-4fa2-9f87-4c4ada435048,45,,,"[49.8, 28.1]",3904628,0,,,,-0.42475015,,Head,,,"[73.9, 17.2]",,High Pass,,26.45033,,,,María Francesca Caldentey Oliver,10161.0,,,,,,Recovery,1,Regular Play,Laia Codina Panedas,32694.0,Left Center Back,4,Sweden Women's,858,"['0249c4c2-81d2-4f15-80dd-4c97ea4ab2ec', 'dd309f1e-4f5b-45fc-82e0-41de26553a3b']",56,,,,,,,,,,,,,,,,Spain Women's,863,00:00:56.532,Pass,
,,,,,,,,,,,,,,,,,3.567314,,,,,,,,,,,,a9f5892f-6a06-4bfb-b29e-555b6dc9083b,47,,,"[73.7, 17.2]",3904628,0,,,,0.82478666,,Head,,,"[93.2, 38.3]",,High Pass,,28.73082,,,Incomplete,Jennifer Hermoso Fuentes,10151.0,,,,,,,1,Regular Play,María Francesca Caldentey Oliver,10161.0,Left Wing,4,Sweden Women's,858,"['4eaec030-d0a1-43b1-80df-b48b27a1d50a', 'db362bda-8dcf-4906-84de-d1a0bc69fbf1']",58,,,,,,,,,,,,,,,,Spain Women's,863,00:00:58.591,Pass,
,,,,,,,,,,,,,,,,,2.622188,,,,,,,,,,,,9c6f0906-9f86-4d84-97b2-ac6b8db841cd,51,,,"[39.6, 32.5]",3904628,1,,,,-0.17863101,,Left Foot,,,"[82.8, 24.7]",,High Pass,,43.898518,,,Incomplete,Emma Stina Blackstenius,10229.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,4,Sweden Women's,858,"['da2ee750-598d-4d49-a5f9-e547e557e029', 'fa1fdce5-7352-4816-b3f0-20fc5651c437']",7,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:07.934,Pass,
,,,,,,,,,,,,,,,,,1.398874,,,,,,,,,,,,da2ee750-598d-4d49-a5f9-e547e557e029,53,,,"[37.3, 55.4]",3904628,1,,,,0.09743485,,Head,,,"[50.6, 56.7]",,High Pass,,13.363382,,,,Alba María Redondo Ferrer,50151.0,,,,,,Recovery,1,Regular Play,Irene Paredes Hernandez,10165.0,Right Center Back,4,Sweden Women's,858,"['9c6f0906-9f86-4d84-97b2-ac6b8db841cd', 'af4f357a-ec1a-4199-ad52-7bfe9051cefe']",10,,,,,,,,,,,,,,,,Spain Women's,863,00:01:10.556,Pass,
,,,,,,,,,,,,,,,,,1.391222,,,,,,,,,,,,301bd3e3-bc9f-4486-a81e-0221ee1ef524,56,,,"[50.6, 57.0]",3904628,1,,,True,-0.34097895,,,,,"[63.0, 52.6]",,Low Pass,,13.157507,,,Incomplete,Aitana Bonmati Conca,15284.0,,,,,,,1,Regular Play,Alba María Redondo Ferrer,50151.0,Right Wing,4,Sweden Women's,858,"['3337b881-c0ff-4269-9846-1f3f7b34d251', 'c7ecdca3-e514-4a45-ab0e-0d1d7a367ab6', 'd22ba125-0c77-470d-ae36-b2a60ed3640f']",11,,,,,,,,,,,,,,,,Spain Women's,863,00:01:11.995,Pass,True
,,,,,,,,,,,,,,,,,0.912851,,,,,,,,,,,,f63873be-241e-4db9-b13e-ad588b837d23,61,,,"[56.6, 11.5]",3904628,1,,,,0.4636476,,Right Foot,,,"[65.0, 15.7]",,Ground Pass,,9.391485,,,,Fridolina Rolfö,10215.0,,,,,,,1,Regular Play,Elin Ingrid Johanna Rubensson,10221.0,Left Defensive Midfield,4,Sweden Women's,858,"['40af2b73-deab-4161-9ccc-96d6257593e4', '9a14c98d-39f8-49fc-8b82-a5e9259bc8ed']",15,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:15.813,Pass,True
,,,,,,,,,,,,,,,,,0.763493,,,,,,,,,,,,8714ed9f-fd3b-476a-96ac-c5cb98a546fe,67,,,"[65.8, 60.1]",3904628,1,,,,-0.051050495,,Right Foot,,,"[79.5, 59.4]",,Ground Pass,,13.717872,,,,Jennifer Hermoso Fuentes,10151.0,,,,,,Recovery,1,Regular Play,Ona Batlle Pascual,46639.0,Right Back,5,Spain Women's,863,['192a01ac-fc56-4331-9908-a114246c0d4d'],19,,,,,,,,,,,,,,,,Spain Women's,863,00:01:19.959,Pass,
,,,,,,,,,,,,,,,,,0.996289,,,,,,,,,,,,cb94dd5f-12d3-496e-a3ca-6438463a2a5e,70,,,"[79.7, 59.9]",3904628,1,,,,2.6399887,,Left Foot,,,"[73.5, 63.3]",,Ground Pass,,7.071068,,,,Aitana Bonmati Conca,15284.0,,,,,,,1,Regular Play,Jennifer Hermoso Fuentes,10151.0,Center Forward,5,Spain Women's,863,['8a52c21c-9a40-4a20-932f-37453754d6ca'],20,,,,,,,,,,,,,,,,Spain Women's,863,00:01:20.843,Pass,
,,,,,,,,,,,,,,,,,0.573256,,,,,,,,,,,,9277ed4d-3fa5-4af4-a431-85cfffb396b7,73,,,"[73.7, 63.3]",3904628,1,,,,0.24958692,,Right Foot,,,"[83.9, 65.9]",,Ground Pass,,10.526158,,,,Jennifer Hermoso Fuentes,10151.0,,,,,,,1,Regular Play,Aitana Bonmati Conca,15284.0,Right Center Midfield,5,Spain Women's,863,['bbb474fb-74c0-447e-9253-2a2acc06eba1'],21,,,,,,,,,,,,,,,,Spain Women's,863,00:01:21.900,Pass,
,,,,,,,,,,,,,,,,,0.489612,,,,,,,,,,,,48d66777-278e-40a9-a7b9-b1489a02bb77,76,,,"[92.4, 69.6]",3904628,1,,,,-2.1552403,,Right Foot,,,"[88.1, 63.1]",,Ground Pass,,7.793587,,,,Aitana Bonmati Conca,15284.0,,,,,,,1,Regular Play,Jennifer Hermoso Fuentes,10151.0,Center Forward,5,Spain Women's,863,['6b07b528-8423-48f6-b41c-506a3cdc04eb'],26,,,,,,,,,,,,,,,,Spain Women's,863,00:01:26.178,Pass,
,,,,,,,,,,,,,,,,,0.858531,,,,,,,,,,,,5313eeab-7765-48e1-ae61-b4bf356fdc90,82,,,"[83.6, 65.1]",3904628,1,,,,-2.2277195,,Right Foot,,,"[74.5, 53.3]",,Ground Pass,,14.901342,,,,Teresa Abelleira Dueñas,49835.0,,,,,,Recovery,1,Regular Play,Aitana Bonmati Conca,15284.0,Right Center Midfield,5,Spain Women's,863,['7c23c291-7f36-44cd-b958-94b3d80e7f86'],29,,,,,,,,,,,,,,,,Spain Women's,863,00:01:29.434,Pass,
,,,,,,,,,,,,,,,,,0.689939,,,,,,,,,,,,11aa2225-8bfc-4352-8ac3-cb5a467431ab,90,,,"[85.0, 70.3]",3904628,1,,,,-0.75207716,,Right Foot,,,"[91.2, 64.5]",,Ground Pass,,8.489994,,,,Ona Batlle Pascual,46639.0,,,,,,,1,Regular Play,Teresa Abelleira Dueñas,49835.0,Center Defensive Midfield,5,Spain Women's,863,['5f8a58b8-9d12-4ed5-a011-96282ddd8e0f'],34,,,,,,,,,,,,,,,,Spain Women's,863,00:01:34.633,Pass,
,,,,,,,,,,,,,,,,,1.19416,,,,,,,,,,,,554da366-be97-4bd4-98b8-1ba23cfece70,93,,,"[95.2, 66.0]",3904628,1,,,,2.1428258,,Left Foot,,,"[90.5, 73.3]",,Ground Pass,,8.682166,,,,Jennifer Hermoso Fuentes,10151.0,,,,,,,1,Regular Play,Ona Batlle Pascual,46639.0,Right Back,5,Spain Women's,863,['03cb92be-52f3-4a71-9112-b81d21e883ac'],36,,,,,,,,,,,,,,,,Spain Women's,863,00:01:36.086,Pass,
,,,,,,,,,,,,,,,,,1.054217,,,,,,,,,,,,821b2d0c-51e7-4645-8bac-23b075b70d09,96,,,"[109.1, 67.5]",3904628,1,,,,0.8081215,,Left Foot,,,"[113.4, 72.0]",,Ground Pass,,6.2241464,,,,Ona Batlle Pascual,46639.0,,,,,,,1,Regular Play,Jennifer Hermoso Fuentes,10151.0,Center Forward,5,Spain Women's,863,['9234fbc8-ac41-4ff6-a95e-559f29d65b75'],42,,,,,,,,,,,,,,,,Spain Women's,863,00:01:42.083,Pass,
,,,,,,,,,,,,,,,,,1.721819,,,,,,,,,,,,80140da9-3cbb-41fb-ae3d-6e19092dbf43,99,,,"[104.7, 71.2]",3904628,1,,,,-2.9488919,,Right Foot,,,"[92.4, 68.8]",,Ground Pass,,12.53196,,,,Teresa Abelleira Dueñas,49835.0,,,,,,,1,Regular Play,Ona Batlle Pascual,46639.0,Right Back,5,Spain Women's,863,['b5c93183-6c2d-4d4c-8878-55f2dc509dbd'],45,,,,,,,,,,,,,,,,Spain Women's,863,00:01:45.599,Pass,
,,,,,,,,,,,,,,,,,1.312417,,,,,,,,,,,,68b8e5f3-e499-46ed-9963-4f3ea0b44f41,103,,,"[89.9, 69.9]",3904628,1,,,,-2.7813995,,Right Foot,,,"[74.5, 64.1]",,Ground Pass,,16.456001,,,,Irene Paredes Hernandez,10165.0,,,,,,,1,Regular Play,Teresa Abelleira Dueñas,49835.0,Center Defensive Midfield,5,Spain Women's,863,"['3c3bfa88-31c7-4e4a-b8ef-bb969dfa1127', '7fd287e6-cafe-41ff-962f-503ea1bf4cca']",47,,,,,,,,,,,,,,,,Spain Women's,863,00:01:47.983,Pass,True
,,,,,,,,,,,,,,,,,1.562614,,,,,,,,,,,,44e4a047-ccc4-4974-b71f-8b1f0479e6d1,106,,,"[76.6, 57.9]",3904628,1,,,,-2.160296,,Right Foot,,,"[66.3, 42.5]",,Ground Pass,,18.527008,,,,Laia Codina Panedas,32694.0,,,,,,,1,Regular Play,Irene Paredes Hernandez,10165.0,Right Center Back,5,Spain Women's,863,['898336fd-7dd4-4ce2-b7c6-665ca07a85fa'],50,,,,,,,,,,,,,,,,Spain Women's,863,00:01:50.034,Pass,
,,,,,,,,,,,,,,,,,1.517154,,,,,,,,,,,,2bea79ae-9c1f-4637-a72a-28abe886b8fb,109,,,"[66.8, 36.3]",3904628,1,,,,-1.2412739,,Right Foot,,,"[74.7, 13.2]",,Ground Pass,,24.41352,,,,Olga  Carmona García,49836.0,,,,,,,1,Regular Play,Laia Codina Panedas,32694.0,Left Center Back,5,Spain Women's,863,['7a14357a-5f01-4a63-b206-db24793f6a2a'],52,,,,,,,,,,,,,,,,Spain Women's,863,00:01:52.093,Pass,
,,,,,,,,,,,,,,,,,1.295038,,,,,,,,,,,,4f7214d3-50a4-4ac5-a5fd-983ac093cf87,112,,,"[79.4, 8.3]",3904628,1,,,,-0.5369108,,Left Foot,,,"[92.0, 0.8]",,Ground Pass,,14.663219,,,,María Francesca Caldentey Oliver,10161.0,,,,,,,1,Regular Play,Olga  Carmona García,49836.0,Left Back,5,Spain Women's,863,['d87d3fc5-1c9d-41d5-9204-879ae2ac4e64'],55,,,,,,,,,,,,,,,,Spain Women's,863,00:01:55.267,Pass,
,,,,,,,,,,,,,,,,,1.764274,,,,,,,,,,,,4761cd98-b1fa-4438-813f-c3bd05a8582c,116,,,"[108.8, 5.9]",3904628,2,,,,1.3229848,,Left Foot,True,,"[117.2, 39.1]",,High Pass,,34.246166,,,Incomplete,Alba María Redondo Ferrer,50151.0,,,,,,,1,Regular Play,María Francesca Caldentey Oliver,10161.0,Left Wing,5,Spain Women's,863,"['cf934b80-298e-41ac-8c52-bf7e04964845', 'fdc35af9-bef2-44f0-8424-2277e9f083d9']",1,,,,,,,,,,,,,,,,Spain Women's,863,00:02:01.986,Pass,
,,,,,,,,,,,,,,,,,1.691384,,,,,,,,,,,,835bbd12-d4f3-4f3f-a231-e844c54591ca,120,,,"[12.7, 44.2]",3904628,2,,,,-1.3588387,,Keeper Arm,,,"[16.1, 28.4]",,Ground Pass,,16.161682,,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,Zecira Musovic,62713.0,Goalkeeper,6,Sweden Women's,858,['e8ce52eb-6b2f-4ae8-a803-b73c732d7e5d'],14,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:14.957,Pass,
,,,,,,,,,,,,,,,,,0.86522,,,,,,,,,,,,676620c9-7f10-409e-9b5c-f7a6d3234f8a,123,,,"[32.6, 28.6]",3904628,2,,,,1.2046306,,Left Foot,,,"[37.7, 41.9]",,Ground Pass,,14.244297,,,,Elin Ingrid Johanna Rubensson,10221.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Sweden Women's,858,['593a07fa-9fbd-4d64-8028-1d1f96d551d9'],20,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:20.192,Pass,
