50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.533807,,,,,,,,,,,,,,b09bf632-422a-4167-862c-3c9d80486726,22,,,"[109.2, 2.4]",3893788,0,,,,,1.7533562,,Left Foot,,,,"[108.0, 8.9]",Ground Pass,,6.6098413,,Cortnee Brooke Vine,401634.0,,,,,,1,From Throw In,Stephanie-Elise Catley,5000.0,Left Back,3,Australia Women's,1205,['bb600d8c-90bf-471f-878a-7374f89051c5'],19,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:19.300,Pass,
,,,,,,,,,,,,,,,,,,1.147177,,,,,,,,,,,,,,eb495143-dbaf-4d13-8ddd-c251ab9fad45,26,,,"[109.7, 6.7]",3893788,0,,,,,-2.2479239,,Right Foot,,,,"[105.6, 1.6]",Ground Pass,,6.5436993,,Stephanie-Elise Catley,5000.0,,,,,,1,From Throw In,Cortnee Brooke Vine,401634.0,Left Wing,3,Australia Women's,1205,"['aebdceb2-1224-43a3-80b3-f1890c726319', 'bab1676a-8e4e-477c-a17a-23328e5df168']",20,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:20.560,Pass,True
,,,,,,,,,,,,,,,,,,1.279465,,,,,,,,,,,,,,33b96e30-66d2-4d0c-8ece-be8b229136ec,30,,,"[103.2, 0.9]",3893788,0,,,,,3.0232668,,Left Foot,,,,"[88.9, 2.6]",Ground Pass,,14.400695,,Kyra Lillee Cooney-Cross,131586.0,,,,,,1,From Throw In,Stephanie-Elise Catley,5000.0,Left Back,3,Australia Women's,1205,"['4f3477f0-6008-4dcf-a9d9-2b77e2fdc2f5', 'd51b91e1-5bab-4389-81f4-dd0a5d632c0c']",21,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:21.857,Pass,True
,,,,,,,,,,,,,,,,,,1.215032,,,,,,,,,,,,,,82324baa-2bd0-48dd-b883-268a6ca5ee90,33,,,"[85.1, 5.5]",3893788,0,,,,,2.0131705,,Right Foot,,,,"[78.8, 18.8]",Ground Pass,,14.716658,,Katrina Gorry,4979.0,,,,,,1,From Throw In,Kyra Lillee Cooney-Cross,131586.0,Left Defensive Midfield,3,Australia Women's,1205,['c682bf9a-62fb-4449-b355-7efe13fe6da9'],24,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:24.318,Pass,
,,,,,,,,,,,,,,,,,,2.045962,,,,,,,,,,,,,,4eaa222b-2bb1-426b-a0b9-d5a18e45b874,36,,,"[74.5, 22.6]",3893788,0,,,,,2.2548063,,Right Foot,,,,"[56.4, 44.8]",Ground Pass,,28.643497,,Clare Hunt,401635.0,,,,,,1,From Throw In,Katrina Gorry,4979.0,Right Defensive Midfield,3,Australia Women's,1205,['eed63d65-23c7-4bec-b660-6a352111246a'],26,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:26.178,Pass,
,,,,,,,,,,,,,,,,,,1.744384,,,,,,,,,,,,,,619ceb4c-48c0-48ee-a9d8-7dd2fab6f73a,39,,,"[62.4, 49.2]",3893788,0,,,,,-2.086088,,Right Foot,,,,"[51.3, 29.6]",Ground Pass,,22.524876,,Alanna Stephanie Kennedy,5078.0,,,,,,1,From Throw In,Clare Hunt,401635.0,Right Center Back,3,Australia Women's,1205,['999f64b9-cdec-4247-bb5a-3c828f82ce6a'],31,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:31.053,Pass,
,,,,,,,,,,,,,,,,,,0.981885,,,,,,,,,,,,,,59691249-3a47-4b9e-8297-c2601db8ed27,42,,,"[52.5, 24.8]",3893788,0,,,,,0.24053425,,Left Foot,,,,"[68.4, 28.7]",Ground Pass,,16.371317,,Kyra Lillee Cooney-Cross,131586.0,,,,,,1,From Throw In,Alanna Stephanie Kennedy,5078.0,Left Center Back,3,Australia Women's,1205,['a98dc4bc-9cd5-43b9-b4e6-419478a63a14'],34,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:34.243,Pass,
,,,,,,,,,,,,,,,,,,1.201595,,,,,,,,,,,,,,964a4075-e14c-4e3d-b354-bfe3e3eea5a5,45,,,"[68.4, 28.7]",3893788,0,,,,,-2.6758747,,Right Foot,,,,"[49.1, 19.0]",Ground Pass,,21.600464,,Alanna Stephanie Kennedy,5078.0,,,,,,1,From Throw In,Kyra Lillee Cooney-Cross,131586.0,Left Defensive Midfield,3,Australia Women's,1205,['69cc7941-c928-436b-b43e-d3d393d8d8c1'],35,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:35.236,Pass,
,,,,,,,,,,,,,,,,,,1.06113,,,,,,,,,,,,,,1d7eff0e-f4af-40ac-9cb3-d56523975b7e,48,,,"[53.2, 20.9]",3893788,0,,,,,-1.091686,,Right Foot,,,,"[61.2, 5.5]",Ground Pass,,17.353962,,Stephanie-Elise Catley,5000.0,,,,,,1,From Throw In,Alanna Stephanie Kennedy,5078.0,Left Center Back,3,Australia Women's,1205,['43e77364-42e6-4207-98ed-bf72b73e612c'],39,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:39.093,Pass,
,,,,,,,,,,,,,,,,,,1.667649,,,,,,,,,,,,,,4a988ade-8427-4ba3-8a00-c0df8c6d36f1,51,,,"[63.6, 5.7]",3893788,0,,,,,0.15464875,,Left Foot,,,,"[89.9, 9.8]",High Pass,,26.617662,,Mary Boio Fowler,35693.0,,,,,,1,From Throw In,Stephanie-Elise Catley,5000.0,Left Back,3,Australia Women's,1205,['f7abae9e-2941-4fd1-8ea4-5dc2cc64aa41'],41,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:41.455,Pass,
,,,,,,,,,,,,,,,,,,0.269302,,,,,,,,,,,,,,8bfbdb1f-084b-4f09-8978-252304f8cb60,58,,,"[15.0, 78.7]",3893788,0,,,,,-0.097726904,,Right Foot,,,,"[20.1, 78.2]",Low Pass,,5.124451,Incomplete,,,,,,,Recovery,1,From Throw In,Heather Payne,16382.0,Right Wing Back,3,Australia Women's,1205,"['7be3f2c2-2162-4fc4-ba38-5a9cdf3c8b7c', 'f7b88f5b-a62b-4ecb-a701-03fffbee8a7f']",45,,,,,,,,,,,,,,,,Republic of Ireland Women's,16768,00:00:45.372,Pass,True
,,,,,,,,,,,,,,,,,,1.352002,,,,,,,,,,,,,,7594f5d0-5d7c-4c9e-95b2-1ad7e5164d0c,60,,,"[19.1, 80.0]",3893788,1,,,,,-0.30544764,,,,,,"[30.2, 76.5]",High Pass,,11.638728,,Sinead Farrelly,389494.0,,,,,Throw-in,1,From Throw In,Heather Payne,16382.0,Right Wing Back,4,Republic of Ireland Women's,16768,['e7cdc563-f66b-40ae-aad8-6df6f08df415'],2,,,,,,,,,,,,,,,,Republic of Ireland Women's,16768,00:01:02.127,Pass,
,,,,,,,,,,,,,,,,,,0.694553,,,,,,,,,,,,,,2d4c45bd-e11c-4fd4-ae70-44d622d49856,63,,,"[28.3, 76.8]",3893788,1,,,,,2.9549034,,Right Foot,,,,"[19.3, 78.5]",Ground Pass,,9.159148,,Heather Payne,16382.0,,,,,,1,From Throw In,Sinead Farrelly,389494.0,Right Wing,4,Republic of Ireland Women's,16768,['e8275362-873f-4c75-81d7-30013d36c6fc'],5,,,,,,,,,,,,,,,,Republic of Ireland Women's,16768,00:01:05.320,Pass,
,,,,,,,,,,,,,,,,,,1.753334,,,,,,,,,,,,,,f1b4a569-70b3-42f5-af9f-6cdb15e84bc7,65,,,"[19.3, 78.5]",3893788,1,,,,,-0.25675347,,Right Foot,,,,"[45.2, 71.7]",High Pass,,26.77779,Incomplete,Kyra Carusa,142768.0,,,,,,1,From Throw In,Heather Payne,16382.0,Right Wing Back,4,Republic of Ireland Women's,16768,"['302d9868-58ea-483f-890f-1e2c3d1d8fc2', '333df014-0602-4d4a-a522-6ee6a2593593']",6,,,,,,,,,,,,,,,,Republic of Ireland Women's,16768,00:01:06.014,Pass,
,,,,,,,,,,,,,,,,,,1.236471,,,,,,,,,,,,,,302d9868-58ea-483f-890f-1e2c3d1d8fc2,67,,,"[74.9, 8.4]",3893788,1,,,,,-0.73870313,,Head,,,,"[80.5, 3.3]",High Pass,,7.574299,,Stephanie-Elise Catley,5000.0,,,,,Recovery,1,From Throw In,Katrina Gorry,4979.0,Right Defensive Midfield,4,Republic of Ireland Women's,16768,"['189f93cd-9d7a-46b4-9f5d-42d15ccfd049', 'f1b4a569-70b3-42f5-af9f-6cdb15e84bc7']",7,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:07.768,Pass,
,,,,,,,,,,,,,,,,,,1.23157,,,,,,,,,,,,,,a2b3b725-d58a-4735-9509-632c28b474b2,73,,,"[40.8, 80.0]",3893788,1,,,,,-0.2583782,,,,,,"[54.8, 76.3]",High Pass,,14.480677,Incomplete,Sinead Farrelly,389494.0,,,,,Throw-in,1,From Throw In,Heather Payne,16382.0,Right Wing Back,5,Republic of Ireland Women's,16768,"['0a340c71-2542-4495-998b-43ef6f1b3b1e', 'd9759a57-5aee-4529-8aa4-2712e5a241d5']",23,,,,,,,,,,,,,,,,Republic of Ireland Women's,16768,00:01:23.591,Pass,
,,,,,,,,,,,,,,,,,,0.333383,,,,,,,,,,,,,,ed788d68-a31f-47c6-9fdb-879f32df9b75,91,,,"[66.4, 76.8]",3893788,1,,,,,0.10827059,,Right Foot,,,,"[71.0, 77.3]",Low Pass,,4.6270943,Incomplete,Sinead Farrelly,389494.0,,,,,,1,From Throw In,Denise O'Sullivan,5084.0,Right Defensive Midfield,5,Republic of Ireland Women's,16768,"['08ca1734-2467-481b-adeb-6735546e1f60', '0e202c6c-7838-4169-bd3b-01c2dd6f70f4']",33,,,,,,,,,,,,,,,,Republic of Ireland Women's,16768,00:01:33.160,Pass,
,,,,,,,,,,,,,,,,,,1.027004,,,,,,,,,,,,,,4ffa25b3-681c-44a4-bbc5-597c8776dc39,94,,,"[68.3, 80.0]",3893788,1,,True,,,-0.20952286,,,,,,"[85.7, 76.3]",High Pass,,17.789042,Incomplete,Sinead Farrelly,389494.0,,,,,Throw-in,1,From Throw In,Heather Payne,16382.0,Right Wing Back,6,Republic of Ireland Women's,16768,"['4d20dea3-a830-429a-b7ee-a21410902470', 'b3eb11a9-04a1-4a20-bf01-3d4b6ae54efd']",50,,,,,,,,,,,,,,,,Republic of Ireland Women's,16768,00:01:50.228,Pass,
,,,,,,,,,,,,,,,,,,1.72878,,,,,,,,,,,,,,e6d81fd1-e31b-4d9c-a121-995b2853b5ae,98,,,"[83.5, 76.3]",3893788,1,,,,True,0.7853982,,,,,,"[87.2, 80.0]",Low Pass,,5.23259,Out,Kyra Carusa,142768.0,,,,,Recovery,1,From Throw In,Sinead Farrelly,389494.0,Right Wing,6,Republic of Ireland Women's,16768,"['6443d88a-b676-4d6e-b3fa-f4da466bfbb1', '85db9197-b7e2-4a61-aa6b-e76ae59fea56']",52,,,,,,,,,,,,,,,,Republic of Ireland Women's,16768,00:01:52.860,Pass,True
,,,,,,,,,,,,,,,,,,1.709509,,,,,,,,,,,,,,b9f4e8b1-01ab-413c-aeb8-d7e9d32669d0,100,,,"[37.8, 0.1]",3893788,1,,True,,,0.22946267,,,,,,"[51.5, 3.3]",High Pass,,14.06876,Incomplete,Caitlin Jade Foord,11338.0,,,,,Throw-in,1,From Throw In,Stephanie-Elise Catley,5000.0,Left Back,7,Australia Women's,1205,"['3b51a5f9-aaf2-46fa-91e1-0d84c4134f7f', 'c51f7d8f-cbec-427d-ba05-e8988768eea4']",59,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:59.185,Pass,
,,,,,,,,,,,,,,,,,,1.813739,,,,,,,,,,,,,,3b51a5f9-aaf2-46fa-91e1-0d84c4134f7f,102,,,"[68.6, 76.8]",3893788,2,,,,,-1.8292513,,Head,,,,"[64.0, 59.4]",High Pass,,17.997778,,Ruesha Littlejohn,35406.0,,,,,Interception,1,Regular Play,Heather Payne,16382.0,Right Wing Back,8,Republic of Ireland Women's,16768,"['b99f8b66-f33e-46db-9665-80d3c18621ec', 'b9f4e8b1-01ab-413c-aeb8-d7e9d32669d0']",0,,,,,,,,,,,,,,,,Republic of Ireland Women's,16768,00:02:00.894,Pass,
,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,a125a085-0f62-4275-b593-9b0216c40bc4,106,,,"[63.6, 56.7]",3893788,2,,,,,-1.8545904,,Right Foot,,,,"[62.9, 54.3]",Low Pass,,2.5,Unknown,,,,,,,,1,Regular Play,Ruesha Littlejohn,35406.0,Left Defensive Midfield,8,Republic of Ireland Women's,16768,,3,,,,,,,,,,,,,,,,Republic of Ireland Women's,16768,00:02:03.586,Pass,
,,,,,,,,,,,,,,,,,,2.033535,,,,,,,,,,,,,,394de687-df1c-4140-bcb0-2196cb2351b2,108,,,"[57.2, 53.9]",3893788,2,,,,,-1.7422237,,Right Foot,,,,"[50.5, 15.2]",Ground Pass,,39.275692,,Megan Connolly,23413.0,,,,,Free Kick,1,From Free Kick,Niamh Fahey,19777.0,Right Center Back,9,Republic of Ireland Women's,16768,['3a2a9174-7d52-45cb-b41f-7c08854d7d79'],26,,,,,,,,,,,,,,,,Republic of Ireland Women's,16768,00:02:26.720,Pass,
,,,,,,,,,,,,,,,,,,4.239818,,,,,,,,,,,,,,75da2e43-54c5-4758-87fa-52caa3ea5127,111,,,"[54.6, 15.0]",3893788,2,,,,,0.10746114,,Right Foot,,,,"[113.0, 21.3]",High Pass,,58.73883,Incomplete,Kyra Carusa,142768.0,,,,,,1,From Free Kick,Megan Connolly,23413.0,Left Center Back,9,Republic of Ireland Women's,16768,"['6d5f7f0b-b831-430b-9916-0727e20854ce', 'fe3a1477-2542-4e91-87a3-47454ecc8110']",31,,,,,,,,,,,,,,,,Republic of Ireland Women's,16768,00:02:31.627,Pass,
,,,,,,,,,,,,,,,,,,2.337177,,,,,,,,,,,,,,def252fe-ca08-41d0-8878-503b280610c1,115,,,"[5.0, 52.3]",3893788,2,,,,,-1.1586299,,Keeper Arm,,,,"[14.4, 30.8]",Ground Pass,,23.46508,,Alanna Stephanie Kennedy,5078.0,,,,,,1,Regular Play,Mackenzie Arnold,42787.0,Goalkeeper,10,Australia Women's,1205,['3f6ea4b2-338f-498d-a0f5-9706b969f5a0'],38,,,,,,,,,,,,,,,,Australia Women's,1205,00:02:38.324,Pass,
,,,,,,,,,,,,,,,,,,1.913986,,,,,,,,,,,,,,4989bb6d-6bd4-47fb-9074-ac4047dbe176,118,,,"[45.5, 16.8]",3893788,2,,,,,-0.59111464,,Right Foot,,,,"[67.7, 1.9]",Ground Pass,,26.73668,,Cortnee Brooke Vine,401634.0,,,,,,1,Regular Play,Alanna Stephanie Kennedy,5078.0,Left Center Back,10,Australia Women's,1205,['03a2e8d3-3adc-4f0e-a9b7-c4c0075aa827'],46,,,,,,,,,,,,,,,,Australia Women's,1205,00:02:46.215,Pass,
,,,,,,,,,,,,,,,,,,0.584459,,,,,,,,,,,,,,501dfd65-415c-49b7-bcbd-06c84e81fc3d,121,,,"[67.7, 1.9]",3893788,2,,,,,1.1223567,,Right Foot,,,,"[72.8, 12.5]",Ground Pass,,11.763078,,Mary Boio Fowler,35693.0,,,,,,1,Regular Play,Cortnee Brooke Vine,401634.0,Left Wing,10,Australia Women's,1205,['f23ac293-dfc6-4506-bdb6-42dab47a1fe4'],48,,,,,,,,,,,,,,,,Australia Women's,1205,00:02:48.169,Pass,
,,,,,,,,,,,,,,,,,,0.910009,,,,,,,,,,,,,,a3cb5d5f-2084-4807-bf57-d8ad505f275c,126,,,"[68.7, 7.7]",3893788,2,,,,,-2.8414214,,Right Foot,,,,"[56.1, 3.8]",Ground Pass,,13.189769,,Stephanie-Elise Catley,5000.0,,,,,,1,Regular Play,Mary Boio Fowler,35693.0,Center Attacking Midfield,10,Australia Women's,1205,"['153452da-8d9d-48ac-8603-c4e75f7f973f', 'b40b14dd-c034-4b51-868d-99b28f75ac76']",51,,,,,,,,,,,,,,,,Australia Women's,1205,00:02:51.977,Pass,True
,,,,,,,,,,,,,,,,,,1.019985,,,,,,,,,,,,,,672b05a4-9acd-41c5-83fe-4a080d0d44ba,130,,,"[59.2, 3.6]",3893788,2,,,,,2.9404044,,Left Foot,,,,"[44.0, 6.7]",Ground Pass,,15.5128975,,Alanna Stephanie Kennedy,5078.0,,,,,,1,Regular Play,Stephanie-Elise Catley,5000.0,Left Back,10,Australia Women's,1205,"['302cdff8-f2fa-4e27-857c-4d2c1666a801', '5fa3cad1-896c-486f-b07b-bbea84a5951f']",53,,,,,,,,,,,,,,,,Australia Women's,1205,00:02:53.686,Pass,True
,,,,,,,,,,,,,,,,,,3.511351,,,,,,,,,,,,,,f68adf7a-3a25-48f7-bc70-25ee315f07e6,133,,,"[40.2, 13.0]",3893788,2,,,,,1.5707964,,Right Foot,,,,"[40.2, 59.8]",Ground Pass,,46.8,,Clare Hunt,401635.0,,True,,,,1,Regular Play,Alanna Stephanie Kennedy,5078.0,Left Center Back,10,Australia Women's,1205,['03772d1d-588b-4998-b3ab-1772fcfae46f'],56,,,,,,,,,,,,,,,,Australia Women's,1205,00:02:56.430,Pass,
,,,,,,,,,,,,,,,,,,1.814218,,,,,,,,,,,,,,0071ebfd-9cac-497a-8320-3e3103d1783b,136,,,"[45.7, 57.9]",3893788,3,,,,,-1.6722432,,Right Foot,,,,"[44.0, 41.2]",Ground Pass,,16.786304,,Alanna Stephanie Kennedy,5078.0,,,,,,1,Regular Play,Clare Hunt,401635.0,Right Center Back,10,Australia Women's,1205,['ceb2d9ee-0945-443d-b95a-fd27d1f2f665'],2,,,,,,,,,,,,,,,,Australia Women's,1205,00:03:02.395,Pass,
