50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a27e7378-ee42-4831-965b-8538f172f662,1,,,,3893821,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Canada Women's,1206,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25785, 'name': 'Jayde Yuk Fun Riviere'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 15357, 'name': 'Kadeisha Buchanan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 30854, 'name': 'Vanessa Brigitte Gilles'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 15290, 'name': 'Ashley Elizabeth Marie Lawrence'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 10}, {'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 131645, 'name': 'Julia Angela Grosso'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 25612, 'name': 'Jessie Alexandra Fleming'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 26091, 'name': 'Jordyn Pamela Huitema'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Canada Women's,1206,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ec04bf07-ab42-4ae6-8231-3a62c250b0df,2,,,,3893821,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Canada Women's,1206,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Australia Women's,1205,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,21e8d837-e498-41a8-a0fb-5fa8066c15ea,3,,,,3893821,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Canada Women's,1206,['ef611016-7e9e-46a1-9025-4c72efa7829c'],0,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ef611016-7e9e-46a1-9025-4c72efa7829c,4,,,,3893821,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Canada Women's,1206,['21e8d837-e498-41a8-a0fb-5fa8066c15ea'],0,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e107e201-4dc3-4ca2-9278-30ecb48410cf,1924,,,,3893821,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,Canada Women's,1206,['c0740352-37c8-4838-9568-3005d5963cc8'],0,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c0740352-37c8-4838-9568-3005d5963cc8,1925,,,,3893821,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,Canada Women's,1206,['e107e201-4dc3-4ca2-9278-30ecb48410cf'],0,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.318516,,,,,,,,,,,,,578fa14d-679c-4c34-a88e-560098d0e6bd,5,,,"[61.0, 40.1]",3893821,0,,,,,3.1027772,,Right Foot,,,"[50.7, 40.5]",,Ground Pass,,10.307764,,,Katrina Gorry,4979.0,,,,,,Kick Off,1,From Kick Off,Kyra Lillee Cooney-Cross,131586.0,Left Defensive Midfield,2,Australia Women's,1205,['06739ff8-f255-44c2-abcc-3cf988c876b2'],0,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.546,Pass,
,,,,,,,,,,,,,,,,,,,1.297184,,,,,,,,,,,,,f9feebee-0f0e-42af-beeb-7557b9481279,8,,,"[50.5, 40.7]",3893821,0,,,,,2.775536,,Left Foot,,,"[38.5, 45.3]",,Ground Pass,,12.8514595,,,Clare Hunt,401635.0,,,,,,,1,From Kick Off,Katrina Gorry,4979.0,Right Defensive Midfield,2,Australia Women's,1205,['c1387a6d-8076-4682-b4a5-8031dcff93bc'],2,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:02.041,Pass,
,,,,,,,,,,,,,,,,,,,1.887217,,,,,,,,,,,,,0e75a5b2-e55b-4608-a595-13d61ef69fca,11,,,"[43.3, 45.3]",3893821,0,,,,,-0.3412676,,Right Foot,,,"[83.0, 31.2]",,High Pass,,42.129562,Incomplete,,Alanna Stephanie Kennedy,5078.0,,,,,,,1,From Kick Off,Clare Hunt,401635.0,Right Center Back,2,Australia Women's,1205,"['1aab89de-c185-4f77-8655-198c5d51df59', 'c5ebbebc-15e2-40b4-96a9-ad1b2f8f49ad']",5,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:05.024,Pass,
,,,,,,,,,,,,,,,,,,,1.271778,,,,,,,,,,,,,c5ebbebc-15e2-40b4-96a9-ad1b2f8f49ad,13,,,"[37.1, 48.9]",3893821,0,,,,,0.4933786,,Head,,,"[47.7, 54.6]",,Low Pass,,12.035364,,,Adriana Kristina Leon,8297.0,,,,,,Recovery,1,Regular Play,Rebecca Quinn,4951.0,Right Defensive Midfield,3,Canada Women's,1206,"['0e75a5b2-e55b-4608-a595-13d61ef69fca', '4ac4bffb-3eb9-483d-8348-de7e87aa8108']",6,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:06.911,Pass,
,,,,,,,,,,,,,,,,,,,0.57207,,,,,,,,,,,,,840897b6-e3b3-4e44-8f1d-097de242825c,16,,,"[48.1, 53.9]",3893821,0,,,,,-1.3467727,,Right Foot,,,"[49.9, 46.0]",,Low Pass,,8.1024685,,,Jessie Alexandra Fleming,25612.0,,,,,,,1,Regular Play,Adriana Kristina Leon,8297.0,Right Wing,3,Canada Women's,1206,['3f7b3621-8104-49a6-97b2-965c487eaa9a'],8,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:08.275,Pass,
,,,,,,,,,,,,,,,,,,,2.505135,,,,,,,,,,,,,16da1c35-5fa1-4fe0-be21-27cd839201fd,20,,,"[54.3, 44.1]",3893821,0,,,,,-0.822856,,Right Foot,,,"[78.7, 17.8]",,Ground Pass,,35.87548,Incomplete,,Jordyn Pamela Huitema,26091.0,,,,,,,1,Regular Play,Jessie Alexandra Fleming,25612.0,Center Attacking Midfield,3,Canada Women's,1206,"['5eeb2604-1c01-4857-b455-c6e9b08a0d80', 'd4aa222e-0672-4080-9b45-f36b1f2e629d']",10,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:10.060,Pass,
