50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e70fce3a-1c75-4c27-960f-09d04b9e9875,1,,,,3893818,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15443, 'name': 'Merle Frohms'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 9}, {'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 46999, 'name': 'Chantal Hagel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 25478, 'name': 'Lena Oberdorf'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 46987, 'name': 'Jule Brand'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Germany Women's,857,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1d44e3e0-7782-4bc5-84dc-8d7e4dea0b4d,2,,,,3893818,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 46344, 'name': 'Catalina Pérez Jaramillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 403283, 'name': 'Carolina Arias Vidal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 388473, 'name': 'Jorelyn Andrea Daniela Carabalí Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 403277, 'name': 'Daniela Alexandra Árias Rojas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 49945, 'name': 'Manuela Vanegas Cataño'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 49904, 'name': 'Lorena Bedoya Durango'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 403282, 'name': 'Daniela Montoya Quiróz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 49888, 'name': 'Lady Patricia Andrade Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 403278, 'name': 'María Catalina Usme Pineda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 386339, 'name': 'Linda Lizeth Caicedo Alegría'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 53188, 'name': 'Mayra Tatiana Ramírez Ramírez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Colombia Women's,16802,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2fe89fbd-0943-4dc5-9872-21eb256e0396,3,,,,3893818,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['eada052c-7df5-4841-84d5-2ad46dc34576'],0,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,eada052c-7df5-4841-84d5-2ad46dc34576,4,,,,3893818,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['2fe89fbd-0943-4dc5-9872-21eb256e0396'],0,,,,,,,,,,,,,,,,,Colombia Women's,16802,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a4be39a2-d539-4106-8c90-d497a68cf100,1828,,,,3893818,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Germany Women's,857,['45a6d3ca-bd33-4ca5-8ea0-b2ee7bbe4a75'],0,,,,,,,,,,,,,,,,,Colombia Women's,16802,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,45a6d3ca-bd33-4ca5-8ea0-b2ee7bbe4a75,1829,,,,3893818,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Germany Women's,857,['a4be39a2-d539-4106-8c90-d497a68cf100'],0,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.064068,,,,,,,,,,,,,,,d3e87b55-8c12-4bbc-8b51-05731146b3f3,5,,,"[61.0, 40.1]",3893818,0,,,,-2.9241552,,Right Foot,,,"[52.4, 38.2]",,High Pass,,8.807384,,,,Sara Däbritz,10263.0,,,,,,Kick Off,1,From Kick Off,Lina Magull,10259.0,Center Attacking Midfield,2,Germany Women's,857,['d2fd829c-c134-4528-8447-ac9018c4f861'],1,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:01.125,Pass,
,,,,,,,,,,,,,,,,,,3.566387,,,,,,,,,,,,,,,a6a2ea42-78a2-4a98-b7ac-bc3603906ac2,8,,,"[49.1, 38.2]",3893818,0,,,,2.5046542,,Left Foot,,,"[29.5, 52.7]",,Ground Pass,,24.380526,,,,Kathrin Julia Hendrich,10399.0,,,,,,,1,From Kick Off,Sara Däbritz,10263.0,Left Defensive Midfield,2,Germany Women's,857,['8669ca43-965d-4eae-a14f-5c79b015658f'],2,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:02.765,Pass,
,,,,,,,,,,,,,,,,,,2.458535,,,,,,,,,,,,,,,67815fe2-0955-4d97-9da1-9f682ef5e881,11,,,"[23.7, 57.6]",3893818,0,,,,0.3578794,,Right Foot,,,"[60.6, 71.4]",,High Pass,,39.396065,,,,Jule Brand,46987.0,,,,,,,1,From Kick Off,Kathrin Julia Hendrich,10399.0,Right Center Back,2,Germany Women's,857,['8c832b1f-2d9e-456f-8124-6f168de75b4f'],6,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:06.477,Pass,
,,,,,,,,,,,,,,,,,,2.058406,,,,,,,,,,,,,,,c013dde4-b3a5-4ede-a5a7-5ef75e740c7f,13,,,"[60.6, 71.4]",3893818,0,,,True,-0.50466937,,,,,"[71.1, 65.6]",,High Pass,,11.995416,,Incomplete,,Alexandra Popp,15178.0,,,,,,,1,From Kick Off,Jule Brand,46987.0,Right Wing,2,Germany Women's,857,"['4de496c0-8064-4449-b73c-4b81c8e63138', '970c185f-fac5-43f8-a3d1-7d4fd4a94029', 'f4a0c917-1ec7-4e59-ac1b-2ffbfbeb6caa']",8,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:08.935,Pass,True
