50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.857306,,,,,,,,,,,,,,cb90976e-738a-4790-83e3-c77d4cb05504,18,,,"[54.7, 9.0]",3893800,0,,,,,0.6179664,,Right Foot,,,,"[63.0, 14.9]",,Low Pass,,10.18332,,,,María Florencia Bonsegundo,25640.0,,,,,,1,From Kick Off,Estefanía Romina Banini Ruiz,4944.0,Center Attacking Midfield,2,Argentina Women's,1204,"['dfdbf79c-e749-4e52-b754-cd23ee5d7c0f', 'ed8baf3a-324f-4bed-bd9b-563a2546ce40']",11,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:11.316,Pass,True
,,,,,,,,,,,,,,,,2.361695,,,,,,,,,,,,,,cdbc246d-ab70-4284-80d6-812994527180,28,,,"[78.5, 14.9]",3893800,0,,,,,0.9255393,,Left Foot,,,,"[105.9, 51.3]",,High Pass,,45.56007,,,,Aldana Cometti,25634.0,,,,,Free Kick,1,From Free Kick,Eliana Noemí Stábile,25633.0,Left Back,3,Argentina Women's,1204,['2fa10764-4e27-456d-8164-bde6594e64e1'],46,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:46.967,Pass,
,,,,,,,,,,,,,,,,1.762021,,,,,,,,,,,,,,a25c36d0-6dbc-483c-a729-609f3b8df184,30,,,"[105.9, 51.1]",3893800,0,,,,,-1.4149281,3477a656-1aa6-4f0b-9945-1766ff7a55f2,Head,,,,"[108.1, 37.1]",,High Pass,,14.1718025,,,,Mariana Valeria Larroquette,25602.0,True,,,,,1,From Free Kick,Aldana Cometti,25634.0,Left Center Back,3,Argentina Women's,1204,['1bb2797a-21e7-4e0f-af47-be4d6ca8616e'],49,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:49.441,Pass,
,,,,,,,,,,,,,,,,2.268004,,,,,,,,,,,,,,53d9ca11-746b-42bb-a9e9-a807468fa8c3,36,,,"[6.0, 36.0]",3893800,1,,True,,,-0.5404195,,Right Foot,,,,"[44.0, 13.2]",,High Pass,,44.315235,,,,Chiara Beccari,135571.0,,,,,Goal Kick,1,From Goal Kick,Francesca Durante,32152.0,Goalkeeper,4,Italy Women's,855,['4f5dcf55-cf0f-4472-beea-73509f7ae0a8'],9,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:09.593,Pass,
,,,,,,,,,,,,,,,,1.146586,,,,,,,,,,,,,,f8b93211-4bcc-4c65-b321-64ae32e2e909,45,,,"[33.4, 2.2]",3893800,1,,,,,-3.1223643,,Right Foot,,,,"[23.0, 2.0]",,Ground Pass,,10.401923,,,,Lisa Boattin,25770.0,,,,,,1,From Goal Kick,Chiara Beccari,135571.0,Left Wing,4,Italy Women's,855,['0cbc03e1-43a2-4ee8-ac36-9f4fd1f01aba'],16,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:16.930,Pass,
,,,,,,,,,,,,,,,,1.738319,,,,,,,,,,,,,,b79d2a13-56ed-4455-b893-e883a9dec974,48,,,"[20.9, 4.1]",3893800,1,,,,,2.1930003,,Left Foot,,,,"[10.5, 18.6]",,Ground Pass,,17.844048,,,,Cecilia Salvai,10370.0,,,,,,1,From Goal Kick,Lisa Boattin,25770.0,Left Back,4,Italy Women's,855,['784eccd3-c9a8-4402-9cf5-cd9f2e7b6f56'],19,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:19.081,Pass,
,,,,,,,,,,,,,,,,2.007116,,,,,,,,,,,,,,30ee482d-05da-4c8b-b3e0-920cf3adfea6,52,,,"[9.0, 25.9]",3893800,1,,,,,1.9146022,,Right Foot,,,,"[3.2, 42.1]",,Ground Pass,,17.206976,,,,Francesca Durante,32152.0,,,,,,1,From Goal Kick,Cecilia Salvai,10370.0,Left Center Back,4,Italy Women's,855,"['7faf2ffd-467e-495a-8749-5c0d1a7b07f9', 'e3e40a9b-98c0-46a4-8b2e-9c1effead205']",22,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:22.362,Pass,True
,,,,,,,,,,,,,,,,1.439317,,,,,,,,,,,,,,81d1ce0a-9f34-45d8-9e43-0f93e794e070,56,,,"[4.0, 48.0]",3893800,1,,,,,0.86541563,,Right Foot,,,,"[23.5, 70.9]",,Ground Pass,,30.077566,,,,Lucia Di Guglielmo,46224.0,,,,,,1,From Goal Kick,Francesca Durante,32152.0,Goalkeeper,4,Italy Women's,855,['0e2feb93-b632-457b-946f-0474189716ec'],25,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:25.830,Pass,
,,,,,,,,,,,,,,,,0.496522,,,,,,,,,,,,,,96998fc4-082a-4f4f-9a99-9329776ef7d8,60,,,"[25.4, 68.9]",3893800,1,,,,,-0.99227214,,Right Foot,,,,"[28.6, 64.0]",,Ground Pass,,5.8523498,,,Incomplete,Giulia Dragoni,349028.0,,,,,,1,From Goal Kick,Lucia Di Guglielmo,46224.0,Right Back,4,Italy Women's,855,"['a04fb0a9-54b8-4556-9560-4d5785d36882', 'd6ef3d30-3e31-4373-9271-99e724ca25a4']",28,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:28.071,Pass,
,,,,,,,,,,,,,,,,1.313503,,,,,,,,,,,,,,62baf7fe-95db-4e27-b0f3-9e434b69db78,70,,,"[34.3, 60.9]",3893800,1,,,,,2.9934325,,Right Foot,,,,"[20.9, 62.9]",,Ground Pass,,13.548431,,,,Elena Linari,10208.0,,,,,Recovery,1,From Goal Kick,Manuela Giugliano,10228.0,Right Defensive Midfield,4,Italy Women's,855,['c6bbf0a6-e22c-498d-b48f-77ccdfae4b16'],32,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:32.684,Pass,
,,,,,,,,,,,,,,,,2.760291,,,,,,,,,,,,,,5443cebf-8603-4dff-b552-4beb7c0d5fb0,73,,,"[21.5, 62.0]",3893800,1,,,,,-1.5526636,,Right Foot,,,,"[22.2, 23.4]",,Ground Pass,,38.606346,,,,Cecilia Salvai,10370.0,,,,,,1,From Goal Kick,Elena Linari,10208.0,Right Center Back,4,Italy Women's,855,['1b5b9aac-055a-4464-a244-33e5bdfe3c0b'],35,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:35.385,Pass,
,,,,,,,,,,,,,,,,1.510837,,,,,,,,,,,,,,33086634-5731-48f2-a0ff-00dd890459c9,76,,,"[30.4, 19.9]",3893800,1,,,,,-0.6967423,,Right Foot,,,,"[50.0, 3.5]",,Ground Pass,,25.556213,,,,Lisa Boattin,25770.0,,,,,,1,From Goal Kick,Cecilia Salvai,10370.0,Left Center Back,4,Italy Women's,855,['2fbeb847-0d3b-4158-93c0-afb818b87597'],39,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:39.499,Pass,
,,,,,,,,,,,,,,,,0.925886,,,,,,,,,,,,,,f4ad3f7b-113c-4afb-9eea-052a2ab441b2,80,,,"[63.6, 0.9]",3893800,1,,,,,0.3851575,,Left Foot,,,,"[71.0, 3.9]",,Ground Pass,,7.984986,,,Incomplete,Chiara Beccari,135571.0,,,,,,1,From Goal Kick,Lisa Boattin,25770.0,Left Back,4,Italy Women's,855,"['b0d304a6-ca67-42fa-9a96-c71f58e09a54', 'c3573b61-220f-4f5b-ae76-c36ab9acd5a0', 'd3b27f59-2095-4945-bad2-bfd4e172d16e']",43,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:43.194,Pass,True
,,,,,,,,,,,,,,,,1.102569,,,,,,,,,,,,,,8f013fbe-e98e-4262-9b34-03448fb19753,83,,,"[56.7, 0.1]",3893800,1,,True,,,0.4751745,,,,,,"[70.5, 7.2]",,Low Pass,,15.519342,,,,Arianna Caruso,32162.0,,,,,Throw-in,1,From Throw In,Lisa Boattin,25770.0,Left Back,5,Italy Women's,855,['eb8135f0-a536-4788-8b8a-be361dec5fec'],57,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:57.982,Pass,
,,,,,,,,,,,,,,,,0.65414,,,,,,,,,,,,,,34b1bf23-99e6-42da-871a-a4785fdd71c6,85,,,"[73.1, 8.2]",3893800,1,,,,,0.25436807,,Right Foot,,,,"[83.1, 10.8]",,Ground Pass,,10.332473,,,Incomplete,Valentina Giacinti,25541.0,,,,,,1,From Throw In,Arianna Caruso,32162.0,Left Defensive Midfield,5,Italy Women's,855,"['649be4be-0eb4-44dc-845d-e3c16839d960', '74ce65b7-ca0d-4e83-98e1-f4e9c68a1725']",59,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:59.569,Pass,
,,,,,,,,,,,,,,,,1.031435,,,,,,,,,,,,,,03a6c7d8-b28d-4195-bd10-dbac95c88738,88,,,"[42.4, 74.4]",3893800,2,,,,,-3.0226598,,Right Foot,,,,"[26.5, 72.5]",,Ground Pass,,16.013119,,,,Sophie Wais Braun,370851.0,,,,,Recovery,1,From Throw In,Romina Stefania Núñez,402467.0,Right Wing,5,Italy Women's,855,['36370ef7-daf6-447f-8b91-d02a5c7bb6d8'],1,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:01.688,Pass,
,,,,,,,,,,,,,,,,1.199059,,,,,,,,,,,,,,c980b21d-943b-455e-8f92-2576c8a7d299,92,,,"[26.9, 75.5]",3893800,2,,,,,0.026813496,,Right Foot,,,,"[53.0, 76.2]",,Low Pass,,26.109385,,,Incomplete,Mariana Valeria Larroquette,25602.0,,,,,,1,From Throw In,Sophie Wais Braun,370851.0,Right Back,5,Italy Women's,855,"['328d43ef-7911-4511-8d9a-67ce60162d67', '9d3d83e1-8148-419e-a868-210701b8b169']",3,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:03.724,Pass,
,,,,,,,,,,,,,,,,2.12847,,,,,,,,,,,,,,bde1ea04-c070-4b3d-93ab-46d44117b8a9,96,,,"[68.4, 6.7]",3893800,2,,,,,2.3274817,,Left Foot,,,,"[49.8, 26.4]",,Ground Pass,,27.093357,,,,Elena Linari,10208.0,,,,,,1,From Throw In,Lisa Boattin,25770.0,Left Back,5,Italy Women's,855,['2a4bce74-ed4b-408e-a01e-666641b0a18a'],6,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:06.100,Pass,
,,,,,,,,,,,,,,,,1.929377,,,,,,,,,,,,,,989918b3-f1d9-48e9-8166-907dc92f81c8,99,,,"[52.0, 37.8]",3893800,2,,,,,1.3258177,,Right Foot,,,,"[57.4, 59.4]",,Ground Pass,,22.26477,,,,Lucia Di Guglielmo,46224.0,,,,,,1,From Throw In,Elena Linari,10208.0,Right Center Back,5,Italy Women's,855,['7d485d63-2c52-4145-8a7e-2e47ce25f90f'],9,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:09.828,Pass,
,,,,,,,,,,,,,,,,1.128433,,,,,,,,,,,,,,8b002b11-6093-4fa0-add3-779e6cc047a9,102,,,"[63.0, 61.8]",3893800,2,,,,,-2.1087406,,Right Foot,,,,"[55.9, 49.9]",,Ground Pass,,13.857128,,,,Elena Linari,10208.0,,,,,,1,From Throw In,Lucia Di Guglielmo,46224.0,Right Back,5,Italy Women's,855,['d77f16bd-547f-4893-b605-f2f26c8e745d'],13,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:13.922,Pass,
,,,,,,,,,,,,,,,,2.42458,,,,,,,,,,,,,,7b654413-029a-4ff9-86a9-548524fe2d20,105,,,"[57.1, 46.0]",3893800,2,,,,,-1.0838971,,Right Foot,,,,"[79.6, 3.5]",,High Pass,,48.08846,,,,Lisa Boattin,25770.0,,True,,,,1,From Throw In,Elena Linari,10208.0,Right Center Back,5,Italy Women's,855,['87606a74-01da-459f-86ae-694584a804d2'],16,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:16.476,Pass,
,,,,,,,,,,,,,,,,1.25684,,,,,,,,,,,,,,e3df48be-65ac-4d26-a7ed-91737eb8c7ed,109,,,"[93.0, 3.9]",3893800,2,,,,,2.6197584,,Left Foot,,,,"[85.0, 8.5]",,Ground Pass,,9.228217,,,,Arianna Caruso,32162.0,,,,,,1,From Throw In,Lisa Boattin,25770.0,Left Back,5,Italy Women's,855,"['2725c726-4719-4363-ac2c-d7eeb8ce2480', '85c90e61-a355-4f4e-b826-817d3af28a36']",23,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:23.607,Pass,True
,,,,,,,,,,,,,,,,2.361145,,,,,,,,,,,,,,b78aa3d5-3467-42ea-8b06-ebff59b09db9,112,,,"[85.4, 10.0]",3893800,2,,,,,0.9483694,,Right Foot,True,,,"[110.3, 44.7]",,High Pass,,42.709484,,,Incomplete,Barbara Bonansea,10211.0,,,,,,1,From Throw In,Arianna Caruso,32162.0,Left Defensive Midfield,5,Italy Women's,855,"['02d44aab-0c80-4af1-ad23-b193996981f9', '339be1fe-df0a-4adb-92f3-aa953971025f']",26,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:26.366,Pass,
,,,,,,,,,,,,,,,,1.816501,,,,,,,,,,,,,,cadc69b5-c546-4806-ac18-e8d2e8ce3670,115,,,"[120.0, 80.0]",3893800,3,,,,,-1.6501474,,Left Foot,,,,"[116.7, 38.5]",,High Pass,True,41.630997,,,Incomplete,Barbara Bonansea,10211.0,,True,Inswinging,,Corner,1,From Corner,Lisa Boattin,25770.0,Left Back,6,Italy Women's,855,"['7cf7520b-ffbb-4629-b265-e3dc069c7aa3', '7f728089-a2bf-4c32-a169-8753326bd503']",10,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:10.699,Pass,
,,,,,,,,,,,,,,,,1.374178,,,,,,,,,,,,,,b6097b26-1513-414a-9e07-3b827a51ea98,129,,,"[90.4, 53.2]",3893800,3,,,,,1.0751231,,Right Foot,,,,"[99.7, 70.4]",,Ground Pass,,19.55326,,,,Lisa Boattin,25770.0,,,,,,1,From Corner,Lucia Di Guglielmo,46224.0,Right Back,6,Italy Women's,855,['78d8a0ae-2c8a-4c8e-971d-9b9182d1300f'],19,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:19.818,Pass,
,,,,,,,,,,,,,,,,1.844362,,,,,,,,,,,,,,35911311-8620-4f98-82ea-7afb289481ec,132,,,"[98.4, 68.9]",3893800,3,,,,,-1.1933095,,Left Foot,True,,,"[112.0, 34.6]",,High Pass,,36.89783,,,Incomplete,Barbara Bonansea,10211.0,,,,,,1,From Corner,Lisa Boattin,25770.0,Left Back,6,Italy Women's,855,"['70625ac9-4f4a-423f-ba82-2f7adae27161', 'b113c84f-aeef-4c8d-a3ec-01fa817d1974']",22,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:22.151,Pass,
,,,,,,,,,,,,,,,,1.139815,,,,,,,,,,,,,,883934d6-59c4-4934-98e2-9afe1503aaaa,137,,,"[114.2, 80.0]",3893800,3,,,,,-1.6610851,,,,,,"[112.0, 55.7]",,High Pass,,24.399385,,,,Chiara Beccari,135571.0,,,,,Throw-in,1,From Throw In,Barbara Bonansea,10211.0,Right Wing,7,Italy Women's,855,['c10b00fe-aeb3-4eea-bb73-43a7f377958c'],42,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:42.553,Pass,
,,,,,,,,,,,,,,,,0.617051,,,,,,,,,,,,,,300ef63d-2cb0-4365-9b5f-baa4fbb7528f,141,,,"[111.8, 55.5]",3893800,3,,,,,2.9255078,,Right Foot,,,,"[107.7, 56.4]",,Low Pass,,4.1976185,,,,Valentina Giacinti,25541.0,,,,,,1,From Throw In,Chiara Beccari,135571.0,Left Wing,7,Italy Women's,855,['75dc9a3f-6d40-4f0c-83bd-45596b06dd47'],43,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:43.870,Pass,
,,,,,,,,,,,,,,,,1.386361,,,,,,,,,,,,,,25a1cd6f-d4f0-4e3d-bb7f-c4a47e58c8ad,149,,,"[113.5, 80.0]",3893800,4,,,,,-1.4329479,,,,,,"[115.9, 62.7]",,High Pass,,17.465681,,,Incomplete,Valentina Giacinti,25541.0,,,,,Throw-in,1,From Throw In,Barbara Bonansea,10211.0,Right Wing,8,Italy Women's,855,"['302c0100-f667-49ab-b7e4-c8b5f4637d32', '6442576c-1229-4dc6-8c1f-275ec9fb47e2']",3,,,,,,,,,,,,,,,,,Italy Women's,855,00:04:03.043,Pass,
,,,,,,,,,,,,,,,,0.315503,,,,,,,,,,,,,,6442576c-1229-4dc6-8c1f-275ec9fb47e2,151,,,"[4.2, 17.4]",3893800,4,,,,,-1.4288993,,Right Foot,,,,"[4.9, 12.5]",,Low Pass,,4.9497476,,,,Eliana Noemí Stábile,25633.0,,,,,Interception,1,Regular Play,Aldana Cometti,25634.0,Left Center Back,9,Argentina Women's,1204,"['25a1cd6f-d4f0-4e3d-bb7f-c4a47e58c8ad', 'c6c5bd14-15d1-4f3e-8473-fb2737f53cbb']",4,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:04:04.429,Pass,
,,,,,,,,,,,,,,,,1.447703,,,,,,,,,,,,,,43d7d0fd-8943-4670-b572-56320614e2f6,155,,,"[120.0, 80.0]",3893800,4,,,,,-1.611757,,Left Foot,,,,"[118.5, 43.4]",,High Pass,True,36.630726,,,Incomplete,Arianna Caruso,32162.0,,,Inswinging,,Corner,1,From Corner,Lisa Boattin,25770.0,Left Back,10,Italy Women's,855,"['51d5bf18-400e-4754-842d-ae84f0df92aa', 'f358e36a-dcc1-4ff5-851b-94c2d3123d86']",32,,,,,,,,,,,,,,,,,Italy Women's,855,00:04:32.100,Pass,
