50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.860767,,,,,,,,,,,,,3cbbf97e-f8c6-4423-ad21-4fc79a29c224,14,,,"[67.1, 28.0]",3893819,0,,,,,-0.31944108,,Right Foot,,,,"[80.1, 23.7]",,Low Pass,,13.6926985,,Incomplete,,So-Yun Ji,4647.0,,,,,,Recovery,1,From Kick Off,Hye-Ji Hong,34550.0,Center Back,2,Korea Republic Women's,1211,"['9cdebe81-ad3c-4aa5-9f4d-df7a6434ebeb', 'a2f1d135-c230-4b62-88b8-ecbcdb599d5b', 'cab5b350-69ce-4fb8-928e-9091ab53cf92', 'f858033d-724b-4dac-8d75-a45ea6e930d7']",9,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:09.315,Pass,True
,,,,,,,,,,,,,,,2.181122,,,,,,,,,,,,,9cdebe81-ad3c-4aa5-9f4d-df7a6434ebeb,16,,,"[40.0, 56.4]",3893819,0,,,,,0.4636476,,Other,,,,"[57.6, 65.2]",,High Pass,,19.677399,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Elodie Nakkach,31641.0,Right Defensive Midfield,2,Korea Republic Women's,1211,"['3cbbf97e-f8c6-4423-ad21-4fc79a29c224', '54636565-f9f2-4e13-b6b0-c102330ca62c']",10,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:00:10.176,Pass,
,,,,,,,,,,,,,,,0.832683,,,,,,,,,,,,,54636565-f9f2-4e13-b6b0-c102330ca62c,17,,,"[62.5, 14.9]",3893819,0,,,,,0.44344833,,Left Foot,,,,"[70.5, 18.7]",,Low Pass,,8.856636,,,,So-Yun Ji,4647.0,,,,,,Recovery,1,From Kick Off,Seo-Yeon Shim,403287.0,Left Center Back,2,Korea Republic Women's,1211,"['9cdebe81-ad3c-4aa5-9f4d-df7a6434ebeb', 'ff4268fe-a746-47c7-b9a3-c47dee951a74']",12,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:12.357,Pass,
,,,,,,,,,,,,,,,2.734017,,,,,,,,,,,,,2a04f139-66cc-44f5-98c5-e526d8079ab2,23,,,"[73.5, 14.7]",3893819,0,,,,,0.75394,,Right Foot,,,,"[103.0, 42.4]",,High Pass,,40.46653,,Incomplete,,So-Yun Ji,4647.0,,,,,,Free Kick,1,From Free Kick,Hye-Ji Hong,34550.0,Center Back,3,Korea Republic Women's,1211,"['e3c623c7-5a9f-4af5-8443-6a94e414c89c', 'eb73fab4-d34f-46e0-9054-bbac79e6bd13']",48,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:48.386,Pass,
,,,,,,,,,,,,,,,1.404152,,,,,,,,,,,,,df3fbc1e-8076-48df-802c-7bb9a72eb6a1,28,,,"[15.5, 40.5]",3893819,0,,,,,-1.0698853,,Left Foot,,,,"[25.3, 22.6]",,High Pass,,20.407106,,,,Fatima Zahra Tagnaout,402666.0,,,,,,Recovery,1,Regular Play,Ghizlane Chebbak,402663.0,Left Defensive Midfield,4,Morocco Women's,2391,['7e110bd2-6cf2-4d2a-90d0-9197158230b2'],52,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:00:52.182,Pass,
,,,,,,,,,,,,,,,1.573369,,,,,,,,,,,,,d3a2a269-1228-4f99-b960-d0a6d4ebbc94,32,,,"[25.7, 21.8]",3893819,0,,,,,-1.1832725,,Left Foot,,,,"[29.7, 12.0]",,Ground Pass,,10.584895,,,,Salma Amani,46564.0,,,,,,,1,Regular Play,Fatima Zahra Tagnaout,402666.0,Left Midfield,4,Morocco Women's,2391,"['61d187b4-cbb3-412c-b502-e62fee282256', 'b3428e6a-dc87-4bb1-a1a7-7bdc801ac4ec']",54,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:00:54.366,Pass,True
,,,,,,,,,,,,,,,0.465283,,,,,,,,,,,,,1e82ab99-e5c1-425d-8338-39fdbdc2d9a8,36,,,"[45.6, 7.8]",3893819,1,,,,,1.6207547,,Right Foot,,,,"[45.2, 15.8]",,Ground Pass,,8.009994,,,,Elodie Nakkach,31641.0,,,,,,,1,Regular Play,Salma Amani,46564.0,Center Attacking Midfield,4,Morocco Women's,2391,['2acd1c87-8b72-42b8-9100-57cf30ffa741'],0,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:01:00.014,Pass,
,,,,,,,,,,,,,,,2.879524,,,,,,,,,,,,,d201d9ee-352c-4333-94f3-bfd3b93a818a,39,,,"[45.6, 18.4]",3893819,1,,,,,-2.2549791,,Right Foot,,,,"[34.1, 4.3]",,Ground Pass,,18.195055,,,,Zineb Redouani,402665.0,,,,,,,1,Regular Play,Elodie Nakkach,31641.0,Right Defensive Midfield,4,Morocco Women's,2391,['73019002-6ccc-4067-8cf4-b5ceb7bac5aa'],0,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:01:00.762,Pass,
,,,,,,,,,,,,,,,0.932895,,,,,,,,,,,,,71c0bdb5-81f8-43b1-af89-39340140db73,42,,,"[32.5, 4.3]",3893819,1,,,,,1.3329604,,Right Foot,,,,"[34.9, 14.2]",,Ground Pass,,10.186756,,,,Elodie Nakkach,31641.0,,,,,,,1,Regular Play,Zineb Redouani,402665.0,Left Back,4,Morocco Women's,2391,['9919ead1-edd3-4b7a-abb3-8138c90c1a45'],5,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:01:05.112,Pass,
,,,,,,,,,,,,,,,2.336179,,,,,,,,,,,,,5c624ff2-7aa9-48c6-85a8-177b736cb0dd,45,,,"[39.4, 17.0]",3893819,1,,,,,1.6870104,,Right Foot,,,,"[34.1, 62.4]",,Ground Pass,,45.708313,,,,Nesryne El Chad,135153.0,,,True,,,,1,Regular Play,Elodie Nakkach,31641.0,Right Defensive Midfield,4,Morocco Women's,2391,['d3c1bfd0-a0cb-4ba7-88a6-05d998de8723'],9,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:01:09.644,Pass,
,,,,,,,,,,,,,,,1.891706,,,,,,,,,,,,,091ebb79-dfe8-4bce-990a-883c28056020,48,,,"[35.7, 65.8]",3893819,1,,,,,0.4230716,,Right Foot,,,,"[54.8, 74.4]",,Ground Pass,,20.946838,,,,Hanane Aït El Haj,402658.0,,,,,,,1,Regular Play,Nesryne El Chad,135153.0,Right Center Back,4,Morocco Women's,2391,['39651603-b50d-445c-b39a-c80af44a09f9'],12,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:01:12.181,Pass,
,,,,,,,,,,,,,,,0.762633,,,,,,,,,,,,,d6041d0d-9c80-44db-9c0c-43603b45e2fe,51,,,"[57.0, 74.0]",3893819,1,,,,,-0.13010205,,Right Foot,,,,"[67.7, 72.6]",,Ground Pass,,10.7912,,,,Sakina Ouzraoui Diki,402655.0,,,,,,,1,Regular Play,Hanane Aït El Haj,402658.0,Right Back,4,Morocco Women's,2391,['8a056c54-b38d-4ab0-9014-3ef18c48f460'],15,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:01:15.299,Pass,
,,,,,,,,,,,,,,,1.221302,,,,,,,,,,,,,a2ddf2c0-e2b0-4d5d-b0b3-7d93386d5ae4,55,,,"[66.7, 73.6]",3893819,1,,,,,-2.9889433,,Left Foot,,,,"[52.4, 71.4]",,Ground Pass,,14.468241,,,,Hanane Aït El Haj,402658.0,,,,,,,1,Regular Play,Sakina Ouzraoui Diki,402655.0,Right Midfield,4,Morocco Women's,2391,['626f3e26-5fb7-44bd-bc59-47fb51f12abb'],18,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:01:18.469,Pass,
,,,,,,,,,,,,,,,1.594035,,,,,,,,,,,,,c037d390-7c97-4a3f-b9d7-a82ea0470c26,58,,,"[52.6, 72.0]",3893819,1,,,,,-2.7928216,,Right Foot,,,,"[39.4, 67.2]",,Ground Pass,,14.04564,,,,Nesryne El Chad,135153.0,,,,,,,1,Regular Play,Hanane Aït El Haj,402658.0,Right Back,4,Morocco Women's,2391,['530103ad-ed3b-4a21-bcc7-16b37eeec13b'],19,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:01:19.994,Pass,
,,,,,,,,,,,,,,,1.626486,,,,,,,,,,,,,67ac606e-0a61-4976-9702-88639b31d2b8,61,,,"[39.4, 66.0]",3893819,1,,,,,0.54455173,,Right Foot,,,,"[53.6, 74.6]",,Ground Pass,,16.601204,,,,Hanane Aït El Haj,402658.0,,,,,,,1,Regular Play,Nesryne El Chad,135153.0,Right Center Back,4,Morocco Women's,2391,['a1ef4bff-e892-4d0c-822b-4e0e2b0f8f9e'],22,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:01:22.341,Pass,
,,,,,,,,,,,,,,,3.508785,,,,,,,,,,,,,8e2f9019-040d-4868-a8a9-2327b40863b8,64,,,"[61.6, 73.2]",3893819,1,,,,,-0.47055,,Right Foot,,,,"[107.8, 49.7]",,High Pass,,51.83329,,Incomplete,,Ibtissam Jraïdi,402661.0,,,,,,,1,Regular Play,Hanane Aït El Haj,402658.0,Right Back,4,Morocco Women's,2391,"['08f008c2-eac2-4fb5-ae26-626b28dda19c', '6c2d56e2-3cb3-41c4-9655-29e81b8a291e']",25,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:01:25.085,Pass,
,,,,,,,,,,,,,,,3.112404,,,,,,,,,,,,,ca45e887-febb-41c2-a215-4c4c5c1d1c73,68,,,"[14.1, 26.1]",3893819,1,,True,,,-0.4266275,,Keeper Arm,,,,"[31.7, 18.1]",,Ground Pass,,19.332874,,,,Seo-Yeon Shim,403287.0,,,,,,,1,From Keeper,Jung-Mi Kim,403284.0,Goalkeeper,5,Korea Republic Women's,1211,['45c57c1c-a15e-4c01-8be3-856355ed1e3b'],36,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:36.777,Pass,
,,,,,,,,,,,,,,,0.50068,,,,,,,,,,,,,585e3350-ec41-461e-b4c7-3529001c9713,71,,,"[51.2, 8.3]",3893819,1,,,,,0.16977827,,Left Foot,,,,"[58.2, 9.5]",,Ground Pass,,7.1021123,,Incomplete,,Sel-Gi Jang,25447.0,,,,,,,1,From Keeper,Seo-Yeon Shim,403287.0,Left Center Back,5,Korea Republic Women's,1211,"['2956fe4a-a73a-4bdd-b6ce-83e58f463e56', '3c53abf5-1985-4d46-abba-689512f62cfb', '75be50ab-5035-4f0c-9acf-cf7a0481568c']",43,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:43.506,Pass,True
,,,,,,,,,,,,,,,1.099246,,,,,,,,,,,,,3a5f6eb2-e720-41c3-97ee-1dd6e416cf77,76,,,"[63.5, 11.1]",3893819,1,,,,,-0.32175055,,Right Foot,,,,"[77.3, 6.5]",,Low Pass,,14.546477,,,,Sel-Gi Jang,25447.0,,,,,,,1,From Keeper,So-Yun Ji,4647.0,Center Defensive Midfield,5,Korea Republic Women's,1211,['a1872dbd-9ef3-43ab-882a-7c1641442249'],45,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:45.416,Pass,
,,,,,,,,,,,,,,,3.600344,,,,,,,,,,,,,71544dd6-3e82-4ea2-a35e-865fde96cfa4,80,,,"[80.1, 4.5]",3893819,1,,,,,0.4196187,,Left Foot,,,,"[120.0, 22.3]",,Ground Pass,,43.690388,,Out,,So-Hyun Cho,22798.0,,,,,,,1,From Keeper,Sel-Gi Jang,25447.0,Left Wing Back,5,Korea Republic Women's,1211,"['2f7e1b62-785c-4363-b833-46cab3593ea3', 'f8653929-f797-48a1-9731-22aaa55206bf']",48,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:48.292,Pass,True
,,,,,,,,,,,,,,,2.823052,,,,,,,,,,,,,b5d92702-284f-45c8-aed2-f12fb28c1f67,82,,,"[6.0, 44.0]",3893819,2,,,,,0.13712382,,Right Foot,,,,"[64.7, 52.1]",,High Pass,,59.25622,,Incomplete,,Salma Amani,46564.0,,,,,,Goal Kick,1,From Goal Kick,Khadija Er-Rmichi,402656.0,Goalkeeper,6,Morocco Women's,2391,"['412f935c-c789-46a8-8def-ed7bae991194', '690f5a8a-6510-4bb9-b27b-183b093460a9']",19,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:02:19.365,Pass,
,,,,,,,,,,,,,,,1.47905,,,,,,,,,,,,,412f935c-c789-46a8-8def-ed7bae991194,85,,,"[55.4, 28.0]",3893819,2,,,,True,-0.24378392,,,,,,"[75.1, 23.1]",,High Pass,,20.300247,,,,Eun-Sun Park,403289.0,,,,,,Recovery,1,Regular Play,Geum-Min Lee,25453.0,Right Center Midfield,7,Korea Republic Women's,1211,"['4d61216f-4fcb-4f61-b503-d06240afcfc7', 'b5d92702-284f-45c8-aed2-f12fb28c1f67', 'd22cf13d-e8b6-467c-bc05-4d4a388bf483']",22,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:22.188,Pass,True
,,,,,,,,,,,,,,,1.24701,,,,,,,,,,,,,c7d6ac61-efe9-414d-b2ec-46a225cbe116,87,,,"[75.5, 22.9]",3893819,2,,,,,-2.4911711,,Head,,,,"[66.3, 15.9]",,Low Pass,,11.560277,,,,So-Hyun Cho,22798.0,,,,,,,1,Regular Play,Eun-Sun Park,403289.0,Left Center Forward,7,Korea Republic Women's,1211,['8f5da7a8-d67b-40af-a0bd-ed983eef4089'],23,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:23.667,Pass,
,,,,,,,,,,,,,,,1.332419,,,,,,,,,,,,,737f4e48-e31e-44e8-a8e2-9630d0724cd0,90,,,"[71.7, 13.5]",3893819,2,,,,,0.5966604,,Left Foot,,,,"[87.6, 24.3]",,High Pass,,19.221083,,Incomplete,,,,,,,,,,1,Regular Play,So-Hyun Cho,22798.0,Left Center Midfield,7,Korea Republic Women's,1211,['79017be0-2be9-4cac-a23e-9f45791fc052'],25,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:25.811,Pass,
,,,,,,,,,,,,,,,1.394287,,,,,,,,,,,,,79017be0-2be9-4cac-a23e-9f45791fc052,91,,,"[32.5, 55.8]",3893819,2,,,,,-0.14382756,,Right Foot,,,,"[47.0, 53.7]",,Ground Pass,,14.651279,,,,Salma Amani,46564.0,,,,,,Recovery,1,Regular Play,Nesryne El Chad,135153.0,Right Center Back,8,Morocco Women's,2391,"['737f4e48-e31e-44e8-a8e2-9630d0724cd0', 'bfc8e7b2-ac6d-480e-9327-58c50440ba7b']",27,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:02:27.144,Pass,
,,,,,,,,,,,,,,,3.639391,,,,,,,,,,,,,57b6d66d-c34a-4488-a8d8-f20e14d9bc49,94,,,"[45.4, 33.9]",3893819,2,,,,,-1.0219736,,Right Foot,,,,"[63.5, 4.3]",,Ground Pass,,34.69539,,,,Zineb Redouani,402665.0,,,,,,,1,Regular Play,Salma Amani,46564.0,Center Attacking Midfield,8,Morocco Women's,2391,['c2ac3c7f-9e48-4fee-9387-060583ad74bf'],31,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:02:31.917,Pass,
,,,,,,,,,,,,,,,1.126716,,,,,,,,,,,,,7de40283-790d-4b51-9747-b341bf847524,97,,,"[64.3, 4.5]",3893819,2,,,,,-0.043927766,,Right Foot,,,,"[82.5, 3.7]",,Ground Pass,,18.217573,,,,Fatima Zahra Tagnaout,402666.0,,,,,,,1,Regular Play,Zineb Redouani,402665.0,Left Back,8,Morocco Women's,2391,['19554a8d-ea72-4405-932c-41110b652abe'],36,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:02:36.257,Pass,
,,,,,,,,,,,,,,,2.917917,,,,,,,,,,,,,b3bd57cf-07d5-4de2-872b-12f7b3da6a5c,100,,,"[80.9, 4.3]",3893819,2,,,,,-0.016192917,,Left Foot,,,,"[105.6, 3.9]",,Ground Pass,,24.70324,,,,Ghizlane Chebbak,402663.0,,,,,,,1,Regular Play,Fatima Zahra Tagnaout,402666.0,Left Midfield,8,Morocco Women's,2391,['69df5b23-120e-489d-ac57-f9a42a006ef8'],38,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:02:38.359,Pass,
,,,,,,,,,,,,,,,1.551765,,,,,,,,,,,,,bae9cc4c-af69-4ec2-b662-301649d0ba87,104,,,"[114.3, 4.1]",3893819,2,,,,,2.071617,,Right Foot,,,,"[109.1, 13.6]",,Low Pass,,10.83005,,,,Fatima Zahra Tagnaout,402666.0,,,,,,,1,Regular Play,Ghizlane Chebbak,402663.0,Left Defensive Midfield,8,Morocco Women's,2391,['4945c0bc-d3b3-43d5-a6fc-0dca64ea3207'],45,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:02:45.234,Pass,
,,,,,,,,,,,,,,,2.061001,,,,,,,,,,,,,b22284d0-5666-484f-ba49-89418cd4cac9,111,,,"[5.4, 54.1]",3893819,2,,,,,-0.25391424,,Left Foot,,,,"[34.3, 46.6]",,High Pass,,29.857327,,Incomplete,,,,,,,,,,1,Regular Play,Hyo-Joo Choo,403286.0,Right Wing Back,8,Morocco Women's,2391,"['4f205cf9-57a7-44eb-93e4-f9fbb691fe93', '67aec63a-8e60-4c5b-9761-998a9f73f3a5']",49,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:49.324,Pass,True
