50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.701699,,,,,,,,,,,,,76264340-850b-4e3f-bdff-083bfb3e79b4,1225,,,"[55.5, 36.1]",3893812,37,,,,,-0.5989113,,Head,,,"[68.1, 27.5]",,Low Pass,,15.255163,,,Flavia Lorena Benítez,25615.0,,,,,,Recovery,1,From Throw In,Aldana Cometti,25634.0,Left Center Back,75,Argentina Women's,1204,"['0cbceff4-0a51-4655-8276-294f72058f5f', 'b7f60bdc-fa3a-49ae-ba55-5095639735ab']",15,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:37:15.867,Pass,
,,,,,,,,,,,,,,,,,1.62035,,,,,,,,,,,,,e14515c6-cb6c-4fc0-8d98-b8638057c34d,1228,,,"[58.0, 25.8]",3893812,37,,,,,1.8561257,,Right Foot,,,"[51.4, 48.3]",,Ground Pass,,23.448029,,,Miriam Anahí Mayorga,25617.0,,,,,,,1,From Throw In,Flavia Lorena Benítez,25615.0,Left Defensive Midfield,75,Argentina Women's,1204,['855efd42-59a9-4ae8-bf75-5579b04ca952'],18,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:37:18.823,Pass,
,,,,,,,,,,,,,,,,,0.80313,,,,,,,,,,,,,a4f9722e-2df1-40d9-9e72-58ef99c7ca23,1231,,,"[74.9, 51.7]",3893812,37,,,,,0.12345652,,Right Foot,,,"[88.6, 53.4]",,Ground Pass,,13.805072,,,Mariana Valeria Larroquette,25602.0,,,,,,,1,From Throw In,Miriam Anahí Mayorga,25617.0,Right Center Back,75,Argentina Women's,1204,['8cb2a8bc-263d-46b4-8889-07071152f4e9'],24,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:37:24.656,Pass,
,,,,,,,,,,,,,,,,,2.892304,,,,,,,,,,,,,1a2fa4d7-fa31-4f01-a425-33b255e92514,1236,,,"[24.4, 23.9]",3893812,37,,,,,0.057862166,,Right Foot,,True,"[57.2, 25.8]",,Low Pass,,32.854984,,,Thembi Kgatlana,5052.0,,,,,,Recovery,1,Regular Play,Karabo Dhlamini,402118.0,Left Back,76,South Africa Women's,1216,['76070f8e-a400-4394-84b5-04fe0dd52f20'],26,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:37:26.662,Pass,
,,,,,,,,,,,,,,,,,1.234128,,,,,,,,,,,,,6172119e-1456-4fdc-883a-e6c03f9a3bba,1245,,,"[70.8, 0.1]",3893812,37,,True,,,1.6247978,,,,,"[70.0, 14.9]",,Low Pass,,14.821606,,,Linda Maserame Motlhalo,5053.0,,,,,,Throw-in,1,From Throw In,Karabo Dhlamini,402118.0,Left Back,77,South Africa Women's,1216,['afcfe94d-3979-4214-bbba-4e41be41d808'],48,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:37:48.194,Pass,
,,,,,,,,,,,,,,,,,1.380817,,,,,,,,,,,,,2007064f-fc7a-479f-8b1f-b14abf522b4b,1247,,,"[70.0, 15.8]",3893812,37,,,,,2.7300153,,Right Foot,,,"[57.4, 21.3]",,Ground Pass,,13.748091,,,Bongeka Gamede,402119.0,,,,,,,1,From Throw In,Linda Maserame Motlhalo,5053.0,Left Defensive Midfield,77,South Africa Women's,1216,['68f813c3-cb55-4ae0-8db2-47ee3cabc7c6'],50,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:37:50.449,Pass,
,,,,,,,,,,,,,,,,,1.29168,,,,,,,,,,,,,cf81529f-b2da-482b-9c85-19c750f0f40a,1250,,,"[55.7, 22.2]",3893812,37,,,,,2.0320742,,Left Foot,,,"[47.3, 39.1]",,Ground Pass,,18.872467,,,Bambanani Nolufefe Mbane,25747.0,,,,,,,1,From Throw In,Bongeka Gamede,402119.0,Left Center Back,77,South Africa Women's,1216,['1ca757fc-ff45-437a-807f-f1f8744741e9'],52,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:37:52.826,Pass,
,,,,,,,,,,,,,,,,,1.002045,,,,,,,,,,,,,399fe2ad-1454-4b99-b1f3-2b447b00494c,1253,,,"[53.3, 43.8]",3893812,37,,,,,-0.57516223,,Right Foot,,,"[67.8, 34.4]",,Ground Pass,,17.280336,,,Linda Maserame Motlhalo,5053.0,,,,,,,1,From Throw In,Bambanani Nolufefe Mbane,25747.0,Right Center Back,77,South Africa Women's,1216,['e59a8f58-fed6-4881-9bfa-98a614d73171'],55,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:37:55.789,Pass,
,,,,,,,,,,,,,,,,,1.489768,,,,,,,,,,,,,b7439414-d7ca-4c30-9851-ebe783e64c83,1256,,,"[68.1, 30.1]",3893812,37,,,,,-1.8482953,,Right Foot,,,"[63.4, 13.6]",,Ground Pass,,17.15634,,,Karabo Dhlamini,402118.0,,,,,,,1,From Throw In,Linda Maserame Motlhalo,5053.0,Left Defensive Midfield,77,South Africa Women's,1216,['b39ff95b-5161-4b4c-9508-5bfe0e8ae309'],58,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:37:58.471,Pass,
,,,,,,,,,,,,,,,,,1.009236,,,,,,,,,,,,,3eb412ff-8121-437c-9f0d-0d4d1b3bceba,1260,,,"[70.6, 9.2]",3893812,38,,,,,-0.31613263,,Left Foot,,,"[81.3, 5.7]",,Ground Pass,,11.257886,,,Hildah Tholakele Magaia,402126.0,,,,,,,1,From Throw In,Karabo Dhlamini,402118.0,Left Back,77,South Africa Women's,1216,['e4542e04-0c6f-453a-93a4-4381bf4d4960'],4,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:38:04.012,Pass,
,,,,,,,,,,,,,,,,,3.701446,,,,,,,,,,,,,5044eacd-ace2-4d84-9b4d-bfed89defc55,1265,,,"[71.1, 6.8]",3893812,38,,,,,0.08352614,,Left Foot,,,"[114.1, 10.4]",,High Pass,,43.150436,,,Hildah Tholakele Magaia,402126.0,,,,,,Recovery,1,From Throw In,Karabo Dhlamini,402118.0,Left Back,77,South Africa Women's,1216,['41e95f7b-87e5-4faa-a8c2-2e051a61dd64'],7,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:38:07.612,Pass,
,,,,,,,,,,,,,,,,,2.016851,,,,,,,,,,,,,9f25618c-2280-4549-b94c-0da1710c5c47,1268,,,"[112.8, 13.2]",3893812,38,,,,,1.6016235,,Left Foot,True,,"[112.1, 35.9]",,Low Pass,,22.71079,,,Jermaine Seoposenwe,25511.0,,,,,,,1,From Throw In,Hildah Tholakele Magaia,402126.0,Left Wing,77,South Africa Women's,1216,['28a40543-e2a1-428c-8d9a-13bae5f21d83'],11,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:38:11.334,Pass,
,,,,,,,,,,,,,,,,,2.421268,,,,,,,,,,,,,c416edae-99e7-4f3c-980f-a17b060f3fe7,1275,,,"[13.1, 41.2]",3893812,38,,,,,-1.0929265,,Drop Kick,,,"[31.9, 4.9]",,High Pass,,40.879456,,,Eliana Noemí Stábile,25633.0,,,,,,,1,From Throw In,Vanina Noemí Correa,25611.0,Goalkeeper,77,South Africa Women's,1216,['572048f7-e5fe-48d5-a4e2-78171f0c4b13'],16,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:38:16.813,Pass,
,,,,,,,,,,,,,,,,,1.620356,,,,,,,,,,,,,e3a67434-b7ca-4ec1-8be9-44523a774359,1283,,,"[50.9, 62.4]",3893812,38,,,,,-0.22789848,,Right Foot,,,"[84.1, 54.7]",,Low Pass,,34.081226,,Incomplete,Thembi Kgatlana,5052.0,,,,,,,1,From Throw In,Kholosa Biyana,25521.0,Right Defensive Midfield,77,South Africa Women's,1216,"['3905be48-d6b7-44d4-b6f1-8caa2c3ae8db', 'e8e3e5c1-cd26-44c8-a86a-f7d88e8eef49']",31,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:38:31.057,Pass,
,,,,,,,,,,,,,,,,,1.917768,,,,,,,,,,,,,3905be48-d6b7-44d4-b6f1-8caa2c3ae8db,1285,,,"[36.0, 25.4]",3893812,38,,,,,-0.8209563,,Right Foot,,,"[48.2, 12.3]",,Low Pass,,17.901117,,,Estefanía Romina Banini Ruiz,4944.0,,,,,,Recovery,1,From Throw In,Aldana Cometti,25634.0,Left Center Back,77,South Africa Women's,1216,"['c82376aa-2614-4764-be4d-c7c0432604cf', 'e3a67434-b7ca-4ec1-8be9-44523a774359']",32,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:38:32.678,Pass,
,,,,,,,,,,,,,,,,,2.864852,,,,,,,,,,,,,7b643ba3-0b1d-4d92-a866-8244e8c967dd,1292,,,"[49.9, 8.9]",3893812,39,,,,,0.58258504,,Right Foot,,,"[101.2, 42.7]",,High Pass,,61.43395,,,Paulina Gramaglia,273315.0,,,,,,Free Kick,1,From Free Kick,Aldana Cometti,25634.0,Left Center Back,78,Argentina Women's,1204,['314d19e2-80b0-4197-a436-6936205b1331'],29,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:39:29.043,Pass,
,,,,,,,,,,,,,,,,,1.597354,,,,,,,,,,,,,6ea90b63-1be5-4665-af88-472b32cf8be6,1294,,,"[101.2, 42.9]",3893812,39,,,,True,0.07958614,,,,,"[117.5, 44.2]",,High Pass,,16.351759,,Incomplete,Mariana Valeria Larroquette,25602.0,,,,,,,1,From Free Kick,Paulina Gramaglia,273315.0,Right Wing,78,Argentina Women's,1204,"['0fd47aee-65cf-47cb-8402-ba603c96015d', '768c369a-0a01-4f4f-b214-21752d65c1fe', 'ad38f078-45a3-4242-b565-6dc2c0137589']",31,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:39:31.948,Pass,True
,,,,,,,,,,,,,,,,,3.21267,,,,,,,,,,,,,ed96a9cf-4cec-469e-8192-9c4df038a5bf,1300,,,"[15.2, 38.2]",3893812,39,,,,,-0.09123876,,Drop Kick,,,"[77.5, 32.5]",,High Pass,,62.56021,,Incomplete,Jermaine Seoposenwe,25511.0,,,,,,,1,Regular Play,Kaylin Swart,25746.0,Goalkeeper,79,South Africa Women's,1216,"['2bf16c5c-81dd-4e7d-b4a0-25398bd30de0', '88562ac7-8355-4688-a2c8-5e584f97bdac']",46,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:39:46.344,Pass,
,,,,,,,,,,,,,,,,,3.325792,,,,,,,,,,,,,2bf16c5c-81dd-4e7d-b4a0-25398bd30de0,1303,,,"[42.6, 47.6]",3893812,39,,,,True,-1.4174639,,,,,"[46.0, 25.6]",,High Pass,,22.261177,,Incomplete,,,,,,,,Recovery,1,Regular Play,Miriam Anahí Mayorga,25617.0,Right Center Back,79,South Africa Women's,1216,"['2e5ff27f-7490-459c-84e9-8e8f7607ab60', '7d4f8b49-7aff-44a0-b069-cf8ca16796f2', 'ed96a9cf-4cec-469e-8192-9c4df038a5bf']",49,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:39:49.557,Pass,True
,,,,,,,,,,,,,,,,,1.400568,,,,,,,,,,,,,2e5ff27f-7490-459c-84e9-8e8f7607ab60,1304,,,"[74.1, 54.5]",3893812,39,,,,,-2.1045046,,Head,,,"[68.9, 45.7]",,High Pass,,10.221546,,Incomplete,Linda Maserame Motlhalo,5053.0,,,,,,Recovery,1,Regular Play,Noxolo Cesane,316798.0,Right Wing,79,South Africa Women's,1216,"['2bf16c5c-81dd-4e7d-b4a0-25398bd30de0', 'a314404c-17df-4fc3-be32-5966964915e4', 'de88d070-6875-4444-93a1-fb9726a60e6b']",52,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:39:52.883,Pass,
,,,,,,,,,,,,,,,,,2.264588,,,,,,,,,,,,,1535336e-197e-440c-a235-480ea2b39d09,1308,,,"[63.8, 44.0]",3893812,39,,,,,-2.2860756,,Right Foot,,,"[49.9, 28.0]",,Low Pass,,21.194574,,,Karabo Dhlamini,402118.0,,,,,,Recovery,1,Regular Play,Kholosa Biyana,25521.0,Right Defensive Midfield,79,South Africa Women's,1216,['e5245228-42b4-4e03-a282-fcc57d575a65'],55,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:39:55.918,Pass,
,,,,,,,,,,,,,,,,,1.26371,,,,,,,,,,,,,7c3fc067-bfe1-4ef8-9110-658693239e21,1311,,,"[51.4, 26.9]",3893812,39,,,,,-0.35595775,,Right Foot,,,"[67.0, 21.1]",,Ground Pass,,16.643316,,,Hildah Tholakele Magaia,402126.0,,,,,,,1,Regular Play,Karabo Dhlamini,402118.0,Left Back,79,South Africa Women's,1216,"['50519de4-2136-418e-8fc6-9f962f2bfa14', 'f6827830-0ec8-4ca2-9558-0ddee835a22b']",58,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:39:58.182,Pass,True
,,,,,,,,,,,,,,,,,0.905404,,,,,,,,,,,,,6c3cda03-5200-4df5-b8b4-19fdccf3cc2f,1318,,,"[51.6, 57.7]",3893812,40,,,,,-1.0636978,,Left Foot,,,"[56.1, 49.6]",,Ground Pass,,9.2660675,,,Daiana Micaela Falfán,402461.0,,,,,,,1,Regular Play,Sophie Wais Braun,370851.0,Right Back,79,South Africa Women's,1216,['60ee92a9-579c-4fa8-83bb-f031bbef3f95'],0,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:40:00.917,Pass,
,,,,,,,,,,,,,,,,,2.929275,,,,,,,,,,,,,05918942-5c6f-4326-9ff9-4b1eab249a8e,1321,,,"[55.5, 50.0]",3893812,40,,,,,1.218443,,Right Foot,,,"[66.2, 79.1]",,Ground Pass,,31.004839,,Out,Paulina Gramaglia,273315.0,,,,,,,1,Regular Play,Daiana Micaela Falfán,402461.0,Right Defensive Midfield,79,South Africa Women's,1216,['8c4ba704-e8d3-4f07-8bba-136a3911a6a5'],2,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:40:02.072,Pass,
,,,,,,,,,,,,,,,,,1.526854,,,,,,,,,,,,,c63ad846-e5db-4bb5-9b57-46e16f9d61cc,1323,,,"[58.0, 0.1]",3893812,40,,,,,0.34639347,,,,,"[74.9, 6.2]",,High Pass,,17.967192,,,Jermaine Seoposenwe,25511.0,,,,,,Throw-in,1,From Throw In,Karabo Dhlamini,402118.0,Left Back,80,South Africa Women's,1216,['50dfee41-0f69-433c-9394-c05a4e90c4cf'],12,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:40:12.305,Pass,
,,,,,,,,,,,,,,,,,0.45367,,,,,,,,,,,,,486ba262-0d68-47b1-aac9-464f2d533197,1326,,,"[75.3, 6.2]",3893812,40,,,,True,-1.6447353,,,,,"[74.9, 0.8]",,High Pass,,5.4147944,,Out,,,,,,,,,1,From Throw In,Jermaine Seoposenwe,25511.0,Center Attacking Midfield,80,South Africa Women's,1216,['7af9efd3-8228-48dc-9985-72aa485e0182'],13,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:40:13.832,Pass,True
,,,,,,,,,,,,,,,,,1.891372,,,,,,,,,,,,,b607e5e8-5125-4129-a369-07a1bee992f9,1327,,,"[52.0, 80.0]",3893812,40,,,,,-0.20374468,,,,,"[76.2, 75.0]",,High Pass,,24.71113,,,Paulina Gramaglia,273315.0,,,,,,Throw-in,1,From Throw In,Sophie Wais Braun,370851.0,Right Back,81,Argentina Women's,1204,['a89b120f-734f-4995-83f6-af7d86b2d1ca'],22,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:40:22.855,Pass,
,,,,,,,,,,,,,,,,,0.854174,,,,,,,,,,,,,38a2bba9-973c-42c5-83ce-c83897527ca3,1344,,,"[64.0, 70.3]",3893812,40,,,,,2.9127939,,Right Foot,,,"[56.7, 72.0]",,Ground Pass,,7.495332,,,Miriam Anahí Mayorga,25617.0,,,,,,Recovery,1,From Throw In,Paulina Gramaglia,273315.0,Right Wing,81,Argentina Women's,1204,"['0a1acf6f-1e55-46fc-8ffc-78c5361fc224', '35acb619-bebe-48ac-8663-6c739741d4c0']",31,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:40:31.408,Pass,True
,,,,,,,,,,,,,,,,,0.557407,,,,,,,,,,,,,8101457a-0cc5-4cd2-a15f-30c1e43b63c9,1348,,,"[57.6, 72.9]",3893812,40,,,,,0.41581178,,Right Foot,,,"[65.3, 76.3]",,Ground Pass,,8.417244,,,Sophie Wais Braun,370851.0,,,,,,,1,From Throw In,Miriam Anahí Mayorga,25617.0,Right Center Back,81,Argentina Women's,1204,['699b2651-4b8c-4ac1-85bd-ce224478f797'],33,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:40:33.799,Pass,
,,,,,,,,,,,,,,,,,1.033949,,,,,,,,,,,,,1448905a-b895-48f1-8be8-140cb42129a9,1351,,,"[68.3, 77.4]",3893812,40,,,,,-0.96163285,,Right Foot,,,"[74.3, 68.8]",,Ground Pass,,10.486181,,Incomplete,Paulina Gramaglia,273315.0,,,,,,,1,From Throw In,Sophie Wais Braun,370851.0,Right Back,81,Argentina Women's,1204,"['6a37faa8-37bd-45ed-8eab-cdb10fbcd06f', '995663eb-843d-45aa-8496-99d5dcf9e3a5', 'b192cee1-8fdc-4971-96a8-23440c67d039']",34,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:40:34.357,Pass,True
,,,,,,,,,,,,,,,,,4.934946,,,,,,,,,,,,,6a37faa8-37bd-45ed-8eab-cdb10fbcd06f,1353,,,"[45.8, 11.3]",3893812,40,,,,,0.08428262,,Right Foot,,,"[103.8, 16.2]",,High Pass,,58.206615,,Incomplete,Thembi Kgatlana,5052.0,,,,,,Recovery,1,From Throw In,Karabo Dhlamini,402118.0,Left Back,81,Argentina Women's,1204,"['1448905a-b895-48f1-8be8-140cb42129a9', '85609601-2794-4f11-b946-98f807b67307', 'd906caa4-791b-4951-a9c1-fe99be59753f']",35,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:40:35.391,Pass,
,,,,,,,,,,,,,,,,,1.738429,,,,,,,,,,,,,85609601-2794-4f11-b946-98f807b67307,1355,,,"[16.3, 63.9]",3893812,40,,,,,-1.9865503,,Left Foot,,,"[8.0, 45.1]",,Ground Pass,,20.550669,,,Vanina Noemí Correa,25611.0,,,,,,Recovery,1,From Throw In,Aldana Cometti,25634.0,Left Center Back,81,Argentina Women's,1204,"['621fd2db-3d17-42df-9dc4-0152db90b023', '6a37faa8-37bd-45ed-8eab-cdb10fbcd06f']",40,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:40:40.326,Pass,
,,,,,,,,,,,,,,,,,2.113036,,,,,,,,,,,,,cbbc670a-003f-4602-a858-bbee5b66808d,1358,,,"[8.0, 45.1]",3893812,40,,,,,0.22002949,,Right Foot,,,"[46.9, 53.8]",,High Pass,,39.861008,,,Daiana Micaela Falfán,402461.0,,,,,,,1,From Throw In,Vanina Noemí Correa,25611.0,Goalkeeper,81,Argentina Women's,1204,['eadfd9ec-7a7f-4cea-a969-12a450a841b2'],42,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:40:42.066,Pass,
,,,,,,,,,,,,,,,,,1.702495,,,,,,,,,,,,,4f7fdeb4-d9be-4803-80c8-e85ca96291cb,1361,,,"[46.9, 53.8]",3893812,40,,,,True,-0.5880026,,,,,"[51.4, 50.8]",,High Pass,,5.408327,,Incomplete,,,,,,,,,1,From Throw In,Daiana Micaela Falfán,402461.0,Right Defensive Midfield,81,Argentina Women's,1204,"['c12b7f8b-f3ff-4e9e-bf70-e416e5ff9f4d', 'ccf80708-3d8e-4adc-bf6e-e3bcfbfea499']",44,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:40:44.179,Pass,True
,,,,,,,,,,,,,,,,,1.120331,,,,,,,,,,,,,ccf80708-3d8e-4adc-bf6e-e3bcfbfea499,1362,,,"[68.7, 29.3]",3893812,40,,,,,-0.92898154,,Right Foot,,,"[75.8, 19.8]",,High Pass,,11.860017,,,Hildah Tholakele Magaia,402126.0,,,,,,Recovery,1,Regular Play,Kholosa Biyana,25521.0,Right Defensive Midfield,82,South Africa Women's,1216,"['4f7fdeb4-d9be-4803-80c8-e85ca96291cb', 'ef2f9f92-f592-43d1-825a-8aff3a4b8f63']",45,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:40:45.881,Pass,
,,,,,,,,,,,,,,,,,2.111268,,,,,,,,,,,,,5597e4e8-55bc-424c-8530-102fb9967570,1364,,,"[77.5, 17.9]",3893812,40,,,,,2.0290964,,Right Foot,,,"[73.8, 25.4]",,High Pass,,8.363014,,,Kholosa Biyana,25521.0,,,,,,,1,Regular Play,Hildah Tholakele Magaia,402126.0,Left Wing,82,South Africa Women's,1216,['903ac6de-2d80-46b0-9b26-50e4d5ca7947'],47,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:40:47.002,Pass,
,,,,,,,,,,,,,,,,,2.18976,,,,,,,,,,,,,f5dff0c9-6ed9-471e-8499-cde041070531,1369,,,"[68.9, 20.1]",3893812,40,,,,,2.1662061,,Right Foot,,,"[56.3, 38.7]",,Ground Pass,,22.465975,,,Bambanani Nolufefe Mbane,25747.0,,,,,,,1,Regular Play,Kholosa Biyana,25521.0,Right Defensive Midfield,82,South Africa Women's,1216,"['4ae0b330-6957-4b16-933a-f676ea982838', 'f25f2960-7e71-4e78-a674-026b67fef520']",52,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:40:52.393,Pass,True
,,,,,,,,,,,,,,,,,1.480102,,,,,,,,,,,,,98d9dd27-c46f-42ba-b7f1-66cb918795af,1372,,,"[55.7, 45.1]",3893812,40,,,,,-2.1008115,,Right Foot,,,"[48.2, 32.3]",,Ground Pass,,14.83543,,,Bongeka Gamede,402119.0,,,,,,,1,Regular Play,Bambanani Nolufefe Mbane,25747.0,Right Center Back,82,South Africa Women's,1216,['242edca6-44e2-4939-8e1e-f6ddd7e36b4b'],56,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:40:56.678,Pass,
,,,,,,,,,,,,,,,,,2.932868,,,,,,,,,,,,,c633194f-632e-4490-bb82-fb861877b80c,1375,,,"[43.7, 27.5]",3893812,41,,,,,2.8260403,,Right Foot,,,"[14.6, 37.0]",,Ground Pass,,30.611435,,,Kaylin Swart,25746.0,,,,,,,1,Regular Play,Bongeka Gamede,402119.0,Left Center Back,82,South Africa Women's,1216,['13d5141e-f7f5-4419-9bef-193e8480e41f'],0,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:41:00.715,Pass,
,,,,,,,,,,,,,,,,,3.014251,,,,,,,,,,,,,31589f20-52f6-483a-bf40-112f63687e26,1379,,,"[15.4, 44.0]",3893812,41,,,,,0.58655894,,Right Foot,,,"[63.4, 75.9]",,High Pass,,57.63341,,Incomplete,Noxolo Cesane,316798.0,,,,,,,1,Regular Play,Kaylin Swart,25746.0,Goalkeeper,82,South Africa Women's,1216,"['1f79e21a-11c1-4f81-830d-9597b178c19e', '396598a9-e639-40eb-9521-08114035198f']",5,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:41:05.665,Pass,
,,,,,,,,,,,,,,,,,1.515785,,,,,,,,,,,,,396598a9-e639-40eb-9521-08114035198f,1381,,,"[56.7, 4.2]",3893812,41,,,,,0.45120013,,Head,,,"[66.4, 8.9]",,Low Pass,,10.778683,,Incomplete,,,,,,,,Recovery,1,Regular Play,Eliana Noemí Stábile,25633.0,Left Back,82,South Africa Women's,1216,"['31589f20-52f6-483a-bf40-112f63687e26', 'edbbdc67-5693-4d24-8476-95a46049107a']",8,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:41:08.679,Pass,
,,,,,,,,,,,,,,,,,1.006811,,,,,,,,,,,,,14472b5f-084e-4a50-969c-d7ad0b8eab59,1384,,,"[58.0, 72.0]",3893812,41,,,,,-2.0885782,,Right Foot,,,"[53.5, 64.1]",,Ground Pass,,9.091755,,,Linda Maserame Motlhalo,5053.0,,,,,,,1,Regular Play,Lebogang Ramalepe,25520.0,Right Back,82,South Africa Women's,1216,['4c88a494-08b6-4d5f-9284-c52583fa5a5b'],10,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:41:10.765,Pass,
,,,,,,,,,,,,,,,,,3.026321,,,,,,,,,,,,,871f9ef4-2a56-45f4-9781-5e665989a54a,1387,,,"[53.5, 59.0]",3893812,41,,,,,-1.2609029,,Right Foot,,,"[65.7, 20.9]",,Ground Pass,,40.005623,,,Hildah Tholakele Magaia,402126.0,,,,,,,1,Regular Play,Linda Maserame Motlhalo,5053.0,Left Defensive Midfield,82,South Africa Women's,1216,['786898bd-8e5f-4ee7-949c-0cadda989921'],12,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:41:12.922,Pass,
,,,,,,,,,,,,,,,,,0.864168,,,,,,,,,,,,,0fb4a076-765a-42a6-b195-2eb1ca074d91,1391,,,"[58.9, 36.1]",3893812,41,,,,,1.1110398,,Left Foot,,,"[64.0, 46.4]",,Ground Pass,,11.493477,,,Linda Maserame Motlhalo,5053.0,,,,,,,1,Regular Play,Hildah Tholakele Magaia,402126.0,Left Wing,82,South Africa Women's,1216,['72eecb5d-263b-4427-b78a-bbfb4d197ddf'],18,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:41:18.623,Pass,
,,,,,,,,,,,,,,,,,1.139477,,,,,,,,,,,,,e3e14d44-ee76-45c5-b9cf-f9c1f89ce9ca,1395,,,"[70.0, 26.7]",3893812,41,,,,,-2.9974382,,Right Foot,,,"[63.8, 25.8]",,Ground Pass,,6.264982,,,Kholosa Biyana,25521.0,,,,,,,1,Regular Play,Linda Maserame Motlhalo,5053.0,Left Defensive Midfield,82,South Africa Women's,1216,"['373471fb-caed-4ea4-8cd7-08af263f52f3', '3d59cc90-c10b-488f-8843-480a7ea211b4']",23,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:41:23.498,Pass,True
,,,,,,,,,,,,,,,,,1.131337,,,,,,,,,,,,,a56c017d-a2b6-4db5-86a5-c42eb049b3c4,1398,,,"[63.8, 25.8]",3893812,41,,,,,0.77685136,,Right Foot,,,"[81.5, 43.2]",,Ground Pass,,24.820354,,,Jermaine Seoposenwe,25511.0,,,,,,,1,Regular Play,Kholosa Biyana,25521.0,Right Defensive Midfield,82,South Africa Women's,1216,['75fc64f9-1602-41e7-bb2b-e0231314db8b'],25,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:41:25.855,Pass,
