50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.2992,,,,,,,,,,,,,,7b4e717c-4734-4562-b17d-3502976303e4,3715,,"[66.9, 53.4]",3893828,92,,,,,2.321426,,Right Foot,,"[55.8, 65.3]",,Ground Pass,,16.27329,,,Jessica Carter,19422.0,,,,,,,2,From Throw In,Katie Zelem,31540.0,Left Defensive Midfield,152,England Women's,865,"['53040ea4-2f1b-4fe3-926f-4828d009558e', 'ac5f937e-6cba-4d01-859b-1fe4f74574f7']",25,,,,,,,,,,,,,,,,,England Women's,865,00:47:25.015,Pass,True
,,,,,,,,,,,,,,,,,,3.737692,,,,,,,,,,,,,,086b9b4e-5091-49a0-b36d-61cbede4f6f2,3719,,"[53.9, 65.7]",3893828,92,,,,,-2.5280077,,Right Foot,,"[21.1, 42.6]",,Low Pass,,40.11795,,,Mary Alexandra Earps,31538.0,,,,,,,2,From Throw In,Jessica Carter,19422.0,Right Center Back,152,England Women's,865,['4f36bf17-c113-45d0-b023-61e34c341da1'],26,,,,,,,,,,,,,,,,,England Women's,865,00:47:26.525,Pass,
,,,,,,,,,,,,,,,,,,3.343226,,,,,,,,,,,,,,64c4586f-8b42-40ad-9615-c75891ce3bdb,3721,,"[22.9, 44.9]",3893828,92,,True,,,-0.5325041,,Right Foot,,"[34.1, 38.3]",,Ground Pass,,13.0,,,Jessica Carter,19422.0,,,,,,,2,From Throw In,Mary Alexandra Earps,31538.0,Goalkeeper,152,England Women's,865,['61655ebb-46b2-4d97-9bb5-db9ac6a6370d'],34,,,,,,,,,,,,,,,,,England Women's,865,00:47:34.028,Pass,
,,,,,,,,,,,,,,,,,,1.569851,,,,,,,,,,,,,,3e4749a3-621b-4638-87d0-c167ee1a7e41,3724,,"[46.6, 62.9]",3893828,92,,,,,-2.2346838,,Right Foot,,"[33.3, 45.9]",,Ground Pass,,21.584486,,,Millie Bright,4642.0,,,,,,,2,From Throw In,Jessica Carter,19422.0,Right Center Back,152,England Women's,865,"['228d8b0a-28b0-4188-8fc5-5a870cbc5397', '3a6deefd-6dd9-4f16-a4f6-6c55116bd59a']",38,,,,,,,,,,,,,,,,,England Women's,865,00:47:38.440,Pass,True
,,,,,,,,,,,,,,,,,,1.378921,,,,,,,,,,,,,,5c0d2c9d-5671-4f4e-bdc5-c96a71836c4a,3727,,"[34.7, 41.9]",3893828,92,,,,,-1.4427873,,Right Foot,,"[37.3, 21.7]",,Ground Pass,,20.36664,,,Alex Greenwood,10252.0,,,,,,,2,From Throw In,Millie Bright,4642.0,Center Back,152,England Women's,865,['825a7c9b-1fc7-4458-8079-d939dcfc0008'],41,,,,,,,,,,,,,,,,,England Women's,865,00:47:41.169,Pass,
,,,,,,,,,,,,,,,,,,2.077778,,,,,,,,,,,,,,4883fb3c-c918-4ff7-a683-1372ae4cb343,3731,,"[39.3, 18.0]",3893828,92,,,,,2.5275316,,Left Foot,,"[13.2, 36.4]",,Ground Pass,,31.933838,,,Mary Alexandra Earps,31538.0,,,,,,,2,From Throw In,Alex Greenwood,10252.0,Left Center Back,152,England Women's,865,"['5ed94137-edf3-42af-92f8-2fad5fa2a472', 'c2278f14-a1ac-4467-a19f-39cc8f48db0e']",47,,,,,,,,,,,,,,,,,England Women's,865,00:47:47.179,Pass,True
,,,,,,,,,,,,,,,,,,1.023261,,,,,,,,,,,,,,0a22b45f-2971-48eb-bf8d-7f2910d99beb,3734,,"[14.2, 37.6]",3893828,92,,,,,0.30181018,,Left Foot,,"[24.8, 40.9]",,Ground Pass,,11.101802,,,Millie Bright,4642.0,,,,,,,2,From Throw In,Mary Alexandra Earps,31538.0,Goalkeeper,152,England Women's,865,['67220239-5c82-43ef-a90d-a7a376e484b7'],51,,,,,,,,,,,,,,,,,England Women's,865,00:47:51.607,Pass,
,,,,,,,,,,,,,,,,,,1.303447,,,,,,,,,,,,,,1ec88de2-e6f2-485e-9eb8-4d4b211bd0aa,3737,,"[26.3, 40.9]",3893828,92,,,,,0.47463617,,Right Foot,,"[44.4, 50.2]",,Ground Pass,,20.349447,,,Ella Toone,31534.0,,,,,,,2,From Throw In,Millie Bright,4642.0,Center Back,152,England Women's,865,['f0c5a4ef-91b5-4041-95f6-ee1fd174ba44'],56,,,,,,,,,,,,,,,,,England Women's,865,00:47:56.431,Pass,
,,,,,,,,,,,,,,,,,,0.659762,,,,,,,,,,,,,,2cdb5569-2d2e-44bb-8c2a-8693d0c75112,3741,,"[44.9, 42.8]",3893828,92,,,,,-0.40609807,,Left Foot,,"[54.9, 38.5]",,Ground Pass,,10.885311,,,Katie Zelem,31540.0,,,,,,,2,From Throw In,Ella Toone,31534.0,Center Attacking Midfield,152,England Women's,865,['c8070ba2-d918-4f61-b95d-5e65c4bce224'],59,,,,,,,,,,,,,,,,,England Women's,865,00:47:59.698,Pass,
,,,,,,,,,,,,,,,,,,1.871154,,,,,,,,,,,,,,c3c01dae-8294-4662-b8a3-3f4f58f599ee,3745,,"[52.7, 42.6]",3893828,93,,,,,1.8137968,,Right Foot,,"[46.8, 66.4]",,Ground Pass,,24.5204,,,Jessica Carter,19422.0,,,,,,,2,From Throw In,Katie Zelem,31540.0,Left Defensive Midfield,152,England Women's,865,"['575624ca-6876-4248-96b9-0609f799b024', '91f1843f-8dea-4761-adc0-11473e596ac9']",2,,,,,,,,,,,,,,,,,England Women's,865,00:48:02.240,Pass,True
,,,,,,,,,,,,,,,,,,3.489823,,,,,,,,,,,,,,f0b4f64f-7062-48e0-8419-509b7e66b991,3748,,"[45.4, 67.1]",3893828,93,,,,,0.1502534,,Right Foot,,"[95.6, 74.7]",,High Pass,,50.77204,,,Chloe Kelly,15570.0,,,,,,,2,From Throw In,Jessica Carter,19422.0,Right Center Back,152,England Women's,865,['bc2b1834-3f30-41af-a233-688f55dbb957'],4,,,,,,,,,,,,,,,,,England Women's,865,00:48:04.989,Pass,
,,,,,,,,,,,,,,,,,,1.498212,,,,,,,,,,,,,,7fb2e4d1-3d09-4ffb-83ee-234574540c53,3753,,"[93.9, 80.0]",3893828,93,,,,,-1.2876319,,,,"[101.0, 55.6]",,High Pass,,25.412004,,,Bethany England,15550.0,,,,,,Throw-in,2,From Throw In,Niamh Charles,15631.0,Right Wing Back,153,England Women's,865,['2702241d-517c-40c6-9084-4166235d58b7'],15,,,,,,,,,,,,,,,,,England Women's,865,00:48:15.760,Pass,
,,,,,,,,,,,,,,,,,,0.748256,,,,,,,,,,,,,,0dc4cc35-ec36-4728-88b2-9afb965b5a34,3756,,"[99.5, 55.1]",3893828,93,,,,,2.54762,,Right Foot,,"[91.8, 60.3]",,Ground Pass,,9.291394,,,Ella Toone,31534.0,,,,,,,2,From Throw In,Bethany England,15550.0,Right Center Forward,153,England Women's,865,['fd2ddfdb-ce25-4d73-9f0f-8296407f8e8c'],18,,,,,,,,,,,,,,,,,England Women's,865,00:48:18.150,Pass,
,,,,,,,,,,,,,,,,,,0.217875,,,,,,,,,,,,,,f20df38e-e799-46c2-b90c-21618e1ccb2c,3759,,"[92.5, 58.0]",3893828,93,,,,,-1.0427219,,Right Foot,,"[94.6, 54.4]",,Ground Pass,,4.167733,,Incomplete,Bethany England,15550.0,,,,,,,2,From Throw In,Ella Toone,31534.0,Center Attacking Midfield,153,England Women's,865,"['359aab9b-f759-4cb8-9d96-df287fadba56', '998bf0bd-dadb-4b32-b23b-f55dfa0c7c65']",19,,,,,,,,,,,,,,,,,England Women's,865,00:48:19.250,Pass,
,,,,,,,,,,,,,,,,,,1.450596,,,,,,,,,,,,,,19b51e23-bf7a-42af-b16b-238d4efed2e3,3763,,"[98.9, 58.7]",3893828,93,,,,,2.2467434,,Right Foot,,"[90.8, 68.8]",,Ground Pass,,12.946815,,,Niamh Charles,15631.0,,,,,,Recovery,2,From Throw In,Chloe Kelly,15570.0,Left Center Forward,153,England Women's,865,"['0e0f9266-bf52-4ded-bc00-a2d73bcbd8d7', '31714ad2-b4f5-496f-b244-f40c8e4f7351']",20,,,,,,,,,,,,,,,,,England Women's,865,00:48:20.826,Pass,True
,,,,,,,,,,,,,,,,,,1.874474,,,,,,,,,,,,,,61934d69-86f5-4695-9696-81edb5da3ea3,3766,,"[89.1, 70.5]",3893828,93,,,,,-2.4924016,,Right Foot,,"[66.7, 53.5]",,Ground Pass,,28.120455,,,Millie Bright,4642.0,,,,,,,2,From Throw In,Niamh Charles,15631.0,Right Wing Back,153,England Women's,865,['0f92ef9b-ce39-42fe-9368-87289054c3f3'],23,,,,,,,,,,,,,,,,,England Women's,865,00:48:23.248,Pass,
,,,,,,,,,,,,,,,,,,1.849963,,,,,,,,,,,,,,edbd3be0-5e8d-4459-9ac2-80d86d22e006,3769,,"[67.9, 54.6]",3893828,93,,,,,-1.4863074,,Right Foot,,"[70.5, 23.9]",,Ground Pass,,30.8099,,,Alex Greenwood,10252.0,,,,,,,2,From Throw In,Millie Bright,4642.0,Center Back,153,England Women's,865,['602da593-6110-4a06-a712-550168ad8d03'],26,,,,,,,,,,,,,,,,,England Women's,865,00:48:26.513,Pass,
,,,,,,,,,,,,,,,,,,0.674579,,,,,,,,,,,,,,132bad1c-6499-495d-88d6-cfd5c7136f5f,3773,,"[71.7, 17.5]",3893828,93,,,,,-0.032597147,,Left Foot,,"[80.9, 17.2]",,Ground Pass,,9.20489,,Incomplete,Laura Coombs,19416.0,,,,,,,2,From Throw In,Alex Greenwood,10252.0,Left Center Back,153,England Women's,865,"['4e39ee45-ddd1-43ca-86f6-adb3d02e764d', '73ebf02f-c32b-4c3d-8509-8a4c7b5f8f10', 'f8c903da-9395-4e22-b93d-e08876cb419d']",29,,,,,,,,,,,,,,,,,England Women's,865,00:48:29.606,Pass,True
,,,,,,,,,,,,,,,,,,1.246816,,,,,,,,,,,,,,35168feb-ecaf-4733-8e06-b1f3c4b5e865,3778,,"[41.8, 62.4]",3893828,93,,,,,1.8000282,,Right Foot,,"[39.0, 74.4]",,Ground Pass,,12.322337,,,Linyan Zhang,402025.0,,,,,,,2,From Throw In,Mengyu Shen,402018.0,Right Center Forward,153,England Women's,865,['0fdcb393-f216-4d17-bc8b-d3a2fbe69a6a'],32,,,,,,,,,,,,,,,,,China PR Women's,1207,00:48:32.111,Pass,
,,,,,,,,,,,,,,,,,,2.29501,,,,,,,,,,,,,,0bfcdddb-860d-4535-9155-9377661ce52d,3785,,"[83.2, 7.5]",3893828,93,,,,,0.026425565,,Left Foot,,"[105.9, 8.1]",,Low Pass,,22.707928,,Incomplete,,,,,,,,,2,From Throw In,Rachel Daly,5058.0,Left Wing Back,153,England Women's,865,['dbbb7393-11a7-4155-afc4-7c02556c11c4'],35,,,,,,,,,,,,,,,,,England Women's,865,00:48:35.002,Pass,
,,,,,,,,,,,,,,,,,,0.887124,,,,,,,,,,,,,,dbbb7393-11a7-4155-afc4-7c02556c11c4,3786,,"[14.2, 72.0]",3893828,93,,,,,0.8960554,,Right Foot,,"[20.6, 80.0]",,Ground Pass,,10.244999,,Out,Linyan Zhang,402025.0,,,,,,Recovery,2,From Throw In,Shanshan Wang,25485.0,Right Center Back,153,England Women's,865,"['0bfcdddb-860d-4535-9155-9377661ce52d', '294974cd-017f-4ed4-b509-44203b6652b1']",37,,,,,,,,,,,,,,,,,China PR Women's,1207,00:48:37.297,Pass,
,,,,,,,,,,,,,,,,,,0.822931,,,,,,,,,,,,,,5345f6c1-9d4c-4c27-a2bc-273895d43e66,3790,,"[101.7, 0.1]",3893828,94,,,,,1.553099,,,,"[101.9, 11.4]",,Low Pass,,11.30177,,,Laura Coombs,19416.0,,,,,,Throw-in,2,From Throw In,Rachel Daly,5058.0,Left Wing Back,154,England Women's,865,['529d2b4f-df07-4653-bb7b-60dc76470277'],3,,,,,,,,,,,,,,,,,England Women's,865,00:49:03.099,Pass,
,,,,,,,,,,,,,,,,,,0.640871,,,,,,,,,,,,,,7ad1a5d5-3a1e-4365-ae2e-ee428fb59393,3793,,"[102.8, 10.6]",3893828,94,,,,,-2.1156602,,Left Foot,,"[98.8, 4.0]",,Ground Pass,,7.7175126,,,Rachel Daly,5058.0,,,,,,,2,From Throw In,Laura Coombs,19416.0,Right Defensive Midfield,154,England Women's,865,['4db52f1c-4081-4d2f-9ecc-86fa33adb63a'],4,,,,,,,,,,,,,,,,,England Women's,865,00:49:04.923,Pass,
,,,,,,,,,,,,,,,,,,0.93518,,,,,,,,,,,,,,a3f43215-ec74-40d7-9d4d-97a6e47a09ab,3796,,"[98.1, 5.2]",3893828,94,,,,,-2.5906103,,Right Foot,,"[89.8, 0.1]",,Ground Pass,,9.741663,,Out,,,,,,,,,2,From Throw In,Rachel Daly,5058.0,Left Wing Back,154,England Women's,865,,5,,,,,,,,,,,,,,,,,England Women's,865,00:49:05.619,Pass,
,,,,,,,,,,,,,,,,,,1.090229,,,,,,,,,,,,,,42c141df-d94e-4f2d-8df7-37a9e82589c4,3797,,"[31.0, 80.0]",3893828,94,,,,,-0.30919892,,,,"[45.4, 75.4]",,High Pass,,15.116878,,Incomplete,Mengyu Shen,402018.0,,,,,,Throw-in,2,From Throw In,Haiyan Wu,25480.0,Right Back,155,China PR Women's,1207,"['06ced5e7-e3e5-4433-8e76-6eeb76982d22', '8da3723e-2eb6-455a-867f-998fea2f691c']",26,,,,,,,,,,,,,,,,,China PR Women's,1207,00:49:26.156,Pass,
,,,,,,,,,,,,,,,,,,0.988091,,,,,,,,,,,,,,204619df-2063-4c9a-8e32-f034bb3aa88b,3801,,"[35.9, 54.3]",3893828,94,,,,True,0.7963867,,,,"[44.9, 63.5]",,Low Pass,,12.87012,,Incomplete,,,,,,,,Recovery,2,From Throw In,Yao Wei,25484.0,Right Defensive Midfield,155,China PR Women's,1207,"['73b7d328-2a44-43fd-b427-b96731640856', '83211623-9bfa-40ab-8496-e1257e1c39e8']",29,,,,,,,,,,,,,,,,,China PR Women's,1207,00:49:29.593,Pass,True
,,,,,,,,,,,,,,,,,,0.680515,,,,,,,,,,,,,,e90f582d-288b-4151-a835-93ae7ee7a98e,3805,,"[77.8, 17.5]",3893828,94,,,,,3.0598083,,Right Foot,,"[71.7, 18.0]",,Ground Pass,,6.1204576,,,Katie Zelem,31540.0,,,,,,,2,Regular Play,Laura Coombs,19416.0,Right Defensive Midfield,156,England Women's,865,['32d30bcb-56b1-4b47-888c-0f4c4786c190'],32,,,,,,,,,,,,,,,,,England Women's,865,00:49:32.971,Pass,
,,,,,,,,,,,,,,,,,,0.870285,,,,,,,,,,,,,,4106bb25-0946-4eac-adb5-99905c11d536,3808,,"[73.8, 18.2]",3893828,94,,,,,-1.1487913,,Right Foot,,"[80.4, 3.5]",,Ground Pass,,16.113659,,,Rachel Daly,5058.0,,,,,,,2,Regular Play,Katie Zelem,31540.0,Left Defensive Midfield,156,England Women's,865,['66537a70-4567-43e8-897c-83d5773795e8'],33,,,,,,,,,,,,,,,,,England Women's,865,00:49:33.724,Pass,
,,,,,,,,,,,,,,,,,,1.518594,,,,,,,,,,,,,,35a15dc0-4e48-4e58-8296-82b8badc9d76,3814,,"[79.7, 6.4]",3893828,94,,True,,,1.7298195,,Right Foot,,"[78.0, 17.0]",,Ground Pass,,10.7354555,,,Alex Greenwood,10252.0,,,,,,Free Kick,2,From Free Kick,Rachel Daly,5058.0,Left Wing Back,157,England Women's,865,['507c7d8a-9b37-48d5-9f03-6bf43114997d'],53,,,,,,,,,,,,,,,,,England Women's,865,00:49:53.751,Pass,
,,,,,,,,,,,,,,,,,,1.000403,,,,,,,,,,,,,,136e6c4a-8610-49b8-b17c-70fab28ab2f5,3816,,"[80.4, 13.0]",3893828,94,,,,,1.5347295,,Left Foot,,"[81.1, 32.4]",,Ground Pass,,19.412624,,,Ella Toone,31534.0,,,,,,,2,From Free Kick,Alex Greenwood,10252.0,Left Center Back,157,England Women's,865,['8f1e3a15-95be-41f9-b90e-d0b4397ab43c'],56,,,,,,,,,,,,,,,,,England Women's,865,00:49:56.463,Pass,
,,,,,,,,,,,,,,,,,,1.10751,,,,,,,,,,,,,,d82f1685-e817-46e4-a8fc-cea4b430efd7,3819,,"[80.7, 32.2]",3893828,94,,,,,-2.896614,,Right Foot,,"[71.9, 30.0]",,Ground Pass,,9.070832,,,Millie Bright,4642.0,,,,,,,2,From Free Kick,Ella Toone,31534.0,Center Attacking Midfield,157,England Women's,865,['2f52ae0e-2e66-4eac-b827-e38db32e1415'],57,,,,,,,,,,,,,,,,,England Women's,865,00:49:57.663,Pass,
,,,,,,,,,,,,,,,,,,1.437478,,,,,,,,,,,,,,4c28b480-60f7-4907-a865-4cb0b596bcc0,3822,,"[70.0, 30.7]",3893828,94,,,,,1.6036483,,Right Foot,,"[69.3, 52.0]",,Ground Pass,,21.311499,,,Jessica Carter,19422.0,,,,,,,2,From Free Kick,Millie Bright,4642.0,Center Back,157,England Women's,865,['25b693c1-b4c1-4d4b-b07c-6900447231dc'],59,,,,,,,,,,,,,,,,,England Women's,865,00:49:59.342,Pass,
,,,,,,,,,,,,,,,,,,1.145016,,,,,,,,,,,,,,8b90d2ae-404a-46e5-88db-bf6704cedc15,3825,,"[72.8, 57.4]",3893828,95,,,,,0.87090343,,Right Foot,,"[79.2, 65.0]",,Ground Pass,,9.935794,,,Niamh Charles,15631.0,,,,,,,2,From Free Kick,Jessica Carter,19422.0,Right Center Back,157,England Women's,865,['81c5e1e3-0091-4cb3-b916-cfb3bdcff169'],2,,,,,,,,,,,,,,,,,England Women's,865,00:50:02.085,Pass,
,,,,,,,,,,,,,,,,,,1.241845,,,,,,,,,,,,,,e9ff981d-66ff-4c78-bee0-859a8dfc8b52,3828,,"[79.9, 67.7]",3893828,95,,,,,-2.9883325,,Right Foot,,"[67.6, 65.8]",,Ground Pass,,12.445883,,,Jessica Carter,19422.0,,,,,,,2,From Free Kick,Niamh Charles,15631.0,Right Wing Back,157,England Women's,865,['11ac4eef-4bb5-4df2-8077-ff8a237296b1'],4,,,,,,,,,,,,,,,,,England Women's,865,00:50:04.061,Pass,
,,,,,,,,,,,,,,,,,,1.884439,,,,,,,,,,,,,,d749da66-3065-4ef6-a2ad-06c69238964a,3831,,"[64.1, 61.5]",3893828,95,,,,,-2.0488834,,Right Foot,,"[52.7, 39.5]",,Ground Pass,,24.778215,,,Millie Bright,4642.0,,,,,,,2,From Free Kick,Jessica Carter,19422.0,Right Center Back,157,England Women's,865,['883fa5cd-875f-4ec6-a6ce-2ed8136ab7fc'],6,,,,,,,,,,,,,,,,,England Women's,865,00:50:06.628,Pass,
,,,,,,,,,,,,,,,,,,1.899131,,,,,,,,,,,,,,572b95ef-46cf-4cbf-9090-d0def6dafd30,3834,,"[52.7, 39.0]",3893828,95,,,,,-1.1588585,,Right Foot,,"[62.4, 16.8]",,Ground Pass,,24.226639,,,Alex Greenwood,10252.0,,,,,,,2,From Free Kick,Millie Bright,4642.0,Center Back,157,England Women's,865,['c65fbbe8-42c1-4c35-beb7-f1d67cbac8d1'],9,,,,,,,,,,,,,,,,,England Women's,865,00:50:09.299,Pass,
,,,,,,,,,,,,,,,,,,1.097361,,,,,,,,,,,,,,bc1a73ce-1d51-4eca-8948-51834b60b7b1,3837,,"[64.3, 16.1]",3893828,95,,,,,0.2551824,,Left Foot,,"[80.4, 20.3]",,Ground Pass,,16.63881,,Incomplete,Laura Coombs,19416.0,,,,,,,2,From Free Kick,Alex Greenwood,10252.0,Left Center Back,157,England Women's,865,"['72b0e1e7-82a0-4ac1-a1b6-055adc694036', 'e431d25e-4f3a-4a72-b16f-fb699025261a']",11,,,,,,,,,,,,,,,,,England Women's,865,00:50:11.943,Pass,
,,,,,,,,,,,,,,,,,,0.831352,,,,,,,,,,,,,,a778c684-d482-483e-9158-550900dae9d4,3842,,"[78.8, 29.3]",3893828,95,,,,,0.037020117,,Right Foot,,"[84.2, 29.5]",,Ground Pass,,5.4037023,,,Laura Coombs,19416.0,,,,,,,2,From Free Kick,Katie Zelem,31540.0,Left Defensive Midfield,157,England Women's,865,['fa2bf823-ba45-4c9c-bad5-974496c06331'],15,,,,,,,,,,,,,,,,,England Women's,865,00:50:15.644,Pass,
,,,,,,,,,,,,,,,,,,2.192631,,,,,,,,,,,,,,24535cd0-d923-4eec-9bc8-e22b62f2a1cd,3846,,"[86.3, 31.7]",3893828,95,,,,,2.6185744,,Right Foot,,"[64.1, 44.5]",,Ground Pass,,25.625769,,,Jessica Carter,19422.0,,,,,,,2,From Free Kick,Laura Coombs,19416.0,Right Defensive Midfield,157,England Women's,865,['893be5e1-fdb6-433a-b9f0-ce409acc1cb5'],16,,,,,,,,,,,,,,,,,England Women's,865,00:50:16.662,Pass,
,,,,,,,,,,,,,,,,,,1.593976,,,,,,,,,,,,,,ef3525a7-2a02-4016-b5e2-6ceb3e2b6b4b,3849,,"[67.8, 53.5]",3893828,95,,,,,0.6482367,,Right Foot,,"[88.0, 68.8]",,Ground Pass,,25.340284,,,Niamh Charles,15631.0,,,,,,,2,From Free Kick,Jessica Carter,19422.0,Right Center Back,157,England Women's,865,['c36373b5-dba4-4d0e-8d5b-422128fe3db1'],20,,,,,,,,,,,,,,,,,England Women's,865,00:50:20.342,Pass,
,,,,,,,,,,,,,,,,,,1.575229,,,,,,,,,,,,,,7683c1cb-cc5d-4cb2-a69f-9a2e369bc378,3852,,"[96.3, 72.6]",3893828,95,,,,,-1.1292039,,Right Foot,True,"[109.3, 45.1]",,High Pass,,30.417923,,Incomplete,,,,,,,,,2,From Free Kick,Niamh Charles,15631.0,Right Wing Back,157,England Women's,865,['5f73e78c-e467-4d30-b1d1-72c63dd5d604'],23,,,,,,,,,,,,,,,,,England Women's,865,00:50:23.565,Pass,
,,,,,,,,,,,,,,,,,,1.00119,,,,,,,,,,,,,,52b65d46-fb51-41c8-8b93-8e665b1bb99d,3854,,"[87.3, 51.1]",3893828,95,,,,,-1.2333403,,Head,,"[91.3, 39.7]",,Low Pass,,12.08139,,Incomplete,Katie Zelem,31540.0,,,,,,Recovery,2,From Free Kick,Jessica Carter,19422.0,Right Center Back,157,England Women's,865,"['63a08d7a-5e26-4365-9c91-26825411f601', '650f76fa-323e-4e39-ada3-a5a781d2e587']",26,,,,,,,,,,,,,,,,,England Women's,865,00:50:26.530,Pass,
,,,,,,,,,,,,,,,,,,0.740485,,,,,,,,,,,,,,eba5ef9a-8f1b-48fa-ac10-2ced50cfc135,3857,,"[90.8, 29.6]",3893828,95,,,,,-0.11809203,fcc43094-3128-4416-bf7c-1711ac111236,Left Foot,,"[96.7, 28.9]",,Low Pass,,5.9413805,,,Laura Coombs,19416.0,True,,,,,Recovery,2,From Free Kick,Alex Greenwood,10252.0,Left Center Back,157,England Women's,865,['9f4f0a3a-14b6-4ad7-8fd6-debe87550707'],29,,,,,,,,,,,,,,,,,England Women's,865,00:50:29.563,Pass,
,,,,,,,,,,,,,,,,,,3.166051,,,,,,,,,,,,,,db7f7884-6b89-41a7-bbdb-256a9496c3fd,3863,,"[7.0, 44.1]",3893828,95,,,,,0.28962094,,Right Foot,,"[57.0, 59.0]",,High Pass,,52.172886,,Incomplete,Jiahui Lou,25482.0,,,,,,Goal Kick,2,From Goal Kick,Yu Zhu,131695.0,Goalkeeper,158,China PR Women's,1207,"['55b9cd94-070b-433c-952d-fca2ea972b1b', '9d71bea4-ba3f-4e1b-a385-9e26c5184307']",56,,,,,,,,,,,,,,,,,China PR Women's,1207,00:50:56.520,Pass,
,,,,,,,,,,,,,,,,,,1.617577,,,,,,,,,,,,,,9d71bea4-ba3f-4e1b-a385-9e26c5184307,3866,,"[63.1, 21.1]",3893828,95,,,,True,0.63057774,,,,"[73.1, 28.4]",,High Pass,,12.381034,,,Bethany England,15550.0,,,,,,Recovery,2,Regular Play,Katie Zelem,31540.0,Left Defensive Midfield,159,England Women's,865,"['a7023992-020a-4bea-a89c-a719c5838731', 'ad369575-f8c9-4400-89da-cc2d214d1394', 'db7f7884-6b89-41a7-bbdb-256a9496c3fd']",59,,,,,,,,,,,,,,,,,England Women's,865,00:50:59.687,Pass,True
,,,,,,,,,,,,,,,,,,6.119111,,,,,,,,,,,,,,c1c67d84-0f90-4a0c-91b5-6deda4524b6a,3870,,"[41.3, 42.7]",3893828,96,,,,,-0.6045778,,Left Foot,,"[100.5, 1.8]",,High Pass,,71.9545,,Out,Yasha Gu,25488.0,,,True,,,Recovery,2,Regular Play,Jiaxing Dou,402022.0,Left Center Back,159,England Women's,865,['e0729ced-dbe4-45e5-849e-3a40a23cbc4f'],3,,,,,,,,,,,,,,,,,China PR Women's,1207,00:51:03.403,Pass,
,,,,,,,,,,,,,,,,,,0.712227,,,,,,,,,,,,,,3c634cf5-1024-4a54-b3a6-a23e9561634c,3873,,"[21.0, 80.0]",3893828,96,,,,,-1.1833731,,,,"[28.1, 62.6]",,Low Pass,,18.792818,,,Ella Toone,31534.0,,,,,,Throw-in,2,From Throw In,Jessica Carter,19422.0,Right Center Back,160,England Women's,865,['cc9fe25c-be46-4ef4-850a-2fad41984e18'],34,,,,,,,,,,,,,,,,,England Women's,865,00:51:34.209,Pass,
,,,,,,,,,,,,,,,,,,1.541756,,,,,,,,,,,,,,fc229e8a-a9c0-4a8b-ad2e-12f50482114a,3876,,"[29.1, 62.9]",3893828,96,,,,,-2.0026526,,Right Foot,,"[18.5, 39.9]",,Ground Pass,,25.325087,,,Alex Greenwood,10252.0,,,,,,,2,From Throw In,Ella Toone,31534.0,Center Attacking Midfield,160,England Women's,865,['65d6f664-b54e-4704-bc32-8ab0951344f8'],35,,,,,,,,,,,,,,,,,England Women's,865,00:51:35.971,Pass,
,,,,,,,,,,,,,,,,,,1.215683,,,,,,,,,,,,,,be9ee3f9-7ff4-4113-bb88-6d90e948ba6b,3879,,"[20.8, 47.8]",3893828,96,,,,,2.834703,,Left Foot,,"[6.6, 52.3]",,Ground Pass,,14.895972,,,Millie Bright,4642.0,,,,,,,2,From Throw In,Alex Greenwood,10252.0,Left Center Back,160,England Women's,865,['bff4e72f-be38-4737-abde-ddbb5149dd66'],38,,,,,,,,,,,,,,,,,England Women's,865,00:51:38.185,Pass,
,,,,,,,,,,,,,,,,,,1.944513,,,,,,,,,,,,,,0312b0cd-8090-4704-8f57-3b4855017f51,3882,,"[10.8, 52.3]",3893828,96,,,,,-1.7614353,,Right Foot,,"[7.5, 35.2]",,Ground Pass,,17.41551,,,Mary Alexandra Earps,31538.0,,,,,,,2,From Throw In,Millie Bright,4642.0,Center Back,160,England Women's,865,['0f6f6e73-736a-4203-9ac4-d3c261a8d2bb'],39,,,,,,,,,,,,,,,,,England Women's,865,00:51:39.485,Pass,
