50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.615149,,,,,,,,,,,,,79d6dd67-00dc-4e88-ab8c-291da24c4ad6,17,,"[29.6, 15.2]",3893789,0,,,,,-0.70918244,,Left Foot,,,,"[44.4, 2.5]",Ground Pass,,19.50205,,,Sofia Nicole Dador Harrison,324160.0,,,,,,1,From Kick Off,Angela Beard,401731.0,Left Center Back,2,Philippines Women's,1106,['f2826ae8-9eb5-4bc0-8f84-6958c8a38888'],12,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:00:12.052,Pass,
,,,,,,,,,,,,,,,,1.738648,,,,,,,,,,,,,e4716ab4-af40-4d5e-921b-9281a7c34f2d,21,,"[49.4, 0.1]",3893789,0,,,,,0.20248458,,Left Foot,,,,"[79.6, 6.3]",High Pass,,30.829855,,Incomplete,Sarina Isabel Calpo Bolden,401733.0,,,,,,1,From Kick Off,Sofia Nicole Dador Harrison,324160.0,Left Wing Back,2,Philippines Women's,1106,"['bebce3f2-ecf8-4e04-9d6c-fdeab0cf82e7', 'd91cdd2f-141a-41a0-9652-4a060c400bef']",15,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:00:15.098,Pass,
,,,,,,,,,,,,,,,,3.201116,,,,,,,,,,,,,8b201d11-27fd-4ab1-88e2-1637235ba276,26,,"[47.1, 72.7]",3893789,0,,,,,0.20562357,,Right Foot,,,,"[82.1, 80.0]",High Pass,,35.75318,,Out,Ana-Maria Crnogorčević,10408.0,,,,,,1,Regular Play,Luana Bühler,46972.0,Right Center Back,3,Switzerland Women's,860,"['3dcd8916-0b24-4a0c-8e8d-1c8da84a7f2c', 'd17648c4-35b4-431c-99a1-0f31d11beb43']",19,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:19.364,Pass,True
,,,,,,,,,,,,,,,,1.775274,,,,,,,,,,,,,7511402f-bbe4-4eaa-9f3a-5f4c54208008,28,,"[35.1, 0.1]",3893789,0,,,,,0.20281766,,,,,,"[59.9, 5.2]",High Pass,,25.318966,,Incomplete,Katrina Jacqueline Rivera Guillou,225115.0,,,,,Throw-in,1,From Throw In,Sofia Nicole Dador Harrison,324160.0,Left Wing Back,4,Philippines Women's,1106,"['466e7618-ff94-4dcf-9af2-b86b05a6d61b', 'b29ce92d-0166-4e33-979b-c0f419545ca3']",28,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:00:28.409,Pass,
,,,,,,,,,,,,,,,,1.033599,,,,,,,,,,,,,b29ce92d-0166-4e33-979b-c0f419545ca3,30,,"[60.2, 74.9]",3893789,0,,,,,0.7454195,,Other,,,,"[65.4, 79.7]",Low Pass,,7.0767226,,,Eseosa Aigbogun,10407.0,,,,,Recovery,1,Regular Play,Luana Bühler,46972.0,Right Center Back,5,Switzerland Women's,860,"['7511402f-bbe4-4eaa-9f3a-5f4c54208008', '920ea734-27a2-4366-b073-10aa895efff7']",30,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:30.185,Pass,
,,,,,,,,,,,,,,,,1.848338,,,,,,,,,,,,,4190b8d3-1886-4550-96e1-993e020e341b,34,,"[64.0, 77.0]",3893789,0,,,,,-0.74665785,,Right Foot,,,,"[70.7, 70.8]",High Pass,,9.128527,,,Lia Wälti,10405.0,,,,,,1,Regular Play,Eseosa Aigbogun,10407.0,Right Back,5,Switzerland Women's,860,"['60b90401-029c-4b95-bbdf-1ee7dbbaaf14', '6ad2401e-2cd7-4bf2-8ff9-9468910eb18e']",31,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:31.409,Pass,True
,,,,,,,,,,,,,,,,1.852612,,,,,,,,,,,,,5c9b50db-4259-475f-86ab-62274b2ab922,39,,"[48.7, 13.4]",3893789,0,,,,,0.3270981,,Head,,,,"[59.9, 17.2]",Low Pass,,11.827087,,,Sarina Isabel Calpo Bolden,401733.0,,,,,Recovery,1,Regular Play,Jaclyn Katrina Demis Sawicki,401732.0,Center Defensive Midfield,6,Philippines Women's,1106,['2b473156-92fe-4656-bb9d-9e042b7a2a58'],34,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:00:34.153,Pass,
,,,,,,,,,,,,,,,,1.106625,,,,,,,,,,,,,00cca5d9-25a8-4084-a536-36abd38153a6,47,,"[58.8, 18.2]",3893789,0,,,,,-1.8817946,,Right Foot,,,,"[56.1, 9.8]",Ground Pass,,8.823265,,,Sara Kristine Bantan Eggesvik,401748.0,,,,,,1,Regular Play,Sarina Isabel Calpo Bolden,401733.0,Left Center Forward,6,Philippines Women's,1106,['4eeed2be-d83d-4cb9-b9ed-f504f03f5f76'],36,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:00:36.767,Pass,
,,,,,,,,,,,,,,,,1.616184,,,,,,,,,,,,,e1b9fd7c-e1a9-4e3d-8408-46e9d74f0c4e,50,,"[56.1, 9.8]",3893789,0,,,,,0.08515939,,Right Foot,,,,"[80.7, 11.9]",High Pass,,24.689472,,Incomplete,Katrina Jacqueline Rivera Guillou,225115.0,,,,,,1,Regular Play,Sara Kristine Bantan Eggesvik,401748.0,Left Center Midfield,6,Philippines Women's,1106,"['120d095f-4479-41f4-98a0-7160e830e96b', 'b121b9cc-c1b4-492b-acd6-21d85c0cf089']",38,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:00:38.355,Pass,
,,,,,,,,,,,,,,,,0.715358,,,,,,,,,,,,,7027bd55-5d63-4ec3-a664-e94faa65aac1,55,,"[78.3, 5.7]",3893789,0,,,,,2.5730681,,Right Foot,,,,"[74.7, 8.0]",Ground Pass,,4.2720017,,,Sara Kristine Bantan Eggesvik,401748.0,,,,,,1,Regular Play,Katrina Jacqueline Rivera Guillou,225115.0,Right Center Forward,6,Philippines Women's,1106,['9b859c6e-d3b6-4565-859d-3d7de8f60ac1'],42,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:00:42.617,Pass,
,,,,,,,,,,,,,,,,2.212826,,,,,,,,,,,,,478506be-7258-4511-9063-ffe1d62c91b9,61,,"[74.1, 7.1]",3893789,1,,,,,0.69841963,,Right Foot,,,,"[103.4, 31.7]",High Pass,,38.25768,,Incomplete,Quinley Mirielle Campomanes Quezada-Keča,401745.0,,,,,Free Kick,1,From Free Kick,Sara Kristine Bantan Eggesvik,401748.0,Left Center Midfield,7,Philippines Women's,1106,"['71c5b5e2-109f-4566-945e-db6c59a21ac3', 'f365e591-2477-48f5-85e6-217303b422b2']",13,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:01:13.675,Pass,
,,,,,,,,,,,,,,,,2.220677,,,,,,,,,,,,,71c5b5e2-109f-4566-945e-db6c59a21ac3,63,,"[16.7, 48.4]",3893789,1,,,,,1.0577384,,Head,,,,"[24.7, 62.6]",High Pass,,16.298466,,Incomplete,Seraina Piubel,32105.0,,,,,Recovery,1,From Free Kick,Ana-Maria Crnogorčević,10408.0,Center Forward,7,Philippines Women's,1106,"['4090a2bc-b16c-465b-971c-ccae662befd3', '478506be-7258-4511-9063-ffe1d62c91b9', 'ae20936d-3773-4680-a499-a032084a18ba']",15,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:15.888,Pass,
,,,,,,,,,,,,,,,,2.346948,,,,,,,,,,,,,4090a2bc-b16c-465b-971c-ccae662befd3,66,,"[95.4, 17.5]",3893789,1,,,,True,-1.6388727,,,,,,"[94.8, 8.7]",Low Pass,,8.820431,,,Katrina Jacqueline Rivera Guillou,225115.0,,,,,Interception,1,From Free Kick,Angela Beard,401731.0,Left Center Back,7,Philippines Women's,1106,"['15ae1413-ea51-4d1a-ac9d-9492f29438c1', '71c5b5e2-109f-4566-945e-db6c59a21ac3', '92c44682-5164-44d1-bddf-25cdc6f135e7']",18,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:01:18.108,Pass,True
,,,,,,,,,,,,,,,,2.439141,,,,,,,,,,,,,439be7e3-7d17-41f9-b399-8b16af7389fd,69,,"[94.8, 8.7]",3893789,1,,,,,1.1683536,27fad6c1-5181-4d8c-9d39-2096c90e448f,Left Foot,True,,,"[107.4, 38.3]",High Pass,,32.170174,,,Jessika Rebecca Macayan Cowart,389446.0,True,,,,,1,From Free Kick,Katrina Jacqueline Rivera Guillou,225115.0,Right Center Forward,7,Philippines Women's,1106,['37068a1a-214d-4638-b057-1d9b2de45274'],20,,,,,,,,,,,,,,,,,Philippines Women's,1106,00:01:20.730,Pass,
,,,,,,,,,,,,,,,,1.68075,,,,,,,,,,,,,1d96914e-4222-4cd6-9abe-041729e6d416,74,,"[7.0, 44.1]",3893789,1,,,,,1.0732634,,Right Foot,,,,"[13.3, 55.7]",Ground Pass,,13.200378,,,Luana Bühler,46972.0,,,,,Goal Kick,1,From Goal Kick,Gaëlle Thalmann,10400.0,Goalkeeper,8,Switzerland Women's,860,['d9b59c89-3991-4569-baa7-1b142452d41a'],38,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:38.428,Pass,
,,,,,,,,,,,,,,,,1.718405,,,,,,,,,,,,,a6738bf7-de30-412c-98cf-edaa8173e26e,77,,"[13.3, 55.7]",3893789,1,,,,,-1.5707964,,Right Foot,,,,"[13.3, 27.1]",Ground Pass,,28.6,,,Julia Stierli,32101.0,,,,,,1,From Goal Kick,Luana Bühler,46972.0,Right Center Back,8,Switzerland Women's,860,['6654d308-9b0b-4fb8-904f-451932d49ad5'],40,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:40.562,Pass,
,,,,,,,,,,,,,,,,1.341102,,,,,,,,,,,,,105f09ef-5a54-4a84-8d75-4fe0dee7b1de,80,,"[21.0, 23.4]",3893789,1,,,,,-0.77665204,,Left Foot,,,,"[38.3, 6.4]",Ground Pass,,24.25469,,,Noelle Maritz,10404.0,,,,,,1,From Goal Kick,Julia Stierli,32101.0,Left Center Back,8,Switzerland Women's,860,['ba533262-a2e7-4bae-aa20-5fb97fbc0f3d'],44,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:44.248,Pass,
,,,,,,,,,,,,,,,,1.355538,,,,,,,,,,,,,a58086be-2b0a-4b5e-96e4-daacec1726f6,83,,"[37.3, 6.6]",3893789,1,,,,,2.252905,,Right Foot,,,,"[22.6, 24.7]",Ground Pass,,23.317375,,,Julia Stierli,32101.0,,,,,,1,From Goal Kick,Noelle Maritz,10404.0,Left Back,8,Switzerland Women's,860,['b4822ee9-bc76-4230-af69-21440fc33dec'],47,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:47.119,Pass,
,,,,,,,,,,,,,,,,1.578922,,,,,,,,,,,,,138012ee-cefb-4a3a-a0fa-2ffff0b7b78a,86,,"[23.7, 25.5]",3893789,1,,,,,1.5266262,,Left Foot,,,,"[25.3, 61.7]",Ground Pass,,36.23534,,,Luana Bühler,46972.0,,,,,,1,From Goal Kick,Julia Stierli,32101.0,Left Center Back,8,Switzerland Women's,860,['2727bc35-fa76-481a-86e3-c5d340942b94'],50,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:50.105,Pass,
,,,,,,,,,,,,,,,,1.47929,,,,,,,,,,,,,5706b487-7409-466b-a48a-2737824d52a1,89,,"[25.2, 61.3]",3893789,1,,,,,0.7747224,,Right Foot,,,,"[39.4, 75.2]",Ground Pass,,19.870832,,,Eseosa Aigbogun,10407.0,,,,,,1,From Goal Kick,Luana Bühler,46972.0,Right Center Back,8,Switzerland Women's,860,['02097b02-4b5f-46a0-a44d-7b0976e385f9'],53,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:53.003,Pass,
,,,,,,,,,,,,,,,,0.978135,,,,,,,,,,,,,a20487f1-960a-45ec-89f2-bc5ecc6b42f6,92,,"[47.3, 75.3]",3893789,1,,,,,0.37874582,,Right Foot,,,,"[57.1, 79.2]",Ground Pass,,10.547511,,,Seraina Piubel,32105.0,,,,,,1,From Goal Kick,Eseosa Aigbogun,10407.0,Right Back,8,Switzerland Women's,860,['faf5afe4-6312-484d-a6c1-280e7b0b1dca'],55,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:55.656,Pass,
,,,,,,,,,,,,,,,,1.135577,,,,,,,,,,,,,d20adc17-17a9-412f-9447-12dd66251c98,96,,"[55.0, 78.2]",3893789,1,,,,,-0.042830933,,Right Foot,,,,"[69.0, 77.6]",Low Pass,,14.012852,,,Coumba Sow,31630.0,,,,,,1,From Goal Kick,Seraina Piubel,32105.0,Right Wing,8,Switzerland Women's,860,['e15ff0ee-0e48-4134-9fde-e68cf16e24db'],57,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:57.138,Pass,
,,,,,,,,,,,,,,,,1.315992,,,,,,,,,,,,,ee2e55a1-12d2-495b-b906-293d1623b4a0,100,,"[66.3, 77.4]",3893789,2,,,,,3.1290147,,Right Foot,,,,"[50.4, 77.6]",Ground Pass,,15.9012575,,,Eseosa Aigbogun,10407.0,,,,,,1,From Goal Kick,Coumba Sow,31630.0,Right Center Midfield,8,Switzerland Women's,860,['15ee1a6b-f6f3-450e-a595-bae87cad89ff'],1,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:01.076,Pass,
,,,,,,,,,,,,,,,,1.483634,,,,,,,,,,,,,20b3164c-d49b-41a9-8f04-65d4fef87f82,103,,"[46.0, 76.1]",3893789,2,,,,,-2.296358,,Right Foot,,,,"[35.8, 64.6]",Ground Pass,,15.371727,,,Luana Bühler,46972.0,,,,,,1,From Goal Kick,Eseosa Aigbogun,10407.0,Right Back,8,Switzerland Women's,860,['fd1df4c1-22ef-4fb2-a038-91a76a0b082f'],3,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:03.961,Pass,
,,,,,,,,,,,,,,,,1.550025,,,,,,,,,,,,,e0496ff9-3b8c-4283-8403-4adbce59e1e8,106,,"[35.8, 64.6]",3893789,2,,,,,-1.7696822,,Right Foot,,,,"[30.6, 38.8]",Ground Pass,,26.318815,,,Julia Stierli,32101.0,,,,,,1,From Goal Kick,Luana Bühler,46972.0,Right Center Back,8,Switzerland Women's,860,['c8bd8759-63fa-4703-a75a-914e158a420a'],6,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:06.780,Pass,
,,,,,,,,,,,,,,,,1.352566,,,,,,,,,,,,,6a1ae017-b56b-4f17-8d69-bb954ca8d6b3,109,,"[35.6, 36.9]",3893789,2,,,,,-1.2822089,,Right Foot,,,,"[45.1, 4.9]",Ground Pass,,33.380383,,,Noelle Maritz,10404.0,,,,,,1,From Goal Kick,Julia Stierli,32101.0,Left Center Back,8,Switzerland Women's,860,['e2f33f98-2dd4-433a-8623-3965f9f2146b'],10,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:10.000,Pass,
,,,,,,,,,,,,,,,,0.853154,,,,,,,,,,,,,293ce448-2698-43c7-8a8f-e96b147e5bb4,112,,"[46.6, 6.0]",3893789,2,,,,,0.40255353,,Right Foot,,,,"[62.1, 12.6]",Ground Pass,,16.84666,,,Ramona Bachmann,4659.0,,,,,,1,From Goal Kick,Noelle Maritz,10404.0,Left Back,8,Switzerland Women's,860,['4b4e94c6-10dc-4626-bafb-76401cb2fa40'],14,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:14.060,Pass,
,,,,,,,,,,,,,,,,0.560135,,,,,,,,,,,,,7b7a21a9-fbbc-48e8-b053-02ed2dab4f18,116,,"[61.8, 10.8]",3893789,2,,,,,-2.2438872,,Right Foot,,,,"[55.9, 3.4]",Ground Pass,,9.464143,,,Noelle Maritz,10404.0,,,,,,1,From Goal Kick,Ramona Bachmann,4659.0,Left Wing,8,Switzerland Women's,860,['c5fb9b0e-a441-41f6-8a84-541fa270adcb'],15,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:15.496,Pass,
,,,,,,,,,,,,,,,,1.885807,,,,,,,,,,,,,5ba19bfc-50df-4c34-8447-735a71737d1a,120,,"[55.0, 3.9]",3893789,2,,,,,2.2324283,,Left Foot,,,,"[36.7, 27.4]",Ground Pass,,29.784895,,,Julia Stierli,32101.0,,,,,,1,From Goal Kick,Noelle Maritz,10404.0,Left Back,8,Switzerland Women's,860,['f6aae1cb-2032-4827-a2da-7557235f7535'],17,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:17.266,Pass,
,,,,,,,,,,,,,,,,2.268097,,,,,,,,,,,,,c9f1eb58-37c0-4486-8798-d1bcb17a586b,123,,"[35.0, 28.3]",3893789,2,,,,,1.5794666,,Left Foot,,,,"[34.7, 62.9]",Ground Pass,,34.6013,,,Luana Bühler,46972.0,,,,,,1,From Goal Kick,Julia Stierli,32101.0,Left Center Back,8,Switzerland Women's,860,['f54d6f49-95f0-490a-b15b-0070fe7fc5a1'],20,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:20.557,Pass,
,,,,,,,,,,,,,,,,1.328473,,,,,,,,,,,,,25238c50-999b-4430-a9e0-cffad8b019e6,126,,"[43.5, 65.5]",3893789,2,,,,,0.9764547,,Right Foot,,,,"[53.3, 80.0]",Ground Pass,,17.501143,,,Eseosa Aigbogun,10407.0,,,,,,1,From Goal Kick,Luana Bühler,46972.0,Right Center Back,8,Switzerland Women's,860,['2daf3513-404d-478b-a6bd-c71f41ee816c'],26,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:26.205,Pass,
,,,,,,,,,,,,,,,,1.536992,,,,,,,,,,,,,57d86212-4c43-454f-bfab-91a751b9a6d6,129,,"[52.8, 75.5]",3893789,2,,,,,-2.4440506,,Right Foot,,,,"[42.3, 66.7]",Ground Pass,,13.7,,,Luana Bühler,46972.0,,,,,,1,From Goal Kick,Eseosa Aigbogun,10407.0,Right Back,8,Switzerland Women's,860,['fb83aa0b-eb17-45fd-830f-e137ed27c4b4'],28,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:28.524,Pass,
