50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6530ea72-daf2-402a-8a3c-37e86f1ca884,1,,,3893793,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Zambia Women's,6045,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 131629, 'name': 'Catherine Musonda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 131616, 'name': 'Margaret Belemu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 131623, 'name': 'Agness Musase'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 131624, 'name': 'Lushomo Mweemba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 131694, 'name': 'Martha Tembo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 401939, 'name': 'Susan Banda'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 32854, 'name': 'Racheal Kundananji'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 131618, 'name': 'Ireen Lungu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 131631, 'name': 'Evarine Susan Katongo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 401941, 'name': 'Siomala Mapepa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 131619, 'name': 'Barbra Banda'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Zambia Women's,6045,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4d62f3b8-e26c-4f85-b66a-33679f09e0e4,2,,,3893793,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Zambia Women's,6045,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 25627, 'name': 'Ayaka Yamashita'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 401924, 'name': 'Rion Ishikawa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 15257, 'name': 'Saki Kumagai'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 25638, 'name': 'Moeka Minami'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 13}, {'player': {'id': 25632, 'name': 'Yui Hasegawa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 299860, 'name': 'Fuka Nagano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 401925, 'name': 'Aoba Fujino'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 401932, 'name': 'Hinata Miyazawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 85500, 'name': 'Mina Tanaka'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Japan Women's,1210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5b6edf5e-9064-47fe-828b-14f2fb9a306d,3,,,3893793,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Zambia Women's,6045,['bc009a93-0df1-4916-9581-a93db140bfb0'],0,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,bc009a93-0df1-4916-9581-a93db140bfb0,4,,,3893793,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Zambia Women's,6045,['5b6edf5e-9064-47fe-828b-14f2fb9a306d'],0,,,,,,,,,,,,,,,,,Zambia Women's,6045,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,84ffc3db-433b-42aa-b0cd-7187fe506e7d,1840,,,3893793,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,109,Zambia Women's,6045,['6f44b0a7-487c-4656-9a34-3a4118b3075a'],0,,,,,,,,,,,,,,,,,Zambia Women's,6045,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6f44b0a7-487c-4656-9a34-3a4118b3075a,1841,,,3893793,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,109,Zambia Women's,6045,['84ffc3db-433b-42aa-b0cd-7187fe506e7d'],0,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,2.789813,,,,,,,,,,,,,,,3fe9d498-6df9-4071-ace2-5b1ced7c2fee,5,,"[60.0, 40.0]",3893793,0,,,,-3.1136496,,Right Foot,,,,"[27.8, 39.1]",,Ground Pass,,32.212574,,,Ayaka Yamashita,25627.0,,,,,,Kick Off,1,From Kick Off,Yui Hasegawa,25632.0,Right Defensive Midfield,2,Japan Women's,1210,['e30e0de1-8dab-479a-a86a-c92c5781891c'],0,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:00.246,Pass,
,,,,,,,,,,,,,,,,,,,,5.875677,,,,,,,,,,,,,,,81016fcf-9bcf-45d6-a717-e23c445a0e0d,8,,"[32.1, 36.9]",3893793,0,,,,-0.47249693,,Left Foot,,,,"[104.1, 0.1]",,High Pass,,80.85938,,Out,Mina Tanaka,85500.0,,,,,,,1,From Kick Off,Ayaka Yamashita,25627.0,Goalkeeper,2,Japan Women's,1210,['887b2fcc-f4fe-4c2f-9cf9-28208f2e1f1a'],5,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:05.214,Pass,
,,,,,,,,,,,,,,,,,,,,2.726766,,,,,,,,,,,,,,,a2260d69-6620-43d3-9272-7a13aa0adb5b,10,,"[15.7, 80.0]",3893793,0,,,,-0.09219531,,,,,,"[56.8, 76.2]",,High Pass,,41.275295,,Incomplete,Barbra Banda,131619.0,,,,,,Throw-in,1,From Throw In,Margaret Belemu,131616.0,Right Back,3,Zambia Women's,6045,"['45797e68-14da-4fe1-bc82-0588f9e95608', 'cfc7a395-c9f6-42c9-b360-0f7e1ff69349']",18,,,,,,,,,,,,,,,,,Zambia Women's,6045,00:00:18.007,Pass,
,,,,,,,,,,,,,,,,,,,,1.800036,,,,,,,,,,,,,,,45797e68-14da-4fe1-bc82-0588f9e95608,12,,"[63.3, 3.9]",3893793,0,,,,-0.011560178,,Left Foot,,,,"[80.6, 3.7]",,High Pass,,17.301155,,Incomplete,Mina Tanaka,85500.0,,,,,,Recovery,1,From Throw In,Moeka Minami,25638.0,Left Center Back,3,Zambia Women's,6045,"['a2260d69-6620-43d3-9272-7a13aa0adb5b', 'dfad925c-6c93-4449-8897-793f295a56ff', 'ed6f5610-690f-40c7-9e49-8fd1efa8859e']",20,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:20.734,Pass,
