50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.967946,,,,,,,,,,,,,62f20ccb-f5e5-4388-a4b1-bf321258cacc,18,,,"[28.7, 33.1]",3893831,0,,,,-0.17573829,,Right Foot,,,"[39.4, 31.2]",,Ground Pass,,10.867382,,,Manuela Giugliano,10228.0,,,,,,,1,From Kick Off,Elena Linari,10208.0,Left Center Back,2,Italy Women's,855,['2978dced-c17a-4a82-aed8-580ed910d6f4'],10,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:10.348,Pass,
,,,,,,,,,,,,,,,,,0.832109,,,,,,,,,,,,,94e307ef-148c-4bf7-b197-af5df30416df,21,,,"[47.1, 26.3]",3893831,0,,,,-1.749891,,Right Foot,,,"[45.0, 14.7]",,Ground Pass,,11.788554,,,Lisa Boattin,25770.0,,,,,,,1,From Kick Off,Manuela Giugliano,10228.0,Left Defensive Midfield,2,Italy Women's,855,['33e6b08c-3834-4960-af8e-c83d6d655328'],13,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:13.401,Pass,
,,,,,,,,,,,,,,,,,2.181819,,,,,,,,,,,,,f0c36778-598e-4a6b-974c-21b39e0bc665,24,,,"[45.8, 8.5]",3893831,0,,,,0.06865981,,Left Foot,,,"[80.7, 10.9]",,High Pass,,34.982426,,,Valentina Giacinti,25541.0,,,,,,,1,From Kick Off,Lisa Boattin,25770.0,Left Back,2,Italy Women's,855,['6cfe4407-463b-4f75-a1b3-a356cdcf3797'],15,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:15.408,Pass,
,,,,,,,,,,,,,,,,,1.374722,,,,,,,,,,,,,46e8a664-cd6b-4a90-8e82-fa69db685cc6,26,,,"[80.9, 10.9]",3893831,0,,,,-0.54257935,,Other,,,"[87.7, 6.8]",,Low Pass,,7.940403,,,Barbara Bonansea,10211.0,,,,,,,1,From Kick Off,Valentina Giacinti,25541.0,Center Forward,2,Italy Women's,855,['b947fad6-d12b-4bb5-824d-9229701967a1'],17,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:17.590,Pass,
,,,,,,,,,,,,,,,,,2.031432,,,,,,,,,,,,,129553de-3eed-4596-8c2b-fdab22774694,36,,,"[81.3, 0.1]",3893831,0,,,,0.7126405,,,,,"[99.7, 16.0]",,High Pass,,24.3181,,,Valentina Giacinti,25541.0,,,,,,Throw-in,1,From Throw In,Lisa Boattin,25770.0,Left Back,3,Italy Women's,855,['df4f515c-4ecd-48d4-8d26-494334552eda'],36,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:36.718,Pass,
,,,,,,,,,,,,,,,,,0.193482,,,,,,,,,,,,,ea7468b8-75f8-4027-9cfd-1d6580ba791b,40,,,"[101.4, 17.5]",3893831,0,,,,-0.53581125,,Right Foot,,,"[104.6, 15.6]",,Ground Pass,,3.7215588,,,Giulia Dragoni,349028.0,,,,,,,1,From Throw In,Valentina Giacinti,25541.0,Center Forward,3,Italy Women's,855,"['7d8bbee2-eb2e-451e-ab71-072f38016c7d', 'eb0fc460-bfbe-4008-9f4d-0d41a5fceca3']",41,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:41.327,Pass,True
,,,,,,,,,,,,,,,,,1.545128,,,,,,,,,,,,,e616c2d1-4362-4757-a9ec-664fb47f3cdd,48,,,"[14.4, 65.8]",3893831,0,,,,0.38798007,,Right Foot,,,"[25.9, 70.5]",,Ground Pass,,12.423365,,,Hildah Tholakele Magaia,402126.0,,,,,,,1,Regular Play,Lebogang Ramalepe,25520.0,Right Back,4,South Africa Women's,1216,"['35607223-c6da-4fd1-bd42-d1b8c52a4193', '6deea752-5380-4352-9b6d-b03b81c53bc8']",43,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:43.916,Pass,True
,,,,,,,,,,,,,,,,,1.012728,,,,,,,,,,,,,4a7d1c45-2362-47a0-8574-8cc836763b7e,51,,,"[25.9, 70.5]",3893831,0,,,,-1.531855,,Left Foot,,,"[26.2, 62.8]",,Ground Pass,,7.705842,,,Lebogang Ramalepe,25520.0,,,,,,,1,Regular Play,Hildah Tholakele Magaia,402126.0,Right Wing,4,South Africa Women's,1216,['71f0ea57-b326-47e8-bf12-e7f207ddb91d'],45,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:45.530,Pass,
,,,,,,,,,,,,,,,,,0.285728,,,,,,,,,,,,,28038fd3-d82e-483f-9019-de7fd993a637,54,,,"[33.6, 65.2]",3893831,0,,,,-0.14415438,,Right Foot,,,"[39.8, 64.3]",,Ground Pass,,6.264982,,Incomplete,Thembi Kgatlana,5052.0,,,,,,,1,Regular Play,Lebogang Ramalepe,25520.0,Right Back,4,South Africa Women's,1216,"['86970e21-420a-4bf3-a519-196fd50d4e08', 'f0485129-0056-477f-947a-647d66df5464']",47,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:47.696,Pass,
,,,,,,,,,,,,,,,,,2.512206,,,,,,,,,,,,,935bb857-115c-46d4-b0a4-1d2d44e213c5,57,,,"[74.7, 80.0]",3893831,1,True,,,-1.6080462,,,,,"[74.1, 63.9]",,Low Pass,,16.111176,,,Robyn Kimberly Moodaly,402121.0,,,,,,Throw-in,1,From Throw In,Lebogang Ramalepe,25520.0,Right Back,5,South Africa Women's,1216,['4a79c730-21ca-4dbd-806d-8abe58db6d5e'],2,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:02.820,Pass,
,,,,,,,,,,,,,,,,,1.327202,,,,,,,,,,,,,0211271d-b93d-4e7e-9672-7f3c1e1c4e09,60,,,"[45.8, 0.1]",3893831,1,True,,,1.5707964,,,,,"[45.8, 12.4]",,Low Pass,,12.3,,,Manuela Giugliano,10228.0,,,,,,Throw-in,1,From Throw In,Lisa Boattin,25770.0,Left Back,6,Italy Women's,855,['a9d4eab4-5d16-4c9a-92bb-cdd47c9d972d'],3,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:03.542,Pass,
,,,,,,,,,,,,,,,,,1.184074,,,,,,,,,,,,,681ff30f-8a55-441e-93b0-725ba2fa1296,62,,,"[46.0, 13.2]",3893831,1,,,,2.010639,,Right Foot,,,"[45.2, 14.9]",,High Pass,,1.8788295,,,Arianna Caruso,32162.0,,,,,,,1,From Throw In,Manuela Giugliano,10228.0,Left Defensive Midfield,6,Italy Women's,855,['94f387f4-ff71-4ff4-8cbf-be3625f9e93f'],5,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:05.329,Pass,
,,,,,,,,,,,,,,,,,1.851302,,,,,,,,,,,,,9654274f-7aa0-4163-8716-0715689955a4,66,,,"[45.0, 17.5]",3893831,1,,,,2.249055,,Left Foot,,,"[25.5, 41.7]",,Ground Pass,,31.078772,,,Benedetta Orsi,47117.0,,,,,,,1,From Throw In,Arianna Caruso,32162.0,Right Defensive Midfield,6,Italy Women's,855,"['f38b694a-1616-4070-956d-1d4c9fdc4d3c', 'fbe29f01-aa38-4edc-9b37-4ddeda763988']",6,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:06.990,Pass,True
,,,,,,,,,,,,,,,,,1.322801,,,,,,,,,,,,,7c9c1dfb-f0f1-436f-aebb-ce695fb63a39,69,,,"[22.7, 42.1]",3893831,1,,,,3.0076478,,Right Foot,,,"[8.6, 44.0]",,Ground Pass,,14.227438,,,Francesca Durante,32152.0,,,,,,,1,From Throw In,Benedetta Orsi,47117.0,Right Center Back,6,Italy Women's,855,['d9b172c1-576f-4c91-b8d1-31150c62d595'],9,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:09.671,Pass,
,,,,,,,,,,,,,,,,,1.534319,,,,,,,,,,,,,8f52b7e4-2c23-44a6-aeb8-6808b273fb26,73,,,"[8.4, 43.6]",3893831,1,,,,-1.2229648,,Right Foot,,,"[14.6, 26.5]",,Ground Pass,,18.189283,,,Elena Linari,10208.0,,,,,,,1,From Throw In,Francesca Durante,32152.0,Goalkeeper,6,Italy Women's,855,"['4441900f-5c87-4ce3-9091-96519ef07bc1', 'c83c829d-75a2-461f-be98-419f24f3c27b']",11,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:11.943,Pass,True
,,,,,,,,,,,,,,,,,1.628686,,,,,,,,,,,,,f2f38e6b-d720-445b-a9df-206bd0d9d463,76,,,"[14.4, 18.6]",3893831,1,,,,-0.8509973,,Left Foot,,,"[27.2, 4.0]",,Ground Pass,,19.416489,,,Lisa Boattin,25770.0,,,,,,,1,From Throw In,Elena Linari,10208.0,Left Center Back,6,Italy Women's,855,['d9183e6e-eeba-4426-9b00-1459cca5df77'],13,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:13.860,Pass,
,,,,,,,,,,,,,,,,,1.011079,,,,,,,,,,,,,8ab5ec93-610e-484e-9f28-46acb835ea61,81,,,"[94.0, 80.0]",3893831,1,True,,,-0.82040334,,,,,"[106.4, 66.7]",,Low Pass,,18.183784,,Incomplete,Hildah Tholakele Magaia,402126.0,,,,,,Throw-in,1,From Throw In,Lebogang Ramalepe,25520.0,Right Back,7,South Africa Women's,1216,"['33e7ead4-6da1-4753-8d5d-d753fc157f8a', 'de5490f6-c830-4520-b258-aecf719ad9e5']",27,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:27.669,Pass,
,,,,,,,,,,,,,,,,,0.840251,,,,,,,,,,,,,61ef893c-aeac-4aab-bb7d-7d49c2a37745,85,,,"[86.0, 80.0]",3893831,1,,,,-0.62548506,,,,,"[95.0, 73.5]",,Low Pass,,11.101802,,,Hildah Tholakele Magaia,402126.0,,,,,,Throw-in,1,From Throw In,Lebogang Ramalepe,25520.0,Right Back,8,South Africa Women's,1216,['08d644e0-194e-44c1-a769-9427b49d649a'],43,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:43.733,Pass,
,,,,,,,,,,,,,,,,,1.303617,,,,,,,,,,,,,2403a4a6-61a8-4ff7-b628-c41070ffb443,89,,,"[94.2, 72.7]",3893831,1,,,,3.048116,,Left Foot,,,"[87.8, 73.3]",,Ground Pass,,6.4280634,,,Lebogang Ramalepe,25520.0,,,,,,,1,From Throw In,Hildah Tholakele Magaia,402126.0,Right Wing,8,South Africa Women's,1216,"['260645a1-5dd5-4fe5-8ee1-d7ce2f86eb98', 'c34161d0-b4e5-47b2-a72a-767c86011dd7']",44,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:44.605,Pass,True
,,,,,,,,,,,,,,,,,0.18016,,,,,,,,,,,,,14c5b9fb-1f9d-4f70-80b2-f9c17babc4b1,91,,,"[87.8, 73.3]",3893831,1,,,,-0.9310265,,Right Foot,,,"[91.0, 69.0]",,Low Pass,,5.3600373,,Incomplete,Thembi Kgatlana,5052.0,,,,,,,1,From Throw In,Lebogang Ramalepe,25520.0,Right Back,8,South Africa Women's,1216,"['04534232-4cc9-4126-82c7-381d898e2cf0', 'db30d12a-f39e-4660-8d2e-346d2acebeb9']",45,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:45.909,Pass,
,,,,,,,,,,,,,,,,,1.09516,,,,,,,,,,,,,1e593e40-1af2-47bf-9495-2614584fbb13,97,,,"[68.7, 46.2]",3893831,1,,,,1.1238536,,Right Foot,,,"[76.8, 63.1]",,Ground Pass,,18.740864,,,Lucia Di Guglielmo,46224.0,,,,,,,1,From Throw In,Chiara Beccari,135571.0,Right Wing,8,South Africa Women's,1216,"['838ef0ad-f586-46a8-82fe-3fe6ff027f81', 'a448ad28-6270-4032-acfc-01459821dabc']",53,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:53.423,Pass,True
,,,,,,,,,,,,,,,,,0.053529,,,,,,,,,,,,,b4a780c6-8e90-41e6-ac55-5fc5df1071f1,106,,,"[9.5, 11.9]",3893831,1,,,,-0.54937446,,Left Foot,,,"[14.4, 8.9]",,Ground Pass,,5.745433,,Incomplete,Karabo Dhlamini,402118.0,,,,,,,1,From Throw In,Jermaine Seoposenwe,25511.0,Left Wing,8,South Africa Women's,1216,"['6bbf4bb5-ff64-428d-b2ef-7bebc74d516f', '9c583c33-4aff-4604-aa05-b49581c8e11d', 'df56fcf5-941e-4e07-9fb2-4a80cecdc79a']",59,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:59.633,Pass,True
,,,,,,,,,,,,,,,,,1.356998,,,,,,,,,,,,,14c98a85-1519-4b08-acb3-cb55e7a77103,114,,,"[109.3, 80.0]",3893831,2,,,,-1.3888681,,,,,"[113.2, 58.8]",,High Pass,,21.555742,,Incomplete,Chiara Beccari,135571.0,,,,,,Throw-in,1,From Throw In,Lucia Di Guglielmo,46224.0,Right Back,9,Italy Women's,855,"['4dd8045f-b0c0-4205-a620-f2a370f3f985', '63e1c8ee-44a0-4f20-b285-2e2a9c350ce3']",20,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:20.446,Pass,
,,,,,,,,,,,,,,,,,1.230997,,,,,,,,,,,,,82c48ac4-6de2-44d4-808b-24e184091335,118,,,"[113.6, 80.0]",3893831,2,,,,-1.6455467,,,,,"[111.9, 57.3]",,High Pass,,22.763567,,,Chiara Beccari,135571.0,,,,,,Throw-in,1,From Throw In,Lucia Di Guglielmo,46224.0,Right Back,10,Italy Women's,855,['47a03d96-b5cb-4ce9-b65a-2a06ed361117'],28,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:28.092,Pass,
,,,,,,,,,,,,,,,,,3.368393,,,,,,,,,,,,,959904b4-c99f-4d1f-b40d-a84daf8b4238,127,,,"[6.9, 5.7]",3893831,2,,,,-0.16859694,,Left Foot,,,"[39.8, 0.1]",,Low Pass,,33.37319,,Out,Jermaine Seoposenwe,25511.0,,,,,,,1,Regular Play,Karabo Dhlamini,402118.0,Left Back,11,South Africa Women's,1216,"['117e8fdd-a530-4236-b642-79d036ec9b36', '830de9e7-a257-4a99-a8ef-6502ca7a83af']",32,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:02:32.835,Pass,True
,,,,,,,,,,,,,,,,,3.587361,,,,,,,,,,,,,115cdfad-d1b7-491a-9b1b-98cd843cdb6c,129,,,"[84.5, 80.0]",3893831,2,,,,-0.56087494,,,,,"[120.0, 57.7]",,High Pass,,41.923023,,Out,Valentina Giacinti,25541.0,,,,,,Throw-in,1,From Throw In,Lucia Di Guglielmo,46224.0,Right Back,12,Italy Women's,855,['a2cc0a96-d752-4fa5-8e9b-8713235be089'],43,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:43.364,Pass,
,,,,,,,,,,,,,,,,,1.051322,,,,,,,,,,,,,acf0fe9b-02c7-4794-af94-b4c9297ae514,132,,,"[6.0, 44.0]",3893831,3,,,,1.7085326,,Left Foot,,,"[4.6, 54.1]",,Ground Pass,,10.1965685,,,Bambanani Nolufefe Mbane,25747.0,,,,,,Goal Kick,1,From Goal Kick,Kaylin Swart,25746.0,Goalkeeper,13,South Africa Women's,1216,['aa221473-961c-4756-857a-bc2a83c402e2'],3,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:03:03.833,Pass,
,,,,,,,,,,,,,,,,,2.054731,,,,,,,,,,,,,c0c61f21-c58b-471e-9890-3934a8f0d1ca,135,,,"[4.3, 52.3]",3893831,3,,,,0.27196357,,Right Foot,,,"[39.8, 62.2]",,High Pass,,36.85458,,,Hildah Tholakele Magaia,402126.0,,,,,,,1,From Goal Kick,Bambanani Nolufefe Mbane,25747.0,Right Center Back,13,South Africa Women's,1216,['a85e7497-9dfe-4965-8062-58b34eb405f0'],6,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:03:06.438,Pass,
,,,,,,,,,,,,,,,,,0.775016,,,,,,,,,,,,,b8e5a347-3df6-43d5-85dc-9d59cee03532,139,,,"[38.8, 62.0]",3893831,3,,,,-2.0163736,,Left Foot,,,"[35.6, 55.3]",,Low Pass,,7.4249578,,Incomplete,Robyn Kimberly Moodaly,402121.0,,,,,,,1,From Goal Kick,Hildah Tholakele Magaia,402126.0,Right Wing,13,South Africa Women's,1216,"['11e17647-5ab2-4658-ace0-032d70de4a7f', 'df1d8f9a-edb5-4296-aa9c-6eda27a771d5']",9,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:03:09.164,Pass,
,,,,,,,,,,,,,,,,,0.840674,,,,,,,,,,,,,330b927d-3dbd-4a8d-a9d4-b54b97105f92,143,,,"[86.2, 24.1]",3893831,3,,,,-0.892677,,Right Foot,,,"[92.0, 16.9]",,Ground Pass,,9.24554,,Incomplete,Barbara Bonansea,10211.0,,,,,,,1,Regular Play,Manuela Giugliano,10228.0,Left Defensive Midfield,14,Italy Women's,855,"['5a226f45-3875-4fcc-86f1-4a1f290fc7a1', '8361113a-bb1e-4d59-b522-21602198d845']",10,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:10.215,Pass,
,,,,,,,,,,,,,,,,,1.368163,,,,,,,,,,,,,8ab42937-b24a-4ad1-aab2-f60181b0fb3e,147,,,"[76.0, 0.1]",3893831,3,,,,0.8917151,,,,,"[87.3, 14.1]",,Low Pass,,17.991386,,,Barbara Bonansea,10211.0,,,,,,Throw-in,1,From Throw In,Lisa Boattin,25770.0,Left Back,15,Italy Women's,855,['8496a894-2aac-4e2b-9017-d557ae260ef4'],22,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:22.664,Pass,
,,,,,,,,,,,,,,,,,1.080516,,,,,,,,,,,,,309c59f4-2d6b-4d7d-9530-44370f590733,151,,,"[87.5, 14.7]",3893831,3,,,,0.81278855,,No Touch,,,"[94.6, 22.2]",,Ground Pass,,10.327633,True,,Chiara Beccari,135571.0,,,,,,,1,From Throw In,Barbara Bonansea,10211.0,Left Wing,15,Italy Women's,855,"['9991b5e9-05fb-4e5d-972b-e15f5a5d9972', 'dc1afe07-4e0a-433b-a46b-0f6556877e69']",24,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:24.128,Pass,True
