50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,f6c5f1a3-1c26-4359-9718-9204cfe6c941,1,,,,3902967,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 9}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 47521, 'name': 'Alessia Russo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",England Women's,865,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,e9c632e7-930d-4c85-9590-890bd554d628,2,,,,3902967,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 46344, 'name': 'Catalina Pérez Jaramillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 403283, 'name': 'Carolina Arias Vidal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 388473, 'name': 'Jorelyn Andrea Daniela Carabalí Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 403277, 'name': 'Daniela Alexandra Árias Rojas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 49945, 'name': 'Manuela Vanegas Cataño'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 403280, 'name': 'Diana Carolina Ospina García Pineda'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 49904, 'name': 'Lorena Bedoya Durango'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 403278, 'name': 'María Catalina Usme Pineda'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 32215, 'name': 'Leicy Maria Santos Herrera'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 386339, 'name': 'Linda Lizeth Caicedo Alegría'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 53188, 'name': 'Mayra Tatiana Ramírez Ramírez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Colombia Women's,16802,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,84fba289-3e05-4b51-b8dd-256f9ebc27ea,3,,,,3902967,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,['4d286301-8908-4813-b831-2e7e631be04a'],0,,,,,,,,,,,,,,,,,,Colombia Women's,16802,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,4d286301-8908-4813-b831-2e7e631be04a,4,,,,3902967,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,['84fba289-3e05-4b51-b8dd-256f9ebc27ea'],0,,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,79c9d086-5b6b-4183-adb4-86c24f50d277,2047,,,,3902967,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,England Women's,865,['b04fc511-a798-4ad9-9a7b-b88c1c0f5fe8'],0,,,,,,,,,,,,,,,,,,Colombia Women's,16802,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,b04fc511-a798-4ad9-9a7b-b88c1c0f5fe8,2048,,,,3902967,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,England Women's,865,['79c9d086-5b6b-4183-adb4-86c24f50d277'],0,,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.996217,,,,,,,,,,fd442a3b-7b06-4e8f-a763-0b8e92388598,5,,,"[61.0, 40.1]",3902967,0,,,,,-2.8816526,,Right Foot,,,"[51.6, 37.6]",,Ground Pass,,9.726768,,,Keira Walsh,4658.0,,,,,Kick Off,1,From Kick Off,Lauren Hemp,15555.0,Left Center Forward,2,England Women's,865,['e8236188-d9ae-4105-99c0-6fc7118e61d3'],0,,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.458,Pass,
,,,,,,,,,,,,,,,,2.306424,,,,,,,,,,a723c338-9177-4a38-8257-b90c952fafce,8,,,"[51.9, 39.4]",3902967,0,,,,,0.9392363,,Right Foot,,,"[78.6, 75.9]",,High Pass,,45.223225,,,Lucy Bronze,10178.0,,,,,,1,From Kick Off,Keira Walsh,4658.0,Center Defensive Midfield,2,England Women's,865,['fcf176b3-8288-4586-9e5a-84d457994ad2'],2,,,,,,,,,,,,,,,,,,England Women's,865,00:00:02.787,Pass,
,,,,,,,,,,,,,,,,1.447894,,,,,,,,,,ef1e2b66-0eda-461a-a008-084369f3421d,12,,,"[38.2, 3.9]",3902967,0,,,,,0.23684876,,Left Foot,,,"[46.9, 6.0]",,Ground Pass,,8.949861,,Incomplete,Linda Lizeth Caicedo Alegría,386339.0,,,,,Recovery,1,From Kick Off,Manuela Vanegas Cataño,49945.0,Left Back,2,England Women's,865,"['6ae6fdce-7f8e-42fd-8d4d-ffcd840c6bd2', 'ba1b263e-189d-4366-8282-eb7d6eeb5910']",5,,,,,,,,,,,,,,,,,,Colombia Women's,16802,00:00:05.794,Pass,
,,,,,,,,,,,,,,,,0.637215,,,,,,,,,,cbdece11-4a0f-4b01-be70-015f345e9227,16,,,"[42.5, 7.8]",3902967,0,,,,,1.1428478,,Left Foot,,,"[45.1, 13.5]",,Ground Pass,,6.264982,,,Leicy Maria Santos Herrera,32215.0,,,,,Recovery,1,Regular Play,Manuela Vanegas Cataño,49945.0,Left Back,3,Colombia Women's,16802,['2cdc4b1a-ed08-4c85-8247-adc8ad2238fb'],9,,,,,,,,,,,,,,,,,,Colombia Women's,16802,00:00:09.262,Pass,
