50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,577d1b19-04c1-46f0-a24a-1e8db4954444,1,,,,3893806,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,,0,,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 49830, 'name': 'María Isabel Rodríguez Rivero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 49831, 'name': 'Ivana Andrés Sanz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 49836, 'name': 'Olga  Carmona García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 49835, 'name': 'Teresa Abelleira Dueñas'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 15284, 'name': 'Aitana Bonmati Conca'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 222682, 'name': 'Salma Paralluelo Ayingono'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 10151, 'name': 'Jennifer Hermoso Fuentes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Spain Women's,863,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1ffdb3be-3d6c-49bf-b197-d5d8738991c0,2,,,,3893806,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 401938, 'name': 'Eunice Sakala'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 131616, 'name': 'Margaret Belemu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 131623, 'name': 'Agness Musase'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 131624, 'name': 'Lushomo Mweemba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 131694, 'name': 'Martha Tembo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 131618, 'name': 'Ireen Lungu'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 401939, 'name': 'Susan Banda'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 401941, 'name': 'Siomala Mapepa'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 131631, 'name': 'Evarine Susan Katongo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 32854, 'name': 'Racheal Kundananji'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 131619, 'name': 'Barbra Banda'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Zambia Women's,6045,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,26c1c225-89b0-473d-bb3d-603a76a8a123,3,,,,3893806,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,['28ce0c66-7224-45ae-b279-31d51e32c34b'],0,,,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,28ce0c66-7224-45ae-b279-31d51e32c34b,4,,,,3893806,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,['26c1c225-89b0-473d-bb3d-603a76a8a123'],0,,,,,,,,,,,,,,,,,,,,Zambia Women's,6045,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cb9fabf2-206c-4b85-8a91-8d5f1896b882,2109,,,,3893806,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Spain Women's,863,['b41a8415-8633-46f9-9681-4b015a49d7b7'],0,,,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b41a8415-8633-46f9-9681-4b015a49d7b7,2110,,,,3893806,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Spain Women's,863,['cb9fabf2-206c-4b85-8a91-8d5f1896b882'],0,,,,,,,,,,,,,,,,,,,,Zambia Women's,6045,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.237531,,,,,,,,,,,,,,a2acc865-aa47-4fed-bccf-d4df689c02b7,5,,,"[61.0, 40.1]",3893806,0,,,,2.9849908,,Left Foot,,,"[45.8, 42.5]",,Ground Pass,,15.388308,,,,Teresa Abelleira Dueñas,49835.0,,,,,,Kick Off,1,From Kick Off,Jennifer Hermoso Fuentes,10151.0,Center Forward,2,Spain Women's,863,['f9192433-fd6d-49b2-b4b0-8bad21d8e869'],0,,,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.525,Pass,
,,,,,,,,,,,,,,,,,0.975746,,,,,,,,,,,,,,258e09c8-8eec-464b-ab88-cee8ab8f2187,8,,,"[46.2, 42.7]",3893806,0,,,,1.2351577,,Left Foot,,,"[49.2, 51.3]",,Ground Pass,,9.108238,,,,Aitana Bonmati Conca,15284.0,,,,,,,1,From Kick Off,Teresa Abelleira Dueñas,49835.0,Center Defensive Midfield,2,Spain Women's,863,['a491f9f7-74ac-4d26-8668-3cc77f88d965'],2,,,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:02.969,Pass,
,,,,,,,,,,,,,,,,,1.340049,,,,,,,,,,,,,,ffbe8c9f-8b8f-464f-8e38-412e3a529d39,13,,,"[39.2, 16.0]",3893806,0,,,,2.4867606,,Right Foot,,,"[33.6, 20.3]",,Ground Pass,,7.0604534,,Incomplete,,Martha Tembo,131694.0,,,,,,Recovery,1,From Kick Off,Susan Banda,401939.0,Left Defensive Midfield,2,Spain Women's,863,"['53ea9d7e-4c46-4cb1-bb25-e24c7eccf23c', 'de907a0a-8978-47d7-895b-2761e6e137e9', 'ee4e8fe6-43fc-4367-838d-595b2baa408e']",10,,,,,,,,,,,,,,,,,,,,Zambia Women's,6045,00:00:10.793,Pass,True
,,,,,,,,,,,,,,,,,2.02662,,,,,,,,,,,,,,e02c4f83-a0a0-4a4f-b3e0-68a409a330e7,17,,,"[91.4, 64.6]",3893806,0,,,,-0.69115084,,Left Foot,True,,"[113.4, 46.4]",,Ground Pass,,28.552408,,Incomplete,,Jennifer Hermoso Fuentes,10151.0,,,,,,,1,From Kick Off,Salma Paralluelo Ayingono,222682.0,Right Wing,2,Spain Women's,863,"['076d9054-4df2-43a4-b10e-fe42ba8a194f', '75ce1772-1d7a-46d8-824b-a048bd651588']",13,,,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:13.910,Pass,
