50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.038561,,,,,,,,,,,,cea04270-be55-4283-9f10-d8e065850d1e,17,,,"[43.5, 63.0]",3893833,0,,,,,-1.6207547,,Right Foot,,,"[42.4, 41.0]",,Ground Pass,,22.027483,,Marina Hegering,25491.0,,,,,,1,From Kick Off,Kathrin Julia Hendrich,10399.0,Right Center Back,2,Germany Women's,857,['29edefad-f433-41c6-8533-f4a7b79eaf37'],11,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:11.449,Pass,
,,,,,,,,,,,,,,,,,,1.387244,,,,,,,,,,,,fede3649-4ed6-44ce-8616-004dae65b45e,20,,,"[42.7, 40.2]",3893833,0,,,,,-1.3670889,,Right Foot,,,"[47.1, 18.9]",,Ground Pass,,21.749712,,Chantal Hagel,46999.0,,,,,,1,From Kick Off,Marina Hegering,25491.0,Left Center Back,2,Germany Women's,857,['69aa1248-a413-4f10-9203-2e97002bd14c'],14,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:14.016,Pass,
,,,,,,,,,,,,,,,,,,2.132029,,,,,,,,,,,,a84bc108-6473-4a96-a5f5-f81b35bbce39,23,,,"[50.7, 18.6]",3893833,0,,,,,1.6094245,,Left Foot,,,"[49.1, 60.0]",,Ground Pass,,41.43091,,Kathrin Julia Hendrich,10399.0,,True,,,,1,From Kick Off,Chantal Hagel,46999.0,Left Back,2,Germany Women's,857,['63962536-02d6-48e4-808a-332439ad3e1e'],17,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:17.509,Pass,
,,,,,,,,,,,,,,,,,,1.445128,,,,,,,,,,,,78824cf0-b6ca-463b-a197-4300a9817822,26,,,"[49.1, 60.0]",3893833,0,,,,,0.9694966,,Right Foot,,,"[60.9, 77.2]",,Ground Pass,,20.858572,,Svenja Huth,10374.0,,,,,,1,From Kick Off,Kathrin Julia Hendrich,10399.0,Right Center Back,2,Germany Women's,857,['41b284a3-1f1f-46f0-a287-90d8f0bec1a6'],20,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:20.832,Pass,
,,,,,,,,,,,,,,,,,,1.160661,,,,,,,,,,,,df98cb88-6b5c-43f5-9b77-ab2f0886a167,29,,,"[63.1, 75.2]",3893833,0,,,,,-2.768605,,Right Foot,,,"[53.9, 71.6]",,Ground Pass,,9.8792715,,Kathrin Julia Hendrich,10399.0,,,,,,1,From Kick Off,Svenja Huth,10374.0,Right Back,2,Germany Women's,857,['c1d5b851-7fe7-473b-80a5-7b1cc46d6df6'],24,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:24.206,Pass,
,,,,,,,,,,,,,,,,,,2.102381,,,,,,,,,,,,85c1a57e-3f01-4e32-bc14-63306a754d98,32,,,"[54.2, 71.3]",3893833,0,,,,,-2.1061544,,Right Foot,,,"[42.1, 50.9]",,Ground Pass,,23.718557,,Marina Hegering,25491.0,,,,,,1,From Kick Off,Kathrin Julia Hendrich,10399.0,Right Center Back,2,Germany Women's,857,['e088257b-72bc-4dd4-922f-2838aa9a04e8'],27,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:27.630,Pass,
,,,,,,,,,,,,,,,,,,1.731342,,,,,,,,,,,,36736c45-7cbb-4df5-8f9d-b094cb322adc,35,,,"[40.2, 44.6]",3893833,0,,,,,2.964079,,Right Foot,,,"[10.1, 50.0]",,Ground Pass,,30.58055,,Merle Frohms,15443.0,,,,,,1,From Kick Off,Marina Hegering,25491.0,Left Center Back,2,Germany Women's,857,['54c44e25-f91a-4301-8150-d019ff828370'],30,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:30.746,Pass,
,,,,,,,,,,,,,,,,,,1.567381,,,,,,,,,,,,79664123-b856-4ff9-ae7b-60c40c2f95aa,39,,,"[11.2, 48.5]",3893833,0,,,,,-0.22229213,,Right Foot,,,"[25.8, 45.2]",,Ground Pass,,14.9683,,Marina Hegering,25491.0,,,,,,1,From Kick Off,Merle Frohms,15443.0,Goalkeeper,2,Germany Women's,857,['efc8866b-ac28-43a0-8fea-49ef6e1001f9'],36,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:36.733,Pass,
,,,,,,,,,,,,,,,,,,2.241713,,,,,,,,,,,,fff304ce-e4a7-4820-b06f-ef656b7f2bf2,42,,,"[42.9, 54.7]",3893833,0,,,,,0.77850175,,Right Foot,,,"[64.8, 76.3]",,Ground Pass,,30.759876,,Svenja Huth,10374.0,,,,,,1,From Kick Off,Marina Hegering,25491.0,Left Center Back,2,Germany Women's,857,['c9ac88c8-851b-4c90-aa1d-6ec4b43f08e2'],43,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:43.278,Pass,
,,,,,,,,,,,,,,,,,,1.130758,,,,,,,,,,,,a96c0a73-8579-44be-8dd3-f4db81bf544c,45,,,"[56.8, 65.0]",3893833,0,,,,,2.8315375,,Right Foot,,,"[46.5, 68.3]",,Ground Pass,,10.815729,,Kathrin Julia Hendrich,10399.0,,,,,,1,From Kick Off,Svenja Huth,10374.0,Right Back,2,Germany Women's,857,['cc1f6589-c11f-4805-9c3d-eb3189b39305'],47,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:47.229,Pass,
,,,,,,,,,,,,,,,,,,1.376204,,,,,,,,,,,,0238cb19-70c2-47dc-acf4-9749ed3c7cf2,48,,,"[48.2, 72.2]",3893833,0,,,,,0.24611503,,Right Foot,,,"[68.9, 77.4]",,Ground Pass,,21.34315,,Svenja Huth,10374.0,,,,,,1,From Kick Off,Kathrin Julia Hendrich,10399.0,Right Center Back,2,Germany Women's,857,['8db7244a-0df1-40ab-9a3e-50dcf8092e4f'],49,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:49.259,Pass,
,,,,,,,,,,,,,,,,,,0.986737,,,,,,,,,,,,8ab8613f-c944-44ca-9886-a3989f0df512,51,,,"[68.9, 76.9]",3893833,0,,,,,-0.32994708,,Left Foot,,,"[83.5, 71.9]",,Ground Pass,,15.432433,,Lea Schüller,25476.0,,,,,,1,From Kick Off,Svenja Huth,10374.0,Right Back,2,Germany Women's,857,['13c9c8ea-b0d0-40ec-a273-7458641797e0'],52,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:52.928,Pass,
,,,,,,,,,,,,,,,,,,0.990913,,,,,,,,,,,,370ebdc6-3bf7-4aac-806d-a44fedd21d53,54,,,"[83.5, 71.9]",3893833,0,,,,,1.7126933,,Right Foot,,,"[82.6, 78.2]",,Ground Pass,,6.363961,,Jule Brand,46987.0,,,,,,1,From Kick Off,Lea Schüller,25476.0,Center Forward,2,Germany Women's,857,['356261df-e724-48f8-aeb1-a751414fefa3'],53,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:53.955,Pass,
,,,,,,,,,,,,,,,,,,1.444585,,,,,,,,,,,,e17cd372-f604-43c1-84f1-09ead34be114,58,,,"[83.8, 74.9]",3893833,0,,,,,-0.9185345,,Right Foot,,,"[93.5, 62.2]",,High Pass,,15.980614,Incomplete,Lea Schüller,25476.0,,,,,,1,From Kick Off,Jule Brand,46987.0,Right Wing,2,Germany Women's,857,"['0917b553-ae2e-46f9-96a9-1b401a6063b9', 'dea15aba-5237-49a2-87dc-6a44895e3614']",55,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:55.903,Pass,
,,,,,,,,,,,,,,,,,,1.98926,,,,,,,,,,,,dea15aba-5237-49a2-87dc-6a44895e3614,60,,,"[26.6, 17.9]",3893833,0,,,,,-1.5707964,,Left Foot,,,"[26.6, 12.1]",,Low Pass,,5.8,,Seo-Yeon Shim,403287.0,,,,,Recovery,1,Regular Play,Young-Ju Lee,25450.0,Center Defensive Midfield,3,Korea Republic Women's,1211,"['980eb730-e9a9-4b23-92ec-c9db1b83980a', 'e17cd372-f604-43c1-84f1-09ead34be114']",57,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:57.348,Pass,
,,,,,,,,,,,,,,,,,,0.718517,,,,,,,,,,,,0d4dfbf9-bafb-4de4-b33c-f2f84808de90,63,,,"[31.0, 1.9]",3893833,1,,,,,1.8259788,,Left Foot,,,"[29.8, 6.5]",,Ground Pass,,4.753946,,So-Yun Ji,4647.0,,,,,,1,Regular Play,Seo-Yeon Shim,403287.0,Left Center Back,3,Korea Republic Women's,1211,['60300ab3-45b0-4696-afc7-816ca41f166e'],0,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:00.806,Pass,
,,,,,,,,,,,,,,,,,,0.996426,,,,,,,,,,,,99a27fb4-3e3a-4248-926a-9940a6d671f8,65,,,"[29.8, 6.5]",3893833,1,,,,,-2.462179,,Right Foot,,,"[27.2, 4.4]",,Ground Pass,,3.342155,,Seo-Yeon Shim,403287.0,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,3,Korea Republic Women's,1211,['641c0aa3-5384-43e4-9f8a-ca8285379092'],1,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:01.524,Pass,
,,,,,,,,,,,,,,,,,,1.047344,,,,,,,,,,,,2722cffd-0449-44e9-b00c-4f36255128c1,69,,,"[27.2, 4.4]",3893833,1,,,,,1.5988264,,Right Foot,,,"[26.9, 15.1]",,Ground Pass,,10.704205,,Young-Ju Lee,25450.0,,,,,,1,Regular Play,Seo-Yeon Shim,403287.0,Left Center Back,3,Korea Republic Women's,1211,"['777bbed7-df69-4f00-9bbd-01fdd1db4c8d', 'c864bd66-f8b2-4932-8a63-c8f0e36535c6']",3,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:03.183,Pass,True
,,,,,,,,,,,,,,,,,,1.602112,,,,,,,,,,,,853eda17-d31e-4c72-a080-bff5247108cc,72,,,"[26.3, 19.2]",3893833,1,,,,,0.5368029,,Right Foot,,,"[42.6, 28.9]",,Ground Pass,,18.967867,,So-Hyun Cho,22798.0,,,,,,1,Regular Play,Young-Ju Lee,25450.0,Center Defensive Midfield,3,Korea Republic Women's,1211,['f0d2fbad-860d-4640-adb5-3b13f4eb4802'],5,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:05.435,Pass,
,,,,,,,,,,,,,,,,,,1.021489,,,,,,,,,,,,a0bd4546-9e57-4cb1-8605-678904053a3d,77,,,"[46.5, 28.9]",3893833,1,,,,,-1.6295521,,Right Foot,,,"[46.0, 20.4]",,Ground Pass,,8.514693,,So-Yun Ji,4647.0,,,,,,1,Regular Play,So-Hyun Cho,22798.0,Right Center Midfield,3,Korea Republic Women's,1211,"['224fbaed-e1fa-464d-9042-817e82e40028', 'c0db809d-f590-47da-a84a-d43523a8387a']",9,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:09.306,Pass,True
,,,,,,,,,,,,,,,,,,1.113344,,,,,,,,,,,,690f3636-7b17-4d0c-aea4-9c867979d526,82,,,"[30.5, 12.1]",3893833,1,,,,,2.2885015,,Right Foot,,,"[25.0, 18.4]",,Ground Pass,,8.363014,,Seo-Yeon Shim,403287.0,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,3,Korea Republic Women's,1211,['f1d18f06-0e5b-4a24-b7bc-bb94791f3691'],14,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:14.951,Pass,
,,,,,,,,,,,,,,,,,,1.207453,,,,,,,,,,,,d2178ec6-9111-4b3a-b617-f0886b73cd8a,86,,,"[27.8, 16.8]",3893833,1,,,,,0.4789136,,Left Foot,,,"[33.0, 19.5]",,Ground Pass,,5.859181,,Sel-Gi Jang,25447.0,,,,,,1,Regular Play,Seo-Yeon Shim,403287.0,Left Center Back,3,Korea Republic Women's,1211,"['025c8e88-dfa5-4ecb-830a-3d29e9b69dbf', '76d02dfb-08eb-4541-ab43-bc120f28dfc1']",16,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:16.898,Pass,True
,,,,,,,,,,,,,,,,,,0.704242,,,,,,,,,,,,9875916c-4fa2-4de9-b606-4aceab76c602,89,,,"[32.7, 19.5]",3893833,1,,,,,2.154432,,Right Foot,,,"[29.2, 24.8]",,Ground Pass,,6.351378,Incomplete,Young-Ju Lee,25450.0,,,,,,1,Regular Play,Sel-Gi Jang,25447.0,Left Back,3,Korea Republic Women's,1211,"['11238cea-b0d6-44cc-8206-58b65651047b', 'c3f9ca2b-a5b8-47b3-af06-e6b6c8b32a26']",18,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:18.124,Pass,
,,,,,,,,,,,,,,,,,,1.817429,,,,,,,,,,,,6f0dc2a5-7e90-4a1b-a064-954e3481573e,96,,,"[9.6, 41.6]",3893833,1,,True,,,-0.013310362,,Drop Kick,,,"[69.7, 40.8]",,High Pass,,60.105324,Incomplete,,,,,,,,1,From Keeper,Jung-Mi Kim,403284.0,Goalkeeper,4,Korea Republic Women's,1211,['e7debf7a-4b2a-4c7e-a4b1-ae8551c81bee'],39,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:39.560,Pass,
,,,,,,,,,,,,,,,,,,2.867796,,,,,,,,,,,,b06e6f9a-210a-4006-9bfa-c69edb0b5031,105,,,"[68.6, 60.1]",3893833,1,,,,,0.27772027,,Right Foot,,,"[91.4, 66.6]",,Ground Pass,,23.708437,,Casey Yu-Jin Phair,403291.0,,,,,,1,From Keeper,Ga-Ram Chun,403274.0,Right Midfield,4,Korea Republic Women's,1211,['62c9f770-29c4-45b6-922f-3a9f065292ea'],48,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:48.023,Pass,
,,,,,,,,,,,,,,,,,,1.871861,,,,,,,,,,,,1a608b57-6c48-4955-8958-e47e3493dcd7,114,,,"[101.1, 71.0]",3893833,1,,,,,-1.2848936,,Left Foot,True,,"[111.8, 34.6]",,High Pass,,37.940083,Incomplete,So-Yun Ji,4647.0,,,,,,1,From Keeper,Hyo-Joo Choo,403286.0,Right Back,4,Korea Republic Women's,1211,"['0fe16fd2-03f4-4d70-b4a5-d2b5fcb959b4', '2446584c-dfb2-44b6-82c7-025290d86133', '8564dd5c-6ec4-49aa-9509-d04ffad2b6c1']",57,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:57.826,Pass,True
,,,,,,,,,,,,,,,,,,1.26959,,,,,,,,,,,,c0f7c50a-8daa-4629-ab6c-6f84283702f3,122,,,"[102.0, 41.3]",3893833,2,,,,,0.36254424,9c8240b2-51a4-4cf2-bce4-bb11a4791195,Right Foot,,,"[110.7, 44.6]",,Ground Pass,,9.304837,,Casey Yu-Jin Phair,403291.0,True,,Through Ball,True,,1,From Keeper,So-Yun Ji,4647.0,Left Center Midfield,4,Korea Republic Women's,1211,['f217ff5c-40c1-4da0-9369-fe5ed7c42707'],3,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:03.407,Pass,
,,,,,,,,,,,,,,,,,,1.639442,,,,,,,,,,,,4cd73840-3738-4642-ace0-715d2fe747ae,131,,,"[115.4, 68.6]",3893833,2,,,,,2.8982375,,Left Foot,,,"[100.9, 72.2]",,Ground Pass,,14.940214,,So-Hyun Cho,22798.0,,,,,,1,From Keeper,Hyo-Joo Choo,403286.0,Right Back,4,Korea Republic Women's,1211,['1c4ebb1a-4883-461b-9768-ccd39e3b92f0'],12,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:12.312,Pass,
,,,,,,,,,,,,,,,,,,0.398577,,,,,,,,,,,,b789addb-ed9b-425a-8bf3-e66d2aa0c1f4,135,,,"[84.9, 71.9]",3893833,2,,,,,0.4048918,,Right Foot,,,"[86.3, 72.5]",,Ground Pass,,1.5231546,Incomplete,Hyo-Joo Choo,403286.0,,,,,,1,From Keeper,So-Hyun Cho,22798.0,Right Center Midfield,4,Korea Republic Women's,1211,"['34077115-d4bc-4745-a4f9-f0ae1d92a462', '3e2ab320-72d1-4f14-9fac-1f9857313871', 'd6206b9e-5da4-4e11-9a59-f7fd4670a881']",19,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:19.384,Pass,True
,,,,,,,,,,,,,,,,,,0.690641,,,,,,,,,,,,8d50d33e-4cb0-4d09-8522-1928b67993c1,138,,,"[76.6, 80.0]",3893833,2,,True,,,-2.8864102,,,,,"[58.2, 75.2]",,Low Pass,,19.015783,,Ga-Ram Chun,403274.0,,,,,Throw-in,1,From Throw In,Hyo-Joo Choo,403286.0,Right Back,5,Korea Republic Women's,1211,['c9c1b929-76ac-47ab-a878-a336d8cc30e5'],38,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:38.370,Pass,
,,,,,,,,,,,,,,,,,,0.33347,,,,,,,,,,,,1d7840b1-46df-4541-a299-eae39d7fa590,141,,,"[65.4, 0.1]",3893833,2,,True,,,1.0991808,,,,,"[70.5, 10.1]",,Low Pass,,11.225417,,Kathrin Julia Hendrich,10399.0,,,,,Throw-in,1,From Throw In,Chantal Hagel,46999.0,Left Back,6,Germany Women's,857,['80df5899-e64a-4032-b663-bf45c202c92a'],53,,,,,,,,,,,,,,,,,Germany Women's,857,00:02:53.601,Pass,
,,,,,,,,,,,,,,,,,,0.704781,,,,,,,,,,,,c3fb415e-6ff2-4ffd-8432-570ca18d93fa,143,,,"[71.6, 68.3]",3893833,2,,,,,1.929567,,Left Foot,,,"[68.6, 76.3]",,Ground Pass,,8.5440035,,Svenja Huth,10374.0,,,,,,1,From Throw In,Kathrin Julia Hendrich,10399.0,Right Center Back,6,Germany Women's,857,['aea1803e-6069-4777-b5d4-7acfe11d4462'],59,,,,,,,,,,,,,,,,,Germany Women's,857,00:02:59.056,Pass,
