50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.631087,,,,,,,,,,,,5772ee03-f1f1-487f-b682-8ac773285ba6,2668,,"[92.8, 72.1]",3901734,63,,,,,-0.9902749,,Right Foot,True,,"[111.1, 44.2]",,High Pass,,33.36615,,,Incomplete,Mina Tanaka,85500.0,,,,,,2,From Throw In,Aoba Fujino,401925.0,Right Attacking Midfield,103,Japan Women's,1210,"['0a165d59-cd8f-4ed6-bf17-c67464067a7d', '20703a2b-1778-4d15-9179-7ed203ed42df', '3492a2ae-9f9c-41cc-89bf-f0960dd5ba0f']",40,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:18:40.323,Pass,True
,,,,,,,,,,,,,,1.720303,,,,,,,,,,,,d29c1f8c-22d5-4a8c-9176-db7261ec152d,2673,,"[78.7, 0.1]",3901734,63,,,,,1.1274619,,,,,"[87.2, 18.0]",,Low Pass,,19.81565,,,,Mina Tanaka,85500.0,,,,,Throw-in,2,From Throw In,Jun Endo,25608.0,Left Wing Back,104,Japan Women's,1210,['f897705c-f2cd-4332-9a33-36b0bddfcb29'],57,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:18:57.102,Pass,
,,,,,,,,,,,,,,1.265103,,,,,,,,,,,,d99db09c-e80c-415f-92f7-2382832e0e4a,2677,,"[81.2, 22.6]",3901734,64,,,,,1.9555266,,Right Foot,,,"[74.6, 38.9]",,Ground Pass,,17.585505,,,,Yui Hasegawa,25632.0,,,,,,2,From Throw In,Mina Tanaka,85500.0,Center Forward,104,Japan Women's,1210,"['0a13f926-73a9-4eba-8a7d-5e90fbb9737f', '9d93e798-250a-4eca-a15c-a65baac36d98']",0,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:19:00.907,Pass,True
,,,,,,,,,,,,,,2.399097,,,,,,,,,,,,c90382ba-f1df-4570-8a68-a9953dbbf9b9,2680,,"[73.9, 44.8]",3901734,64,,,,,-0.8104411,4e0d7d19-0d5d-4c81-b216-558fe9089315,Right Foot,,,"[99.2, 18.2]",,High Pass,,36.710354,,,,Hinata Miyazawa,401932.0,True,,,,,2,From Throw In,Yui Hasegawa,25632.0,Right Defensive Midfield,104,Japan Women's,1210,['b7771266-a09b-4d69-86a5-9ceb775fc475'],5,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:19:05.839,Pass,
,,,,,,,,,,,,,,3.216453,,,,,,,,,,,,f134fd17-5c66-4c96-a845-4ef5d004d9f7,2686,,"[6.0, 44.0]",3901734,64,,,,,0.015052627,,Left Foot,,,"[52.5, 44.7]",,High Pass,,46.50527,,,,Ingrid Syrstad Engen,24374.0,,,,,Goal Kick,2,From Goal Kick,Aurora Watten Mikalsen,36800.0,Goalkeeper,105,Norway Women's,852,['5560f7e3-9e53-4f54-9714-98ba35780c11'],40,,,,,,,,,,,,,,,,,,Norway Women's,852,00:19:40.271,Pass,
,,,,,,,,,,,,,,1.029449,,,,,,,,,,,,29dbbdf8-0bdc-404f-825f-c87c406f75e4,2688,,"[52.5, 44.7]",3901734,64,,,,,-0.15264933,,Head,,,"[62.9, 43.1]",,Low Pass,,10.522357,,,,Guro Reiten,10514.0,,,,,,2,From Goal Kick,Ingrid Syrstad Engen,24374.0,Center Defensive Midfield,105,Norway Women's,852,['7ab358f7-3280-42cc-b72b-4087e8c5d8ba'],43,,,,,,,,,,,,,,,,,,Norway Women's,852,00:19:43.487,Pass,
,,,,,,,,,,,,,,1.786258,,,,,,,,,,,,12318d36-359d-4322-9b36-c4cf38935357,2691,,"[64.4, 43.3]",3901734,64,,,,,0.5638016,,Left Foot,,,"[79.9, 53.1]",,High Pass,,18.338211,,,Incomplete,Karina Sævik,25728.0,,,,,,2,From Goal Kick,Guro Reiten,10514.0,Left Center Midfield,105,Norway Women's,852,"['a06514fd-c9b4-4ec1-8425-867ef06a0280', 'a9cf62df-3799-4d47-b5ec-6149b67dd164']",44,,,,,,,,,,,,,,,,,,Norway Women's,852,00:19:44.583,Pass,
,,,,,,,,,,,,,,1.301964,,,,,,,,,,,,a9cf62df-3799-4d47-b5ec-6149b67dd164,2693,,"[40.2, 27.0]",3901734,64,,,,,-0.037020117,,Head,,,"[53.7, 26.5]",,Low Pass,,13.509256,,,,Fuka Nagano,299860.0,,,,,Recovery,2,Regular Play,Moeka Minami,25638.0,Left Center Back,106,Japan Women's,1210,"['12318d36-359d-4322-9b36-c4cf38935357', '127bdb10-99dd-4d89-b602-1d1c7fd2639b']",46,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:19:46.369,Pass,
,,,,,,,,,,,,,,1.397448,,,,,,,,,,,,923369eb-a399-4693-a285-8d4027a6064f,2696,,"[54.6, 26.1]",3901734,64,,,,,-0.9888912,,Right Foot,,,"[64.6, 10.9]",,Ground Pass,,18.194504,,,,Hinata Miyazawa,401932.0,,,,,,2,Regular Play,Fuka Nagano,299860.0,Left Defensive Midfield,106,Japan Women's,1210,['08a46ca8-6909-4690-ba98-528a1c86518a'],48,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:19:48.598,Pass,
,,,,,,,,,,,,,,1.242195,,,,,,,,,,,,9215c6f9-25c8-49fe-bdb8-28022f25ea38,2699,,"[74.4, 7.4]",3901734,64,,,,,1.8902895,,Right Foot,,,"[70.0, 20.7]",,Ground Pass,,14.008925,,,,Fuka Nagano,299860.0,,,,,,2,Regular Play,Hinata Miyazawa,401932.0,Left Attacking Midfield,106,Japan Women's,1210,['a23b1e73-e5dd-476d-9411-ef926b119d47'],53,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:19:53.849,Pass,
,,,,,,,,,,,,,,1.381185,,,,,,,,,,,,43b869e6-827c-4fbf-834d-16c33364744e,2701,,"[69.2, 19.2]",3901734,64,,,,,-2.0409799,,Right Foot,,,"[63.0, 7.0]",,Ground Pass,,13.685028,,,,Jun Endo,25608.0,,,,,,2,Regular Play,Fuka Nagano,299860.0,Left Defensive Midfield,106,Japan Women's,1210,['b2d3c48a-56f7-47db-bab1-1c37c7394c08'],55,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:19:55.092,Pass,
,,,,,,,,,,,,,,3.260296,,,,,,,,,,,,badd02fd-dea9-4f1c-a087-7b9369113b07,2704,,"[62.6, 7.4]",3901734,64,,,,,2.1060915,,Left Foot,,,"[38.7, 47.7]",,Ground Pass,,46.854027,,,,Ayaka Yamashita,25627.0,,True,,,,2,Regular Play,Jun Endo,25608.0,Left Wing Back,106,Japan Women's,1210,['4f716b0e-cfe8-436a-8d67-9b648e42fa67'],56,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:19:56.501,Pass,
,,,,,,,,,,,,,,1.380557,,,,,,,,,,,,8a5650d2-ac53-4b0f-843e-3d849e6f214f,2707,,"[30.0, 55.1]",3901734,65,,,,,-0.8960554,,Right Foot,,,"[32.8, 51.6]",,Ground Pass,,4.482187,,,,Saki Kumagai,15257.0,,,,,,2,Regular Play,Ayaka Yamashita,25627.0,Goalkeeper,106,Japan Women's,1210,['3cea7880-79d1-44ed-9540-a9363469799b'],2,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:20:02.132,Pass,
,,,,,,,,,,,,,,1.531343,,,,,,,,,,,,2c8ce6b4-7b5d-49bb-9f2a-0936671e016c,2710,,"[39.1, 49.8]",3901734,65,,,,,-1.0545657,,Right Foot,,,"[51.7, 27.6]",,Ground Pass,,25.526457,,,,Moeka Minami,25638.0,,,,,,2,Regular Play,Saki Kumagai,15257.0,Center Back,106,Japan Women's,1210,['c74ee6cf-a1c9-4e2c-837b-2b77b34ea61c'],5,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:20:05.266,Pass,
,,,,,,,,,,,,,,6.133037,,,,,,,,,,,,ae4c96b4-1fca-40f0-a93b-a4ae277673fc,2713,,"[56.5, 26.3]",3901734,65,,,,,-0.1791605,,Right Foot,,,"[120.0, 14.8]",,High Pass,,64.532936,,,Out,Jun Endo,25608.0,,,,,,2,Regular Play,Moeka Minami,25638.0,Left Center Back,106,Japan Women's,1210,['491b31d7-5a24-4819-af69-c5af46d4207d'],8,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:20:08.313,Pass,
,,,,,,,,,,,,,,3.371533,,,,,,,,,,,,c0a0c2c0-4eca-4e57-8a56-b11710934a4a,2715,,"[6.0, 44.0]",3901734,65,,,,,0.038057767,,Left Foot,,,"[55.9, 45.9]",,High Pass,,49.93616,,,,Sophie Roman Haug,24706.0,,,,,Goal Kick,2,From Goal Kick,Aurora Watten Mikalsen,36800.0,Goalkeeper,107,Norway Women's,852,['e416e6dd-6c91-4caa-b8cf-2f6b12144f94'],35,,,,,,,,,,,,,,,,,,Norway Women's,852,00:20:35.643,Pass,
,,,,,,,,,,,,,,0.650206,,,,,,,,,,,,4bebf404-01c2-4d47-a2f5-b963167fe4c0,2717,,"[55.7, 45.3]",3901734,65,,,,,0.4523699,,Head,,,"[66.4, 50.5]",,Low Pass,,11.896638,,,Incomplete,Guro Reiten,10514.0,,,,,,2,From Goal Kick,Sophie Roman Haug,24706.0,Center Forward,107,Norway Women's,852,"['8843ae8f-a62c-4506-bc2f-887c62ef35d3', 'b13e0abd-c92c-4352-98ce-7450be376a6c']",39,,,,,,,,,,,,,,,,,,Norway Women's,852,00:20:39.014,Pass,
,,,,,,,,,,,,,,1.262828,,,,,,,,,,,,c2c0ea45-686e-4700-b0ba-4ae0103f7b4d,2721,,"[54.3, 28.8]",3901734,65,,,,,-1.1698467,,Right Foot,,,"[58.2, 19.6]",,Ground Pass,,9.992497,,,,Hinata Miyazawa,401932.0,,,,,,2,From Goal Kick,Fuka Nagano,299860.0,Left Defensive Midfield,107,Norway Women's,852,['d3fbfc7c-a8e6-427d-a2f7-2ab2ed15990d'],40,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:20:40.707,Pass,
,,,,,,,,,,,,,,1.752433,,,,,,,,,,,,e8236b25-52de-471b-9342-12f1b5e54e8d,2729,,"[39.7, 73.3]",3901734,65,,,,,-0.34097895,,Right Foot,,,"[73.8, 61.2]",,High Pass,,36.183144,,,,Sophie Roman Haug,24706.0,,,,,,2,From Goal Kick,Thea Bjelde,276303.0,Right Back,107,Norway Women's,852,['d43420c4-4804-41f3-9c6c-9da3ec768f88'],47,,,,,,,,,,,,,,,,,,Norway Women's,852,00:20:47.649,Pass,
,,,,,,,,,,,,,,3.381613,,,,,,,,,,,,dc64acaa-0a64-4b9b-86a5-80362bd25131,2731,,"[73.8, 61.2]",3901734,65,,,,True,-0.3983011,,,,,"[94.0, 52.7]",,High Pass,,21.91552,,,Incomplete,Karina Sævik,25728.0,,,,,,2,From Goal Kick,Sophie Roman Haug,24706.0,Center Forward,107,Norway Women's,852,"['52d029b7-e376-4613-a091-906a58dd9da6', '8b36b1dd-0b1a-4490-a2c3-1e6187e0cda7', 'd439a6e1-7f57-48fe-8529-bc10604a847d']",49,,,,,,,,,,,,,,,,,,Norway Women's,852,00:20:49.422,Pass,True
,,,,,,,,,,,,,,1.630096,,,,,,,,,,,,d439a6e1-7f57-48fe-8529-bc10604a847d,2734,,"[26.1, 27.4]",3901734,65,,,,,2.8133063,,Right Foot,,,"[3.2, 35.2]",,Ground Pass,,24.19194,,,,Ayaka Yamashita,25627.0,,,,,Recovery,2,Regular Play,Saki Kumagai,15257.0,Center Back,108,Japan Women's,1210,"['68d94ad5-fcaf-4739-828f-27c2fc0acd41', 'dc64acaa-0a64-4b9b-86a5-80362bd25131']",52,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:20:52.804,Pass,
,,,,,,,,,,,,,,2.852111,,,,,,,,,,,,d6d26935-592e-4333-b74c-94c6cbd581f8,2737,,"[8.9, 35.4]",3901734,65,,,,,1.0618931,,Left Foot,,,"[32.5, 77.7]",,High Pass,,48.438107,,,,Risa Shimizu,25624.0,,True,,,,2,Regular Play,Ayaka Yamashita,25627.0,Goalkeeper,108,Japan Women's,1210,['2899ff28-36da-4eb8-9b04-824379f4ca8b'],57,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:20:57.501,Pass,
,,,,,,,,,,,,,,1.727032,,,,,,,,,,,,dd456b36-6337-46f3-ac90-e057a16176a0,2741,,"[27.5, 74.6]",3901734,66,,,,,-0.6536359,,Right Foot,,,"[36.9, 67.4]",,Ground Pass,,11.840608,,,,Aoba Fujino,401925.0,,,,,,2,Regular Play,Risa Shimizu,25624.0,Right Wing Back,108,Japan Women's,1210,"['2369e117-265a-4d8e-98d7-983133c58d2d', 'dc9d6b54-1d54-41e6-b678-eb73400df3e1']",1,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:21:01.320,Pass,True
,,,,,,,,,,,,,,0.929794,,,,,,,,,,,,3d96a961-481a-405f-9fb0-180a1e910ed3,2745,,"[35.2, 60.3]",3901734,66,,,,,-2.0529604,,Right Foot,,,"[29.6, 49.6]",,Ground Pass,,12.076838,,,,Fuka Nagano,299860.0,,,,,,2,Regular Play,Aoba Fujino,401925.0,Right Attacking Midfield,108,Japan Women's,1210,['46fec7d1-9988-4a3a-a57f-ce2481f62c16'],5,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:21:05.700,Pass,
,,,,,,,,,,,,,,2.605833,,,,,,,,,,,,b2697d24-dddf-468f-a330-bd768a2b3167,2749,,"[31.0, 49.8]",3901734,66,,,,,-1.1343288,,Right Foot,,,"[47.0, 15.5]",,Ground Pass,,37.84825,,,,Jun Endo,25608.0,,,,,,2,Regular Play,Fuka Nagano,299860.0,Left Defensive Midfield,108,Japan Women's,1210,"['858c278d-40a2-4d07-b6db-d5c513404423', 'a28f29ba-36a0-4044-8fdf-43f495552425']",6,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:21:06.669,Pass,True
,,,,,,,,,,,,,,2.966966,,,,,,,,,,,,4e107ff9-83f5-4619-9985-4cc321093dde,2752,,"[51.3, 14.9]",3901734,66,,,,,0.7204011,,Left Foot,,,"[96.3, 54.4]",,High Pass,,59.876957,,,,Mina Tanaka,85500.0,,,,,,2,Regular Play,Jun Endo,25608.0,Left Wing Back,108,Japan Women's,1210,['76700a99-7e0b-4f80-b51b-348a50d47cc9'],11,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:21:11.058,Pass,
,,,,,,,,,,,,,,1.185759,,,,,,,,,,,,8199bd53-5590-40ad-b623-95852ba2a8ba,2758,,"[1.8, 0.1]",3901734,67,,,,,0.376242,,,,,"[9.9, 3.3]",,High Pass,,8.70919,,,,Caroline Graham Hansen,10386.0,,,,,Throw-in,2,From Throw In,Tuva Hansen,276288.0,Left Back,109,Norway Women's,852,['3f3d7bbe-51a2-4eed-99a1-207916db4fdb'],30,,,,,,,,,,,,,,,,,,Norway Women's,852,00:22:30.302,Pass,
,,,,,,,,,,,,,,0.694803,,,,,,,,,,,,3ef88630-d05e-4e47-bf54-d3a03c0caf55,2761,,"[9.9, 3.3]",3901734,67,,,,,-2.6928694,,Right Foot,,,"[4.5, 0.7]",,Ground Pass,,5.9933295,,,,Tuva Hansen,276288.0,,,,,,2,From Throw In,Caroline Graham Hansen,10386.0,Left Midfield,109,Norway Women's,852,['129ff4a0-1858-48f1-9d03-d9a23462875f'],31,,,,,,,,,,,,,,,,,,Norway Women's,852,00:22:31.910,Pass,
,,,,,,,,,,,,,,1.799131,,,,,,,,,,,,77450f9d-9370-4841-9a9f-02f1a14448dc,2765,,"[4.2, 1.2]",3901734,67,,,,,0.007751783,,Right Foot,,,"[30.0, 1.4]",,High Pass,,25.800776,,,Incomplete,Sophie Roman Haug,24706.0,,,,,,2,From Throw In,Tuva Hansen,276288.0,Left Back,109,Norway Women's,852,"['39f014ed-4507-4d4a-9e4d-4ca22031c90e', '4eb5afc4-9b3e-4f16-ba95-92494b7660dc']",32,,,,,,,,,,,,,,,,,,Norway Women's,852,00:22:32.685,Pass,
,,,,,,,,,,,,,,0.829782,,,,,,,,,,,,39f014ed-4507-4d4a-9e4d-4ca22031c90e,2767,,"[90.1, 78.7]",3901734,67,,,,,-0.91622555,,Head,,,"[93.4, 74.4]",,High Pass,,5.420332,,,Incomplete,Yui Hasegawa,25632.0,,,,,Recovery,2,From Throw In,Risa Shimizu,25624.0,Right Wing Back,109,Norway Women's,852,"['77450f9d-9370-4841-9a9f-02f1a14448dc', '8f4cf6b0-8cea-46b9-a1fb-c348cab65904', 'c4834e06-0755-481a-bf84-2f6032010246']",34,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:22:34.484,Pass,
,,,,,,,,,,,,,,0.854142,,,,,,,,,,,,51887cd5-9c30-4041-80b8-6702cf795473,2770,,"[96.0, 80.0]",3901734,67,,,,,-1.0887176,,,,,"[100.5, 71.4]",,Low Pass,,9.706183,,,,Mina Tanaka,85500.0,,,,,Throw-in,2,From Throw In,Risa Shimizu,25624.0,Right Wing Back,110,Japan Women's,1210,['f20171a8-2cc4-464e-bb9e-efe67a1d60bf'],44,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:22:44.402,Pass,
,,,,,,,,,,,,,,1.083232,,,,,,,,,,,,2af0355a-302e-4dd6-bb59-453c2a615995,2777,,"[87.7, 80.0]",3901734,67,,,,,-0.6373188,,,,,"[98.1, 72.3]",,Low Pass,,12.940248,,,,Aoba Fujino,401925.0,,,,,Throw-in,2,From Throw In,Risa Shimizu,25624.0,Right Wing Back,111,Japan Women's,1210,['4b2e875e-8112-4e83-8901-999185311ee6'],57,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:22:57.148,Pass,
,,,,,,,,,,,,,,1.68993,,,,,,,,,,,,bc05d478-5548-40e9-94a5-926651d18e82,2781,,"[97.8, 59.9]",3901734,68,,,,,-2.417051,,Left Foot,,,"[83.0, 46.8]",,Ground Pass,,19.764868,,,,Fuka Nagano,299860.0,,,,,,2,From Throw In,Aoba Fujino,401925.0,Right Attacking Midfield,111,Japan Women's,1210,"['0d7007db-7edf-4699-baa0-4f3563409028', 'c2d0339f-a463-4e88-82b8-f4f2f3b4b783']",1,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:23:01.417,Pass,True
,,,,,,,,,,,,,,1.527845,,,,,,,,,,,,3c7759a4-8dfe-417f-8166-0d5bc8ee00d2,2784,,"[84.7, 40.4]",3901734,68,,,,,-1.1254191,,Right Foot,,,"[96.3, 16.1]",,Ground Pass,,26.926752,,,,Jun Endo,25608.0,,,,,,2,From Throw In,Fuka Nagano,299860.0,Left Defensive Midfield,111,Japan Women's,1210,['a0c3fd49-476b-4e6c-9e96-16a2a2652f66'],4,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:23:04.433,Pass,
,,,,,,,,,,,,,,1.647078,,,,,,,,,,,,59311596-92e6-4a09-837e-4a4f4abb8fda,2787,,"[93.9, 11.8]",3901734,68,,,,,3.032538,,Left Foot,,,"[80.2, 13.3]",,Ground Pass,,13.781872,,,,Fuka Nagano,299860.0,,,,,,2,From Throw In,Jun Endo,25608.0,Left Wing Back,111,Japan Women's,1210,['cb42a1b4-cfcf-4af6-9851-2925fe123e85'],10,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:23:10.673,Pass,
,,,,,,,,,,,,,,1.382339,,,,,,,,,,,,0fc84097-adf0-4d65-a35a-de226f729a2a,2790,,"[87.6, 16.3]",3901734,68,,,,,-0.46834242,,Right Foot,,,"[104.6, 7.7]",,Ground Pass,,19.05151,,,,Jun Endo,25608.0,,,,,,2,From Throw In,Fuka Nagano,299860.0,Left Defensive Midfield,111,Japan Women's,1210,['417d1f15-8362-4937-93f4-c7485227d57f'],15,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:23:15.737,Pass,
,,,,,,,,,,,,,,0.974166,,,,,,,,,,,,22f015e2-dfe0-422d-9d4d-b948e75192ea,2793,,"[109.6, 9.8]",3901734,68,,,,,1.5079163,,Left Foot,True,,"[111.3, 36.8]",,Low Pass,,27.053465,,,Incomplete,Yui Hasegawa,25632.0,,,,,,2,From Throw In,Jun Endo,25608.0,Left Wing Back,111,Japan Women's,1210,"['71beb882-9f81-44d7-8a47-c775dc67a8c4', 'cf7904d0-cb3f-4d6f-ba32-fd9347c91398']",18,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:23:18.341,Pass,
,,,,,,,,,,,,,,2.227474,,,,,,,,,,,,cf7904d0-cb3f-4d6f-ba32-fd9347c91398,2795,,"[8.8, 43.3]",3901734,68,,,,,1.7398976,,Right Foot,,,"[5.3, 63.8]",,Ground Pass,,20.796635,,,,Karina Sævik,25728.0,,,,,Recovery,2,Regular Play,Maren Nævdal Mjelde,10395.0,Right Center Back,112,Norway Women's,852,"['22f015e2-dfe0-422d-9d4d-b948e75192ea', '4a5779cd-94cf-47fc-b48e-bcdf52e2252e']",19,,,,,,,,,,,,,,,,,,Norway Women's,852,00:23:19.315,Pass,
,,,,,,,,,,,,,,1.508597,,,,,,,,,,,,546ddc76-df43-44da-80f6-99a927dacae5,2798,,"[5.3, 63.8]",3901734,68,,,,,-0.33684814,,Left Foot,,,"[31.0, 54.8]",,High Pass,,27.230314,,,,Sophie Roman Haug,24706.0,,,,,,2,Regular Play,Karina Sævik,25728.0,Right Midfield,112,Norway Women's,852,['a4c04085-336d-4a7e-ba69-32f5a6770c11'],21,,,,,,,,,,,,,,,,,,Norway Women's,852,00:23:21.738,Pass,
,,,,,,,,,,,,,,0.278965,,,,,,,,,,,,921e8fe5-5fe5-4d93-a1ff-58bb0e3d5058,2802,,"[22.1, 76.8]",3901734,68,,,,,0.5880026,,Right Foot,,,"[23.3, 77.6]",,Ground Pass,,1.4422206,,,Incomplete,Karina Sævik,25728.0,,,,,,2,Regular Play,Sophie Roman Haug,24706.0,Center Forward,112,Norway Women's,852,"['41b950dd-b2db-4233-92ad-a63c3c2511aa', '7302695c-5deb-4ad1-9d2a-ca00616ddb20']",28,,,,,,,,,,,,,,,,,,Norway Women's,852,00:23:28.191,Pass,
,,,,,,,,,,,,,,1.303127,,,,,,,,,,,,d6f7ebee-79ae-4622-9d9a-d55141a3fd16,2805,,"[21.3, 80.0]",3901734,68,,True,,,-2.1657593,,,,,"[14.6, 70.1]",,Low Pass,,11.954079,,,,Maren Nævdal Mjelde,10395.0,,,,,Throw-in,2,From Throw In,Thea Bjelde,276303.0,Right Back,113,Norway Women's,852,['c206fd6e-df4f-4c7e-9339-b9dd30428e9a'],38,,,,,,,,,,,,,,,,,,Norway Women's,852,00:23:38.412,Pass,
,,,,,,,,,,,,,,2.453919,,,,,,,,,,,,1a8a2146-2a12-48f7-9263-f77b3ae6ba77,2807,,"[13.6, 66.4]",3901734,68,,,,,-1.4843252,,Right Foot,,,"[16.4, 34.1]",,Ground Pass,,32.421135,,,,Mathilde Hauge Harviken,401645.0,,,,,,2,From Throw In,Maren Nævdal Mjelde,10395.0,Right Center Back,113,Norway Women's,852,['8eeac58e-18b4-4a33-922e-83d546f4c295'],40,,,,,,,,,,,,,,,,,,Norway Women's,852,00:23:40.004,Pass,
,,,,,,,,,,,,,,1.67235,,,,,,,,,,,,8a841c16-de29-475d-97e9-e794ea2932b0,2810,,"[38.7, 27.5]",3901734,68,,,,,1.6383263,,Left Foot,,,"[37.3, 48.2]",,Ground Pass,,20.74729,,,,Maren Nævdal Mjelde,10395.0,,,,,,2,From Throw In,Mathilde Hauge Harviken,401645.0,Left Center Back,113,Norway Women's,852,['b947594f-adf1-4465-9553-6996452941fa'],47,,,,,,,,,,,,,,,,,,Norway Women's,852,00:23:47.375,Pass,
,,,,,,,,,,,,,,1.153729,,,,,,,,,,,,dee9b253-9e2a-4462-bc8e-cf5f6bcdc4fc,2813,,"[38.5, 50.5]",3901734,68,,,,,-1.5707964,,Right Foot,,,"[38.5, 25.6]",,Ground Pass,,24.9,,,,Mathilde Hauge Harviken,401645.0,,,,,,2,From Throw In,Maren Nævdal Mjelde,10395.0,Right Center Back,113,Norway Women's,852,['edef3169-15c3-4037-9d7e-8bc36b4b82bd'],50,,,,,,,,,,,,,,,,,,Norway Women's,852,00:23:50.141,Pass,
,,,,,,,,,,,,,,1.734945,,,,,,,,,,,,94f40008-c3a2-487e-a2d8-c86ff79443c3,2816,,"[38.7, 21.6]",3901734,68,,,,,-0.36585182,,Left Foot,,,"[74.2, 8.0]",,High Pass,,38.01592,,,Incomplete,Caroline Graham Hansen,10386.0,,,,,,2,From Throw In,Mathilde Hauge Harviken,401645.0,Left Center Back,113,Norway Women's,852,"['28ca856b-0024-405f-aae4-ebc8b2224a04', 'e01352a0-58c5-46b3-a949-c7022f74c35f']",52,,,,,,,,,,,,,,,,,,Norway Women's,852,00:23:52.868,Pass,
,,,,,,,,,,,,,,1.433324,,,,,,,,,,,,e01352a0-58c5-46b3-a949-c7022f74c35f,2818,,"[45.9, 72.1]",3901734,68,,,,,-0.19533795,,Head,,,"[64.6, 68.4]",,Low Pass,,19.062529,,,Incomplete,Aoba Fujino,401925.0,,,,,Recovery,2,From Throw In,Risa Shimizu,25624.0,Right Wing Back,113,Norway Women's,852,"['121fea73-9314-4275-93ed-dd0a301f60b9', '44c3bd0c-f25e-464f-987e-12f01cf12c46', '94f40008-c3a2-487e-a2d8-c86ff79443c3']",54,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:23:54.603,Pass,
,,,,,,,,,,,,,,1.12664,,,,,,,,,,,,06850467-7198-45cd-99c8-26943f27734b,2822,,"[56.4, 11.5]",3901734,68,,,,,-0.6871242,,Left Foot,,,"[64.2, 5.1]",,High Pass,,10.089599,,,Incomplete,Tuva Hansen,276288.0,,,,,,2,From Throw In,Ingrid Syrstad Engen,24374.0,Center Defensive Midfield,113,Norway Women's,852,"['21171b09-9a45-43b1-9536-5caffd979618', 'c2b3601b-db61-4245-9227-b937fed9f095']",57,,,,,,,,,,,,,,,,,,Norway Women's,852,00:23:57.008,Pass,
,,,,,,,,,,,,,,1.407778,,,,,,,,,,,,73d2bda1-1782-4976-b4c7-634234d55c55,2827,,"[62.3, 69.6]",3901734,69,,,,,-1.3601326,,Right Foot,,,"[65.7, 53.7]",,Ground Pass,,16.259459,,,,Mina Tanaka,85500.0,,,,,,2,Regular Play,Aoba Fujino,401925.0,Right Attacking Midfield,114,Japan Women's,1210,"['a4966737-9e17-4afe-8b8f-822fe5ab55ac', 'cd1a2fdd-8b68-4820-8fd5-5c53f1559fb9']",0,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:24:00.094,Pass,True
