50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.99748,,,,,,,,,,,,,,,,ec1b6b7f-e0b1-46a7-a19e-af9b7b6eece5,23,,,"[75.8, 0.1]",3893790,0,,,,0.7752975,,,,,"[85.8, 9.9]",Low Pass,,14.001429,,,Adriana Kristina Leon,8297.0,,,,,,Throw-in,1,From Throw In,Ashley Elizabeth Marie Lawrence,15290.0,Left Back,4,Canada Women's,1206,['54e25ffc-814f-4abf-8bc0-3f611fc53562'],27,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:27.674,Pass,
,,,,,,,,,,,,,,,2.175098,,,,,,,,,,,,,,,,6de4e6be-9cf5-4e8e-bcb7-5a3ec40b3e07,28,,,"[35.9, 80.0]",3893790,0,,,,-0.22806588,,,,,"[82.0, 69.3]",High Pass,,47.32547,Incomplete,,Asisat Lamina Oshoala,24881.0,,,,,,Throw-in,1,From Throw In,Michelle Alozie,106836.0,Right Back,5,Nigeria Women's,1213,"['93ba5687-c0a5-4fe2-b226-a24fda81be81', 'cdde9ac8-dc0e-44e1-9399-452cd2c2e5c9']",40,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:40.055,Pass,
,,,,,,,,,,,,,,,2.830656,,,,,,,,,,,,,,,,cdde9ac8-dc0e-44e1-9399-452cd2c2e5c9,30,,,"[38.1, 10.8]",3893790,0,,,,0.9376205,,Right Foot,,,"[53.0, 31.1]",High Pass,,25.181343,Incomplete,,Christine Margaret Sinclair,5020.0,,,,,,Recovery,1,From Throw In,Ashley Elizabeth Marie Lawrence,15290.0,Left Back,5,Nigeria Women's,1213,"['6de4e6be-9cf5-4e8e-bcb7-5a3ec40b3e07', 'a743a995-c887-4076-ae5a-bad31111f85e', 'bc347b3b-de89-4e53-acd8-c77cb50f7d77']",42,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:42.230,Pass,
,,,,,,,,,,,,,,,3.330731,,,,,,,,,,,,,,,,bc347b3b-de89-4e53-acd8-c77cb50f7d77,32,,,"[67.1, 49.0]",3893790,0,,,,0.22790934,,Right Foot,,,"[93.4, 55.1]",High Pass,,26.998148,Incomplete,,Asisat Lamina Oshoala,24881.0,,,,,,Recovery,1,From Throw In,Deborah Ajibola Abiodun,401723.0,Left Center Midfield,5,Nigeria Women's,1213,"['659b93ab-9a43-474a-86b5-5663f1a712b5', '9ca7e6bb-9c42-4f5d-98c4-26f012f8a422', 'cdde9ac8-dc0e-44e1-9399-452cd2c2e5c9']",45,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:45.061,Pass,
,,,,,,,,,,,,,,,0.2197,,,,,,,,,,,,,,,,270a1e7a-7f84-4cbd-9e24-659ddab12603,37,,,"[28.4, 26.9]",3893790,0,,,,1.1861916,,Right Foot,,,"[31.8, 35.3]",Low Pass,,9.062009,,,Rebecca Quinn,4951.0,,,,,,,1,From Throw In,Vanessa Brigitte Gilles,30854.0,Left Center Back,5,Nigeria Women's,1213,"['1cd1390f-781b-479f-a7a9-c8dac657b055', '282b9e29-a7b7-4726-9b30-3f2e50c61f5e']",49,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:49.347,Pass,True
,,,,,,,,,,,,,,,4.691643,,,,,,,,,,,,,,,,01204698-f924-49fc-be03-193be8d538fb,41,,,"[31.4, 43.8]",3893790,0,,,,0.640194,,Right Foot,,,"[70.2, 72.7]",Ground Pass,,48.380264,Incomplete,,Deanne Cynthia Rose,25601.0,,,,,,,1,From Throw In,Rebecca Quinn,4951.0,Right Defensive Midfield,5,Nigeria Women's,1213,"['18dceb4f-d81e-4b21-bba1-e304966e9150', '1b278a7d-a916-489a-ba05-2eaa5f44a615', 'f19d136b-1586-4ddb-8138-c1509343a6b7']",52,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:52.003,Pass,True
,,,,,,,,,,,,,,,2.098882,,,,,,,,,,,,,,,,f19d136b-1586-4ddb-8138-c1509343a6b7,43,,,"[49.9, 7.4]",3893790,0,,,,2.785805,,Right Foot,,,"[16.8, 19.7]",Ground Pass,,35.31147,,,Chiamaka Cynthia Nnadozie,25718.0,,,,,,Recovery,1,From Throw In,Ashleigh Plumptre,135755.0,Left Back,5,Nigeria Women's,1213,"['01204698-f924-49fc-be03-193be8d538fb', '5ded5080-3e61-4be8-a9e1-b603294c6d4d']",56,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:56.695,Pass,
,,,,,,,,,,,,,,,1.496655,,,,,,,,,,,,,,,,a4e761f4-4c82-4a7c-8a20-d5ffef58e2da,45,,,"[16.8, 19.7]",3893790,0,,,,0.20343982,,Left Foot,,,"[45.4, 25.6]",Low Pass,,29.202227,Incomplete,,Christy Onyenaturuchi Ucheibe,62908.0,,,,,,,1,From Throw In,Chiamaka Cynthia Nnadozie,25718.0,Goalkeeper,5,Nigeria Women's,1213,"['243db144-7d98-43e2-b8d4-225bad1477dd', 'cef00b51-66f3-4270-831c-cf9cda074dfe']",58,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:58.794,Pass,
,,,,,,,,,,,,,,,1.373652,,,,,,,,,,,,,,,,243db144-7d98-43e2-b8d4-225bad1477dd,47,,,"[74.7, 54.5]",3893790,1,,,,0.46684247,,Left Foot,,,"[87.2, 60.8]",High Pass,,13.997857,,,Deanne Cynthia Rose,25601.0,,,,,,Recovery,1,From Throw In,Christine Margaret Sinclair,5020.0,Center Attacking Midfield,5,Nigeria Women's,1213,"['66871eb5-9a83-449e-9ef9-f0fc3e26a83a', 'a4e761f4-4c82-4a7c-8a20-d5ffef58e2da']",0,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:01:00.290,Pass,
,,,,,,,,,,,,,,,0.461946,,,,,,,,,,,,,,,,8ee82131-4649-4f10-9740-4b5dddf76eed,51,,,"[86.7, 58.1]",3893790,1,,,,-1.2924967,,Left Foot,,,"[88.1, 53.2]",Ground Pass,,5.096077,Incomplete,,Jordyn Pamela Huitema,26091.0,,,,,,,1,From Throw In,Deanne Cynthia Rose,25601.0,Right Wing,5,Nigeria Women's,1213,"['060fae1b-af8a-4e73-aa7f-a077204d532f', '580790c6-e917-4d27-97af-86f850cd9421', 'f62a6cf1-931a-4482-a5fc-ae90afb4b657']",2,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:01:02.545,Pass,True
,,,,,,,,,,,,,,,3.623503,,,,,,,,,,,,,,,,a5ee8985-4d7d-4c0f-b81a-1cd87d405d1e,57,,,"[36.6, 23.0]",3893790,1,,,,1.6527551,,Right Foot,,,"[32.0, 79.0]",High Pass,,56.18861,Out,,Michelle Alozie,106836.0,,,True,,,,1,From Throw In,Ifeoma Onumonu,5094.0,Left Midfield,5,Nigeria Women's,1213,['80a90763-3fa0-48f9-ae46-d63fa28ea2e8'],8,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:01:08.141,Pass,
,,,,,,,,,,,,,,,0.980312,,,,,,,,,,,,,,,,8e97d0ab-74aa-4464-91eb-2dda3079bc40,59,,,"[89.3, 0.1]",3893790,1,,,,1.2615974,,,,,"[93.9, 14.5]",Low Pass,,15.116878,,,Jordyn Pamela Huitema,26091.0,,,,,,Throw-in,1,From Throw In,Ashley Elizabeth Marie Lawrence,15290.0,Left Back,6,Canada Women's,1206,['6c9f1798-6c0e-43f5-9151-bdc3413fa731'],23,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:01:23.261,Pass,
,,,,,,,,,,,,,,,0.660321,,,,,,,,,,,,,,,,23cbdcfc-920c-4d06-80f9-60913f05ccd3,67,,,"[91.4, 9.0]",3893790,1,,,,1.8987197,,Right Foot,,,"[88.1, 18.7]",Ground Pass,,10.245975,,,Jordyn Pamela Huitema,26091.0,,,,,,,1,From Throw In,Ashley Elizabeth Marie Lawrence,15290.0,Left Back,6,Canada Women's,1206,['84ac7acf-cd24-43b3-8d20-e21955bbe094'],26,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:01:26.282,Pass,
,,,,,,,,,,,,,,,0.317055,,,,,,,,,,,,,,,,e933d58c-3578-466b-8726-8eda8540ff01,71,,,"[88.8, 15.4]",3893790,1,,,,-1.0053124,,Right Foot,,,"[95.4, 5.0]",Ground Pass,,12.317468,,,Ashley Elizabeth Marie Lawrence,15290.0,,,,,,,1,From Throw In,Jordyn Pamela Huitema,26091.0,Center Forward,6,Canada Women's,1206,"['0130eb99-4dec-41f9-b50d-a513c4b2b2b1', 'deeb9cf2-5e75-4ae9-b4d6-b821acd55dc5']",28,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:01:28.530,Pass,True
,,,,,,,,,,,,,,,1.110705,,,,,,,,,,,,,,,,846c2a15-ed70-44a0-97d6-fad91091f9e4,74,,,"[95.4, 5.0]",3893790,1,,,,2.5322664,,Left Foot,,,"[85.8, 11.7]",Ground Pass,,11.706836,,,Julia Angela Grosso,131645.0,,,,,,,1,From Throw In,Ashley Elizabeth Marie Lawrence,15290.0,Left Back,6,Canada Women's,1206,['a29b94d3-8be0-4cac-bed5-03abd7a6b727'],29,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:01:29.007,Pass,
,,,,,,,,,,,,,,,1.719458,,,,,,,,,,,,,,,,90c7485d-2452-453b-b317-aefe57c6df32,77,,,"[85.8, 11.7]",3893790,1,,,,2.863809,,Left Foot,,,"[60.2, 19.0]",Ground Pass,,26.620481,,,Vanessa Brigitte Gilles,30854.0,,,,,,,1,From Throw In,Julia Angela Grosso,131645.0,Left Defensive Midfield,6,Canada Women's,1206,['14e42aab-a69b-4126-9cac-8f4c75308e60'],31,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:01:31.188,Pass,
,,,,,,,,,,,,,,,1.743656,,,,,,,,,,,,,,,,4ae53ed8-ead5-47e5-b82e-ec21bb23c4d5,80,,,"[52.3, 19.2]",3893790,1,,,,1.4096054,,Right Foot,,,"[56.3, 43.8]",Ground Pass,,24.923082,,,Kadeisha Buchanan,15357.0,,,,,,,1,From Throw In,Vanessa Brigitte Gilles,30854.0,Left Center Back,6,Canada Women's,1206,['2f2e65a2-241c-4c50-b443-107c099a4566'],34,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:01:34.736,Pass,
,,,,,,,,,,,,,,,2.294025,,,,,,,,,,,,,,,,183fb89a-8225-4e59-bb29-41d4771b848a,83,,,"[60.5, 51.7]",3893790,1,,,,-0.46157292,,Right Foot,,,"[99.1, 32.5]",High Pass,,43.111485,,,Jordyn Pamela Huitema,26091.0,,,,,,,1,From Throw In,Kadeisha Buchanan,15357.0,Right Center Back,6,Canada Women's,1206,['25ee94d5-3155-4b56-b983-c5c1055ff92b'],38,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:01:38.470,Pass,
,,,,,,,,,,,,,,,3.694244,,,,,,,,,,,,,,,,a374e7ed-419b-4d60-9ce8-1e086ea58e45,85,,,"[99.1, 32.5]",3893790,1,,,True,-0.7764432,,,,,"[116.0, 15.9]",High Pass,,23.689028,Incomplete,,Adriana Kristina Leon,8297.0,,,,,,,1,From Throw In,Jordyn Pamela Huitema,26091.0,Center Forward,6,Canada Women's,1206,"['27f0c75e-e1f6-47d0-a89c-37e0cc48d7d5', '348e2e17-6c29-4fd3-bdf4-664a7d1c4423', '3dfc53f6-581e-4376-b6bd-f98972875339']",40,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:01:40.764,Pass,True
,,,,,,,,,,,,,,,4.474316,,,,,,,,,,,,,,,,3dfc53f6-581e-4376-b6bd-f98972875339,88,,,"[4.1, 64.2]",3893790,1,,,,-0.016550213,,Right Foot,,,"[76.6, 63.0]",High Pass,,72.50993,Incomplete,,Asisat Lamina Oshoala,24881.0,,,,,,Recovery,1,From Throw In,Michelle Alozie,106836.0,Right Back,6,Canada Women's,1206,"['2afbeb48-3df9-49e2-a9c8-483edec63fd9', '8c9d4be5-6a11-46a8-a13c-95805ea3796f', 'a374e7ed-419b-4d60-9ce8-1e086ea58e45']",44,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:01:44.459,Pass,
,,,,,,,,,,,,,,,1.23011,,,,,,,,,,,,,,,,13e3a58a-71f6-4093-8866-c37e60c84107,92,,,"[85.0, 80.0]",3893790,2,,,,-1.3896362,,,,,"[88.7, 59.8]",High Pass,,20.536066,,,Antionette Oyedupe Payne,50020.0,,,,,,Throw-in,1,From Throw In,Michelle Alozie,106836.0,Right Back,7,Nigeria Women's,1213,['dcd35c8a-682e-4521-93cb-bcfd6991e27f'],12,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:02:12.978,Pass,
,,,,,,,,,,,,,,,0.871548,,,,,,,,,,,,,,,,10aa0865-f949-4666-978f-38161e6e4539,96,,,"[88.0, 72.3]",3893790,2,,,,0.14001736,,Right Foot,,,"[102.9, 74.4]",Ground Pass,,15.047259,Incomplete,,Francisca Ordega,5022.0,,,,,,,1,From Throw In,Antionette Oyedupe Payne,50020.0,Right Center Midfield,7,Nigeria Women's,1213,"['47034917-5cf7-4a79-8fe3-0101026d2acf', '743fa5fc-e930-46fe-b5bd-ab25488ab1ac', 'f167870f-7aed-475e-9842-7609dca0bdeb']",18,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:02:18.933,Pass,True
,,,,,,,,,,,,,,,0.515393,,,,,,,,,,,,,,,,0cf40f39-be77-45d2-b8c9-5d1b029b0693,101,,,"[101.1, 71.1]",3893790,2,,,,-2.6779451,,Right Foot,,,"[98.3, 69.7]",Ground Pass,,3.130495,,,Antionette Oyedupe Payne,50020.0,,,,,,,1,From Throw In,Francisca Ordega,5022.0,Right Midfield,7,Nigeria Women's,1213,['550dc559-ec75-4fb9-b44f-30f8f02b9bb8'],21,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:02:21.110,Pass,
,,,,,,,,,,,,,,,0.848955,,,,,,,,,,,,,,,,63882201-224b-4211-8041-ff5b389652ed,105,,,"[92.9, 62.6]",3893790,2,,,,-1.5513183,,Left Foot,,,"[93.2, 47.2]",Ground Pass,,15.402922,Incomplete,,Francisca Ordega,5022.0,,,,,,,1,From Throw In,Antionette Oyedupe Payne,50020.0,Right Center Midfield,7,Nigeria Women's,1213,"['29a06709-fef7-4ca0-8ca1-7008cb836980', '3b731f90-0eea-48b0-8100-ed5eb2c1c88e', 'a5a869e4-a53e-4283-905a-1ae4c82a286e']",23,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:02:23.033,Pass,True
,,,,,,,,,,,,,,,0.692864,,,,,,,,,,,,,,,,29a06709-fef7-4ca0-8ca1-7008cb836980,107,,,"[26.9, 32.9]",3893790,2,,,,-1.4808145,,Left Foot,,,"[28.1, 19.6]",Ground Pass,,13.354026,,,Christine Margaret Sinclair,5020.0,,,,,,Interception,1,From Throw In,Deanne Cynthia Rose,25601.0,Right Wing,7,Nigeria Women's,1213,"['350d7fd4-5765-444a-a03d-6828f5191c38', '63882201-224b-4211-8041-ff5b389652ed']",23,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:02:23.882,Pass,
,,,,,,,,,,,,,,,1.197122,,,,,,,,,,,,,,,,e1721e9e-0e9f-44dd-bcfe-61bd30b72d16,112,,,"[26.3, 29.0]",3893790,2,,,,-0.053794205,,Left Foot,,,"[39.3, 28.3]",Ground Pass,,13.018832,Unknown,,Rebecca Quinn,4951.0,,,,,,,1,From Throw In,Christine Margaret Sinclair,5020.0,Center Attacking Midfield,7,Nigeria Women's,1213,"['0054787c-c6e9-4c74-a974-e0d765c0c2ab', '2119680f-ddc0-4979-b4ae-0f4562fd34c2', '7d249158-6396-40d8-8c89-423dbb09b0ca']",25,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:02:25.471,Pass,True
,,,,,,,,,,,,,,,2.322789,,,,,,,,,,,,,,,,07ce8ea3-d913-4b04-aacf-13c20bbdcd19,116,,,"[38.4, 30.3]",3893790,2,True,,,-0.07524569,,Right Foot,,,"[83.5, 26.9]",High Pass,,45.227978,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Kailen Mary Iacovoni Sheridan,4981.0,Goalkeeper,8,Canada Women's,1206,['b0eac280-2eb6-43f2-9590-ab70876ff535'],59,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:02:59.521,Pass,
,,,,,,,,,,,,,,,2.191808,,,,,,,,,,,,,,,,71a67e15-da86-430f-8ee9-2e4d34fed411,118,,,"[88.8, 29.6]",3893790,3,,,,-2.2612429,,Left Foot,,,"[81.2, 20.4]",High Pass,,11.933147,Incomplete,,Julia Angela Grosso,131645.0,,,,,,Recovery,1,From Free Kick,Ashley Elizabeth Marie Lawrence,15290.0,Left Back,8,Canada Women's,1206,"['0f2f437e-f028-4184-9427-2d099eb9a99b', '4786ae7d-a74c-4e9d-930a-2e0f1c801784']",2,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:03:02.459,Pass,
,,,,,,,,,,,,,,,0.275686,,,,,,,,,,,,,,,,4786ae7d-a74c-4e9d-930a-2e0f1c801784,120,,,"[38.9, 59.7]",3893790,3,,,,-2.164546,,Right Foot,,,"[30.8, 47.7]",Ground Pass,,14.477914,,,Christy Onyenaturuchi Ucheibe,62908.0,,,,,,Recovery,1,From Free Kick,Deborah Ajibola Abiodun,401723.0,Left Center Midfield,8,Canada Women's,1206,"['71a67e15-da86-430f-8ee9-2e4d34fed411', 'aa116c89-5337-4562-8ca8-a26a07065bf8']",4,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:03:04.650,Pass,
