50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,8f01752d-4163-4c2b-b5c5-df2f08918740,1,,,3893809,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 401634, 'name': 'Cortnee Brooke Vine'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 5}, {'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Australia Women's,1205,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,8b6c9b0d-f93b-4c92-b67d-cac640833af6,2,,,3893809,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25718, 'name': 'Chiamaka Cynthia Nnadozie'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 106836, 'name': 'Michelle Alozie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 25470, 'name': 'Osinachi Marvis Ohale'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 338631, 'name': 'Oluwatosin Blessing Demehin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 135755, 'name': 'Ashleigh Plumptre'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 62908, 'name': 'Christy Onyenaturuchi Ucheibe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 25469, 'name': 'Halimatu Ibrahim Ayinde'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 26156, 'name': 'Rasheedat Busayo Ajibade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 50020, 'name': 'Antionette Oyedupe Payne'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 25461, 'name': 'Uchenna Kanu'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 5094, 'name': 'Ifeoma Onumonu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 6}]}",Nigeria Women's,1213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,92a8069d-8625-4eb1-b22f-cd1d7b7a7a7c,3,,,3893809,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,['ae1eaede-040b-414b-89cb-286ee516cd18'],0,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,ae1eaede-040b-414b-89cb-286ee516cd18,4,,,3893809,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,['92a8069d-8625-4eb1-b22f-cd1d7b7a7a7c'],0,,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,cadc0519-e98e-474d-b654-0caba17271e4,1645,,,3893809,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Nigeria Women's,1213,['5861f081-80cc-4ad3-a21b-4630e09e0c53'],0,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,5861f081-80cc-4ad3-a21b-4630e09e0c53,1646,,,3893809,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Nigeria Women's,1213,['cadc0519-e98e-474d-b654-0caba17271e4'],0,,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.826093,,,,,,,,,14b1e2e2-0979-4241-96b3-3def2a5db760,5,,"[61.0, 40.1]",3893809,0,,,,-2.5885613,,Right Foot,,,"[44.8, 30.1]",,Ground Pass,,19.037857,,,,Halimatu Ibrahim Ayinde,25469.0,,,,,,Kick Off,1,From Kick Off,Ifeoma Onumonu,5094.0,Center Forward,2,Nigeria Women's,1213,['10626aaf-1faa-4e0e-b1e2-4290f659b96e'],0,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:00.254,Pass,
,,,,,,,,,,,,,,,,,,1.651916,,,,,,,,,adc80262-52fe-4385-ad13-39179525c9aa,8,,"[44.1, 28.5]",3893809,0,,,,-1.962032,,Right Foot,,,"[37.5, 12.5]",,Ground Pass,,17.307802,,,,Ashleigh Plumptre,135755.0,,,,,,,1,From Kick Off,Halimatu Ibrahim Ayinde,25469.0,Left Defensive Midfield,2,Nigeria Women's,1213,['be47e956-bf80-44ca-abff-d807595f4da1'],2,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:02.122,Pass,
,,,,,,,,,,,,,,,,,,1.876927,,,,,,,,,a5e4e5c5-0517-407f-8590-3e8c8d04fe6f,11,,"[36.9, 12.5]",3893809,0,,,,2.4536293,,Right Foot,,,"[22.3, 24.5]",,Ground Pass,,18.898678,,,,Oluwatosin Blessing Demehin,338631.0,,,,,,,1,From Kick Off,Ashleigh Plumptre,135755.0,Left Back,2,Nigeria Women's,1213,['b81a421f-1c73-4e5d-86f6-7175b2ed27f6'],5,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:05.021,Pass,
,,,,,,,,,,,,,,,,,,1.859549,,,,,,,,,4f05093c-810c-413a-bcb3-8914ba32faef,14,,"[22.3, 26.8]",3893809,0,,,,1.6087092,,Right Foot,,,"[21.2, 55.8]",,Ground Pass,,29.020855,,,,Osinachi Marvis Ohale,25470.0,,,,,,,1,From Kick Off,Oluwatosin Blessing Demehin,338631.0,Left Center Back,2,Nigeria Women's,1213,['f5cc9f97-270e-4df1-9984-e3cdcefd5d0c'],7,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:07.611,Pass,
