ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.301359,,,,,,,,,,,,,,,507f91c5-f5d2-4435-ac39-12031da38cf2,17,,"[46.5, 7.3]",3893787,0,,,,,-0.44610554,,Left Foot,,,,"[48.8, 6.2]",,Ground Pass,,2.5495098,,Incomplete,Ada Stolsmo Hegerberg,10385.0,,,,,,,1,Regular Play,Julie Blakstad,191851.0,Left Midfield,3,Norway Women's,852,"['0dfc0f3e-272b-41e1-978d-34b14a7fa151', 'db68cfa0-19b9-4525-a9f0-8544d343c4db', 'f39d7c64-7fd3-4d8b-95a1-029b3830c62d']",11,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:11.058,Pass,True
,,,,,,,,,,,,,,,,0.796776,,,,,,,,,,,,,,,f625e297-0ba9-455c-9f6d-63c4b633af4f,20,,"[44.0, 0.1]",3893787,0,,,,,1.2349622,,,,,,"[47.7, 10.7]",,Low Pass,,11.2272,,,Julie Blakstad,191851.0,,,,,,Throw-in,1,From Throw In,Tuva Hansen,276288.0,Left Back,4,Norway Women's,852,['f8b4282e-ffba-4498-ae75-36d053a5c4cd'],23,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:23.785,Pass,
,,,,,,,,,,,,,,,,0.857713,,,,,,,,,,,,,,,7c2460aa-489e-4608-b0a7-4f440213f244,23,,"[47.2, 9.4]",3893787,0,,,,,-1.960113,,Left Foot,,,,"[45.6, 5.5]",,Ground Pass,,4.215448,,Incomplete,Tuva Hansen,276288.0,,,,,,,1,From Throw In,Julie Blakstad,191851.0,Left Midfield,4,Norway Women's,852,"['8d3901f5-329e-4e5a-af75-55cf4cabaed8', '9a5ec5bb-122f-49a3-9a8b-79071bdb7429', 'ea8ead86-d503-4ee0-accf-4bfa25efdab9']",24,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:24.582,Pass,True
,,,,,,,,,,,,,,,,1.118602,,,,,,,,,,,,,,,3538327d-1b5b-41b9-95c3-d1242ebdb48e,28,,"[82.6, 75.1]",3893787,0,,,,,-0.24326046,,Right Foot,,,,"[96.3, 71.7]",,Ground Pass,,14.115594,,,Jacqueline Anne Hand,392266.0,,,,,,,1,Regular Play,Indiah-Paige Janita Riley,66217.0,Right Midfield,5,New Zealand Women's,1215,"['4e92ec35-4177-4e49-97b3-0e4385b4ebee', '6d7b7718-d984-40e9-9094-94a3454dfff7']",27,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:27.595,Pass,True
,,,,,,,,,,,,,,,,1.245858,,,,,,,,,,,,,,,b24b32e6-def0-4881-9f3b-dee55835ba54,33,,"[93.6, 75.8]",3893787,0,,,,,-3.1159573,,Right Foot,,,,"[81.9, 75.5]",,Ground Pass,,11.703846,,,Catherine Joan Bott,25662.0,,,,,,,1,Regular Play,Jacqueline Anne Hand,392266.0,Right Center Forward,5,New Zealand Women's,1215,"['5befac0d-e5fc-41c3-9e50-78db77c47feb', '709b0d13-40bb-485b-8722-8e4dfe15d116']",31,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:31.934,Pass,True
,,,,,,,,,,,,,,,,2.229811,,,,,,,,,,,,,,,dfb503a6-994f-4c3f-b0f0-f0086814f521,37,,"[78.8, 75.3]",3893787,0,,,,,-2.9357586,,Right Foot,,,,"[51.5, 69.6]",,Ground Pass,,27.888708,,,Rebekah Ashley Stott,4989.0,,,,,,,1,Regular Play,Catherine Joan Bott,25662.0,Right Back,5,New Zealand Women's,1215,"['87bd5db1-695b-4ed7-89b9-ebd7d9b8eb47', '916c689a-ab1a-43d3-867c-ae74d0fc8834']",34,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:34.157,Pass,True
,,,,,,,,,,,,,,,,5.691799,,,,,,,,,,,,,,,d4cb442d-fbbb-4497-bc44-c3440e5a6ee1,40,,"[53.2, 67.2]",3893787,0,,,,,0.0015015004,,Right Foot,,,,"[119.8, 67.3]",,High Pass,,66.600075,,Out,Jacqueline Anne Hand,392266.0,,,,,,,1,Regular Play,Rebekah Ashley Stott,4989.0,Right Center Back,5,New Zealand Women's,1215,['1deee458-98cc-4f86-9af9-1373e522bf75'],38,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:38.094,Pass,
,,,,,,,,,,,,,,,,3.649688,,,,,,,,,,,,,,,d3337569-f06b-40f6-ab26-2a6f7f0f69f6,42,,"[7.0, 36.1]",3893787,1,,,,,-0.11065722,,Left Foot,,,,"[69.1, 29.2]",,High Pass,,62.48216,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Aurora Watten Mikalsen,36800.0,Goalkeeper,6,Norway Women's,852,['d150a3fe-1680-42e1-9107-ac37d0840f53'],10,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:10.623,Pass,
,,,,,,,,,,,,,,,,0.191596,,,,,,,,,,,,,,,d150a3fe-1680-42e1-9107-ac37d0840f53,43,,"[51.0, 50.9]",3893787,1,,,,True,-0.38050637,,,,,,"[51.5, 50.7]",,Low Pass,,0.53851646,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Rebekah Ashley Stott,4989.0,Right Center Back,6,Norway Women's,852,"['84414308-b338-4d9a-8fcd-18a8b40cf60f', 'cff624b4-9ad5-46e8-af0d-0d5694f844fb', 'd3337569-f06b-40f6-ab26-2a6f7f0f69f6']",14,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:01:14.273,Pass,True
,,,,,,,,,,,,,,,,1.89207,,,,,,,,,,,,,,,92df4d4a-3a25-442b-8745-1b7edaae6b11,50,,"[84.4, 42.1]",3893787,1,,,,,0.8224183,,Right Foot,,,,"[93.5, 51.9]",,Ground Pass,,13.373481,,,Caroline Graham Hansen,10386.0,,,,,,,1,From Goal Kick,Frida Maanum,10516.0,Right Center Midfield,6,Norway Women's,852,['ef398136-5a39-4916-9676-dea15d68a08a'],17,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:17.545,Pass,
,,,,,,,,,,,,,,,,1.515249,,,,,,,,,,,,,,,82a03786-82c1-499f-818a-6b7e1ccf38aa,53,,"[93.0, 59.5]",3893787,1,,,,,0.5328439,,Right Foot,,,,"[104.7, 66.4]",,Ground Pass,,13.583077,,,Frida Maanum,10516.0,,,,,,,1,From Goal Kick,Caroline Graham Hansen,10386.0,Right Midfield,6,Norway Women's,852,['056e1dbf-75e7-4f25-b460-6133545fdc73'],21,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:21.873,Pass,
,,,,,,,,,,,,,,,,1.664558,,,,,,,,,,,,,,,fed04778-dbe9-450e-86c2-7de571efcf99,57,,"[105.0, 68.0]",3893787,1,,,,,-1.0441691,,Right Foot,,,,"[107.5, 63.7]",,Ground Pass,,4.9739323,True,Incomplete,Caroline Graham Hansen,10386.0,,,,,,,1,From Goal Kick,Frida Maanum,10516.0,Right Center Midfield,6,Norway Women's,852,"['3047b483-2cd3-4a09-bbe2-8957942ddcdc', '38852760-ef6e-4e54-8ae1-fee72dde5dd5', 'e9cce3b2-b80a-4e73-80c6-f038fe14af15']",23,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:23.469,Pass,True
,,,,,,,,,,,,,,,,0.590142,,,,,,,,,,,,,,,1dc86c7d-4500-4939-b7a8-6b5ec97ac9a4,60,,"[67.3, 80.0]",3893787,1,,,,,-1.5279654,,,,,,"[67.6, 73.0]",,Low Pass,,7.006426,,,Caroline Graham Hansen,10386.0,,,,,,Throw-in,1,From Throw In,Thea Bjelde,276303.0,Right Back,7,Norway Women's,852,['3d232689-2b9f-48bf-83af-240dfabadf6e'],43,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:43.432,Pass,
,,,,,,,,,,,,,,,,1.159852,,,,,,,,,,,,,,,90839ccf-414f-47f2-ab7c-0737cf3d7769,64,,"[66.7, 72.2]",3893787,1,,,,,2.8824906,,Left Foot,,,,"[50.1, 76.6]",,Ground Pass,,17.173235,,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Throw In,Caroline Graham Hansen,10386.0,Right Midfield,7,Norway Women's,852,"['7f065e01-7946-4f64-9455-18888d3c99da', 'f84ee114-1c8d-483b-b0e5-1a3a859118da']",44,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:44.690,Pass,True
,,,,,,,,,,,,,,,,3.182269,,,,,,,,,,,,,,,7cb5a563-0313-48fd-98a3-f8128d374a45,67,,"[46.8, 76.3]",3893787,1,,,,,-2.3929126,,Right Foot,,,,"[21.4, 52.7]",,Ground Pass,,34.6716,,,Aurora Watten Mikalsen,36800.0,,,,,,,1,From Throw In,Maren Nævdal Mjelde,10395.0,Right Center Back,7,Norway Women's,852,['da61a096-aa41-4715-b2b3-d245e0befece'],46,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:46.570,Pass,
,,,,,,,,,,,,,,,,1.280111,,,,,,,,,,,,,,,5f300771-4d8d-4008-ba4b-70cb0bfd2630,70,,"[22.8, 51.7]",3893787,1,,,,,-1.439969,,Left Foot,,,,"[24.3, 40.3]",,Ground Pass,,11.4982605,,,Mathilde Hauge Harviken,401645.0,,,,,,,1,From Throw In,Aurora Watten Mikalsen,36800.0,Goalkeeper,7,Norway Women's,852,['b8eda648-a234-41fd-baf0-2fac44ebb5cf'],50,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:50.797,Pass,
,,,,,,,,,,,,,,,,3.229723,,,,,,,,,,,,,,,f3246e6d-3d3a-46b5-a986-63c0bb926af9,73,,"[28.3, 38.8]",3893787,1,,,,,-0.6045461,,Right Foot,,,,"[75.2, 6.4]",,High Pass,,57.003246,,,Julie Blakstad,191851.0,,,,,,,1,From Throw In,Mathilde Hauge Harviken,401645.0,Left Center Back,7,Norway Women's,852,['8111e18d-c12e-498f-9867-199184b338bf'],55,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:55.234,Pass,
,,,,,,,,,,,,,,,,3.448032,,,,,,,,,,,,,,,0a949792-e42c-4e72-b9c7-1c7b2bbc69e2,84,,"[69.8, 0.1]",3893787,2,,,,,0.13842785,,,,,,"[102.1, 4.6]",,High Pass,,32.61196,,,Ada Stolsmo Hegerberg,10385.0,,,,,,Throw-in,1,From Throw In,Tuva Hansen,276288.0,Left Back,8,Norway Women's,852,['c29af380-ed8b-4bb1-a650-073d30630c1f'],19,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:19.713,Pass,
,,,,,,,,,,,,,,,,0.091127,,,,,,,,,,,,,,,9057e8a7-3a27-4120-a875-e3754123254b,93,,"[21.1, 75.1]",3893787,2,,,,,0.32175055,,Right Foot,,,,"[22.3, 75.5]",,Ground Pass,,1.264911,,Incomplete,Indiah-Paige Janita Riley,66217.0,,,,,,,1,From Throw In,Catherine Joan Bott,25662.0,Right Back,8,Norway Women's,852,"['47b97332-b795-41d7-8ebc-b31ff58b20a5', '56970381-80f9-4265-8b92-7dd6b4c9f230', 'ea2d1464-2f01-4d9b-8be0-4305caabf3ad']",25,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:02:25.551,Pass,True
,,,,,,,,,,,,,,,,2.123297,,,,,,,,,,,,,,,424e80da-8dc8-4a00-9f12-8d3626eba23c,96,,"[21.1, 80.0]",3893787,2,,True,,,-0.20934159,,,,,,"[48.4, 74.2]",,Low Pass,,27.909317,,,Jacqueline Anne Hand,392266.0,,,,,,Throw-in,1,From Throw In,Catherine Joan Bott,25662.0,Right Back,9,New Zealand Women's,1215,['597b1619-0e89-4875-bd53-3892ca9b4cf9'],39,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:02:39.027,Pass,
,,,,,,,,,,,,,,,,1.165308,,,,,,,,,,,,,,,ee1989b1-8c67-4d47-a7b7-6e4a6b8cce89,99,,"[68.7, 0.1]",3893787,2,,,,,0.65612316,,,,,,"[80.0, 8.8]",,Low Pass,,14.261136,,,Guro Reiten,10514.0,,,,,,Throw-in,1,From Throw In,Tuva Hansen,276288.0,Left Back,10,Norway Women's,852,['05d48745-d0e9-4923-8371-f3c55650b122'],54,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:54.938,Pass,
,,,,,,,,,,,,,,,,1.213157,,,,,,,,,,,,,,,39a9540d-8907-47cd-b431-365146f7bbf2,106,,"[87.6, 0.1]",3893787,3,,,,,0.44237423,,,,,,"[99.0, 5.5]",,High Pass,,12.614278,,,Julie Blakstad,191851.0,,,,,,Throw-in,1,From Throw In,Tuva Hansen,276288.0,Left Back,11,Norway Women's,852,['6e881598-e0f7-4e04-a0e8-01b1930aa956'],8,,,,,,,,,,,,,,,,,,Norway Women's,852,00:03:08.596,Pass,
,,,,,,,,,,,,,,,,0.193067,,,,,,,,,,,,,,,d16a08fc-d304-43c9-b484-49e1251b3d6a,113,,"[20.2, 71.0]",3893787,3,,,,,0.24497867,,Right Foot,,,,"[21.4, 71.3]",,Ground Pass,,1.2369317,,Incomplete,,,,,,,,Recovery,1,From Throw In,Ria Percival,18145.0,Right Defensive Midfield,11,Norway Women's,852,"['004f0bc4-3734-44a6-983b-c6d7d3caed17', 'ec326ebc-c7c7-4158-ba88-8c17a8c1efd6']",11,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:03:11.545,Pass,True
,,,,,,,,,,,,,,,,1.881176,,,,,,,,,,,,,,,46651bc1-4499-4b3a-a271-cdfa385b1184,115,,"[17.8, 80.0]",3893787,3,,,,,-0.2585066,,,,,,"[38.6, 74.5]",,High Pass,,21.51488,,Incomplete,Hannah Wilkinson,25658.0,,,,,,Throw-in,1,From Throw In,Catherine Joan Bott,25662.0,Right Back,12,New Zealand Women's,1215,"['afba731e-e239-4bd3-9064-052bbac4d225', 'f05db628-a701-43f6-9dd2-bc7d855e02e1']",30,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:03:30.610,Pass,
,,,,,,,,,,,,,,,,1.016817,,,,,,,,,,,,,,,0f004aa4-4c7d-467e-8c67-2a2fcb2fd5d4,118,,"[40.4, 80.0]",3893787,3,,,,,-0.6043055,,,,,,"[53.0, 71.3]",,Low Pass,,15.31176,,,Indiah-Paige Janita Riley,66217.0,,,,,,Throw-in,1,From Throw In,Catherine Joan Bott,25662.0,Right Back,13,New Zealand Women's,1215,['d5898efc-2053-4bdb-b42d-10921e7e2271'],46,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:03:46.393,Pass,
,,,,,,,,,,,,,,,,1.162204,,,,,,,,,,,,,,,3c345667-4b0b-404d-a26f-3bb971397c3c,124,,"[70.4, 6.4]",3893787,3,,,,,0.45881674,,Left Foot,,,,"[78.7, 10.5]",,Ground Pass,,9.257429,,Incomplete,Ada Stolsmo Hegerberg,10385.0,,,,,,Recovery,1,From Throw In,Julie Blakstad,191851.0,Left Midfield,13,New Zealand Women's,1215,"['41e06733-615d-4225-8d1e-fc04460a710d', '4c526243-7df1-498a-81ea-a79463103f2e', '63e9f2b1-e5ee-4fea-80ca-3049b43e5978']",48,,,,,,,,,,,,,,,,,,Norway Women's,852,00:03:48.445,Pass,True
,,,,,,,,,,,,,,,,1.468569,,,,,,,,,,,,,,,d4ec088e-43ab-4ca1-9fac-021983d8ec61,130,,"[42.0, 69.1]",3893787,3,,,,,-2.5127964,,Left Foot,,,,"[26.6, 57.9]",,Ground Pass,,19.042059,,,Rebekah Ashley Stott,4989.0,,,,,,,1,From Throw In,Catherine Joan Bott,25662.0,Right Back,13,New Zealand Women's,1215,"['15b6595f-aad7-466d-ba7f-fb4ec1cf731c', '49fa2dcc-4663-4edd-97c2-9933e9b95afc']",51,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:03:51.336,Pass,True
,,,,,,,,,,,,,,,,1.444733,,,,,,,,,,,,,,,b6793d7f-fd2f-4c72-82cd-6fead34e24f8,134,,"[26.4, 53.6]",3893787,3,,,,,-1.9693187,,Right Foot,,,,"[19.2, 36.5]",,Ground Pass,,18.553976,,,Katie Bowen,5028.0,,,,,,,1,From Throw In,Rebekah Ashley Stott,4989.0,Right Center Back,13,New Zealand Women's,1215,"['9b4ba4ce-5cd7-47dd-9d81-b1b948e2764d', '9c0f4836-be7a-4270-83fe-3c74664cf8ee']",53,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:03:53.537,Pass,True
,,,,,,,,,,,,,,,,2.567967,,,,,,,,,,,,,,,1a83e03a-ec1c-4a3f-8efa-e01f9534fe02,137,,"[22.5, 32.9]",3893787,3,,,,,-0.72795343,,Right Foot,,,,"[55.6, 3.4]",,High Pass,,44.33802,,,Elizabeth Doon Hassett,25663.0,,,,,,,1,From Throw In,Katie Bowen,5028.0,Left Center Back,13,New Zealand Women's,1215,['7a31b2b9-4b76-4539-9194-4f536fc65308'],56,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:03:56.880,Pass,
,,,,,,,,,,,,,,,,0.555566,,,,,,,,,,,,,,,8d46bdc9-ecac-49c8-a782-1b926001aee7,144,,"[66.9, 77.0]",3893787,4,,,,,-0.29611516,,Left Foot,,,,"[72.8, 75.2]",,Ground Pass,,6.168468,,,Caroline Graham Hansen,10386.0,,,,,,,1,Regular Play,Thea Bjelde,276303.0,Right Back,14,Norway Women's,852,['3dd63a12-8cfb-46f2-afa7-06253b24acf8'],0,,,,,,,,,,,,,,,,,,Norway Women's,852,00:04:00.886,Pass,
