ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.810817,,,,,,,,,,,,,,84296f00-a7c7-4716-ab87-cb23b5c7b42a,2107,,"[33.0, 34.4]",3902239,45,,,,,1.7732254,,Left Foot,,,,"[28.3, 57.3]",Ground Pass,,23.37734,,,,Amanda Ilestedt,26092.0,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,84,Sweden Women's,858,['de39496c-1146-42ad-a329-7e0213f3fa70'],30,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:45:30.687,Pass,
,,,,,,,,,,,,,,,,1.393511,,,,,,,,,,,,,,6ac4740a-5217-4806-b3a6-0648c4c34f5f,2110,,"[32.8, 61.1]",3902239,45,,,,,1.3339475,,Left Foot,,,,"[37.0, 78.5]",Ground Pass,,17.899721,,,,Gun Nathalie Björn,26093.0,,,,,,1,From Throw In,Amanda Ilestedt,26092.0,Right Center Back,84,Sweden Women's,858,['b1a50815-0f86-4cbe-bb0f-789e3b1b18f9'],34,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:45:34.967,Pass,
,,,,,,,,,,,,,,,,0.575529,,,,,,,,,,,,,,3c834398-75c9-4efc-9217-7ace78dad4d7,2113,,"[34.7, 77.8]",3902239,45,,,,,-1.0552473,,Right Foot,,,,"[39.8, 68.8]",Ground Pass,,10.3445635,,,,Ingrid Filippa Angeldal,62666.0,,,,,,1,From Throw In,Gun Nathalie Björn,26093.0,Right Back,84,Sweden Women's,858,['8bc07990-d049-4f9b-be2c-6d641fa6fb10'],37,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:45:37.116,Pass,
,,,,,,,,,,,,,,,,2.479558,,,,,,,,,,,,,,dd800a91-4822-4b0b-bc7b-955498c3f499,2116,,"[38.5, 69.7]",3902239,45,,,,,0.6079999,,Right Foot,,,,"[53.3, 80.0]",High Pass,,18.03136,,Out,,Johanna Rytting-Kaneryd,62710.0,,,,,,1,From Throw In,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,84,Sweden Women's,858,['062fc41c-2472-49af-b34d-68861712818c'],37,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:45:37.731,Pass,
,,,,,,,,,,,,,,,,1.225368,,,,,,,,,,,,,,d3fa0ce8-0500-4801-af76-cf43f3d6a3ca,2118,,"[65.7, 0.1]",3902239,45,,,,,0.17301016,,,,,,"[76.0, 1.9]",High Pass,,10.456099,,,,Hinata Miyazawa,401932.0,,,,,Throw-in,1,From Throw In,Hina Sugita,25635.0,Left Wing Back,85,Japan Women's,1210,['7ecc89cf-d431-4c19-80ef-ed9bda7081bb'],42,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:45:42.468,Pass,
,,,,,,,,,,,,,,,,1.420539,,,,,,,,,,,,,,ea7284aa-4a9f-4517-89e7-1e5c912784b1,2120,,"[75.1, 2.3]",3902239,45,,,,,2.5998728,,Right Foot,,,,"[63.8, 9.1]",Low Pass,,13.188252,,Incomplete,,Hina Sugita,25635.0,,,,,,1,From Throw In,Hinata Miyazawa,401932.0,Left Wing,85,Japan Women's,1210,"['7cdeefea-2ccb-4ef0-b579-387f8583b780', 'cd078f3a-8b5e-477e-a169-290ccad9078d']",43,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:45:43.694,Pass,
,,,,,,,,,,,,,,,,1.499632,,,,,,,,,,,,,,53e3ca27-87e6-4a08-aa20-5fcf9106abc1,2125,,"[56.1, 73.1]",3902239,45,,,,,0.010869137,,Right Foot,,,,"[74.5, 73.3]",Low Pass,,18.401087,,,,Johanna Rytting-Kaneryd,62710.0,,,,,,1,Regular Play,Kosovare Asllani,10220.0,Center Attacking Midfield,86,Sweden Women's,858,['fc0c5c05-21d3-41b7-a83f-70d0597074b7'],46,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:45:46.762,Pass,
,,,,,,,,,,,,,,,,0.970634,,,,,,,,,,,,,,ef499115-06d3-4d0a-b261-3f561880e0cd,2129,,"[94.6, 60.9]",3902239,45,,,,,-1.30318,,Right Foot,,,,"[98.0, 48.5]",Ground Pass,,12.857682,,,,Fridolina Rolfö,10215.0,,,,,,1,Regular Play,Johanna Rytting-Kaneryd,62710.0,Right Wing,86,Sweden Women's,858,"['6f2e3477-7a3c-4bf9-881b-e1a98cdd4b97', '9fc3fdb2-eb1e-498c-97dd-48f82f0ba502']",51,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:45:51.138,Pass,True
,,,,,,,,,,,,,,,,2.635469,,,,,,,,,,,,,,8f068d66-2271-46bc-b2cb-59f729293cbe,2138,,"[17.4, 36.9]",3902239,45,,,,,-0.4688559,,Right Foot,,,,"[55.7, 17.5]",High Pass,,42.933086,,Incomplete,,Mina Tanaka,85500.0,,,,,,1,Regular Play,Yui Hasegawa,25632.0,Right Defensive Midfield,86,Sweden Women's,858,"['d8b83749-d125-434a-88c0-12269e7ea605', 'dc80dc2d-f2f0-4c70-9f69-1b428423eb53']",55,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:45:55.180,Pass,
,,,,,,,,,,,,,,,,1.730931,,,,,,,,,,,,,,917c2047-dfb4-4224-9304-08e6edfee0b2,2142,,"[63.6, 66.5]",3902239,45,,,,,0.07448879,,Left Foot,,,,"[83.7, 68.0]",Ground Pass,,20.155893,,,,Kosovare Asllani,10220.0,,,,,,1,Regular Play,Gun Nathalie Björn,26093.0,Right Back,86,Sweden Women's,858,,59,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:45:59.030,Pass,
,,,,,,,,,,,,,,,,1.488442,,,,,,,,,,,,,,13972abc-c0bf-402b-9bbe-77d75a93b027,2148,,"[60.0, 40.0]",3902239,45,,,,,-2.9971511,,Right Foot,,,,"[43.5, 37.6]",Ground Pass,,16.673632,,,,Amanda Ilestedt,26092.0,,,,,Kick Off,2,From Kick Off,Emma Stina Blackstenius,10229.0,Center Forward,87,Sweden Women's,858,['78948113-f51a-4175-b9c8-dec24ef0b4b4'],0,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.372,Pass,
,,,,,,,,,,,,,,,,1.56254,,,,,,,,,,,,,,f363448d-fbd5-4ce6-ac7c-1edd5d12441f,2151,,"[44.3, 37.4]",3902239,45,,,,,-1.5949851,,Right Foot,,,,"[43.7, 12.6]",Ground Pass,,24.807257,,,,Magdalena Lilly Eriksson,4633.0,,,,,,2,From Kick Off,Amanda Ilestedt,26092.0,Right Center Back,87,Sweden Women's,858,['16ec73f0-6234-45bf-933e-ada242b62011'],3,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:03.056,Pass,
,,,,,,,,,,,,,,,,2.623742,,,,,,,,,,,,,,204b3585-f5dd-48a6-acda-aee9a1fcdd46,2154,,"[48.6, 13.4]",3902239,45,,,,,-0.041280884,,Left Foot,,,,"[94.6, 11.5]",High Pass,,46.039223,,Incomplete,,Fridolina Rolfö,10215.0,,,,,,2,From Kick Off,Magdalena Lilly Eriksson,4633.0,Left Center Back,87,Sweden Women's,858,"['033923d7-7b36-4955-bd77-52ea04eef3db', 'b4a09f20-c2b0-4d0a-abea-4a33a23a6ad3']",6,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:06.357,Pass,
,,,,,,,,,,,,,,,,1.069786,,,,,,,,,,,,,,33b2b461-954e-46e4-b465-100313e11f6a,2157,,"[91.4, 0.1]",3902239,45,,True,,,2.8693066,,,,,,"[76.0, 4.4]",Low Pass,,15.9890585,,Incomplete,,,,,,,,Throw-in,2,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,88,Sweden Women's,858,['910adbdd-292d-4def-9876-5d825a5a2d92'],33,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:33.701,Pass,
,,,,,,,,,,,,,,,,2.44685,,,,,,,,,,,,,,0e984fb3-0f96-484f-b25f-1c21170ebd6a,2159,,"[66.6, 0.1]",3902239,45,,,,,2.8901145,,,,,,"[41.3, 6.6]",Low Pass,,26.12164,,,,Magdalena Lilly Eriksson,4633.0,,,,,Throw-in,2,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,89,Sweden Women's,858,['1d8e94ff-5379-482c-aa93-614dd5e0ba36'],40,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:40.833,Pass,
,,,,,,,,,,,,,,,,2.571225,,,,,,,,,,,,,,79fc8a13-cd69-473d-b7f5-90fefb00a9ac,2161,,"[41.6, 6.8]",3902239,45,,,,,1.4843074,,Left Foot,,,,"[43.1, 24.1]",Ground Pass,,17.364906,,,,Amanda Ilestedt,26092.0,,,,,,2,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,89,Sweden Women's,858,['e15e3201-d63e-4e09-96bb-fd8d6e9d84b7'],43,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:43.279,Pass,
,,,,,,,,,,,,,,,,1.642538,,,,,,,,,,,,,,759970aa-e236-4f12-857b-cb22f02718db,2164,,"[43.3, 32.7]",3902239,45,,,,,1.5136197,,Left Foot,,,,"[45.0, 62.4]",Ground Pass,,29.748613,,,,Gun Nathalie Björn,26093.0,,,,,,2,From Throw In,Amanda Ilestedt,26092.0,Right Center Back,89,Sweden Women's,858,['55de776a-e5de-4459-949f-cfd1ef6ed7b0'],47,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:47.994,Pass,
,,,,,,,,,,,,,,,,0.689772,,,,,,,,,,,,,,692f2dca-921c-4751-a956-87665ed799b3,2168,,"[53.5, 56.4]",3902239,45,,,,,0.5933502,,Left Foot,,,,"[62.1, 62.2]",Ground Pass,,10.373042,,,,Ingrid Filippa Angeldal,62666.0,,,,,,2,From Throw In,Gun Nathalie Björn,26093.0,Right Back,89,Sweden Women's,858,"['dbb5c30c-1e62-43f4-be08-f6f218819b18', 'df813e7c-849d-4f84-acee-3ed5ef5cee24']",52,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:52.538,Pass,True
,,,,,,,,,,,,,,,,2.082294,,,,,,,,,,,,,,f3a2ce81-25e1-44b0-a4d6-2a23514b6ae9,2173,,"[63.4, 62.2]",3902239,45,,,,,-0.6794138,,Right Foot,,,,"[76.4, 51.7]",Low Pass,,16.710775,,Incomplete,,Kosovare Asllani,10220.0,,,,,,2,From Throw In,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,89,Sweden Women's,858,"['07252a14-20a0-4aba-957d-13af6d014835', 'aad50217-89be-4884-ba04-0d37b3fd8f5e', 'af2b3909-9ce0-4945-8214-03065c7eed97', 'd00b21bd-a717-4b06-9d03-e9509086789f']",53,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:53.927,Pass,True
,,,,,,,,,,,,,,,,1.102775,,,,,,,,,,,,,,af2b3909-9ce0-4945-8214-03065c7eed97,2176,,"[43.7, 28.4]",3902239,45,,,,,-3.0076478,,Right Foot,,,,"[29.6, 26.5]",Ground Pass,,14.227438,,,,Moeka Minami,25638.0,,,,,Recovery,2,From Throw In,Yui Hasegawa,25632.0,Right Defensive Midfield,89,Sweden Women's,858,"['87495535-e1b7-440d-8bc9-81589b7c7764', 'ada54f46-50cc-47b3-92ce-9c1a43b569b5', 'f3a2ce81-25e1-44b0-a4d6-2a23514b6ae9']",56,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:56.010,Pass,True
,,,,,,,,,,,,,,,,1.943234,,,,,,,,,,,,,,b29031c3-22cf-4ee9-a3f0-3f6cc9f941fd,2179,,"[29.6, 26.9]",3902239,45,,,,,-0.15499674,,Left Foot,,,,"[58.4, 22.4]",High Pass,,29.149443,,Incomplete,,Hinata Miyazawa,401932.0,,,,,,2,From Throw In,Moeka Minami,25638.0,Left Center Back,89,Sweden Women's,858,"['87cd069c-3916-41f4-800f-b07b935c43d5', 'bf13fdc8-3c99-4795-a2c8-b50bebd1d9d2']",57,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:57.191,Pass,
,,,,,,,,,,,,,,,,2.026424,,,,,,,,,,,,,,bf13fdc8-3c99-4795-a2c8-b50bebd1d9d2,2181,,"[61.7, 57.7]",3902239,45,,,,,-0.1279521,,Head,,,,"[78.8, 55.5]",High Pass,,17.24094,,,,Johanna Rytting-Kaneryd,62710.0,,,,,Recovery,2,From Throw In,Gun Nathalie Björn,26093.0,Right Back,89,Sweden Women's,858,"['64791202-bec1-442b-8c78-79b05d4ee7f5', 'b29031c3-22cf-4ee9-a3f0-3f6cc9f941fd']",59,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:59.134,Pass,
,,,,,,,,,,,,,,,,0.448762,,,,,,,,,,,,,,1ce7b6ba-aded-4e95-b90c-4c296468638f,2183,,"[80.1, 55.5]",3902239,46,,,,,-2.8908834,,Head,,,,"[71.9, 53.4]",Low Pass,,8.464632,,,,Ingrid Filippa Angeldal,62666.0,,,,,,2,From Throw In,Johanna Rytting-Kaneryd,62710.0,Right Wing,89,Sweden Women's,858,['7f646797-2a86-491d-91ca-bbaa909c5d29'],1,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:01.200,Pass,
,,,,,,,,,,,,,,,,1.63628,,,,,,,,,,,,,,f8bab43f-9e83-45be-acc2-877ad9e854a5,2187,,"[73.9, 53.2]",3902239,46,,,,,-0.72297937,,Other,,,,"[80.7, 47.2]",High Pass,,9.068627,,Incomplete,,,,,,,,,2,From Throw In,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,89,Sweden Women's,858,"['2a4e4428-f5f0-4c6e-9d6b-4e5ca08d7fcc', 'a1770331-c707-4901-a0be-0cbc7b6bcd0e']",1,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:01.689,Pass,True
,,,,,,,,,,,,,,,,0.241917,,,,,,,,,,,,,,2a4e4428-f5f0-4c6e-9d6b-4e5ca08d7fcc,2189,,"[39.4, 32.9]",3902239,46,,,,,-1.4254863,,Right Foot,,,,"[40.0, 28.8]",Low Pass,,4.14367,,Incomplete,,Fuka Nagano,299860.0,,,,,Recovery,2,From Throw In,Yui Hasegawa,25632.0,Right Defensive Midfield,89,Sweden Women's,858,"['00027ee8-d68f-4fa6-8ba1-61f01b133400', 'a6a93191-2e82-48a9-ab95-bd3c36e94d7e', 'e16e2436-a49d-4f67-b6b8-c9b3cbe5abe3', 'f8bab43f-9e83-45be-acc2-877ad9e854a5']",3,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:03.325,Pass,True
,,,,,,,,,,,,,,,,1.208611,,,,,,,,,,,,,,6e5f76ba-7981-4135-876e-8f7d0cdb7e1f,2194,,"[86.3, 49.1]",3902239,46,,,,,-1.8890133,,Right Foot,,,,"[83.5, 40.6]",Ground Pass,,8.949302,,,,Fridolina Rolfö,10215.0,,,,,,2,From Throw In,Kosovare Asllani,10220.0,Center Attacking Midfield,89,Sweden Women's,858,['cbfc407c-6ed5-4da6-8b9e-b35adf6c5a18'],4,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:04.928,Pass,
,,,,,,,,,,,,,,,,2.225867,,,,,,,,,,,,,,5a56d300-15e5-46bd-85eb-9154cd9de481,2198,,"[78.8, 39.1]",3902239,46,,,,,-1.598789,,Left Foot,,,,"[78.1, 14.1]",Ground Pass,,25.009798,,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,2,From Throw In,Fridolina Rolfö,10215.0,Left Wing,89,Sweden Women's,858,['a28e57c8-2431-4552-8a94-4119e13db47d'],8,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:08.589,Pass,
,,,,,,,,,,,,,,,,1.429521,,,,,,,,,,,,,,339d15b8-e94e-41cf-804c-6fa191326048,2201,,"[75.4, 10.0]",3902239,46,,,,,3.1314406,,Right Foot,,,,"[55.7, 10.2]",Ground Pass,,19.701015,,,,Magdalena Lilly Eriksson,4633.0,,,,,,2,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,89,Sweden Women's,858,['492843a7-3f67-4bc0-b323-8351a0caf1c6'],14,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:14.635,Pass,
,,,,,,,,,,,,,,,,0.830809,,,,,,,,,,,,,,f7e8a44b-ca90-4ea3-bdad-ee6f42e09eb4,2204,,"[55.7, 10.2]",3902239,46,,,,,0.6591693,,Left Foot,,,,"[66.8, 18.8]",Ground Pass,,14.041723,,,,Elin Ingrid Johanna Rubensson,10221.0,,,,,,2,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,89,Sweden Women's,858,['e70c3c0e-fd16-430d-9273-5545275f2586'],16,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:16.883,Pass,
,,,,,,,,,,,,,,,,3.902938,,,,,,,,,,,,,,d1c71387-67db-492a-be9b-e650b2e8ed9e,2207,,"[65.7, 26.0]",3902239,46,,,,,0.4231975,,Right Foot,,,,"[114.1, 47.8]",High Pass,,53.082954,,Incomplete,,Johanna Rytting-Kaneryd,62710.0,,,,,,2,From Throw In,Elin Ingrid Johanna Rubensson,10221.0,Left Defensive Midfield,89,Sweden Women's,858,"['9a840e0d-54e5-484d-85b6-e01b8f829f64', 'e234986b-db94-4fcf-bdc3-97b0e34b23bf']",20,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:20.507,Pass,
,,,,,,,,,,,,,,,,0.623443,,,,,,,,,,,,,,4d7cbad5-6d41-4b91-8ce3-6ff60e509c61,2210,,"[8.0, 32.7]",3902239,46,,True,,,1.1978086,,Keeper Arm,,,,"[11.6, 41.9]",Ground Pass,,9.8792715,,,,Saki Kumagai,15257.0,,,,,,2,Regular Play,Ayaka Yamashita,25627.0,Goalkeeper,90,Japan Women's,1210,['821c64c3-190a-4978-87c6-96403546d84d'],28,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:28.594,Pass,
,,,,,,,,,,,,,,,,2.492117,,,,,,,,,,,,,,fbfdf3db-648e-47d9-950d-585b9d49945f,2212,,"[12.2, 43.6]",3902239,46,,,,,0.86541563,,Right Foot,,,,"[31.7, 66.5]",Ground Pass,,30.077566,,,,Hana Takahashi,401926.0,,,,,,2,Regular Play,Saki Kumagai,15257.0,Center Back,90,Japan Women's,1210,['77be23a2-9d0a-46d2-8a39-219c1adba9a4'],29,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:29.560,Pass,
,,,,,,,,,,,,,,,,1.057221,,,,,,,,,,,,,,73960e6f-04e3-4508-a2c2-fe47c94d1c1a,2215,,"[37.5, 68.8]",3902239,46,,,,,0.7076332,,Left Foot,,,,"[45.8, 75.9]",Ground Pass,,10.922454,,,,Risa Shimizu,25624.0,,,,,,2,Regular Play,Hana Takahashi,401926.0,Right Center Back,90,Japan Women's,1210,['8fe762b8-ebc2-49f1-aa27-12d9203f8d57'],33,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:33.321,Pass,
,,,,,,,,,,,,,,,,1.77723,,,,,,,,,,,,,,2b0f44be-b0e9-49c1-9a6c-5459b66f4fde,2218,,"[46.5, 76.3]",3902239,46,,,,,-0.8252177,,Right Foot,,,,"[70.6, 50.2]",High Pass,,35.52492,,Incomplete,,Hinata Miyazawa,401932.0,,,,,,2,Regular Play,Risa Shimizu,25624.0,Right Wing Back,90,Japan Women's,1210,"['cd5f5828-ab88-4223-b2d4-7c16702d980b', 'd54844f7-1bcd-400c-bd78-d44c8ae343c0']",35,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:35.497,Pass,
,,,,,,,,,,,,,,,,1.383001,,,,,,,,,,,,,,cd5f5828-ab88-4223-b2d4-7c16702d980b,2220,,"[49.5, 29.9]",3902239,46,,,,,0.30555764,,Head,,,,"[64.4, 34.6]",Low Pass,,15.6237,,,,Kosovare Asllani,10220.0,,,,,Recovery,2,Regular Play,Amanda Ilestedt,26092.0,Right Center Back,91,Sweden Women's,858,"['2b0f44be-b0e9-49c1-9a6c-5459b66f4fde', 'ed55ff38-4263-46df-a159-4daf799990f4']",37,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:37.274,Pass,
,,,,,,,,,,,,,,,,1.000476,,,,,,,,,,,,,,8a9a8ac9-45d2-49f0-a749-e75aa1536aae,2224,,"[65.5, 35.7]",3902239,46,,,,,-2.9523935,,Right Foot,,,,"[60.8, 34.8]",Ground Pass,,4.7853947,,,,Ingrid Filippa Angeldal,62666.0,,,,,,2,Regular Play,Kosovare Asllani,10220.0,Center Attacking Midfield,91,Sweden Women's,858,"['33aba59a-0713-4138-89ed-684681debaf3', '3d4568a6-7aee-4795-911d-f21b5b0d11b1']",38,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:38.697,Pass,True
,,,,,,,,,,,,,,,,1.105502,,,,,,,,,,,,,,20ee72b7-f1b5-410f-9284-6db9ca5d22bd,2227,,"[60.6, 34.6]",3902239,46,,,,,-0.56300783,,Right Foot,,,,"[72.8, 26.9]",Ground Pass,,14.426711,,,,Fridolina Rolfö,10215.0,,,,,,2,Regular Play,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,91,Sweden Women's,858,['9ac8ea38-908b-42b3-bfb8-f6d986ecdf47'],40,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:40.156,Pass,
,,,,,,,,,,,,,,,,1.217997,,,,,,,,,,,,,,5cc47871-67a9-4a90-aedc-ae14d6d47e29,2230,,"[81.1, 26.5]",3902239,46,,,,,0.95696217,2716ffed-0d35-48ca-bf0c-c4cc2a7e9ac6,Left Foot,,,,"[97.8, 50.2]",Ground Pass,,28.992758,,,,Johanna Rytting-Kaneryd,62710.0,True,,,,,2,Regular Play,Fridolina Rolfö,10215.0,Left Wing,91,Sweden Women's,858,['da4168ef-b06f-432a-997c-95029fb6b742'],42,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:42.773,Pass,
,,,,,,,,,,,,,,,,2.045371,,,,,,,,,,,,,,701f4ee3-fe90-4017-b7c3-01c24914c24a,2236,,"[120.0, 80.0]",3902239,47,,,,,-1.6590189,,Left Foot,,,,"[116.4, 39.3]",High Pass,True,40.858902,,Incomplete,,Amanda Ilestedt,26092.0,,True,Inswinging,,Corner,2,From Corner,Jonna Ann-Charlotte Andersson,10222.0,Left Back,92,Sweden Women's,858,"['10811cba-2a05-4329-a297-6b462164ce3d', '211be883-3734-47e5-80e1-e799a18486f0']",34,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:34.113,Pass,
,,,,,,,,,,,,,,,,1.531827,,,,,,,,,,,,,,35f6fac4-d2a5-4f13-be10-276fed16ace0,2244,,"[61.0, 40.1]",3902239,51,,True,,,-1.8374611,,Right Foot,,,,"[55.4, 19.6]",Ground Pass,,21.251118,,,,Hinata Miyazawa,401932.0,,,,,Kick Off,2,From Kick Off,Mina Tanaka,85500.0,Center Forward,94,Japan Women's,1210,['7479f026-8c9c-45c7-8bb1-6729d0577ec7'],29,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:06:29.236,Pass,
,,,,,,,,,,,,,,,,0.813961,,,,,,,,,,,,,,c01290b1-2583-4a08-bddd-28a37e1ae323,2248,,"[31.1, 80.0]",3902239,51,,,,,-1.017115,,,,,,"[37.9, 69.0]",Low Pass,,12.932131,,,,Kosovare Asllani,10220.0,,,,,Throw-in,2,From Throw In,Gun Nathalie Björn,26093.0,Right Back,95,Sweden Women's,858,['c8aeedf1-f8e4-48f4-8e75-435636f85892'],54,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:06:54.045,Pass,
,,,,,,,,,,,,,,,,0.991288,,,,,,,,,,,,,,242e185e-a01f-4909-8025-4bf4f1914a87,2252,,"[37.3, 69.2]",3902239,51,,,,,3.016043,,Right Foot,,,,"[27.0, 70.5]",Ground Pass,,10.381715,,,,Gun Nathalie Björn,26093.0,,,,,,2,From Throw In,Kosovare Asllani,10220.0,Center Attacking Midfield,95,Sweden Women's,858,"['09e93cb3-a5b0-44c0-b6d9-6eda83021c86', 'e7af74fd-50fe-452b-b3ea-9633b3ac2f89']",54,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:06:54.899,Pass,True
,,,,,,,,,,,,,,,,0.977134,,,,,,,,,,,,,,5a7dda66-6dd4-444e-9faf-0d193d06923d,2255,,"[27.4, 71.4]",3902239,51,,,,,-1.2812927,,Left Foot,,,,"[33.0, 52.6]",Ground Pass,,19.61632,,,,Elin Ingrid Johanna Rubensson,10221.0,,,,,,2,From Throw In,Gun Nathalie Björn,26093.0,Right Back,95,Sweden Women's,858,['7a12f0db-7c7c-4751-aaa9-6afa116bc524'],55,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:06:55.970,Pass,
,,,,,,,,,,,,,,,,3.67093,,,,,,,,,,,,,,2aea6327-3a49-4975-b260-c41ecf4a8c7b,2258,,"[33.0, 52.3]",3902239,51,,,,,0.21787418,,Right Foot,,,,"[86.3, 64.1]",High Pass,,54.59057,,Incomplete,,,,,,,,,2,From Throw In,Elin Ingrid Johanna Rubensson,10221.0,Left Defensive Midfield,95,Sweden Women's,858,['f24bdc53-6efd-450c-bb72-262898aa899d'],58,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:06:58.088,Pass,
,,,,,,,,,,,,,,,,1.033597,,,,,,,,,,,,,,f24bdc53-6efd-450c-bb72-262898aa899d,2259,,"[33.8, 16.0]",3902239,52,,,,,-0.6678326,,Left Foot,,,,"[40.9, 10.4]",Ground Pass,,9.042677,,,,Jun Endo,25608.0,,,,,Recovery,2,From Throw In,Moeka Minami,25638.0,Left Center Back,95,Sweden Women's,858,"['2aea6327-3a49-4975-b260-c41ecf4a8c7b', '39bde84b-105d-4801-ae1f-d530ebf885cd']",1,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:07:01.759,Pass,
,,,,,,,,,,,,,,,,0.183199,,,,,,,,,,,,,,ec9d1f9d-e6dd-4900-881b-c94d130a8975,2262,,"[38.3, 5.7]",3902239,52,,,,,0.121352,,Left Foot,,,,"[42.4, 6.2]",Ground Pass,,4.1303754,,Incomplete,,,,,,,,,2,From Throw In,Jun Endo,25608.0,Left Wing Back,95,Sweden Women's,858,['7b9ecb28-4d29-471a-ba98-fbe163b3fb2e'],4,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:07:04.120,Pass,
