50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b8919ca2-d8cd-4e95-b7fd-45daa8d74600,1,,,,3901832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Colombia Women's,16802,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 46344, 'name': 'Catalina Pérez Jaramillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 403283, 'name': 'Carolina Arias Vidal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 388473, 'name': 'Jorelyn Andrea Daniela Carabalí Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 403277, 'name': 'Daniela Alexandra Árias Rojas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 403271, 'name': 'Ana María Guzmán Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 403280, 'name': 'Diana Carolina Ospina García Pineda'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 49904, 'name': 'Lorena Bedoya Durango'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 53188, 'name': 'Mayra Tatiana Ramírez Ramírez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 32215, 'name': 'Leicy Maria Santos Herrera'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 386339, 'name': 'Linda Lizeth Caicedo Alegría'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 403278, 'name': 'María Catalina Usme Pineda'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Colombia Women's,16802,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d6d1190d-fd0b-4e38-a969-cf2bb78e5ba9,2,,,,3901832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Colombia Women's,16802,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 402176, 'name': 'Tiernny Arlene Wiltshire'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 25545, 'name': 'Allyson Swaby'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 25558, 'name': 'Chantelle Swaby'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 25557, 'name': 'Deneisha Selena Blackwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 21014, 'name': 'Vyan Sampson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 402177, 'name': 'Kalyssa van Zanten'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 25538, 'name': 'Jody Brown'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 25553, 'name': 'Trudi Sudan Carter'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 25554, 'name': 'Khadija Monifa Shaw'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Jamaica Women's,1212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5cb1e8c5-b38d-49ac-b198-06338095bc90,3,,,,3901832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Colombia Women's,16802,['928c9d26-544a-4879-9bbb-843648545dfc'],0,,,,,,,,,,,,,,,,,Colombia Women's,16802,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,928c9d26-544a-4879-9bbb-843648545dfc,4,,,,3901832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Colombia Women's,16802,['5cb1e8c5-b38d-49ac-b198-06338095bc90'],0,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a19502ca-067f-41e7-9725-41991f5ad358,1414,,,,3901832,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,92,Colombia Women's,16802,['f9d4809d-e7c3-4f88-9c0c-f4327e242422'],0,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f9d4809d-e7c3-4f88-9c0c-f4327e242422,1415,,,,3901832,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,92,Colombia Women's,16802,['a19502ca-067f-41e7-9725-41991f5ad358'],0,,,,,,,,,,,,,,,,,Colombia Women's,16802,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.092728,,,,,,,,,,,,e9ebe932-8db3-41b0-825a-8ca99ce78e90,5,,,"[61.0, 40.1]",3901832,0,,,,,-2.9669204,,Right Foot,,,"[50.8, 38.3]",,Ground Pass,,10.357606,,,,,Vyan Sampson,21014.0,,,,,,Kick Off,1,From Kick Off,Jody Brown,25538.0,Center Attacking Midfield,2,Jamaica Women's,1212,['80d08dbf-409a-4fa4-a83c-f02fd6e3d0f1'],0,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:00.269,Pass,
,,,,,,,,,,,,,,,,,1.708616,,,,,,,,,,,,cb7acc20-96e3-432b-b102-4f31cf04b4a6,8,,,"[50.1, 38.5]",3901832,0,,,,,1.8394054,,Right Foot,,,"[42.2, 67.2]",,Ground Pass,,29.767431,,,,,Tiernny Arlene Wiltshire,402176.0,,,,,,,1,From Kick Off,Vyan Sampson,21014.0,Left Defensive Midfield,2,Jamaica Women's,1212,['09289f6b-1f35-4674-92dd-9fa2b41becc7'],2,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:02.396,Pass,
,,,,,,,,,,,,,,,,,1.190335,,,,,,,,,,,,31d34ab3-0593-4c9f-bb48-5e0deae8bf0e,11,,,"[48.3, 71.9]",3901832,0,,,,,0.2209111,,Right Foot,,,"[71.9, 77.2]",,Ground Pass,,24.187807,,,,,Kalyssa van Zanten,402177.0,,,,,,,1,From Kick Off,Tiernny Arlene Wiltshire,402176.0,Right Back,2,Jamaica Women's,1212,['dc2a272b-5867-4078-83f2-5dc8897a8a6d'],5,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:05.552,Pass,
,,,,,,,,,,,,,,,,,0.924983,,,,,,,,,,,,b61604a7-3a4a-41ac-b67c-2c6fcdf2e626,15,,,"[74.8, 70.6]",3901832,0,,,,,3.0164227,,Right Foot,,,"[59.7, 72.5]",,Ground Pass,,15.219067,,,,,Tiernny Arlene Wiltshire,402176.0,,,,,,,1,From Kick Off,Kalyssa van Zanten,402177.0,Right Wing,2,Jamaica Women's,1212,['cc21c461-814a-4b8b-9b1f-bf9c084a78e8'],10,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:10.639,Pass,
