50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.529801,,,,,,,,,,,,,9be7c767-bdcf-4899-b725-a14ac968e359,30,,"[86.8, 22.7]",3893797,0,,,,,0.26803884,,Right Foot,,,"[101.0, 26.6]",,High Pass,,14.725827,Incomplete,Jéssica da Silva,32054.0,,,,,,,1,From Throw In,Diana Micaela Abreu de Sousa e Silva,10159.0,Left Center Forward,4,Portugal Women's,864,"['8799a05b-a635-4ed0-8520-9630b2377789', '8a92823c-9a99-47e9-b6c8-1e2f3e5cb69e', 'de0a79f3-103a-40ed-ae1a-a7fe25773977']",42,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:42.461,Pass,True
,,,,,,,,,,,,,,,,,1.043997,,,,,,,,,,,,,8a92823c-9a99-47e9-b6c8-1e2f3e5cb69e,32,,"[19.1, 53.5]",3893797,0,,,,,0.08130187,,Head,,,"[32.6, 54.6]",,High Pass,,13.544741,,Jackie Groenen,10654.0,,,,,,Recovery,1,Regular Play,Stephanie van der Gragt,10647.0,Center Back,5,Netherlands Women's,851,"['9be7c767-bdcf-4899-b725-a14ac968e359', 'dbec2c24-36aa-4fec-b006-a22624cddd36']",43,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:43.991,Pass,
,,,,,,,,,,,,,,,,,2.017877,,,,,,,,,,,,,b657ac06-e0d9-4ab4-8f08-e4739b0ac607,37,,"[30.0, 52.5]",3893797,0,,,,,2.2822554,,Right Foot,,,"[22.5, 61.2]",,High Pass,,11.486514,,Sherida Spitse,10645.0,,,,,,,1,Regular Play,Jackie Groenen,10654.0,Center Defensive Midfield,5,Netherlands Women's,851,"['48b79d6d-d719-4924-b2ff-1bfbe689b482', '9fdddb87-318a-476d-a91e-89955d9daebd', 'b85be465-8bc6-4239-b905-9b79abcf37e0']",46,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:46.247,Pass,True
,,,,,,,,,,,,,,,,,0.706672,,,,,,,,,,,,,8cd70fdd-2cef-450e-b2e8-aa8b969fcbfe,59,,"[49.2, 59.3]",3893797,1,,,,,-1.4543048,,Right Foot,,,"[50.3, 49.9]",,Ground Pass,,9.464143,,Danielle van de Donk,10658.0,,,,,,,1,Regular Play,Victoria Pelova,63788.0,Right Wing Back,7,Netherlands Women's,851,['c2c581c6-f13c-4536-97bc-ac34c75d9c5a'],0,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:00.130,Pass,
,,,,,,,,,,,,,,,,,0.701472,,,,,,,,,,,,,572f9a83-f737-4b7a-8c65-a9d98c3dde50,62,,"[50.8, 54.2]",3893797,1,,,,,0.19075555,,Right Foot,,,"[65.3, 57.0]",,Ground Pass,,14.767871,,Victoria Pelova,63788.0,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Left Center Midfield,7,Netherlands Women's,851,['10bfd2c0-9ee6-4d4f-8307-93b3b7803d6f'],1,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:01.907,Pass,
,,,,,,,,,,,,,,,,,0.220613,,,,,,,,,,,,,1c11925a-8e55-4fd0-be2d-834a57dbcdb3,70,,"[43.5, 10.4]",3893797,1,,,,,0.5565993,,Right Foot,,,"[48.0, 13.2]",,Ground Pass,,5.3,Incomplete,Catarina Amado,62905.0,,,,,,,1,Regular Play,Fátima Alexandra Figueira Pinto,34873.0,Left Defensive Midfield,7,Netherlands Women's,851,"['8bb31065-7a68-45e6-9c5c-5dfeb3578886', 'f3c3a178-cf9a-4333-9073-f8130e63ae7b', 'ff9486a8-b825-44e9-bd84-8eafa2f5459d']",6,,,,,,,,,,,,,,,,,Portugal Women's,864,00:01:06.598,Pass,True
,,,,,,,,,,,,,,,,,1.10039,,,,,,,,,,,,,ee4b261d-6f82-439a-b400-f5e55c5bcf02,73,,"[64.1, 71.6]",3893797,1,,,,,-3.0820603,,Left Foot,,,"[49.0, 70.7]",,Ground Pass,,15.126798,,Sherida Spitse,10645.0,,,,,,Recovery,1,Regular Play,Jill Roord,10650.0,Right Center Midfield,7,Netherlands Women's,851,['b815d687-b153-4b4a-b9aa-ab4bae5aba28'],8,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:08.748,Pass,
,,,,,,,,,,,,,,,,,1.08476,,,,,,,,,,,,,bb06b4ee-6cb8-4f6a-a47b-5906577f99c0,75,,"[49.9, 70.2]",3893797,1,,,,,0.049140733,,Left Foot,,,"[56.0, 70.5]",,Ground Pass,,6.1073728,,Jill Roord,10650.0,,,,,,,1,Regular Play,Sherida Spitse,10645.0,Right Center Back,7,Netherlands Women's,851,['2fd9d93c-27e6-414b-b535-ae8d1486cac8'],9,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:09.849,Pass,
,,,,,,,,,,,,,,,,,0.838698,,,,,,,,,,,,,ebae8402-ef7d-4873-823e-34ee9ae8204e,78,,"[56.3, 70.5]",3893797,1,,,,,-3.0856512,,Right Foot,,,"[43.8, 69.8]",,Ground Pass,,12.519585,,Sherida Spitse,10645.0,,,,,,,1,Regular Play,Jill Roord,10650.0,Right Center Midfield,7,Netherlands Women's,851,['b0d07ead-33e7-49d3-9438-e9ab8d0b0875'],11,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:11.132,Pass,
,,,,,,,,,,,,,,,,,3.042566,,,,,,,,,,,,,e9eba823-6069-4f54-9e9d-8faf1e9e0a7b,81,,"[45.6, 66.9]",3893797,1,,,,,-1.7673938,,Right Foot,,,"[36.0, 18.7]",,High Pass,,49.14672,,Dominique Johanna Anna Petrone Janssen,10666.0,,,True,,,,1,Regular Play,Sherida Spitse,10645.0,Right Center Back,7,Netherlands Women's,851,['c3d91559-58e7-48ee-8942-cfa98ca34968'],13,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:13.607,Pass,
,,,,,,,,,,,,,,,,,2.454803,,,,,,,,,,,,,df4a357f-2402-44a3-ad98-a2a6e7671f2a,85,,"[29.8, 5.7]",3893797,1,,,,,2.4367995,,Right Foot,,,"[10.4, 22.2]",,Ground Pass,,25.467823,,Daphne van Domselaar,32339.0,,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,7,Netherlands Women's,851,"['3bb06496-8445-4658-a034-85a88abd772a', 'b477de7f-330e-4675-bed1-f6ad5f80321c']",22,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:22.026,Pass,True
,,,,,,,,,,,,,,,,,1.339035,,,,,,,,,,,,,f5d424b9-bea9-46fc-b992-ad59fc25e14f,89,,"[12.5, 22.0]",3893797,1,,,,,-0.40612686,,Left Foot,,,"[41.8, 9.4]",,Low Pass,,31.894358,Incomplete,,,,,,,,,1,Regular Play,Daphne van Domselaar,32339.0,Goalkeeper,7,Netherlands Women's,851,['ed58ff91-80b2-4687-8260-389862935435'],25,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:25.676,Pass,
,,,,,,,,,,,,,,,,,1.113272,,,,,,,,,,,,,69e2611e-a440-4c35-8077-522271b7d3a6,91,,"[34.0, 14.0]",3893797,1,,,,,-0.74944246,,Right Foot,,,"[41.2, 7.3]",,Ground Pass,,9.835141,,Esmee Brugts,62962.0,,,,,,Recovery,1,Regular Play,Danielle van de Donk,10658.0,Left Center Midfield,7,Netherlands Women's,851,['d4671279-61da-4041-8b25-d955be6f6119'],28,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:28.249,Pass,
,,,,,,,,,,,,,,,,,0.221537,,,,,,,,,,,,,6429efb3-dc92-401d-b38d-87558e326605,96,,"[31.4, 4.2]",3893797,1,,,,,1.2860659,,Right Foot,,,"[32.6, 8.3]",,Ground Pass,,4.2720017,Incomplete,Danielle van de Donk,10658.0,,,,,,,1,Regular Play,Esmee Brugts,62962.0,Left Wing Back,7,Netherlands Women's,851,"['41a0e36f-08f3-4c87-be5a-19960a342f93', '48628c91-510a-4794-99b6-179ced1055e4', 'ad1e4c31-4857-476d-81e0-8fc8759851dc', 'fcaf4244-aa92-49ab-8e25-e8022669cd76']",33,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:33.892,Pass,True
,,,,,,,,,,,,,,,,,0.897091,,,,,,,,,,,,,a88d24e2-9602-480d-9528-7f8e91e38c82,100,,"[93.4, 73.5]",3893797,1,,,,,-0.4981167,,Right Foot,,,"[99.1, 70.4]",,Ground Pass,,6.4884515,,Jéssica da Silva,32054.0,,,,,,Recovery,1,Regular Play,Dolores Isabel Jacome Silva,10140.0,Right Defensive Midfield,7,Netherlands Women's,851,"['7e7ab583-2b69-48b0-90f8-3befa2e831c5', 'e1a26bf2-e921-4bdc-9976-35b3f5756f49']",34,,,,,,,,,,,,,,,,,Portugal Women's,864,00:01:34.924,Pass,True
,,,,,,,,,,,,,,,,,2.97257,,,,,,,,,,,,,51435522-e592-4be1-a2ae-bef386bdd0e1,105,,"[6.0, 36.0]",3893797,2,,,,,-0.098776594,,Right Foot,,,"[61.5, 30.5]",,High Pass,,55.77186,Incomplete,Lieke Martens,10649.0,,,,,,Goal Kick,1,From Goal Kick,Daphne van Domselaar,32339.0,Goalkeeper,8,Netherlands Women's,851,"['5d60dd57-5159-43b1-8d71-ed040a4880f6', 'b8dafe2b-450f-432c-859b-4b98019da58a']",2,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:02.760,Pass,
,,,,,,,,,,,,,,,,,0.488091,,,,,,,,,,,,,4e18c68c-2d7c-4fdc-adaf-8c38beba4ba5,115,,"[42.1, 77.5]",3893797,2,,,,,0.2122705,,Right Foot,,,"[53.7, 80.0]",,Ground Pass,,11.866339,Out,,,,,,,,,1,From Goal Kick,Tatiana Vanessa Ferreira Pinto,10167.0,Right Wing Back,8,Netherlands Women's,851,,10,,,,,,,,,,,,,,,,,Portugal Women's,864,00:02:10.266,Pass,
,,,,,,,,,,,,,,,,,0.544514,,,,,,,,,,,,,76b98866-6b2a-45be-9098-62f36be02f09,116,,"[66.4, 0.1]",3893797,2,,True,,,1.4730694,,,,,"[66.9, 5.2]",,Low Pass,,5.124451,,Danielle van de Donk,10658.0,,,,,,Throw-in,1,From Throw In,Esmee Brugts,62962.0,Left Wing Back,9,Netherlands Women's,851,['a33a1128-11d9-42ea-ae61-dfbb18a197d6'],18,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:18.360,Pass,
,,,,,,,,,,,,,,,,,2.013231,,,,,,,,,,,,,7ea0d5ca-9454-4889-a151-b5d29d152cd0,118,,"[66.9, 8.3]",3893797,2,,True,,,2.806856,,Right Foot,,,"[39.3, 17.9]",,Ground Pass,,29.22191,,Jackie Groenen,10654.0,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Left Center Midfield,9,Netherlands Women's,851,['983c5496-7d28-436b-bef0-1358e400e9e4'],19,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:19.010,Pass,
,,,,,,,,,,,,,,,,,3.609249,,,,,,,,,,,,,799c92ba-c5f5-406d-9483-f190f8f9a762,122,,"[32.4, 21.3]",3893797,2,,,,,2.2107992,,Right Foot,,,"[8.5, 53.4]",,Ground Pass,,40.020245,,Stephanie van der Gragt,10647.0,,,,,,,1,From Throw In,Jackie Groenen,10654.0,Center Defensive Midfield,9,Netherlands Women's,851,"['0f7948cf-9525-4990-b42f-999a2fad85ee', 'b6c85e65-3626-4866-aa04-5f2fbef9ccc5']",22,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:22.177,Pass,True
,,,,,,,,,,,,,,,,,1.355134,,,,,,,,,,,,,e47fa0a2-0be5-42ec-94a9-3482d11c659e,125,,"[9.0, 53.2]",3893797,2,,,,,1.0516502,,Right Foot,,,"[21.0, 74.2]",,Ground Pass,,24.186773,,Sherida Spitse,10645.0,,,,,,,1,From Throw In,Stephanie van der Gragt,10647.0,Center Back,9,Netherlands Women's,851,['e1383a54-91f2-4682-9f48-4e53cf87bcc1'],26,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:26.310,Pass,
,,,,,,,,,,,,,,,,,1.223197,,,,,,,,,,,,,de46719b-db2a-4040-9c69-dca65b9a4fa6,129,,"[20.5, 72.8]",3893797,2,,,,,-0.87605804,,Left Foot,,,"[25.0, 67.4]",,Ground Pass,,7.029225,,Victoria Pelova,63788.0,,,,,,,1,From Throw In,Sherida Spitse,10645.0,Right Center Back,9,Netherlands Women's,851,"['65ccbaed-fa7e-4e9a-b84b-b17ff4e6716a', 'e4005bfa-27c2-4d8f-b209-ee504b397fa9']",28,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:28.653,Pass,True
,,,,,,,,,,,,,,,,,0.906781,,,,,,,,,,,,,7ab6da74-126c-4c88-b059-a86020337fc6,132,,"[26.2, 67.7]",3893797,2,,,,,1.3849324,,Right Foot,,,"[28.4, 79.4]",,Ground Pass,,11.905041,Out,Sherida Spitse,10645.0,,,,,,,1,From Throw In,Victoria Pelova,63788.0,Right Wing Back,9,Netherlands Women's,851,['ed35a450-9068-4581-b473-de5fad78081e'],29,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:29.916,Pass,
,,,,,,,,,,,,,,,,,1.425799,,,,,,,,,,,,,199e2ada-9fae-4125-940e-f4ded4215180,134,,"[90.3, 0.1]",3893797,2,,True,,,1.4770129,,,,,"[92.2, 20.3]",,Low Pass,,20.28916,,Andreia Alexandra Norton,34875.0,,,,,,Throw-in,1,From Throw In,Catarina Amado,62905.0,Left Wing Back,10,Portugal Women's,864,['e11575ad-0ca0-4263-bab7-300c95dae132'],39,,,,,,,,,,,,,,,,,Portugal Women's,864,00:02:39.975,Pass,
,,,,,,,,,,,,,,,,,2.095478,,,,,,,,,,,,,2b69c71f-6b25-4a8a-b79e-79fa5e9111a9,141,,"[27.7, 60.5]",3893797,2,,,,,-1.2736155,,Left Foot,,,"[32.6, 44.5]",,Ground Pass,,16.7335,Incomplete,Danielle van de Donk,10658.0,,,,,,Recovery,1,From Throw In,Jackie Groenen,10654.0,Center Defensive Midfield,10,Portugal Women's,864,"['066f9165-1924-4c41-97f3-801a8d3c58dc', '0bbe4bb6-4fb4-4bee-938e-ba6b5f3b488e', 'feb0a4ee-d0c0-479a-a374-279a595a6c2b']",43,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:43.724,Pass,True
,,,,,,,,,,,,,,,,,0.993077,,,,,,,,,,,,,feb0a4ee-d0c0-479a-a374-279a595a6c2b,144,,"[87.5, 35.6]",3893797,2,,,,,0.8685394,,Right Foot,,,"[94.1, 43.4]",,Ground Pass,,10.217632,,Jéssica da Silva,32054.0,,,,,,Recovery,1,From Throw In,Dolores Isabel Jacome Silva,10140.0,Right Defensive Midfield,10,Portugal Women's,864,"['092ac7d0-d25f-4dd0-9a63-05280446e7d4', '2b69c71f-6b25-4a8a-b79e-79fa5e9111a9', '2d00d8a9-dd37-461f-a957-0247cdb9c8ce']",45,,,,,,,,,,,,,,,,,Portugal Women's,864,00:02:45.819,Pass,True
,,,,,,,,,,,,,,,,,4.698148,,,,,,,,,,,,,abe8c07e-b040-4c16-8e55-a2320ac6fbf2,147,,"[93.9, 43.4]",3893797,2,,,,,-1.210737,,Left Foot,,,"[109.9, 0.9]",,Ground Pass,,45.412003,Out,Andreia Alexandra Norton,34875.0,,,True,,,,1,From Throw In,Jéssica da Silva,32054.0,Right Center Forward,10,Portugal Women's,864,['6deb8ae6-ed3b-463d-b249-858d0692bf6f'],48,,,,,,,,,,,,,,,,,Portugal Women's,864,00:02:48.233,Pass,
,,,,,,,,,,,,,,,,,1.368134,,,,,,,,,,,,,d7c7d582-ef8f-4953-8de6-7d05ab5fc154,149,,"[17.7, 80.0]",3893797,3,,,,,-0.48816586,,,,,"[32.2, 72.3]",,Low Pass,,16.417673,,Jill Roord,10650.0,,,,,,Throw-in,1,From Throw In,Victoria Pelova,63788.0,Right Wing Back,11,Netherlands Women's,851,['11e999ca-276e-4596-a0bc-eac9c049b667'],2,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:03:02.105,Pass,
