50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.582997,,,,,,,,,,,,,6b0afda1-211d-4859-bbb5-e02c9d2fb4d6,21,,"[24.4, 36.6]",3893805,0,,,,-1.1914173,,Right Foot,,,,"[30.5, 21.3]",,Ground Pass,,16.471188,,,María Paula Elizondo,294448.0,,,,,,,1,Regular Play,Mariana De Los Angeles Benavidez,34477.0,Left Center Back,3,Costa Rica Women's,1832,['2ebc1e9d-4eca-47f0-94f5-23044c019b9f'],16,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:00:16.079,Pass,
,,,,,,,,,,,,,,,,,,2.063853,,,,,,,,,,,,,90d72ba6-ab21-4daf-8584-838e7808cc54,24,,"[34.4, 13.0]",3893805,0,,,,0.084199436,,Left Foot,,,,"[73.5, 16.3]",,High Pass,,39.23901,,Incomplete,Priscila Chinchilla,34483.0,,,,,,,1,Regular Play,María Paula Elizondo,294448.0,Left Back,3,Costa Rica Women's,1832,"['365075d0-6c40-4340-a71b-9e0a830757f1', '81d405b1-f733-43e5-ac73-fb72a5ab3d78']",19,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:00:19.576,Pass,
,,,,,,,,,,,,,,,,,,1.856501,,,,,,,,,,,,,cceac120-d1a7-4fc7-8de5-ab9ae0f978b5,27,,"[49.8, 0.1]",3893805,0,True,,,2.617413,,,,,,"[30.6, 11.2]",,Low Pass,,22.177692,,,Mariana De Los Angeles Benavidez,34477.0,,,,,,Throw-in,1,From Throw In,María Paula Elizondo,294448.0,Left Back,4,Costa Rica Women's,1832,['a1be9020-1d97-47c2-9033-a974cc384156'],31,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:00:31.650,Pass,
,,,,,,,,,,,,,,,,,,2.173776,,,,,,,,,,,,,9b1a80d9-4b47-4062-aa83-1a2e259b2b03,29,,"[29.5, 11.8]",3893805,0,,,,2.2539272,,Right Foot,,,,"[10.7, 34.9]",,Ground Pass,,29.783384,,,Daniela Solera Vega,401802.0,,,,,,,1,From Throw In,Mariana De Los Angeles Benavidez,34477.0,Left Center Back,4,Costa Rica Women's,1832,['34f96982-d220-4f70-8be3-d4f25db89624'],33,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:00:33.900,Pass,
,,,,,,,,,,,,,,,,,,1.911528,,,,,,,,,,,,,c0751cf2-7f75-4fee-b819-3e34fccd58c8,32,,"[13.3, 34.5]",3893805,0,,,,-1.2308186,,Right Foot,,,,"[21.4, 11.6]",,Ground Pass,,24.290327,,,Mariana De Los Angeles Benavidez,34477.0,,,,,,,1,From Throw In,Daniela Solera Vega,401802.0,Goalkeeper,4,Costa Rica Women's,1832,['b4f8a69b-8aed-40ab-8809-d4633230e87d'],38,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:00:38.871,Pass,
,,,,,,,,,,,,,,,,,,2.449104,,,,,,,,,,,,,ceb2d950-bcbc-4089-bb83-72784948ae50,35,,"[38.7, 9.7]",3893805,0,,,,0.15300046,,Right Foot,,,,"[81.5, 16.3]",,High Pass,,43.30589,,,Gabriela Guillén Alvarez,34485.0,,,,,,,1,From Throw In,Mariana De Los Angeles Benavidez,34477.0,Left Center Back,4,Costa Rica Women's,1832,['0d17f41f-dce4-4d91-8db8-c162d77fd497'],44,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:00:44.965,Pass,
,,,,,,,,,,,,,,,,,,0.712882,,,,,,,,,,,,,a79da2a4-728b-48c4-bd96-6c407f27623f,37,,"[81.5, 16.3]",3893805,0,,,True,0.07677189,,,,,,"[88.0, 16.8]",,Low Pass,,6.519202,,Incomplete,Priscila Chinchilla,34483.0,,,,,,,1,From Throw In,Gabriela Guillén Alvarez,34485.0,Left Midfield,4,Costa Rica Women's,1832,"['21c18c2b-4b4e-429a-84a6-1877bb1e9615', '3f1011b1-2f50-41b6-8819-5f4ccf55e570', '3f9a1b20-12a3-4381-9f6a-eb420d9a3962']",47,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:00:47.455,Pass,True
,,,,,,,,,,,,,,,,,,1.746909,,,,,,,,,,,,,21c18c2b-4b4e-429a-84a6-1877bb1e9615,40,,"[32.1, 63.3]",3893805,0,,,,-0.18622284,,Right Foot,,,,"[39.0, 62.0]",,Low Pass,,7.0213957,,,Shiori Miyake,131814.0,,,,,,Recovery,1,Regular Play,Risa Shimizu,25624.0,Right Wing Back,5,Japan Women's,1210,"['01f64c61-5a8c-429d-9104-145a9b93535a', 'a79da2a4-728b-48c4-bd96-6c407f27623f']",48,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:48.167,Pass,
,,,,,,,,,,,,,,,,,,0.687982,,,,,,,,,,,,,adee7bbf-a25e-4597-bf66-e493b552c718,43,,"[38.6, 63.0]",3893805,0,,,,1.3876855,,Right Foot,,,,"[40.1, 71.1]",,Ground Pass,,8.237719,,,Aoba Fujino,401925.0,,,,,,,1,Regular Play,Shiori Miyake,131814.0,Right Center Back,5,Japan Women's,1210,['a3ba9942-c62d-484d-8546-a779d52ff096'],49,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:49.971,Pass,
,,,,,,,,,,,,,,,,,,2.293576,,,,,,,,,,,,,900d844d-b04a-461c-8ee7-602e57d07b41,46,,"[39.4, 71.7]",3893805,0,,,,-2.2946887,,Right Foot,,,,"[23.4, 53.6]",,Ground Pass,,24.158022,,,Saki Kumagai,15257.0,,,,,,,1,Regular Play,Aoba Fujino,401925.0,Right Attacking Midfield,5,Japan Women's,1210,['85900779-c97b-4df9-a99f-7fd25dcf01c0'],51,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:51.891,Pass,
,,,,,,,,,,,,,,,,,,1.447306,,,,,,,,,,,,,faa8b408-5572-4c24-8a62-233e6b2a85f6,49,,"[25.5, 53.0]",3893805,0,,,,-0.85545874,,Right Foot,,,,"[41.4, 34.7]",,Ground Pass,,24.242525,,,Hikaru Naomoto,401929.0,,,,,,,1,Regular Play,Saki Kumagai,15257.0,Center Back,5,Japan Women's,1210,['9abad7b2-ac90-41d5-bdaf-ca874a367696'],55,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:55.178,Pass,
,,,,,,,,,,,,,,,,,,1.034625,,,,,,,,,,,,,16df923e-4b91-4964-b331-a4d0fd8730e5,52,,"[42.2, 21.0]",3893805,0,,,,-1.1234642,,Right Foot,,,,"[50.5, 3.7]",,Ground Pass,,19.188017,,,Hina Sugita,25635.0,,,,,,,1,Regular Play,Hikaru Naomoto,401929.0,Left Attacking Midfield,5,Japan Women's,1210,['8ec48f04-7e9c-4c95-8861-06ae96c529d2'],59,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:59.278,Pass,
,,,,,,,,,,,,,,,,,,2.214021,,,,,,,,,,,,,83652e35-7117-4091-a009-d54245ffd3b8,56,,"[48.3, 4.4]",3893805,1,,,,2.7803888,,Right Foot,,,,"[25.8, 12.9]",,Ground Pass,,24.052027,,,Moeka Minami,25638.0,,,,,,,1,Regular Play,Hina Sugita,25635.0,Left Wing Back,5,Japan Women's,1210,['633c0fd0-5731-4921-a941-ba1294acd0de'],2,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:02.314,Pass,
,,,,,,,,,,,,,,,,,,0.014806,,,,,,,,,,,,,707b387d-b7b0-4dca-919c-184884c336bf,60,,"[27.1, 11.8]",3893805,1,,,,-0.23109066,,Right Foot,,,,"[28.8, 11.4]",,Low Pass,,1.7464249,,Incomplete,,,,,,,,,1,Regular Play,Moeka Minami,25638.0,Left Center Back,5,Japan Women's,1210,['5948f78e-d9ae-4326-b046-7220cca4d74e'],4,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:04.574,Pass,
,,,,,,,,,,,,,,,,,,1.130648,,,,,,,,,,,,,f70d6696-38dc-4af9-b8db-f8e0e9ea3683,62,,"[28.8, 11.4]",3893805,1,,,,-0.7005819,,Right Foot,,,,"[42.2, 0.1]",,Low Pass,,17.528547,,Out,Hina Sugita,25635.0,,,,,,Recovery,1,Regular Play,Moeka Minami,25638.0,Left Center Back,5,Japan Women's,1210,['1ffb44dc-7099-464e-ba76-f7a5561df479'],6,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:06.513,Pass,
,,,,,,,,,,,,,,,,,,1.416269,,,,,,,,,,,,,a76f9407-3ad2-4f9e-a6e3-0d223986233a,64,,"[77.7, 80.0]",3893805,1,,,,-0.16109191,,,,,,"[93.7, 77.4]",,High Pass,,16.209873,,Incomplete,María Paula Salas,34478.0,,,,,,Throw-in,1,From Throw In,María Paula Coto González,401803.0,Right Back,6,Costa Rica Women's,1832,"['279196b6-ffe4-4799-882f-142dfb996dc7', '5971bdaf-3a94-47e7-8ddb-fade81c2ee95']",32,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:01:32.126,Pass,
,,,,,,,,,,,,,,,,,,2.298121,,,,,,,,,,,,,5971bdaf-3a94-47e7-8ddb-fade81c2ee95,66,,"[26.4, 2.7]",3893805,1,,,,1.6685232,,Head,,,,"[24.9, 18.0]",,High Pass,,15.373354,,,Yui Hasegawa,25632.0,,,,,,Recovery,1,Regular Play,Hina Sugita,25635.0,Left Wing Back,7,Japan Women's,1210,"['a76f9407-3ad2-4f9e-a6e3-0d223986233a', 'd3cc9186-f11d-47d3-b3bf-cd17ffaafd3a']",33,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:33.543,Pass,
,,,,,,,,,,,,,,,,,,1.141367,,,,,,,,,,,,,9ff73ecb-fdf6-4004-927c-acf985b628ff,69,,"[24.9, 17.1]",3893805,1,,,,-1.7754382,,Head,,,,"[22.7, 6.5]",,High Pass,,10.825895,,,Honoka Hayashi,131653.0,,,,,,,1,Regular Play,Yui Hasegawa,25632.0,Right Defensive Midfield,7,Japan Women's,1210,['4b4a2dfc-1527-45be-ab38-deb5d8dd8935'],35,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:35.945,Pass,
,,,,,,,,,,,,,,,,,,1.141052,,,,,,,,,,,,,1642d4a0-1fb0-4cb4-92a1-eeec618066b4,73,,"[20.5, 5.8]",3893805,1,,,,2.819842,,Right Foot,,,,"[10.0, 9.3]",,Ground Pass,,11.067972,,,Moeka Minami,25638.0,,,,,,,1,Regular Play,Honoka Hayashi,131653.0,Left Defensive Midfield,7,Japan Women's,1210,"['3eac008e-f9ab-4d8a-b501-90af072216f3', 'd425eadd-11a5-4a16-a4e0-bf513f840483']",37,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:37.930,Pass,True
,,,,,,,,,,,,,,,,,,1.782458,,,,,,,,,,,,,554399b3-4432-4a29-a937-1e9849ac4364,76,,"[10.0, 9.3]",3893805,1,,,,-0.30522314,,Left Foot,,,,"[39.2, 0.1]",,High Pass,,30.615028,,Out,,,,,,,,,1,Regular Play,Moeka Minami,25638.0,Left Center Back,7,Japan Women's,1210,,39,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:39.117,Pass,
,,,,,,,,,,,,,,,,,,1.425934,,,,,,,,,,,,,3ea244b2-b4fe-41d9-b106-4a8b1307b1f5,77,,"[91.2, 80.0]",3893805,1,,,,-0.17356068,,,,,,"[106.6, 77.3]",,High Pass,,15.634897,,,María Paula Salas,34478.0,,,,,,Throw-in,1,From Throw In,María Paula Coto González,401803.0,Right Back,8,Costa Rica Women's,1832,['7b4765fc-7f03-46b5-aa6b-b0472ffcb817'],53,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:01:53.076,Pass,
,,,,,,,,,,,,,,,,,,1.706217,,,,,,,,,,,,,fb4a6394-3f76-45f8-bc7f-a71acc6d5f9b,79,,"[107.5, 77.0]",3893805,1,,,,-2.9347186,,Head,,,,"[91.3, 73.6]",,High Pass,,16.552946,,Unknown,Cristín Yorleny Granados Gómez,401804.0,,,,,,,1,From Throw In,María Paula Salas,34478.0,Center Attacking Midfield,8,Costa Rica Women's,1832,['558c9001-b45c-4cf6-b8af-55f19b0f99fa'],54,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:01:54.542,Pass,
,,,,,,,,,,,,,,,,,,3.018716,,,,,,,,,,,,,19e0376f-7fc1-4da3-98d4-27d9234efb88,83,,"[30.2, 6.9]",3893805,2,,,,0.14967997,,Left Foot,,,,"[85.9, 15.3]",,High Pass,,56.329834,,Unknown,Mina Tanaka,85500.0,,,,,,Free Kick,1,From Free Kick,Ayaka Yamashita,25627.0,Goalkeeper,9,Japan Women's,1210,['b5cab069-5096-4462-9ba1-d210ec5cbe4f'],22,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:02:22.911,Pass,
,,,,,,,,,,,,,,,,,,2.273556,,,,,,,,,,,,,ef87e061-85d3-42e3-95e2-1ff0c4db2fe4,87,,"[35.1, 63.9]",3893805,2,,,,-1.7286754,,Right Foot,,,,"[31.9, 43.8]",,Ground Pass,,20.353132,,,Mariana De Los Angeles Benavidez,34477.0,,,,,,Free Kick,1,From Free Kick,Fabiola Villalobos Morales,401808.0,Right Center Back,10,Costa Rica Women's,1832,['019cd283-a38d-4ddc-b5f3-9e48d91dbc59'],47,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:02:47.384,Pass,
,,,,,,,,,,,,,,,,,,3.385834,,,,,,,,,,,,,3ab68fba-4754-4f23-bd05-b28e85ed5370,91,,"[37.3, 42.6]",3893805,2,,,,-1.8460917,,Right Foot,,,,"[28.6, 11.8]",,Ground Pass,,32.005157,,,María Paula Elizondo,294448.0,,,,,,,1,From Free Kick,Mariana De Los Angeles Benavidez,34477.0,Left Center Back,10,Costa Rica Women's,1832,['319753c5-3761-40d3-959f-786d8b092d0b'],52,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:02:52.455,Pass,
,,,,,,,,,,,,,,,,,,1.717253,,,,,,,,,,,,,fc2e617f-50ba-4d11-a1ef-7b2a7b5f97db,94,,"[26.7, 5.8]",3893805,2,,,,-0.013887996,,Left Foot,,,,"[41.1, 5.6]",,Low Pass,,14.401389,,Incomplete,Gabriela Guillén Alvarez,34485.0,,,,,,,1,From Free Kick,María Paula Elizondo,294448.0,Left Back,10,Costa Rica Women's,1832,"['52051607-909b-415d-94f9-9d0a87b4a49b', '5ee5eec3-7772-4863-a011-5b97556bc9c5']",57,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:02:57.028,Pass,
,,,,,,,,,,,,,,,,,,1.219867,,,,,,,,,,,,,fc896063-477f-4be2-8812-911a6004dddb,99,,"[82.8, 75.5]",3893805,2,,,,-1.0182745,,Right Foot,,,,"[94.7, 56.2]",,Low Pass,,22.673773,,Incomplete,Mina Tanaka,85500.0,,,,,,,1,Regular Play,Risa Shimizu,25624.0,Right Wing Back,11,Japan Women's,1210,"['4e0e86b9-2eba-4387-83ce-6bcebe0800cf', '80508177-0a4c-4706-8cba-9be0ddc5612c', 'fc382515-cacf-4813-b171-5c636de56844']",59,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:02:59.920,Pass,True
,,,,,,,,,,,,True,,,,,,3.137225,,,,,,,,,,,,,fc382515-cacf-4813-b171-5c636de56844,102,,"[25.4, 23.9]",3893805,3,,,True,1.1516929,,,,,,"[34.8, 45.0]",,Low Pass,,23.099134,,Incomplete,,,,,,,,Interception,1,Regular Play,Mariana De Los Angeles Benavidez,34477.0,Left Center Back,11,Japan Women's,1210,"['36734d44-e5ae-4aad-b964-bbc49dd339ae', 'cededfa3-f09b-44f4-b2ce-8d16d5ff6832', 'fc896063-477f-4be2-8812-911a6004dddb']",1,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:03:01.140,Pass,True
,,,,,,,,,,,,,,,,,,1.710405,,,,,,,,,,,,,aa1073f1-beac-4199-8567-5ae532a70d61,110,,"[24.8, 41.5]",3893805,3,,,,-1.0483929,,Right Foot,,,,"[28.6, 34.9]",,Ground Pass,,7.615773,,Incomplete,,,,,,,,Recovery,1,Regular Play,Melissa Herrera Monge,30958.0,Right Midfield,11,Japan Women's,1210,['6691f17a-232a-4bd3-9c4f-3bf7844cf963'],8,,,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:03:08.293,Pass,
,,,,,,,,,,,,,,,,,,0.981136,,,,,,,,,,,,,eafe29b7-1fef-4939-88a6-1b201dbe2d36,113,,"[89.9, 48.1]",3893805,3,,,,2.003737,,Right Foot,,,,"[84.4, 60.0]",,Ground Pass,,13.109538,,,Risa Shimizu,25624.0,,,,,,,1,Regular Play,Mina Tanaka,85500.0,Center Forward,11,Japan Women's,1210,['0958174a-f964-4f7b-97a9-4556f8a73ad6'],10,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:03:10.943,Pass,
,,,,,,,,,,,,,,,,,,2.586232,,,,,,,,,,,,,ff3b31ac-d479-43ce-87b5-80df4e4f1f27,116,,"[86.8, 61.9]",3893805,3,,,,-0.5743048,,Right Foot,,,,"[114.0, 44.3]",,Low Pass,,32.39753,,Incomplete,Hikaru Naomoto,401929.0,,,,,,,1,Regular Play,Risa Shimizu,25624.0,Right Wing Back,11,Japan Women's,1210,"['1abc3ca9-6847-469d-aa2d-665fd95ac475', 'c5c2865d-b94b-4eda-85a8-16224447227d']",13,,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:03:13.057,Pass,
