50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,26db3480-5d5c-4f00-b3ff-0f8831ec1023,1,,,3893799,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15443, 'name': 'Merle Frohms'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 9}, {'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 32355, 'name': 'Felicitas Rauch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 46987, 'name': 'Jule Brand'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Germany Women's,857,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,53755416-923d-4f64-b211-aa3f1560b298,2,,,3893799,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 402656, 'name': 'Khadija Er-Rmichi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 135877, 'name': 'Sarah Kassi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 402658, 'name': 'Hanane Aït El Haj'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 89009, 'name': 'Yasmin Katie Mrabet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 402665, 'name': 'Zineb Redouani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 31641, 'name': 'Elodie Nakkach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 402663, 'name': 'Ghizlane Chebbak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 402655, 'name': 'Sakina Ouzraoui Diki'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 402666, 'name': 'Fatima Zahra Tagnaout'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 31629, 'name': 'Anissa Lahmari'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 16}, {'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 23}]}",Morocco Women's,2391,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2c7c5915-a939-4fc4-be08-3413815a3231,3,,,3893799,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['ecca75d9-7658-4c30-88e3-ed76093cce52'],0,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ecca75d9-7658-4c30-88e3-ed76093cce52,4,,,3893799,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['2c7c5915-a939-4fc4-be08-3413815a3231'],0,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3561158d-99d2-49f6-9732-16e03f761bd9,1985,,,3893799,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Germany Women's,857,['c57c97a9-634d-4485-8e22-34eb83761a82'],0,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c57c97a9-634d-4485-8e22-34eb83761a82,1986,,,3893799,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Germany Women's,857,['3561158d-99d2-49f6-9732-16e03f761bd9'],0,,,,,,,,,,,,,,,,,,Morocco Women's,2391,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.308152,,,,,,,,,,,,80a59f0d-1962-404a-bf1e-7b5473a39cc9,5,,"[60.0, 40.0]",3893799,0,,,,,-2.8455875,,Left Foot,,,"[45.9, 35.7]",,Ground Pass,,14.741099,,Melanie Leupolz,15648.0,,,,,Kick Off,1,From Kick Off,Alexandra Popp,15178.0,Center Forward,2,Germany Women's,857,['5d63f74a-e9fe-4686-b817-48346f748b62'],0,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.503,Pass,
,,,,,,,,,,,,,,,,,,1.436343,,,,,,,,,,,,a6382fe5-b990-4509-9a15-46562ea14b35,8,,"[45.6, 36.8]",3893799,0,,,,,1.5742686,,Right Foot,,,"[45.5, 65.6]",,Ground Pass,,28.800173,,Svenja Huth,10374.0,,,,,,1,From Kick Off,Melanie Leupolz,15648.0,Left Defensive Midfield,2,Germany Women's,857,['57fadcc5-e7f4-4c57-a865-9181c54e24ee'],3,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:03.039,Pass,
,,,,,,,,,,,,,,,,,,1.39475,,,,,,,,,,,,f9dffae3-5c0d-4ba0-b769-5808ed71c1df,11,,"[44.1, 62.5]",3893799,0,,,,,-2.2969754,,Right Foot,,,"[32.2, 49.1]",,Ground Pass,,17.921217,,Kathrin Julia Hendrich,10399.0,,,,,,1,From Kick Off,Svenja Huth,10374.0,Right Back,2,Germany Women's,857,['09e4304e-966d-4cf9-b220-5e76d9ff83e5'],5,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:05.466,Pass,
,,,,,,,,,,,,,,,,,,1.086838,,,,,,,,,,,,5d076c4a-f4d7-4f57-b8c1-bdb77782cb0a,14,,"[34.9, 47.3]",3893799,0,,,,,-1.802661,,Right Foot,,,"[31.5, 32.9]",,Ground Pass,,14.795945,,Sara Doorsoun-Khajeh,10261.0,,,,,,1,From Kick Off,Kathrin Julia Hendrich,10399.0,Right Center Back,2,Germany Women's,857,['7618916d-77b3-4c7b-8709-0b05cdc988d0'],8,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:08.506,Pass,
