50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4d048f82-68a5-4fec-81d2-ca3ac530e3d8,1,,,,3893816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Panama Women's,16803,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 402781, 'name': 'Yenith Elizabett Bailey de la Cruz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 402793, 'name': 'Katherine Lineth Castillo Macías'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 402792, 'name': 'Wendy Yisbel Natis Bárcenas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 402786, 'name': 'Yomira Tibisay Pinzón Ríos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 402784, 'name': 'Carina Alicia Baltrip-Reyes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 402798, 'name': 'Deysiré Mayte Salazar Biscaino'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 402796, 'name': 'Schiandra Yael González Jurado'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 402788, 'name': 'Emily Masiel Cedeño Coba'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 361339, 'name': 'Marta Alexandra Cox Villarreal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 395287, 'name': 'Riley Tanner Rintala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 135588, 'name': 'Lineth Cedeno'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Panama Women's,16803,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,07fa577b-f27c-4b18-a02d-3aef54cfa044,2,,,,3893816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Panama Women's,16803,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 25535, 'name': 'Tiffany Cameron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 25545, 'name': 'Allyson Swaby'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 25558, 'name': 'Chantelle Swaby'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 25557, 'name': 'Deneisha Selena Blackwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 21014, 'name': 'Vyan Sampson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 25553, 'name': 'Trudi Sudan Carter'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 327719, 'name': 'Atlanta Reigan Primus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 25538, 'name': 'Jody Brown'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 41010, 'name': 'Kayla McCoy'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Jamaica Women's,1212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,17ffc7bc-0daa-4275-a9df-4c2325b6035d,3,,,,3893816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Panama Women's,16803,['83251c35-f906-440f-a8b4-1cea32a7abed'],0,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,83251c35-f906-440f-a8b4-1cea32a7abed,4,,,,3893816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Panama Women's,16803,['17ffc7bc-0daa-4275-a9df-4c2325b6035d'],0,,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2c3582df-9a74-4a7c-8a93-c23378cf5c47,1530,,,,3893816,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,100,Panama Women's,16803,['32814c9d-6f2f-4b1b-b25d-084eb63f98a1'],0,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,32814c9d-6f2f-4b1b-b25d-084eb63f98a1,1531,,,,3893816,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,100,Panama Women's,16803,['2c3582df-9a74-4a7c-8a93-c23378cf5c47'],0,,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.860935,,,,,,,,,,,,,bda4b259-039e-4026-89d3-8c2d303f22e1,5,,,"[61.0, 40.1]",3893816,0,,,,,3.044077,,Right Foot,,,,"[51.8, 41.0]",,Ground Pass,,9.2439165,,,,Drew Spence,4638.0,,,,,,Kick Off,1,From Kick Off,Kayla McCoy,41010.0,Center Forward,2,Jamaica Women's,1212,['ef7f9e6f-c095-4b74-99f9-72f73a90352e'],0,,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:00.833,Pass,
,,,,,,,,,,,,,,,,,,1.760396,,,,,,,,,,,,,5b6e80c1-7297-485e-a046-13b96f0e43d1,8,,,"[50.0, 44.7]",3893816,0,,,,,2.0554426,,Right Foot,,,,"[37.1, 69.2]",,Ground Pass,,27.688625,,,,Tiffany Cameron,25535.0,,,,,,,1,From Kick Off,Drew Spence,4638.0,Left Center Midfield,2,Jamaica Women's,1212,['d39b09e3-1012-4479-ac5d-a4c521f9415e'],2,,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:02.507,Pass,
,,,,,,,,,,,,,,,,,,0.982499,,,,,,,,,,,,,16f70976-ebbe-436a-a021-b448e3861af5,11,,,"[43.6, 71.0]",3893816,0,,,,,0.3912356,,Right Foot,,,,"[59.6, 77.6]",,Ground Pass,,17.307802,,,,Trudi Sudan Carter,25553.0,,,,,,,1,From Kick Off,Tiffany Cameron,25535.0,Right Back,2,Jamaica Women's,1212,['448ed0e7-4bc1-4d0b-9926-e44855b22335'],5,,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:05.798,Pass,
,,,,,,,,,,,,,,,,,,1.727847,,,,,,,,,,,,,727b3683-155e-46c6-85e8-1768117065b6,17,,,"[46.0, 8.9]",3893816,0,,,,,2.9639964,,Right Foot,,,,"[30.4, 11.7]",,Ground Pass,,15.84929,,,,Carina Alicia Baltrip-Reyes,402784.0,,,,,,Recovery,1,Regular Play,Marta Alexandra Cox Villarreal,361339.0,Center Attacking Midfield,3,Panama Women's,16803,['cbb8e64f-5e5f-4be1-a08c-ff94ca21810e'],10,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:00:10.841,Pass,
