50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.348097,,,,,,,,,,,,9bb2e35d-58e6-4d10-9d05-ebd93546d7d8,16,,,"[46.1, 6.8]",3893815,0,,,,-2.849031,,Right Foot,,,"[37.8, 4.3]",,Ground Pass,,8.668333,,,,Tamires Cássia Dias de Britto,25559.0,,,,,,1,Regular Play,Débora Cristiane de Oliveira,5044.0,Left Center Forward,3,Brazil Women's,1203,"['8f945338-5421-4bc2-a67b-1d996bdff724', 'c6f13ca1-dbac-4cd1-8bfb-658f3e4390c5']",10,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:00:10.793,Pass,True
,,,,,,,,,,,,,,,,,2.455203,,,,,,,,,,,,75f31f03-ba76-4200-95fa-818a5cb09033,18,,,"[38.3, 4.4]",3893815,0,,,,-0.013476273,,Left Foot,,,"[75.4, 3.9]",,High Pass,,37.10337,,Incomplete,,Geyse da Silva Ferreira,25543.0,,,,,,1,Regular Play,Tamires Cássia Dias de Britto,25559.0,Left Back,3,Brazil Women's,1203,"['78c80185-7096-4274-9245-9a1d52861379', 'da8efc13-4a75-4cb5-b688-fe6d06f9ebe4']",12,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:00:12.141,Pass,
,,,,,,,,,,,,,,,,,1.318087,,,,,,,,,,,,a26de121-55b1-4eb3-a5ce-9e147204a484,21,,,"[76.3, 0.1]",3893815,0,,,,0.5024973,,,,,"[87.4, 6.2]",,Low Pass,,12.665702,,,,Geyse da Silva Ferreira,25543.0,,,,,Throw-in,1,From Throw In,Tamires Cássia Dias de Britto,25559.0,Left Back,4,Brazil Women's,1203,['c13784c2-a4b1-4a82-a29e-58e0ae7905c4'],24,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:00:24.623,Pass,
,,,,,,,,,,,,,,,,,0.458609,,,,,,,,,,,,55c07b3a-6202-468a-b76e-0cb91db977e0,30,,,"[32.9, 75.7]",3893815,0,,,,-0.5404195,,Right Foot,,,"[41.4, 70.6]",,Ground Pass,,9.912619,,,,Eugénie Le Sommer,10121.0,,,,,,1,From Throw In,Onema Grace Geyoro,10272.0,Right Defensive Midfield,4,Brazil Women's,1203,"['b6216b3b-ed2f-4eeb-9bf5-a2a9172fb449', 'bc06e73f-3f31-4cb7-8e28-9f86e57c68cb']",28,,,,,,,,,,,,,,,,,France Women's,861,00:00:28.868,Pass,True
,,,,,,,,,,,,,,,,,0.637493,,,,,,,,,,,,2161b80f-5044-4bc9-bed7-7bee81aa9226,33,,,"[41.4, 70.6]",3893815,0,,,,1.3889205,,Right Foot,,,"[43.0, 79.3]",,Ground Pass,,8.845903,,Out,,Kenza Dali,15421.0,,,,,,1,From Throw In,Eugénie Le Sommer,10121.0,Right Center Forward,4,Brazil Women's,1203,['c22b460a-545c-483f-9dd6-b6a699191845'],29,,,,,,,,,,,,,,,,,France Women's,861,00:00:29.509,Pass,
,,,,,,,,,,,,,,,,,1.430452,,,,,,,,,,,,0f70733a-c288-439d-8c6c-5089b695fc4c,35,,,"[83.4, 0.1]",3893815,0,,,,0.44635826,,,,,"[97.4, 6.8]",,High Pass,,15.520632,,,,Geyse da Silva Ferreira,25543.0,,,,,Throw-in,1,From Throw In,Tamires Cássia Dias de Britto,25559.0,Left Back,5,Brazil Women's,1203,['a381f3b8-e650-4c86-b9a6-bcc7105bed53'],39,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:00:39.085,Pass,
,,,,,,,,,,,,,,,,,0.809869,,,,,,,,,,,,68226b9b-6e82-4a68-b839-eda2144babef,49,,,"[98.9, 7.5]",3893815,0,,,,2.819842,,Right Foot,,,"[93.5, 9.3]",,Ground Pass,,5.6920996,,,,Adriana Leal da Silva,389489.0,,,,,,1,From Throw In,Geyse da Silva Ferreira,25543.0,Right Center Forward,5,Brazil Women's,1203,"['0cb75975-2291-4595-a05f-9c5186674e83', 'bda2f7e9-f4e3-401c-bd66-d6ea4649aa19']",44,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:00:44.475,Pass,True
,,,,,,,,,,,,,,,,,0.559005,,,,,,,,,,,,811f38f8-657f-4e25-b9cd-3fdb50bce6c8,51,,,"[93.5, 9.3]",3893815,0,,,,1.541819,,Right Foot,,,"[93.7, 16.2]",,Ground Pass,,6.902898,,,,Débora Cristiane de Oliveira,5044.0,,,,,,1,From Throw In,Adriana Leal da Silva,389489.0,Left Midfield,5,Brazil Women's,1203,['8a37ba45-c1bf-4a7c-80d8-f195e60e8986'],45,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:00:45.285,Pass,
,,,,,,,,,,,,,,,,,2.212709,,,,,,,,,,,,fad68c3f-febf-412c-af48-387f66e27118,55,,,"[89.4, 22.3]",3893815,0,,,,1.5293999,,Right Foot,,,"[90.8, 56.1]",,Ground Pass,,33.828983,,,,Antonia Ronnycleide da Costa Silva,50003.0,,,,,,1,From Throw In,Débora Cristiane de Oliveira,5044.0,Left Center Forward,5,Brazil Women's,1203,"['594a0017-79c6-4f46-b941-d86bd97ede69', 'f5f9f501-eca8-43fd-86ab-4a0a06826e75']",47,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:00:47.751,Pass,True
,,,,,,,,,,,,,,,,,0.229769,,,,,,,,,,,,bc9438e0-df83-4b91-ad91-9383e982cc99,57,,,"[90.8, 56.1]",3893815,0,,,,-0.13706617,,Right Foot,,,"[93.7, 55.7]",,Ground Pass,,2.9274561,,Incomplete,,Ariadina Alves Borges,389488.0,,,,,,1,From Throw In,Antonia Ronnycleide da Costa Silva,50003.0,Right Back,5,Brazil Women's,1203,"['7c2b10f0-6e62-4004-b41c-49ba64ca8add', 'eb74ed0b-977a-42b4-a609-90fba338c35e']",49,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:00:49.963,Pass,
,,,,,,,,,,,,,,,,,0.116177,,,,,,,,,,,,4e5ae6a5-0e70-4294-88e8-329614838756,67,,,"[25.8, 3.6]",3893815,0,,,,-0.24497867,,Left Foot,,,"[28.2, 3.0]",,Low Pass,,2.4738634,,Incomplete,,,,,,,,,1,Regular Play,Selma Bacha,15471.0,Left Midfield,6,France Women's,861,['76fd437f-84bf-41db-9b6a-81a547b6f1f3'],57,,,,,,,,,,,,,,,,,France Women's,861,00:00:57.073,Pass,
,,,,,,,,,,,,,,,,,0.83369,,,,,,,,,,,,44d11cae-1d4d-4aaf-87df-43ae9e520a3e,69,,,"[21.2, 0.1]",3893815,1,,,,1.888884,,,,,"[18.5, 8.3]",,Low Pass,,8.633076,,,,Sandie Toletti,30971.0,,,,,Throw-in,1,From Throw In,Sakina Karchaoui,10117.0,Left Back,7,France Women's,861,['6d638001-587d-4f7b-a135-b63d1fccabee'],16,,,,,,,,,,,,,,,,,France Women's,861,00:01:16.558,Pass,
,,,,,,,,,,,,,,,,,0.714533,,,,,,,,,,,,42c58fb5-9335-4625-810b-1b84bc174802,72,,,"[18.5, 8.3]",3893815,1,,,,-1.5989579,,Right Foot,,,"[18.3, 1.2]",,Ground Pass,,7.102816,,,,Sakina Karchaoui,10117.0,,,,,,1,From Throw In,Sandie Toletti,30971.0,Left Defensive Midfield,7,France Women's,861,['cbcd78cc-20b2-43c8-824e-bcaa674eeb2b'],17,,,,,,,,,,,,,,,,,France Women's,861,00:01:17.472,Pass,
,,,,,,,,,,,,,,,,,1.04323,,,,,,,,,,,,cf9d58ae-a29a-4aa3-ae23-377ceba14956,75,,,"[18.8, 1.8]",3893815,1,,,,0.15264933,,Right Foot,,,"[33.1, 4.0]",,High Pass,,14.468241,,Incomplete,,Eugénie Le Sommer,10121.0,,,,,,1,From Throw In,Sakina Karchaoui,10117.0,Left Back,7,France Women's,861,"['520ac7d4-0c9b-450a-8174-ae59aee49ca6', '744d1c36-08ab-4a0e-9654-1bb67d0741ff']",18,,,,,,,,,,,,,,,,,France Women's,861,00:01:18.347,Pass,
,,,,,,,,,,,,,,,,,2.374002,,,,,,,,,,,,744d1c36-08ab-4a0e-9654-1bb67d0741ff,77,,,"[87.0, 76.1]",3893815,1,,,,-2.4242709,,Head,,,"[72.9, 63.8]",,High Pass,,18.710958,,,,Tamires Cássia Dias de Britto,25559.0,,,,,Recovery,1,Regular Play,Antonia Ronnycleide da Costa Silva,50003.0,Right Back,8,Brazil Women's,1203,"['8fb030d3-53e2-4ad6-a2af-7b97d1a6b476', 'cf9d58ae-a29a-4aa3-ae23-377ceba14956']",19,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:19.390,Pass,
,,,,,,,,,,,,,,,,,2.344338,,,,,,,,,,,,9e2c6c47-740a-47ee-8f87-5d63c5cf7e24,79,,,"[72.9, 63.8]",3893815,1,,,,0.9812039,,Head,,,"[82.6, 78.3]",,High Pass,,17.445343,,,,Antonia Ronnycleide da Costa Silva,50003.0,,,,,,1,Regular Play,Tamires Cássia Dias de Britto,25559.0,Left Back,8,Brazil Women's,1203,['72c94e6a-bf01-4022-bc17-9bbb42a32fc8'],21,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:21.764,Pass,
,,,,,,,,,,,,,,,,,0.799872,,,,,,,,,,,,e95eea52-fb55-4f9c-9cf1-7869ea094318,82,,,"[83.5, 77.2]",3893815,1,,,,0.4012288,,Right Foot,,,"[86.8, 78.6]",,Ground Pass,,3.5846896,,Incomplete,,Ariadina Alves Borges,389488.0,,,,,,1,Regular Play,Antonia Ronnycleide da Costa Silva,50003.0,Right Back,8,Brazil Women's,1203,"['158ef9fa-e848-45ec-911d-89e91c399d54', '662079fa-1242-4260-a1d8-1dfe918f7b2c', 'f90dc1d5-fee7-47aa-9e34-a54df9028550']",24,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:24.108,Pass,True
,,,,,,,,,,,,,,,,,1.132304,,,,,,,,,,,,1989f661-a5e4-4bd3-869f-22896102f488,85,,,"[98.8, 80.0]",3893815,1,,,,-0.83248377,,,,,"[107.9, 70.0]",,Low Pass,,13.520725,,Incomplete,,Geyse da Silva Ferreira,25543.0,,,,,Throw-in,1,From Throw In,Antonia Ronnycleide da Costa Silva,50003.0,Right Back,9,Brazil Women's,1203,"['2bd4a022-ed4a-439b-94d0-5613023b90ef', 'a0c74d42-eeba-4d69-98d1-01c80e607144']",37,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:37.034,Pass,
,,,,,,,,,,,,,,,,,3.056186,,,,,,,,,,,,bce92fb9-f274-49b7-b124-9627042160ec,90,,,"[9.7, 12.4]",3893815,1,,,,-0.8502422,,Right Foot,,,"[20.5, 0.1]",,High Pass,,16.368567,,Out,,Selma Bacha,15471.0,,,,,,1,From Throw In,Wendie Renard,10125.0,Left Center Back,9,Brazil Women's,1203,"['5b0360e9-aca2-4bff-9efc-67657929dc0c', 'cdced6e9-f4ed-45e0-a4b8-659d214c041e']",39,,,,,,,,,,,,,,,,,France Women's,861,00:01:39.670,Pass,True
,,,,,,,,,,,,,,,,,1.228416,,,,,,,,,,,,8df2ed04-05ad-4802-82d2-33672a91deba,92,,,"[99.3, 80.0]",3893815,1,,,,-1.130171,,,,,"[105.1, 67.7]",,Low Pass,,13.598897,,,,Ariadina Alves Borges,389488.0,,,,,Throw-in,1,From Throw In,Antonia Ronnycleide da Costa Silva,50003.0,Right Back,10,Brazil Women's,1203,['2230ca20-2847-444a-94c5-5397c78fdcdd'],54,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:54.437,Pass,
,,,,,,,,,,,,,,,,,2.540727,,,,,,,,,,,,55a8bf8e-1b77-46c9-a3c7-676243e16ace,100,,,"[62.7, 38.9]",3893815,2,,,,-1.322201,,Left Foot,,,"[69.3, 12.9]",,Ground Pass,,26.824615,,,,Tamires Cássia Dias de Britto,25559.0,,,,,,1,From Throw In,Rafaelle Leone Carvalho Souza,131570.0,Left Center Back,10,Brazil Women's,1203,['99016e76-15ed-450b-94ef-8050c1e88eae'],1,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:02:01.363,Pass,
,,,,,,,,,,,,,,,,,1.305762,,,,,,,,,,,,42826cfe-2717-40f2-aa26-8e6f0397df73,102,,,"[69.3, 12.9]",3893815,2,,,,0.5396727,,Left Foot,,,"[89.0, 24.7]",,High Pass,,22.963667,,Incomplete,,Débora Cristiane de Oliveira,5044.0,,,,,,1,From Throw In,Tamires Cássia Dias de Britto,25559.0,Left Back,10,Brazil Women's,1203,"['61098dc3-b187-42de-b7e9-fdb23101ecf8', '77a15d82-f50c-45e6-bfcb-f478fe38829e']",3,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:02:03.903,Pass,
,,,,,,,,,,,,,,,,,1.43214,,,,,,,,,,,,c0cf7fed-a9d5-4f59-aa10-35cf49ee17c5,108,,,"[46.9, 60.9]",3893815,2,,,,1.1263771,,Right Foot,,,"[52.9, 73.5]",,Ground Pass,,13.955644,,,,Kenza Dali,15421.0,,,,,,1,From Throw In,Kadidiatou Diani,10137.0,Left Center Forward,10,Brazil Women's,1203,['b10e06f4-4e43-4233-b9ba-9d3efa78b50f'],8,,,,,,,,,,,,,,,,,France Women's,861,00:02:08.071,Pass,
,,,,,,,,,,,,,,,,,3.590203,,,,,,,,,,,,aa839927-29fb-4ccf-8909-7026796349fd,111,,,"[56.0, 74.9]",3893815,2,,,,-0.34840178,,Right Foot,,,"[99.5, 59.1]",,Ground Pass,,46.280556,,Pass Offside,,Eugénie Le Sommer,10121.0,,,Through Ball,True,,1,From Throw In,Kenza Dali,15421.0,Right Midfield,10,Brazil Women's,1203,['4eac2cd8-088c-46c6-84a6-db186ac6b77a'],10,,,,,,,,,,,,,,,,,France Women's,861,00:02:10.201,Pass,
,,,,,,,,,,,,,,,,,2.676449,,,,,,,,,,,,5a4bea9f-e4a0-4bc4-8684-92a463f93b52,113,,,"[26.8, 18.4]",3893815,2,,,,1.5707964,,Left Foot,,,"[26.8, 44.5]",,Ground Pass,,26.1,,,,Lauren Eduarda Leal Costa,182466.0,,,,,Free Kick,1,From Free Kick,Rafaelle Leone Carvalho Souza,131570.0,Left Center Back,11,Brazil Women's,1203,['a3f63783-870b-45d5-ba3c-5f6a65e0ed47'],44,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:02:44.940,Pass,
,,,,,,,,,,,,,,,,,2.072442,,,,,,,,,,,,b19ab220-5dc5-49fb-a4de-53c0db3f5210,116,,,"[32.0, 46.5]",3893815,2,,,,1.109716,,Right Foot,,,"[47.5, 77.7]",,Ground Pass,,34.838055,,,,Antonia Ronnycleide da Costa Silva,50003.0,,,,,,1,From Free Kick,Lauren Eduarda Leal Costa,182466.0,Right Center Back,11,Brazil Women's,1203,['f71917e8-5a2d-4db2-86db-ad661f028380'],49,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:02:49.229,Pass,
,,,,,,,,,,,,,,,,,3.151063,,,,,,,,,,,,37af0dfb-7e3c-4c47-b6ad-6cdcac6c2939,119,,,"[45.8, 71.6]",3893815,2,,,,-0.15451469,,Right Foot,,,"[90.1, 64.7]",,High Pass,,44.834137,,Incomplete,,Geyse da Silva Ferreira,25543.0,,,,,,1,From Free Kick,Antonia Ronnycleide da Costa Silva,50003.0,Right Back,11,Brazil Women's,1203,"['148f32de-8104-4fe8-8485-2d676c5094ec', 'bb783864-a314-426b-a1e5-604bb358a10d']",52,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:02:52.696,Pass,
,,,,,,,,,,,,,,,,,2.892273,,,,,,,,,,,,a1734e38-239b-4158-a22e-640e1763f073,127,,,"[6.0, 36.0]",3893815,3,,,,0.60219324,,Left Foot,,,"[51.1, 67.0]",,High Pass,,54.726685,,,,Kenza Dali,15421.0,,,,,Goal Kick,1,From Goal Kick,Pauline Peyraud Magnin,15615.0,Goalkeeper,12,France Women's,861,['262f9dfa-2b58-4c3b-b9fd-75ed004d87ca'],34,,,,,,,,,,,,,,,,,France Women's,861,00:03:34.100,Pass,
,,,,,,,,,,,,,,,,,3.699031,,,,,,,,,,,,1fadb327-b471-428b-87d0-27e7ca29b764,130,,,"[51.1, 67.0]",3893815,3,,,True,0.37883133,,,,,"[82.0, 79.3]",,Low Pass,,33.258083,,Out,,Eugénie Le Sommer,10121.0,,,,,,1,From Goal Kick,Kenza Dali,15421.0,Right Midfield,12,France Women's,861,"['43f6beba-afb3-4622-ab4f-0573dd0a8d0b', 'edc26bc3-8df2-4ebf-82ec-e5bcbfe38d6f']",36,,,,,,,,,,,,,,,,,France Women's,861,00:03:36.993,Pass,True
,,,,,,,,,,,,,,,,,1.562653,,,,,,,,,,,,f80a6510-e1f0-4af7-a641-550b00177f28,134,,,"[41.6, 0.1]",3893815,3,,,,0.17278795,,,,,"[62.8, 3.8]",,High Pass,,21.520456,,Incomplete,,Débora Cristiane de Oliveira,5044.0,,,,,Throw-in,1,From Throw In,Tamires Cássia Dias de Britto,25559.0,Left Back,13,Brazil Women's,1203,"['0c68b7ad-fad5-4cef-b4dc-eb16f0bbde7c', '8144bb26-a1c4-4787-8752-f1a316883915']",56,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:03:56.129,Pass,
,,,,,,,,,,,,,,,,,3.008703,,,,,,,,,,,,8144bb26-a1c4-4787-8752-f1a316883915,136,,,"[57.3, 76.3]",3893815,3,,,,-0.8032534,,Head,,,"[68.3, 64.9]",,High Pass,,15.841717,,Incomplete,,Onema Grace Geyoro,10272.0,,,,,Recovery,1,From Throw In,Eve Perisset,10418.0,Right Back,13,Brazil Women's,1203,"['12349cc3-e29a-4cfe-b043-9b7ec4621aa0', 'e42033ed-1a5f-4f5b-9623-abd140659f6d', 'f80a6510-e1f0-4af7-a641-550b00177f28']",57,,,,,,,,,,,,,,,,,France Women's,861,00:03:57.691,Pass,
