50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.077972,,,,,,,,,,,,,0252861d-b6b8-4e03-814e-e12898d4dc7d,21,,,"[32.3, 57.3]",3879633,0,,,,,1.4793093,,Head,,,"[33.3, 68.2]",,High Pass,,10.945775,,,,Dušan Basta,8443.0,,,,,Recovery,1,From Goal Kick,Wesley Hoedt,3588.0,Left Center Back,3,Empoli,290,"['91dbbcde-388d-49c6-be9b-ed17acf491cf', 'd08e62df-c37b-4bf8-9e76-520f61460ad2']",44,,,,,,,,,,,,,,,,,Lazio,236,00:00:44.115,Pass,
,,,,,,,,,,,,,,,,,3.915575,,,,,,,,,,,,,796e287f-c005-4ffb-9d00-dbf95d8f5235,25,,,"[32.3, 69.8]",3879633,0,,,,,-0.4089712,,Right Foot,,,"[76.6, 50.6]",,High Pass,,48.281776,,Incomplete,,Filip Đorđević,11427.0,,,,,,1,From Goal Kick,Dušan Basta,8443.0,Right Back,3,Empoli,290,"['1c0535bc-25da-40df-9168-c230ee35cebd', '262867c8-395b-4da8-8af9-9585651cea93', 'dac8b379-9013-48fe-8389-8bb5a2a69d54']",46,,,,,,,,,,,,,,,,,Lazio,236,00:00:46.397,Pass,True
,,,,,,,,,,,,,,,,,2.279091,,,,,,,,,,,,,bca64d48-1a5a-4377-aa2b-4717aea05f71,29,,,"[31.3, 43.1]",3879633,0,,,,True,-2.8978863,,,,,"[12.8, 38.5]",,High Pass,,19.063316,,,,Łukasz Skorupski,11508.0,,,,,Recovery,1,From Goal Kick,Lorenzo Tonelli,7160.0,Right Center Back,3,Empoli,290,"['d76d6ad9-17ef-4afc-b143-79d16e5fd752', 'efc01ffc-6e66-4c82-bbe9-328268e6460d']",52,,,,,,,,,,,,,,,,,Empoli,290,00:00:52.499,Pass,True
,,,,,,,,,,,,,,,,,1.744568,,,,,,,,,,,,,5a28fe35-4738-48ba-9686-4cdc887034cd,32,,,"[12.8, 38.5]",3879633,0,,,,,1.3567356,,Keeper Arm,,,"[15.8, 52.3]",,Ground Pass,,14.122323,,,,Lorenzo Tonelli,7160.0,,,,,,1,From Goal Kick,Łukasz Skorupski,11508.0,Goalkeeper,3,Empoli,290,['b2d91419-2d15-4b75-a54d-434d20c6a546'],56,,,,,,,,,,,,,,,,,Empoli,290,00:00:56.627,Pass,
,,,,,,,,,,,,,,,,,1.995153,,,,,,,,,,,,,7fc91825-db39-4b86-bd19-167d51efbe4d,35,,,"[16.3, 50.7]",3879633,0,,,,,1.0745788,,Right Foot,,,"[24.8, 66.4]",,Ground Pass,,17.85329,,,,Vincent Laurini,7155.0,,,,,,1,From Goal Kick,Lorenzo Tonelli,7160.0,Right Center Back,3,Empoli,290,['715d5b96-88bb-42a7-bdc6-a0196b41a9f5'],59,,,,,,,,,,,,,,,,,Empoli,290,00:00:59.257,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,1c12690b-c97f-44cf-bddf-41834c7ae46a,38,,,"[27.8, 72.6]",3879633,1,,,,,-0.06285416,,Right Foot,,,"[42.1, 71.7]",,Ground Pass,,14.328294,,,,Piotr Zieliński,5660.0,,,,,,1,From Goal Kick,Vincent Laurini,7155.0,Right Back,3,Empoli,290,['56047d5f-3ed9-44dc-9d61-7c50d14fd5b0'],2,,,,,,,,,,,,,,,,,Empoli,290,00:01:02.439,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,cfc5a084-e5cd-40eb-b41d-54c377cb3d93,41,,,"[41.0, 70.5]",3879633,1,,,,,3.0427423,,Right Foot,,,"[28.9, 71.7]",,Ground Pass,,12.159359,,,,Vincent Laurini,7155.0,,,,,,1,From Goal Kick,Piotr Zieliński,5660.0,Right Center Midfield,3,Empoli,290,['e896a6b5-7e06-4381-85fb-904317b15a44'],4,,,,,,,,,,,,,,,,,Empoli,290,00:01:04.127,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,c3ca22e2-7924-4e00-820f-3ce63b81f324,43,,,"[28.9, 71.7]",3879633,1,,,,,-2.0747151,,Right Foot,,,"[23.0, 61.0]",,Ground Pass,,12.218838,,,,Lorenzo Tonelli,7160.0,,,,,,1,From Goal Kick,Vincent Laurini,7155.0,Right Back,3,Empoli,290,['f4ff9b88-dc04-4274-8d94-be133e37f980'],5,,,,,,,,,,,,,,,,,Empoli,290,00:01:05.327,Pass,
,,,,,,,,,,,,,,,,,2.073248,,,,,,,,,,,,,1dce902d-09d4-4b03-9714-9d94cb6324c6,46,,,"[23.0, 57.8]",3879633,1,,,,,-1.4377578,,Right Foot,,,"[26.6, 30.9]",,Ground Pass,,27.139824,,,,Andrea Costa,8664.0,,,,,,1,From Goal Kick,Lorenzo Tonelli,7160.0,Right Center Back,3,Empoli,290,['2e3b63aa-998d-4318-85d6-0eabf61aba96'],8,,,,,,,,,,,,,,,,,Empoli,290,00:01:08.248,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,32fa11f3-dd52-4734-9fc3-9577af8a1fb5,49,,,"[26.6, 30.9]",3879633,1,,,,,1.3684747,,Left Foot,,,"[28.2, 38.7]",,Ground Pass,,7.962412,,,,Lorenzo Tonelli,7160.0,,,,,,1,From Goal Kick,Andrea Costa,8664.0,Left Center Back,3,Empoli,290,['ac18499f-a708-440f-8f36-9f41b0e0a34a'],11,,,,,,,,,,,,,,,,,Empoli,290,00:01:11.919,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,9dfe262e-31f1-4b38-8348-bc15552ab7c3,52,,,"[28.2, 39.2]",3879633,1,,,,,1.4930843,,Right Foot,,,"[30.1, 63.6]",,Ground Pass,,24.473864,,,,Vincent Laurini,7155.0,,,,,,1,From Goal Kick,Lorenzo Tonelli,7160.0,Right Center Back,3,Empoli,290,['f31e8e46-a6fd-40da-8062-6bd817e6046b'],14,,,,,,,,,,,,,,,,,Empoli,290,00:01:14.716,Pass,
,,,,,,,,,,,,,,,,,1.000125,,,,,,,,,,,,,950c2258-33d6-409c-a170-01ecc30540ea,58,,,"[90.9, 64.5]",3879633,2,,,,,-0.7965088,,Right Foot,True,,"[108.7, 46.3]",,High Pass,,25.457415,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Piotr Zieliński,5660.0,Right Center Midfield,4,Empoli,290,['9040c960-2f13-491a-8162-75bc7bbfcfdb'],25,,,,,,,,,,,,,,,,,Empoli,290,00:02:25.434,Pass,
,,,,,,,,,,,,,,,,,0.9879,,,,,,,,,,,,,70e78925-56de-4980-a3c8-18f595216f9e,66,,,"[113.3, 80.0]",3879633,3,,,,,-2.3380146,,,,,"[105.2, 71.6]",,Low Pass,,11.66919,,,,Marko Livaja,22041.0,,,,,Throw-in,1,From Throw In,Vincent Laurini,7155.0,Right Back,5,Empoli,290,['179d0b0b-94d9-4f12-abdb-c4fc978af7a6'],1,,,,,,,,,,,,,,,,,Empoli,290,00:03:01.264,Pass,
,,,,,,,,,,,,,,,,,0.787118,,,,,,,,,,,,,9b56dcf4-7cfa-459e-949d-14222b0b37ed,69,,,"[104.8, 71.6]",3879633,3,,,,,0.7066142,,Right Foot,,,"[108.9, 75.1]",,Low Pass,,5.390733,,,,Vincent Laurini,7155.0,,,,,,1,From Throw In,Marko Livaja,22041.0,Left Center Forward,5,Empoli,290,"['4e20beaf-f64c-4ef9-9c89-a8577e403da2', 'f06f258b-2e0f-47a3-a41b-d9d09c83b56b']",2,,,,,,,,,,,,,,,,,Empoli,290,00:03:02.252,Pass,True
,,,,,,,,,,,,,,,,,1.357373,,,,,,,,,,,,,95dcaf7b-b647-4d7a-b607-fa97a5e9d696,74,,,"[11.4, 0.1]",3879633,3,,,,,0.24817014,,,,,"[33.5, 5.7]",,High Pass,,22.798466,,,,Lucas Rodrigo Biglia,5510.0,,,,,Throw-in,1,From Throw In,Ştefan Daniel Radu,7778.0,Left Back,6,Lazio,236,['5c33b70c-368b-40b7-a946-627e3f019e50'],15,,,,,,,,,,,,,,,,,Lazio,236,00:03:15.089,Pass,
,,,,,,,,,,,,,,,,,3.57435,,,,,,,,,,,,,2f4d123d-ce46-423a-9c2d-7b21a32abd0e,77,,,"[33.5, 5.7]",3879633,3,,,,True,-0.04164258,,,,,"[45.5, 5.2]",,High Pass,,12.010412,,,,Filip Đorđević,11427.0,,,,,,1,From Throw In,Lucas Rodrigo Biglia,5510.0,Left Defensive Midfield,6,Lazio,236,"['78a72807-70fe-47f0-a208-2cae873c8dc5', '7eda7ca7-3a16-4f56-bdea-079baa8dbd21']",16,,,,,,,,,,,,,,,,,Lazio,236,00:03:16.446,Pass,True
,,,,,,,,,,,,,,,,,3.700332,,,,,,,,,,,,,d63bb251-d0f9-4176-994d-f29d50902059,85,,,"[50.4, 80.0]",3879633,3,,True,,,-0.6534826,,,,,"[85.4, 53.2]",,High Pass,,44.082195,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Vincent Laurini,7155.0,Right Back,7,Empoli,290,['7eec534a-856b-44bd-a90a-a01401dd54e0'],41,,,,,,,,,,,,,,,,,Empoli,290,00:03:41.046,Pass,
,,,,,,,,,,,,,,,,,1.524866,,,,,,,,,,,,,7eec534a-856b-44bd-a90a-a01401dd54e0,86,,,"[34.7, 26.9]",3879633,3,,,,,0.16373824,,Head,,,"[46.2, 28.8]",,High Pass,,11.6559,,Incomplete,,Sergej Milinković-Savić,5589.0,,,,,Interception,1,From Throw In,Maurício dos Santos Nascimento,9939.0,Right Center Back,7,Empoli,290,"['874661db-107b-483c-8872-01e5ec342c62', 'd63bb251-d0f9-4176-994d-f29d50902059', 'f6df481a-161f-4971-a9c9-606956d940fe']",44,,,,,,,,,,,,,,,,,Lazio,236,00:03:44.747,Pass,
,,,,,,,,,,,,,,,,,1.009452,,,,,,,,,,,,,030ad652-4c8a-4bfb-9778-740e74cb2b35,91,,,"[68.1, 73.7]",3879633,3,,,,,-2.899384,,Left Foot,,,"[59.6, 71.6]",,Ground Pass,,8.755569,,,,Vincent Laurini,7155.0,,,,,,1,From Throw In,Marcel Büchel,8187.0,Left Center Midfield,7,Empoli,290,"['9e182f64-945b-4a94-8c13-2aa0bceb92dc', 'db3c709f-ec40-461e-aa6c-87eec5fad7ff']",48,,,,,,,,,,,,,,,,,Empoli,290,00:03:48.526,Pass,True
,,,,,,,,,,,,,,,,,2.216864,,,,,,,,,,,,,3a45019d-6597-4942-b703-59261cc70164,93,,,"[60.7, 71.6]",3879633,3,,,,,-0.3264675,,Left Foot,,,"[98.8, 58.7]",,Low Pass,,40.22462,,,,Marko Livaja,22041.0,,,,,,1,From Throw In,Vincent Laurini,7155.0,Right Back,7,Empoli,290,['283548d1-8dbe-4547-ba9a-44dfa6af98c5'],49,,,,,,,,,,,,,,,,,Empoli,290,00:03:49.535,Pass,
,,,,,,,,,,,,,,,,,1.473253,,,,,,,,,,,,,e87e467e-690a-4a65-86d8-3eda53d1a219,99,,,"[120.0, 80.0]",3879633,4,,,,,-1.8580778,35d47c9a-343b-4ddd-ae2d-5a974953b320,Right Foot,,,"[108.3, 40.4]",True,High Pass,,41.29225,,,True,Lorenzo Tonelli,7160.0,,,Outswinging,,Corner,1,From Corner,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,8,Empoli,290,['e262be4a-1f97-4e47-b4f2-8065132e6f20'],31,,,,,,,,,,,,,,,,,Empoli,290,00:04:31.569,Pass,
,,,,,,,,,,,,,,,,,1.330291,,,,,,,,,,,,,058a9800-a3d6-4ef8-9236-5be014c1ea55,103,,,"[61.0, 40.1]",3879633,5,,True,,,-3.0284417,,Right Foot,,,"[47.8, 38.6]",,Ground Pass,,13.284954,,,,Lucas Rodrigo Biglia,5510.0,,,,,Kick Off,1,From Kick Off,Filip Đorđević,11427.0,Center Forward,9,Lazio,236,['f73f5421-597b-4895-8050-0eaea516afc5'],11,,,,,,,,,,,,,,,,,Lazio,236,00:05:11.770,Pass,
,,,,,,,,,,,,,,,,,3.073158,,,,,,,,,,,,,31fc242c-97d1-4099-985d-83dc65b6876a,105,,,"[47.8, 38.6]",3879633,5,,True,,,0.9535433,,Right Foot,,,"[72.5, 73.4]",,Low Pass,,42.674698,,,,Antonio Candreva,7776.0,,,,,,1,From Kick Off,Lucas Rodrigo Biglia,5510.0,Left Defensive Midfield,9,Lazio,236,['4e8c4ee5-b1bf-489c-b908-4785289a82b3'],14,,,,,,,,,,,,,,,,,Lazio,236,00:05:14.889,Pass,
,,,,,,,,,,,,,,,,,0.202915,,,,,,,,,,,,,d99dd6bb-504e-4237-beb6-59b9ff26cec4,109,,,"[114.7, 67.3]",3879633,5,,,,,-1.4094212,,Right Foot,,,"[116.1, 58.7]",,Low Pass,,8.713208,,Incomplete,,Sergej Milinković-Savić,5589.0,,,,,,1,From Kick Off,Antonio Candreva,7776.0,Right Midfield,9,Lazio,236,"['6074d552-71bb-4962-8995-15809e21ffca', 'efed6601-9b70-49a7-b52d-51816a989fd2']",22,,,,,,,,,,,,,,,,,Lazio,236,00:05:22.073,Pass,
,,,,,,,,,,,,,,,,,1.781085,,,,,,,,,,,,,66c71496-2849-4ba8-b330-6eefd6666d66,112,,,"[11.6, 11.9]",3879633,5,,,,,-0.5112307,,Head,,,"[23.9, 5.0]",,Low Pass,,14.103191,,,,Marcel Büchel,8187.0,,,,,Recovery,1,From Kick Off,Andrea Costa,8664.0,Left Center Back,9,Lazio,236,['001cddf1-614c-49d6-9b5d-9501d6189a6a'],25,,,,,,,,,,,,,,,,,Empoli,290,00:05:25.075,Pass,
,,,,,,,,,,,,,,,,,2.29651,,,,,,,,,,,,,066e8f33-4fba-46bf-ba88-0629997acf5a,116,,,"[30.3, 3.4]",3879633,5,,,,,0.37932083,,Left Foot,,,"[59.4, 15.0]",,High Pass,,31.326826,,Incomplete,,Massimo Maccarone,40252.0,,,,,,1,From Kick Off,Marcel Büchel,8187.0,Left Center Midfield,9,Lazio,236,"['44d83be5-7ab6-4837-9d2a-8aa253fa513b', 'ddbe36c5-6a73-4719-8f86-ca46c163cdf5']",27,,,,,,,,,,,,,,,,,Empoli,290,00:05:27.738,Pass,
,,,,,,,,,,,,,,,,,1.295767,,,,,,,,,,,,,20406f9d-3f92-4925-9090-d8ec11d76ead,121,,,"[70.8, 65.8]",3879633,5,,,,,-1.0309383,,Right Foot,,,"[86.5, 39.6]",,High Pass,,30.543903,,,,Filip Đorđević,11427.0,,,,,,1,From Kick Off,Maurício dos Santos Nascimento,9939.0,Right Center Back,9,Lazio,236,['080597c6-e93e-4d5b-83dd-112227b3bcb0'],31,,,,,,,,,,,,,,,,,Lazio,236,00:05:31.515,Pass,
,,,,,,,,,,,,,,,,,1.043762,,,,,,,,,,,,,2b2bc036-4b42-4a6c-a238-96d87a6b400a,124,,,"[88.4, 37.5]",3879633,5,,,,,-1.987235,,Left Foot,,,"[83.8, 27.1]",,Ground Pass,,11.371895,,,,Senad Lulić,7785.0,,,,,,1,From Kick Off,Filip Đorđević,11427.0,Center Forward,9,Lazio,236,['2099bb2b-f9f3-4b70-8e45-e1ececff66a3'],33,,,,,,,,,,,,,,,,,Lazio,236,00:05:33.669,Pass,
,,,,,,,,,,,,,,,,,1.997858,,,,,,,,,,,,,8ff0e914-f6c1-44ab-80a3-9f3586d83f94,128,,,"[84.3, 25.8]",3879633,5,,,,,-1.5707964,,Right Foot,,,"[84.3, 8.7]",,Ground Pass,,17.1,,,,Ştefan Daniel Radu,7778.0,,,,,,1,From Kick Off,Senad Lulić,7785.0,Left Midfield,9,Lazio,236,"['5cae4707-b0bc-444c-8a4d-01407f1e86b0', 'ab472aac-fb4c-46a8-b657-e0fc0d981ea4']",35,,,,,,,,,,,,,,,,,Lazio,236,00:05:35.359,Pass,True
,,,,,,,,,,,,,,,,,1.28098,,,,,,,,,,,,,898f2016-2648-4929-a02b-a4b4d23d01fc,131,,,"[86.6, 6.8]",3879633,5,,,,,1.580897,,Left Foot,,,"[86.5, 16.7]",,Ground Pass,,9.900505,,,,Senad Lulić,7785.0,,,,,,1,From Kick Off,Ştefan Daniel Radu,7778.0,Left Back,9,Lazio,236,['4046051a-87be-462b-8335-51219b42c492'],38,,,,,,,,,,,,,,,,,Lazio,236,00:05:38.105,Pass,
,,,,,,,,,,,,,,,,,1.204143,,,,,,,,,,,,,30a88e11-1678-420e-be77-53c9739c7e7d,134,,,"[87.2, 19.0]",3879633,5,,,,,1.6828253,,Right Foot,,,"[85.4, 35.0]",,Ground Pass,,16.100931,,,,Marco Parolo,8173.0,,,,,,1,From Kick Off,Senad Lulić,7785.0,Left Midfield,9,Lazio,236,['f41b1734-5caa-4de4-b772-ed081d3f36f1'],39,,,,,,,,,,,,,,,,,Lazio,236,00:05:39.875,Pass,
,,,,,,,,,,,,,,,,,1.290772,,,,,,,,,,,,,310712de-28a8-471b-b396-dcb88d6211ca,137,,,"[86.5, 35.9]",3879633,5,,,,,-0.2931869,,Left Foot,,,"[97.1, 32.7]",,High Pass,,11.072489,,,,Sergej Milinković-Savić,5589.0,,,,,,1,From Kick Off,Marco Parolo,8173.0,Right Defensive Midfield,9,Lazio,236,['42c57f5c-6b4a-47ca-bbbe-0b3713bb1c51'],41,,,,,,,,,,,,,,,,,Lazio,236,00:05:41.119,Pass,
,,,,,,,,,,,,,,,,,1.199425,,,,,,,,,,,,,9e210667-5b67-4d2a-a4da-87e9fd67b107,142,,,"[22.5, 45.6]",3879633,5,,,,True,-0.9055069,,,,,"[27.6, 39.1]",,High Pass,,8.261961,,,,Marcel Büchel,8187.0,,,,,Recovery,1,From Counter,Lorenzo Tonelli,7160.0,Right Center Back,10,Empoli,290,"['a2854640-0149-4a86-b69a-7cb4211f5423', 'c3f78f38-6591-493e-9138-0c422dcfa3d1']",42,,,,,,,,,,,,,,,,,Empoli,290,00:05:42.892,Pass,True
