bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,4.638697,,,,,,,,,,,,,33a781bf-b6ac-400f-b4d4-dc13cfc22383,56,,"[11.0, 43.3]",3879649,0,,True,,,0.34268147,,Keeper Arm,,,"[29.5, 49.9]",,Low Pass,,19.642046,,,,Luca Paganini,23470.0,,,,,,1,Regular Play,Nicola Leali,32037.0,Goalkeeper,4,Frosinone,291,['5ba84166-f1b1-49fc-90ee-51376cbbaf6c'],42,,,,,,,,,,,,,,,,Frosinone,291,00:00:42.178,Pass,
,,,,,,,,,,,,,,,,2.989797,,,,,,,,,,,,,00027879-5682-41b8-bf0d-113d41a23e75,58,,"[29.9, 50.5]",3879649,0,,True,,,-1.2797828,,Right Foot,,,"[36.1, 29.8]",,Ground Pass,,21.608562,,,,Mirko Gori,20636.0,,,,,,1,Regular Play,Luca Paganini,23470.0,Right Midfield,4,Frosinone,291,['d07b0352-b597-4bc3-8968-4637d7ab68d8'],51,,,,,,,,,,,,,,,,Frosinone,291,00:00:51.807,Pass,
,,,,,,,,,,,,,,,,2.178466,,,,,,,,,,,,,401800ba-7802-4692-936d-9681b007a375,60,,"[37.1, 29.8]",3879649,0,,True,,,0.33407772,,Right Foot,,,"[78.3, 44.1]",,High Pass,,43.611122,,Incomplete,,Federico Dionisi,24235.0,,,,,,1,Regular Play,Mirko Gori,20636.0,Right Defensive Midfield,4,Frosinone,291,"['8343ab6c-30be-4854-a988-1b46ee12a177', 'cbe55bc9-0413-4c19-a53b-37a2961fadee']",54,,,,,,,,,,,,,,,,Frosinone,291,00:00:54.927,Pass,
,,,,,,,,,,,,,,,,2.189813,,,,,,,,,,,,,cbe55bc9-0413-4c19-a53b-37a2961fadee,63,,"[41.8, 36.0]",3879649,0,,True,,True,-0.99680334,,,,,"[50.4, 22.7]",,High Pass,,15.838244,,,,Ivaylo Chochev,40349.0,,,,,Recovery,1,Regular Play,Giancarlo González Castro,5584.0,Left Center Back,5,Palermo,2256,"['401800ba-7802-4692-936d-9681b007a375', '7ae62e8b-a3f9-49d3-8265-aaa7b597473f', '93bdc62b-91d5-4bec-b6d5-d600e9004a92']",57,,,,,,,,,,,,,,,,Palermo,2256,00:00:57.105,Pass,True
,,,,,,,,,,,,,,,,1.338101,,,,,,,,,,,,,b48557aa-4671-4ebe-afb6-309350787ccb,66,,"[50.2, 22.3]",3879649,0,,,,,-1.1150225,,Head,,,"[55.2, 12.1]",,Low Pass,,11.359577,,,,Aleksandar Trajkovski,30512.0,,,,,,1,Regular Play,Ivaylo Chochev,40349.0,Left Center Midfield,5,Palermo,2256,"['2df2e90c-ab13-4a74-ba3a-d7cdddf49731', '5833e2dc-128d-4a7c-a757-2c8018e00b36']",59,,,,,,,,,,,,,,,,Palermo,2256,00:00:59.567,Pass,True
,,,,,,,,,,,,,,,,2.931316,,,,,,,,,,,,,b8c308ba-864c-4958-9447-4eac3fa5950a,72,,"[52.8, 11.7]",3879649,1,,,,,2.1538374,,Left Foot,,,"[25.1, 53.7]",,High Pass,,50.311928,,,,Edoardo Goldaniga,8102.0,,True,,,Free Kick,1,From Free Kick,Achraf Lazaar,10032.0,Left Back,6,Palermo,2256,['9103ba2f-95a5-4659-af5a-a2c8f66b1534'],16,,,,,,,,,,,,,,,,Palermo,2256,00:01:16.359,Pass,
,,,,,,,,,,,,,,,,3.806677,,,,,,,,,,,,,167999c0-5534-47ff-be69-232e6a11f867,76,,"[32.1, 68.1]",3879649,1,,,,,-0.37253428,,Right Foot,,,"[82.0, 48.6]",,High Pass,,53.574806,,Incomplete,,Uroš Đurđević,23846.0,,,,,,1,From Free Kick,Edoardo Goldaniga,8102.0,Right Center Back,6,Palermo,2256,"['01a1aa85-7921-472a-9f12-757bde7f4fe9', '70465c71-20c4-494b-aa19-9cde78c340ab', 'ac7b740f-eae0-42e7-8378-605d034edc6d']",22,,,,,,,,,,,,,,,,Palermo,2256,00:01:22.580,Pass,True
,,,,,,,,,,,,,,,,0.353588,,,,,,,,,,,,,15118be2-45ca-447e-991b-58868d29fee1,84,,"[78.5, 37.6]",3879649,1,,,,,0.87605804,,Left Foot,,,"[84.0, 44.2]",,Low Pass,,8.591274,,,,Franco Damián Vázquez,6719.0,,,,,,1,From Free Kick,Ivaylo Chochev,40349.0,Left Center Midfield,6,Palermo,2256,"['0bae6165-6ff1-4655-92ec-569b10c794bb', '7e04098f-0eea-4ff7-97e0-67a93ba385de']",28,,,,,,,,,,,,,,,,Palermo,2256,00:01:28.685,Pass,True
,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,5490b176-d472-4cba-b229-f91c7815c2eb,88,,"[14.0, 58.2]",3879649,1,,,,,-2.7505445,,Left Foot,,,"[2.6, 53.5]",,Ground Pass,,12.330855,,,,Nicola Leali,32037.0,,,,,Recovery,1,Regular Play,Aleandro Rosi,7462.0,Right Back,7,Frosinone,291,['32c2a2a7-4825-4a0a-b548-36afddc4005f'],32,,,,,,,,,,,,,,,,Frosinone,291,00:01:32.495,Pass,
,,,,,,,,,,,,,,,,2.470958,,,,,,,,,,,,,81d2ab4f-81c3-4cb1-9ac7-71d91de67bd8,90,,"[3.0, 54.2]",3879649,1,,,,,0.089256376,,Right Foot,,,"[54.4, 58.8]",,High Pass,,51.605427,,Incomplete,,Daniel Ciofani,13613.0,,,,,,1,Regular Play,Nicola Leali,32037.0,Goalkeeper,7,Frosinone,291,"['1a42830f-02b8-48cc-98d9-e823d55893ef', 'b3dc4934-85a6-4556-bc4a-a29cf72752ce']",34,,,,,,,,,,,,,,,,Frosinone,291,00:01:34.055,Pass,
,,,,,,,,,,,,,,,,1.9721,,,,,,,,,,,,,d554cbc6-e481-4481-9b06-6a6d6b8c589b,93,,"[33.3, 35.9]",3879649,1,,,,,0.9729814,,Head,,,"[50.8, 61.6]",,High Pass,,31.092443,,,,Luca Paganini,23470.0,,,,,Recovery,1,Regular Play,Paolo Sammarco,23349.0,Left Defensive Midfield,7,Frosinone,291,['e3458edd-79ce-4472-b334-2abe6af0521c'],38,,,,,,,,,,,,,,,,Frosinone,291,00:01:38.328,Pass,
,,,,,,,,,,,,,,,,2.358356,,,,,,,,,,,,,1a199490-ab9c-46df-8119-92472e025c5d,95,,"[50.2, 60.6]",3879649,1,,,,,-0.8827902,,Head,,,"[65.9, 41.5]",,High Pass,,24.724482,,Incomplete,,Federico Dionisi,24235.0,,,,,,1,Regular Play,Luca Paganini,23470.0,Right Midfield,7,Frosinone,291,"['3a97e11e-231a-4891-a827-b3caad02c099', '5f58b4c2-70d3-4a7f-9092-d496ad147c65']",40,,,,,,,,,,,,,,,,Frosinone,291,00:01:40.300,Pass,
,,,,,,,,,,,,,,,,1.754278,,,,,,,,,,,,,3a97e11e-231a-4891-a827-b3caad02c099,97,,"[54.2, 38.6]",3879649,1,,,,,-0.9875181,,Head,,,"[63.9, 23.9]",,High Pass,,17.611927,,,,Ivaylo Chochev,40349.0,,,,,Recovery,1,Regular Play,Edoardo Goldaniga,8102.0,Right Center Back,8,Palermo,2256,"['1a199490-ab9c-46df-8119-92472e025c5d', 'edfbb133-d190-490d-9966-3db09f765c6d']",42,,,,,,,,,,,,,,,,Palermo,2256,00:01:42.658,Pass,
,,,,,,,,,,,,,,,,1.782741,,,,,,,,,,,,,78f3122e-47a3-4617-904e-bd50f2207537,100,,"[63.7, 24.5]",3879649,1,,,,True,-2.8295505,,,,,"[54.4, 21.5]",,Low Pass,,9.771898,,,,Achraf Lazaar,10032.0,,,,,,1,Regular Play,Ivaylo Chochev,40349.0,Left Center Midfield,8,Palermo,2256,"['050a1e7d-fcad-42b5-9d0c-84e60435172d', '52503ca3-80d4-4b39-a103-14f71f67f456']",44,,,,,,,,,,,,,,,,Palermo,2256,00:01:44.412,Pass,True
,,,,,,,,,,,,,,,,1.031313,,,,,,,,,,,,,c7b1f173-5d4c-49ab-86af-5274b47d841e,104,,"[53.0, 22.5]",3879649,1,,,,,1.3182421,,Right Foot,,,"[57.0, 38.0]",,Ground Pass,,16.00781,,,,Oscar Hiljemark,5605.0,,,,,,1,Regular Play,Achraf Lazaar,10032.0,Left Back,8,Palermo,2256,"['2440975d-23a2-43a6-b449-4c28f4ece158', '5363e4c2-2445-474f-9da6-0dccb69b62f3']",46,,,,,,,,,,,,,,,,Palermo,2256,00:01:46.799,Pass,True
,,,,,,,,,,,,,,,,1.740435,,,,,,,,,,,,,29259eaa-b660-4d1c-a9c5-36c4298de54d,106,,"[57.0, 38.4]",3879649,1,,,,,-2.7873788,,Right Foot,,,"[30.5, 28.6]",,Ground Pass,,28.254026,,,,Giancarlo González Castro,5584.0,,,,,,1,Regular Play,Oscar Hiljemark,5605.0,Right Center Midfield,8,Palermo,2256,['8bf15e3a-594f-48de-8db6-0f486115e21a'],47,,,,,,,,,,,,,,,,Palermo,2256,00:01:47.830,Pass,
,,,,,,,,,,,,,,,,3.248843,,,,,,,,,,,,,da4f44aa-ddb5-4b7f-a316-70900df2b7bf,109,,"[25.7, 27.6]",3879649,1,,,,,2.4095788,,Right Foot,,,"[5.0, 46.2]",,Ground Pass,,27.828941,,,,Stefano Sorrentino,7055.0,,,,,,1,Regular Play,Giancarlo González Castro,5584.0,Left Center Back,8,Palermo,2256,['cb5df080-0f9c-4c03-9c15-94febde0de8f'],50,,,,,,,,,,,,,,,,Palermo,2256,00:01:50.716,Pass,
,,,,,,,,,,,,,,,,2.993872,,,,,,,,,,,,,774042f3-22f5-4891-93b2-22fdc3755f0b,113,,"[13.3, 56.9]",3879649,1,,,,,-0.021735707,,Right Foot,,,"[68.5, 55.7]",,High Pass,,55.213043,,,,Franco Damián Vázquez,6719.0,,,,,,1,Regular Play,Stefano Sorrentino,7055.0,Goalkeeper,8,Palermo,2256,"['10bd0e28-ebcb-46b5-ae1f-c73d844cf0b6', 'ad203a1c-0142-4f79-9e7a-7100ca7174b1']",56,,,,,,,,,,,,,,,,Palermo,2256,00:01:56.910,Pass,True
,,,,,,,,,,,,,,,,1.37703,,,,,,,,,,,,,72400cfc-0011-4b52-9fec-169391719e3b,115,,"[67.5, 55.5]",3879649,1,,,,,0.3045109,,Head,,,"[81.5, 59.9]",,High Pass,,14.675149,,Incomplete,,Uroš Đurđević,23846.0,,,,,,1,Regular Play,Franco Damián Vázquez,6719.0,Right Attacking Midfield,8,Palermo,2256,"['b526115a-b512-463c-bd17-fa04a737e4f9', 'c9848081-24bb-4122-8dfb-fba442a571b8']",59,,,,,,,,,,,,,,,,Palermo,2256,00:01:59.904,Pass,
,,,,,,,,,,,,,,,,0.938739,,,,,,,,,,,,,b526115a-b512-463c-bd17-fa04a737e4f9,117,,"[38.6, 20.2]",3879649,2,,,,,0.27632728,,Right Foot,,,"[52.0, 24.0]",,Low Pass,,13.928389,,Incomplete,,Paolo Sammarco,23349.0,,,,,Recovery,1,Regular Play,Daniel Pavlovic,8661.0,Left Back,8,Palermo,2256,"['310960ea-0604-4a40-9c46-5cc361f95f96', '72400cfc-0011-4b52-9fec-169391719e3b', 'c6f7b442-c129-4fc4-9134-f9495ae63ace']",1,,,,,,,,,,,,,,,,Frosinone,291,00:02:01.281,Pass,
,,,,,,,,,,,,,,,,2.089021,,,,,,,,,,,,,075ae46b-9719-43d1-9942-e326bf966feb,125,,"[63.7, 45.0]",3879649,2,,,,,-1.5707964,,Right Foot,,,"[63.7, 14.1]",,Ground Pass,,30.9,,,,Achraf Lazaar,10032.0,,,,,,1,Regular Play,Oscar Hiljemark,5605.0,Right Center Midfield,8,Palermo,2256,['df74c094-82bb-4a20-a689-f47dc114dffe'],4,,,,,,,,,,,,,,,,Palermo,2256,00:02:04.997,Pass,
,,,,,,,,,,,,,,,,1.372218,,,,,,,,,,,,,d2b1b2a4-18e4-45ac-85e2-3ca91d3cd586,128,,"[67.9, 16.7]",3879649,2,,,,,-0.4199492,,Left Foot,,,"[89.4, 7.1]",,Ground Pass,,23.545912,,,,Aleksandar Trajkovski,30512.0,,,,,,1,Regular Play,Achraf Lazaar,10032.0,Left Back,8,Palermo,2256,['60273338-10fc-40d2-84a4-d1b53d7efb95'],8,,,,,,,,,,,,,,,,Palermo,2256,00:02:08.797,Pass,
,,,,,,,,,,,,,,,,1.260565,,,,,,,,,,,,,5089f130-8c30-47f9-8e46-ab471b312a73,131,,"[92.8, 6.3]",3879649,2,,,,,1.3127891,,Right Foot,,,"[96.6, 20.7]",,Ground Pass,,14.892951,True,Incomplete,,Ivaylo Chochev,40349.0,,,,,,1,Regular Play,Aleksandar Trajkovski,30512.0,Left Attacking Midfield,8,Palermo,2256,"['86a27132-b1c7-4bb3-861d-cb9c23d06a59', 'efb99e11-35d9-4c95-8bf0-feae31731722']",11,,,,,,,,,,,,,,,,Palermo,2256,00:02:11.884,Pass,
,,,,,,,,,,,,,,,,1.0231,,,,,,,,,,,,,f5d3207e-a787-4d84-9655-aa281ce2ae14,136,,"[22.5, 52.9]",3879649,2,,,,,2.130126,,Left Foot,,,"[14.8, 65.2]",,Ground Pass,,14.511374,,,,Aleandro Rosi,7462.0,,,,,,1,Regular Play,Mirko Gori,20636.0,Right Defensive Midfield,9,Frosinone,291,['adcafed7-4ace-452e-af1d-a08c5de1fda6'],17,,,,,,,,,,,,,,,,Frosinone,291,00:02:17.045,Pass,
,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,e22437e5-d499-4d56-bbdd-ab3e31c5c463,143,,"[16.1, 80.0]",3879649,2,,True,,,-0.82537687,,,,,"[25.7, 69.6]",,Low Pass,,14.153445,,,,Mirko Gori,20636.0,,,,,Throw-in,1,From Throw In,Aleandro Rosi,7462.0,Right Back,10,Frosinone,291,['f46651bf-d088-4ab0-9cae-c307755b1c64'],28,,,,,,,,,,,,,,,,Frosinone,291,00:02:28.431,Pass,
,,,,,,,,,,,,,,,,2.13173,,,,,,,,,,,,,a89daf23-89f3-4462-8d62-7f45588efdde,145,,"[25.3, 67.0]",3879649,2,,,,,0.17847276,,Right Foot,,,"[50.8, 71.6]",,High Pass,,25.911581,,Incomplete,,,,,,,,,1,From Throw In,Mirko Gori,20636.0,Right Defensive Midfield,10,Frosinone,291,['c4aaefec-55ae-49b4-a315-680ed743ed9c'],30,,,,,,,,,,,,,,,,Frosinone,291,00:02:30.115,Pass,
,,,,,,,,,,,,,,,,3.016539,,,,,,,,,,,,,3ad91840-e5d8-48c6-bbf2-faaed6628eeb,148,,"[62.1, 5.1]",3879649,2,,,,,1.1732289,,Right Foot,,,"[73.9, 33.2]",,High Pass,,30.477041,,Incomplete,,Oscar Hiljemark,5605.0,,,,,,1,Regular Play,Achraf Lazaar,10032.0,Left Back,11,Palermo,2256,"['3fd0c5dd-0e97-481e-982a-2dce541a6ef2', 'b99bb53b-c67b-427f-8dc6-cb315f97f70d']",33,,,,,,,,,,,,,,,,Palermo,2256,00:02:33.459,Pass,
