50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.586202,,,,,,,,,,,,,91b4bfe9-ef54-4c70-a811-a63c4205bdd0,17,,,"[38.8, 78.4]",3879696,0,,,,-2.1817274,,Right Foot,,,,"[15.9, 45.7]",,High Pass,,39.921173,,,,,Kamil Glik,3034.0,,,,,,,1,From Kick Off,Davide Zappacosta,3660.0,Right Wing Back,2,Torino,241,['872b887c-8ea9-4964-aa3e-5d615cbb6f27'],7,,,,,,,,,,,,,,,,,Torino,241,00:00:07.615,Pass,
,,,,,,,,,,,,,,,,,,2.234318,,,,,,,,,,,,,cd745edc-fc62-4812-9f12-03747ce09ee2,20,,,"[14.9, 40.9]",3879696,0,,,,-1.6118691,,Right Foot,,,,"[13.7, 11.7]",,Ground Pass,,29.224648,,,,,Emiliano Moretti,7476.0,,,,,,,1,From Kick Off,Kamil Glik,3034.0,Center Back,2,Torino,241,['49ae4c73-1556-4687-b611-4b2f0b5c7554'],11,,,,,,,,,,,,,,,,,Torino,241,00:00:11.401,Pass,
,,,,,,,,,,,,,,,,,,1.137109,,,,,,,,,,,,,88add5e3-1d62-470d-912d-66d148e98494,24,,,"[14.7, 13.5]",3879696,0,,,,-0.83988965,,Left Foot,,,,"[22.5, 4.8]",,Ground Pass,,11.684606,,,,,Gastón Alexis Silva Perdomo,28289.0,,,,,,,1,From Kick Off,Emiliano Moretti,7476.0,Left Center Back,2,Torino,241,"['2d99c379-bde6-4c0b-8d21-7c3e340d9a56', '478b5707-5ae2-4b65-8f07-3c44ed26db97']",13,,,,,,,,,,,,,,,,,Torino,241,00:00:13.860,Pass,True
,,,,,,,,,,,,,,,,,,2.327273,,,,,,,,,,,,,4959677c-f343-4ac5-9cd6-645da818c668,27,,,"[23.1, 5.3]",3879696,0,,,,2.252194,,Left Foot,,,,"[9.8, 21.7]",,Ground Pass,,21.11516,,,,,Emiliano Moretti,7476.0,,,,,,,1,From Kick Off,Gastón Alexis Silva Perdomo,28289.0,Left Wing Back,2,Torino,241,['54b85ab1-0255-4743-a09a-d80a5b26c303'],16,,,,,,,,,,,,,,,,,Torino,241,00:00:16.433,Pass,
,,,,,,,,,,,,,,,,,,1.159652,,,,,,,,,,,,,8bcdf6ee-1670-404e-916d-f0a2addb4c86,29,,,"[9.8, 21.7]",3879696,0,,,,1.950211,,Left Foot,,,,"[3.5, 37.5]",,Ground Pass,,17.009703,,,,,Salvador Ichazo Fernández,22271.0,,,,,,,1,From Kick Off,Emiliano Moretti,7476.0,Left Center Back,2,Torino,241,['c73f08f6-823f-4a8d-86f4-651cd86f2805'],18,,,,,,,,,,,,,,,,,Torino,241,00:00:18.760,Pass,
,,,,,,,,,,,,,,,,,,2.714397,,,,,,,,,,,,,2f5ff137-12c8-44ed-b40c-39402f3f61e8,33,,,"[3.7, 38.1]",3879696,0,,,,-0.36717382,,Left Foot,,,,"[42.7, 23.1]",,High Pass,,41.785164,,,Incomplete,,Marco Benassi,7149.0,,,,,,,1,From Kick Off,Salvador Ichazo Fernández,22271.0,Goalkeeper,2,Torino,241,"['1b919845-a952-4986-9374-a615a185962a', '320db7fc-0e6a-41f8-8ac3-5ec4422368a4', 'ba1ea8e8-e4e5-4ef1-be28-08157f1b7395']",20,,,,,,,,,,,,,,,,,Torino,241,00:00:20.040,Pass,True
,,,,,,,,,,,,,,,,,,0.755844,,,,,,,,,,,,,1b919845-a952-4986-9374-a615a185962a,36,,,"[77.4, 57.0]",3879696,0,,,True,-1.1349194,,,,,,"[80.8, 49.7]",,Low Pass,,8.05295,,,,,Francesco Magnanelli,7127.0,,,,,,Recovery,1,Regular Play,Šime Vrsaljko,5461.0,Right Back,3,Sassuolo,232,"['1d456a60-e51c-4e51-94f6-4c57d89bc16c', '2f5ff137-12c8-44ed-b40c-39402f3f61e8', '882b3dd9-9525-42b5-aaa0-1f32c6bdf2c3']",22,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:22.754,Pass,True
,,,,,,,,,,,,,,,,,,1.798311,,,,,,,,,,,,,fd9b1c27-3e06-43c6-a879-c6485aa7b2d2,38,,,"[80.8, 49.7]",3879696,0,,,,0.02438541,,Head,,,,"[84.9, 49.8]",,High Pass,,4.101219,,,Incomplete,,,,,,,,,,1,Regular Play,Francesco Magnanelli,7127.0,Center Defensive Midfield,3,Sassuolo,232,['fbdfd2d9-d043-4361-95f5-dcd77c2db3dd'],23,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:23.510,Pass,
,,,,,,,,,,,,,,,,,,2.294409,,,,,,,,,,,,,fbdfd2d9-d043-4361-95f5-dcd77c2db3dd,39,,,"[35.2, 30.3]",3879696,0,,,,-0.826471,,Right Foot,,,,"[45.7, 18.9]",,High Pass,,15.49871,,,Incomplete,,Marco Benassi,7149.0,,,,,,Recovery,1,Regular Play,Alessandro Gazzi,40351.0,Center Defensive Midfield,3,Sassuolo,232,"['55cc0fd8-5089-4d97-a331-1f7976e193e1', 'c17a0dea-c26d-48e9-8502-bbeabeecff59', 'fd9b1c27-3e06-43c6-a879-c6485aa7b2d2']",25,,,,,,,,,,,,,,,,,Torino,241,00:00:25.308,Pass,
,,,,,,,,,,,,,,,,,,1.254599,,,,,,,,,,,,,55cc0fd8-5089-4d97-a331-1f7976e193e1,42,,,"[74.4, 61.2]",3879696,0,,,True,-0.24244702,,,,,,"[83.7, 58.9]",,High Pass,,9.580188,,,,,Domenico Berardi,7131.0,,,,,,Recovery,1,Regular Play,Šime Vrsaljko,5461.0,Right Back,3,Sassuolo,232,"['07aed1bc-d9aa-4b06-9dcd-509fb02e31a8', 'f3c9b559-8cde-4b6d-bfee-d2d95b96c1cb', 'fbdfd2d9-d043-4361-95f5-dcd77c2db3dd']",27,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:27.603,Pass,True
,,,,,,,,,,,,,,,,,,0.964514,,,,,,,,,,,,,8e040dc0-4522-4708-bbdf-eb01f6f7ec29,44,,,"[83.9, 59.2]",3879696,0,,,,-2.919943,,Head,,,,"[76.8, 57.6]",,Low Pass,,7.278049,,,,,Francesco Magnanelli,7127.0,,,,,,,1,Regular Play,Domenico Berardi,7131.0,Right Wing,3,Sassuolo,232,['2f08ea90-0a1a-4240-9a72-d54bfb275618'],28,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:28.885,Pass,
,,,,,,,,,,,,,,,,,,1.898266,,,,,,,,,,,,,cddfd804-3f55-487f-a266-5428fb3dd2b4,49,,,"[76.8, 57.5]",3879696,0,,,,0.8136392,,Right Foot,,,,"[85.4, 66.6]",,Ground Pass,,12.520782,,,Incomplete,,Davide Biondini,10030.0,,,,,,,1,Regular Play,Francesco Magnanelli,7127.0,Center Defensive Midfield,3,Sassuolo,232,"['28d6703b-194e-401a-a48b-5ee7ad7c2e03', '4e4c411f-b63f-4a43-b47c-14126a7089bc', 'fdbf739c-ae63-4b3f-ab95-03fe64a4993b']",30,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:30.576,Pass,True
,,,,,,,,,,,,,,,,,,0.578022,,,,,,,,,,,,,28d6703b-194e-401a-a48b-5ee7ad7c2e03,52,,,"[34.7, 13.5]",3879696,0,,,,1.1948354,,Right Foot,,,,"[36.2, 17.3]",,Ground Pass,,4.0853395,,,,,Marco Benassi,7149.0,,,,,,Recovery,1,Regular Play,Gastón Alexis Silva Perdomo,28289.0,Left Wing Back,4,Torino,241,"['07e44b46-099b-4a34-8db0-233be3141632', 'cddfd804-3f55-487f-a266-5428fb3dd2b4', 'db849062-88db-4742-8092-e79d81a9852a']",32,,,,,,,,,,,,,,,,,Torino,241,00:00:32.474,Pass,True
,,,,,,,,,,,,,,,,,,0.98699,,,,,,,,,,,,,2b149c65-b516-40d1-bbcb-ad17d8d811d7,56,,,"[37.1, 18.9]",3879696,0,,,,3.1312838,,Right Foot,,,,"[27.4, 19.0]",,Ground Pass,,9.700516,,,,,Emiliano Moretti,7476.0,,,,,,,1,Regular Play,Marco Benassi,7149.0,Left Center Midfield,4,Torino,241,"['457973f6-2cd4-4d92-9d5b-b7e48b14f1f2', 'cbb5b47e-000f-4603-971d-a1cccf6390ea']",33,,,,,,,,,,,,,,,,,Torino,241,00:00:33.132,Pass,True
,,,,,,,,,,,,,,,,,,0.0909,,,,,,,,,,,,,5ab9cc45-f6a5-4624-8a7a-3442037d681d,59,,,"[27.4, 19.0]",3879696,0,,,,-0.039978687,,Left Foot,,,,"[29.9, 18.9]",,Low Pass,,2.5019991,,,Incomplete,,,,,,,,,,1,Regular Play,Emiliano Moretti,7476.0,Left Center Back,4,Torino,241,['64462df4-f278-4f04-8097-8bbdebe3688c'],34,,,,,,,,,,,,,,,,,Torino,241,00:00:34.127,Pass,
,,,,,,,,,,,,,,,,,,0.649015,,,,,,,,,,,,,55e43348-9a1f-4ec7-8437-a612232ee8fc,61,,,"[68.5, 62.4]",3879696,0,,,,0.6017758,,Right Foot,,,,"[76.8, 68.1]",,Low Pass,,10.068764,,,,,Davide Biondini,10030.0,,,,,,Recovery,1,Regular Play,Paolo Cannavaro,8848.0,Right Center Back,5,Sassuolo,232,['54a774ba-b25d-414a-9ae8-4187cf6cad44'],35,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:35.604,Pass,
,,,,,,,,,,,,,,,,,,2.639728,,,,,,,,,,,,,9002722c-0b06-4f2e-a26f-75752782c17b,70,,,"[75.5, 75.9]",3879696,0,,,,-0.09477227,,Right Foot,,,,"[101.8, 73.4]",,High Pass,,26.418554,,,,,Gregoire Defrel,7457.0,,,,,,,1,Regular Play,Davide Biondini,10030.0,Right Center Midfield,5,Sassuolo,232,['da03c9c1-548e-47ea-9f97-f9a1c2667a96'],39,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:39.486,Pass,
,,,,,,,,,,,,,,,,,,1.586146,,,,,,,,,,,,,2a325bf2-1c6c-45d4-b631-ac86f8d93491,75,,,"[17.2, 6.7]",3879696,0,,,True,-0.49782234,,,,,,"[21.8, 4.2]",,High Pass,,5.235456,,,,,Gastón Alexis Silva Perdomo,28289.0,,,,,,Recovery,1,From Counter,Kamil Glik,3034.0,Center Back,6,Torino,241,"['212a5690-4611-4115-95c0-7e9dfa4d68b5', '67e2bb1b-2e98-4f13-8cae-5337c72f088e']",42,,,,,,,,,,,,,,,,,Torino,241,00:00:42.878,Pass,True
,,,,,,,,,,,,,,,,,,3.475636,,,,,,,,,,,,,2cf5da0a-4f62-486e-a041-c22416b65da7,78,,,"[21.5, 4.8]",3879696,0,,,,0.6202495,,Left Foot,,,,"[49.5, 24.8]",,High Pass,,34.4093,,,,,Ciro Immobile,7788.0,,,,,,,1,From Counter,Gastón Alexis Silva Perdomo,28289.0,Left Wing Back,6,Torino,241,['1c5786c8-8ef9-41db-8b5d-447a04e20d56'],44,,,,,,,,,,,,,,,,,Torino,241,00:00:44.830,Pass,
,,,,,,,,,,,,,,,,,,1.660766,,,,,,,,,,,,,64f83de7-bc0d-444f-aad5-dcaec2eb9a79,87,,,"[68.9, 55.2]",3879696,0,,,,-2.1836166,,Right Foot,,,,"[55.4, 36.0]",,Low Pass,,23.471046,,,,,Federico Peluso,7118.0,,,,,,,1,Regular Play,Francesco Magnanelli,7127.0,Center Defensive Midfield,7,Sassuolo,232,['3290d3de-474f-4ae4-8747-f45990e2e6f5'],50,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:50.677,Pass,
,,,,,,,,,,,,,,,,,,1.242709,,,,,,,,,,,,,6cd6ea61-ae7d-4ad2-a1b4-498bfc478cec,90,,,"[62.4, 26.8]",3879696,0,,,,-1.0832012,,Left Foot,,,,"[72.9, 7.0]",,Ground Pass,,22.411827,,,,,Nicola Sansone,6859.0,,,,,,,1,Regular Play,Federico Peluso,7118.0,Left Back,7,Sassuolo,232,['2a0fc6af-46e6-4adb-a2fe-c41b2ea77e9e'],55,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:55.407,Pass,
,,,,,,,,,,,,,,,,,,2.512986,,,,,,,,,,,,,da67784b-bd94-4023-8490-95fee3359d29,94,,,"[69.0, 7.8]",3879696,0,,,,2.282073,,Right Foot,,,,"[50.3, 29.5]",,Ground Pass,,28.645767,,,,,Francesco Acerbi,7119.0,,,,,,,1,Regular Play,Nicola Sansone,6859.0,Left Wing,7,Sassuolo,232,['4e0c88aa-0c99-469a-9c12-dd61dede3d4c'],57,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:57.699,Pass,
,,,,,,,,,,,,,,,,,,1.341095,,,,,,,,,,,,,1be693e0-e3ff-4ebb-8f46-e8283c22d3f4,96,,,"[50.3, 29.5]",3879696,1,,,,1.6159633,,Left Foot,,,,"[49.5, 47.2]",,Ground Pass,,17.71807,,,,,Paolo Cannavaro,8848.0,,,,,,,1,Regular Play,Francesco Acerbi,7119.0,Left Center Back,7,Sassuolo,232,['1f1b12ab-4537-40e7-a41e-baea7b129eaa'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:00.212,Pass,
,,,,,,,,,,,,,,,,,,1.298837,,,,,,,,,,,,,10317626-aea4-49aa-97c1-54af0f01254a,99,,,"[55.4, 52.1]",3879696,1,,,,1.1436493,,Left Foot,,,,"[62.0, 66.6]",,Ground Pass,,15.931416,,,,,Davide Biondini,10030.0,,,,,,,1,Regular Play,Paolo Cannavaro,8848.0,Right Center Back,7,Sassuolo,232,['cefde4bc-7b8e-4b32-b3e9-d15f4bc95f27'],3,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:03.740,Pass,
,,,,,,,,,,,,,,,,,,1.20276,,,,,,,,,,,,,e1f6b017-89b9-463e-ad40-1f93cabc5aa4,102,,,"[62.0, 66.6]",3879696,1,,,,0.54141253,,Right Foot,,,,"[76.8, 75.5]",,Ground Pass,,17.269917,,,,,Šime Vrsaljko,5461.0,,,,,,,1,Regular Play,Davide Biondini,10030.0,Right Center Midfield,7,Sassuolo,232,['9d245aaf-2ede-4f47-99c2-b7493aaaa077'],6,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:06.096,Pass,
,,,,,,,,,,,,,,,,,,4.668998,,,,,,,,,,,,,e025f809-f005-426b-840a-0647b9739343,106,,,"[77.4, 75.7]",3879696,1,,,,-2.922334,,Right Foot,,,,"[41.5, 67.7]",,Ground Pass,,36.780567,,,,,Davide Biondini,10030.0,,,,,,,1,Regular Play,Šime Vrsaljko,5461.0,Right Back,7,Sassuolo,232,"['763f0eb9-fcf3-45c7-869f-5292a4877578', 'e95ea04f-4e3f-4abe-9c29-4e6fb0c37220']",8,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:08.801,Pass,True
,,,,,,,,,,,,,,,,,,3.297424,,,,,,,,,,,,,45e0c49a-9a8f-47e6-bea5-fe83dbef5493,109,,,"[41.5, 67.7]",3879696,1,,,,-1.4502497,,Left Foot,,,,"[46.2, 28.9]",,Ground Pass,,39.08363,,,,,Francesco Acerbi,7119.0,,,,,,,1,Regular Play,Davide Biondini,10030.0,Right Center Midfield,7,Sassuolo,232,['2bd0b6b8-7db1-4ec4-afdd-dc9218a4f546'],13,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:13.510,Pass,
,,,,,,,,,,,,,,,,,,1.77669,,,,,,,,,,,,,fe6eb59e-35bf-4be2-b822-8964a45f7521,112,,,"[49.8, 24.0]",3879696,1,,,,-1.0375335,,Left Foot,,,,"[63.2, 1.3]",,Ground Pass,,26.360008,,,,,Federico Peluso,7118.0,,,,,,,1,Regular Play,Francesco Acerbi,7119.0,Left Center Back,7,Sassuolo,232,['a8f040c3-654a-4b00-8e0a-ab9f15e82994'],18,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:18.518,Pass,
,,,,,,,,,,,,,,,,,,0.906151,,,,,,,,,,,,,2ec7e40c-15d5-4f30-94f2-87125092670f,114,,,"[63.2, 1.3]",3879696,1,,,,0.88565266,,Left Foot,,,,"[70.8, 10.6]",,Ground Pass,,12.010412,,,,,Joseph Alfred Duncan,7698.0,,,,,,,1,Regular Play,Federico Peluso,7118.0,Left Back,7,Sassuolo,232,['1a595bac-f462-4553-a409-fec70fd3d3b2'],20,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:20.295,Pass,
,,,,,,,,,,,,,,,,,,3.429299,,,,,,,,,,,,,4c8e8b76-b2d3-4e12-98c4-5e1f2044027e,117,,,"[77.6, 11.2]",3879696,1,,,,0.36125273,,Left Foot,,,,"[117.3, 26.2]",,Ground Pass,,42.43925,,,Incomplete,,Nicola Sansone,6859.0,,,,,,,1,Regular Play,Joseph Alfred Duncan,7698.0,Left Center Midfield,7,Sassuolo,232,"['4ff75019-5bcc-4089-a390-2b0e6834ee94', 'd738f95e-1077-42d1-8312-c75aa9c1e079']",22,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:22.858,Pass,
,,,,,,,,,,,,,,,,,,2.821885,,,,,,,,,,,,,00af27bf-a818-430f-bb36-5c8e7b79b35d,121,,,"[14.2, 35.4]",3879696,1,,,,-0.19471255,,Left Foot,,,,"[64.4, 25.5]",,High Pass,,51.166885,,,Incomplete,,Andrea Belotti,7471.0,,,,,,,1,Regular Play,Salvador Ichazo Fernández,22271.0,Goalkeeper,7,Sassuolo,232,"['6d7eb08f-c749-4934-a4a7-0d25c8ec56c2', 'a198d1eb-a8f8-42e4-979b-4b430d4a0c44']",38,,,,,,,,,,,,,,,,,Torino,241,00:01:38.472,Pass,
