ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,eb3069dd-a11e-4381-a8db-d9972f0eaed8,1,,,3879547,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40529, 'name': 'Morgan De Sanctis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 15818, 'name': 'Gervais Lombe Yao Kouassi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4d3acedd-afe4-42b6-bfb0-fc0e12a99cf7,2,,,3879547,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 57655, 'name': 'Željko Brkić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 21}, {'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 34}, {'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 28442, 'name': 'Matteo Fedele'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 58}, {'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Carpi,1683,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,afad035c-1d4a-47e8-a9d2-a8b618d54506,3,,,3879547,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['329f865f-df03-42dc-85f7-0bbd08f4f264'],0,,,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,329f865f-df03-42dc-85f7-0bbd08f4f264,4,,,3879547,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['afad035c-1d4a-47e8-a9d2-a8b618d54506'],0,,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ae24f05d-a5d5-494e-9652-4f8dfb727db4,1856,,,3879547,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,84,AS Roma,229,['4b9ba6ad-cd72-4c4f-9981-818ac356c9b0'],0,,,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4b9ba6ad-cd72-4c4f-9981-818ac356c9b0,1857,,,3879547,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,84,AS Roma,229,['ae24f05d-a5d5-494e-9652-4f8dfb727db4'],0,,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.447228,,,,,,,,,,,,,,,e3ea2f82-92b4-429a-b01f-68d22b551371,5,,"[61.0, 40.1]",3879547,0,True,,,2.411693,,Right Foot,,,,"[59.1, 41.8]",,Ground Pass,,2.5495098,,,,,Ryder Matos Santos,7696.0,,,,,Kick Off,1,From Kick Off,Marco Borriello,8871.0,Center Forward,2,Carpi,1683,['696651e4-e71c-44b0-9100-b602d7a6283f'],1,,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:01.195,Pass,
,,,,,,,,,,,,,,,,2.42961,,,,,,,,,,,,,,,2b40b500-7ac0-4cb8-bda1-3771969d3367,7,,"[58.4, 41.6]",3879547,0,,,,2.5829933,,Right Foot,,,,"[33.6, 57.1]",,Ground Pass,,29.245342,,,,,Cristian Zaccardo,387300.0,,,,,,1,From Kick Off,Ryder Matos Santos,7696.0,Center Attacking Midfield,2,Carpi,1683,['0472057b-535a-4c6d-b822-4d3f11c4fd27'],1,,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:01.784,Pass,
,,,,,,,,,,,,,,,,1.409775,,,,,,,,,,,,,,,792beb5c-111a-4db8-9c9b-b964a3590b0a,9,,"[31.9, 59.0]",3879547,0,,,,-1.9785811,,Right Foot,,,,"[26.5, 46.5]",,Ground Pass,,13.616534,,,,,Simone Romagnoli,7172.0,,,,,,1,From Kick Off,Cristian Zaccardo,387300.0,Right Center Back,2,Carpi,1683,['ee3fa819-d332-4924-a459-ae973d57469b'],4,,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:04.213,Pass,
,,,,,,,,,,,,,,,,1.272232,,,,,,,,,,,,,,,50dd017f-5fb1-47b8-95cb-9c220108f08b,12,,"[25.7, 46.0]",3879547,0,,,,1.4193337,,Right Foot,,,,"[28.6, 65.0]",,Ground Pass,,19.220041,,,,,Cristian Zaccardo,387300.0,,,,,,1,From Kick Off,Simone Romagnoli,7172.0,Center Back,2,Carpi,1683,['356b235a-fce6-4f4d-a9d5-c84b84fa4059'],6,,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:06.123,Pass,
