50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,389f6869-54dd-42d5-b190-4e4f163dd410,1,,,,3879572,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b23d68b3-d0b5-44ec-bec8-081e9c6b36bd,2,,,,3879572,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 5663, 'name': 'Jakub Błaszczykowski'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 28}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,37d4b45a-e549-454e-91c5-a21a606740a8,3,,,,3879572,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['c946f257-6a47-42fa-b60a-c33ee4bd6824'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c946f257-6a47-42fa-b60a-c33ee4bd6824,4,,,,3879572,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['37d4b45a-e549-454e-91c5-a21a606740a8'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0a8262e3-80de-4739-bc04-8a8c79e30354,2002,,,,3879572,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,100,Napoli,227,['42ce9496-a3ed-4f3f-aba8-d6abbabc0972'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,42ce9496-a3ed-4f3f-aba8-d6abbabc0972,2003,,,,3879572,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,100,Napoli,227,['0a8262e3-80de-4739-bc04-8a8c79e30354'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.937523,,,,,,,,,,,,,3ac1c503-a85b-4d4b-88af-3cec113e318c,5,,,"[61.0, 40.1]",3879572,0,,True,,,2.752805,,Right Foot,,"[52.7, 43.5]",,Ground Pass,,8.969393,,,,Milan Badelj,6305.0,,,,,,Kick Off,1,From Kick Off,Federico Bernardeschi,7777.0,Right Attacking Midfield,2,Fiorentina,239,['b545b480-20b2-41fd-8ca5-1cb4dcfe254d'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.634,Pass,
,,,,,,,,,,,,,,,,,,1.616694,,,,,,,,,,,,,67b85ccd-ea25-4728-a55d-8a8da255de34,8,,,"[45.8, 46.4]",3879572,0,,,,,-1.949496,,Left Foot,,"[38.2, 27.3]",,Ground Pass,,20.556507,,,,Davide Astori,8275.0,,,,,,,1,From Kick Off,Milan Badelj,6305.0,Right Defensive Midfield,2,Fiorentina,239,"['2cae80c5-9c64-4637-8d0c-b5de20540b7a', '99d90a80-e199-4c95-b637-14ff4b70e2cf']",2,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:02.772,Pass,True
,,,,,,,,,,,,,,,,,,1.004638,,,,,,,,,,,,,e70e959b-156e-411b-a7f0-de3a139a1b10,11,,,"[46.3, 27.6]",3879572,0,,,,,-0.2217045,,Left Foot,,"[70.7, 22.1]",,Ground Pass,,25.012197,,,,Borja Valero Iglesias,6997.0,,,,,,,1,From Kick Off,Davide Astori,8275.0,Left Center Back,2,Fiorentina,239,['7bbc667d-8121-42cf-a5e5-f8f91f527d0c'],6,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:06.129,Pass,
,,,,,,,,,,,,,,,,,,1.928642,,,,,,,,,,,,,45cd7cca-8e2e-4c06-968d-5a303c7518fc,14,,,"[70.7, 22.1]",3879572,0,,,,,-1.6506263,,Right Foot,,"[69.5, 7.1]",,Ground Pass,,15.047923,,,,Marcos Alonso Mendoza,3964.0,,,,,,,1,From Kick Off,Borja Valero Iglesias,6997.0,Left Attacking Midfield,2,Fiorentina,239,['f3357c5c-70cf-44a2-8d2a-b0bb67f66e98'],7,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:07.280,Pass,
