50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9ba143e6-4f88-417a-bda5-d76da80def93,1,,,3879853,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 87}, {'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Lazio,236,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,543ecdc9-77b6-4afc-b2eb-f5be2d965483,2,,,3879853,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 33}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 55}, {'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 77}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 44}, {'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0a80e423-cdf1-42d2-b29b-57c773eba9fa,3,,,3879853,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,['cb1a9120-ac53-492f-b8ea-13ba561fb297'],0,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,cb1a9120-ac53-492f-b8ea-13ba561fb297,4,,,3879853,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,['0a80e423-cdf1-42d2-b29b-57c773eba9fa'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,24e5bfa9-d564-427d-bcb6-018726599cc9,2062,,,3879853,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Lazio,236,['3ff7b5ae-c428-4d91-8449-dccc0e3b6d03'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3ff7b5ae-c428-4d91-8449-dccc0e3b6d03,2063,,,3879853,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Lazio,236,['24e5bfa9-d564-427d-bcb6-018726599cc9'],0,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.239491,,,,,,,,,,,,,,,fe2ec112-4ca2-421f-b2ff-37aaf4da973a,5,,"[61.0, 40.1]",3879853,0,,,,1.9018924,,Right Foot,,,,"[59.9, 43.3]",,Ground Pass,,3.3837848,,,,,Stevan Jovetić,3434.0,,,,,Kick Off,1,From Kick Off,Mauro Emanuel Icardi Rivero,6987.0,Left Center Forward,2,Inter Milan,238,['63872221-e110-44de-ad8f-3665f0af9ce2'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.245,Pass,
,,,,,,,,,,,,,,,,,,0.868989,,,,,,,,,,,,,,,0d8131f5-0552-412a-9e9c-aed752f7a1cc,8,,"[60.1, 43.3]",3879853,0,,,,3.1415927,,Right Foot,,,,"[50.4, 43.3]",,Ground Pass,,9.7,,,,,Gary Alexis Medel Soto,16453.0,,,,,,1,From Kick Off,Stevan Jovetić,3434.0,Right Center Forward,2,Inter Milan,238,['177dd28b-463f-4ff4-9b6e-7539a24d7795'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.564,Pass,
,,,,,,,,,,,,,,,,,,1.98768,,,,,,,,,,,,,,,7f1c0709-d061-414c-97f6-e5f3aac0e17b,11,,"[51.1, 39.3]",3879853,0,,,,-1.453001,,Right Foot,,,,"[55.1, 5.5]",,Ground Pass,,34.035862,,,,,Ivan Perišić,5474.0,,,,,,1,From Kick Off,Gary Alexis Medel Soto,16453.0,Left Defensive Midfield,2,Inter Milan,238,['e9c88fe7-5988-42b9-a4c7-2f52ec22f881'],2,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:02.504,Pass,
,,,,,,,,,,,,,,,,,,1.158285,,,,,,,,,,,,,,,e002ce9e-2bf1-44e2-83b7-85a359426bce,15,,"[55.5, 5.9]",3879853,0,,,,-3.1110678,,Left Foot,,,,"[42.4, 5.5]",,Ground Pass,,13.106106,,,,,Yuto Nagatomo,5690.0,,,,,,1,From Kick Off,Ivan Perišić,5474.0,Left Midfield,2,Inter Milan,238,"['9559214e-2d25-44a1-8d21-c64f7d180ead', 'e6e4f3bb-a6c2-469f-92e4-d42a6838b524']",6,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:06.591,Pass,True
,,,,,,,,,,,,,,,,,,1.55858,,,,,,,,,,,,,,,3118112c-382e-4baa-8981-a56118067696,19,,"[41.3, 9.5]",3879853,0,,,,2.6401722,,Right Foot,,,,"[27.8, 16.9]",,Ground Pass,,15.395129,,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,From Kick Off,Yuto Nagatomo,5690.0,Left Back,2,Inter Milan,238,"['53ba6bd3-7f33-44a0-af0d-16425114319f', 'eac9c497-2d6c-4d20-a4dd-e07ad2012542']",8,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:08.276,Pass,True
