bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.406987,,,,,,,,,,,,d66398bd-ab84-4d37-bbd1-060136bcef63,17,,"[114.7, 74.1]",3879714,0,,,,,-1.4410938,,Right Foot,True,,,"[118.3, 46.5]",,Low Pass,,27.833792,,Incomplete,,,,,,,,,,1,From Kick Off,José María Callejón Bueno,7029.0,Right Wing,2,Napoli,227,['73b1b175-4984-402f-b8b0-84623066174d'],7,,,,,,,,,,,,,,,,,,,Napoli,227,00:00:07.368,Pass,
,,,,,,,,,,,,,,,,,4.005441,,,,,,,,,,,,e7c724bb-a886-4686-85e2-abaad027b782,20,,"[10.7, 36.4]",3879714,0,,,,,0.6972434,,Right Foot,,,,"[53.8, 72.5]",,High Pass,,56.22117,,,,Manuel Pucciarelli,7054.0,,,,,,,1,From Kick Off,Łukasz Skorupski,11508.0,Goalkeeper,2,Napoli,227,['ebff9618-dbdc-43f0-9193-67a73194dfaf'],22,,,,,,,,,,,,,,,,,,,Empoli,290,00:00:22.251,Pass,
,,,,,,,,,,,,,,,,,1.699722,,,,,,,,,,,,a4bdf992-0d9c-4719-afcb-43fd08a7f6e3,24,,"[65.7, 0.1]",3879714,0,,,,,2.7371976,,,,,,"[41.4, 10.5]",,Low Pass,,26.431988,,,,Kalidou Koulibaly,5675.0,,,,,,Throw-in,1,From Throw In,Faouzi Ghoulam,8876.0,Left Back,3,Napoli,227,['e663998f-c0d5-4d54-91a5-7ba046c2d46e'],32,,,,,,,,,,,,,,,,,,,Napoli,227,00:00:32.902,Pass,
,,,,,,,,,,,,,,,,,1.854618,,,,,,,,,,,,05bb35a4-1e27-4b41-8daa-35c36c21067b,27,,"[33.8, 14.1]",3879714,0,,,,,2.4775465,,Right Foot,,,,"[10.8, 32.1]",,Ground Pass,,29.206163,,,,José Manuel Reina Páez,7028.0,,,,,,,1,From Throw In,Kalidou Koulibaly,5675.0,Left Center Back,3,Napoli,227,['7de1218a-c20b-4ad6-827f-4e77ef74bd27'],35,,,,,,,,,,,,,,,,,,,Napoli,227,00:00:35.871,Pass,
,,,,,,,,,,,,,,,,,3.30408,,,,,,,,,,,,965fa046-d543-42ef-ae91-cbb465702e3f,30,,"[15.0, 44.1]",3879714,0,,,,,-0.47758397,,Right Foot,,,,"[72.0, 14.6]",,High Pass,,64.18138,,,,Faouzi Ghoulam,8876.0,,,,,,,1,From Throw In,José Manuel Reina Páez,7028.0,Goalkeeper,3,Napoli,227,['8c03ffed-1eae-43eb-8bad-1c68a369c757'],42,,,,,,,,,,,,,,,,,,,Napoli,227,00:00:42.783,Pass,
,,,,,,,,,,,,,,,,,5.244725,,,,,,,,,,,,7a8a57e2-6e67-4b4e-bd9d-ef737fbdd622,32,,"[72.2, 14.3]",3879714,0,,,,True,0.43005654,,,,,,"[107.3, 30.4]",,Low Pass,,38.616318,,Incomplete,,,,,,,,,,1,From Throw In,Faouzi Ghoulam,8876.0,Left Back,3,Napoli,227,"['ce591995-d846-4c27-a15a-339d43a479b8', 'f70c6fd4-1a58-40ea-a8fc-292dc5fbabeb']",46,,,,,,,,,,,,,,,,,,,Napoli,227,00:00:46.127,Pass,True
,,,,,,,,,,,,,,,,,1.75993,,,,,,,,,,,,f9f783c0-bdc9-4785-96ea-6d90213f212d,35,,"[10.1, 38.3]",3879714,0,,True,,,-0.51136416,,Keeper Arm,,,,"[24.0, 30.5]",,Ground Pass,,15.938946,,,,Michele Camporese,31737.0,,,,,,,1,Regular Play,Łukasz Skorupski,11508.0,Goalkeeper,4,Empoli,290,['d8558a77-fcbe-4c2e-9066-f150c5f807b1'],53,,,,,,,,,,,,,,,,,,,Empoli,290,00:00:53.779,Pass,
,,,,,,,,,,,,,,,,,1.226505,,,,,,,,,,,,3c7b96ef-535d-44b2-9ca5-7d2cae523b6b,37,,"[19.2, 29.6]",3879714,0,,True,,,-0.102206714,,Right Foot,,,,"[27.0, 28.8]",,Ground Pass,,7.8409185,,,,Leandro Daniel Paredes,16308.0,,,,,,,1,Regular Play,Michele Camporese,31737.0,Left Center Back,4,Empoli,290,['dda78135-ebb0-4d41-89e8-f142bada9ab3'],55,,,,,,,,,,,,,,,,,,,Empoli,290,00:00:55.539,Pass,
,,,,,,,,,,,,,,,,,0.725312,,,,,,,,,,,,d00bd455-d84e-4107-adad-f3192fb4dc20,43,,"[83.6, 57.4]",3879714,0,,,,,0.776995,,Left Foot,,,,"[89.6, 63.3]",,Ground Pass,,8.414867,,,,José María Callejón Bueno,7029.0,,,,,,,1,Regular Play,Marek Hamšík,7025.0,Left Center Midfield,5,Napoli,227,['c129517e-0890-41b0-81d2-5a830a4ac629'],58,,,,,,,,,,,,,,,,,,,Napoli,227,00:00:58.564,Pass,
,,,,,,,,,,,,,,,,,0.622392,,,,,,,,,,,,23f2b84f-3b47-4a4b-b4a0-90f8020517d0,46,,"[90.0, 62.9]",3879714,0,,,,,2.6135182,,Left Foot,,,,"[82.8, 67.1]",,Ground Pass,,8.335466,,,,Allan Marques Loureiro,7035.0,,,,,,,1,Regular Play,José María Callejón Bueno,7029.0,Right Wing,5,Napoli,227,['2c05a756-1340-48eb-b119-b36f675be023'],59,,,,,,,,,,,,,,,,,,,Napoli,227,00:00:59.330,Pass,
,,,,,,,,,,,,,,,,,0.813166,,,,,,,,,,,,971316d7-1f78-4cc0-8857-8421ef771b08,49,,"[90.2, 62.1]",3879714,1,,,,,-0.99799526,,Right Foot,,,,"[99.1, 48.3]",,Ground Pass,,16.421022,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,,,1,Regular Play,Allan Marques Loureiro,7035.0,Right Center Midfield,5,Napoli,227,['4d843df4-8f71-4ca4-bf66-6643169c2639'],3,,,,,,,,,,,,,,,,,,,Napoli,227,00:01:03.376,Pass,
,,,,,,,,,,,,,,,,,0.979071,,,,,,,,,,,,cc4f9e9a-6d5d-47ed-80ce-8da419d7cadc,55,,"[104.5, 0.1]",3879714,1,,,,,0.8718871,,,,,,"[112.4, 9.5]",,Low Pass,,12.278844,,,,Lorenzo Insigne,7037.0,,,,,,Throw-in,1,From Throw In,Faouzi Ghoulam,8876.0,Left Back,6,Napoli,227,['74dcbb50-f93c-48ac-ae92-5e29bec61a60'],29,,,,,,,,,,,,,,,,,,,Napoli,227,00:01:29.111,Pass,
,,,,,,,,,,,,,,,,,0.665326,,,,,,,,,,,,f42157be-cbd1-4d1a-867d-ce4ed947c372,57,,"[112.4, 10.1]",3879714,1,,,,,2.085869,,Head,,,,"[109.4, 15.4]",,Low Pass,,6.090156,,,,Marek Hamšík,7025.0,,,,,,,1,From Throw In,Lorenzo Insigne,7037.0,Left Wing,6,Napoli,227,['6815e3ff-8578-413b-8535-52ba0041f6d1'],30,,,,,,,,,,,,,,,,,,,Napoli,227,00:01:30.090,Pass,
,,,,,,,,,,,,,,,,,2.110986,,,,,,,,,,,,538cd41a-7a2e-4941-8e35-e53d68c544d0,63,,"[113.6, 0.1]",3879714,1,,,,,2.7707014,,,,,,"[86.6, 10.6]",,Low Pass,,28.969812,,,,Jorge Luiz Frello Filho,7024.0,,,,,,Throw-in,1,From Throw In,Faouzi Ghoulam,8876.0,Left Back,7,Napoli,227,['e7cfc4cb-33ae-4bcf-9acc-01bb60b66c71'],36,,,,,,,,,,,,,,,,,,,Napoli,227,00:01:36.930,Pass,
,,,,,,,,,,,,,,,,,1.288065,,,,,,,,,,,,a3ead681-2512-4ed3-bfe9-3ceac092afdc,66,,"[77.7, 13.7]",3879714,1,,,,,-0.4952463,,Right Foot,,,,"[91.4, 6.3]",,Ground Pass,,15.570806,,,,Faouzi Ghoulam,8876.0,,,,,,,1,From Throw In,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,7,Napoli,227,['2f903197-c42b-4173-a15c-87068f87753a'],40,,,,,,,,,,,,,,,,,,,Napoli,227,00:01:40.890,Pass,
,,,,,,,,,,,,,,,,,0.996403,,,,,,,,,,,,ff1a1bf4-fc6c-4d58-b592-f8a2883674fe,70,,"[85.5, 6.8]",3879714,1,,,,,2.7784457,,Left Foot,,,,"[70.5, 12.5]",,Ground Pass,,16.046495,,,,Jorge Luiz Frello Filho,7024.0,,,,,,,1,From Throw In,Faouzi Ghoulam,8876.0,Left Back,7,Napoli,227,"['a3dd6084-92fe-4c83-9d00-85f8990f3f86', 'ed1571b6-6a6c-4001-bf6b-6cc1d9483bfe']",43,,,,,,,,,,,,,,,,,,,Napoli,227,00:01:43.756,Pass,True
,,,,,,,,,,,,,,,,,1.694436,,,,,,,,,,,,1e85d0eb-3a2f-4f8b-9481-ec8cb33a0373,73,,"[70.5, 12.5]",3879714,1,,,,,2.0047498,,Right Foot,,,,"[57.2, 41.2]",,Ground Pass,,31.631947,,,,Raúl Albiol i Tortajada,7030.0,,,,,,,1,From Throw In,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,7,Napoli,227,['6022b1d2-46ef-486a-809f-972d862edeee'],45,,,,,,,,,,,,,,,,,,,Napoli,227,00:01:45.780,Pass,
,,,,,,,,,,,,,,,,,2.050351,,,,,,,,,,,,b7136846-0f43-4884-9554-6b964e0ff487,76,,"[56.6, 41.0]",3879714,1,,,,,1.242873,,Right Foot,,,,"[63.2, 60.4]",,Ground Pass,,20.49195,,,,Elseid Hysaj,7031.0,,,,,,,1,From Throw In,Raúl Albiol i Tortajada,7030.0,Right Center Back,7,Napoli,227,['74fb359d-c064-4121-9bd6-445a703c1423'],47,,,,,,,,,,,,,,,,,,,Napoli,227,00:01:47.626,Pass,
,,,,,,,,,,,,,,,,,0.203061,,,,,,,,,,,,97565859-a904-4dd2-a618-567aa307c35b,80,,"[69.1, 76.9]",3879714,1,,,,,-0.86459726,,Right Foot,,,,"[72.0, 73.5]",,Ground Pass,,4.4687805,,Incomplete,,Allan Marques Loureiro,7035.0,,,,,,,1,From Throw In,Elseid Hysaj,7031.0,Right Back,7,Napoli,227,"['08de8d7e-f5d9-4023-ada8-b04f5a88c89d', 'b0f24900-9f51-4a90-8c39-09caf43194a6', 'd63fde6b-fa9a-4c4d-b0b9-73485d2f9263']",52,,,,,,,,,,,,,,,,,,,Napoli,227,00:01:52.465,Pass,True
,,,,,,,,,,,,,,,,,0.466078,,,,,,,,,,,,6a469f41-294e-4f1b-bb28-aa57a015df88,89,,"[48.2, 64.6]",3879714,1,,,,,-0.9167136,,Left Foot,,,,"[50.5, 61.6]",,Ground Pass,,3.7802117,,,,Jorge Luiz Frello Filho,7024.0,,,,,,Recovery,1,From Throw In,Raúl Albiol i Tortajada,7030.0,Right Center Back,7,Napoli,227,['b24c7a4e-0b5a-4740-86e0-cefd0b83ee0b'],56,,,,,,,,,,,,,,,,,,,Napoli,227,00:01:56.556,Pass,
,,,,,,,,,,,,,,,,,0.882509,,,,,,,,,,,,61f9e583-deec-4c01-9678-5ebc50b5d14c,92,,"[49.8, 61.0]",3879714,1,,,,,-1.6262949,,Right Foot,,,,"[49.2, 50.2]",,Ground Pass,,10.816654,,,,Marek Hamšík,7025.0,,,,,,,1,From Throw In,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,7,Napoli,227,['ef67688a-faf3-4c93-a31a-a536cf325c89'],59,,,,,,,,,,,,,,,,,,,Napoli,227,00:01:59.204,Pass,
,,,,,,,,,,,,,,,,,0.648171,,,,,,,,,,,,9681bfa2-a7dc-437d-a84b-fda55f2bc1a2,95,,"[63.8, 38.6]",3879714,2,,,,,0.14095098,,Right Foot,,,,"[78.6, 40.7]",,Ground Pass,,14.948244,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,,,1,From Throw In,Marek Hamšík,7025.0,Left Center Midfield,7,Napoli,227,['cb91ac27-5fd2-49c0-8d56-6e6cf14ad67c'],3,,,,,,,,,,,,,,,,,,,Napoli,227,00:02:03.279,Pass,
,,,,,,,,,,,,,,,,,0.301824,,,,,,,,,,,,225c2ab5-3ce8-43cf-91a8-8caff43b8e81,107,,"[68.9, 7.6]",3879714,2,,,,,0.35399744,,Left Foot,,,,"[73.5, 9.3]",,Ground Pass,,4.90408,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Faouzi Ghoulam,8876.0,Left Back,7,Napoli,227,"['8cc46925-b6f6-4f85-a015-b8af67c77ef1', 'a705ccf5-de2f-4745-aee4-0ea8e70bd923']",9,,,,,,,,,,,,,,,,,,,Napoli,227,00:02:09.478,Pass,True
,,,,,,,,,,,,,,,,,1.216818,,,,,,,,,,,,3e9e94ef-34d3-40bb-9448-57c490eb5072,109,,"[73.5, 6.3]",3879714,2,,,,,0.27829966,,Left Foot,,,,"[81.9, 8.7]",,Ground Pass,,8.736132,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,,Recovery,1,From Throw In,Faouzi Ghoulam,8876.0,Left Back,7,Napoli,227,['b5bdd0a4-bad6-4e22-b6f7-67fa076f7ae1'],10,,,,,,,,,,,,,,,,,,,Napoli,227,00:02:10.660,Pass,
,,,,,,,,,,,,,,,,,0.471638,,,,,,,,,,,,c82fb55b-b02d-4617-9886-71b793123790,113,,"[80.5, 7.0]",3879714,2,,,,,-2.748142,,Right Foot,,,,"[75.2, 4.8]",,Ground Pass,,5.7384667,,,,Faouzi Ghoulam,8876.0,,,,,,,1,From Throw In,Gonzalo Gerardo Higuaín,5497.0,Center Forward,7,Napoli,227,"['ad3b60ac-af88-486c-85b5-4117e9e5f505', 'af43e20c-5789-4069-ab77-230cad8bda0f']",12,,,,,,,,,,,,,,,,,,,Napoli,227,00:02:12.829,Pass,True
,,,,,,,,,,,,,,,,,1.383743,,,,,,,,,,,,d3a97c17-72c6-425d-b09b-2f7c0f83d328,117,,"[54.4, 80.0]",3879714,2,,,,,-0.33139655,,,,,,"[73.0, 73.6]",,High Pass,,19.670282,,,,Piotr Zieliński,5660.0,,,,,,Throw-in,1,From Throw In,Vincent Laurini,7155.0,Right Back,8,Empoli,290,['e9d9f757-0feb-459b-880a-d04ac3a5f7ca'],30,,,,,,,,,,,,,,,,,,,Empoli,290,00:02:30.562,Pass,
,,,,,,,,,,,,,,,,,0.94416,,,,,,,,,,,,43def00d-07b5-49e3-b24c-099929b2de97,119,,"[73.0, 73.6]",3879714,2,,,,,-0.5783255,,Head,,,,"[80.2, 68.9]",,High Pass,,8.598256,,Incomplete,,,,,,,,,,1,From Throw In,Piotr Zieliński,5660.0,Right Center Midfield,8,Empoli,290,['1fe4bf13-c28b-4fa2-a20e-69c790bb5b37'],31,,,,,,,,,,,,,,,,,,,Empoli,290,00:02:31.946,Pass,
,,,,,,,,,,,,,,,,,0.755326,,,,,,,,,,,,1fe4bf13-c28b-4fa2-a20e-69c790bb5b37,120,,"[39.9, 11.2]",3879714,2,,,,,0.79592407,,Left Foot,,,,"[44.6, 16.0]",,Low Pass,,6.7178864,,,,Jorge Luiz Frello Filho,7024.0,,,,,,Recovery,1,Regular Play,Faouzi Ghoulam,8876.0,Left Back,9,Napoli,227,"['43def00d-07b5-49e3-b24c-099929b2de97', 'a2bc0872-755b-48b0-a5b0-fa61de72fc85']",32,,,,,,,,,,,,,,,,,,,Napoli,227,00:02:32.890,Pass,
,,,,,,,,,,,,,,,,,0.847073,,,,,,,,,,,,80e873e8-f17c-4c52-abe0-32ad09903216,126,,"[47.7, 17.3]",3879714,2,,,,,1.3532422,,Left Foot,,,,"[49.8, 26.8]",,Ground Pass,,9.729337,,,,Jorge Luiz Frello Filho,7024.0,,,,,,Free Kick,1,From Free Kick,Faouzi Ghoulam,8876.0,Left Back,10,Napoli,227,['91ab35b4-3490-4aca-978b-918bcb42c91f'],52,,,,,,,,,,,,,,,,,,,Napoli,227,00:02:52.690,Pass,
,,,,,,,,,,,,,,,,,0.98016,,,,,,,,,,,,0b17be4f-5e55-417a-af4b-4ad036bc3a62,129,,"[51.1, 25.1]",3879714,2,,,,,3.1415927,,Right Foot,,,,"[35.1, 25.1]",,Ground Pass,,16.0,,,,Kalidou Koulibaly,5675.0,,,,,,,1,From Free Kick,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,10,Napoli,227,['85dd8cd6-7b98-4959-99ad-b969b6720855'],53,,,,,,,,,,,,,,,,,,,Napoli,227,00:02:53.577,Pass,
,,,,,,,,,,,,,,,,,0.987655,,,,,,,,,,,,a7e3a4c7-7d35-4552-a61e-4a55c2b672d2,132,,"[37.2, 24.9]",3879714,2,,,,,0.7779356,,Right Foot,,,,"[50.7, 38.2]",,Ground Pass,,18.950989,,,,Allan Marques Loureiro,7035.0,,,,,,,1,From Free Kick,Kalidou Koulibaly,5675.0,Left Center Back,10,Napoli,227,['550b47d8-abd0-4a8d-a84e-c46a333f4207'],55,,,,,,,,,,,,,,,,,,,Napoli,227,00:02:55.920,Pass,
,,,,,,,,,,,,,,,,,2.004515,,,,,,,,,,,,19f9c8c7-2332-4dbf-b2db-6d89153fec2a,135,,"[49.8, 43.7]",3879714,2,,,,,0.95983654,,Right Foot,,,,"[69.9, 72.4]",,Ground Pass,,35.03855,,,,Elseid Hysaj,7031.0,,,,,,,1,From Free Kick,Allan Marques Loureiro,7035.0,Right Center Midfield,10,Napoli,227,['718eb0cd-5723-4edb-a776-692351d86a32'],59,,,,,,,,,,,,,,,,,,,Napoli,227,00:02:59.550,Pass,
,,,,,,,,,,,,,,,,,0.9556,,,,,,,,,,,,384f2385-9000-44b5-84ca-d7492118da17,138,,"[81.3, 74.7]",3879714,3,,,,,-2.5296903,,Right Foot,,,,"[75.6, 70.7]",,Ground Pass,,6.963476,,,,José María Callejón Bueno,7029.0,,,,,,,1,From Free Kick,Elseid Hysaj,7031.0,Right Back,10,Napoli,227,['5e2a40d7-61e8-48bc-bf78-6fc99b4e3fbf'],3,,,,,,,,,,,,,,,,,,,Napoli,227,00:03:03.419,Pass,
