50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.275749,,,,,,,,,,,,,,ccb93ff8-b949-40ea-be2a-ca1cd8dbfdbf,1228,,"[81.0, 49.5]",3879808,34,,,,,-0.551655,,Left Foot,,,"[120.0, 25.5]",,High Pass,,45.79301,Out,,,,,,,,Free Kick,1,From Free Kick,Alex Nicolao Telles,11183.0,Left Back,78,Inter Milan,238,,43,,,,,,,,,,,,,,,,,Inter Milan,238,00:34:43.609,Pass,
,,,,,,,,,,,,,,,3.784989,,,,,,,,,,,,,,c1e76b46-6241-4484-b928-7e4847056760,1229,,"[7.0, 44.1]",3879808,35,,,,,0.4229968,,Right Foot,,,"[65.2, 70.3]",,High Pass,,63.825386,Incomplete,,Luca Paganini,23470.0,,,,,Goal Kick,1,From Goal Kick,Nicola Leali,32037.0,Goalkeeper,79,Frosinone,291,"['7c504dbc-b308-4e50-8ffb-088ee06bb15f', 'ed9ea6d3-51e4-45e2-b250-44e7c43960c3']",8,,,,,,,,,,,,,,,,,Frosinone,291,00:35:08.962,Pass,
,,,,,,,,,,,,,,,1.619999,,,,,,,,,,,,,,7c504dbc-b308-4e50-8ffb-088ee06bb15f,1232,,"[54.9, 9.8]",3879808,35,,,,True,1.662687,,,,,"[52.2, 39.1]",,High Pass,,29.424139,,,Marcelo Brozović,5469.0,,,,,Recovery,1,From Goal Kick,Felipe Melo de Carvalho,25430.0,Left Defensive Midfield,79,Frosinone,291,"['8739f7b7-ca41-4ecc-99c3-c5ede33d3f2c', '9c6fb15e-841f-438c-870b-224ebed83b10', 'c1e76b46-6241-4484-b928-7e4847056760']",12,,,,,,,,,,,,,,,,,Inter Milan,238,00:35:12.747,Pass,True
,,,,,,,,,,,,,,,1.384821,,,,,,,,,,,,,,bd28d657-f984-45e0-b4a3-d6be0f9af31f,1234,,"[52.2, 39.1]",3879808,35,,,,,0.18673877,,Head,,,"[73.9, 43.2]",,Low Pass,,22.083931,Incomplete,,Jonathan Ludovic Biabiany,11497.0,,,,,,1,From Goal Kick,Marcelo Brozović,5469.0,Right Defensive Midfield,79,Frosinone,291,"['1e6204dc-84e3-4f58-afb0-9b42274b75eb', '41cd8322-422f-4499-a72e-2500afe4dac7']",14,,,,,,,,,,,,,,,,,Inter Milan,238,00:35:14.416,Pass,
,,,,,,,,,,,,,,,0.163889,,,,,,,,,,,,,,41322e4f-28b0-4171-8e9c-4dc6b0454758,1238,,"[51.9, 39.7]",3879808,35,,,,,-0.39585045,,Left Foot,,,"[58.6, 36.9]",,Ground Pass,,7.2615423,Incomplete,,,,,,,,,1,From Goal Kick,Daniel Pavlovic,8661.0,Left Back,79,Frosinone,291,['9a668fcd-2376-4a26-a8ee-e3af0d7d1f00'],16,,,,,,,,,,,,,,,,,Frosinone,291,00:35:16.511,Pass,
,,,,,,,,,,,,,,,2.72578,,,,,,,,,,,,,,27fd6f21-a9c9-4bf6-a3da-d03a42acaf00,1242,,"[85.1, 62.2]",3879808,35,,,,,-0.12541282,,Right Foot,,,"[120.0, 57.8]",,Ground Pass,,35.17627,Out,,Jonathan Ludovic Biabiany,11497.0,,,,,,1,Regular Play,Mauro Emanuel Icardi Rivero,6987.0,Left Center Forward,80,Inter Milan,238,['f5dbb11a-1fbb-4690-b2d5-fb19856ba792'],20,,,,,,,,,,,,,,,,,Inter Milan,238,00:35:20.968,Pass,
,,,,,,,,,,,,,,,2.507692,,,,,,,,,,,,,,c7a9fa01-f515-414a-90c2-a43f37c4a7d0,1244,,"[7.0, 36.1]",3879808,35,,,,,-0.20621796,,Right Foot,,,"[70.1, 22.9]",,High Pass,,64.46588,Incomplete,,Daniel Ciofani,13613.0,,,,,Goal Kick,1,From Goal Kick,Nicola Leali,32037.0,Goalkeeper,81,Frosinone,291,"['88b23f8a-f9a6-4749-bcd5-4b729dd13ce7', 'b78a0952-1fbf-4f10-a5c9-c382148beee1']",47,,,,,,,,,,,,,,,,,Frosinone,291,00:35:47.258,Pass,
,,,,,,,,,,,,,,,1.741117,,,,,,,,,,,,,,88b23f8a-f9a6-4749-bcd5-4b729dd13ce7,1246,,"[50.0, 57.2]",3879808,35,,,,True,-0.10438115,,,,,"[81.5, 53.9]",,High Pass,,31.672386,Incomplete,,Alex Nicolao Telles,11183.0,,,,,Recovery,1,From Goal Kick,Danilo D''Ambrosio,6984.0,Right Back,81,Frosinone,291,"['60923dd5-b733-435b-b6be-74c9828e4cd1', '62ccdf9e-0b2b-4f07-a624-8db7b2eeb87d', 'c7a9fa01-f515-414a-90c2-a43f37c4a7d0', 'e896765e-e47d-4ee8-943c-80078480ed7f']",49,,,,,,,,,,,,,,,,,Inter Milan,238,00:35:49.766,Pass,True
,,,,,,,,,,,,,,,0.623986,,,,,,,,,,,,,,62ccdf9e-0b2b-4f07-a624-8db7b2eeb87d,1249,,"[38.6, 26.2]",3879808,35,,,,,-0.57553786,,Left Foot,,,"[55.4, 15.3]",,Ground Pass,,20.026234,Incomplete,,Daniel Pavlovic,8661.0,,,,,Recovery,1,From Goal Kick,Leonardo Blanchard,387847.0,Left Center Back,81,Frosinone,291,"['88b23f8a-f9a6-4749-bcd5-4b729dd13ce7', 'c236aa92-82cd-4afb-84ef-db6920a2f0e1', 'f44a8de9-f062-4760-90e3-9bca8b1b73fe']",51,,,,,,,,,,,,,,,,,Frosinone,291,00:35:51.507,Pass,
,,,,,,,,,,,,,,,1.513006,,,,,,,,,,,,,,66c59145-fad6-45d5-aa1f-b6de7f387427,1253,,"[39.2, 60.4]",3879808,35,,,,,-0.9760371,,Head,,,"[48.4, 46.8]",,High Pass,,16.4195,,,Felipe Melo de Carvalho,25430.0,,,,,Recovery,1,Regular Play,Jeison Fabián Murillo Cerón,6585.0,Right Center Back,82,Inter Milan,238,['01e802a0-67e2-4a84-aa08-509ab44215ea'],54,,,,,,,,,,,,,,,,,Inter Milan,238,00:35:54.374,Pass,
,,,,,,,,,,,,,,,2.472224,,,,,,,,,,,,,,3ba83dd3-d3e1-42f2-95bb-0e0a8ff40aaf,1257,,"[47.9, 46.8]",3879808,35,,,,,0.104313135,,Right Foot,,,"[75.6, 49.7]",,High Pass,,27.85139,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,1,Regular Play,Felipe Melo de Carvalho,25430.0,Left Defensive Midfield,82,Inter Milan,238,"['262c8596-1db9-4196-9a40-541d4de0c3cb', '7201d580-c856-45fc-a300-e7bdeb784e90']",55,,,,,,,,,,,,,,,,,Inter Milan,238,00:35:55.967,Pass,
,,,,,,,,,,,,,,,0.738034,,,,,,,,,,,,,,80118e4a-4dbe-4296-9f73-25b76bbd1a24,1264,,"[101.2, 73.5]",3879808,36,,,,,-1.8904765,,Left Foot,,,"[96.4, 59.0]",,Ground Pass,,15.273834,,,Stevan Jovetić,3434.0,,,,,,1,Regular Play,Jonathan Ludovic Biabiany,11497.0,Right Midfield,82,Inter Milan,238,['03bc37a2-6e8a-4e10-98f3-455392d449c2'],6,,,,,,,,,,,,,,,,,Inter Milan,238,00:36:06.848,Pass,
,,,,,,,,,,,,,,,0.925303,,,,,,,,,,,,,,3b08e88c-6c13-424f-9c0f-7c7a7acb694b,1267,,"[96.4, 59.0]",3879808,36,,,,,-3.1318843,,Right Foot,,,"[86.1, 58.9]",,Ground Pass,,10.300486,Unknown,,,,,,,,,1,Regular Play,Stevan Jovetić,3434.0,Right Center Forward,82,Inter Milan,238,,7,,,,,,,,,,,,,,,,,Inter Milan,238,00:36:07.722,Pass,
,,,,,,,,,,,,,,,3.822288,,,,,,,,,,,,,,608610f4-cfb2-464b-8a42-055d3137a926,1270,,"[34.7, 19.1]",3879808,36,,,,,0.3516474,,Left Foot,,,"[107.2, 45.7]",,High Pass,,77.22571,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Leonardo Blanchard,387847.0,Left Center Back,83,Frosinone,291,['6dbb30fd-6ddf-42ca-ac98-42b8af05d8d0'],42,,,,,,,,,,,,,,,,,Frosinone,291,00:36:42.329,Pass,
,,,,,,,,,,,,,,,1.882952,,,,,,,,,,,,,,a2b15716-1ed3-49ae-b4ed-4d42bb2ee6e5,1273,,"[12.9, 34.4]",3879808,36,,,,,-0.86152196,,Keeper Arm,,,"[23.8, 21.7]",,Ground Pass,,16.736189,,,Juan Guilherme Nunes Jesus,6969.0,,,,,,1,From Keeper,Samir Handanovič,7001.0,Goalkeeper,84,Inter Milan,238,['b65215ad-0366-4b0f-a6bf-5bad94c98ab2'],48,,,,,,,,,,,,,,,,,Inter Milan,238,00:36:48.659,Pass,
,,,,,,,,,,,,,,,2.634597,,,,,,,,,,,,,,092f60ce-1fb8-4c59-be58-3106aca9a5b2,1277,,"[32.4, 8.4]",3879808,36,,,,,0.1861982,,Left Foot,,,"[89.2, 19.1]",,High Pass,,57.79905,,,Stevan Jovetić,3434.0,,,,,,1,From Keeper,Juan Guilherme Nunes Jesus,6969.0,Left Center Back,84,Inter Milan,238,"['1132d935-d804-4755-8f7f-d21b58eda61f', 'd856fae0-3af4-4c48-815e-fedaaee0a142']",52,,,,,,,,,,,,,,,,,Inter Milan,238,00:36:52.835,Pass,True
,,,,,,,,,,,,,,,1.100592,,,,,,,,,,,,,,796931e6-87c0-48d6-a07a-269d103d28fe,1280,,"[86.0, 11.9]",3879808,36,,,,,-2.361844,,Right Foot,,,"[77.1, 3.1]",,Ground Pass,,12.515989,,,Ivan Perišić,5474.0,,,,,,1,From Keeper,Stevan Jovetić,3434.0,Right Center Forward,84,Inter Milan,238,['1958e5d9-f163-4809-a1b4-259469b9349c'],58,,,,,,,,,,,,,,,,,Inter Milan,238,00:36:58.977,Pass,
,,,,,,,,,,,,,,,1.476374,,,,,,,,,,,,,,394b3fc2-9b6f-4ace-9f3b-013854f46e0b,1284,,"[77.1, 4.0]",3879808,37,,,,,1.9402674,,Right Foot,,,"[69.2, 24.4]",,Ground Pass,,21.876244,,,Felipe Melo de Carvalho,25430.0,,,,,,1,From Keeper,Ivan Perišić,5474.0,Left Midfield,84,Inter Milan,238,"['4c211e5f-39b8-4a8d-ad76-c25a7fed6766', 'b465fe48-66e2-4253-baf2-98568d97d906']",0,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:00.264,Pass,True
,,,,,,,,,,,,,,,1.288294,,,,,,,,,,,,,,0d3039fd-6152-45de-bdd1-6ae8953ab90d,1287,,"[71.3, 21.3]",3879808,37,,,,,1.4288993,,Right Foot,,,"[73.0, 33.2]",,Ground Pass,,12.020815,,,Marcelo Brozović,5469.0,,,,,,1,From Keeper,Felipe Melo de Carvalho,25430.0,Left Defensive Midfield,84,Inter Milan,238,['90b82646-9e3b-4137-948e-ed39e5476e70'],2,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:02.267,Pass,
,,,,,,,,,,,,,,,1.751411,,,,,,,,,,,,,,66666fdd-9f26-4515-99a8-b90440a9a78b,1290,,"[73.0, 33.2]",3879808,37,,,,,1.777412,,Right Foot,,,"[68.2, 56.1]",,Ground Pass,,23.39765,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,From Keeper,Marcelo Brozović,5469.0,Right Defensive Midfield,84,Inter Milan,238,['9a8d3593-c4de-48a6-810c-f538acf17abb'],4,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:04.456,Pass,
,,,,,,,,,,,,,,,1.15466,,,,,,,,,,,,,,0937087a-1ff8-40ba-a792-ab92076af979,1293,,"[68.2, 56.1]",3879808,37,,,,,0.104167044,,Right Foot,,,"[90.2, 58.4]",,Ground Pass,,22.1199,,,Jonathan Ludovic Biabiany,11497.0,,,,,,1,From Keeper,Jeison Fabián Murillo Cerón,6585.0,Right Center Back,84,Inter Milan,238,['8bf941fa-71c2-4048-93a4-b1eeb63cf6c6'],6,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:06.288,Pass,
,,,,,,,,,,,,,,,1.413095,,,,,,,,,,,,,,1e9a8660-458c-49a5-8d61-c0ec5425930f,1297,,"[90.2, 58.4]",3879808,37,,,,,-3.1265185,,Right Foot,,,"[70.3, 58.1]",,Ground Pass,,19.902262,,,Marcelo Brozović,5469.0,,,,,,1,From Keeper,Jonathan Ludovic Biabiany,11497.0,Right Midfield,84,Inter Milan,238,"['1ba911fc-8295-4f45-a11f-fd941eda1dd1', '57643333-4449-4ee5-b81b-7956e8a982ed']",7,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:07.522,Pass,True
,,,,,,,,,,,,,,,1.528762,,,,,,,,,,,,,,f67e1d5d-14d4-4bce-90a0-43adec709531,1300,,"[70.3, 58.1]",3879808,37,,,,,-1.5017817,,Right Foot,,,"[71.8, 36.4]",,Ground Pass,,21.751781,,,Felipe Melo de Carvalho,25430.0,,,,,,1,From Keeper,Marcelo Brozović,5469.0,Right Defensive Midfield,84,Inter Milan,238,['271a66cb-5a77-41e0-b1a0-7cc208154123'],10,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:10.039,Pass,
,,,,,,,,,,,,,,,2.31294,,,,,,,,,,,,,,265683bf-0b18-426b-9500-e74b5c27ec33,1303,,"[79.6, 32.1]",3879808,37,,,,,-1.3783547,,Right Foot,,,"[84.9, 4.9]",,Ground Pass,,27.71155,,,Alex Nicolao Telles,11183.0,,,,,,1,From Keeper,Felipe Melo de Carvalho,25430.0,Left Defensive Midfield,84,Inter Milan,238,['a62a3bcf-a910-4fbb-91d9-13e817c1e948'],13,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:13.404,Pass,
,,,,,,,,,,,,,,,0.751718,,,,,,,,,,,,,,6c582151-8b99-412c-a978-bab0ed76d859,1306,,"[84.9, 4.9]",3879808,37,,,,,-0.095298685,,Left Foot,,,"[98.5, 3.6]",,Ground Pass,,13.661991,,,Ivan Perišić,5474.0,,,,,,1,From Keeper,Alex Nicolao Telles,11183.0,Left Back,84,Inter Milan,238,['2fa4a406-4976-4741-9255-7b33bbbd4133'],16,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:16.720,Pass,
,,,,,,,,,,,,,,,1.155963,,,,,,,,,,,,,,5ff22c56-299b-49f3-817f-5e6c30435e87,1310,,"[98.5, 3.6]",3879808,37,,,,,2.7525487,,Left Foot,,,"[82.4, 10.2]",,Low Pass,,17.400288,,,Stevan Jovetić,3434.0,,,,,,1,From Keeper,Ivan Perišić,5474.0,Left Midfield,84,Inter Milan,238,"['216e1d0b-0d31-4b8d-b08f-91ff3558aeba', '59ef0bb8-f2a1-451d-8cbd-bbdd7a3d5135']",17,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:17.591,Pass,True
,,,,,,,,,,,,,,,1.31656,,,,,,,,,,,,,,42f80fdb-a34b-4ec1-a7f4-89a8c56c9fbe,1314,,"[82.4, 10.2]",3879808,37,,,,,2.7258787,,Right Foot,,,"[71.3, 15.1]",,Ground Pass,,12.133425,,,Felipe Melo de Carvalho,25430.0,,,,,,1,From Keeper,Stevan Jovetić,3434.0,Right Center Forward,84,Inter Milan,238,"['880d60d3-37b7-43eb-9368-f9a13c701ab7', 'c2224807-722b-42df-9ae0-ca24986a5819']",19,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:19.828,Pass,True
,,,,,,,,,,,,,,,1.653369,,,,,,,,,,,,,,a7c6cc59-1817-4a01-8184-c50c8b777e56,1317,,"[71.3, 15.1]",3879808,37,,,,,0.14095098,,Right Foot,,,"[86.1, 17.2]",,Ground Pass,,14.948244,,,Stevan Jovetić,3434.0,,,,,,1,From Keeper,Felipe Melo de Carvalho,25430.0,Left Defensive Midfield,84,Inter Milan,238,['21008d7d-bd60-4164-b730-06b64d4a276f'],21,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:21.225,Pass,
,,,,,,,,,,,,,,,0.762961,,,,,,,,,,,,,,50df3f84-b3e7-42ea-b4ef-142d5886d1d0,1320,,"[92.9, 16.7]",3879808,37,,,,,1.2515272,,Right Foot,,,"[96.9, 28.8]",,Low Pass,,12.744019,,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,1,From Keeper,Stevan Jovetić,3434.0,Right Center Forward,84,Inter Milan,238,['533c2fdd-8142-4344-a972-7f204040a09f'],23,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:23.791,Pass,
,,,,,,,,,,,,,,,1.036559,,,,,,,,,,,,,,ca9771b5-5136-413e-9e63-e6c129bf5a2b,1323,,"[96.9, 28.8]",3879808,37,,,,,-0.007042137,,Right Foot,,,"[111.1, 28.7]",,High Pass,,14.200352,Incomplete,,Jonathan Ludovic Biabiany,11497.0,,,,,,1,From Keeper,Mauro Emanuel Icardi Rivero,6987.0,Left Center Forward,84,Inter Milan,238,"['932a752f-110e-4481-b7fa-e3d25b1650ab', 'd2783318-4346-48be-a6d6-134190fc1d80']",24,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:24.634,Pass,
,,,,,,,,,,,,,,,1.896753,,,,,,,,,,,,,,932a752f-110e-4481-b7fa-e3d25b1650ab,1325,,"[9.0, 51.4]",3879808,37,,,,,1.0132552,,Head,,,"[14.3, 59.9]",,High Pass,,10.016986,,,Aleandro Rosi,7462.0,,,,,Recovery,1,From Keeper,Leonardo Blanchard,387847.0,Left Center Back,84,Inter Milan,238,"['c1eab049-a31c-4a84-9cc0-1667fed0596b', 'ca9771b5-5136-413e-9e63-e6c129bf5a2b']",25,,,,,,,,,,,,,,,,,Frosinone,291,00:37:25.671,Pass,
,,,,,,,,,,,,,,,2.20428,,,,,,,,,,,,,,a7db3719-d04a-4c4f-95e4-2d96fccd1b74,1328,,"[102.9, 0.1]",3879808,37,,,,,2.254848,,,,,"[87.0, 19.6]",,Low Pass,,25.160683,,,Marcelo Brozović,5469.0,,,,,Throw-in,1,From Throw In,Alex Nicolao Telles,11183.0,Left Back,85,Inter Milan,238,['045dc6ef-ceb3-4ead-ad21-f0ef09ec6309'],36,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:36.683,Pass,
,,,,,,,,,,,,,,,1.526087,,,,,,,,,,,,,,01ffe148-c5f5-4ba2-932e-5df68a02d492,1331,,"[87.0, 19.6]",3879808,37,,,,,1.6548674,,Right Foot,,,"[85.5, 37.4]",,Ground Pass,,17.86309,,,Stevan Jovetić,3434.0,,,,,,1,From Throw In,Marcelo Brozović,5469.0,Right Defensive Midfield,85,Inter Milan,238,['2cca9e46-e6a8-43a1-a131-3a4a6a3febf4'],39,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:39.792,Pass,
,,,,,,,,,,,,,,,1.317642,,,,,,,,,,,,,,52c3097d-4d8e-4574-be24-0fd2187ae769,1334,,"[85.5, 37.4]",3879808,37,,,,,0.6222039,,Right Foot,,,"[100.0, 47.8]",,Ground Pass,,17.844048,Incomplete,,Alex Nicolao Telles,11183.0,,,,,,1,From Throw In,Stevan Jovetić,3434.0,Right Center Forward,85,Inter Milan,238,"['028ffbbe-3539-4bff-aaf4-75d924622dba', '2552bbde-a710-41f2-bc7d-a8e912b574f1']",43,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:43.107,Pass,
,,,,,,,,,,,,,,,1.717523,,,,,,,,,,,,,,2552bbde-a710-41f2-bc7d-a8e912b574f1,1336,,"[20.1, 32.3]",3879808,37,,,,,0.009035898,,Left Foot,,,"[53.3, 32.6]",,Ground Pass,,33.201355,Incomplete,,Daniel Ciofani,13613.0,,,,,Recovery,1,From Throw In,Daniel Pavlovic,8661.0,Left Back,85,Inter Milan,238,"['4dceb267-226e-4f26-98e9-c79655b8f706', '52c3097d-4d8e-4574-be24-0fd2187ae769', 'c143b93e-d351-45f0-b3a7-d471157f092d']",44,,,,,,,,,,,,,,,,,Frosinone,291,00:37:44.424,Pass,
,,,,,,,,,,,,,,,2.215307,,,,,,,,,,,,,,18253db4-50c7-48d9-82ac-f28a69864746,1340,,"[76.8, 48.0]",3879808,37,,,,,0.6606144,,Right Foot,,,"[109.1, 73.1]",,High Pass,,40.90599,,,Danilo D''Ambrosio,6984.0,,,,,,1,From Throw In,Jeison Fabián Murillo Cerón,6585.0,Right Center Back,85,Inter Milan,238,['504e9a49-203a-4775-b574-d501d834289c'],47,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:47.697,Pass,
,,,,,,,,,,,,,,,1.054867,,,,,,,,,,,,,,d2076330-02d2-4bac-afde-971247311ab9,1343,,"[109.1, 73.1]",3879808,37,,,,,-2.6588216,,Right Foot,,,"[94.6, 65.5]",,Ground Pass,,16.371012,,,Jonathan Ludovic Biabiany,11497.0,,,,,,1,From Throw In,Danilo D''Ambrosio,6984.0,Right Back,85,Inter Milan,238,['41fdbf9a-7f97-4c03-98a5-88f4ecc9187c'],50,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:50.286,Pass,
,,,,,,,,,,,,,,,0.804649,,,,,,,,,,,,,,e8dd5a50-df24-4345-8cea-13a098381e1a,1346,,"[94.6, 65.5]",3879808,37,,,,,-1.0338856,,Right Foot,True,,"[107.1, 44.5]",,Low Pass,,24.4387,Incomplete,,Alex Nicolao Telles,11183.0,,,,,,1,From Throw In,Jonathan Ludovic Biabiany,11497.0,Right Midfield,85,Inter Milan,238,"['480f600a-f0a1-45f1-b266-1783e8734a18', 'fbb50f6b-b18c-44ab-a08b-f0d39d24ba7b']",51,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:51.421,Pass,
,,,,,,,,,,,,,,,0.305029,,,,,,,,,,,,,,b63950c8-efbb-4a86-8451-62d0e75950ae,1350,,"[112.6, 3.1]",3879808,37,,,,,1.8608832,,Right Foot,,,"[110.6, 9.8]",,Ground Pass,,6.9921384,Incomplete,,,,,,,,Recovery,1,From Throw In,Mauro Emanuel Icardi Rivero,6987.0,Left Center Forward,85,Inter Milan,238,"['57c6522e-6172-4b8a-8b6e-f952b8a0b288', 'e92490fa-9eec-4917-a193-a81927e12e80']",58,,,,,,,,,,,,,,,,,Inter Milan,238,00:37:58.759,Pass,True
,,,,,,,,,,,,,,,3.147989,,,,,,,,,,,,,,71d80340-df9a-4c7b-9561-0a05af667c23,1357,,"[23.2, 76.1]",3879808,38,,True,,,-0.3950137,,Right Foot,,,"[87.0, 49.5]",,High Pass,,69.12308,Incomplete,,Daniel Ciofani,13613.0,,,,,Free Kick,1,From Free Kick,Nicola Leali,32037.0,Goalkeeper,86,Frosinone,291,"['ae58e896-cca1-473e-ba3d-9b684e173bf6', 'ec01f1e9-ea64-4bb2-8d6f-f4a0919f6f0d']",32,,,,,,,,,,,,,,,,,Frosinone,291,00:38:32.967,Pass,
,,,,,,,,,,,,,,,1.657137,,,,,,,,,,,,,,ae58e896-cca1-473e-ba3d-9b684e173bf6,1360,,"[33.1, 30.6]",3879808,38,,,,True,-0.23651454,,,,,"[52.6, 25.9]",,High Pass,,20.058414,,,Stevan Jovetić,3434.0,,,,,Recovery,1,Regular Play,Juan Guilherme Nunes Jesus,6969.0,Left Center Back,87,Inter Milan,238,"['05737859-161c-4508-be1f-0adb70f86eda', '71d80340-df9a-4c7b-9561-0a05af667c23', '9c97f7d3-dcad-4b46-a304-5f7dc9aa331f']",36,,,,,,,,,,,,,,,,,Inter Milan,238,00:38:36.115,Pass,True
,,,,,,,,,,,,,,,1.153955,,,,,,,,,,,,,,ba6bd355-eebd-481a-a506-e3f4950211b4,1362,,"[52.6, 25.9]",3879808,38,,,,,-2.4529378,,Head,,,"[39.6, 15.2]",,Low Pass,,16.837162,,,Felipe Melo de Carvalho,25430.0,,,,,,1,Regular Play,Stevan Jovetić,3434.0,Right Center Forward,87,Inter Milan,238,['c999a2fc-9372-4515-b4a6-ae237cd8ff8c'],37,,,,,,,,,,,,,,,,,Inter Milan,238,00:38:37.915,Pass,
,,,,,,,,,,,,,,,1.312014,,,,,,,,,,,,,,6a9c1275-0c82-451b-8720-f6a3827b9657,1365,,"[63.0, 10.8]",3879808,38,,,,,1.0681541,,Right Foot,,,"[73.5, 29.9]",,Ground Pass,,21.795872,,,Stevan Jovetić,3434.0,,,,,,1,Regular Play,Felipe Melo de Carvalho,25430.0,Left Defensive Midfield,87,Inter Milan,238,['bb633d34-de21-4078-a17c-d601f515d05f'],42,,,,,,,,,,,,,,,,,Inter Milan,238,00:38:42.484,Pass,
,,,,,,,,,,,,,,,1.415024,,,,,,,,,,,,,,6de4ea39-d0b6-4ae6-ab73-7238c3771ca5,1368,,"[78.7, 31.7]",3879808,38,,,,,1.0537643,7c0f3482-d891-455a-a913-9f187ec2de26,Left Foot,,,"[93.2, 57.2]",,Ground Pass,,29.33428,,,Jonathan Ludovic Biabiany,11497.0,True,,,,,1,Regular Play,Stevan Jovetić,3434.0,Right Center Forward,87,Inter Milan,238,['55b86259-ccd4-4fe1-b911-4ff66d2fe0b3'],45,,,,,,,,,,,,,,,,,Inter Milan,238,00:38:45.028,Pass,
,,,,,,,,,,,,,,,0.279199,,,,,,,,,,,,,,b1d73d0f-dfa8-4983-b2f6-50e564cd99a3,1377,,"[7.0, 44.1]",3879808,39,,True,,,0.44581595,,Right Foot,,,"[68.1, 73.3]",,High Pass,,67.7189,,,Luca Paganini,23470.0,,,,,Goal Kick,1,From Goal Kick,Nicola Leali,32037.0,Goalkeeper,88,Frosinone,291,['6027b8d6-3ece-497a-9f31-d923d8df0369'],23,,,,,,,,,,,,,,,,,Frosinone,291,00:39:23.118,Pass,
,,,,,,,,,,,,,,,1.979865,,,,,,,,,,,,,,df07844a-aac7-435b-9400-ed2248b26b17,1379,,"[68.1, 73.3]",3879808,39,,,,,0.22234878,,Head,,,"[79.6, 75.9]",,High Pass,,11.79025,,,Daniel Ciofani,13613.0,,,,,,1,From Goal Kick,Luca Paganini,23470.0,Right Wing,88,Frosinone,291,['664e0593-05f8-44ed-a05e-c14b0079a524'],23,,,,,,,,,,,,,,,,,Frosinone,291,00:39:23.398,Pass,
,,,,,,,,,,,,,,,1.387375,,,,,,,,,,,,,,2e7245a2-4a52-4149-b6f3-3d071155c6df,1383,,"[80.6, 67.8]",3879808,39,,,,,-1.0375562,,Right Foot,,,"[89.1, 53.4]",,Low Pass,,16.721542,Incomplete,,,,,,,,,1,From Goal Kick,Daniel Ciofani,13613.0,Center Forward,88,Frosinone,291,"['8c0af4bc-4c90-4256-b3cc-71554d53fb5f', 'b06fc013-a25b-48f3-890d-348cdc8344c0']",28,,,,,,,,,,,,,,,,,Frosinone,291,00:39:28.842,Pass,True
