50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4285040b-e086-4fe2-b90d-bbf3d3f4295f,1,,,3879575,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 69}, {'player': {'id': 26220, 'name': 'Matuzalém Francelino da Silva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Hellas Verona,226,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,07b78bc2-1cb5-463f-8208-539cd988f599,2,,,3879575,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 3577, 'name': 'Molla Wagué'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 21}, {'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 53}, {'player': {'id': 40367, 'name': 'Francesco Lodi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6743, 'name': 'Manuel Rolando Iturra Urrutia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 27044, 'name': 'Marco Antônio De Mattos Filho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 19846, 'name': 'Antonio Di Natale'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Udinese,230,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3e130e5d-b478-4d3e-bc12-2a2c80163a39,3,,,3879575,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['b41be940-ef04-4fb0-bb50-4da2f527facc'],0,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b41be940-ef04-4fb0-bb50-4da2f527facc,4,,,3879575,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['3e130e5d-b478-4d3e-bc12-2a2c80163a39'],0,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,acba4de0-cd16-4f98-9a3a-7d75c4d43eaf,1707,,,3879575,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,90,Udinese,230,['77ff7358-a09f-471c-9010-fe7df3b8efac'],0,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,77ff7358-a09f-471c-9010-fe7df3b8efac,1708,,,3879575,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,90,Udinese,230,['acba4de0-cd16-4f98-9a3a-7d75c4d43eaf'],0,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.325775,,,,,,,,,,,,,5980e186-fd87-40c6-b729-81069d23d9e6,5,,"[60.0, 40.0]",3879575,0,,,,,-1.1760052,,Right Foot,,,"[60.5, 38.8]",Ground Pass,,1.3,,,,Leandro Greco,32119.0,,,,,,Kick Off,1,From Kick Off,Giampaolo Pazzini,6686.0,Center Forward,2,Hellas Verona,226,['6f8aa74a-c853-4f85-9d0c-c21ea493ba3c'],0,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.315,Pass,
,,,,,,,,,,,,,,,,,,1.571798,,,,,,,,,,,,,60cf4055-4c23-4d17-8573-f3c7b1f551df,8,,"[59.9, 38.8]",3879575,0,,,,,3.1415927,,Left Foot,,,"[46.7, 38.8]",Ground Pass,,13.2,,,,Matuzalém Francelino da Silva,26220.0,,,,,,,1,From Kick Off,Leandro Greco,32119.0,Right Center Midfield,2,Hellas Verona,226,['3613211e-884c-4a91-ab8e-0678e7c54ae7'],0,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.908,Pass,
,,,,,,,,,,,,,,,,,,1.116021,,,,,,,,,,,,,60cb3044-e055-49d1-a184-5ede53927031,11,,"[46.7, 37.2]",3879575,0,,,,,-1.0963964,,Left Foot,,,"[56.2, 18.7]",Ground Pass,,20.796635,,,,Emil Hallfreðsson,5512.0,,,,,,,1,From Kick Off,Matuzalém Francelino da Silva,26220.0,Center Defensive Midfield,2,Hellas Verona,226,['c6f0deb1-ebcd-48e6-8624-bd1086b3ea19'],3,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:03.596,Pass,
,,,,,,,,,,,,,,,,,,1.044186,,,,,,,,,,,,,15f62aae-aee1-4ca2-88f2-e74334964c3e,14,,"[56.2, 18.7]",3879575,0,,,,,-0.17335744,,Left Foot,,,"[77.9, 14.9]",Ground Pass,,22.030207,,,,Juan Ignacio Gómez Taleb,386651.0,,,,,,,1,From Kick Off,Emil Hallfreðsson,5512.0,Left Center Midfield,2,Hellas Verona,226,['b442b5f4-fafd-49e9-8342-9437235fe80d'],5,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:05.995,Pass,
