50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.378054,,,,,,,,,,,,dd43b4c8-94b4-421d-a358-ae88d527f4a0,19,,"[63.2, 6.7]",3879641,0,True,,,-1.9914597,,Right Foot,,,,"[61.5, 2.9]",Ground Pass,4.1629314,,,Samuel Souprayen,7695.0,,,,,,1,From Throw In,Artur Ioniţă,7949.0,Center Attacking Midfield,3,Hellas Verona,226,['d9824266-2b71-4680-b942-233e018797bb'],13,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:13.259,Pass,
,,,,,,,,,,,,,,,1.156532,,,,,,,,,,,,6e6a4f1c-5524-4bf7-b6ff-4a2f8610ab32,21,,"[62.3, 3.6]",3879641,0,,,,1.5400368,,Left Foot,,,,"[62.5, 10.1]",Ground Pass,6.503076,,,Artur Ioniţă,7949.0,,,,,,1,From Throw In,Samuel Souprayen,7695.0,Left Back,3,Hellas Verona,226,['6f2bb776-bff1-4be7-99d0-bac97d918f68'],15,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:15.494,Pass,
,,,,,,,,,,,,,,,2.015655,,,,,,,,,,,,0e531674-d402-4de3-90f2-e7302b18f726,25,,"[60.7, 10.1]",3879641,0,,,,-3.0464451,,Right Foot,,,,"[36.6, 7.8]",Ground Pass,24.209503,,,Vangelis Moras,31488.0,,,,,,1,From Throw In,Artur Ioniţă,7949.0,Center Attacking Midfield,3,Hellas Verona,226,"['723dcef0-2d54-44e1-91e9-496d716c4713', 'd213d9b5-d4d7-4350-9bfe-a61173f324fe']",17,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:17.144,Pass,True
,,,,,,,,,,,,,,,2.122284,,,,,,,,,,,,1e206ec1-2edf-4652-bdf0-1c41f420d1e2,29,,"[32.0, 10.3]",3879641,0,,,,2.3926747,,Right Foot,,,,"[10.7, 30.1]",Ground Pass,29.081438,,,Pierluigi Gollini,8274.0,,,,,,1,From Throw In,Vangelis Moras,31488.0,Left Center Back,3,Hellas Verona,226,['d227000c-2f47-4483-8965-4343e06c6905'],20,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:20.469,Pass,
,,,,,,,,,,,,,,,2.512069,,,,,,,,,,,,4570b704-12ce-46ad-a4e2-fe0b19aa7fc6,33,,"[9.4, 36.8]",3879641,0,,,,0.25284368,,Right Foot,,,,"[51.2, 47.6]",High Pass,43.172676,Incomplete,,Artur Ioniţă,7949.0,,,,,,1,From Throw In,Pierluigi Gollini,8274.0,Goalkeeper,3,Hellas Verona,226,"['70f20d08-4d07-47f3-b074-4b4689584812', 'f61421d4-18ed-43dc-9718-3a70562b70d0']",25,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:25.487,Pass,
,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,70f20d08-4d07-47f3-b074-4b4689584812,36,,"[68.9, 32.5]",3879641,0,,,True,-1.4397684,,,,,,"[70.6, 19.6]",High Pass,13.011534,,,Marcel Büchel,8187.0,,,,,Recovery,1,From Throw In,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,3,Hellas Verona,226,"['4570b704-12ce-46ad-a4e2-fe0b19aa7fc6', '4e8fd96f-48d7-4b21-9aa9-77a7e618b703', 'aef32e61-8661-45f6-b1e2-acf470746d47']",27,,,,,,,,,,,,,,,,,,Empoli,290,00:00:27.999,Pass,True
,,,,,,,,,,,,,,,1.969934,,,,,,,,,,,,414f66d9-09c5-4cad-b753-fbf6f9167227,38,,"[70.6, 19.6]",3879641,0,,,True,0.7022569,,,,,,"[77.1, 25.1]",High Pass,8.514693,Incomplete,,,,,,,,,1,From Throw In,Marcel Büchel,8187.0,Left Center Midfield,3,Hellas Verona,226,"['7cc29c55-ae1a-4dca-9a17-0f14e848c9d8', '8584c49f-d820-4721-b87b-3f1f7850638a']",29,,,,,,,,,,,,,,,,,,Empoli,290,00:00:29.828,Pass,True
,,,,,,,,,,,,,,,2.407953,,,,,,,,,,,,8584c49f-d820-4721-b87b-3f1f7850638a,40,,"[43.0, 55.0]",3879641,0,,,,1.6720531,,Head,,,,"[41.1, 73.7]",High Pass,18.796276,,,Paweł Wszołek,11339.0,,,,,Recovery,1,From Throw In,Emil Hallfreðsson,5512.0,Left Defensive Midfield,3,Hellas Verona,226,"['414f66d9-09c5-4cad-b753-fbf6f9167227', '9ceda285-16f6-4664-808c-92870c9b2f98']",31,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:31.798,Pass,
,,,,,,,,,,,,,,,2.155158,,,,,,,,,,,,0e40dac1-5c0f-4835-9410-bad6dc8be567,44,,"[41.6, 73.7]",3879641,0,,,,2.8077946,,Right Foot,,,,"[29.2, 78.0]",Ground Pass,13.124405,,,Eros Pisano,11342.0,,,,,,1,From Throw In,Paweł Wszołek,11339.0,Right Midfield,3,Hellas Verona,226,"['0019ce9d-88e5-4ca5-94fa-c8c34bc9ffcc', 'bca57e26-ccbf-4e81-aa2f-c55491888406']",34,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:34.221,Pass,True
,,,,,,,,,,,,,,,0.004344,,,,,,,,,,,,e8868d3a-ee2b-4df0-a209-1ba7ecf5b05d,48,,"[28.0, 77.4]",3879641,0,,,,0.14707835,,Right Foot,,,,"[30.7, 77.8]",Low Pass,2.7294688,Incomplete,,,,,,,,,1,From Throw In,Eros Pisano,11342.0,Right Back,3,Hellas Verona,226,['c1e1f463-6d09-40ab-b887-0722e6d4373d'],36,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:36.402,Pass,
,,,,,,,,,,,,,,,2.493027,,,,,,,,,,,,28fd6e87-7188-4f74-90e2-bd1aa36f16a7,50,,"[36.0, 80.0]",3879641,0,,,,-2.7770667,,,,,,"[20.8, 74.2]",Low Pass,16.26899,,,Matteo Bianchetti,8421.0,,,,,Throw-in,1,From Throw In,Eros Pisano,11342.0,Right Back,4,Hellas Verona,226,['a59630a6-5d9e-4659-b3f3-325cf8f6b422'],46,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:46.569,Pass,
,,,,,,,,,,,,,,,2.249041,,,,,,,,,,,,1793611c-a9d3-4e3e-bd76-639d6eee584a,53,,"[20.8, 73.4]",3879641,0,,,,-2.2254312,,Right Foot,,,,"[3.3, 50.6]",Ground Pass,28.741781,,,Pierluigi Gollini,8274.0,,,,,,1,From Throw In,Matteo Bianchetti,8421.0,Right Center Back,4,Hellas Verona,226,['5c82ff34-e897-46b8-bad7-43eef9ac1f36'],50,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:50.006,Pass,
,,,,,,,,,,,,,,,3.764103,,,,,,,,,,,,029c7226-4ec3-4310-8bc9-2dbf8f97dbab,57,,"[6.5, 51.4]",3879641,0,,,,0.11428247,,Right Foot,,,,"[64.0, 58.0]",High Pass,57.877544,,,Luca Toni,20252.0,,,,,,1,From Throw In,Pierluigi Gollini,8274.0,Goalkeeper,4,Hellas Verona,226,"['b1413f34-eae9-4ce6-8b93-483d1a1c760b', 'c1b213c9-3ec3-42fe-873f-4f01564495d9']",53,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:53.729,Pass,True
,,,,,,,,,,,,,,,1.364968,,,,,,,,,,,,b9e43baf-5ab8-48f3-82f1-489d3100e86e,59,,"[64.0, 58.0]",3879641,0,,,,-3.1050236,,Other,,,,"[55.8, 57.7]",Low Pass,8.205486,,,Artur Ioniţă,7949.0,,,,,,1,From Throw In,Luca Toni,20252.0,Center Forward,4,Hellas Verona,226,['0814f8f5-69d7-4372-8052-861b9452e66a'],57,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:57.493,Pass,
,,,,,,,,,,,,,,,0.600492,,,,,,,,,,,,5f660dca-f06c-4f8e-96b9-37d259cb809c,62,,"[52.0, 58.4]",3879641,0,,,,2.5238369,,Right Foot,,,,"[48.2, 61.1]",Ground Pass,4.661545,,,Federico Viviani,7770.0,,,,,,1,From Throw In,Artur Ioniţă,7949.0,Center Attacking Midfield,4,Hellas Verona,226,['05a29ccb-9c41-4708-9046-35188d334601'],59,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:59.705,Pass,
,,,,,,,,,,,,,,,1.399237,,,,,,,,,,,,47f974f9-b12d-42d4-a69a-32ada4ff8451,65,,"[48.2, 61.1]",3879641,1,,,,1.1230927,,Right Foot,,,,"[56.7, 78.8]",Ground Pass,19.635172,,,Eros Pisano,11342.0,,,,,,1,From Throw In,Federico Viviani,7770.0,Right Defensive Midfield,4,Hellas Verona,226,['09aeeab9-1a5f-4db5-9c26-43e197ba131b'],0,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:00.776,Pass,
,,,,,,,,,,,,,,,1.815954,,,,,,,,,,,,543417ac-369a-42ed-86c3-532800ec019c,68,,"[50.7, 78.2]",3879641,1,,,,-0.70712703,,Left Foot,,,,"[72.7, 59.4]",High Pass,28.938555,,,Luca Toni,20252.0,,,,,,1,From Throw In,Eros Pisano,11342.0,Right Back,4,Hellas Verona,226,['d64ff15f-70c9-4fe4-929f-62175acc39cd'],3,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:03.610,Pass,
,,,,,,,,,,,,,,,2.44868,,,,,,,,,,,,53221f17-4f2e-427b-bfb6-7144bf1297f3,70,,"[72.7, 59.4]",3879641,1,,,,1.2975514,,Other,,,,"[77.1, 75.1]",Low Pass,16.304907,,,Artur Ioniţă,7949.0,,,,,,1,From Throw In,Luca Toni,20252.0,Center Forward,4,Hellas Verona,226,['50e6e1ba-1962-4fed-a8d7-547902d92cf1'],5,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:05.426,Pass,
,,,,,,,,,,,,,,,1.363204,,,,,,,,,,,,8fb94440-75ef-42bd-9d09-9ea8cc911ba1,72,,"[77.1, 75.1]",3879641,1,,,,0.3452449,,Right Foot,,,,"[88.5, 79.2]",Ground Pass,12.114867,,,Paweł Wszołek,11339.0,,,,,,1,From Throw In,Artur Ioniţă,7949.0,Center Attacking Midfield,4,Hellas Verona,226,['8208e77b-3850-4108-ad69-f40238b2faa6'],7,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:07.875,Pass,
,,,,,,,,,,,,,,,1.182912,,,,,,,,,,,,246340cc-acf9-4014-b988-f51980b4e98a,79,,"[76.3, 76.5]",3879641,1,,,,-3.0633216,,Left Foot,,,,"[71.2, 76.1]",Ground Pass,5.115662,,,Federico Viviani,7770.0,,,,,,1,From Throw In,Paweł Wszołek,11339.0,Right Midfield,4,Hellas Verona,226,['863697e8-3d62-4a40-88c1-70253d6abcc4'],11,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:11.787,Pass,
,,,,,,,,,,,,,,,1.436668,,,,,,,,,,,,3c0a81ed-deae-45ac-97ab-c60c146f2bb7,81,,"[71.2, 76.1]",3879641,1,,,,-1.7262148,,Right Foot,,,,"[67.8, 54.4]",Ground Pass,21.964745,,,Emil Hallfreðsson,5512.0,,,,,,1,From Throw In,Federico Viviani,7770.0,Right Defensive Midfield,4,Hellas Verona,226,['17b2d4bd-ee58-4870-b61a-c5f86b088944'],12,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:12.970,Pass,
,,,,,,,,,,,,,,,2.088493,,,,,,,,,,,,257690f9-1af9-4708-8a0b-5cebc57413e0,85,,"[65.1, 49.5]",3879641,1,,,,-1.5843549,,Left Foot,,,,"[64.7, 20.0]",Ground Pass,29.502712,,,Samuel Souprayen,7695.0,,,,,,1,From Throw In,Emil Hallfreðsson,5512.0,Left Defensive Midfield,4,Hellas Verona,226,['9006ed79-af65-42f3-8736-e760acb2ec07'],15,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:15.742,Pass,
,,,,,,,,,,,,,,,1.980305,,,,,,,,,,,,1d1c33de-8fd6-402b-8110-78e492cf179c,88,,"[75.2, 13.7]",3879641,1,,,,0.3274648,,Left Foot,,,,"[101.4, 22.6]",Ground Pass,27.670382,Pass Offside,,Luca Toni,20252.0,,,,,,1,From Throw In,Samuel Souprayen,7695.0,Left Back,4,Hellas Verona,226,['5c147382-74c3-4b0f-ae62-c095f8b130fc'],19,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:19.311,Pass,
,,,,,,,,,,,,,,,1.360477,,,,,,,,,,,,ff97a495-d4c5-414a-a2e3-d7f7c4ed1966,90,,"[17.9, 54.4]",3879641,1,True,,,-0.19739556,,Right Foot,,,,"[27.4, 52.5]",Ground Pass,9.688137,,,Andrea Costa,8664.0,,,,,Free Kick,1,From Free Kick,Łukasz Skorupski,11508.0,Goalkeeper,5,Empoli,290,['94477132-b316-4400-8f72-64a265af431a'],44,,,,,,,,,,,,,,,,,,Empoli,290,00:01:44.607,Pass,
,,,,,,,,,,,,,,,1.09465,,,,,,,,,,,,3bf3909c-90fe-4c4d-bef3-357977c888ae,92,,"[27.4, 52.5]",3879641,1,,,,-1.0316908,,Right Foot,,,,"[34.1, 41.3]",Ground Pass,13.051054,,,Leandro Daniel Paredes,16308.0,,,,,,1,From Free Kick,Andrea Costa,8664.0,Right Center Back,5,Empoli,290,['2d056577-0da4-41a0-8ccd-f3f20f411eb7'],47,,,,,,,,,,,,,,,,,,Empoli,290,00:01:47.223,Pass,
,,,,,,,,,,,,,,,1.123787,,,,,,,,,,,,8d9e1914-64f4-4e50-897a-f36e8a671342,96,,"[35.0, 41.5]",3879641,1,,,,2.087921,,Right Foot,,,,"[25.9, 57.5]",Ground Pass,18.406792,,,Andrea Costa,8664.0,,,,,,1,From Free Kick,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,5,Empoli,290,"['4e244044-6dbb-4e5f-9ed6-4bd6ef48eb79', 'd27d0738-aedf-4e53-a8f9-ed29e247e56a']",48,,,,,,,,,,,,,,,,,,Empoli,290,00:01:48.358,Pass,True
,,,,,,,,,,,,,,,0.870356,,,,,,,,,,,,f0515c80-fb4f-4b0d-b7af-cca67f195581,100,,"[27.4, 57.0]",3879641,1,,,,0.08865588,,Right Foot,,,,"[40.9, 58.2]",Ground Pass,13.553228,,,Piotr Zieliński,5660.0,,,,,,1,From Free Kick,Andrea Costa,8664.0,Right Center Back,5,Empoli,290,"['8a69a01b-a85c-48d3-af27-65c7d215ffd5', 'f7df7b4d-fa8e-483b-b290-b9cf2d5578f0']",49,,,,,,,,,,,,,,,,,,Empoli,290,00:01:49.997,Pass,True
,,,,,,,,,,,,,,,0.893965,,,,,,,,,,,,2d084f26-a4e5-4640-ab0a-1a2a66fd1a1a,103,,"[40.9, 58.2]",3879641,1,,,,-2.1094205,,Left Foot,,,,"[36.0, 50.0]",Ground Pass,9.552486,,,Leandro Daniel Paredes,16308.0,,,,,,1,From Free Kick,Piotr Zieliński,5660.0,Right Center Midfield,5,Empoli,290,['d7d95b1d-e942-4029-a441-06b7a2ce2e95'],50,,,,,,,,,,,,,,,,,,Empoli,290,00:01:50.908,Pass,
,,,,,,,,,,,,,,,3.045306,,,,,,,,,,,,f92425f5-60ef-40c9-a67e-c6ba58e3fe08,107,,"[34.4, 54.2]",3879641,1,,,,-2.593352,,Right Foot,,,,"[8.2, 38.2]",Ground Pass,30.699186,,,Łukasz Skorupski,11508.0,,,,,,1,From Free Kick,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,5,Empoli,290,"['77aa0d31-0dfe-49d1-81e8-dd060a46c01b', 'd941e899-4cf6-4fe8-8705-cf59d8fbd92d']",53,,,,,,,,,,,,,,,,,,Empoli,290,00:01:53.571,Pass,True
,,,,,,,,,,,,,,,2.254175,,,,,,,,,,,,cd9bc83c-8a0c-440f-8702-18cc5e0517cd,110,,"[8.2, 38.2]",3879641,1,,,,-1.1164399,,Right Foot,,,,"[25.1, 3.6]",Ground Pass,38.506752,,,Mário Rui Silva Duarte,7151.0,,,,,,1,From Free Kick,Łukasz Skorupski,11508.0,Goalkeeper,5,Empoli,290,['6a777f1c-d00e-4a97-9eb8-58e5e4970c8f'],56,,,,,,,,,,,,,,,,,,Empoli,290,00:01:56.736,Pass,
,,,,,,,,,,,,,,,1.139373,,,,,,,,,,,,c5730385-7b8a-4011-85e2-74ae042756d1,113,,"[34.3, 4.4]",3879641,2,,,,0.07229717,,Left Foot,,,,"[70.2, 7.0]",Low Pass,35.994026,,,Massimo Maccarone,40252.0,,,,,,1,From Free Kick,Mário Rui Silva Duarte,7151.0,Left Back,5,Empoli,290,['48b1420c-c668-4a71-9ca7-9b52342a23a8'],1,,,,,,,,,,,,,,,,,,Empoli,290,00:02:01.819,Pass,
,,,,,,,,,,,,,,,0.933754,,,,,,,,,,,,1931d99f-5391-4181-9f7f-5ac9efe462fb,117,,"[62.8, 14.5]",3879641,2,,,,1.9167113,,Right Foot,,,,"[55.7, 34.2]",Ground Pass,20.940392,,,Piotr Zieliński,5660.0,,,,,,1,From Free Kick,Massimo Maccarone,40252.0,Left Center Forward,5,Empoli,290,"['77991e68-2b5a-4c98-bb77-030dbdeb8238', 'db370e80-47b7-4adc-9c78-ce9b98c0a077']",5,,,,,,,,,,,,,,,,,,Empoli,290,00:02:05.707,Pass,True
,,,,,,,,,,,,,,,0.61746,,,,,,,,,,,,3ac25bef-d38d-4a30-82f8-a637a0e6ce4b,120,,"[55.6, 31.8]",3879641,2,,,,-2.2068717,,Right Foot,,,,"[50.8, 25.3]",Ground Pass,8.080223,,,Leandro Daniel Paredes,16308.0,,,,,,1,From Free Kick,Piotr Zieliński,5660.0,Right Center Midfield,5,Empoli,290,['e3df69b9-af2d-4e4f-aa73-0c6f127a57b3'],7,,,,,,,,,,,,,,,,,,Empoli,290,00:02:07.682,Pass,
,,,,,,,,,,,,,,,1.816094,,,,,,,,,,,,a7bf2012-34de-4091-8a93-10a5f15886a7,123,,"[50.8, 25.3]",3879641,2,,,,1.647178,,Left Foot,,,,"[49.3, 44.9]",Ground Pass,19.657314,,,Andrea Costa,8664.0,,,,,,1,From Free Kick,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,5,Empoli,290,['5a2fa845-aba0-48a1-be2c-388efcb5834f'],8,,,,,,,,,,,,,,,,,,Empoli,290,00:02:08.379,Pass,
