50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0070d74d-5418-4332-b0a8-97530743925a,1,,,3879859,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 32525, 'name': 'Fabrizio Poli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 11502, 'name': 'Antonio Di Gaudio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 99}]}",Carpi,1683,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3573b9b9-2e54-4404-9cb9-2bb4b0510442,2,,,3879859,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 3588, 'name': 'Wesley Hoedt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 87}, {'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Lazio,236,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f691d7bc-18f8-462b-90d7-bf53634b8b70,3,,,3879859,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['fa62681a-65bc-45af-9778-35a0e2490023'],0,,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,fa62681a-65bc-45af-9778-35a0e2490023,4,,,3879859,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['f691d7bc-18f8-462b-90d7-bf53634b8b70'],0,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3379f7f4-d685-4cb2-9dba-8babc4164f8e,1565,,,3879859,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Carpi,1683,['3564e439-d224-415e-ab75-85f9eb90101b'],0,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3564e439-d224-415e-ab75-85f9eb90101b,1566,,,3879859,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Carpi,1683,['3379f7f4-d685-4cb2-9dba-8babc4164f8e'],0,,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.123506,,,,,,,,,,,,,,,acf5f417-6579-4506-8510-52470851c458,5,,"[61.0, 40.1]",3879859,0,True,,,1.8045396,,Right Foot,,,,"[60.5, 42.2]",,Ground Pass,,2.1587033,,,,,Jerry Uche Mbakogu,32608.0,,,,,Kick Off,1,From Kick Off,Lorenzo Lollo,30829.0,Center Attacking Midfield,2,Carpi,1683,['7d650e93-e6fc-4106-ab84-f0fb8c8d1424'],0,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.698,Pass,
,,,,,,,,,,,,,,,,,,,1.004503,,,,,,,,,,,,,,,3fd0c05d-93ab-4231-b193-246aea27abde,7,,"[60.8, 41.5]",3879859,0,,,,-3.0523992,,Right Foot,,,,"[48.5, 40.4]",,Ground Pass,,12.349089,,,,,Raffaele Bianco,352172.0,,,,,,1,From Kick Off,Jerry Uche Mbakogu,32608.0,Center Forward,2,Carpi,1683,['1dba0fea-6538-4ab5-8e60-5ab52c682733'],0,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.907,Pass,
,,,,,,,,,,,,,,,,,,,1.531187,,,,,,,,,,,,,,,29786aa3-addb-45bd-bc3e-1f54d02066b3,10,,"[50.0, 41.8]",3879859,0,,,,1.8988163,,Left Foot,,,,"[43.5, 60.9]",,Ground Pass,,20.175728,,,,,Gaetano Letizia,7114.0,,,,,,1,From Kick Off,Raffaele Bianco,352172.0,Left Defensive Midfield,2,Carpi,1683,['5992c661-15c6-491c-b3a1-2043e42aa1ac'],2,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:02.712,Pass,
,,,,,,,,,,,,,,,,,,,2.261866,,,,,,,,,,,,,,,3738126b-b2b8-4ea9-b879-d573966140a4,14,,"[42.9, 61.1]",3879859,0,,,,-1.8094057,,Right Foot,,,,"[35.7, 31.5]",,Ground Pass,,30.463093,,,,,Fabrizio Poli,32525.0,,,,,,1,From Kick Off,Gaetano Letizia,7114.0,Right Back,2,Carpi,1683,['8a36ece8-8187-4de6-aadd-f07055af920d'],5,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:05.481,Pass,
