50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,879ddfab-5332-4055-b6b6-1c2116aae769,1,,,3879778,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 13612, 'name': 'Lorenzo Ariaudo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 37}, {'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fcd58112-df4d-4d1e-b87e-68b2718591bd,2,,,3879778,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 16}, {'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 7473, 'name': 'Lorenzo De Silvestri'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 29}, {'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 8875, 'name': 'Ricardo Gabriel Álvarez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 19850, 'name': 'Antonio Cassano'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 99}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cb656368-d124-4938-a196-91870ec1e97f,3,,,3879778,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['a16e5423-1427-407a-a416-0bbd7e6d7032'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a16e5423-1427-407a-a416-0bbd7e6d7032,4,,,3879778,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['cb656368-d124-4938-a196-91870ec1e97f'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fe58c9c5-5467-4226-ad77-9b08bba96fa3,1804,,,3879778,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Sampdoria,234,['9da46134-c37b-4586-9784-422bcb45554e'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9da46134-c37b-4586-9784-422bcb45554e,1805,,,3879778,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Sampdoria,234,['fe58c9c5-5467-4226-ad77-9b08bba96fa3'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.249923,,,,,,,,,,,,,eca0502e-8e9b-4a0f-a85d-b7fd85ea8aca,5,,"[61.0, 40.1]",3879778,0,,,,,2.985998,,Right Foot,,,,"[45.7, 42.5]",,Ground Pass,,15.487091,,,,Lorenzo Ariaudo,13612.0,,,,,Kick Off,1,From Kick Off,Manuel Pucciarelli,7054.0,Right Center Forward,2,Empoli,290,['c63a248d-3308-4db5-bf2e-6c293d6b51c7'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.566,Pass,
,,,,,,,,,,,,,,,,,0.782018,,,,,,,,,,,,,8928cd45-d01c-4a72-ae29-00439bc61248,8,,"[43.7, 42.5]",3879778,0,,,,,-1.1071488,,Left Foot,,,,"[46.8, 36.3]",,Ground Pass,,6.931811,,,,Andrea Costa,8664.0,,,,,,1,From Kick Off,Lorenzo Ariaudo,13612.0,Right Center Back,2,Empoli,290,['56fa7cc6-ed34-4b02-9a08-8ab3db0c89df'],2,,,,,,,,,,,,,,,,,Empoli,290,00:00:02.123,Pass,
,,,,,,,,,,,,,,,,,2.461887,,,,,,,,,,,,,6c821a8a-e37a-4639-9a09-b71d127f0767,11,,"[47.0, 34.5]",3879778,0,,,,,-0.13800602,,Right Foot,,,,"[61.4, 32.5]",,Ground Pass,,14.538225,,Incomplete,,,,,,,,,1,From Kick Off,Andrea Costa,8664.0,Left Center Back,2,Empoli,290,"['4c978ae3-f608-4586-b9bd-2e4a1af58b45', 'b4bbff35-6b63-4839-8880-1bd3b01e0c1f']",2,,,,,,,,,,,,,,,,,Empoli,290,00:00:02.905,Pass,True
,,,,,,,,,,,,,,,,,0.731072,,,,,,,,,,,,,5b13de90-58d3-4fc6-ae67-aa3a35aad76f,14,,"[61.7, 46.0]",3879778,0,,,,,-1.3825748,,Left Foot,,,,"[63.7, 35.5]",,Ground Pass,,10.688779,,,,Fabio Quagliarella,7011.0,,,,,,1,From Kick Off,Ricardo Gabriel Álvarez,8875.0,Right Center Midfield,2,Empoli,290,['baa651b5-256d-4359-9f73-fc18894f5fa5'],6,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:06.210,Pass,
