50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.224009,,,,,,,,,,,,,6a559c13-a944-4239-83ad-a4e2ba87623d,17,,,"[49.9, 15.2]",3879559,0,,,,,2.2706892,,Left Foot,,,"[35.5, 32.3]",,Ground Pass,,22.355536,,,,Leonardo Bonucci,7173.0,,,,,,1,From Kick Off,Giorgio Chiellini,6954.0,Left Center Back,2,Juventus,224,['ef24b70b-16a1-4452-8435-3cdcd162c623'],12,,,,,,,,,,,,,,,,,Juventus,224,00:00:12.670,Pass,
,,,,,,,,,,,,,,,,1.599469,,,,,,,,,,,,,9f5f824a-3627-458e-b99b-104a7bd3b926,20,,,"[36.7, 32.5]",3879559,0,,,,,0.42171416,,Right Foot,,,"[65.9, 45.6]",,Ground Pass,,32.003906,,Incomplete,,Sami Khedira,5566.0,,,,,,1,From Kick Off,Leonardo Bonucci,7173.0,Right Center Back,2,Juventus,224,"['48842e25-fa7c-4d21-a7fa-b02bc7a66fcb', 'a1f91ee8-eb7b-4fad-a0d4-f81e7bf7657e']",15,,,,,,,,,,,,,,,,,Juventus,224,00:00:15.148,Pass,
,,,,,,,,,,,,,,,,1.35906,,,,,,,,,,,,,409c3115-0eb3-4fd6-9df0-dfa6131afdb7,24,,,"[55.3, 17.2]",3879559,0,,,,,-2.8849673,,Right Foot,,,"[41.2, 13.5]",,Ground Pass,,14.57738,,,,Adam Masina,7169.0,,,,,,1,Regular Play,Amadou Diawara,8284.0,Left Defensive Midfield,3,Bologna,240,['9db7a8cd-d30d-48bc-bc54-6f2b5b556bf1'],18,,,,,,,,,,,,,,,,,Bologna,240,00:00:18.478,Pass,
,,,,,,,,,,,,,,,,0.23515,,,,,,,,,,,,,ddf562d7-8fa5-4a5c-ac11-029921f9bf4b,29,,,"[52.0, 10.7]",3879559,0,,,,,-0.4636476,,Left Foot,,,"[54.6, 9.4]",,Ground Pass,,2.9068885,,Incomplete,,Luca Rizzo,11729.0,,,,,,1,Regular Play,Adam Masina,7169.0,Left Back,3,Bologna,240,"['1991c9f6-7b95-44b2-9af0-6902c4943d34', '86f0e591-c269-4550-8501-a54b249386c7', '9dc73217-990c-4355-8a0b-d8ec3998a2ee']",21,,,,,,,,,,,,,,,,,Bologna,240,00:00:21.228,Pass,True
,,,,,,,,,,,,,,,,1.087109,,,,,,,,,,,,,b54fec5e-26ef-4aeb-aa39-0a6884975557,32,,,"[57.9, 0.1]",3879559,0,,,,,0.60484636,,,,,"[72.8, 10.4]",,High Pass,,18.113531,,,,Mattia Destro,8103.0,,,,,Throw-in,1,From Throw In,Adam Masina,7169.0,Left Back,4,Bologna,240,['bdd4229f-f091-4157-b010-2e1a16a24bf7'],32,,,,,,,,,,,,,,,,,Bologna,240,00:00:32.238,Pass,
,,,,,,,,,,,,,,,,0.680599,,,,,,,,,,,,,7f9f3dec-c887-44a7-9b32-ed351fbe7b37,34,,,"[72.8, 10.4]",3879559,0,,,,,-1.6085143,,Other,,,"[72.6, 5.1]",,Low Pass,,5.3037724,,,,Luca Rizzo,11729.0,,,,,,1,From Throw In,Mattia Destro,8103.0,Center Forward,4,Bologna,240,['0c3c1ba9-d243-43d5-8481-d7acf1f7cfa8'],33,,,,,,,,,,,,,,,,,Bologna,240,00:00:33.326,Pass,
,,,,,,,,,,,,,,,,1.884666,,,,,,,,,,,,,56ee9d7e-3fbc-4cea-9919-3a79f099ef6b,44,,,"[31.4, 30.0]",3879559,0,,,,,2.819842,,Right Foot,,,"[9.2, 37.4]",,Ground Pass,,23.400854,,,,Antonio Mirante,7174.0,,,,,,1,From Throw In,Marios Oikonomou,8873.0,Right Center Back,4,Bologna,240,"['a17b493a-5c2d-4f7f-867e-d539adb17b1c', 'f25c89cc-1531-47a6-9f03-05d250fee8ea']",39,,,,,,,,,,,,,,,,,Bologna,240,00:00:39.656,Pass,True
,,,,,,,,,,,,,,,,3.583334,,,,,,,,,,,,,934177a5-87c3-46cf-ae0e-b8873988aa2b,46,,,"[8.7, 38.0]",3879559,0,,,,,-0.07066255,,Right Foot,,,"[63.8, 34.1]",,High Pass,,55.23785,,Incomplete,,Mattia Destro,8103.0,,,,,,1,From Throw In,Antonio Mirante,7174.0,Goalkeeper,4,Bologna,240,"['3848b2ce-7f2b-4397-a4c2-83550ee13f3d', 'f25c89cc-1531-47a6-9f03-05d250fee8ea', 'f3557c6c-4dba-40f8-8e8f-98d22cbc859d']",41,,,,,,,,,,,,,,,,,Bologna,240,00:00:41.541,Pass,True
,,,,,,,,,,,,,,,,1.55304,,,,,,,,,,,,,f3557c6c-4dba-40f8-8e8f-98d22cbc859d,48,,,"[56.3, 46.0]",3879559,0,,,,,0.53035015,,Head,,,"[75.4, 57.2]",,High Pass,,22.14159,,Incomplete,,Paulo Bruno Exequiel Dybala,5743.0,,,,,Recovery,1,From Throw In,Anderson Hernanes de Carvalho Andrade,25345.0,Left Defensive Midfield,4,Bologna,240,"['6df58263-78d0-496a-ab52-5d7fd2cd0dfe', '934177a5-87c3-46cf-ae0e-b8873988aa2b', '96719683-66ab-4b26-b49e-2b0aedb5ff50']",45,,,,,,,,,,,,,,,,,Juventus,224,00:00:45.124,Pass,
,,,,,,,,,,,,,,,,1.117187,,,,,,,,,,,,,6df58263-78d0-496a-ab52-5d7fd2cd0dfe,50,,,"[44.7, 22.9]",3879559,0,,,,,-1.6300489,,Right Foot,,,"[44.0, 11.1]",,Ground Pass,,11.8207445,,,,Adam Masina,7169.0,,,,,Recovery,1,From Throw In,Amadou Diawara,8284.0,Left Defensive Midfield,4,Bologna,240,"['0774c829-a061-4970-ac06-c38188beb4b7', 'f3557c6c-4dba-40f8-8e8f-98d22cbc859d']",46,,,,,,,,,,,,,,,,,Bologna,240,00:00:46.677,Pass,
,,,,,,,,,,,,,,,,0.852533,,,,,,,,,,,,,0f87a8f0-6466-4cac-a7a9-e0365ced4c31,53,,,"[44.0, 11.1]",3879559,0,,,,,0.39951548,,Left Foot,,,"[66.5, 20.6]",,Low Pass,,24.42335,,,,Mattia Destro,8103.0,,,,,,1,From Throw In,Adam Masina,7169.0,Left Back,4,Bologna,240,['a4ec4412-ea48-439e-8beb-ed52380e7824'],48,,,,,,,,,,,,,,,,,Bologna,240,00:00:48.140,Pass,
,,,,,,,,,,,,,,,,1.81459,,,,,,,,,,,,,32e9a995-c3d5-4411-b2e1-bb2a3a92edda,56,,,"[71.0, 28.2]",3879559,0,,,,,0.35132772,,Right Foot,,,"[96.1, 37.4]",,Ground Pass,,26.732939,,Incomplete,,Anthony Mounier,34565.0,,,Through Ball,True,,1,From Throw In,Mattia Destro,8103.0,Center Forward,4,Bologna,240,"['500bf28f-8e4d-4dd6-bcc7-98ac25193238', '511bb098-ee09-4ecd-8150-e38609751a20']",52,,,,,,,,,,,,,,,,,Bologna,240,00:00:52.184,Pass,
,,,,,,,,,,,,,,,,1.500757,,,,,,,,,,,,,6d2319f2-d595-4aa0-92ac-56611d949183,60,,,"[22.4, 54.2]",3879559,0,,,,,0.8291203,,Right Foot,,,"[37.7, 70.9]",,Ground Pass,,22.649061,,,,Juan Guillermo Cuadrado Bello,5689.0,,,,,Recovery,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,5,Juventus,224,"['032b28c1-d291-4d74-a4cf-65aee2474957', '7089ad3f-e1e5-46fe-a837-fadcb33d96dc']",55,,,,,,,,,,,,,,,,,Juventus,224,00:00:55.263,Pass,True
,,,,,,,,,,,,,,,,0.7887,,,,,,,,,,,,,aea04298-33a0-48e1-b0f6-e457b2937670,63,,,"[41.0, 71.1]",3879559,0,,,,,-1.8102956,,Right Foot,,,"[38.9, 62.5]",,High Pass,,8.852683,,,,Sami Khedira,5566.0,,,,,,1,Regular Play,Juan Guillermo Cuadrado Bello,5689.0,Right Midfield,5,Juventus,224,['e3d31c3d-8725-4eea-ba49-c563505bfbc5'],56,,,,,,,,,,,,,,,,,Juventus,224,00:00:56.981,Pass,
,,,,,,,,,,,,,,,,1.024154,,,,,,,,,,,,,b3e798c6-ff04-4647-877e-fcd812944b2b,65,,,"[38.9, 62.5]",3879559,0,,,,,-0.116261646,,Head,,,"[52.6, 60.9]",,Low Pass,,13.793115,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,1,Regular Play,Sami Khedira,5566.0,Right Defensive Midfield,5,Juventus,224,['faa6854e-974d-46ae-afcb-6a1a0ee8052c'],57,,,,,,,,,,,,,,,,,Juventus,224,00:00:57.810,Pass,
,,,,,,,,,,,,,,,,0.934857,,,,,,,,,,,,,70bbab36-6829-4ae4-8131-eb0a8ef1faef,68,,,"[51.6, 62.7]",3879559,0,,,,,2.5175695,,Left Foot,,,"[41.6, 69.9]",,Ground Pass,,12.322337,,,,Juan Guillermo Cuadrado Bello,5689.0,,,,,,1,Regular Play,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,5,Juventus,224,['2c21423d-b0bd-4119-8df5-216242c3c8d7'],58,,,,,,,,,,,,,,,,,Juventus,224,00:00:58.914,Pass,
,,,,,,,,,,,,,,,,1.214271,,,,,,,,,,,,,a6b9b7b5-ad67-4e13-8aeb-0ad9e770e685,72,,,"[40.8, 72.3]",3879559,1,,,,,-2.8680503,,Right Foot,,,"[26.9, 68.4]",,Ground Pass,,14.436759,,,,Andrea Barzagli,6943.0,,,,,,1,Regular Play,Juan Guillermo Cuadrado Bello,5689.0,Right Midfield,5,Juventus,224,"['1f843b5b-8982-4c1f-9c0e-62a7067b8b83', 'a353e853-d318-41a9-acff-28f291b1427b']",0,,,,,,,,,,,,,,,,,Juventus,224,00:01:00.676,Pass,True
,,,,,,,,,,,,,,,,1.814659,,,,,,,,,,,,,2eaba994-dd0d-4bf7-9958-e339c7a9cfa1,75,,,"[27.9, 66.6]",3879559,1,,,,,-1.8925469,,Right Foot,,,"[23.6, 53.7]",,Ground Pass,,13.597794,,,,Leonardo Bonucci,7173.0,,,,,,1,Regular Play,Andrea Barzagli,6943.0,Right Back,5,Juventus,224,['00eb5bf3-446f-466b-8864-62f8dd83f30c'],2,,,,,,,,,,,,,,,,,Juventus,224,00:01:02.754,Pass,
,,,,,,,,,,,,,,,,2.32892,,,,,,,,,,,,,4ef4929a-59f9-4657-9b51-21db9702bf03,78,,,"[23.0, 52.1]",3879559,1,,,,,-1.2399615,,Right Foot,,,"[37.7, 9.3]",,Ground Pass,,45.25406,,,,Patrice Evra,20008.0,,True,,,,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,5,Juventus,224,['bb463443-8062-4146-ac9e-44e1f10005df'],4,,,,,,,,,,,,,,,,,Juventus,224,00:01:04.781,Pass,
,,,,,,,,,,,,,,,,1.035138,,,,,,,,,,,,,929d47a1-e893-4cb5-880f-bfebc44fdcad,81,,,"[47.7, 5.8]",3879559,1,,,,,-0.066568166,,Left Foot,,,"[56.7, 5.2]",,Ground Pass,,9.019978,,,,Paul Pogba,20004.0,,,,,,1,Regular Play,Patrice Evra,20008.0,Left Back,5,Juventus,224,['dd2dd220-f37c-4f64-bd81-9ccc59068bc8'],8,,,,,,,,,,,,,,,,,Juventus,224,00:01:08.475,Pass,
,,,,,,,,,,,,,,,,1.444325,,,,,,,,,,,,,a44a8b59-445a-4dcd-9e6a-f7ab2616da02,83,,,"[56.5, 5.0]",3879559,1,,,,,3.1230762,,Right Foot,,,"[45.7, 5.2]",,Ground Pass,,10.801851,,,,Patrice Evra,20008.0,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Midfield,5,Juventus,224,['b75873a1-74c1-4b56-a14c-aa258c063823'],9,,,,,,,,,,,,,,,,,Juventus,224,00:01:09.510,Pass,
,,,,,,,,,,,,,,,,1.908721,,,,,,,,,,,,,c22410a3-6fcb-4909-b5d7-49072c03e465,86,,,"[45.3, 5.4]",3879559,1,,,,,2.5144348,,Left Foot,,,"[34.4, 13.3]",,Ground Pass,,13.461798,,,,Giorgio Chiellini,6954.0,,,,,,1,Regular Play,Patrice Evra,20008.0,Left Back,5,Juventus,224,['1f37ecad-45bd-4a4c-9e6c-47a7a151bd4d'],11,,,,,,,,,,,,,,,,,Juventus,224,00:01:11.424,Pass,
,,,,,,,,,,,,,,,,1.695489,,,,,,,,,,,,,a4066f62-4b14-4322-879c-6d9423f5d629,89,,,"[34.4, 13.3]",3879559,1,,,,,1.8728865,,Left Foot,,,"[27.7, 34.8]",,Ground Pass,,22.51977,,,,Leonardo Bonucci,7173.0,,,,,,1,Regular Play,Giorgio Chiellini,6954.0,Left Center Back,5,Juventus,224,['d0106292-964e-4795-adb1-b1b36fd69817'],13,,,,,,,,,,,,,,,,,Juventus,224,00:01:13.934,Pass,
,,,,,,,,,,,,,,,,1.805551,,,,,,,,,,,,,2c9198cf-30c9-4c4c-a463-c984c92bf3f9,92,,,"[27.7, 35.8]",3879559,1,,,,,1.0368763,,Right Foot,,,"[46.5, 67.6]",,Ground Pass,,36.941574,,,,Andrea Barzagli,6943.0,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,5,Juventus,224,['35178880-e14a-428c-a608-a10ba82b7727'],16,,,,,,,,,,,,,,,,,Juventus,224,00:01:16.380,Pass,
,,,,,,,,,,,,,,,,1.26188,,,,,,,,,,,,,66f702e1-694c-4a98-b8c7-b9e0bb016cad,95,,,"[46.9, 69.4]",3879559,1,,,,,0.28653476,,Right Foot,,,"[58.1, 72.7]",,Ground Pass,,11.6760435,,,,Juan Guillermo Cuadrado Bello,5689.0,,,,,,1,Regular Play,Andrea Barzagli,6943.0,Right Back,5,Juventus,224,['9383285c-bb25-4bdc-bdd7-69b4e5ff4f78'],19,,,,,,,,,,,,,,,,,Juventus,224,00:01:19.172,Pass,
,,,,,,,,,,,,,,,,1.498434,,,,,,,,,,,,,be44c993-97bc-419a-b6c5-300461d3a12a,98,,,"[58.1, 72.7]",3879559,1,,,,,-2.6853797,,Right Foot,,,"[47.3, 67.4]",,Ground Pass,,12.030378,,,,Andrea Barzagli,6943.0,,,,,,1,Regular Play,Juan Guillermo Cuadrado Bello,5689.0,Right Midfield,5,Juventus,224,['990221d7-4fba-4659-8830-9e64572697f8'],20,,,,,,,,,,,,,,,,,Juventus,224,00:01:20.640,Pass,
,,,,,,,,,,,,,,,,1.442759,,,,,,,,,,,,,83a13b6b-05ec-4fa8-9213-ef4350391054,101,,,"[47.3, 67.4]",3879559,1,,,,,-0.49624476,,Right Foot,,,"[65.4, 57.6]",,Ground Pass,,20.58276,,,,Anderson Hernanes de Carvalho Andrade,25345.0,,,,,,1,Regular Play,Andrea Barzagli,6943.0,Right Back,5,Juventus,224,['26ecc3a7-1ec4-4c18-ad58-538fada9b848'],22,,,,,,,,,,,,,,,,,Juventus,224,00:01:22.322,Pass,
,,,,,,,,,,,,,,,,1.057512,,,,,,,,,,,,,84e1638c-7257-48c8-a6e7-8aa77f7a18f8,104,,,"[67.1, 58.6]",3879559,1,,,,,0.44045588,,Right Foot,,,"[82.8, 66.0]",,Ground Pass,,17.356554,,Pass Offside,,Juan Guillermo Cuadrado Bello,5689.0,,,Through Ball,True,,1,Regular Play,Anderson Hernanes de Carvalho Andrade,25345.0,Left Defensive Midfield,5,Juventus,224,['291f6c5f-33ac-4fd1-b8db-706d5b8279f8'],24,,,,,,,,,,,,,,,,,Juventus,224,00:01:24.653,Pass,
,,,,,,,,,,,,,,,,2.240023,,,,,,,,,,,,,5d169448-a564-4222-83c6-e91c96c8d89d,106,,,"[37.3, 13.9]",3879559,1,,,,,1.6768607,,Left Foot,,,"[34.5, 40.2]",,Ground Pass,,26.44863,,,,Marios Oikonomou,8873.0,,,,,Free Kick,1,From Free Kick,Daniele Gastaldello,30745.0,Left Center Back,6,Bologna,240,['31a6d6a4-b6c8-4f6a-b41b-d92a8d359d4e'],53,,,,,,,,,,,,,,,,,Bologna,240,00:01:53.059,Pass,
,,,,,,,,,,,,,,,,1.519849,,,,,,,,,,,,,452effec-bdff-483d-9509-89dc018e0970,109,,,"[34.2, 40.2]",3879559,1,,,,,1.1035516,,Right Foot,,,"[51.0, 73.5]",,Ground Pass,,37.297855,,,,Alex Ferrari,7704.0,,,,,,1,From Free Kick,Marios Oikonomou,8873.0,Right Center Back,6,Bologna,240,['7216f995-9ae0-44da-8900-a0b8b2accb00'],55,,,,,,,,,,,,,,,,,Bologna,240,00:01:55.948,Pass,
,,,,,,,,,,,,,,,,2.606453,,,,,,,,,,,,,5d82475a-744c-44c8-b184-6a14536537e2,112,,,"[44.6, 63.5]",3879559,2,,,,,-2.5520632,,Right Foot,,,"[14.4, 43.3]",,Ground Pass,,36.332905,,,,Antonio Mirante,7174.0,,,,,,1,From Free Kick,Alex Ferrari,7704.0,Right Back,6,Bologna,240,['33afb754-9d9e-4db5-81a4-618c8c6fddd1'],0,,,,,,,,,,,,,,,,,Bologna,240,00:02:00.858,Pass,
,,,,,,,,,,,,,,,,2.503885,,,,,,,,,,,,,a4f9e53d-796c-427b-b5c3-07529cd3b9b4,115,,,"[14.2, 40.9]",3879559,2,,,,,0.19879124,,Right Foot,,,"[69.3, 52.0]",,High Pass,,56.20694,,Incomplete,,Anthony Mounier,34565.0,,,,,,1,From Free Kick,Antonio Mirante,7174.0,Goalkeeper,6,Bologna,240,"['2188c4de-0abb-460e-a018-6a8e88d4a6e0', '96849964-f5bf-434a-b499-5411ac87d2cf']",10,,,,,,,,,,,,,,,,,Bologna,240,00:02:10.392,Pass,
