50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0d179448-6a2a-44af-ad32-d1c4b401cd76,1,,,3879573,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 10030, 'name': 'Davide Biondini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8093, 'name': 'Diego Falcinelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c982d2a6-ecfc-45dd-aaea-48c58575aee1,2,,,3879573,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 7107, 'name': 'Danilo Cataldi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 87}, {'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Lazio,236,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5ae5ed7f-b332-4899-8a5a-fe33be70dfaf,3,,,3879573,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,['fecf44c9-b803-4d4f-b57a-218f4af071f7'],0,,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fecf44c9-b803-4d4f-b57a-218f4af071f7,4,,,3879573,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,['5ae5ed7f-b332-4899-8a5a-fe33be70dfaf'],0,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,576c8ed6-44dd-4167-a71e-045fdb46fc30,1856,,,3879573,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,106,Lazio,236,['4f07312e-ac81-4d95-91ba-5e7f8313ba99'],0,,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4f07312e-ac81-4d95-91ba-5e7f8313ba99,1857,,,3879573,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,106,Lazio,236,['576c8ed6-44dd-4167-a71e-045fdb46fc30'],0,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.124697,,,,,,,,,,,,,,3e831c02-f319-4d7b-845c-75532849c351,5,,"[61.0, 40.1]",3879573,0,,,,2.5121503,,Left Foot,,,"[51.8, 46.8]",,Ground Pass,,11.3811245,,,Ogenyi Eddy Onazi,33311.0,,,,,Kick Off,1,From Kick Off,Antonio Candreva,7776.0,Right Wing,2,Lazio,236,['92e438f5-9dfe-415a-888a-04f56e447bd7'],1,,,,,,,,,,,,,,,,,,Lazio,236,00:00:01.565,Pass,
,,,,,,,,,,,,,,,,,,1.0981,,,,,,,,,,,,,,e8798638-c591-42d1-9438-50e52d4ec1fb,8,,"[50.0, 49.8]",3879573,0,,,,1.8384126,,Right Foot,,,"[43.2, 74.6]",,Ground Pass,,25.715364,,,Dušan Basta,8443.0,,,,,,1,From Kick Off,Ogenyi Eddy Onazi,33311.0,Right Defensive Midfield,2,Lazio,236,['f5aea42a-0330-4006-bdcc-9bdfa56be0a1'],3,,,,,,,,,,,,,,,,,,Lazio,236,00:00:03.911,Pass,
,,,,,,,,,,,,,,,,,,2.373647,,,,,,,,,,,,,,94c1c6fc-fbfc-4cab-a1fe-cdababb8043a,12,,"[41.8, 75.0]",3879573,0,,,,-2.0202749,,Right Foot,,,"[22.6, 35.2]",,Ground Pass,,44.18914,,,Santiago Juan Gentiletti Selak,8847.0,,,,,,1,From Kick Off,Dušan Basta,8443.0,Right Back,2,Lazio,236,"['0663002c-48e7-4761-8324-26408f7398e5', 'cec377e8-4aeb-4a80-88b3-dd1fdfee6ce9']",6,,,,,,,,,,,,,,,,,,Lazio,236,00:00:06.515,Pass,True
,,,,,,,,,,,,,,,,,,2.60558,,,,,,,,,,,,,,415a013b-0283-4951-94c3-83dfd91fc7a3,16,,"[34.7, 24.7]",3879573,0,,,,-0.05696478,,Left Foot,,,"[83.8, 21.9]",,High Pass,,49.17977,,,Sergej Milinković-Savić,5589.0,,,,,,1,From Kick Off,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,2,Lazio,236,"['9f6a98ac-83a0-4d68-8a85-028058afa9c7', 'b3fd878e-f8be-4004-a2ad-0e9372f3ecd3']",14,,,,,,,,,,,,,,,,,,Lazio,236,00:00:14.105,Pass,True
,,,,,,,,,,,,,,,,,,0.796425,,,,,,,,,,,,,,b7602338-7133-4101-b552-10cc6e922a30,21,,"[83.9, 22.4]",3879573,0,,,,-1.4920124,,Right Foot,,,"[84.2, 18.6]",,Low Pass,,3.8118236,Incomplete,,Danilo Cataldi,7107.0,,,,,,1,From Kick Off,Sergej Milinković-Savić,5589.0,Center Attacking Midfield,2,Lazio,236,"['95c6866d-80b0-4527-9b60-0f27075acd9a', 'dcf03ce4-d371-43f8-94ec-f99921b407d8', 'f98353b3-86e4-4dc7-ae2f-395b9cb455c2']",18,,,,,,,,,,,,,,,,,,Lazio,236,00:00:18.165,Pass,True
,,,,,,,,,,,,,,,,,,0.721875,,,,,,,,,,,,,,95c6866d-80b0-4527-9b60-0f27075acd9a,23,,"[35.9, 61.5]",3879573,0,,,,-2.4282346,,Right Foot,,,"[30.7, 57.0]",,Ground Pass,,6.8767724,,,Paolo Cannavaro,8848.0,,,,,Interception,1,From Kick Off,Davide Biondini,10030.0,Right Center Midfield,2,Lazio,236,"['63083a05-8986-4e70-b236-39d630ddf3c5', 'b7602338-7133-4101-b552-10cc6e922a30']",18,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:18.961,Pass,
,,,,,,,,,,,,,,,,,,3.188435,,,,,,,,,,,,,,e9f901fd-d484-4c3b-8283-3d74ad289c4c,26,,"[30.9, 57.0]",3879573,0,,,,0.79436654,,Right Foot,,,"[53.0, 79.5]",,High Pass,,31.53823,Out,,,,,,,,,1,From Kick Off,Paolo Cannavaro,8848.0,Right Center Back,2,Lazio,236,,19,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:19.885,Pass,
,,,,,,,,,,,,,,,,,,1.61133,,,,,,,,,,,,,,365d9389-7c64-433f-953e-b1b779037978,27,,"[70.0, 0.1]",3879573,0,,,,1.1852293,,,,,"[76.9, 17.1]",,Low Pass,,18.346935,,,Felipe Anderson Pereira Gomes,8172.0,,,,,Throw-in,1,From Throw In,Senad Lulić,7785.0,Left Back,3,Lazio,236,['04918c51-1c4b-4a7a-ae5f-5954a83b76d3'],27,,,,,,,,,,,,,,,,,,Lazio,236,00:00:27.066,Pass,
,,,,,,,,,,,,,,,,,,1.121037,,,,,,,,,,,,,,678a031b-abc4-4cc2-a76a-4c17212b882e,30,,"[76.9, 17.1]",3879573,0,,,,-2.0166416,,Left Foot,,,"[70.4, 3.5]",,Ground Pass,,15.073486,,,Senad Lulić,7785.0,,,,,,1,From Throw In,Felipe Anderson Pereira Gomes,8172.0,Left Wing,3,Lazio,236,['50741ec6-0a70-4844-b738-9ac05795245a'],28,,,,,,,,,,,,,,,,,,Lazio,236,00:00:28.883,Pass,
