bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.602187,,,,,,,,,,,,,1f57e8ab-8107-4d63-aa9b-414f4c882f2c,24,,"[79.3, 42.7]",3879824,0,,,,-2.1799598,,Left Foot,,,"[67.3, 25.5]",,Ground Pass,,20.972363,,,Luca Antonelli,8874.0,,,,,,,1,From Kick Off,Andrea Bertolacci,7147.0,Left Center Midfield,2,AC Milan,243,"['2c411a3e-a27b-46ed-b246-891effa353f4', '80dceeba-5d18-45cd-ada0-adc989679fcb']",12,,,,,,,,,,,,,,,,AC Milan,243,00:00:12.649,Pass,True
,,,,,,,,,,,,,,,,,,1.628598,,,,,,,,,,,,,72166939-ac8c-4ab2-b142-cdc6b06d2d32,27,,"[82.7, 14.3]",3879824,0,,,,0.21195763,,Left Foot,,,"[106.4, 19.4]",,Ground Pass,,24.242525,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,,1,From Kick Off,Luca Antonelli,8874.0,Left Back,2,AC Milan,243,"['3af29e1c-343b-4dad-a8ed-ad2995433130', '567c6d5b-dce0-402e-a37a-9d00c601241b']",17,,,,,,,,,,,,,,,,AC Milan,243,00:00:17.880,Pass,
,,,,,,,,,,,,,,,,,,2.662643,,,,,,,,,,,,,57c8b4cd-7b4c-48a0-a98e-571c3e3788b1,31,,"[21.3, 73.3]",3879824,0,,,,-0.27416745,,Right Foot,,,"[62.9, 61.6]",,High Pass,,43.214,Incomplete,,Fabio Quagliarella,7011.0,,,,,,,1,From Kick Off,Modibo Diakité,174418.0,Right Center Back,2,AC Milan,243,"['3bd2fd51-bada-4220-a652-8cac2fc46233', 'd2dadeb1-5efb-484b-aae2-8b6a5d2e38fe']",20,,,,,,,,,,,,,,,,Sampdoria,234,00:00:20.970,Pass,
,,,,,,,,,,,,,,,,,,1.27723,,,,,,,,,,,,,3bd2fd51-bada-4220-a652-8cac2fc46233,33,,"[57.2, 18.5]",3879824,0,,,,-0.6310794,,Head,,,"[65.0, 12.8]",,Low Pass,,9.660746,,,Riccardo Montolivo,7166.0,,,,,,Recovery,1,From Kick Off,Alessio Romagnoli,7458.0,Left Center Back,2,AC Milan,243,"['57c8b4cd-7b4c-48a0-a98e-571c3e3788b1', 'dc7accde-6568-4d0c-a632-1f1588b3d3ef']",23,,,,,,,,,,,,,,,,AC Milan,243,00:00:23.632,Pass,
,,,,,,,,,,,,,,,,,,1.779878,,,,,,,,,,,,,0614bc4c-bb61-4d58-9e0e-1e83630e4bb8,36,,"[64.6, 9.1]",3879824,0,,,,2.7763913,,Right Foot,,,"[40.8, 18.2]",,Low Pass,,25.480385,,,Alessio Romagnoli,7458.0,,,,,,,1,From Kick Off,Riccardo Montolivo,7166.0,Center Defensive Midfield,2,AC Milan,243,['858716cb-2922-429d-b0f5-9f605a9d1e91'],24,,,,,,,,,,,,,,,,AC Milan,243,00:00:24.933,Pass,
,,,,,,,,,,,,,,,,,,1.509524,,,,,,,,,,,,,a88bd8fe-c3b8-44cd-93ae-bc6d64ceec73,39,,"[35.2, 21.0]",3879824,0,,,,1.7675927,,Left Foot,,,"[28.8, 53.1]",,Ground Pass,,32.73179,,,Alex Rodrigo Dias da Costa,40945.0,,,,,,,1,From Kick Off,Alessio Romagnoli,7458.0,Left Center Back,2,AC Milan,243,['2d26df84-459a-43fd-94bc-123b39e2b29f'],29,,,,,,,,,,,,,,,,AC Milan,243,00:00:29.971,Pass,
,,,,,,,,,,,,,,,,,,1.451185,,,,,,,,,,,,,2512fe0e-ca07-4bd9-b0af-da32ec2d86ca,42,,"[31.9, 58.3]",3879824,0,,,,0.99869347,,Left Foot,,,"[40.4, 71.5]",,Ground Pass,,15.7,,,Ignazio Abate,7463.0,,,,,,,1,From Kick Off,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,2,AC Milan,243,['5949f480-64c4-4dae-9282-7098ff0afd00'],33,,,,,,,,,,,,,,,,AC Milan,243,00:00:33.101,Pass,
,,,,,,,,,,,,,,,,,,1.597572,,,,,,,,,,,,,e911ae9f-4062-460e-92a2-dff551c01b2b,45,,"[40.1, 72.9]",3879824,0,,,,-0.11444031,,Right Foot,,,"[66.2, 69.9]",,Ground Pass,,26.271849,,,Mario Barwuah Balotelli,3371.0,,,,,,,1,From Kick Off,Ignazio Abate,7463.0,Right Back,2,AC Milan,243,['2bae14ee-35ce-4e4c-a97a-3a92fb0cc0bf'],35,,,,,,,,,,,,,,,,AC Milan,243,00:00:35.606,Pass,
,,,,,,,,,,,,,,,,,,0.202424,,,,,,,,,,,,,2f720fd9-132b-4cfc-82c5-865169eb1d34,49,,"[65.5, 76.6]",3879824,0,,,,-0.24997862,,Right Foot,,,"[70.2, 75.4]",,Low Pass,,4.8507733,Incomplete,,Juraj Kucka,10919.0,,,,,,,1,From Kick Off,Mario Barwuah Balotelli,3371.0,Right Center Forward,2,AC Milan,243,"['ae15ff19-612b-420e-88d4-caf54e9bc400', 'aeabd9cf-2fb7-4bf0-8b43-0239ed1df000', 'ba1fc5e6-5517-4654-9a28-5658185773e2']",39,,,,,,,,,,,,,,,,AC Milan,243,00:00:39.331,Pass,True
,,,,,,,,,,,,,,,,,,1.039172,,,,,,,,,,,,,51c9a446-5bdc-4834-a8aa-8744acc6623c,52,,"[69.8, 80.0]",3879824,0,,,,-0.9760371,,,,,"[74.4, 73.2]",,Low Pass,,8.20975,,,Giacomo Bonaventura,7026.0,,,,,,Throw-in,1,From Throw In,Ignazio Abate,7463.0,Right Back,3,AC Milan,243,['44da0f0f-ff99-460f-a627-e17cb6e47f0d'],46,,,,,,,,,,,,,,,,AC Milan,243,00:00:46.709,Pass,
,,,,,,,,,,,,,,,,,,0.566276,,,,,,,,,,,,,4b2c7644-8bf3-4d6f-897b-cc1bbeccbe27,56,,"[75.3, 72.8]",3879824,0,,,,2.7233684,,Right Foot,,,"[69.0, 75.6]",,Low Pass,,6.8942003,,,Ignazio Abate,7463.0,,,,,,,1,From Throw In,Giacomo Bonaventura,7026.0,Center Attacking Midfield,3,AC Milan,243,['264d2a33-b472-4135-a8dc-9f0b664a2cfa'],47,,,,,,,,,,,,,,,,AC Milan,243,00:00:47.788,Pass,
,,,,,,,,,,,,,,,,,,0.812089,,,,,,,,,,,,,02ca9a4c-3333-4e03-a1f0-487b363b3154,60,,"[68.2, 75.2]",3879824,0,,,,-0.48312566,,Right Foot,,,"[80.4, 68.8]",,Low Pass,,13.776793,Incomplete,,,,,,,,,,1,From Throw In,Ignazio Abate,7463.0,Right Back,3,AC Milan,243,"['680d244c-fbf6-424a-901b-1a847409d33d', '6c0a6a4d-c46b-43c4-af27-a7bbb78262e6']",48,,,,,,,,,,,,,,,,AC Milan,243,00:00:48.943,Pass,True
,,,,,,,,,,,,,,,,,,1.718055,,,,,,,,,,,,,0dac54c3-9a1e-45de-b1ec-013e1e8c2361,63,,"[68.2, 69.8]",3879824,0,,,,-0.46845526,,Right Foot,,,"[93.1, 57.2]",,Ground Pass,,27.90645,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,Recovery,1,From Throw In,Ignazio Abate,7463.0,Right Back,3,AC Milan,243,['0f5cfbaa-657c-4160-bb66-e8c3d3c840bb'],50,,,,,,,,,,,,,,,,AC Milan,243,00:00:50.982,Pass,
,,,,,,,,,,,,,,,,,,0.743806,,,,,,,,,,,,,2bf56e84-f85a-4e61-ada3-766d56fd154c,71,,"[28.7, 18.4]",3879824,0,,,,-0.43105045,,Left Foot,,,"[47.4, 9.8]",,Ground Pass,,20.58276,,,Roberto Soriano,6759.0,,,,,,,1,Regular Play,Nenad Krstičić,15959.0,Left Defensive Midfield,4,Sampdoria,234,"['6bcfd7f1-2ac5-4430-a4d0-0fd3f72bc089', '8cc5554e-c40e-476b-b0ed-44d264f720af']",55,,,,,,,,,,,,,,,,Sampdoria,234,00:00:55.857,Pass,True
,,,,,,,,,,,,,,,,,,0.570238,,,,,,,,,,,,,55766762-02b0-40c7-bc4d-9ed32cb297b5,75,,"[45.6, 9.8]",3879824,0,,,,-1.6433958,,Right Foot,,,"[45.2, 4.3]",,Low Pass,,5.5145264,,,José Rodolfo Pires Ribeiro,25505.0,,,,,,,1,Regular Play,Roberto Soriano,6759.0,Left Attacking Midfield,4,Sampdoria,234,"['e591709d-b384-40dc-be6e-7ae7fca58dfc', 'eacb0fe4-a6f0-49d8-bcde-409fcddbe543']",56,,,,,,,,,,,,,,,,Sampdoria,234,00:00:56.720,Pass,True
,,,,,,,,,,,,,,,,,,0.979655,,,,,,,,,,,,,e730019a-e093-4bab-95a8-f0a15da698ab,81,,"[48.8, 0.1]",3879824,1,,,,1.7963976,,,,,"[46.0, 12.3]",,Low Pass,,12.517188,,,Nenad Krstičić,15959.0,,,,,,Throw-in,1,From Throw In,José Rodolfo Pires Ribeiro,25505.0,Left Wing Back,5,Sampdoria,234,['0acab361-687a-4d90-9b79-cafa46f2034f'],5,,,,,,,,,,,,,,,,Sampdoria,234,00:01:05.939,Pass,
,,,,,,,,,,,,,,,,,,1.611745,,,,,,,,,,,,,fb90b51b-a3e6-4950-81a9-11c0d061c199,83,,"[46.1, 14.6]",3879824,1,,,,0.24084646,,Left Foot,,,"[68.9, 20.2]",,High Pass,,23.47765,,,Fabio Quagliarella,7011.0,,,,,,,1,From Throw In,Nenad Krstičić,15959.0,Left Defensive Midfield,5,Sampdoria,234,['97fb1f23-a721-4d5d-a9fd-a812068e417f'],6,,,,,,,,,,,,,,,,Sampdoria,234,00:01:06.918,Pass,
,,,,,,,,,,,,,,,,,,0.885472,,,,,,,,,,,,,93058c6a-7ded-4eda-82e3-aa9788e07a28,86,,"[70.5, 19.8]",3879824,1,,,,-2.5625184,,Other,,,"[62.7, 14.7]",,High Pass,,9.319335,,,Roberto Soriano,6759.0,,,,,,,1,From Throw In,Fabio Quagliarella,7011.0,Center Forward,5,Sampdoria,234,['61007e4e-21a4-4e6d-b648-dff60e194fc7'],8,,,,,,,,,,,,,,,,Sampdoria,234,00:01:08.629,Pass,
,,,,,,,,,,,,,,,,,,0.039897,,,,,,,,,,,,,5b27636d-d829-4259-8c6c-dd836369e919,91,,"[63.0, 13.4]",3879824,1,,,,1.1722739,,Right Foot,,,"[64.6, 17.2]",,Low Pass,,4.1231055,Incomplete,,José Rodolfo Pires Ribeiro,25505.0,,,,,,,1,From Throw In,Roberto Soriano,6759.0,Left Attacking Midfield,5,Sampdoria,234,"['0a8d3b49-8a0a-4971-81db-232c0881965c', 'b7229998-c00f-474b-8a9d-04cf5984f3a6']",9,,,,,,,,,,,,,,,,Sampdoria,234,00:01:09.684,Pass,
,,,,,,,,,,,,,,,,,,2.360979,,,,,,,,,,,,,81d06397-8d2c-495b-b3d8-71535fb67ce4,94,,"[46.0, 64.4]",3879824,1,,,,-0.04571975,,Right Foot,,,"[76.6, 63.0]",,High Pass,,30.63201,Incomplete,,Mario Barwuah Balotelli,3371.0,,,,,,Recovery,1,From Throw In,Ignazio Abate,7463.0,Right Back,5,Sampdoria,234,"['0a809b64-34cd-4cb9-b306-00b51fb07214', 'f9f8fd10-41f9-4676-ac97-aef96b7f37ff']",12,,,,,,,,,,,,,,,,AC Milan,243,00:01:12.081,Pass,
,,,,,,,,,,,,,,,,,,3.062419,,,,,,,,,,,,,0a809b64-34cd-4cb9-b306-00b51fb07214,96,,"[43.5, 17.1]",3879824,1,,,,-0.72177225,,Left Foot,,,"[62.7, 0.2]",,High Pass,,25.578312,Out,,,,,,,,,Recovery,1,From Throw In,Mattia Cassani,387417.0,Left Center Back,5,Sampdoria,234,['81d06397-8d2c-495b-b3d8-71535fb67ce4'],14,,,,,,,,,,,,,,,,Sampdoria,234,00:01:14.442,Pass,
,,,,,,,,,,,,,,,,,,1.465034,,,,,,,,,,,,,b6e3febb-7150-40da-9075-6b9b6a26b2fd,97,,"[53.9, 80.0]",3879824,1,,,,-1.2042209,,,,,"[58.2, 68.8]",,Low Pass,,11.997083,,,Riccardo Montolivo,7166.0,,,,,,Throw-in,1,From Throw In,Ignazio Abate,7463.0,Right Back,6,AC Milan,243,['0f369044-463e-4afe-ab57-2e4dd54d9c45'],20,,,,,,,,,,,,,,,,AC Milan,243,00:01:20.599,Pass,
,,,,,,,,,,,,,,,,,,1.756553,,,,,,,,,,,,,2e795552-deb1-4528-974a-2116f0648f41,100,,"[56.3, 59.3]",3879824,1,,,,-2.2702003,,Left Foot,,,"[40.4, 40.4]",,High Pass,,24.698584,,,Alessio Romagnoli,7458.0,,,,,,,1,From Throw In,Riccardo Montolivo,7166.0,Center Defensive Midfield,6,AC Milan,243,['d74aee1c-68a4-4187-b2a5-fd1bd86ad033'],22,,,,,,,,,,,,,,,,AC Milan,243,00:01:22.302,Pass,
,,,,,,,,,,,,,,,,,,1.318683,,,,,,,,,,,,,c5c3e9bc-664a-4ee6-8552-0206546fb322,103,,"[40.4, 37.1]",3879824,1,,,,-1.0735645,,Left Foot,,,"[51.2, 17.2]",,Ground Pass,,22.641775,,,Luca Antonelli,8874.0,,,,,,,1,From Throw In,Alessio Romagnoli,7458.0,Left Center Back,6,AC Milan,243,['9648fde7-074b-4a54-856d-bd41063f7b84'],25,,,,,,,,,,,,,,,,AC Milan,243,00:01:25.704,Pass,
,,,,,,,,,,,,,,,,,,2.154566,,,,,,,,,,,,,32c3e884-452b-43e3-909e-e9c46a297ac9,106,,"[51.2, 16.9]",3879824,1,,,,2.727667,,Left Foot,,,"[33.9, 24.5]",,Ground Pass,,18.895767,,,Alessio Romagnoli,7458.0,,,,,,,1,From Throw In,Luca Antonelli,8874.0,Left Back,6,AC Milan,243,['782658cd-51ba-4a1a-9005-a10ae99fa9cd'],28,,,,,,,,,,,,,,,,AC Milan,243,00:01:28.077,Pass,
,,,,,,,,,,,,,,,,,,2.145909,,,,,,,,,,,,,a636c772-432d-46ab-81f9-9b9db3134a6c,109,,"[33.9, 24.5]",3879824,1,,,,1.6802473,,Left Foot,,,"[30.9, 51.8]",,Ground Pass,,27.46434,,,Alex Rodrigo Dias da Costa,40945.0,,,,,,,1,From Throw In,Alessio Romagnoli,7458.0,Left Center Back,6,AC Milan,243,['5799f46d-f821-4a1e-a3f2-7f65eeefdb6d'],31,,,,,,,,,,,,,,,,AC Milan,243,00:01:31.179,Pass,
,,,,,,,,,,,,,,,,,,1.380499,,,,,,,,,,,,,4d612c4f-1d5b-4cdf-9992-af4ae3048426,112,,"[38.3, 60.7]",3879824,1,,,,1.0008838,,Right Foot,,,"[47.4, 74.9]",,Ground Pass,,16.865646,,,Juraj Kucka,10919.0,,,,,,,1,From Throw In,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,6,AC Milan,243,['a4767e26-fef2-4eec-92ff-a5c919b47b18'],36,,,,,,,,,,,,,,,,AC Milan,243,00:01:36.020,Pass,
,,,,,,,,,,,,,,,,,,1.007525,,,,,,,,,,,,,5eefd368-26ad-43f7-88ff-35b71e4fdae9,118,,"[54.7, 80.0]",3879824,1,,,,-1.598112,,,,,"[54.2, 61.7]",,High Pass,,18.30683,Incomplete,,Andrea Bertolacci,7147.0,,,,,,Throw-in,1,From Throw In,Ignazio Abate,7463.0,Right Back,7,AC Milan,243,"['27504c28-438d-41d2-a5da-f8b91b384849', '46650f4b-b1e0-4c51-87c2-546d757bfa95']",47,,,,,,,,,,,,,,,,AC Milan,243,00:01:47.937,Pass,
,,,,,,,,,,,,,,,,,,1.09165,,,,,,,,,,,,,aeab7a8d-51ba-4da8-833e-3f497a426740,127,,"[18.4, 73.3]",3879824,1,,,,0.49934673,,Right Foot,,,"[20.6, 74.5]",,Ground Pass,,2.505993,,,Andrea Bertolacci,7147.0,,,,,,Recovery,1,From Throw In,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,7,AC Milan,243,['c3b4882a-3514-4963-8090-801aa31af7be'],55,,,,,,,,,,,,,,,,AC Milan,243,00:01:55.986,Pass,
