50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.010924,,,,,,,,,,,,,,f5e28629-d097-4867-999a-b40155272e65,17,,,"[15.1, 37.2]",3879747,0,,,,,-1.2318062,,Right Foot,,,,"[21.2, 19.9]",Ground Pass,,18.343937,,,Andrea Barzagli,6943.0,,,,,,1,From Keeper,Gianluigi Buffon,6949.0,Goalkeeper,3,Juventus,224,['c99ed9af-2b46-4c1d-8916-ed71360f48f5'],12,,,,,,,,,,,,,,,,,Juventus,224,00:00:12.168,Pass,
,,,,,,,,,,,,,,,,,,1.790305,,,,,,,,,,,,,,97919b32-5ecd-45e0-9a12-551f03aa4499,20,,,"[21.8, 21.8]",3879747,0,,,,,1.5410432,,Right Foot,,,,"[22.8, 55.4]",Ground Pass,,33.614876,,,Leonardo Bonucci,7173.0,,,,,,1,From Keeper,Andrea Barzagli,6943.0,Left Center Back,3,Juventus,224,['9ab52b2c-3d26-4008-89cc-5fab83c32776'],15,,,,,,,,,,,,,,,,,Juventus,224,00:00:15.162,Pass,
,,,,,,,,,,,,,,,,,,1.693739,,,,,,,,,,,,,,2d60f529-77dd-47e2-9ae7-14b0480b0d83,23,,,"[36.2, 52.0]",3879747,0,,,,,-0.65634835,,Right Foot,,,,"[65.8, 29.2]",Ground Pass,,37.363083,,,Álvaro Borja Morata Martín,3477.0,,,,,,1,From Keeper,Leonardo Bonucci,7173.0,Right Center Back,3,Juventus,224,['f5d0dec3-8f03-414f-b02a-24dff8984989'],22,,,,,,,,,,,,,,,,,Juventus,224,00:00:22.950,Pass,
,,,,,,,,,,,,,,,,,,2.042301,,,,,,,,,,,,,,0225aabc-f742-4199-9377-dbec7f2c7fe1,27,,,"[64.0, 26.8]",3879747,0,,,,,-2.4358733,,Left Foot,,,,"[49.8, 14.7]",Ground Pass,,18.656097,,,Andrea Barzagli,6943.0,,,,,,1,From Keeper,Álvaro Borja Morata Martín,3477.0,Left Center Forward,3,Juventus,224,"['7be05daa-a132-4e63-8c9b-8ebe259f3587', 'a8c76fda-35f7-41f3-9c5a-60e1b7d92505']",25,,,,,,,,,,,,,,,,,Juventus,224,00:00:25.885,Pass,True
,,,,,,,,,,,,,,,,,,0.879343,,,,,,,,,,,,,,8b3fbc52-ead8-4fd1-bb19-681c4de8a8c3,30,,,"[49.3, 15.7]",3879747,0,,,,,0.9229849,,Right Foot,,,,"[57.7, 26.8]",Ground Pass,,13.92013,,,Paul Pogba,20004.0,,,,,,1,From Keeper,Andrea Barzagli,6943.0,Left Center Back,3,Juventus,224,['8b0b212b-2df6-4f27-8142-b44d7b0511ac'],28,,,,,,,,,,,,,,,,,Juventus,224,00:00:28.988,Pass,
,,,,,,,,,,,,,,,,,,2.036206,,,,,,,,,,,,,,db76d03e-7591-4c30-9c32-ceb08742b11a,33,,,"[55.6, 20.8]",3879747,0,,,,,2.0143893,,Right Foot,,,,"[42.2, 49.0]",Ground Pass,,31.221786,,,Leonardo Bonucci,7173.0,,,,,,1,From Keeper,Paul Pogba,20004.0,Left Center Midfield,3,Juventus,224,['f4e32cb1-d74e-4bf7-a92b-cf5279acd82e'],31,,,,,,,,,,,,,,,,,Juventus,224,00:00:31.007,Pass,
,,,,,,,,,,,,,,,,,,2.191656,,,,,,,,,,,,,,7e2a6fa6-2aae-40be-9099-b02332cc3a17,36,,,"[44.5, 48.6]",3879747,0,,,,,-1.4460242,,Right Foot,,,,"[48.2, 19.1]",Ground Pass,,29.731129,,,Andrea Barzagli,6943.0,,,,,,1,From Keeper,Leonardo Bonucci,7173.0,Right Center Back,3,Juventus,224,['1ec24465-27b7-46c1-bbc6-2063e2f33484'],36,,,,,,,,,,,,,,,,,Juventus,224,00:00:36.025,Pass,
,,,,,,,,,,,,,,,,,,1.299618,,,,,,,,,,,,,,46165e30-d9f0-4db3-b9b0-baa9c84a020e,39,,,"[49.0, 19.1]",3879747,0,,,,,0.004385937,,Right Foot,,,,"[71.8, 19.2]",Ground Pass,,22.800219,,,Álvaro Borja Morata Martín,3477.0,,,,,,1,From Keeper,Andrea Barzagli,6943.0,Left Center Back,3,Juventus,224,['7c46cb07-c5c5-47b2-8a57-8447fe09cb4a'],38,,,,,,,,,,,,,,,,,Juventus,224,00:00:38.937,Pass,
,,,,,,,,,,,,,,,,,,0.265829,,,,,,,,,,,,,,310703c3-ed2f-45b5-a76c-99efb8f5dfd7,41,,,"[70.6, 17.8]",3879747,0,,,,,0.5269432,,Right Foot,,,,"[76.1, 21.0]",Ground Pass,,6.3631754,Incomplete,,Roberto Maximiliano Pereyra,3579.0,,,,,,1,From Keeper,Álvaro Borja Morata Martín,3477.0,Left Center Forward,3,Juventus,224,"['23e835f0-ee31-4022-908d-44403ca40620', '62c70f57-b707-4fb8-ac33-25429a21f1c3']",40,,,,,,,,,,,,,,,,,Juventus,224,00:00:40.236,Pass,
,,,,,,,,,,,,,,,,,,1.727674,,,,,,,,,,,,,,4fcc964c-8778-4338-b345-42215224410c,46,,,"[43.0, 61.4]",3879747,0,,,,,0.029188788,,Right Foot,,,,"[56.7, 61.8]",Ground Pass,,13.705838,,,Luca Rizzo,11729.0,,,,,,1,From Keeper,Ibrahima Mbaye,7164.0,Right Back,3,Juventus,224,"['11a68451-4b0b-4bdc-a02d-cb81c431efa8', '69b56830-34c9-47ec-a2f8-c321f9077e1d']",40,,,,,,,,,,,,,,,,,Bologna,240,00:00:40.964,Pass,True
,,,,,,,,,,,,,,,,,,0.397219,,,,,,,,,,,,,,26a25b3f-28c2-4bdf-8bac-dd2e9c436937,48,,,"[56.1, 61.5]",3879747,0,,,,,0.3324263,,Right Foot,,,,"[64.5, 64.4]",Ground Pass,,8.886507,Incomplete,,Mattia Destro,8103.0,,,,,,1,From Keeper,Luca Rizzo,11729.0,Right Midfield,3,Juventus,224,"['445d4c01-27fb-4b4d-b599-76bdd412771e', '4eb0821c-a22a-4690-a30a-a5911f2bec4e']",42,,,,,,,,,,,,,,,,,Bologna,240,00:00:42.692,Pass,
,,,,,,,,,,,,,,,,,,2.110021,,,,,,,,,,,,,,42c646ab-281c-4838-be59-b1d796276f97,51,,,"[55.6, 22.1]",3879747,0,,,,,-2.1048667,,Right Foot,,,,"[50.1, 12.8]",High Pass,,10.804628,,,Patrice Evra,20008.0,,,,,Recovery,1,From Keeper,Paul Pogba,20004.0,Left Center Midfield,3,Juventus,224,['60fc2b3d-ca3d-4085-afac-1517e607d9bd'],43,,,,,,,,,,,,,,,,,Juventus,224,00:00:43.590,Pass,
,,,,,,,,,,,,,,,,,,4.837403,,,,,,,,,,,,,,ae0e9fa0-da21-4bb0-a443-b8cfd6cfbcfb,54,,,"[49.5, 11.5]",3879747,0,,,,,0.23981963,,Left Foot,,,,"[104.3, 24.9]",High Pass,,56.414536,Incomplete,,Roberto Maximiliano Pereyra,3579.0,,,,,,1,From Keeper,Patrice Evra,20008.0,Left Back,3,Juventus,224,"['5339b75d-9aa2-4fe7-aa1e-f962025a45ae', '81d81a83-595a-4349-a4fb-1f4d99cc533c']",45,,,,,,,,,,,,,,,,,Juventus,224,00:00:45.740,Pass,
,,,,,,,,,,,,,,,,,,2.864831,,,,,,,,,,,,,,8940e864-b74a-4cf3-836f-61b2ee423abe,59,,,"[14.4, 48.4]",3879747,1,,,,,-0.92446935,,Right Foot,,,,"[48.5, 3.2]",High Pass,,56.620228,,,Adam Masina,7169.0,,True,,,,1,From Keeper,Antonio Mirante,7174.0,Goalkeeper,4,Bologna,240,['d3b9cd9a-b209-4b05-964a-be2a75536765'],6,,,,,,,,,,,,,,,,,Bologna,240,00:01:06.330,Pass,
,,,,,,,,,,,,,,,,,,1.643171,,,,,,,,,,,,,,dbb8485b-12c7-4633-811e-3660ba39ac8b,62,,,"[47.5, 3.3]",3879747,1,,,,,1.4464413,,Left Foot,,,,"[49.0, 15.3]",Ground Pass,,12.093387,,,Saphir Sliti Taïder,8851.0,,,,,,1,From Keeper,Adam Masina,7169.0,Left Back,4,Bologna,240,['132e93fd-cbf0-468d-babf-7c038f6fbe45'],10,,,,,,,,,,,,,,,,,Bologna,240,00:01:10.115,Pass,
,,,,,,,,,,,,,,,,,,0.860307,,,,,,,,,,,,,,56387bab-31ab-4cd9-a391-96cd9476f63f,64,,,"[49.9, 16.0]",3879747,1,,,,,-2.2345755,,Left Foot,,,,"[42.0, 5.9]",Ground Pass,,12.822637,,,Adam Masina,7169.0,,,,,,1,From Keeper,Saphir Sliti Taïder,8851.0,Left Center Midfield,4,Bologna,240,['bad6fea0-9a9f-4b3d-9b36-94ca8c845239'],11,,,,,,,,,,,,,,,,,Bologna,240,00:01:11.758,Pass,
,,,,,,,,,,,,,,,,,,1.133739,,,,,,,,,,,,,,c8a9fac0-103b-4143-8c97-172bb592202a,67,,,"[42.7, 7.2]",3879747,1,,,,,2.9495447,,Left Foot,,,,"[28.3, 10.0]",Ground Pass,,14.669697,,,Domenico Maietta,8849.0,,,,,,1,From Keeper,Adam Masina,7169.0,Left Back,4,Bologna,240,['10cb8579-df63-4786-90a3-5dcacf1ae512'],13,,,,,,,,,,,,,,,,,Bologna,240,00:01:13.121,Pass,
,,,,,,,,,,,,,,,,,,2.066164,,,,,,,,,,,,,,15738d4f-29d9-4381-a4b2-b53e471a2e15,70,,,"[28.0, 10.6]",3879747,1,,,,,2.39539,,Right Foot,,,,"[6.8, 30.2]",Ground Pass,,28.872131,,,Antonio Mirante,7174.0,,,,,,1,From Keeper,Domenico Maietta,8849.0,Left Center Back,4,Bologna,240,['9a9f3480-d0de-4968-a005-74d01622635a'],15,,,,,,,,,,,,,,,,,Bologna,240,00:01:15.382,Pass,
,,,,,,,,,,,,,,,,,,1.346672,,,,,,,,,,,,,,e9b56897-eda8-4336-a1a1-0e3b16f1fe58,77,,,"[7.9, 27.9]",3879747,1,,,,,-1.3889705,,Right Foot,,,,"[12.0, 5.6]",Ground Pass,,22.673773,,,Domenico Maietta,8849.0,,,,,,1,From Keeper,Antonio Mirante,7174.0,Goalkeeper,4,Bologna,240,['630cf910-ca21-4c52-b17e-69a075a39e5a'],20,,,,,,,,,,,,,,,,,Bologna,240,00:01:20.049,Pass,
,,,,,,,,,,,,,,,,,,1.41739,,,,,,,,,,,,,,7bf2ea8d-0e54-461d-902c-130c36d75d4c,81,,,"[28.1, 6.9]",3879747,1,,,,,0.72414154,,Left Foot,,,,"[48.0, 24.5]",High Pass,,26.566332,,,Mattia Destro,8103.0,,,,,,1,From Keeper,Domenico Maietta,8849.0,Left Center Back,4,Bologna,240,"['5229a2d6-baf7-4eb3-aa5e-391603215645', '7956e22a-0987-4e18-82c2-72fa5fa7c9f3']",25,,,,,,,,,,,,,,,,,Bologna,240,00:01:25.185,Pass,True
,,,,,,,,,,,,,,,,,,1.24283,,,,,,,,,,,,,,f4fa2e21-fb43-4c91-b34c-04a9b19f6f30,84,,,"[48.5, 26.6]",3879747,1,,,,,0.6820638,,Right Foot,,,,"[63.4, 38.7]",Ground Pass,,19.19427,,,Luca Rizzo,11729.0,,,,,,1,From Keeper,Mattia Destro,8103.0,Center Forward,4,Bologna,240,['9d5626cb-9898-4fc3-bf8e-0784eb3d5da2'],27,,,,,,,,,,,,,,,,,Bologna,240,00:01:27.296,Pass,
,,,,,,,,,,,,,,,,,,1.000352,,,,,,,,,,,,,,0904d13a-7b72-404b-a674-eb3e22a3f06e,86,,,"[63.4, 38.7]",3879747,1,,,,,2.6809125,,Right Foot,,,,"[49.9, 45.4]",Ground Pass,,15.071164,,,Godfred Donsah,8280.0,,,,,,1,From Keeper,Luca Rizzo,11729.0,Right Midfield,4,Bologna,240,['5869226c-e67f-40f5-820b-0c59ca83f546'],28,,,,,,,,,,,,,,,,,Bologna,240,00:01:28.539,Pass,
,,,,,,,,,,,,,,,,,,0.71852,,,,,,,,,,,,,,94e1df97-21bd-49dd-b8bd-4292af15f16d,93,,,"[66.3, 44.1]",3879747,1,,,,,-1.9686707,,Right Foot,,,,"[63.4, 37.2]",Ground Pass,,7.484651,,,Paul Pogba,20004.0,,,,,Recovery,1,Regular Play,Roberto Maximiliano Pereyra,3579.0,Center Attacking Midfield,5,Juventus,224,"['44808e8c-5270-459b-9e72-8fe20df5a9c9', '6e10bfde-b211-40e1-bcb2-11d528f1d303']",31,,,,,,,,,,,,,,,,,Juventus,224,00:01:31.424,Pass,True
,,,,,,,,,,,,,,,,,,1.149318,,,,,,,,,,,,,,d600a178-0454-443c-a6e9-f3d5266983fe,96,,,"[63.9, 35.4]",3879747,1,,,,,-0.3623011,,Right Foot,,,,"[76.3, 30.7]",Ground Pass,,13.260844,,,Álvaro Borja Morata Martín,3477.0,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Center Midfield,5,Juventus,224,['9d77804c-fbd5-43ba-ac67-620b4f1a4038'],32,,,,,,,,,,,,,,,,,Juventus,224,00:01:32.750,Pass,
,,,,,,,,,,,,,,,,,,2.842338,,,,,,,,,,,,,,870b7f39-838e-4fb2-9ff3-ed41f9297c64,106,,,"[48.6, 76.1]",3879747,1,,True,,,-0.655106,,Right Foot,,,,"[65.0, 63.5]",Ground Pass,,20.681393,,,Mattia Destro,8103.0,,,,,Recovery,1,From Counter,Godfred Donsah,8280.0,Right Center Midfield,7,Bologna,240,"['4242a0b6-c956-4ee1-8e8d-e0c0919932c5', 'fb929407-b8de-4b14-9e72-957fc997c6e8']",37,,,,,,,,,,,,,,,,,Bologna,240,00:01:37.743,Pass,True
,,,,,,,,,,,,,,,,,,1.190854,,,,,,,,,,,,,,d3d044e2-2b49-4884-84c7-26a71eae9a4f,108,,,"[68.8, 64.1]",3879747,1,,,,,-1.3601741,,Right Foot,,,,"[71.9, 49.6]",Ground Pass,,14.827677,,,Saphir Sliti Taïder,8851.0,,,,,,1,From Counter,Mattia Destro,8103.0,Center Forward,7,Bologna,240,['317f5f70-2392-42a4-a26f-bd2cd41fc093'],41,,,,,,,,,,,,,,,,,Bologna,240,00:01:41.089,Pass,
,,,,,,,,,,,,,,,,,,1.085041,,,,,,,,,,,,,,9877e032-ff02-45cc-90e2-1142057ac971,118,,,"[62.1, 38.1]",3879747,2,,,,,1.1181675,,Right Foot,,,,"[69.2, 52.7]",Ground Pass,,16.234838,,,Stefano Sturaro,7013.0,,,,,Free Kick,1,From Free Kick,Claudio Marchisio,8294.0,Center Defensive Midfield,9,Juventus,224,['20398804-d584-4be9-ac9e-9998f9202362'],16,,,,,,,,,,,,,,,,,Juventus,224,00:02:16.959,Pass,
,,,,,,,,,,,,,,,,,,1.5306,,,,,,,,,,,,,,6e75d26c-59a5-4b42-b88a-963c46c8857c,121,,,"[69.5, 54.1]",3879747,2,,,,,1.2135997,,Right Foot,,,,"[77.3, 75.0]",Ground Pass,,22.308071,,,Stephan Lichtsteiner,5541.0,,,,,,1,From Free Kick,Stefano Sturaro,7013.0,Right Center Midfield,9,Juventus,224,['441fbc91-5a89-4c48-b26c-c18505514e55'],19,,,,,,,,,,,,,,,,,Juventus,224,00:02:19.280,Pass,
,,,,,,,,,,,,,,,,,,1.080924,,,,,,,,,,,,,,666647ff-025b-48e5-b368-24ea280c733a,125,,,"[71.8, 72.6]",3879747,2,,,,,-2.9520357,,Right Foot,,,,"[54.6, 69.3]",Ground Pass,,17.513708,,,Leonardo Bonucci,7173.0,,,,,,1,From Free Kick,Stephan Lichtsteiner,5541.0,Right Back,9,Juventus,224,['cb22a0bd-1124-4ed8-afb3-84887054eb2e'],22,,,,,,,,,,,,,,,,,Juventus,224,00:02:22.355,Pass,
,,,,,,,,,,,,,,,,,,1.913927,,,,,,,,,,,,,,db7e1639-40e9-45ec-8477-b99dcc09caf2,128,,,"[55.8, 64.3]",3879747,2,,,,,-1.3802034,,Right Foot,,,,"[62.9, 27.5]",Ground Pass,,37.47866,,,Paul Pogba,20004.0,,,,,,1,From Free Kick,Leonardo Bonucci,7173.0,Right Center Back,9,Juventus,224,['c57ebfd4-f234-4464-be4b-a6fa41e52b61'],25,,,,,,,,,,,,,,,,,Juventus,224,00:02:25.337,Pass,
,,,,,,,,,,,,,,,,,,5.163342,,,,,,,,,,,,,,4c077f2d-672b-41ce-bb64-2b01e4fb4c61,138,,,"[26.7, 61.5]",3879747,2,,,,,0.30182472,,Right Foot,,,,"[85.8, 79.9]",High Pass,,61.89806,Out,,,,,,,,,1,From Free Kick,Amadou Diawara,8284.0,Center Defensive Midfield,9,Juventus,224,['4967b429-bcdb-4440-aff2-683de7558cd8'],36,,,,,,,,,,,,,,,,,Bologna,240,00:02:36.202,Pass,True
,,,,,,,,,,,,,,,,,,1.956778,,,,,,,,,,,,,,4541e35d-3eff-4609-be45-6336a700f1f9,139,,,"[34.3, 0.1]",3879747,2,,,,,2.0673609,,,,,,"[22.0, 22.8]",Low Pass,,25.81821,,,Gianluigi Buffon,6949.0,,,,,Throw-in,1,From Throw In,Andrea Barzagli,6943.0,Left Center Back,10,Juventus,224,['d81d69dd-13b0-4335-9783-9db63dbae08d'],44,,,,,,,,,,,,,,,,,Juventus,224,00:02:44.326,Pass,
,,,,,,,,,,,,,,,,,,1.430892,,,,,,,,,,,,,,e995e374-3e62-4c57-a4f6-15a1e2340ce4,142,,,"[21.4, 25.5]",3879747,2,,,,,0.623334,,Left Foot,,,,"[36.7, 36.5]",Ground Pass,,18.843832,,,Leonardo Bonucci,7173.0,,,,,,1,From Throw In,Gianluigi Buffon,6949.0,Goalkeeper,10,Juventus,224,['49bb0cd4-60fc-45b9-bf20-3d56d41c131f'],47,,,,,,,,,,,,,,,,,Juventus,224,00:02:47.993,Pass,
