ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.311586,,,,,,,,,,,,,,fb11ff86-8779-41ba-a5ad-e4e3183ac3f9,19,,,"[47.1, 12.1]",3879693,0,,,,True,1.2030078,,,,"[55.5, 33.9]",,High Pass,,23.362364,,,Sami Khedira,5566.0,,,,,,Recovery,1,From Kick Off,Giorgio Chiellini,6954.0,Left Center Back,2,Juventus,224,"['3c0fe0f4-ecab-4efa-8107-aee028d75ebc', '56e64894-d19c-420f-a0d6-ce265d9de071', '8a3600ae-a535-4398-bd96-6e4241125445']",27,,,,,,,,,,,,,,,,,,Juventus,224,00:00:27.182,Pass,True
,,,,,,,,,,,,,,2.447708,,,,,,,,,,,,,,b9c169fe-bb28-4742-8dfe-d1f7cf958309,21,,,"[55.7, 35.4]",3879693,0,,,,True,1.4922183,,,,"[56.7, 48.1]",,High Pass,,12.739309,Incomplete,,,,,,,,,,1,From Kick Off,Sami Khedira,5566.0,Right Center Midfield,2,Juventus,224,"['5a52a0bb-8dd8-470c-9826-2dc5282bb49c', '75a020e8-3385-4e37-adbc-3f9d06cfd0d9']",28,,,,,,,,,,,,,,,,,,Juventus,224,00:00:28.493,Pass,True
,,,,,,,,,,,,,,1.140744,,,,,,,,,,,,,,f30f5b41-7d6f-4c95-b006-dfb7b0f113ad,25,,,"[58.0, 37.6]",3879693,0,,,,,2.3186696,,Right Foot,,"[43.9, 52.8]",,Ground Pass,,20.732824,,,Molla Wagué,3577.0,,,,,,,1,Regular Play,Edenílson Andrade dos Santos,25116.0,Left Wing Back,3,Udinese,230,['2aace1d9-a48c-464b-a8e5-a448a5ca96ce'],32,,,,,,,,,,,,,,,,,,Udinese,230,00:00:32.484,Pass,
,,,,,,,,,,,,,,0.587744,,,,,,,,,,,,,,7f12c762-ef4c-4a62-97fe-fa2c06925b22,28,,,"[42.8, 53.0]",3879693,0,,,,,-2.4725497,,Right Foot,,"[38.5, 49.6]",,Ground Pass,,5.481788,,,Danilo Larangeira,7799.0,,,,,,,1,Regular Play,Molla Wagué,3577.0,Right Center Back,3,Udinese,230,['0e843f26-7de4-4bfc-ab6c-9a2724c605c2'],35,,,,,,,,,,,,,,,,,,Udinese,230,00:00:35.423,Pass,
,,,,,,,,,,,,,,1.31231,,,,,,,,,,,,,,db67a961-7f39-4f9a-b125-0fe02d5c35c9,31,,,"[39.6, 48.5]",3879693,0,,,,,-1.4515151,,Right Foot,,"[42.8, 21.8]",,Ground Pass,,26.891077,,,Felipe Dias da Silva dal Belo,6938.0,,,,,,,1,Regular Play,Danilo Larangeira,7799.0,Center Back,3,Udinese,230,['3443f2ed-f6f5-4f5c-8f46-d3d32f5c6525'],36,,,,,,,,,,,,,,,,,,Udinese,230,00:00:36.856,Pass,
,,,,,,,,,,,,,,1.84625,,,,,,,,,,,,,,539377e8-b081-4bdd-9c72-b416f569dd67,35,,,"[43.2, 7.4]",3879693,0,,,,,0.1295037,,Left Foot,,"[86.2, 13.0]",,High Pass,,43.363117,Pass Offside,,Cyril Théréau,8272.0,,,,,,,1,Regular Play,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,3,Udinese,230,"['0a6c5077-b1b2-49c2-81e9-975fa3292090', 'ceb78084-fba5-4a2e-8c19-a4f686c546ef']",40,,,,,,,,,,,,,,,,,,Udinese,230,00:00:40.437,Pass,True
,,,,,,,,,,,,,,1.567159,,,,,,,,,,,,,,8dc90c1e-db37-4d00-a7f9-a2d5e480688e,37,,,"[35.4, 63.9]",3879693,1,,,,,-0.47200397,,Right Foot,,"[64.0, 49.3]",,Ground Pass,,32.111057,,,Kwadwo Asamoah,6940.0,,,,,,Free Kick,1,From Free Kick,Leonardo Bonucci,7173.0,Center Back,4,Juventus,224,['03ae739c-a860-4384-9b36-afb7819b9975'],4,,,,,,,,,,,,,,,,,,Juventus,224,00:01:04.729,Pass,
,,,,,,,,,,,,,,1.757542,,,,,,,,,,,,,,5ca65331-f43d-4085-8a4e-2730a3eaf33d,40,,,"[64.7, 49.8]",3879693,1,,,,,-1.1790247,,Left Foot,,"[75.4, 23.9]",,Low Pass,,28.023205,Incomplete,,Stephan Lichtsteiner,5541.0,,,,,,,1,From Free Kick,Kwadwo Asamoah,6940.0,Left Center Midfield,4,Juventus,224,"['11e25acb-192a-4db7-835e-11135d810e37', 'f4162a76-8a11-47e3-8b4a-dbad92a3fb6f']",9,,,,,,,,,,,,,,,,,,Juventus,224,00:01:09.578,Pass,
,,,,,,,,,,,,,,0.732783,,,,,,,,,,,,,,11e25acb-192a-4db7-835e-11135d810e37,42,,,"[44.7, 56.2]",3879693,1,,,,,-0.45990232,,Right Foot,,"[55.4, 50.9]",,Ground Pass,,11.940687,Incomplete,,Antonio Di Natale,19846.0,,,,,,Recovery,1,From Free Kick,Silvan Widmer,7796.0,Right Wing Back,4,Juventus,224,"['0e7554d8-9370-47fa-bee9-ccb7fd93eec0', '5092bdde-0f89-4165-84fb-4b6f011e247b', '5ca65331-f43d-4085-8a4e-2730a3eaf33d']",11,,,,,,,,,,,,,,,,,,Udinese,230,00:01:11.335,Pass,
,,,,,,,,,,,,,,1.240875,,,,,,,,,,,,,,b0ca00f4-3a19-4062-a0d4-522f0f4d4042,46,,,"[63.4, 21.1]",3879693,1,,,,,-2.917358,,Right Foot,,"[52.0, 18.5]",,Ground Pass,,11.692733,,,Giorgio Chiellini,6954.0,,,,,,,1,From Free Kick,Claudio Marchisio,8294.0,Center Defensive Midfield,4,Juventus,224,['45e10ae0-3feb-468f-b65b-3d8767599473'],13,,,,,,,,,,,,,,,,,,Juventus,224,00:01:13.733,Pass,
,,,,,,,,,,,,,,1.188178,,,,,,,,,,,,,,79d877f1-c402-43d2-9dc6-696b314f4442,49,,,"[77.3, 21.3]",3879693,1,,,,,-1.4130276,,Left Foot,,"[79.4, 8.1]",,Ground Pass,,13.366002,,,Alex Sandro Lobo Silva,6945.0,,,,,,,1,From Free Kick,Giorgio Chiellini,6954.0,Left Center Back,4,Juventus,224,['f0e0f6f5-3435-44f5-8286-869fb9388067'],19,,,,,,,,,,,,,,,,,,Juventus,224,00:01:19.323,Pass,
,,,,,,,,,,,,,,0.816859,,,,,,,,,,,,,,acdca8e7-8c5a-4b2d-9e57-cf0e9db702b8,52,,,"[38.8, 80.0]",3879693,1,,,,,-1.19029,,,,"[42.4, 71.0]",,Low Pass,,9.693296,,,Francesco Lodi,40367.0,,,,,,Throw-in,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,5,Udinese,230,['ba86b8c7-bed6-41df-bee7-7bce09fdbc75'],32,,,,,,,,,,,,,,,,,,Udinese,230,00:01:32.824,Pass,
,,,,,,,,,,,,,,3.311956,,,,,,,,,,,,,,ee2b3bae-8c5d-40e7-a2f3-32203ffd4097,55,,,"[28.7, 75.9]",3879693,1,,,,,-2.107108,,Left Foot,,"[9.5, 43.6]",,Ground Pass,,37.575657,,,Orestis Karnezis,3742.0,,,,,,,1,From Throw In,Francesco Lodi,40367.0,Center Defensive Midfield,5,Udinese,230,['962b0096-4c2e-43bf-ad82-d6c0cef384eb'],36,,,,,,,,,,,,,,,,,,Udinese,230,00:01:36.171,Pass,
,,,,,,,,,,,,,,3.533478,,,,,,,,,,,,,,844500c3-4f81-4785-bf76-f8b1fc6b6dc4,57,,,"[9.2, 43.6]",3879693,1,,,,,0.17073521,,Right Foot,,"[78.8, 55.6]",,High Pass,,70.62691,Incomplete,,,,,,,,,,1,From Throw In,Orestis Karnezis,3742.0,Goalkeeper,5,Udinese,230,['1940ffc7-e858-431b-abbe-c6df31231fef'],39,,,,,,,,,,,,,,,,,,Udinese,230,00:01:39.483,Pass,
,,,,,,,,,,,,,,2.041011,,,,,,,,,,,,,,36abacf9-7cb4-4d38-9da0-24768eefd9fe,59,,,"[36.6, 20.9]",3879693,1,,,,,2.7285128,,Head,,"[13.1, 31.2]",,Low Pass,,25.658136,,,Gianluigi Buffon,6949.0,,,,,,,1,Regular Play,Giorgio Chiellini,6954.0,Left Center Back,6,Juventus,224,['c9fdf864-d5ac-4914-a056-04a179d0a515'],45,,,,,,,,,,,,,,,,,,Juventus,224,00:01:45.204,Pass,
,,,,,,,,,,,,,,1.15602,,,,,,,,,,,,,,1b2e504a-8b4a-48ed-88eb-ac5f3726a908,62,,,"[13.1, 31.2]",3879693,1,,,,,-0.7328151,,Right Foot,,"[19.1, 25.8]",,Ground Pass,,8.072174,,,Giorgio Chiellini,6954.0,,,,,,,1,Regular Play,Gianluigi Buffon,6949.0,Goalkeeper,6,Juventus,224,['5e170fca-bbab-408e-86ea-793f39fc0782'],49,,,,,,,,,,,,,,,,,,Juventus,224,00:01:49.033,Pass,
,,,,,,,,,,,,,,0.831036,,,,,,,,,,,,,,61f2498e-a832-4eaf-8d6c-aa43c0e4bf8b,65,,,"[20.8, 25.8]",3879693,1,,,,,1.700206,,Left Foot,,"[18.9, 40.4]",,Ground Pass,,14.723111,,,Leonardo Bonucci,7173.0,,,,,,,1,Regular Play,Giorgio Chiellini,6954.0,Left Center Back,6,Juventus,224,['2c5f6233-ec03-4baa-8d1d-c6cfc25542c8'],51,,,,,,,,,,,,,,,,,,Juventus,224,00:01:51.188,Pass,
,,,,,,,,,,,,,,1.47311,,,,,,,,,,,,,,a4681170-a8ae-4c78-b45b-c2a32e7c74a5,68,,,"[18.9, 40.4]",3879693,1,,,,,1.4213806,,Right Foot,,"[21.7, 59.0]",,Ground Pass,,18.809572,,,Daniele Rugani,6953.0,,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Center Back,6,Juventus,224,['d39d7584-4078-410d-8a55-c8454852b280'],52,,,,,,,,,,,,,,,,,,Juventus,224,00:01:52.767,Pass,
,,,,,,,,,,,,,,0.930252,,,,,,,,,,,,,,680760ba-6878-461c-a925-2d4c6f8a5f96,71,,,"[16.3, 72.2]",3879693,1,,,,,0.6901459,,Right Foot,,"[24.9, 79.3]",,High Pass,,11.15213,Out,,,,,,,,,,1,Regular Play,Daniele Rugani,6953.0,Right Center Back,6,Juventus,224,,59,,,,,,,,,,,,,,,,,,Juventus,224,00:01:59.131,Pass,
,,,,,,,,,,,,,,0.831942,,,,,,,,,,,,,,224421f2-7b3d-481d-8d7f-16084a35f46e,72,,,"[104.9, 0.1]",3879693,2,,,,,0.7665325,,,,"[113.0, 7.9]",,High Pass,,11.244999,,,Antonio Di Natale,19846.0,,,,,,Throw-in,1,From Throw In,Edenílson Andrade dos Santos,25116.0,Left Wing Back,7,Udinese,230,['ce5f5cc6-c206-44d5-bb61-34dc987ce4d5'],11,,,,,,,,,,,,,,,,,,Udinese,230,00:02:11.170,Pass,
,,,,,,,,,,,,,,1.026676,,,,,,,,,,,,,,1824701a-3477-444c-bb98-4171f6c05ad0,76,,,"[113.6, 6.8]",3879693,2,,,,,3.0860941,,Right Foot,,"[106.4, 7.2]",,High Pass,,7.2111025,,,Edenílson Andrade dos Santos,25116.0,,,,,,,1,From Throw In,Antonio Di Natale,19846.0,Left Center Forward,7,Udinese,230,"['0a4e76e3-7e91-41b9-acdb-fb0475e054b5', '48ca2567-3e3f-4c15-9333-3f01120ebc65']",13,,,,,,,,,,,,,,,,,,Udinese,230,00:02:13.311,Pass,True
,,,,,,,,,,,,,,0.108927,,,,,,,,,,,,,,55dd30bf-5845-4ca8-8d2b-6dfb34ed0cfd,80,,,"[102.7, 5.1]",3879693,2,,,,,1.4164776,,Right Foot,,"[103.4, 9.6]",,Low Pass,,4.554119,Incomplete,,,,,,,,,,1,From Throw In,Edenílson Andrade dos Santos,25116.0,Left Wing Back,7,Udinese,230,['3607f4ed-2878-470f-97bf-bc9c5a0fa366'],15,,,,,,,,,,,,,,,,,,Udinese,230,00:02:15.159,Pass,
,,,,,,,,,,,,,,1.504506,,,,,,,,,,,,,,ce253102-e6a8-4bc3-9388-b56a92c75b13,83,,,"[20.8, 80.0]",3879693,2,,,,,-0.63445157,,,,"[38.6, 66.9]",,High Pass,,22.100904,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,Throw-in,1,From Throw In,Stephan Lichtsteiner,5541.0,Right Wing Back,8,Juventus,224,['f269ceca-ed8d-4897-a4b4-c90d26fac112'],25,,,,,,,,,,,,,,,,,,Juventus,224,00:02:25.644,Pass,
,,,,,,,,,,,,,,1.10284,,,,,,,,,,,,,,a03833d9-906f-49b5-a54b-71b68615708e,86,,,"[37.7, 66.5]",3879693,2,,,,,2.586911,,Head,,"[28.5, 72.2]",,Low Pass,,10.822661,,,Stephan Lichtsteiner,5541.0,,,,,,,1,From Throw In,Paulo Bruno Exequiel Dybala,5743.0,Center Attacking Midfield,8,Juventus,224,"['24610872-42f6-4e82-bd12-09ebee34670d', '87d38638-b94d-4b0d-924f-35e330c326f5']",27,,,,,,,,,,,,,,,,,,Juventus,224,00:02:27.149,Pass,True
,,,,,,,,,,,,,,1.935228,,,,,,,,,,,,,,ed0ac4fa-e62f-49e4-85dc-c41efde70b5c,89,,,"[28.5, 72.2]",3879693,2,,,,,0.0069203046,,Left Foot,,"[57.4, 72.4]",,High Pass,,28.900692,,,Mario Mandžukić,5472.0,,,,,,,1,From Throw In,Stephan Lichtsteiner,5541.0,Right Wing Back,8,Juventus,224,['190dad0a-3d90-4630-acb6-a79d3172738d'],29,,,,,,,,,,,,,,,,,,Juventus,224,00:02:29.244,Pass,
,,,,,,,,,,,,,,1.914029,,,,,,,,,,,,,,97650390-a0a9-4d97-b1fa-b793756d1204,92,,,"[57.4, 72.4]",3879693,2,,,,True,-2.2415478,,,,"[50.1, 63.2]",,High Pass,,11.74436,Incomplete,,,,,,,,,,1,From Throw In,Mario Mandžukić,5472.0,Center Forward,8,Juventus,224,"['358145db-5747-431f-9d97-ae5103b459db', 'f1fb1dfa-f9ec-4143-b34f-85e4fb2e6dd9']",31,,,,,,,,,,,,,,,,,,Juventus,224,00:02:31.179,Pass,True
,,,,,,,,,,,,,,1.097361,,,,,,,,,,,,,,f1fb1dfa-f9ec-4143-b34f-85e4fb2e6dd9,93,,,"[70.0, 16.9]",3879693,2,,,,,0.4636476,,Left Foot,,"[83.2, 23.5]",,High Pass,,14.758049,,,Antonio Di Natale,19846.0,,,,,,Recovery,1,From Throw In,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,8,Juventus,224,"['823bd16f-acdd-43c9-b89a-f5180ad322bd', '97650390-a0a9-4d97-b1fa-b793756d1204']",33,,,,,,,,,,,,,,,,,,Udinese,230,00:02:33.094,Pass,
,,,,,,,,,,,,,,2.369979,,,,,,,,,,,,,,25e43585-8338-4101-8f30-9bb31114a27f,96,,,"[82.6, 25.0]",3879693,2,,,,,1.3679513,,Right Foot,,"[88.4, 53.2]",,High Pass,,28.790276,Incomplete,,,,,,,,,,1,From Throw In,Antonio Di Natale,19846.0,Left Center Forward,8,Juventus,224,"['05ad6c13-ba67-4a66-b8a1-053e74b9bf4f', '29f957e3-bb2a-401f-85ae-e00cb1804fdd']",34,,,,,,,,,,,,,,,,,,Udinese,230,00:02:34.191,Pass,True
,,,,,,,,,,,,,,2.232718,,,,,,,,,,,,,,05ad6c13-ba67-4a66-b8a1-053e74b9bf4f,97,,,"[31.7, 26.9]",3879693,2,,,,,2.518768,,Head,,"[9.7, 42.7]",,Low Pass,,27.085789,,,Gianluigi Buffon,6949.0,,,,,,Recovery,1,From Throw In,Alex Sandro Lobo Silva,6945.0,Left Wing Back,8,Juventus,224,"['25e43585-8338-4101-8f30-9bb31114a27f', 'c2122744-3903-45f5-b1a0-3cac32e0785f']",36,,,,,,,,,,,,,,,,,,Juventus,224,00:02:36.561,Pass,
,,,,,,,,,,,,,,1.390365,,,,,,,,,,,,,,12810f12-6a7a-4ccf-9b83-613e6c19a95b,100,,,"[14.8, 43.6]",3879693,2,,,,,0.9154615,,Keeper Arm,,"[25.1, 57.0]",,Ground Pass,,16.901184,,,Daniele Rugani,6953.0,,,,,,,1,From Throw In,Gianluigi Buffon,6949.0,Goalkeeper,8,Juventus,224,['469aaf1f-e18e-4758-b54b-eaa50a14ec2f'],44,,,,,,,,,,,,,,,,,,Juventus,224,00:02:44.228,Pass,
,,,,,,,,,,,,,,1.577502,,,,,,,,,,,,,,938694c4-afb9-4938-aaee-e30e5321551e,104,,,"[22.9, 56.6]",3879693,2,,,,,0.9558589,,Right Foot,,"[33.0, 70.9]",,Ground Pass,,17.507141,Incomplete,,Stephan Lichtsteiner,5541.0,,,,,,,1,From Throw In,Daniele Rugani,6953.0,Right Center Back,8,Juventus,224,"['3af729fc-d073-44bd-9bf3-93e5c7d088be', '5eaf1fe9-a740-4e66-b84c-8c71747ff5c5', 'a078f16e-3e87-4f11-b807-e5a798e011f8']",46,,,,,,,,,,,,,,,,,,Juventus,224,00:02:46.674,Pass,True
,,,,,,,,,,,,,,1.089859,,,,,,,,,,,,,,35c18579-200d-42a1-bbf5-1276c313a87e,108,,,"[90.5, 12.4]",3879693,2,,,,,1.5510944,,Right Foot,,"[90.9, 32.7]",,Ground Pass,,20.30394,,,Antonio Di Natale,19846.0,,,,,,,1,From Throw In,Edenílson Andrade dos Santos,25116.0,Left Wing Back,8,Juventus,224,['be5feb64-8b26-49e7-bf0b-5cba1fc191c5'],49,,,,,,,,,,,,,,,,,,Udinese,230,00:02:49.354,Pass,
,,,,,,,,,,,,,,3.317011,,,,,,,,,,,,,,4ea49fcb-2bd4-44af-88b9-6dd91accf4a4,111,,,"[90.3, 38.2]",3879693,2,,,,,-0.2536741,,Right Foot,,"[120.0, 30.5]",,High Pass,,30.681917,Out,,,,,,,,,,1,From Throw In,Antonio Di Natale,19846.0,Left Center Forward,8,Juventus,224,,53,,,,,,,,,,,,,,,,,,Udinese,230,00:02:53.219,Pass,
