50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8d631619-309f-464e-84a9-f222c8952232,1,,,3879669,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 8194, 'name': 'Mirko Valdifiori'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a6a32113-6a93-4a60-a10f-11873063353c,2,,,3879669,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 33}, {'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e36316fc-867d-4bb6-8b44-42b27383369f,3,,,3879669,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['a50bf90c-b87c-411c-8a3c-381e107c75b0'],0,,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a50bf90c-b87c-411c-8a3c-381e107c75b0,4,,,3879669,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['e36316fc-867d-4bb6-8b44-42b27383369f'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5408ab7b-d47b-4bb8-9ea3-6b7afe35f15b,1985,,,3879669,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,102,Napoli,227,['8e10931b-deaa-466d-8fcd-4ed2411efeeb'],0,,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8e10931b-deaa-466d-8fcd-4ed2411efeeb,1986,,,3879669,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,102,Napoli,227,['5408ab7b-d47b-4bb8-9ea3-6b7afe35f15b'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.306923,,,,,,,,,,,,,,,313eaf20-7065-41bf-bcbe-d34cbc1a9b01,5,,"[61.0, 40.1]",3879669,0,,,,1.7273982,,Right Foot,,"[60.7, 42.0]",,Ground Pass,,1.9235384,,,,Fabio Quagliarella,7011.0,,,,,Kick Off,1,From Kick Off,Andrea Belotti,7471.0,Left Center Forward,2,Torino,241,['d9d179ae-26f2-4112-9495-161672124e76'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.580,Pass,
,,,,,,,,,,,,,,,,1.251434,,,,,,,,,,,,,,,7cad7726-950a-4c2a-9743-e29a21f1f2c5,8,,"[60.8, 41.6]",3879669,0,,,,-3.0123732,,Right Foot,,"[43.1, 39.3]",,Ground Pass,,17.84881,,,,Giuseppe Vives,40430.0,,,,,,1,From Kick Off,Fabio Quagliarella,7011.0,Right Center Forward,2,Torino,241,['25fd4a52-c60d-4cdf-8370-22e6125015c9'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.967,Pass,
,,,,,,,,,,,,,,,,0.644779,,,,,,,,,,,,,,,3445cca9-0405-4b7f-80c7-16fd8a5817db,11,,"[52.7, 41.7]",3879669,0,,,,-1.150391,,Right Foot,,"[56.5, 33.2]",,Ground Pass,,9.310746,,,,Daniele Baselli,7465.0,,,,,,1,From Kick Off,Giuseppe Vives,40430.0,Center Defensive Midfield,2,Torino,241,['5999ac44-fdc2-4f1a-84e6-c03c8b85e773'],4,,,,,,,,,,,,,,,,,,Torino,241,00:00:04.968,Pass,
,,,,,,,,,,,,,,,,0.63874,,,,,,,,,,,,,,,5339ed6f-1a65-49ac-8e3f-dbd90f97f3b8,15,,"[59.9, 31.1]",3879669,0,,,,-0.1005006,,Right Foot,,"[71.8, 29.9]",,Low Pass,,11.960351,,,,Andrea Belotti,7471.0,,,,,,1,From Kick Off,Daniele Baselli,7465.0,Left Center Midfield,2,Torino,241,"['1795d29a-db69-4520-8aa2-79b175327276', '56a38b1f-f3e5-48d7-b6bd-01d4d6879ac8']",6,,,,,,,,,,,,,,,,,,Torino,241,00:00:06.606,Pass,True
,,,,,,,,,,,,,,,,2.3095,,,,,,,,,,,,,,,53fb9f23-8327-4901-9838-4edc05948a3e,18,,"[73.2, 26.6]",3879669,0,,,,-2.8733191,,Right Foot,,"[48.1, 19.7]",,Ground Pass,,26.031136,,,,Emiliano Moretti,7476.0,,,,,,1,From Kick Off,Andrea Belotti,7471.0,Left Center Forward,2,Torino,241,['7419a0a3-c958-4cfc-8794-de68bb7e452e'],8,,,,,,,,,,,,,,,,,,Torino,241,00:00:08.132,Pass,
,,,,,,,,,,,,,,,,1.496114,,,,,,,,,,,,,,,8943a76c-9720-4fd9-859e-3d81a2bd5d55,21,,"[48.1, 19.4]",3879669,0,,,,2.1881201,,Left Foot,,"[36.6, 35.6]",,Ground Pass,,19.866806,,,,Kamil Glik,3034.0,,,,,,1,From Kick Off,Emiliano Moretti,7476.0,Left Center Back,2,Torino,241,['71847fb3-632d-42fc-a44c-247ee46fae2f'],10,,,,,,,,,,,,,,,,,,Torino,241,00:00:10.609,Pass,
,,,,,,,,,,,,,,,,1.103963,,,,,,,,,,,,,,,cb6c8200-302d-4882-bb19-ba0943b776d4,24,,"[36.9, 37.0]",3879669,0,,,,1.5825605,,Right Foot,,"[36.6, 62.5]",,Ground Pass,,25.501764,,,,Cesare Bovo,40427.0,,,,,,1,From Kick Off,Kamil Glik,3034.0,Center Back,2,Torino,241,['3da9f2e3-a142-436b-a383-6c2d433309ad'],13,,,,,,,,,,,,,,,,,,Torino,241,00:00:13.399,Pass,
