50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,3.116085,,,,,,,,,,,,1aee991e-e1af-48f9-b801-273d25ed267f,16,,"[27.1, 61.7]",3879626,0,,,,,-0.20800269,,Right Foot,,,,"[86.8, 49.1]",,High Pass,,61.015163,,,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,1,From Kick Off,Yuto Nagatomo,5690.0,Right Back,2,Inter Milan,238,"['0fddb5ba-660b-49c7-a792-e51c9ec2ee63', 'beb57468-4f7b-4dc5-83f7-d109a6e6b1f3']",8,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:08.012,Pass,
,,,,,,,,,,,,,,,,,,0.978547,,,,,,,,,,,,387bd59d-97ff-46b2-9e62-407a24f9e4ca,19,,"[69.0, 80.0]",3879626,0,,,,,-0.5342695,,,,,,"[81.0, 72.9]",,Low Pass,,13.943099,,,,,Jonathan Ludovic Biabiany,11497.0,,,,,Throw-in,1,From Throw In,Yuto Nagatomo,5690.0,Right Back,3,Inter Milan,238,['3e42b733-df65-4802-889c-03c927e23186'],19,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:19.727,Pass,
,,,,,,,,,,,,,,,,,,1.24567,,,,,,,,,,,,ca0e97e8-b340-460a-9519-1315564921e9,23,,"[80.6, 73.3]",3879626,0,,,,,-2.216372,,Left Foot,,,,"[74.8, 65.6]",,Ground Pass,,9.64002,,,,,Felipe Melo de Carvalho,25430.0,,,,,,1,From Throw In,Jonathan Ludovic Biabiany,11497.0,Right Wing,3,Inter Milan,238,['3bc9ae6e-766d-47df-8d1d-9c6953789f0b'],21,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:21.900,Pass,
,,,,,,,,,,,,,,,,,,1.891938,,,,,,,,,,,,304348d6-fe03-4290-812d-b997216be5cb,27,,"[74.2, 66.0]",3879626,0,,,,,-2.6213255,,Right Foot,,,,"[55.0, 55.0]",,Ground Pass,,22.127811,,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,From Throw In,Felipe Melo de Carvalho,25430.0,Right Defensive Midfield,3,Inter Milan,238,"['45906d7a-04b3-43f8-adc7-dec204d92077', 'e8f591f8-03dd-4a1a-8024-e4068767bfca']",24,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:24.043,Pass,True
,,,,,,,,,,,,,,,,,,2.83202,,,,,,,,,,,,587869b9-4e59-4083-b890-7730a8f8e5e0,31,,"[56.2, 53.0]",3879626,0,,,,,-1.549217,,Right Foot,,,,"[56.8, 25.2]",,Ground Pass,,27.806475,,,,,Alex Nicolao Telles,11183.0,,,,,,1,From Throw In,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,3,Inter Milan,238,"['2489bc2b-fbc8-45e0-978d-846f0770ea17', 'a9f2c6a7-97c6-4c12-9345-422c80bde6fa']",26,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:26.040,Pass,True
,,,,,,,,,,,,,,,,,,1.272713,,,,,,,,,,,,3e417c75-e76d-47cf-8c37-1c98da7e8319,34,,"[56.8, 25.2]",3879626,0,,,,,2.4733033,,Left Foot,,,,"[49.2, 31.2]",,Ground Pass,,9.682975,,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,From Throw In,Alex Nicolao Telles,11183.0,Left Back,3,Inter Milan,238,['d1b51dd1-ed88-4a57-be81-e56d58b06816'],29,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:29.109,Pass,
,,,,,,,,,,,,,,,,,,1.554962,,,,,,,,,,,,26ccb9cb-99d6-434d-85e4-1f9518a26537,37,,"[48.9, 33.6]",3879626,0,,,,,-1.2337708,,Right Foot,,,,"[57.8, 8.2]",,Ground Pass,,26.914124,,,,,Alex Nicolao Telles,11183.0,,,,,,1,From Throw In,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,3,Inter Milan,238,['9cae7a29-f089-47b4-a4d6-89741ff37e3e'],33,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:33.323,Pass,
,,,,,,,,,,,,,,,,,,1.440887,,,,,,,,,,,,9282eded-efc9-48b2-93fc-5725b1971690,41,,"[55.1, 3.5]",3879626,0,,,,,0.094951704,,Left Foot,,,,"[69.8, 4.9]",,Ground Pass,,14.766516,,,,,Stevan Jovetić,3434.0,,,,,,1,From Throw In,Alex Nicolao Telles,11183.0,Left Back,3,Inter Milan,238,"['4341863e-ae69-4066-b5ca-e2c442155f6a', '685f72d5-b0ad-447a-90e7-9e52706ceeed']",35,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:35.887,Pass,True
,,,,,,,,,,,,,,,,,,0.886916,,,,,,,,,,,,50f9d2a3-f99b-411f-9e59-fa08bdfa1bc3,45,,"[70.1, 4.6]",3879626,0,,,,,0.26003128,3f43b267-3f30-4b32-8b4f-11af895c1919,Right Foot,,,,"[81.0, 7.5]",,Ground Pass,,11.279184,,,,,Adem Ljajić,5587.0,True,,,,,1,From Throw In,Stevan Jovetić,3434.0,Center Attacking Midfield,3,Inter Milan,238,['fba37c14-8974-45e1-9f43-4d6b4c57e54c'],38,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:38.614,Pass,
,,,,,,,,,,,,,,,,,,0.339835,,,,,,,,,,,,51f40db0-b2a3-4b5d-9f74-0f419001f678,64,,"[116.6, 73.9]",3879626,0,,,,,-1.3854483,,Right Foot,,,,"[117.2, 70.7]",,Ground Pass,,3.255764,,,Incomplete,,,,,,,,,1,From Throw In,Jonathan Ludovic Biabiany,11497.0,Right Wing,3,Inter Milan,238,['767c1cea-633b-4f36-bb5a-bf291fe527cb'],57,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:57.598,Pass,
,,,,,,,,,,,,,,,,,,1.366836,,,,,,,,,,,,161d0662-657e-4a05-882a-018a38d9f5e8,68,,"[4.6, 25.6]",3879626,1,,,,,-0.3247179,,Right Foot,,,,"[34.9, 15.4]",,High Pass,,31.970768,,,Incomplete,,Nicolás Ignacio Castillo Mora,20970.0,,,,,,1,From Throw In,Roberto Crivello,296873.0,Left Back,3,Inter Milan,238,"['8b4d1d20-d4c0-40b0-9876-e82de3ea77d8', 'fea76e12-ac7f-49f2-bb3e-64d8e79757cb']",0,,,,,,,,,,,,,,,,,Frosinone,291,00:01:00.739,Pass,
,,,,,,,,,,,,,,,,,,1.47658,,,,,,,,,,,,8b4d1d20-d4c0-40b0-9876-e82de3ea77d8,70,,"[85.2, 64.7]",3879626,1,,,,,0.26107746,,Right Foot,,,,"[98.3, 68.2]",,Low Pass,,13.559499,,,,,Yuto Nagatomo,5690.0,,,,,Recovery,1,From Throw In,Felipe Melo de Carvalho,25430.0,Right Defensive Midfield,3,Inter Milan,238,"['161d0662-657e-4a05-882a-018a38d9f5e8', 'e496f3e7-df08-4e71-9a02-429bf7a2b87e']",2,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:02.106,Pass,
,,,,,,,,,,,,,,,,,,1.225841,,,,,,,,,,,,65d4819e-21e0-4c5e-92ed-db0e6c649033,73,,"[97.1, 70.3]",3879626,1,,,,,0.47951928,,Right Foot,,,,"[102.1, 72.9]",,Ground Pass,,5.635601,,,,,Jonathan Ludovic Biabiany,11497.0,,,,,,1,From Throw In,Yuto Nagatomo,5690.0,Right Back,3,Inter Milan,238,['58f4bcb7-8b5e-429c-b971-6ffc18ca7773'],7,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:07.364,Pass,
,,,,,,,,,,,,,,,,,,0.886306,,,,,,,,,,,,f4e54f1e-cebe-4af4-94f9-ef235de1abfa,76,,"[108.3, 70.4]",3879626,1,,,,,-2.6642473,,Right Foot,,,,"[102.5, 67.4]",,Ground Pass,,6.529931,,,,,Stevan Jovetić,3434.0,,,,,,1,From Throw In,Jonathan Ludovic Biabiany,11497.0,Right Wing,3,Inter Milan,238,['f13f601a-3516-48e4-a40f-e9cc8be81ae4'],11,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:11.049,Pass,
,,,,,,,,,,,,,,,,,,0.077308,,,,,,,,,,,,e5c23fe2-e280-40c0-8ade-a0769649712e,80,,"[109.8, 72.4]",3879626,1,,,,,-1.4711276,,Right Foot,,,,"[110.1, 69.4]",,Ground Pass,,3.0149627,,,Incomplete,,Felipe Melo de Carvalho,25430.0,,,,,,1,From Throw In,Stevan Jovetić,3434.0,Center Attacking Midfield,3,Inter Milan,238,"['2a4a6341-ec2f-40d1-970d-6132717b2852', 'b98cbc4d-12fe-477b-b0b8-092f9af7857b']",15,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:15.574,Pass,
,,,,,,,,,,,,,,,,,,0.738387,,,,,,,,,,,,53025877-524c-451c-b2e1-d0a8cefe33d3,85,,"[107.8, 73.3]",3879626,1,,,,,-1.6539376,,Right Foot,,,,"[107.5, 69.7]",,Low Pass,,3.6124783,,,,,Stevan Jovetić,3434.0,,,,,Recovery,1,From Throw In,Yuto Nagatomo,5690.0,Right Back,3,Inter Milan,238,['0b270f7a-df0f-4c1f-92e1-41825325e962'],18,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:18.791,Pass,
,,,,,,,,,,,,,,,,,,2.872658,,,,,,,,,,,,a1ae12ee-6b12-4939-bcf6-5e9854622ff8,90,,"[109.6, 70.3]",3879626,1,,,,,-1.5122774,,Right Foot,True,,,"[112.5, 20.8]",,High Pass,,49.584877,,,Incomplete,,,,,True,,,,1,From Throw In,Stevan Jovetić,3434.0,Center Attacking Midfield,3,Inter Milan,238,['5170c7de-063a-44e4-b152-51463a68711f'],20,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:20.539,Pass,
,,,,,,,,,,,,,,,,,,1.738705,,,,,,,,,,,,8fa8e4e7-b053-499e-a4d9-defbb5166376,92,,"[120.0, 0.1]",3879626,1,,,,,1.8066344,,Left Foot,,,,"[110.7, 38.8]",,High Pass,,39.801758,,,,True,Felipe Melo de Carvalho,25430.0,,,Outswinging,,Corner,1,From Corner,Alex Nicolao Telles,11183.0,Left Back,4,Inter Milan,238,['04f8781c-65bb-42f2-b0fb-393b76b38071'],51,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:51.516,Pass,
,,,,,,,,,,,,,,,,,,1.661109,,,,,,,,,,,,884bc3ce-813b-4fe3-9feb-a1d2b203efaa,94,,"[110.7, 38.8]",3879626,1,,,,,-2.95737,87c167b8-c266-4182-b447-68ba4b169200,Head,,,,"[94.6, 35.8]",,High Pass,,16.37712,,,,,Geoffrey Kondogbia,6589.0,True,,,,,1,From Corner,Felipe Melo de Carvalho,25430.0,Right Defensive Midfield,4,Inter Milan,238,['55830e5e-ca40-4f4e-bc97-a7aed57cd9be'],53,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:53.350,Pass,
,,,,,,,,,,,,,,,,,,3.266855,,,,,,,,,,,,bad80037-76e0-4fdf-ab0c-5fdaf06e5a20,104,,"[48.8, 0.1]",3879626,2,,,,,0.52930886,,,,,,"[94.1, 26.6]",,High Pass,,52.481808,,,,,Nicolás Ignacio Castillo Mora,20970.0,,,,,Throw-in,1,From Throw In,Aleandro Rosi,7462.0,Right Back,5,Frosinone,291,['cb193e17-2e70-46b9-ae36-d2c2096cf181'],4,,,,,,,,,,,,,,,,,Frosinone,291,00:02:04.788,Pass,
,,,,,,,,,,,,,,,,,,2.580462,,,,,,,,,,,,b194a50f-feab-4322-80e2-baae872d71ee,110,,"[6.5, 70.7]",3879626,2,,,,,0.29505068,,Right Foot,,,,"[37.1, 80.0]",,High Pass,,31.982027,,,Out,,,,,,,,,1,From Throw In,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,5,Frosinone,291,['df09322b-4947-411b-89dd-884b2562b6f5'],11,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:11.955,Pass,True
,,,,,,,,,,,,,,,,,,0.464906,,,,,,,,,,,,ff860f09-fc22-46c8-b221-8b81309ae063,111,,"[83.0, 0.1]",3879626,2,,True,,,2.2112718,,,,,,"[75.1, 10.7]",,Low Pass,,13.22006,,,,,Danilo Soddimo,11608.0,,,,,Throw-in,1,From Throw In,Roberto Crivello,296873.0,Left Back,6,Frosinone,291,['ac37631b-59e4-4880-8456-266c75e7b9e6'],22,,,,,,,,,,,,,,,,,Frosinone,291,00:02:22.991,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,b2144c8f-7fc6-43e1-8083-1bdc369c30ad,122,,"[78.6, 24.2]",3879626,2,,,,,-0.7714456,,Left Foot,,,,"[89.5, 13.6]",,Ground Pass,,15.204276,,,,,Danilo Soddimo,11608.0,,,,,,1,Regular Play,Mirko Gori,20636.0,Right Defensive Midfield,8,Frosinone,291,['45b68dc4-6f7a-4b81-a7bb-5d84df24ae40'],30,,,,,,,,,,,,,,,,,Frosinone,291,00:02:30.617,Pass,
,,,,,,,,,,,,,,,,,,2.026578,,,,,,,,,,,,5eec4701-48ef-4173-92b7-80c4ec4691f1,126,,"[87.2, 14.1]",3879626,2,,,,,2.0980833,,Right Foot,,,,"[78.0, 29.9]",,Ground Pass,,18.283325,,,,,Paolo Sammarco,23349.0,,,,,,1,Regular Play,Danilo Soddimo,11608.0,Left Midfield,8,Frosinone,291,['ab020079-6398-4fa6-9273-4aafe60d55ce'],33,,,,,,,,,,,,,,,,,Frosinone,291,00:02:33.017,Pass,
,,,,,,,,,,,,,,,,,,3.595051,,,,,,,,,,,,5d1d0abb-1ab6-408c-82f4-d4078164911f,128,,"[82.7, 26.6]",3879626,2,,,,,-0.8559877,,Right Foot,,,,"[105.7, 0.1]",,High Pass,,35.089172,,,Out,,Mirko Gori,20636.0,,,,,,1,Regular Play,Paolo Sammarco,23349.0,Left Defensive Midfield,8,Frosinone,291,['87cb8005-ddd5-472f-94f7-b829c6fa9f72'],35,,,,,,,,,,,,,,,,,Frosinone,291,00:02:35.043,Pass,
,,,,,,,,,,,,,,,,,,1.427358,,,,,,,,,,,,723d0787-3942-4c13-9422-32c11d4bc0cc,130,,"[13.0, 80.0]",3879626,2,,,,,-0.34180516,,,,,,"[33.8, 72.6]",,High Pass,,22.077137,,,,,Stevan Jovetić,3434.0,,,,,Throw-in,1,From Throw In,Yuto Nagatomo,5690.0,Right Back,9,Inter Milan,238,['9f503cd8-a940-4258-a91d-4b3e232f3218'],58,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:58.288,Pass,
,,,,,,,,,,,,,,,,,,1.911711,,,,,,,,,,,,4decc3c7-1ea7-45aa-8ae6-ab9417c22421,133,,"[33.9, 72.6]",3879626,2,,,,True,-0.27738222,,,,,,"[48.3, 68.5]",,High Pass,,14.972308,,,Incomplete,,Jonathan Ludovic Biabiany,11497.0,,,,,,1,From Throw In,Stevan Jovetić,3434.0,Center Attacking Midfield,9,Inter Milan,238,"['626b30d3-15d8-4ec1-9a1e-115931bd2f91', '88a8593b-88b2-41c3-b6e8-d1090f1f6d8b', 'd0024dc3-7fbb-49a8-a3bc-4547cc950c5c']",59,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:59.746,Pass,True
,,,,,,,,,,,,,,,,,,1.436381,,,,,,,,,,,,d0024dc3-7fbb-49a8-a3bc-4547cc950c5c,135,,"[71.8, 11.6]",3879626,3,,,,True,0.61293507,,,,,,"[80.9, 18.0]",,High Pass,,11.125196,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Roberto Crivello,296873.0,Left Back,9,Inter Milan,238,"['4decc3c7-1ea7-45aa-8ae6-ab9417c22421', '57587b95-b36f-401d-982e-a48a136777fa', 'e0702457-5e04-4d84-b888-e008204c9e21']",1,,,,,,,,,,,,,,,,,Frosinone,291,00:03:01.658,Pass,True
,,,,,,,,,,,,,,,,,,2.673082,,,,,,,,,,,,e0702457-5e04-4d84-b888-e008204c9e21,137,,"[39.2, 62.1]",3879626,3,,,,,0.24017102,,Head,,,,"[53.9, 65.7]",,High Pass,,15.1343975,,,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,,,Recovery,1,From Throw In,Felipe Melo de Carvalho,25430.0,Right Defensive Midfield,9,Inter Milan,238,"['0cc5401d-f73c-4245-849e-72a6032ce242', '9ed5dafe-6042-4055-8d98-86109bca8bf1', 'd0024dc3-7fbb-49a8-a3bc-4547cc950c5c']",3,,,,,,,,,,,,,,,,,Inter Milan,238,00:03:03.094,Pass,
,,,,,,,,,,,,,,,,,,1.487437,,,,,,,,,,,,0cc5401d-f73c-4245-849e-72a6032ce242,139,,"[66.2, 14.4]",3879626,3,,,,,-0.10873968,,Head,,,,"[89.1, 11.9]",,High Pass,,23.036058,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Leonardo Blanchard,387847.0,Left Center Back,9,Inter Milan,238,"['bc44b646-81c5-422f-a9af-5263ea9c771f', 'e0702457-5e04-4d84-b888-e008204c9e21']",5,,,,,,,,,,,,,,,,,Frosinone,291,00:03:05.767,Pass,
,,,,,,,,,,,,,,,,,,1.544273,,,,,,,,,,,,9ad259be-6d87-4e51-87b7-5d32ec7dc684,141,,"[90.9, 0.1]",3879626,3,,,,,1.817375,,,,,,"[87.2, 14.8]",,Low Pass,,15.158496,,,,,Mirko Gori,20636.0,,,,,Throw-in,1,From Throw In,Roberto Crivello,296873.0,Left Back,10,Frosinone,291,['6fb136d1-40ee-487d-baa4-db0425cccded'],18,,,,,,,,,,,,,,,,,Frosinone,291,00:03:18.355,Pass,
