50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3de11922-846e-4339-af77-4246c151532c,1,,,,3879774,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26707, 'name': 'Juan Pablo Carrizo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 55}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5587, 'name': 'Adem Ljajić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 44}, {'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7196cb4c-04e3-4fc2-886a-86498edf7259,2,,,,3879774,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 70}, {'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 12}, {'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 97}, {'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,be9ed86e-9f74-498a-b0f9-7663c46edf47,3,,,,3879774,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,['4c4c899e-c8a6-4334-b848-415613d00a3c'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4c4c899e-c8a6-4334-b848-415613d00a3c,4,,,,3879774,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,['be9ed86e-9f74-498a-b0f9-7663c46edf47'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,71f78765-34cd-41d0-80a4-86b95d9ac533,1911,,,,3879774,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Palermo,2256,['80b0ae75-f103-4530-bd70-f15d1be93efa'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,80b0ae75-f103-4530-bd70-f15d1be93efa,1912,,,,3879774,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Palermo,2256,['71f78765-34cd-41d0-80a4-86b95d9ac533'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.622778,,,,,,,,,,,,,37174ef2-f8b3-450d-8aac-bc449c20b90c,5,,,"[61.0, 40.1]",3879774,0,,,,,1.7234457,,Right Foot,,,"[60.4, 44.0]",,Ground Pass,,3.945884,,,,,Rodrigo Sebastián Palacio,7165.0,,,,,,Kick Off,1,From Kick Off,Mauro Emanuel Icardi Rivero,6987.0,Center Forward,2,Inter Milan,238,['18b85ff4-d11d-472b-8a35-d8f1bc341de8'],1,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:01.932,Pass,
,,,,,,,,,,,,,,,,,1.166504,,,,,,,,,,,,,525ea767-3221-4fc2-ba20-b7c6d95e7fa3,7,,,"[60.8, 44.4]",3879774,0,,,,,-3.0379653,,Right Foot,,,"[48.3, 43.1]",,Ground Pass,,12.567418,,,,,Gary Alexis Medel Soto,16453.0,,,,,,,1,From Kick Off,Rodrigo Sebastián Palacio,7165.0,Center Attacking Midfield,2,Inter Milan,238,['09ca6d60-3218-4094-9a77-bf3b1b8639a6'],2,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:02.554,Pass,
,,,,,,,,,,,,,,,,,2.724796,,,,,,,,,,,,,89f7fae2-f144-45ef-a90b-ea83cb7ba69f,10,,,"[48.7, 43.4]",3879774,0,,,,,1.7458163,,Right Foot,,,"[42.9, 76.2]",,Ground Pass,,33.308857,,,,,Yuto Nagatomo,5690.0,,,,,,,1,From Kick Off,Gary Alexis Medel Soto,16453.0,Right Defensive Midfield,2,Inter Milan,238,['d88a02e2-33b5-414a-af1d-4e6ab8800540'],4,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:04.746,Pass,
,,,,,,,,,,,,,,,,,2.411505,,,,,,,,,,,,,1e27e7db-8ef4-42f7-9d9d-b2380d1434d4,13,,,"[44.0, 74.0]",3879774,0,,,,,-0.54885346,,Right Foot,,,"[83.9, 49.6]",,High Pass,,46.76933,,,,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,,1,From Kick Off,Yuto Nagatomo,5690.0,Right Back,2,Inter Milan,238,['5835cdcb-5530-4660-bfdf-360325723c27'],8,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:08.262,Pass,
