bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,89de3ba4-a7aa-438b-a4c2-fcb4bcc71a1c,1,,,,3879645,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 83}, {'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,82e2cfa9-3671-4991-accc-30cc886c5215,2,,,,3879645,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2370fda2-7de1-46fe-ac12-19663181ceba,3,,,,3879645,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,['ab6e2fb0-7c74-4932-9fa5-2f9501cc7cf6'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ab6e2fb0-7c74-4932-9fa5-2f9501cc7cf6,4,,,,3879645,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,['2370fda2-7de1-46fe-ac12-19663181ceba'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7e83d701-e5fd-4c20-ad60-31a71171a00b,2040,,,,3879645,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Napoli,227,['05d7e4a8-f8b5-4e50-b4ee-cfeda9b48597'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,05d7e4a8-f8b5-4e50-b4ee-cfeda9b48597,2041,,,,3879645,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Napoli,227,['7e83d701-e5fd-4c20-ad60-31a71171a00b'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.07177,,,,,,,,,,,,,aafbc96c-fb9b-4197-aaed-3903cc989ff3,5,,,"[61.0, 40.1]",3879645,0,True,,,1.6421038,,Right Foot,,,,"[60.8, 42.9]",,Ground Pass,,2.8071337,,,,Lorenzo Insigne,7037.0,,,,,,Kick Off,1,From Kick Off,Gonzalo Gerardo Higuaín,5497.0,Center Forward,2,Napoli,227,['2976bb2d-a5b7-46f2-9150-79ad98f610a2'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.112,Pass,
,,,,,,,,,,,,,,,,1.618894,,,,,,,,,,,,,7cd50f25-33a9-472b-9f1c-a1ee3ddaa585,7,,,"[58.6, 41.5]",3879645,0,,,,3.0212972,,Right Foot,,,,"[49.5, 42.6]",,Ground Pass,,9.166243,,,,Raúl Albiol i Tortajada,7030.0,,,,,,,1,From Kick Off,Lorenzo Insigne,7037.0,Left Wing,2,Napoli,227,['34980db7-7969-469e-abb1-3d98350e5ae6'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.184,Pass,
,,,,,,,,,,,,,,,,1.434907,,,,,,,,,,,,,352ce02f-d045-47e8-8795-eac0ccb21706,9,,,"[48.7, 42.2]",3879645,0,,,,-1.735945,,Right Foot,,,,"[48.3, 39.8]",,Ground Pass,,2.433105,,,,Kalidou Koulibaly,5675.0,,,,,,,1,From Kick Off,Raúl Albiol i Tortajada,7030.0,Right Center Back,2,Napoli,227,['51b23559-60e5-471a-90a2-43cb08d8a261'],1,,,,,,,,,,,,,,,,,Napoli,227,00:00:01.802,Pass,
,,,,,,,,,,,,,,,,2.942098,,,,,,,,,,,,,fbf23fc3-d67f-4353-bae9-040766ec6374,11,,,"[48.3, 39.8]",3879645,0,,,,0.39735484,,Right Foot,,,,"[98.1, 60.7]",,High Pass,,54.00787,,Incomplete,,Elseid Hysaj,7031.0,,,,,,,1,From Kick Off,Kalidou Koulibaly,5675.0,Left Center Back,2,Napoli,227,"['75fa174c-c524-4370-bd26-ccd94ea8bd49', 'f46852c3-4706-4a46-afe9-78d99054f104']",3,,,,,,,,,,,,,,,,,Napoli,227,00:00:03.237,Pass,
