50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b074168d-2fb2-4b0a-a9a6-592b37401c7d,1,,,3878553,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 69}, {'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 43}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,250f4d6f-8cd1-4088-a617-4834082c0a67,2,,,3878553,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6991, 'name': 'Etrit Berisha'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 7787, 'name': 'Stefan de Vrij'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 7778, 'name': 'Ştefan Daniel Radu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 7107, 'name': 'Danilo Cataldi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 87}, {'player': {'id': 22828, 'name': 'Ricardo Kishna'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 88}, {'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Lazio,236,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6c8c33b1-3679-4b29-8454-cd79d003dcd0,3,,,3878553,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['19810ba9-ec42-43ed-8ac9-7cd441b034e5'],0,,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,19810ba9-ec42-43ed-8ac9-7cd441b034e5,4,,,3878553,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['6c8c33b1-3679-4b29-8454-cd79d003dcd0'],0,,,,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,755e6bea-bbce-4bda-b2b4-fd1bded03a88,1883,,,3878553,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Chievo,231,['a2b2d3bf-d2f8-4968-828a-50ecd414da79'],0,,,,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a2b2d3bf-d2f8-4968-828a-50ecd414da79,1884,,,3878553,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Chievo,231,['755e6bea-bbce-4bda-b2b4-fd1bded03a88'],0,,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.726443,,,,,,,,,,,,820f9c95-4382-45a7-bd18-aac9e335f06d,5,,"[61.0, 40.1]",3878553,0,,,,,1.3460852,,Right Foot,,,,"[61.8, 43.6]",,Ground Pass,,3.5902646,,,,Antonio Candreva,7776.0,,,,,Kick Off,1,From Kick Off,Keita Baldé Diao,3145.0,Center Forward,2,Lazio,236,['8c26f783-c855-44a3-8f22-c0153e86d6a7'],0,,,,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.327,Pass,
,,,,,,,,,,,,,,,,,2.362363,,,,,,,,,,,,b84bad67-80da-46b4-8eac-3707fa252705,9,,"[57.7, 42.0]",3878553,0,,,,,1.0370882,,Right Foot,,,,"[70.7, 64.0]",,Ground Pass,,25.553865,,Incomplete,,Marco Parolo,8173.0,,,,,,1,From Kick Off,Antonio Candreva,7776.0,Right Wing,2,Lazio,236,"['224e2654-4ae1-4952-b1d7-8b8bd2d8a234', '46b37564-8dc9-4f2d-9093-7dadd1bf8491', 'd01bfa5a-fa5c-4847-b0ef-1f3ced82cfdb']",2,,,,,,,,,,,,,,,,,,,,Lazio,236,00:00:02.609,Pass,True
,,,,,,,,,,,,,,,,,0.971017,,,,,,,,,,,,46b37564-8dc9-4f2d-9093-7dadd1bf8491,11,,"[49.4, 16.1]",3878553,0,,,,,1.9928013,,Left Foot,,,,"[47.2, 21.0]",,Ground Pass,,5.3712196,,,,Perparim Hetemaj,7046.0,,,,,Recovery,1,From Kick Off,Massimo Gobbi,8645.0,Left Back,2,Lazio,236,"['b84bad67-80da-46b4-8eac-3707fa252705', 'dac4f47a-96bc-4ac7-a784-60af55bfb589']",4,,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:04.971,Pass,
,,,,,,,,,,,,,,,,,1.11857,,,,,,,,,,,,ab15cbc9-bcce-44a0-9b03-08cbc0314c4b,16,,"[43.9, 13.7]",3878553,0,,,,,-1.028217,,Right Foot,,,,"[52.1, 0.1]",,Ground Pass,,15.880806,,Out,,Massimo Gobbi,8645.0,,,,,,1,From Kick Off,Perparim Hetemaj,7046.0,Left Center Midfield,2,Lazio,236,['cc6e2103-b988-4cdf-a67b-d684c1ae9ad8'],8,,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:08.485,Pass,
