50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1d501322-b1f7-467e-9e37-2afbe90b232b,1,,,3879606,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7043, 'name': 'Roberto Inglese'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 45}, {'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 69}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a8d87b64-974b-4ab0-858e-683b792df739,2,,,3879606,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 87}, {'player': {'id': 40394, 'name': 'Djamel Eddine Mesbah'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 27595, 'name': 'Carlos Mario Carbonero Mancilla'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 95}, {'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,06dc8f59-5c9e-4bf8-95aa-e3781367a533,3,,,3879606,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['d833320e-070e-48f7-a0ed-2867ff6c3027'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d833320e-070e-48f7-a0ed-2867ff6c3027,4,,,3879606,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['06dc8f59-5c9e-4bf8-95aa-e3781367a533'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,da2d0719-19cb-437f-807b-e549ab4b53fb,1852,,,3879606,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Chievo,231,['d9322405-0753-44ed-b852-b7ddf4489e09'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d9322405-0753-44ed-b852-b7ddf4489e09,1853,,,3879606,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Chievo,231,['da2d0719-19cb-437f-807b-e549ab4b53fb'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.477489,,,,,,,,,,,,,c48192e5-d4f4-45b1-9362-fb869714949e,5,,"[61.0, 40.1]",3879606,0,,True,,,2.4370985,,Right Foot,,,,"[59.0, 41.8]",,Ground Pass,,2.624881,,,,Luis Fernando Muriel Fruto,6334.0,,,,,Kick Off,1,From Kick Off,Eder Citadin Martins,7000.0,Left Wing,2,Sampdoria,234,['918ebb34-0b78-465c-a3af-f764f2fe3106'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.346,Pass,
,,,,,,,,,,,,,,,,,1.29271,,,,,,,,,,,,,d5e9392c-95ce-4c4c-a111-45cb19f9cca7,7,,"[59.7, 41.6]",3879606,0,,,,,-3.1103528,,Right Foot,,,,"[50.1, 41.3]",,Ground Pass,,9.604687,,,,Fernando Lucas Martins,16586.0,,,,,,1,From Kick Off,Luis Fernando Muriel Fruto,6334.0,Center Forward,2,Sampdoria,234,['b100d38c-817b-43d9-9a05-0d8a026ee1fe'],1,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:01.307,Pass,
,,,,,,,,,,,,,,,,,2.177136,,,,,,,,,,,,,b9e4d823-2204-43b7-818e-e8541d9697e5,10,,"[50.9, 41.3]",3879606,0,,,,,-2.249897,,Right Foot,,,,"[32.9, 19.0]",,Ground Pass,,28.658157,,,,Ervin Zukanović,7137.0,,,,,,1,From Kick Off,Fernando Lucas Martins,16586.0,Center Defensive Midfield,2,Sampdoria,234,['d3aa7921-44ed-4a18-8d04-1178d3c495a3'],2,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:02.664,Pass,
,,,,,,,,,,,,,,,,,1.422014,,,,,,,,,,,,,109054b3-3bb8-4211-ad79-d237154878d9,13,,"[32.9, 19.0]",3879606,0,,,,,-0.9272952,,Left Foot,,,,"[42.2, 6.6]",,Ground Pass,,15.5,,,,Djamel Eddine Mesbah,40394.0,,,,,,1,From Kick Off,Ervin Zukanović,7137.0,Left Center Back,2,Sampdoria,234,['cec7825e-453a-45a1-9213-c591d332eb05'],4,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:04.908,Pass,
