bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,aacd8b0b-d02b-4536-8c3f-8f7945eb1321,1,,,3879632,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40529, 'name': 'Morgan De Sanctis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 7961, 'name': 'Leandro Castán da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 27949, 'name': 'Juan Manuel Iturbe Arévalo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7468, 'name': 'Iago Falqué Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4856d495-e3ea-4e34-8d76-9e2db7eb3832,2,,,3879632,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 40333, 'name': 'Cristian Raimondi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 77}, {'player': {'id': 40426, 'name': 'Guglielmo Stendardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 29}, {'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6952, 'name': 'Alberto Grassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 88}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 12759, 'name': 'Maximiliano Nicol Moralez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 49439, 'name': 'Germán Gustavo Denis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c09ab9fc-f57b-4841-8baa-cd632bbcb1ab,3,,,3879632,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['1c1cb587-f127-453b-a779-1f549cff7be0'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1c1cb587-f127-453b-a779-1f549cff7be0,4,,,3879632,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['c09ab9fc-f57b-4841-8baa-cd632bbcb1ab'],0,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7d380637-8589-4bf8-8e99-b4cc6e59ac6d,1675,,,3879632,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,104,Atalanta,228,['94abd1c4-dd9d-4219-93ac-22454656e0d0'],0,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,94abd1c4-dd9d-4219-93ac-22454656e0d0,1676,,,3879632,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,104,Atalanta,228,['7d380637-8589-4bf8-8e99-b4cc6e59ac6d'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.204515,,,,,,,,,,,,,,,4de62eec-dbfc-4cc2-aa97-017d96867dd5,5,,"[60.0, 40.0]",3879632,0,,True,,,2.3561945,,Right Foot,,,,"[58.6, 41.4]",Ground Pass,,1.9798989,,,,Germán Gustavo Denis,49439.0,,,,,,Kick Off,1,From Kick Off,Maximiliano Nicol Moralez,12759.0,Right Wing,2,Atalanta,228,['ecffb4be-0ebd-4a9b-8cf5-18a02778c09f'],0,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.066,Pass,
,,,,,,,,,,,,,,,,,2.02741,,,,,,,,,,,,,,,e6a3bbde-64d9-417a-86f8-5dae9f8821bf,7,,"[57.7, 41.7]",3879632,0,,True,,,-2.6305354,,Right Foot,,,,"[47.0, 35.7]",Ground Pass,,12.267437,,,,Luca Cigarini,8420.0,,,,,,,1,From Kick Off,Germán Gustavo Denis,49439.0,Center Forward,2,Atalanta,228,['05218700-7140-4544-9efc-fa69fb6d7429'],0,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.347,Pass,
,,,,,,,,,,,,,,,,,1.61455,,,,,,,,,,,,,,,388433ba-a3bb-4057-85ca-1c3240ad7415,9,,"[46.2, 36.7]",3879632,0,,,,,1.7230481,,Right Foot,,,,"[40.4, 74.5]",Ground Pass,,38.242386,,,,Cristian Raimondi,40333.0,,,,,,,1,From Kick Off,Luca Cigarini,8420.0,Center Defensive Midfield,2,Atalanta,228,['cb761893-2d43-4e4a-b3c1-71419adc9455'],2,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:02.937,Pass,
,,,,,,,,,,,,,,,,,1.076666,,,,,,,,,,,,,,,ffa2131d-8cef-4167-8663-37417472e38d,12,,"[38.2, 75.3]",3879632,0,,,,,0.0,,Right Foot,,,,"[57.3, 75.3]",Low Pass,,19.1,,,,Alberto Grassi,6952.0,,,,,,,1,From Kick Off,Cristian Raimondi,40333.0,Right Back,2,Atalanta,228,['6246af30-6b1c-4559-8dd7-7c3c8271958f'],6,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:06.091,Pass,
,,,,,,,,,,,,,,,,,1.540631,,,,,,,,,,,,,,,b220cd59-3e2b-4b72-aaae-191ee64ad309,15,,"[45.5, 0.1]",3879632,0,,,,,0.33233216,,,,,,"[68.1, 7.9]",High Pass,,23.908157,,Incomplete,,Edin Džeko,6973.0,,,,,,Throw-in,1,From Throw In,Lucas Digne,6849.0,Left Back,3,AS Roma,229,"['74fdf86b-a7e9-47f1-ad99-f8b1387e6d8b', '7afecf0f-8645-48ce-87b2-7686eadcbae3']",21,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:21.965,Pass,
,,,,,,,,,,,,,,,,,1.052886,,,,,,,,,,,,,,,7afecf0f-8645-48ce-87b2-7686eadcbae3,17,,"[52.0, 72.2]",3879632,0,,,,,0.16977827,,Head,,,,"[59.0, 73.4]",High Pass,,7.1021123,,,,Alberto Grassi,6952.0,,,,,,Recovery,1,From Throw In,Cristian Raimondi,40333.0,Right Back,3,AS Roma,229,"['87afccc9-0857-4d1c-a316-3e0a5503c212', 'b220cd59-3e2b-4b72-aaae-191ee64ad309']",23,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:23.506,Pass,
