50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,11461eda-fe68-46f4-b7e7-45bb6f7f0f5d,1,,,,3878592,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 7125, 'name': 'Khouma El Hadji Babacar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 30}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9fdd7d3e-35bc-4e36-884f-34abb54e9a7d,2,,,,3878592,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4369, 'name': 'Issa Cissokho'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 90}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 88}, {'player': {'id': 24683, 'name': 'Diego Ángel Capel Trinidad'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 10530, 'name': 'Jules Olivier Ntcham'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,eadc3410-2d6c-4baa-8fe8-417519347ca8,3,,,,3878592,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['31b31830-fd3c-4cbe-b34f-ef0adc7c7d82'],0,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,31b31830-fd3c-4cbe-b34f-ef0adc7c7d82,4,,,,3878592,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['eadc3410-2d6c-4baa-8fe8-417519347ca8'],0,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,457f9605-5165-4a5b-9c9f-0bb4e54cc8af,1804,,,,3878592,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Genoa,233,['cd01bc77-8baf-4a8f-b0ed-060cb12774ce'],0,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cd01bc77-8baf-4a8f-b0ed-060cb12774ce,1805,,,,3878592,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Genoa,233,['457f9605-5165-4a5b-9c9f-0bb4e54cc8af'],0,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.137692,,,,,,,,,,,,e772a929-0685-4845-bb1f-7fc04854f872,5,,,"[60.0, 40.0]",3878592,0,,True,,,-1.815775,,Right Foot,,,,"[59.4, 37.6]",,Ground Pass,2.4738634,,,,Khouma El Hadji Babacar,7125.0,,,,,Kick Off,1,From Kick Off,Giuseppe Rossi,7141.0,Left Wing,2,Fiorentina,239,['07fd72ce-2d9d-44a8-8c00-56a24941e66c'],0,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.448,Pass,
,,,,,,,,,,,,,,,,1.251942,,,,,,,,,,,,53e19d5f-f4e4-464a-9917-82157ac869f7,7,,,"[59.1, 37.3]",3878592,0,,,,,-2.8357139,,Right Foot,,,,"[49.6, 34.3]",,Ground Pass,9.962429,,,,Matías Vecino Falero,5255.0,,,,,,1,From Kick Off,Khouma El Hadji Babacar,7125.0,Center Forward,2,Fiorentina,239,['983582d8-6a94-4fc2-87f2-2c809ccb9b3f'],0,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.841,Pass,
,,,,,,,,,,,,,,,,1.36746,,,,,,,,,,,,cf5901b3-8165-42df-96ae-b7b477d711b1,11,,,"[49.1, 30.5]",3878592,0,,,,,-2.5252957,,Right Foot,,,,"[32.3, 18.6]",,Ground Pass,20.587618,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Kick Off,Matías Vecino Falero,5255.0,Left Center Midfield,2,Fiorentina,239,['95faf27a-b157-4920-8b95-22ce2c3b2eb1'],2,,,,,,,,,,,,,,,,Fiorentina,239,00:00:02.695,Pass,
,,,,,,,,,,,,,,,,0.93746,,,,,,,,,,,,044beab7-4b66-46f5-94ea-cb236d9cbd12,14,,,"[32.0, 18.6]",3878592,0,,,,,0.5070985,,Left Foot,,,,"[43.7, 25.1]",,Ground Pass,13.384319,,,,Matías Vecino Falero,5255.0,,,,,,1,From Kick Off,Marcos Alonso Mendoza,3964.0,Left Center Back,2,Fiorentina,239,['59582172-bbd8-4e58-ad60-30106f2e685e'],4,,,,,,,,,,,,,,,,Fiorentina,239,00:00:04.757,Pass,
,,,,,,,,,,,,,,,,1.877953,,,,,,,,,,,,e5c2e5d5-cefe-407c-b911-7298fb018993,17,,,"[40.1, 27.0]",3878592,0,,,,,2.314303,,Right Foot,,,,"[24.1, 44.4]",,Ground Pass,23.638105,,,,Davide Astori,8275.0,,,,,,1,From Kick Off,Matías Vecino Falero,5255.0,Left Center Midfield,2,Fiorentina,239,['8384c0a8-0d3d-4241-b11e-3200a2ce724f'],7,,,,,,,,,,,,,,,,Fiorentina,239,00:00:07.470,Pass,
,,,,,,,,,,,,,,,,1.858422,,,,,,,,,,,,a54fff98-0171-4314-9cd9-aa5332e4be97,20,,,"[24.1, 46.0]",3878592,0,,,,,1.4031539,,Left Foot,,,,"[28.5, 72.0]",,Ground Pass,26.36968,,,,Nenad Tomović,7056.0,,,,,,1,From Kick Off,Davide Astori,8275.0,Right Center Back,2,Fiorentina,239,['d4175844-5dd5-40ed-aedf-aa7a91c1e987'],10,,,,,,,,,,,,,,,,Fiorentina,239,00:00:10.037,Pass,
,,,,,,,,,,,,,,,,1.37831,,,,,,,,,,,,2e316af9-38f9-4e09-ba09-ade198b59b7a,23,,,"[35.8, 71.8]",3878592,0,,,,,-0.2518467,,Right Foot,,,,"[52.9, 67.4]",,Ground Pass,17.65701,,,,Milan Badelj,6305.0,,,,,,1,From Kick Off,Nenad Tomović,7056.0,Right Back,2,Fiorentina,239,['395458c7-fc93-4f15-8689-808750baedcf'],14,,,,,,,,,,,,,,,,Fiorentina,239,00:00:14.017,Pass,
,,,,,,,,,,,,,,,,0.688229,,,,,,,,,,,,c68ce14e-9035-449e-8469-f67ea7582477,26,,,"[53.2, 67.2]",3878592,0,,,,,1.076855,,Right Foot,,,,"[56.7, 73.7]",,Ground Pass,7.3824115,,,,Federico Bernardeschi,7777.0,,,,,,1,From Kick Off,Milan Badelj,6305.0,Center Defensive Midfield,2,Fiorentina,239,['7753d9e2-4d89-4bfc-9318-f3ddc666ac74'],15,,,,,,,,,,,,,,,,Fiorentina,239,00:00:15.908,Pass,
,,,,,,,,,,,,,,,,0.377007,,,,,,,,,,,,50028270-3e75-43a6-b0da-3e899309e6b3,30,,,"[55.3, 72.3]",3878592,0,,,,,-1.5707964,,Left Foot,,,,"[55.3, 66.9]",,Ground Pass,5.4,,,,Milan Badelj,6305.0,,,,,,1,From Kick Off,Federico Bernardeschi,7777.0,Right Wing,2,Fiorentina,239,"['01abba2d-cf86-4964-b65b-f5b189c1d92e', '95027b51-135c-4e3e-916e-4f5aab31d4fe']",17,,,,,,,,,,,,,,,,Fiorentina,239,00:00:17.130,Pass,True
