ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,232b2926-cedc-49f7-804d-ae004d32deec,1,,,3879587,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 15415, 'name': 'Matteo Mancosu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,604a7c27-09cd-41ee-9105-cc517678b234,2,,,3879587,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 25430, 'name': 'Felipe Melo de Carvalho'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 83}, {'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 44}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 77}, {'player': {'id': 5587, 'name': 'Adem Ljajić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,42cdd50b-ef43-4400-90ab-d1f2ef00b80a,3,,,3879587,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,['8e3fe1dd-10e3-49e2-bbc8-ad1107e728d8'],0,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8e3fe1dd-10e3-49e2-bbc8-ad1107e728d8,4,,,3879587,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,['42cdd50b-ef43-4400-90ab-d1f2ef00b80a'],0,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,70e5df94-0688-4bb9-80ac-bb1c3899eedc,1927,,,3879587,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,80,Inter Milan,238,['a4145e07-e01d-48ae-a33e-f90765933c68'],0,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a4145e07-e01d-48ae-a33e-f90765933c68,1928,,,3879587,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,80,Inter Milan,238,['70e5df94-0688-4bb9-80ac-bb1c3899eedc'],0,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.640288,,,,,,,,,,,,76c40c94-f437-41e6-a165-30d0e35ca9bd,5,,"[60.0, 40.0]",3879587,0,,,,,2.7909644,,Right Foot,,,"[38.4, 47.9]",,Ground Pass,,22.999348,,,,Daniele Gastaldello,30745.0,,,,,Kick Off,1,From Kick Off,Emanuele Giaccherini,7775.0,Left Wing,2,Bologna,240,['a3b7b287-aa69-42ed-824d-3e5e69759d53'],0,,,,,,,,,,,,,,,,Bologna,240,00:00:00.786,Pass,
,,,,,,,,,,,,,,,,,0.566258,,,,,,,,,,,,e7d5a585-2b22-4a47-b228-8e0e5121f14c,8,,"[36.9, 49.3]",3879587,0,,,,,-1.7161063,,Left Foot,,,"[36.3, 45.2]",,Ground Pass,,4.14367,,,,Luca Rossettini,7142.0,,,,,,1,From Kick Off,Daniele Gastaldello,30745.0,Right Center Back,2,Bologna,240,['51bb915b-342b-4335-8b53-7814184dab8a'],2,,,,,,,,,,,,,,,,Bologna,240,00:00:02.627,Pass,
,,,,,,,,,,,,,,,,,3.106264,,,,,,,,,,,,d8fa167a-34a7-4608-8b64-e190f9e4939d,11,,"[35.9, 44.5]",3879587,0,,,,,0.27104777,,Right Foot,,,"[87.0, 58.7]",,High Pass,,53.03631,,Incomplete,,Matteo Mancosu,15415.0,,,,,,1,From Kick Off,Luca Rossettini,7142.0,Left Center Back,2,Bologna,240,"['4652407e-0813-4eb4-a128-c7d3bf469ebc', 'c0d95f07-994c-499b-a76e-369b17c34f36']",3,,,,,,,,,,,,,,,,Bologna,240,00:00:03.233,Pass,
,,,,,,,,,,,,,,,,,0.893882,,,,,,,,,,,,ad4fec1b-d4db-4b15-800f-6a770aed8c72,18,,"[58.2, 72.2]",3879587,0,,,,,-0.7527301,,Right Foot,,,"[66.1, 64.8]",,Ground Pass,,10.82451,,,,Saphir Sliti Taïder,8851.0,,,,,,1,From Kick Off,Daniele Gastaldello,30745.0,Right Center Back,2,Bologna,240,['1112f073-0279-4d8a-b14b-eb1fa96a9ee6'],10,,,,,,,,,,,,,,,,Bologna,240,00:00:10.141,Pass,
