50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c5d2badc-8b0f-4d71-8940-61a56e4b68f5,1,,,3879570,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 88}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 3556, 'name': 'Serge Gakpé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fea4d175-7f0a-4193-87ca-bcf84ed35f24,2,,,3879570,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7769, 'name': 'Federico Mattiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 69}, {'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 43}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,57fcca40-1b3b-43ea-8602-3b77469d62c3,3,,,3879570,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['308f25b7-bb94-4045-9d65-db0dba5c4aaf'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,308f25b7-bb94-4045-9d65-db0dba5c4aaf,4,,,3879570,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['57fcca40-1b3b-43ea-8602-3b77469d62c3'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,09d298da-e93a-42b6-be9c-af3f518f1200,1587,,,3879570,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,109,Genoa,233,['50ec2371-3f0d-4a6a-af9c-03e572146cef'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,50ec2371-3f0d-4a6a-af9c-03e572146cef,1588,,,3879570,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,109,Genoa,233,['09d298da-e93a-42b6-be9c-af3f518f1200'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.726044,,,,,,,,,,,,,05d063e0-b2bb-40c6-948f-628b5268da00,5,,"[60.0, 40.0]",3879570,0,,,,,-2.8828218,,Right Foot,,,"[56.6, 39.1]",,Ground Pass,,3.517101,,,,,Alberto Paloschi,6950.0,,,,Kick Off,1,From Kick Off,Riccardo Meggiorini,11643.0,Right Center Forward,2,Chievo,231,['340c483d-18e5-4460-aa42-25a43369a9b4'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.285,Pass,
,,,,,,,,,,,,,,,,,,0.851598,,,,,,,,,,,,,03a2f0e3-d64d-4065-a8d0-6fe3612ad0a0,8,,"[59.1, 38.1]",3879570,0,,,,,1.3617734,,Left Foot,,,"[62.6, 54.6]",,Ground Pass,,16.867128,,,,,Lucas Nahuel Castro,7049.0,,,,,1,From Kick Off,Alberto Paloschi,6950.0,Left Center Forward,2,Chievo,231,['71087713-c380-4f0e-a3d5-c9c9413fb583'],1,,,,,,,,,,,,,,,,,Chievo,231,00:00:01.740,Pass,
,,,,,,,,,,,,,,,,,,1.424106,,,,,,,,,,,,,9cf93049-8ea3-40f6-bce5-3e76ef4da1be,11,,"[63.8, 55.0]",3879570,0,,,,,-2.8466556,,Right Foot,,,"[48.0, 50.2]",,Ground Pass,,16.513025,,,,,Alessandro Gamberini,7052.0,,,,,1,From Kick Off,Lucas Nahuel Castro,7049.0,Right Center Midfield,2,Chievo,231,['8d59bd4d-5537-470f-a634-09bdfa1297b5'],4,,,,,,,,,,,,,,,,,Chievo,231,00:00:04.281,Pass,
,,,,,,,,,,,,,,,,,,2.561332,,,,,,,,,,,,,63de44b7-31e3-4848-8a1b-6feeca604f53,14,,"[40.8, 52.7]",3879570,0,,,,,-2.7293704,,Right Foot,,,"[12.9, 40.5]",,Ground Pass,,30.45078,,,,,Albano Benjamín Bizzarri,7803.0,,,,,1,From Kick Off,Alessandro Gamberini,7052.0,Right Center Back,2,Chievo,231,['54b59263-a1a5-4776-973f-44dbaeef2fe9'],6,,,,,,,,,,,,,,,,,Chievo,231,00:00:06.950,Pass,
