50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.983943,,,,,,,,,,,,,,,c526162e-7952-4c72-98fd-680535d70f4a,15,,"[34.5, 77.4]",3879712,0,,,,,-0.69598204,,Right Foot,,,,"[58.2, 57.6]",,High Pass,,30.882519,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Ignazio Abate,7463.0,Right Back,2,Inter Milan,238,"['a05b4799-21eb-41ca-abbf-c34dd6a884e4', 'b6b6941f-ce72-4c17-9e1d-9ed1e4da0636']",8,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:08.566,Pass,
,,,,,,,,,,,,,,,,1.307425,,,,,,,,,,,,,,,b6b6941f-ce72-4c17-9e1d-9ed1e4da0636,16,,"[61.9, 22.5]",3879712,0,,,,,-1.3992702,,Left Foot,,,,"[64.1, 9.8]",,Low Pass,,12.889143,,,,Marcelo Brozović,5469.0,,,,,Recovery,1,From Kick Off,Gary Alexis Medel Soto,16453.0,Right Defensive Midfield,2,Inter Milan,238,"['5cdc0d99-8a98-4311-a217-1c8ce95ac194', 'c526162e-7952-4c72-98fd-680535d70f4a']",10,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:10.550,Pass,
,,,,,,,,,,,,,,,,1.257176,,,,,,,,,,,,,,,d8cbeac8-66aa-4260-99ee-147d593e021f,22,,"[54.7, 80.0]",3879712,0,,,,,-1.5333139,,,,,,"[55.0, 72.0]",,High Pass,,8.005623,,,,Riccardo Montolivo,7166.0,,,,,Throw-in,1,From Throw In,Ignazio Abate,7463.0,Right Back,3,AC Milan,243,['c9dde31e-baa1-42a9-a5fe-4bb0737ef3b9'],20,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:20.384,Pass,
,,,,,,,,,,,,,,,,1.00085,,,,,,,,,,,,,,,0d3c3abc-ce79-40fb-979b-58cf334d151b,25,,"[55.0, 72.0]",3879712,0,,,,,1.6287025,,Right Foot,,,,"[54.6, 78.9]",,Ground Pass,,6.9115844,,,,Ignazio Abate,7463.0,,,,,,1,From Throw In,Riccardo Montolivo,7166.0,Left Defensive Midfield,3,AC Milan,243,['366ae721-5625-4f61-933f-f186a6cf1d41'],21,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:21.652,Pass,
,,,,,,,,,,,,,,,,1.924153,,,,,,,,,,,,,,,6213bf29-36ea-4a0c-b0d5-923524de6971,29,,"[54.6, 78.9]",3879712,0,,,,,-0.37888387,,Right Foot,,,,"[86.5, 66.2]",,High Pass,,34.335114,,Incomplete,,,,,,,,,1,From Throw In,Ignazio Abate,7463.0,Right Back,3,AC Milan,243,"['5a4a4ad4-1559-4d3e-a9b9-4ef84a4e22f4', '74f2353b-07d5-44cc-be02-48b41b6654f5']",23,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:23.071,Pass,True
,,,,,,,,,,,,,,,,2.116268,,,,,,,,,,,,,,,74f2353b-07d5-44cc-be02-48b41b6654f5,30,,"[33.6, 13.9]",3879712,0,,,,,-0.07448879,,Head,,,,"[53.7, 12.4]",,High Pass,,20.155893,,Incomplete,,Marcelo Brozović,5469.0,,,,,Recovery,1,From Throw In,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,3,AC Milan,243,"['6213bf29-36ea-4a0c-b0d5-923524de6971', 'c10621b0-aa69-4841-918f-a29f4a0c06dd', 'fc98001a-0f2a-402b-8872-2a300cf114ac']",24,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:24.995,Pass,
,,,,,,,,,,,,,,,,0.843828,,,,,,,,,,,,,,,c10621b0-aa69-4841-918f-a29f4a0c06dd,32,,"[66.4, 67.7]",3879712,0,,,,,0.48182744,,Head,,,,"[77.3, 73.4]",,High Pass,,12.300406,,,,Keisuke Honda,5683.0,,,,,Recovery,1,From Throw In,Riccardo Montolivo,7166.0,Left Defensive Midfield,3,AC Milan,243,"['74f2353b-07d5-44cc-be02-48b41b6654f5', '7e7adf93-1314-4aae-a5d5-2425c1a3e6b5']",27,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:27.111,Pass,
,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,a18d3777-578a-4f6c-84bf-55395113a7f9,36,,"[76.6, 73.4]",3879712,0,,,,,-0.5317241,,Right Foot,,,,"[78.3, 72.4]",,Low Pass,,1.9723083,,Incomplete,,,,,,,,,1,From Throw In,Keisuke Honda,5683.0,Right Midfield,3,AC Milan,243,"['c18cae81-6d6a-4e5c-b570-8668737ec0b9', 'f66af5dc-8719-476b-9589-0f23e1a03169']",27,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:27.986,Pass,True
,,,,,,,,,,,,,,,,2.029915,,,,,,,,,,,,,,,4f8d175d-407c-45f8-a93c-14d2178ba777,39,,"[24.1, 0.6]",3879712,0,,,,,0.07910289,,Left Foot,,,,"[56.9, 3.2]",,High Pass,,32.90289,,Incomplete,,Stevan Jovetić,3434.0,,,,,Recovery,1,From Throw In,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,3,AC Milan,243,"['b86968c4-5c8a-4716-9404-3567caeae11a', 'cc35a946-ff30-4a46-99fc-2180a5595bb1', 'dba545ac-bc7f-4f9e-a40d-400d71500f8b']",31,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:31.521,Pass,True
,,,,,,,,,,,,,,,,0.761942,,,,,,,,,,,,,,,b86968c4-5c8a-4716-9404-3567caeae11a,42,,"[63.2, 76.9]",3879712,0,,,,,0.031568456,,Head,,,,"[72.7, 77.2]",,Low Pass,,9.504736,,,,Riccardo Montolivo,7166.0,,,,,Recovery,1,From Throw In,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,3,AC Milan,243,"['4f8d175d-407c-45f8-a93c-14d2178ba777', 'c0bf49c3-bf39-4f62-8e7a-07ce0c2a6109', 'e2794082-e77f-47d3-b9aa-946389b1cd53']",33,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:33.551,Pass,True
,,,,,,,,,,,,,,,,2.617111,,,,,,,,,,,,,,,a844fa4d-44fc-4332-8336-83e434e71e6b,44,,"[72.7, 77.2]",3879712,0,,,,,-1.620261,,Right Foot,,,,"[71.7, 57.0]",,High Pass,,20.224737,,,,Juraj Kucka,10919.0,,,,,,1,From Throw In,Riccardo Montolivo,7166.0,Left Defensive Midfield,3,AC Milan,243,['5b0e8972-2071-438f-9de7-c11f4451ca97'],34,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:34.313,Pass,
,,,,,,,,,,,,,,,,1.25445,,,,,,,,,,,,,,,eaf26a29-2db0-4af8-aa47-888ca1c22105,47,,"[71.8, 57.0]",3879712,0,,,,,0.07504676,,Head,,,,"[85.1, 58.0]",,High Pass,,13.337541,,,,M''Baye Babacar Niang,5661.0,,,,,,1,From Throw In,Juraj Kucka,10919.0,Right Defensive Midfield,3,AC Milan,243,"['0e896e0a-5252-4a40-9576-1dd6147c28ff', '12ab9098-cfe0-42ac-9e28-8c977e99e658']",36,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:36.950,Pass,True
,,,,,,,,,,,,,,,,2.725897,,,,,,,,,,,,,,,5204bd8e-2a47-46a3-8218-33ed3c9797c9,50,,"[87.8, 60.3]",3879712,0,,,,,0.7220683,,Right Foot,,,,"[109.6, 79.5]",,Ground Pass,,29.049612,,,,Keisuke Honda,5683.0,,,,,,1,From Throw In,M''Baye Babacar Niang,5661.0,Left Center Forward,3,AC Milan,243,['e4c57670-9f26-4e22-8269-a7dbf2b7e756'],39,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:39.622,Pass,
,,,,,,,,,,,,,,,,1.518925,,,,,,,,,,,,,,,d5dc44c7-e069-4ce6-8b65-596f9ccbe531,53,,"[110.6, 74.4]",3879712,0,,,,,3.0054536,,Left Foot,,,,"[96.0, 76.4]",,Ground Pass,,14.73635,,,,Ignazio Abate,7463.0,,,,,,1,From Throw In,Keisuke Honda,5683.0,Right Midfield,3,AC Milan,243,['35510552-e849-4690-96b8-57cc8e65293d'],44,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:44.655,Pass,
,,,,,,,,,,,,,,,,1.730457,,,,,,,,,,,,,,,b269f4af-bcb5-4420-95b4-f4890f4a0faf,56,,"[97.0, 76.4]",3879712,0,,,,,-1.325197,,Right Foot,True,,,"[106.5, 38.5]",,High Pass,,39.0725,,Pass Offside,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,1,From Throw In,Ignazio Abate,7463.0,Right Back,3,AC Milan,243,['19ee30ec-21b8-4253-8bba-9934d1e8b6b9'],47,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:47.120,Pass,
,,,,,,,,,,,,,,,,2.799998,,,,,,,,,,,,,,,afbdb8af-2328-4af9-b71f-db0280ec233b,58,,"[11.9, 40.9]",3879712,1,,True,,,1.3397057,,Right Foot,,,,"[19.1, 71.5]",,Ground Pass,,31.435648,,,,Davide Santon,6999.0,,,,,Free Kick,1,From Free Kick,Samir Handanovič,7001.0,Goalkeeper,4,Inter Milan,238,['640d3e40-27f3-412a-8362-e3ced87ed25f'],0,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:00.875,Pass,
,,,,,,,,,,,,,,,,1.065907,,,,,,,,,,,,,,,5f2e4ac0-b442-4627-a7e9-cb6733a7ba27,60,,"[26.8, 75.7]",3879712,1,,,,,-1.3367065,,Right Foot,,,,"[29.9, 62.7]",,Ground Pass,,13.364505,,,,Gary Alexis Medel Soto,16453.0,,,,,,1,From Free Kick,Davide Santon,6999.0,Right Back,4,Inter Milan,238,['9e8101d5-46db-4472-aead-b2facc755142'],5,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:05.246,Pass,
,,,,,,,,,,,,,,,,1.284266,,,,,,,,,,,,,,,80228639-a433-4189-9425-32590db23efd,62,,"[29.9, 62.7]",3879712,1,,,,,0.48885235,,Right Foot,,,,"[48.7, 72.7]",,Ground Pass,,21.29413,,,,Ivan Perišić,5474.0,,,,,,1,From Free Kick,Gary Alexis Medel Soto,16453.0,Right Defensive Midfield,4,Inter Milan,238,['6fe6852b-547f-414d-97e5-cd5d0665d9e7'],6,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:06.311,Pass,
,,,,,,,,,,,,,,,,1.32867,,,,,,,,,,,,,,,a514eda9-bb9b-4653-ad83-c4dcc54db962,65,,"[49.0, 72.9]",3879712,1,,,,,0.35399744,,No Touch,,,,"[58.2, 76.3]",,Ground Pass,,9.80816,True,,,Stevan Jovetić,3434.0,,,,,,1,From Free Kick,Ivan Perišić,5474.0,Right Midfield,4,Inter Milan,238,"['6d475f19-2612-4fd5-baee-ec097248f078', 'e93ab624-6cbd-4141-979a-0ea2a5204783']",7,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:07.596,Pass,True
,,,,,,,,,,,,,,,,1.132362,,,,,,,,,,,,,,,79551d12-a9dc-455d-bb26-59e61b003035,69,,"[51.4, 77.3]",3879712,1,,,,,-1.5707964,,Right Foot,,,,"[51.4, 68.5]",,Ground Pass,,8.8,,,,Ivan Perišić,5474.0,,,,,,1,From Free Kick,Stevan Jovetić,3434.0,Center Forward,4,Inter Milan,238,"['e104dc66-467f-4bf4-b772-2dd8179f3293', 'e480e589-21cf-4f60-a346-6bd366ea275f']",10,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:10.959,Pass,True
,,,,,,,,,,,,,,,,1.121681,,,,,,,,,,,,,,,7c3559cf-02da-4298-a0ca-f5ea4e610190,73,,"[51.1, 69.2]",3879712,1,,,,,2.5606158,,Right Foot,,,,"[41.2, 75.7]",,Ground Pass,,11.843142,,,,Davide Santon,6999.0,,,,,,1,From Free Kick,Ivan Perišić,5474.0,Right Midfield,4,Inter Milan,238,"['8c7132d6-dfc4-4370-9f9f-31273906e0ba', 'e94b8d23-3055-4a09-bc4c-a16bbdc2b0ae']",12,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:12.650,Pass,True
,,,,,,,,,,,,,,,,0.864386,,,,,,,,,,,,,,,cff661cf-b5d3-4ebc-b9da-73a464091655,76,,"[46.4, 76.3]",3879712,1,,,,,0.09295171,,Right Foot,,,,"[58.2, 77.4]",,Ground Pass,,11.85116,,,,Ivan Perišić,5474.0,,,,,,1,From Free Kick,Davide Santon,6999.0,Right Back,4,Inter Milan,238,['77f63475-09a2-44cb-84d7-49c6b23c5484'],15,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:15.338,Pass,
,,,,,,,,,,,,,,,,0.88093,,,,,,,,,,,,,,,3d8ba36e-0dcb-43cc-a655-5a2b40624e99,80,,"[75.6, 61.3]",3879712,1,,,,,-2.1191034,,Right Foot,,,,"[65.4, 44.6]",,Ground Pass,,19.568598,,,,Marcelo Brozović,5469.0,,,,,,1,From Free Kick,Ivan Perišić,5474.0,Right Midfield,4,Inter Milan,238,['bc18b7e7-3d9f-461c-90ff-3b3943b4217e'],20,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:20.942,Pass,
,,,,,,,,,,,,,,,,0.475724,,,,,,,,,,,,,,,0c29d445-36a7-48df-a8ea-5befddf52689,84,,"[70.5, 48.9]",3879712,1,,,,,-1.2490457,,Right Foot,,,,"[74.0, 38.4]",,Ground Pass,,11.067972,,Incomplete,,Adem Ljajić,5587.0,,,,,,1,From Free Kick,Marcelo Brozović,5469.0,Left Defensive Midfield,4,Inter Milan,238,"['94f198cc-8a8d-4cb8-bde9-1ac4aa9b1998', 'f6d77992-fb0f-43c5-8d80-d56aecc0b811']",25,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:25.491,Pass,
,,,,,,,,,,,,,,,,2.456536,,,,,,,,,,,,,,,17912cbb-7138-4d6a-8d26-c48266589ed9,88,,"[30.1, 46.4]",3879712,1,,,,,0.23109066,,Right Foot,,,True,"[47.1, 50.4]",,Low Pass,,17.464249,,,,Keisuke Honda,5683.0,,,,,Recovery,1,Regular Play,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,5,AC Milan,243,"['50809122-0d09-4a21-b702-24a9f634de16', '564a6d43-f379-4d6f-a03d-5a742561d9e7']",27,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:27.701,Pass,True
,,,,,,,,,,,,,,,,2.186694,,,,,,,,,,,,,,,a485a235-222a-41e2-93f1-8fbc8810521a,93,,"[46.8, 49.4]",3879712,1,,,,,-0.7853982,,Right Foot,,,,"[60.0, 36.2]",,Ground Pass,,18.66762,,,,M''Baye Babacar Niang,5661.0,,,,,,1,Regular Play,Keisuke Honda,5683.0,Right Midfield,5,AC Milan,243,"['57eb5e63-d067-4a45-8962-1c5a107e1b14', 'd472fe3b-4d78-48fb-8d0d-fbb11f749607']",30,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:30.168,Pass,True
,,,,,,,,,,,,,,,,1.507904,,,,,,,,,,,,,,,8129e7f2-27e9-4d73-8515-808146554a93,105,,"[104.9, 0.1]",3879712,1,,True,,,0.4238676,,,,,,"[113.1, 3.8]",,Low Pass,,8.99611,,,,Giacomo Bonaventura,7026.0,,,,,Throw-in,1,From Throw In,Luca Antonelli,8874.0,Left Back,6,AC Milan,243,['ae47767a-d177-4039-bcff-c0ea1c2ff6a5'],47,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:47.980,Pass,
,,,,,,,,,,,,,,,,2.488684,,,,,,,,,,,,,,,633d0f02-2fb9-4d2b-b066-221d1197bc31,107,,"[109.4, 5.1]",3879712,1,,,,,1.3359345,,Right Foot,True,,,"[120.0, 49.4]",,High Pass,,45.55052,,Out,,,,,True,,,,1,From Throw In,Giacomo Bonaventura,7026.0,Left Midfield,6,AC Milan,243,,52,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:52.708,Pass,
,,,,,,,,,,,,,,,,3.374745,,,,,,,,,,,,,,,e1fba816-f4f1-4a0c-9cb8-cf9c14ede52d,108,,"[6.0, 44.0]",3879712,2,,,,,0.11154801,,Right Foot,,,,"[67.6, 50.9]",,High Pass,,61.98524,,,,Stevan Jovetić,3434.0,,,,,Goal Kick,1,From Goal Kick,Samir Handanovič,7001.0,Goalkeeper,7,Inter Milan,238,['f05e1944-e911-4f3e-8c97-7def7c5c81a4'],25,,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:25.455,Pass,
,,,,,,,,,,,,,,,,0.129911,,,,,,,,,,,,,,,28d4c01b-585f-4150-acb0-a0006691307b,111,,"[67.6, 50.9]",3879712,2,,,,True,-1.1383885,,,,,,"[68.2, 49.6]",,High Pass,,1.4317821,,Incomplete,,,,,,,,,1,From Goal Kick,Stevan Jovetić,3434.0,Center Forward,7,Inter Milan,238,"['aea45d31-4f0a-4a3a-a6f3-cceee9b59877', 'c5d767c5-7bd0-4ecb-8238-f7139cef98f0']",28,,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:28.699,Pass,True
,,,,,,,,,,,,,,,,0.526886,,,,,,,,,,,,,,,b1bc7dc1-c974-4094-8dea-123eab577d57,114,,"[54.4, 23.3]",3879712,2,,,,,-1.1141908,,Right Foot,,,,"[57.2, 17.6]",,Ground Pass,,6.3505907,,,,Giacomo Bonaventura,7026.0,,,,,Recovery,1,From Goal Kick,Riccardo Montolivo,7166.0,Left Defensive Midfield,7,Inter Milan,238,"['c0ecb380-f0de-4021-be06-7f605199e6ee', 'd4aecbaa-54f8-4244-b0b9-426eccd91a94']",30,,,,,,,,,,,,,,,,,,AC Milan,243,00:02:30.563,Pass,True
