50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ac95ffb9-a59c-4f0d-99f5-50b740739d31,1,,,,3879650,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8187, 'name': 'Marcel Büchel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f6bfe7da-7d17-4993-98af-800ee4216d5e,2,,,,3879650,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 387476, 'name': 'Raphael Martinho Alves de Lima'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 29}, {'player': {'id': 7793, 'name': 'Kevin Lasagna'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 15}, {'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Carpi,1683,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,06647818-9b18-40e7-9e7d-ff7388851199,3,,,,3879650,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['18dc9d50-15fe-45e5-a533-9590e832e67c'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,18dc9d50-15fe-45e5-a533-9590e832e67c,4,,,,3879650,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['06647818-9b18-40e7-9e7d-ff7388851199'],0,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d9267c23-3e42-4857-a0f9-79b2d2d1e557,1950,,,,3879650,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,119,Empoli,290,['c7a7d433-d34c-4744-82b7-7583a4f194ad'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c7a7d433-d34c-4744-82b7-7583a4f194ad,1951,,,,3879650,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,119,Empoli,290,['d9267c23-3e42-4857-a0f9-79b2d2d1e557'],0,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,e055c428-b847-422b-841a-5fc7892566aa,5,,,"[60.0, 40.0]",3879650,0,,,,,1.786154,,Right Foot,,,"[59.3, 43.2]",,Ground Pass,,3.275668,,,,,Manuel Pucciarelli,7054.0,,,,,,Kick Off,1,From Kick Off,Massimo Maccarone,40252.0,Left Center Forward,2,Empoli,290,['1c622eb0-8cde-4b00-9395-173325ae0192'],1,,,,,,,,,,,,,,,,,Empoli,290,00:00:01.247,Pass,
,,,,,,,,,,,,,,,,0.82106,,,,,,,,,,,,,281e76ff-2ac2-4b5a-83e6-601e9b442373,7,,,"[58.6, 42.8]",3879650,0,,,,,-2.8446677,,Right Foot,,,"[45.2, 38.7]",,Ground Pass,,14.013208,,,,,Lorenzo Tonelli,7160.0,,,,,,,1,From Kick Off,Manuel Pucciarelli,7054.0,Right Center Forward,2,Empoli,290,['76eccbd7-5f6d-40df-bc70-f881bb015787'],1,,,,,,,,,,,,,,,,,Empoli,290,00:00:01.534,Pass,
,,,,,,,,,,,,,,,,0.984652,,,,,,,,,,,,,bb8759c8-a847-4b7c-9071-2dfc45d7b1cd,10,,,"[47.6, 44.3]",3879650,0,,,,,-1.735945,,Right Foot,,,"[45.9, 34.1]",,Ground Pass,,10.340696,,,,,Andrea Costa,8664.0,,,,,,,1,From Kick Off,Lorenzo Tonelli,7160.0,Right Center Back,2,Empoli,290,['59e73234-b783-42fa-aa71-2ceefd4b3001'],2,,,,,,,,,,,,,,,,,Empoli,290,00:00:02.557,Pass,
,,,,,,,,,,,,,,,,2.84484,,,,,,,,,,,,,80effd2c-84ec-4d45-ae58-d2a178e90977,13,,,"[47.8, 35.5]",3879650,0,,,,,0.47196186,,Right Foot,,,"[100.5, 62.4]",,High Pass,,59.168404,,,,,Vincent Laurini,7155.0,,,,,,,1,From Kick Off,Andrea Costa,8664.0,Left Center Back,2,Empoli,290,['281cfa30-4936-434c-bff1-5e4436a3a917'],3,,,,,,,,,,,,,,,,,Empoli,290,00:00:03.743,Pass,
